mogert,	মগের্ট,	মোজার্ট,	
brekethru,	ব্রেকাতরু,	ব্রেকথ্রু,	
aasar,	আসার,	আসর,	
chalochchitroke,	চলচিত্রক্রকে,	চলচ্চিত্রকে,	
chorchita,	চর্চিত,	চর্চিত,	
dhas,	ধাস,	ধস,	
batsmanei,	বাঁসমানেই,	ব্যাটসম্যানই,	
enimeted,	এনিমেটেড,	এনিমেটেড,	
maudelgulo,	মদেলগুলো,	মডেলগুলো,	
americar,	এমেরিকার,	আমেরিকার,	
sanghitar,	সংঘিতার,	সংহিতার,	
karmokandeo,	কর্মকান্ডেও,	কর্মকাণ্ডেও,	
ajibonoer,	আজীবনের,	আজীবনের,	
chalesi,	চলেেসি,	চলেছি,	
atyacharer,	অত্যাচারের,	অত্যাচারের,	
land,	ল্যান্ড,	ল্যান্ড,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
addhattikotar,	আধ্যাত্বিকতার,	আধ্যাত্মিকতার,	
tusho,	টুষু,	তুসো,	
pravur,	প্রভূর,	প্রভুর,	
soundorjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
parikhar,	পরীক্ষার,	পরিখার,	
dajhyo,	দাজ্য,	দাহ্য,	
ancholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
brittakare,	বৃত্তককারে,	বৃত্তাকারে,	
hamburg,	হ্যামবার্গ,	হামবুর্গ,	
muhammad,	মুহাম্মদ,	মুহম্মদ,	
kada,	কাদা,	কোডা,	
vaibon,	ভাইবন,	ভাইবোন,	
obiyi,	অবিই,	ওবিই,	
sniper,	স্নীপের,	স্নাইপার,	
sheekare,	শিকারে,	শিকারে,	
samanwitabhabe,	সমান্নিভাবে,	সমন্বিতভাবে,	
yankii,	যানকি,	ইয়াংকি,	
niranjon,	নিরাঞ্জন,	নিরঞ্জন,	
falakti,	ফলকটটি,	ফলকটি,	
sabhanetree,	সভানেত্রী,	সভানেত্রী,	
judge,	জজ,	জাজ,	
hughke,	হুঘকে,	হিউজকে,	
udiichii,	উদিছি,	উদীচী,	
jolatanko,	জলতলকা,	জলাতঙ্ক,	
ajeempoor,	আজিমপুর,	আজিমপুর,	
tenise,	টেনিজে,	টেনিসে,	
suiti,	সুঁটি,	সুইটি,	
himi,	হিমি,	হিমি,	
chalochchitraeeo,	চলচিত্রেই,	চলচ্চিত্রেও,	
cholochchitroke,	চলচিত্রক্রকে,	চলচ্চিত্রকে,	
byakhyatita,	ব্যাখ্যাতিত,	ব্যাখ্যাতীত,	
agamane,	আগামানে,	আগমনে,	
pashaner,	পাশাের,	পাষাণের,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
kadam,	কাদাম,	কদম,	
tuku,	টুকু,	টুকু,	
sthaponakay,	স্থাপনাকে,	স্থাপনাকে,	
pouchhute,	পৌঁছতে,	পৌঁছুতে,	
jomjomat,	যমম্মাৎ,	জমজমাট,	
uipoka,	উইপকা,	উইপোকা,	
dalee,	দলি,	ডালে,	
armeeniyana,	আরমেনিয়ান,	আর্মেনিয়ান,	
anchalgulir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
brindabone,	বৃন্দবনে,	বৃন্দাবনে,	
deezni,	দিজনি,	ডিজনী,	
jarusalem,	জরুুসালেশ,	জেরুসালেম,	
transapharma,	ট্রান্সপোর্ম,	ট্রান্সফর্ম,	
srisri,	শ্রীশ্রী,	শ্রীশ্রী,	
prrajanankaal,	প্রজাননকাল,	প্রজননকাল,	
laaishesh,	লাইসেস,	লাইসেন্স,	
hul,	হুল,	হুল,	
jameser,	যামেসের,	জেমসের,	
korkat,	কর্কাট,	কর্কট,	
vumij,	ভূমিজ,	ভূমিজ,	
agom,	আগম,	আগম,	
dipan,	দিপন,	দীপন,	
lohar,	লোহার,	লোহার,	
sukkha,	সূক্ষ্ম,	সুক্ষ্ম,	
dinner,	ডিনের,	ডিনার,	
pray,	প্রে,	প্রায়,	
thelyanda,	থেলল্যান্ড,	থাইল্যান্ড,	
jes,	জেস,	জেস,	
dayana,	ডায়ান,	ডায়না,	
abhidhaaneeck,	অভিধানিক,	অভিধানিক,	
reejideencee,	রেজিডেন্স,	রেসিডেন্স,	
moldova,	মলদদ্ব,	মলদোভা,	
naitik,	নাইটিক,	নৈতিক,	
ghumachchilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
bbiswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
dhoka,	ঢোকা,	ধোঁকা,	
ganoparibahaner,	গণপরিবাহেনের,	গণপরিবহনের,	
uponeeshoder,	উপনিশেদের,	উপনিষদের,	
besur,	বেশুর,	বেসুর,	
debholapar,	ডেভললার,	ডেভলপার,	
oedipush,	উদিপুস,	ইডিপাস,	
godavari,	গদভারি,	গোদাবরী,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
dristihin,	দৃষ্টিহীন,	দৃষ্টিহীন,	
sohokaree,	সহকারি,	সহকারী,	
enginiiring,	এঙ্গীনিরিং,	ইঞ্জিনিয়ারিং,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
provu,	প্রভূ,	প্রভু,	
jemi,	জেমি,	জেমি,	
aqramer,	এক্রমের,	আকরামের,	
postar,	পোস্টার,	পোস্টের,	
rikondison,	রিকন্ডিশন,	রিকন্ডিশন,	
jeebonnogor,	জীবন্নগর,	জীবননগর,	
sbaajaner,	স্বজনের,	স্বজনের,	
kakhnoba,	কখনোবা,	কখনওবা,	
idaning,	আডানিং,	ইদানিং,	
ptolemir,	প্লেমির,	টলেমির,	
sumee,	সুমি,	সুমি,	
onurbar,	অনুর্বর,	অনুর্বর,	
sina,	সিন,	সিনা,	
bipozzonok,	বিপজজ্জনক,	বিপজ্জনক,	
shikshakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
adhunikkaley,	আধুনিক্লাে,	আধুনিককালে,	
riphleksha,	রাইফেল্কস,	রিফ্লেক্স,	
bbiseshyer,	বিশেষ্যের,	বিশেষ্যের,	
shkolashtik,	স্কলাস্টিক,	স্কলাস্টিক,	
rajtantrake,	রাজ্তন্ত্রাকে,	রাজতন্ত্রকে,	
qonflict,	কনফালিক্ট,	কনফ্লিক্ট,	
safi,	সফি,	সাফি,	
peeri,	পেরি,	পেরি,	
praima,	প্রাইম,	প্রাইম,	
basaa,	বাসা,	বাসা,	
gostheeti,	গোস্ঠিতি,	গোষ্ঠীটি,	
ajija,	অজিজ,	আজিজা,	
obosane,	অবাসনে,	অবসানে,	
mangoleek,	মঙ্গলিক,	মাঙ্গলিক,	
siddhantei,	সিদ্ধানটিই,	সিদ্ধান্তেই,	
nirmalata,	নির্মলতা,	নির্মলতা,	
sikkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
maladoobha,	মালদ্বভা,	মলদোভা,	
gonocheener,	গণচিনের,	গণচীনের,	
bonvumi,	বনভূমি,	বনভূমি,	
horeedware,	হরিদর্বে,	হরিদ্বারে,	
shaushage,	সশশেে,	সসেজ,	
dibi,	দিবী,	দিবি,	
fol,	ফল,	ফল,	
qyantana,	ক্যান্টন,	ক্যান্টন,	
juktarashtrosaha,	যুক্তরাস্টবসহাস,	যুক্তরাষ্ট্রসহ,	
bhortuki,	ভর্তুকি,	ভর্তুকি,	
batikromshali,	বাতিকর্ষমীলী,	ব্যতিক্রমধর্মী,	
bissonath,	বিশ্ণনাথ,	বিশ্বনাথ,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
rachonakal,	রচনাকল,	রচনাকাল,	
aabahan,	আবাহন,	আবাহন,	
proo,	প্রো,	প্রো,	
holdeeng,	হলদিং,	হোল্ডিং,	
se,	সেই,	সে,	
taanteera,	টাঁতারিরা,	তাঁতিরা,	
kkunti,	কুনটি,	কুন্তী,	
bite,	বিটে,	বাইট,	
chani,	চানি,	ছানি,	
durgoto,	দুর্গত,	দূর্গত,	
amerika,	আমেরিকা,	আমেরিকা,	
qrita,	কৃত,	ক্রীট,	
natsi,	নাৎসি,	নাত্সি,	
teentir,	টিনটির,	তিনটির,	
phala,	ফলল,	পোলো,	
petenter,	পিটেন্টার,	পেটেন্টের,	
mangolic,	মঙ্গলিক,	মাঙ্গলিক,	
chhutite,	ছুটিতে,	ছুটিতে,	
avishangsan,	অভিসংসন,	অভিশংসন,	
utshahe,	উত্সাহে,	উৎসাহে,	
baarak,	বারাক,	বারাক,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
hatodaridra,	হতদারিদ্রা,	হতদরিদ্র,	
teempaleeta,	টেম্পলেট,	টেম্পলেট,	
beshorkarikarone,	বেসরকারীকরণে,	বেসরকারিকরণ,	
shaajaanor,	সাজানোর,	সাজানোর,	
brindabaner,	বৃন্দবনের,	বৃন্দাবনের,	
nesans,	নেশন্স,	নেশনস,	
difinisian,	ডিফিনিশন,	ডেফিনেশন,	
indraa,	ইন্দ্রা,	ইন্দ্র,	
chirantan,	চিরন্তন,	চিরন্তন,	
swarthe,	স্বর্থে,	স্বার্থে,	
dharavashyokar,	ধারাভাস্যকর,	ধারাভাষ্যকার,	
chapal,	চাপাল,	চপল,	
sheekarder,	শিকারদের,	শিকারদের,	
jillul,	জিল্লুল,	জিল্লুল,	
tarun,	তরুণ,	তরুন,	
muradke,	মুরাদকে,	মুরাদকে,	
perry,	প্যারি,	পেরি,	
sikkhakke,	শিক্ষাকে,	শিক্ষককে,	
kakhonyoba,	কখন্যবা,	কখনওবা,	
veenicee,	ভেনিকি,	ভেনিস,	
mataram,	মাতরম,	মাতরম,	
omanisa,	অমনিসা,	অমানিশা,	
wishnu,	বিষ্ণু,	বিষ্ণু,	
arakan,	আরাকান,	আরাকান,	
kattar,	কাটার,	কট্টর,	
agora,	আগরা,	আগোরা,	
funding,	ফাউন্ডিং,	ফান্ডিং,	
airish,	আইরিশ,	আইরিস,	
eskol,	এসকল,	এসকল,	
shlok,	শ্লক,	শ্লোক,	
ameerica,	অ্যামেরিকা,	আমেরিকা,	
janatey,	জানাতে,	জানাতে,	
lecense,	লিসেন্স,	লাইসেন্স,	
ghumachchila,	ঘুমাছিল,	ঘুমাচ্ছিল,	
dharavahikbhabey,	ধারাভিকভাবে,	ধারাবাহিকভাবে,	
karmasansthan,	কর্মসংখ্যান,	কর্মসংস্থান,	
modelke,	মোডেলকে,	মডেলকে,	
dojo,	দজও,	ডোজো,	
pujita,	পুজিত,	পুজিত,	
digri,	ডিগ্রী,	ডিগ্রি,	
shatodha,	শততা,	শতধা,	
arbit,	আর্বিত,	অরবিট,	
chalachchitragulor,	চলচিত্রগুলোর,	চলচ্চিত্রগুলোর,	
munim,	মুনিম,	মুনিম,	
ispredshiit,	ইসপ্রেসেট,	স্প্রেডশীট,	
balabhadra,	বলবদ্র,	বলভদ্র,	
sossa,	শস্য,	শশা,	
nirbaho,	নির্বাহ,	নির্বাহ,	
dibet,	দ্বিবেত,	ডিবেট,	
shorting,	শরর্টিং,	সর্টিং,	
degreeke,	দিগ্রীকে,	ডিগ্রিকে,	
parqs,	পার্কস,	পার্কস,	
tateo,	তাতেও,	তাতেও,	
temonvabe,	তেমন্ভবে,	তেমনভাবে,	
shloker,	স্লোকের,	শ্লোকের,	
bhushito,	ভূষিত,	ভূষিত,	
mishal,	মিশাল,	মিশাল,	
khappor,	খাপপার,	খপ্পর,	
aaloteo,	আলতেও,	আলোতেও,	
lombatey,	লম্বাতে,	লম্বাটে,	
jorury,	জরুরি,	জরূরী,	
bhittiteow,	ভিতিতেও,	ভিত্তিতেও,	
kas,	কাশ,	কাস,	
hoshein,	হোসেইন,	হোসেইন,	
enginearing,	ইন্জিনিরিং,	ইঞ্জিনিয়ারিং,	
cheettronnatyokar,	চিত্রনাট্যকাল,	চিত্রনাট্যকার,	
pooshtee,	পুস্টি,	পুষ্টি,	
mehonnotee,	মেহন্নতি,	মেহনতি,	
letter,	লেটার,	লেটার,	
ajuhath,	অজুহা,	অজুহাত,	
langhan,	লঙ্ঘন,	লংঘন,	
superheiroo,	সুপারেরি,	সুপারহিরো,	
bholapuka,	ভোলাপুকা,	ভোলাপুক,	
daakteekit,	ডাক্তিকিত,	ডাকটিকিট,	
sajano,	সাজন,	সাজানো,	
sobche,	সবছে,	সবচে,	
dakteekiter,	দাকতিকিতের,	ডাকটিকিটের,	
basaate,	বাসাতে,	বাসাতে,	
alpai,	আল্পই,	অল্পই,	
daktikite,	দাকতিকিতে,	ডাকটিকিটে,	
dolguloo,	দলগুলো,	দলগুলোও,	
jonomukhi,	জননমুখী,	জনমুখী,	
rutina,	রুটিং,	রুটিন,	
istara,	ইস্টার,	ইস্টার,	
satjoner,	সতজনের,	সাতজনের,	
laiseens,	লেসেন্স,	লাইসেন্স,	
huqar,	হুকার,	হুকার,	
bike,	বিকে,	বাইক,	
hitokor,	হিতকোর,	হিতকর,	
boneo,	বনেও,	বনেও,	
