digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
poorohitder,	পুরুহতদীদের,	পুরোহিতদের,	
bhaandaar,	ভান্ডার,	ভাণ্ডার,	
spredasita,	স্প্রিডেশ,	স্প্রেডশীট,	
as,	আস,	অস,	
valobase,	ভালবাসে,	ভালোবাসে,	
dhhaalur,	ঢালুর,	ঢালুর,	
baireyo,	বৈরেও,	বাইরেও,	
chirakumari,	চিরাকুমারী,	চিরকুমারী,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
soshej,	শসেজ,	সসেজ,	
roomantik,	রোমান্তিক,	রোমান্টিক,	
moldowa,	মল্ডভা,	মলদোভা,	
bhadaqa,	ভাদাকা,	ভদকা,	
gazipur,	গাজীপুর,	গাজিপুর,	
netherland,	নেইারল্যান্ড,	নেদারল্যান্ড,	
rinattak,	ঋণাত্মক,	ঋনাত্মক,	
manbey,	মানবে,	মানবে,	
evereste,	ইভারেস্টে,	এভারেস্টে,	
bhangchur,	ভাঙচুর,	ভাংচুর,	
iash,	আয়াশ,	আইএএস,	
aswasteekor,	অস্বস্তিকর,	অস্বস্তিকর,	
phiksim,	ফিকসিম,	ফিক্সিং,	
jathaarthobhaabe,	যথারতভাবে,	যথার্থভাবে,	
parishkaron,	পরিষ্কারণ,	পরিষ্করণ,	
lojic,	লোজকি,	লজিক,	
tatey,	তাতে,	তাতে,	
eebhiem,	ইভভিম,	ইভিএম,	
omarjito,	অমর্জিত,	অমার্জিত,	
teresa,	তারেসা,	টেরেসা,	
garora,	গারেরা,	গারোরা,	
madhookori,	মাধকুরী,	মাধুকরী,	
arena,	আরেন,	এরিনা,	
jolatonko,	জলাাতক্যক,	জলাতঙ্ক,	
quarter,	কোর্টার,	কোয়ার্টার,	
granthotike,	গ্রন্থাথকে,	গ্রন্থটিকে,	
gobeshanagar,	গবেষণাগার,	গবেষনাগার,	
nebhatey,	নেভাতে,	নেভাতে,	
abosore,	অবশরে,	অবসরে,	
danut,	দান্টু,	ডোনাট,	
bonvumite,	বনভূমিতে,	বনভূমিতে,	
uindoo,	উইন্ডো,	উইন্ডো,	
pratista,	প্রতিষ্্ত,	প্রতিষ্টা,	
injiniyarsa,	ইন্্যানের্স,	ইঞ্জিনিয়ার্স,	
bisnuu,	বিষ্ণু,	বিষ্ণু,	
noditike,	নদীতীকে,	নদীটিকে,	
bolatkar,	বলাতকার,	বলাৎকার,	
progress,	প্রগ্রেস,	প্রগ্রেস,	
planey,	প্লান,	প্লেনে,	
naneer,	নানীর,	নানীর,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
hizri,	হিজরি,	হিজরী,	
fasi,	ফাঁসি,	ফাঁসী,	
lendl,	লেন্ডল,	লেন্ডল,	
modelti,	মোডেলটি,	মডেলটি,	
mukhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
cholochchitrotike,	চলচিচিত্রকে,	চলচ্চিত্রটিকে,	
teenej,	টেনজ,	টিনেজ,	
mukhamandol,	মুখমন্ডল,	মুখমণ্ডল,	
dianes,	ড্যান্সেস,	ডিএনএস,	
jamjomat,	যাম্যমত,	জমজমাট,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
horiddar,	হরিদদার,	হরিদ্বার,	
koontee,	কুনতি,	কুন্তী,	
dienes,	ডাইনাস,	ডিএনএস,	
ostader,	অস্তাদের,	ওস্তাদের,	
garnaar,	গার্নার,	গার্নার,	
sotorkokari,	সতকরষকারী,	সতর্ককারী,	
samabeshti,	সমবেশ্তি,	সমাবেশটি,	
bhittitei,	ভিত্তিই,	ভিত্তিতেই,	
apohoron,	অপহরণ,	অপহরন,	
patthkrom,	পাঠ্যকমরম,	পাঠক্রম,	
dharabahikotitey,	ধারাবাহিতিকে,	ধারাবাহিকটিতে,	
choudhurider,	চৌধুরিদের,	চৌধুরীদের,	
serveray,	সার্ভেরে,	সার্ভারে,	
madhobir,	মাধবীর,	মাধবীর,	
srabosty,	স্রাসট্তি,	শ্রাবস্তী,	
arbit,	আরবিত,	অরবিট,	
akib,	একেব,	আকিব,	
komatei,	কমতেই,	কমাতেই,	
haryken,	হারেকেন,	হ্যারিকেন,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
chaalkee,	চালকে,	চালকে,	
provu,	প্রভূ,	প্রভু,	
swalpa,	স্লোপ্া,	স্বল্প,	
thela,	থেলা,	ঠেলা,	
fuda,	ফুড,	ফুড,	
thimke,	থিমকে,	থিমকে,	
uzbekistaner,	উজ্বিক্তেনের,	উজবেকিস্তানের,	
hiiragana,	হীরাগান,	হিরাগানা,	
homasa,	হোমস,	হোমস,	
postkay,	পাসকটকে,	পোস্টকে,	
pachok,	পাচক,	পাচক,	
bakhyateet,	ব্যা্যথাটিত,	ব্যাখ্যাতীত,	
dara,	দ্রা,	দারা,	
eparjonta,	এপার্যন্ত,	এপর্যন্ত,	
osamonjoshyopurno,	অসমানযস্যপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
eenasiyeenta,	এন়াইসটেন্ট,	এনসিয়েন্ট,	
direektareeta,	ডিরিক্ষেটরিতা,	ডিরেক্টরেট,	
danckan,	ডাঁকান,	ডানকান,	
janagananar,	জনগণনার,	জনগণনার,	
promosioney,	প্রমোশনে,	প্রোমোশনে,	
baasate,	বাসাতে,	বাসাতে,	
mohisho,	মহিষস,	মহিষ,	
ekooghore,	একুঘরে,	একঘরে,	
houstoner,	হাসতানের,	হিউস্টনের,	
amstrang,	অংযাট্রান্ট,	আর্মস্ট্রং,	
rites,	রিটস,	রিতেশ,	
vooter,	ভোটের,	ভোটার,	
kaloniir,	কালনীর,	কালনীর,	
sahinsatar,	সহীনস্তার,	সহিংসতার,	
pushteer,	পুষ্টির,	পুষ্টির,	
parishromi,	পরিস্রোমী,	পরিশ্রমী,	
motion,	মতশন,	মোশন,	
chomke,	চামকে,	চমকে,	
piruzali,	পিরুজালী,	পিরুজালী,	
bosontoke,	বসন্তকে,	বসন্তকে,	
grambasio,	গ্রামবাশ্য,	গ্রামবাসীও,	
kalengga,	কলেঙ্গা,	কালেঙ্গা,	
kinsha,	কিন্সা,	কিংস,	
niketan,	নিকেটন,	নিকেতন,	
aashok,	আশোক,	আশোক,	
sonaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
maradeha,	মারদেহ,	মরদেহ,	
jatiinke,	জাতিনকে,	যতীনকে,	
nongra,	নংগ্রা,	নোংরা,	
onodhikar,	অনোধিকার,	অনধিকার,	
nagariker,	নাগারীকের,	নাগরিকের,	
olimpicer,	অলিমপ্যাকের,	অলিম্পিকের,	
noiteekvabe,	নৈতিকাভাবে,	নৈতিকভাবে,	
compact,	কমপাকাট,	কমপ্যাক্ট,	
bharson,	ভার্সন,	ভারশন,	
vorkendro,	ওর্কােন্দ্র,	ভরকেন্দ্র,	
vogiroth,	ভোগীরথ,	ভগীরথ,	
bhaibonder,	ভীবনদের,	ভাইবোনদের,	
ponjjikar,	পঞ্জিকার,	পঞ্জিকার,	
timathi,	তিমাঠী,	টিমোথি,	
nathibhookteer,	নথিভুক্তির,	নথিভুক্তির,	
turishta,	তুরিষ্ট,	টুরিস্ট,	
vaphara,	ভাফার,	বাফার,	
prothake,	প্রথাকে,	প্রথাকে,	
grooth,	গ্রথ,	গ্রোথ,	
odhuna,	অধুনা,	অধুনা,	
ankeeta,	অংকটিতা,	অঙ্কিতা,	
sumo,	সাম,	সুমো,	
koommandar,	কমান্ডার,	কমাণ্ডার,	
modelin,	মোদালীন,	মডেলিং,	
pakhirai,	পাখিরাই,	পাখিরাই,	
mugdho,	মুগ্ধ,	মুগ্ধ,	
doula,	দৌলা,	দৌলা,	
nabbata,	নব্বতা,	নাব্যতা,	
charzara,	চারজার,	চার্জার,	
skalarasipa,	স্কলারশিপ,	স্কলারশিপ,	
diyenes,	ডাইনেস,	ডিএনএস,	
times,	টাইমস,	টাইমস্,	
bharpur,	ভারপুর,	ভরপুর,	
bagdhara,	বাগধারা,	বাগধারা,	
akjoge,	একযোগে,	একযোগে,	
dhan,	ধান,	ধ্যান,	
pleta,	প্লট,	প্লেটো,	
nathibhooktir,	নথিভু্তিকুর,	নথিভুক্তির,	
sojja,	সজ্ঞা,	সজ্জা,	
plater,	প্লাটার,	প্লেটের,	
mathew,	মাথেও,	ম্যাথিউ,	
mahasava,	মহাসভা,	মহাসভা,	
zojyota,	যোযযতা,	যোজ্যতা,	
hundai,	হান্ডাই,	হুন্দাই,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
alauler,	অলৌলের,	আলাওলের,	
prakare,	প্রকারে,	প্রকারে,	
elakatikay,	এলাকাতিকে,	এলাকাটিকে,	
manahputa,	মানপুত্তু,	মনঃপুত,	
bolobhodro,	বলভদ্র,	বলভদ্র,	
nodiike,	নদীীকে,	নদীকে,	
kathhmandu,	কাঠমন্দু,	কাঠমান্ডু,	
nariider,	নারীদের,	নারীদের,	
debdeby,	দেবদেবি,	দেবদেবী,	
abasaney,	আবাসনে,	অবসানে,	
volte,	ভোল্টে,	ভল্ট,	
up,	উপ,	আপ,	
ralapha,	রলাফ,	রালফ,	
footbalarra,	ফুটবরলারা,	ফুটবলাররা,	
bhromonkale,	ভ্রামনকালে,	ভ্রমণকালে,	
ghumachche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
shalsa,	সলস,	সালসা,	
kredita,	ক্রেডিট,	ক্রেডিট,	
seet,	সেট,	সিট,	
udbhaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
parshwer,	পার্শবের,	পার্শ্বের,	
bhalobasake,	ভালবাসকে,	ভালোবাসাকে,	
udbodhony,	উদ্যবধ্নী,	উদ্বোধনী,	
shommotite,	সম্মতিতে,	সম্মতিতে,	
heza,	হেজ,	হেজ,	
rubi,	রুবি,	রুবী,	
shource,	সার্স,	সোর্স,	
embed,	এমবাদ,	এম্বেড,	
asamonjoshyopurno,	অসমানযস্পর্ণ,	অসামঞ্জস্যপূর্ণ,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
parbatmala,	পর্বত্তমাল,	পর্বতমালা,	
rubidium,	রুবিডিয়াম,	রুবিডিয়াম,	
akai,	একাই,	একাই,	
sikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
zuktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
preti,	প্রতি,	প্রিটি,	
hitakar,	হিতাকার,	হিতকর,	
ragkey,	রাগকে,	রাগকে,	
octane,	অক্তানে,	অকটেন,	
tarunderke,	তার্নাদকরে,	তরুণদেরকে,	
shasankarta,	শাসনকর্ত,	শাসনকর্তা,	
vabnakey,	ভাবনাকে,	ভাবনাকে,	
carloos,	কার্লোস,	কার্লোস,	
cheerota,	চিরতা,	চিরতা,	
hames,	হামেস,	হোমস,	
durotamo,	দূরততম,	দূরতম,	
kloj,	ক্লজজ,	ক্লজ,	
shelina,	সেলিনা,	সেলিনা,	
mase,	মাসে,	মাসে,	
ekbakke,	একবাককে,	একবাক্যে,	
asamorthito,	অসম্থর্থিত,	অসমর্থিত,	
proshtot,	প্রস্তত,	প্রস্ত্তত,	
atyacarito,	অত্যাকৃত,	অত্যাচারিত,	
chidropothe,	চিদ্রোথে,	ছিদ্রপথে,	
kraim,	ক্রিম,	ক্রাইম,	
sacheton,	সচেতন,	সচেতন,	
qyantana,	ক্যান্টন,	ক্যান্টন,	
abheedhaaneek,	অভিধানিক,	অভিধানিক,	
kalenga,	কলেঙ্গা,	কালেঙ্গা,	
deenes,	ডেনেস,	দীনেশ,	
soceitytey,	সসিটিতে,	সোসাইটিতে,	
kormokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
gabhaskar,	গভর্কার,	গাভাস্কার,	
ekmot,	একমত,	একমত,	
postay,	পোসতে,	পোষ্টে,	
phixing,	ফাইংসিং,	ফিক্সিং,	
ghoorsen,	ঘুরসন,	ঘুরেছেন,	
ardasho,	আর্দশ,	আর্দশ,	
veenus,	ওয়েনস,	ভেনাস,	
ishter,	ইষ্টার,	ইস্টের,	
zonite,	যোনিতে,	যোনীতে,	
uul,	উলল,	উল,	
russad,	রুশদ,	রুশদ,	
timothy,	তীমথথ,	টিমোথি,	
doorger,	দর্গের,	দুর্গের,	
lokshero,	লক্ষেরও,	লক্ষেরও,	
madhukori,	মাধকুরী,	মাধুকরী,	
firoja,	ফিরোজ,	ফিরোজা,	
paksenaara,	পাকসানার,	পাকসেনারা,	
korley,	করলে,	করলে,	
zyakasana,	জ্যাকশন,	জ্যাকসন,	
patterne,	পাযাটার্নে,	প্যাটার্নে,	
ajija,	আজিজা,	আজিজা,	
