laisensim,	লেইসেং্সিং,	লাইসেন্সিং,	
bijit,	বিজিৎ,	বিজিত,	
golakriti,	গোলাকৃতি,	গোলাকৃতি,	
chamoski,	চমস্কী,	চমস্কি,	
procharonamoolok,	প্রচারণামূলক,	প্রচারণামূলক,	
mosan,	মশান,	মোশন,	
aarke,	আর্কে,	আরকে,	
brake,	ব্র্যাক,	ব্রেক,	
sudden,	সুদ্দীন,	সাডেন,	
semai,	সেমাই,	সেমাই,	
prabhur,	প্রভূর,	প্রভুর,	
seekkhokder,	শিক্ষকদের,	শিক্ষকদের,	
ooindo,	উইন্দো,	উইন্ডো,	
amanisha,	অমানিস,	অমানিশা,	
boshoborti,	বসবরতী,	বশবর্তী,	
doorger,	দর্গের,	দুর্গের,	
roomantik,	রোম্যান্টিক,	রোমান্টিক,	
jatiinke,	জেতিনকে,	যতীনকে,	
gadhaa,	গাধা,	গাধা,	
byatarii,	ব্যাটারী,	ব্যাটারী,	
michir,	মিচির,	মিচির,	
jatinkey,	যতিনকে,	যতীনকে,	
overview,	ওভারভিয়া,	ওভারভিউ,	
sperm,	স্পার্ম,	স্পার্ম,	
toki,	টকি,	তকি,	
shhkolashtic,	স্কোস্টিক,	স্কলাস্টিক,	
nimitte,	নিমিত্বে,	নিমিত্তে,	
aakabar,	আকাবার,	আকাবার,	
ekaatto,	একাত্ম,	একাত্ব,	
chapal,	চাপাল,	চপল,	
dhhaby,	ঢাবি,	ঢাবি,	
gandhiio,	গান্ধীও,	গান্ধীও,	
calabe,	চালাবি,	চালাবে,	
chalochchitro,	চলচিত্র,	চলচ্চিত্র,	
forma,	ফরমা,	ফর্মা,	
toroon,	তরুণ,	তরুন,	
rubidium,	রুবিডিয়াম,	রুবিডিয়াম,	
opadan,	অপাদন,	অপাদান,	
shaahocharje,	শাহচরাচ্যে,	সাহচর্যে,	
aakik,	আকিক,	আকিক,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
surarop,	সুরারপ্প,	সুরারোপ,	
diares,	ডায়ারিস,	ডিআরএস,	
marketin,	মার্কেটিং,	মার্কেটিং,	
ghatiti,	ঘাতিটি,	ঘাঁটিটি,	
abarte,	আবর্তে,	আবর্তে,	
chirokoomari,	চিরকুমারী,	চিরকুমারী,	
betsman,	বেটসম্যান,	ব্যাটসম্যান,	
swarther,	স্বর্থের,	স্বার্থের,	
graambasir,	গ্রামবাসীর,	গ্রামবাসীর,	
koro,	কর,	কর,	
ostader,	অস্টাদের,	ওস্তাদের,	
byepass,	ব্যাপস,	বাইপাস,	
siiter,	শীতের,	শীতের,	
sombhobonao,	সম্ভাবনাও,	সম্ভবনাও,	
falak,	ফলক,	ফলক,	
concert,	কনসার্ট,	কানসাট,	
ivam,	ইভাম,	ইভিএম,	
ghursen,	ঘুরসেছেন,	ঘুরেছেন,	
brek,	ব্রেক,	ব্রেক,	
arena,	অরেনা,	এরিনা,	
deaubande,	ডিবান্ডে,	দেওবন্দে,	
plasse,	প্লেস,	প্লাসে,	
vabnar,	ভবনার,	ভাবনার,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
digri,	ডিগ্রী,	ডিগ্রি,	
rayyaleti,	রেয়েলটি,	রয়্যালটি,	
haphsa,	হফস,	হাফসা,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
maahe,	মাহে,	মাহে,	
sajano,	সাজানো,	সাজানো,	
priitii,	প্রীতি,	প্রিটি,	
holdin,	হলদিন,	হোল্ডিং,	
phokshkon,	ফক্ষকোণ,	ফক্সকন,	
daayitto,	দৈত্য,	দায়িত্ব,	
mukhbondho,	মুখবন্ধ,	মুখবন্ধ,	
jolatonko,	জলতাঙ্ক,	জলাতঙ্ক,	
dhanni,	ধননি,	ধন্যি,	
mukhamandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
bhittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
prakalpati,	প্রকল্পটি,	প্রকল্পটি,	
voterer,	ভোটারের,	ভোটারের,	
skirt,	স্কার্ট,	স্কার্ট,	
torunra,	তরুণরা,	তরুণরা,	
antorvuktimulok,	অন্তর্ভূল্তীকল,	অন্তর্ভুক্তিমূলক,	
pratishta,	প্রতিষ্টা,	প্রতিষ্টা,	
kansater,	কাঁসাতের,	কানসাটের,	
onurbar,	অনুরবার,	অনুর্বর,	
ghamtaa,	ঘমতটা,	ঘোমটা,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
nopdnodir,	নপদ্নদির,	নদনদীর,	
rushd,	রুশদ,	রুশদ,	
naper,	নাপের,	ন্যাপের,	
moshzidke,	মস্জিদকে,	মসজিদকে,	
shringa,	শৃঙ্গ,	শৃঙ্গ,	
riphleqsa,	রাইফেল্ক্স,	রিফ্লেক্স,	
bhenasa,	ভেইনস,	ভেনাস,	
choudhoorike,	চৌধুরিকে,	চৌধুরীকে,	
phiqsa,	ফিক্স,	ফিক্স,	
shkolashtic,	স্কোস্টিক,	স্কলাস্টিক,	
tiger,	টিগের,	টাইগার,	
saarbhaarti,	সার্ভররটি,	সার্ভারটি,	
ponthar,	পন্থার,	পন্থার,	
saya,	সোয়া,	সোয়া,	
kyapasula,	ক্যাপসুল,	ক্যাপসুল,	
cholochchitraeer,	চলচিত্রের,	চলচ্চিত্রের,	
drissogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
khelafate,	খেলাফাতে,	খেলাফতে,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
jyoistho,	জ্যোষ্ঠ্য,	জ্যৈষ্ঠ,	
bahya,	বহ্য,	বাহ্য,	
windows,	উইন্ডোজ,	উইন্ডোস,	
angkita,	অংকিত,	অঙ্কিতা,	
grambasee,	গ্রামবাসী,	গ্রামবাসী,	
raha,	রহ,	রঃ,	
dibya,	দিব্যা,	দিব্যা,	
reejideencee,	রেজিডেন্সে,	রেসিডেন্স,	
protijogii,	প্রতিযোগই,	প্রতিযোগী,	
roktokshoroner,	রক্তক্ষণের,	রক্তক্ষরণের,	
lajik,	লাজিক,	লজিক,	
bisnukey,	বিষ্ণুকে,	বিষ্ণুকে,	
gosthigulo,	গোষ্ঠিগুলো,	গোষ্ঠীগুলো,	
pratool,	প্রতুল,	প্রতুল,	
soorarop,	সুরারপ,	সুরারোপ,	
gonosochetonota,	গণসংচতিতা,	গণসচেতনতা,	
kharaar,	খারার,	খরার,	
ever,	ইভার,	এভার,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
bikaargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
saqara,	সোকরা,	সাকার,	
habshee,	হবসি,	হাবশী,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
caaling,	কোলিং,	কুলিং,	
ishtone,	ইস্টেন,	স্টোন,	
franco,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
palbongsher,	পল্বংশের,	পালবংশের,	
drishtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
deeliveer,	ডিলিভার,	ডেলিভার,	
rubyo,	রুব্য,	রুবিও,	
venice,	ভেনিস,	ভেনিস,	
naitik,	নাইটিক,	নৈতিক,	
aqabar,	একাবার,	আকাবার,	
thaakeni,	থাকেনি,	থাকেনি,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
pratiyogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
manee,	মেন,	মানে,	
yak,	যক,	ইয়াক,	
amarica,	অ্যামেরিকা,	আমেরিকা,	
probhuder,	প্রভূদের,	প্রভুদের,	
porizoner,	পরিজনের,	পরিজনের,	
inshtol,	ইনস্টল,	ইন্সটল,	
artillary,	আর্টিলার,	আর্টিলারি,	
chaudhuriyo,	চৌধুরিও,	চৌধুরীও,	
neshanasa,	নেসনস,	নেশনস,	
sawam,	সাযাম,	সাওম,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
dokangulotey,	দোকানগুলোতে,	দোকানগুলোতে,	
alaoler,	আলোলের,	আলাওলের,	
mohammad,	মহম্মদ,	মুহাম্মদ,	
timoothy,	তিমিথী,	টিমোথি,	
krechi,	করেকি,	করেছি,	
yuro,	যুরো,	ইউরো,	
bloggerra,	ব্লগেরার,	ব্লগাররা,	
vabanir,	ভবানীর,	ভবানীর,	
doojoo,	ডুজো,	ডোজো,	
duburira,	দুবিরীরা,	ডুবুরিরা,	
sitting,	সিটিং,	সিটিং,	
musalmani,	মুসল্মনী,	মুসলমানই,	
hole,	হলে,	হোল,	
protijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
marmader,	মার্মাদের,	মারমাদের,	
gudamjaato,	গুদম্জাত,	গুদামজাত,	
chhai,	ছাই,	ছাই,	
pluse,	প্লুস,	প্লাসে,	
teknokrat,	টেকন্ক্রাট,	টেকনোক্র্যাট,	
shaapholler,	সাফলের,	সাফল্যের,	
varpur,	ভারপুর,	ভরপুর,	
beshorkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
ganokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
enamela,	ইনোমেল,	এনামেল,	
hijrii,	হিজরী,	হিজরী,	
akpashe,	একপাশে,	একপাশে,	
easter,	ইস্টার,	ইস্টের,	
dharabahikvabey,	ধারাবাহিকভাবে,	ধারাবাহিকটি,	
sbajan,	স্বজন,	স্বজন,	
piroojalee,	পিরোজালি,	পিরুজালী,	
ase,	আসিয়া,	আসে,	
jeebonto,	জীবন্ত,	জীবন্ত,	
choudhoorio,	চৌধুরিও,	চৌধুরীও,	
tottobar,	তত্ব্বর,	তওবার,	
playtey,	প্লেট,	প্লেটে,	
nadnadir,	নদ্নদির,	নদনদীর,	
byan,	ব্যান,	ব্যাং,	
chhatrorai,	ছাত্রইাই,	ছাত্ররাই,	
nagorikderke,	নাগরিকদেরকে,	নাগরিকদেরকে,	
koreemer,	করিমের,	করিমের,	
marodeha,	মারোদেহ,	মরদেহ,	
aakkas,	আক্কাশ,	আককাস,	
ajouno,	অযোওন,	অযৌন,	
notikotar,	নটিকতার,	নৈতিকতার,	
opargota,	অপরগগতা,	অপারগতা,	
adbhanshd,	অডভান্ডস,	অ্যাডভান্সড,	
myathious,	ম্যাথিউস,	ম্যাথিউস,	
parry,	প্যারি,	পেরি,	
chirota,	চিরত,	চিরতা,	
dong,	ডং,	ডং,	
dorgah,	দরগাহ,	দরগাহ,	
monoputo,	মনোপোত,	মনঃপুত,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
mohiboor,	মুহিবুর,	মহিবুর,	
dokanei,	ডোকানেই,	দোকানেই,	
ashachetan,	অসাচেতন,	অসচেতন,	
kormokandeo,	কর্মকান্ডেও,	কর্মকাণ্ডেও,	
instant,	ইন্সট্যান্ট,	ইনস্ট্যান্ট,	
odhit,	অধিত,	অধীত,	
shoti,	ষতী,	শোটি,	
ahang,	অহং,	অহং,	
samajeri,	সমাজেরী,	সমাজেরই,	
nirapekkho,	নিরপ্কেষ্,	নিরপেক্ষ,	
amarendra,	অমরেন্দ্র,	অমরেন্দ্র,	
oncholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
tarkareer,	তরকারির,	তরকারীর,	
eporjonta,	এপর্যন্তা,	এপর্যন্ত,	
lishensh,	লিসেন্স,	লাইসেন্স,	
tatey,	তাটে,	তাতে,	
nilkomol,	নিলকমল,	নীলকমল,	
rejidens,	রেজিডেন্স,	রেসিডেন্স,	
satarkotar,	সর্তকরতার,	সতর্কতার,	
gandhike,	গানধিকে,	গান্ধীকে,	
ibhara,	ইভার,	এভার,	
olpo,	অল্প,	অল্প,	
karadander,	কারাদন্ডের,	কারাদণ্ডের,	
bishshasho,	বিশ্বাসও,	বিশ্বাসও,	
shaarther,	স্বার্থের,	স্বার্থের,	
naabyota,	নাব্যতা,	নাব্যতা,	
bharpur,	ভারপুর,	ভরপুর,	
blyaka,	ব্যাক্,	ব্ল্যাক,	
itostata,	ইতোস্টা,	ইতস্তত,	
elaka,	এলোকা,	এলাকা,	
alpokichudin,	অল্পকিদিদিন,	অল্পকিছুদিন,	
day,	দে,	ডে,	
ooipokar,	উপিকার,	উইপোকার,	
rohoshyor,	রহশ্যর,	রহস্যর,	
deambakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
ajijoor,	অজিজুর,	আজিজুর,	
phareksha,	ফরেক্স,	ফরেক্স,	
osamorik,	অসামরিক,	অসামরিক,	
hizri,	হিজরি,	হিজরী,	
nothibhookto,	নথিভুক্ত,	নথিভুক্ত,	
beam,	বিম,	বিম,	
