vedke,	ভেদকে,	বেদকে,	
thailyanda,	থাইল্যান্ড,	থাইল্যান্ড,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
hosain,	হোসাইন,	হোসেইন,	
nir,	নির,	নির,	
annimated,	অনিমেটেড,	এনিমেটেড,	
naajee,	নাজি,	নাত্সি,	
sarbharti,	সর্ভরটি,	সার্ভারটি,	
olimpyc,	অলিম্পিক,	অলিম্পিক,	
gabeshona,	গবেষণা,	গবেষনা,	
orthanitir,	অর্থনীতির,	অর্থনীতির,	
carymb,	ক্যারিম্ব,	করিম,	
licensing,	লিসেন্সিং,	লাইসেন্সিং,	
streegan,	স্ত্রীগণ,	স্ত্রীগণ,	
kompito,	কম্পিত,	কম্পিত,	
domonmulok,	দমনমুলক,	দমনমূলক,	
servere,	সার্ভারে,	সার্ভারে,	
bolechiley,	বলেছিলে,	বলেছিলে,	
ruteener,	রুটিনের,	রুটিনের,	
sipht,	সিফট,	শিফট,	
swapod,	স্বপদ,	শ্বাপদ,	
bishshaash,	বিশ্বাস,	বিশ্বাস,	
troup,	ট্রুপ,	ট্রুপ,	
gobeshonar,	গবেষণার,	গবেষনার,	
samajeek,	সামাজিক,	সামাজিক,	
shosha,	শশা,	শশা,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
manob,	মানব,	মানব,	
robotic,	রোবটিক,	রোবোটিক,	
capsule,	ক্যাপুলে,	ক্যাপসুল,	
esiyatika,	এসিয়টিক,	এশিয়াটিক,	
wictor,	উইক্টোর,	ভিক্টর,	
karadondo,	কারাদন্ড,	কারাদণ্ড,	
yaak,	যায়াক,	ইয়াক,	
qeyboard,	কেয়োর্ড,	কীবোর্ড,	
magical,	ম্যাজিক্যাল,	ম্যাজিকাল,	
mujibur,	মুজিবুর,	মুজিবুর,	
edaning,	এডাইনিং,	ইদানিং,	
nikater,	নিকটের,	নিকটের,	
saqara,	সাকার,	সকার,	
semai,	সেমাই,	সেমাই,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
fokskon,	ফক্সন,	ফক্সকন,	
shchalastic,	স্কালস্টিক,	স্কলাস্টিক,	
charban,	চারবান,	চর্বন,	
hazarer,	হাজারের,	হাজারের,	
jolaatonko,	জলতাঙকক,	জলাতঙ্ক,	
bheenama,	ভীনাম,	ভেনম,	
jonosamaj,	জনসমাজ,	জনসমাজ,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
kottar,	কোটার,	কট্টর,	
lutheran,	লুঠারণ,	লুথেরান,	
gadha,	গাধা,	গাধা,	
hili,	হিলি,	হিলি,	
sikkhokke,	শিক্ষকে,	শিক্ষককে,	
padee,	পাদী,	পাড়ে,	
aachhis,	আছিস,	আছিস,	
harees,	হারিস,	হ্যারিস,	
grambaasheeo,	গ্রমবাসীও,	গ্রামবাসীও,	
sunagorik,	সুনাগরিক,	সুনাগরিক,	
shrichaitanyadev,	শ্রীচৈতন্যাবেদ,	শ্রীচৈতন্যদেব,	
boikollyo,	বৈকল্য,	বৈকল্য,	
janosomaj,	জনসমাজ,	জনসমাজ,	
ancient,	আনচাইন্ট,	এনসিয়েন্ট,	
dharabahikvabe,	ধারাবাহিকভাবে,	ধারাবাহিকভাবে,	
kuary,	কুয়ারি,	কোয়েরি,	
maladobha,	মালাদোভা,	মলদোভা,	
bondiike,	বন্দীকে,	বন্দীকে,	
chidropothe,	চিদ্রপথে,	ছিদ্রপথে,	
halloween,	হালওভেন,	হ্যালোইন,	
bondhubhabapanno,	বন্ধুবা্যন্ন,	বন্ধুভাবাপন্ন,	
uporoshtho,	উপরোষ্ঠ,	উপরস্থ,	
dharabiktir,	ধারাবিক্তির,	ধারাবাহিকটির,	
aashtikotaa,	আস্তিকটা,	আস্তিকতা,	
oshamanno,	ওসমানন্য,	অসামান্য,	
prakalpeo,	প্রকল্পেও,	প্রকল্পেও,	
up,	উপ,	আপ,	
qonfliqt,	কনফলিক্ট,	কনফ্লিক্ট,	
dael,	ডেল,	ডেইল,	
marufer,	মারুফের,	মারুফের,	
machhti,	মাছটি,	মাছটি,	
overview,	ওভারভিয়,	ওভারভিউ,	
turkameena,	তুরকমিন,	তুর্কমেন,	
rilayeensa,	রিলেয়েন্স,	রিলায়েন্স,	
manushder,	মানুষদের,	মানুষদের,	
vagadada,	ভাগাদা,	বাগদাদ,	
shakara,	শাকারা,	সাকার,	
agrodoot,	অগ্রোদুত,	অগ্রদূত,	
lesense,	লেসেন্স,	লাইসেন্স,	
samanwitobhabe,	সমান্তিভভাবে,	সমন্বিতভাবে,	
reeliancee,	রিলিয়েন্স,	রিলায়েন্স,	
reno,	রেনো,	রেনো,	
priimoo,	প্রীমু,	প্রিমো,	
kunntee,	কুনটি,	কুন্তী,	
kade,	কাদে,	কোড,	
zeebonto,	জীবন্ত,	জীবন্ত,	
cada,	কাডা,	কোডা,	
ghur,	ঘুর,	ঘুর,	
kushomva,	কুষম্ভ,	কুশুম্বা,	
technocrat,	টেকন্র্যাট,	টেকনোক্র্যাট,	
doorotaumo,	দূরোতম,	দূরতম,	
vor,	ভোর,	ভর,	
ashor,	আশোর,	আসর,	
badna,	বদনা,	বদনা,	
honduras,	হন্ডারাস,	হন্ডুরাস,	
debating,	ডেবাটিং,	ডিবেটিং,	
hoonayin,	হোনাইন,	হুনাইন,	
inamila,	ইনোমিল,	এনামেল,	
nadimatrik,	নাদিমাত্রিক,	নদীমাতৃক,	
puddin,	পুদ্দিন,	পুডিং,	
thyachar,	থ্যাচার,	থ্যাচার,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
phareeksa,	ফেরেক্স,	ফরেক্স,	
dajhyo,	দাজ্য,	দাহ্য,	
ancholke,	আঞচলকে,	অঞ্চলকে,	
jeellul,	জেল্লুল,	জিল্লুল,	
fostar,	ফোস্টার,	ফস্টার,	
aakkas,	আকাশ,	আককাস,	
sane,	সানে,	সনে,	
stationer,	স্টেশনের,	ষ্টেশনের,	
nickel,	নিকেল,	নিকেল,	
puzita,	পুজিত,	পূজিতা,	
mitrata,	মিত্রতা,	মিত্রতা,	
protijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
uipoka,	উইপোকা,	উইপোকা,	
gutano,	গুটানো,	গুটানো,	
oxforde,	অক্সফোর্ডে,	অক্সফোর্ডে,	
ghursen,	ঘুরসেন,	ঘুরেছেন,	
sulfatee,	সুলফাতে,	সালফেট,	
artherer,	অর্থারের,	আর্থারের,	
nothibhookto,	নথিভুক্ত,	নথিভুক্ত,	
bi,	বিএ,	বি,	
solil,	সলিল,	সলিল,	
lobbyte,	লব্বিতে,	লবিতে,	
engineersh,	ইঞ্জিনের্স,	ইঞ্জিনিয়ার্স,	
puroheetder,	পুরহিতদের,	পুরোহিতদের,	
utkhaat,	উৎক্ষাত,	উত্খাত,	
shainyader,	সৈন্যদের,	সৈন্যদের,	
jaaluk,	জালুক,	জ্বলুক,	
byabosthar,	ব্যবস্থার,	ব্যবস্থার,	
ponero,	পনেরো,	পনের,	
footonto,	ফুটন্ট,	ফুটন্ত,	
utkhat,	উৎক্ষাত,	উত্খাত,	
tawnship,	টাউনশিপ,	টাউনশিপ,	
pravur,	প্রভূর,	প্রভুর,	
bachai,	বাঁচাই,	বাছাই,	
dharabahikbhabey,	ধারাবাহিকভাবে,	ধারাবাহিকভাবে,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
trivuz,	ত্রিভুজ,	ত্রিভূজ,	
musalmanderke,	মুসল্মান্ডকের,	মুসলমানদেরকে,	
suraropito,	সুরারোপিত,	সুরারোপিত,	
patjata,	পাতাতা,	পাটজাত,	
ghomtaa,	ঘমটা,	ঘোমটা,	
dokangoolote,	দোকানগুলোতে,	দোকানগুলোতে,	
boshoborti,	বসবর্তী,	বশবর্তী,	
kiandi,	কায়ন্ডি,	ক্যান্ডি,	
madelim,	ম্যাডেলিং,	মডেলিং,	
engineering,	ইঞ্জিনির,	ইঞ্জিনিয়ারিং,	
si,	সি,	এসআই,	
iranayer,	ইরানয়ের,	ইরানের,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
tuneta,	টুনেট,	টুনাইট,	
prasadhoner,	প্রাসাধনের,	প্রসাধনের,	
boneo,	বনেও,	বনেও,	
ishan,	ইসান,	ঈশান,	
mokhmoley,	মখমলে,	মখমলে,	
kata,	কাটা,	কোটা,	
dubaate,	দুবাতে,	ডুবাতে,	
hights,	হাইটস,	হাইটস,	
oitijhyey,	ঐতিহ্যে,	ঐতিহ্যে,	
bikargrasto,	বিকর্গারসস্ত,	বিকারগ্রস্ত,	
dephinishion,	ডেফিনেশন,	ডেফিনেশন,	
parse,	পারসসে,	পার্শ্বে,	
teemothee,	তিমথী,	টিমোথি,	
chalochchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
ropto,	রপ্ত,	রপ্ত,	
nogorey,	নগরে,	নগরে,	
satan,	সতন,	শয়তান,	
dajyo,	দাজ্য,	দাহ্য,	
dharmee,	ধর্মী,	ধর্মী,	
advansed,	আ্যাডভান্সেড,	অ্যাডভান্সড,	
harano,	হরানো,	হারান,	
pretii,	প্রেতি,	প্রিটি,	
alexandar,	আলেকসন্ডার,	আলেকজান্ডার,	
seekkhaou,	শিক্ষাও,	শিক্ষাও,	
taholo,	তাহল,	তাহলো,	
shoreef,	শরীফ,	শরিফ,	
satarkabhabey,	সতর্কভাবে,	সতর্কভাবে,	
narider,	নারীদের,	নারীদের,	
jonsa,	জনসা,	জোন্স,	
elaakaatike,	এলাকাতিকে,	এলাকাটিকে,	
kanshat,	কাঁসাত,	কানসাট,	
temone,	টেমনে,	তেমনই,	
gabeshokgon,	গবেষকগণ,	গবেষকগণ,	
ayantarqatiqa,	অ্যান্টরকাটিক,	অ্যান্টার্কটিকা,	
gripe,	গ্রীপে,	গ্রিপ,	
gondho,	গন্ধ,	গন্ধে,	
shithilotar,	সিথিলতার,	শিথিলতার,	
prachandota,	প্রচন্দটা,	প্রচণ্ডতা,	
somabeshke,	সমাবেষকে,	সমাবেশকে,	
pudding,	পুডিং,	পুডিং,	
summi,	সামি,	সুমি,	
eute,	ইউটে,	ইইউতে,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
bosturoi,	বস্তুরোই,	বস্তুরই,	
udbodhoner,	উদ্বোধনের,	উদ্বোধনের,	
milekhaanek,	মিলেখননক,	মাইলখানেক,	
aansareer,	আনসারির,	আনসারীর,	
osthishondhi,	অস্থিষন্ধি,	অস্থিসন্ধি,	
rubio,	রিবিও,	রুবিও,	
ispredshiit,	ইসপ্রেেশ,	স্প্রেডশীট,	
chinito,	চিনিত,	চিনতো,	
maladoobha,	মালাদুভ,	মলদোভা,	
eeraner,	ইরানের,	ইরানের,	
karmokerer,	কর্মকেরের,	কর্মকারের,	
station,	স্টেশন,	ষ্টেশন,	
mozlishpur,	মজলিসপুর,	মজলিশপুর,	
biplabee,	বিপ্লবি,	বিপ্লবী,	
muladee,	মুলাদী,	মুলাদি,	
ghamta,	ঘামটা,	ঘোমটা,	
tecno,	টেকনো,	টেকনো,	
probhuder,	প্রভূদের,	প্রভুদের,	
moshzidti,	মস্দিদটি,	মসজিদটি,	
patigonit,	পতিগণিত,	পাটিগণিত,	
vabnake,	ভব্নাকে,	ভাবনাকে,	
shobnom,	শব্নম,	শবনম,	
tyapa,	ট্যাপ,	ট্যাপ,	
michiler,	মিচিলের,	মিছিলের,	
bauger,	বাউজের,	বাগের,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
suity,	সুইটি,	সুইটি,	
besoor,	বেসুর,	বেসুর,	
bbosonto,	বসন্ত,	বসন্ত,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
arekdal,	আরেকদল,	আরেকদল,	
raktaksharaney,	রক্তকারণে,	রক্তক্ষরণে,	
jamkalo,	জামকালো,	জমকালো,	
khijir,	খিজির,	খিজির,	
ranadeep,	রানাদীপ,	রণদীপ,	
ameerika,	আমেরিকা,	আমেরিকা,	
chomke,	চমকে,	চমকে,	
khizir,	খিজির,	খিজির,	
bodhirta,	বধিরতা,	বধিরতা,	
shorting,	শর্টিং,	সর্টিং,	
sangosthaner,	সংস্থানের,	সংস্থানের,	
bizito,	বিজিত,	বিজিত,	
claud,	ক্লাড,	ক্লাউড,	
gobeshokgan,	গবেষকগণ,	গবেষকগণ,	
bivonno,	বিভন্ন,	বিভন্ন,	
pouch,	পৌচ,	পাউচ,	
laishenshe,	লেইসেন্স,	লাইসেন্স,	
gabhaskaar,	গভাসকার,	গাভাস্কার,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
shoti,	শতী,	শোটি,	
