zete,	জেতে,	যেতে,	
ancholgulo,	অঞ্চলগুলো,	অঞ্চলগুলো,	
igp,	ইপ,	আইজিপি,	
ohongkari,	ওহংকারী,	অহংকারী,	
oshlilotar,	অস্লিলতার,	অশ্লীলতার,	
oyelashha,	ওয়েলস,	ওয়েলশ,	
sangbadmadhyamke,	সংবাদমাধকে,	সংবাদমাধ্যমকে,	
shtem,	স্টেম,	স্টেম,	
durgatsober,	দুর্গতসবের,	দুর্গোৎসবের,	
masakadza,	মাসকাজ্য,	মাসাকাদজা,	
bongobondhr,	বঙ্গবন্ধ,	বঙ্গবন্ধুর,	
jilaneer,	জিলানির,	জিলানীর,	
subscriptian,	সাবসক্রিপশন,	সাবস্ক্রিপশন,	
postin,	পোস্টিং,	পোস্টিং,	
koibarto,	কৈবার্ত,	কৈবর্ত,	
bosstonter,	বস্তন্তের,	বসন্তের,	
leetteersh,	লিটার্স,	লেটারস,	
bikretar,	বিক্রেটার,	বিক্রেতার,	
chatoordosh,	চতুর্দশ,	চতুর্দশ,	
byabaharkareera,	ব্যবহারকারীরা,	ব্যবহারকারীরা,	
ragiba,	রাগিবা,	রাগীব,	
gronthogulote,	গ্রন্থগুলোতে,	গ্রন্থগুলোতে,	
musolmander,	মুসলমানদের,	মুসলমানদের,	
ganobidhwongsi,	গণবিধ্বংসী,	গণবিধ্বংসী,	
naubobibahito,	নববিবিত,	নববিবাহিত,	
zong,	জং,	জং,	
sipon,	শিপন,	শিপন,	
ranakhetre,	রণক্ষেত্রে,	রণক্ষেত্রে,	
hijrir,	হিজরির,	হিজরীর,	
chaushotti,	চৌষট্টি,	চৌষট্টি,	
toroonera,	তরুণেরা,	তরুণেরা,	
bosobasrato,	বসবাসরত,	বসবাসরত,	
bongopsagore,	বঙ্গপাগুরে,	বঙ্গোপসাগরে,	
sothikbhabey,	সথিকভাবে,	সঠিকভাবে,	
hajarou,	হাজারো,	হাজারও,	
khunikey,	খুনিকে,	খুনিকে,	
pratima,	প্রতিমা,	প্রতিমা,	
tishi,	টিশি,	তিসি,	
sommoto,	সম্মত,	সম্মত,	
gaamchhaa,	গামছা,	গামছা,	
rokomer,	রকমের,	রকমের,	
sweets,	সীয়েশ,	সুইটস,	
lishta,	লিষ্ট,	লিস্ট,	
damee,	দেম,	ডামি,	
rashid,	রাশিদ,	রশিদ,	
kapatotar,	কাপাতোর,	কপটতার,	
upobaas,	উপবাস,	উপবাস,	
meqaniqala,	মেকানিকাল,	মেকানিকাল,	
asaf,	আসাফ,	আসফ,	
mophidul,	মফিদুল,	মফিদুল,	
sabana,	সবান,	সাবানা,	
jemasa,	জেমস,	জেমস,	
sehogal,	সেহগাল,	সেহগাল,	
petam,	পেতাম,	পেতাম,	
velki,	ভেলকি,	ভেলকি,	
hidden,	হিড্ডেন,	হিডেন,	
shongkho,	সংখ্য,	শঙ্খ,	
rajbandider,	রাজবনদীদের,	রাজবন্দীদের,	
koder,	কোডের,	কোডের,	
chitraroop,	চিত্ররূপ,	চিত্ররূপ,	
upanishadey,	উপনিশাদে,	উপনিষদে,	
hachchila,	হাচ্ছিল,	হচ্ছিল,	
halkabhabe,	হালকাভাবে,	হালকাভাবে,	
porimito,	পরিমিত,	পরিমিত,	
ahangkarer,	আহংকারের,	অহংকারের,	
mittrora,	মিত্ররা,	মিত্ররা,	
nirapattar,	নিরপত্তর,	নিরাপত্তার,	
lover,	লোভার,	লোয়ার,	
beralbhee,	বেরালভী,	বেরলভী,	
kishtite,	কিষ্টিতে,	কিস্তিতে,	
prakalpe,	প্রকল্পে,	প্রকল্পে,	
ddheel,	ঢিল,	ঢিল,	
deestrayara,	ডেস্ট্রয়ার,	ডেস্ট্রয়ার,	
dwiptir,	দ্বীপ্তির,	দ্বীপটির,	
dostaana,	দস্তানা,	দস্তানা,	
obosthatei,	অবস্থাতেই,	অবস্থাতেই,	
dudharaner,	দুধারনের,	দুধরনের,	
sarod,	সারদ,	সরোদ,	
herison,	হিরিশন,	হ্যারিসন,	
alexander,	আলেক্সান্ডের,	আলেকজান্ডারের,	
ripharma,	রিফার্ম,	রিফর্ম,	
mashterpiece,	মস্টারপিউে,	মাস্টারপিস,	
bonvumir,	বনভূমির,	বনভূমির,	
vishannatar,	বিষন্নতার,	বিষণ্নতার,	
chanader,	চানাদের,	ছানাদের,	
teddy,	টেডি,	টেডি,	
aaisiser,	আইসিসের,	আইসিসের,	
americatey,	আমেরিকাটে,	আমেরিকাতে,	
abheedhane,	অভিধানে,	অভিধানে,	
lawq,	লক,	লক,	
porolokgomon,	পরলক্মমন,	পরলোকগমন,	
malete,	মালেটে,	মালেতে,	
yousuf,	যউসুফ,	ইউসূফ,	
ghateer,	ঘটির,	ঘাঁটির,	
bagdan,	বাগদান,	বাগদান,	
kormirai,	কর্মিরাই,	কর্মীরাই,	
samotale,	সমতালে,	সমতলে,	
dayneesh,	ডাইনিস,	ডেনিশ,	
jarvis,	জার্ভিস,	জার্ভিস,	
ganopurta,	গণপূর্তা,	গনপূর্ত,	
okshforder,	অক্সফোর্ডের,	অক্সফোর্ডের,	
onkeet,	অঙকিত,	অঙ্কিত,	
harmonica,	হার্মোনিকা,	হারমোনিকা,	
probeshey,	প্রবেশে,	প্রবেশে,	
petar,	পেতার,	পিটার,	
karamat,	কারামাত,	কারামত,	
halude,	হালুডে,	হলুদে,	
harrmis,	হার্মিশ,	হার্মিস,	
chatokdar,	চাটকদার,	চটকদার,	
kaasi,	কাশি,	কাসি,	
ulamader,	উলামাদের,	উলামাদের,	
horinke,	হরিনকে,	হরিণকে,	
bileter,	বিলেটের,	বিলেতের,	
antarvuktir,	অন্তর্ভূক্তির,	অন্তর্ভুক্তির,	
miter,	মিটের,	মিটার,	
staabhdho,	স্তব্ধ,	স্তব্ধ,	
ishhotop,	ইশতপ,	আইসোটোপ,	
mentala,	মেন্টাল,	মেন্টাল,	
teqsaas,	টেকস্যাস,	টেক্সাস,	
bhandaarer,	ভান্ডারের,	ভাণ্ডারের,	
kiirtir,	কীরতির,	কীর্তির,	
prokolpe,	প্রকল্পে,	প্রকল্পে,	
maunjur,	মঞ্জুর,	মঞ্জুর,	
harbarer,	হারবারের,	হারবারের,	
diwide,	ডিভাইড,	ডিভাইড,	
ruzu,	রুজু,	রুজু,	
akkhare,	এক্ষরে,	অক্ষরে,	
attachar,	আত্মাচার,	অত্যাচার,	
dhhali,	ঢালি,	ঢালী,	
sotkajer,	সতকাজের,	সৎকাজের,	
songosthasamuha,	সংস্থাসমূহ,	সংস্থাসমূহ,	
pothocharir,	পথচারির,	পথচারীর,	
somazsebar,	সমাজসেবার,	সমাজসেবার,	
licenceti,	লিসেনকেটি,	লাইসেন্সটি,	
roktodaan,	রক্তদান,	রক্তদান,	
rao,	রাও,	রাও,	
granthita,	গ্রন্থিতা,	গ্রন্থিত,	
inadeeksa,	ইনাডেক্স,	ইনডেক্স,	
phlaim,	ফ্লাইম,	ফ্লাইং,	
jibonkaal,	জীবনকাল,	জীবনকাল,	
aadre,	আদ্রে,	আঁদ্রে,	
kyatagorite,	ক্যাটাগরীতে,	ক্যাটাগরিতে,	
nitroogen,	নিট্রোজেন,	নাইট্রোজেন,	
futbolar,	ফুটবলার,	ফুটবলার,	
taison,	টাইসন,	টাইসন,	
nodisoho,	নদীসহ,	নদীসহ,	
sangosthai,	সংস্থাই,	সংস্থাই,	
roopi,	রূপি,	রূপী,	
ghatygoolo,	ঘাটিগুলো,	ঘাঁটিগুলো,	
poromanoor,	পরমানুর,	পরমানুর,	
dwiptike,	দ্বিপ্তিকে,	দ্বীপটিকে,	
sleshsha,	স্লেস,	শ্লেষ্মা,	
shasonvar,	শাসনভার,	শাসনভার,	
upokar,	উপকার,	উপকার,	
purbanchol,	পূর্বাঞ্চল,	পূর্বাঞ্চল,	
smarokgrontho,	স্মরকগ্রন্থ,	স্মারকগ্রন্থ,	
ahnapher,	আহনাফের,	আহনাফের,	
nodir,	নদীর,	নদীর,	
matritwa,	মাতৃত্ব,	মাতৃত্ব,	
oksford,	অক্সফোর্ড,	অক্সফোর্ড,	
treqball,	ট্রেকবাল,	ট্র্যাকবল,	
podoshtho,	পদস্থ,	পদস্থ,	
callingwood,	কলিংহাড,	কলিংউড,	
blaak,	ব্লাক,	ব্লাক,	
ban,	বান,	বাং,	
danalda,	ডানাল্ড,	ডোনাল্ড,	
niropekkhobhabe,	নিরোপেক্ষভাবে,	নিরপেক্ষভাবে,	
folmool,	ফলমুল,	ফলমূল,	
gotyontor,	গোট্যন্তর,	গত্যন্তর,	
heem,	হিম,	হিম,	
shlelshma,	স্লেলস্ম,	শ্লেষ্মা,	
canventian,	কনভেনশন,	কনভেনশন,	
golachipa,	গোলচচিপ,	গলাচিপা,	
kunj,	কাঞ্জ,	কুঁজ,	
janalo,	জানালো,	জানাল,	
chakar,	চাকার,	চাকার,	
puush,	পুশ,	পিউস,	
udbignatar,	উদ্বিগ্নতার,	উদ্বিগ্নতার,	
dekhaanor,	দেখানোর,	দেখানোর,	
samataler,	সমতালের,	সমতলের,	
nirapattao,	নিরপত্ব,	নিরাপত্তাও,	
tattsanglagno,	তৎসাঙগ্ন,	তৎসংলগ্ন,	
dharabahikotar,	ধারাবাহিকতার,	ধারাবাহিকতার,	
chukrii,	চুকরি,	কুকরী,	
pracharar,	প্রচারার,	প্রচারণার,	
jraduete,	জ্রাডাওে,	গ্রাজুয়েট,	
sontosh,	সন্তঃষ,	সন্তোষ,	
aaishiser,	আইসিসের,	আইসিসের,	
korushe,	ক্রুসে,	ক্রুশে,	
chanara,	চানারা,	ছানারা,	
aipieley,	আইপাইলে,	আইপিএলে,	
qooqri,	কুকরি,	কুকরী,	
mailashtona,	মাইলস্টন,	মাইলস্টোন,	
otiter,	অতিতের,	অতীতের,	
sourcer,	সার্কের,	সোর্সের,	
baasati,	বাসাতি,	বাসাটি,	
janmodag,	জন্মদা,	জন্মদাগ,	
licensee,	লিসেন্স,	লাইসেন্সে,	
luiz,	লুইজ,	লুইজ,	
saarkase,	সারকাশে,	সার্কাসে,	
iranayo,	ইরানওয়,	ইরানেও,	
halkaavabe,	হালকাভাবে,	হালকাভাবে,	
haighcommissioner,	হাইকমমিশনের,	হাইকমিশনার,	
dekhben,	দেখবেন,	দেখবেন,	
lock,	লক,	লক,	
basing,	বাসিং,	ওয়াশিং,	
shamsoon,	শামসুন,	শামসুন,	
chating,	চাটিং,	চ্যাটিং,	
byahoto,	ব্যাহত,	ব্যহত,	
homerer,	হোমারের,	হোমারের,	
odhikaron,	অধিকারণ,	অধিকরণ,	
hachchilo,	হাচ্ছিল,	হচ্ছিল,	
edvoket,	এডভোকেট,	এডভোকেট,	
nirapekkhobhabe,	নিরপেক্ষভাবে,	নিরপেক্ষভাবে,	
bangkare,	ব্যাংকারে,	বাংকারে,	
beniphita,	বেনিফিত,	বেনিফিট,	
prasadhan,	প্রসাধন,	প্রসাধন,	
dhaser,	ধাসের,	ধসের,	
purbancol,	পূর্বাঙ্কল,	পূর্বাঞ্চল,	
seelpero,	শিল্পেরও,	শিল্পেরও,	
sansthagulir,	সংস্থাগুলির,	সংস্থাগুলির,	
okshphorder,	অক্সফোর্ডের,	অক্সফোর্ডের,	
tintitey,	তিনটিতে,	তিনটিতে,	
taaki,	তাকি,	তাকি,	
garage,	গ্যারেজ,	গ্যারেজে,	
doohate,	দুহাতে,	দুহাতে,	
sangrahokder,	সংগ্রাহকদের,	সংগ্রাহকদের,	
komale,	কমালে,	কমালে,	
chaudhoorisaha,	চৌধুরিসহ,	চৌধুরীসহ,	
egonor,	এগনোর,	এগোনোর,	
shonggiitkar,	সঙ্গীতকার,	সঙ্গীতকার,	
phiristara,	ফিরিস্টার,	ফিরিশতারা,	
mikado,	মিকাদো,	মিকাডো,	
panchalii,	পাঞ্চালী,	পাঁচালী,	
nootasa,	নোটাস,	নোটস,	
ouddhatya,	ঔদ্ধত্য,	ঔদ্ধত্য,	
tauhidur,	তৌহিদুর,	তৌহিদুর,	
sohosa,	সহসা,	সহসা,	
gandhi,	গান্ধি,	গান্ধী,	
teesi,	টিসি,	তিসি,	
nischito,	নিষ্চিত,	নিশ্চিত,	
chatoordash,	চতুর্দাস,	চতুর্দশ,	
ederkay,	এদেরকে,	এদেরকে,	
meile,	মেইল,	মেইলে,	
naarsaarite,	নারসারিতে,	নার্সারিতে,	
shflinter,	স্ফ্লিন্টের,	স্প্লিন্টার,	
hotela,	হোটেল,	হোটেল,	
dokanguli,	দোকানগুলি,	দোকানগুলি,	
