santoshe,	সান্ত্ষে,	সন্তোষে,	
sanatoni,	সানাতনি,	সনাতনী,	
asiph,	আসিফ,	আসিফ,	
bizit,	বিজিত,	বিজিত,	
toroonke,	তরুণকে,	তরুণকে,	
ganohatyake,	গণহাত্যকে,	গণহত্যাকে,	
ekghare,	একঘারে,	একঘরে,	
oncholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
ko,	কো,	কেও,	
dakope,	ডাকপে,	দাকোপ,	
pachchi,	পচ্ছি,	পাচ্ছি,	
fix,	ফিক্স,	ফিক্স,	
laaiseensh,	লাইসেন্স,	লাইসেন্স,	
madhabi,	মাধবী,	মাধবী,	
teereesa,	টেরেস,	টেরেসা,	
hyaloin,	হ্যালেন,	হ্যালোইন,	
ghurtey,	ঘুরতে,	ঘুরতে,	
oncholshomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
mitrota,	মিত্রতা,	মিত্রতা,	
turqi,	টার্কি,	তুর্কি,	
aarekdal,	আরেকদল,	আরেকদল,	
heavi,	হেভি,	হেভি,	
baipass,	বাইপাস,	বাইপাস,	
manzurul,	মঞ্জুরুল,	মনজুরুল,	
badey,	বাদে,	বাদে,	
tiner,	তিনের,	তিনের,	
moshzidtir,	মসজিদ্ির,	মসজিদটির,	
palbongsher,	পালবংশের,	পালবংশের,	
halloin,	হ্যালিন,	হ্যালোইন,	
dharabahikti,	ধারাবাক্তি,	ধারাবাহিকটি,	
udbodhaney,	উদ্বোধনে,	উদ্বোধনে,	
istan,	ইস্টান,	স্টোন,	
morodeho,	মারদেহ,	মরদেহ,	
sohojlovyotar,	সহজল্যভ্যতার,	সহজলভ্যতার,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
byaboharkariderke,	ব্যবহারকারিকের,	ব্যবহারকারীদেরকে,	
swajan,	স্বজন,	স্বজন,	
deebatee,	দিবতত,	ডিবেট,	
bosantake,	বসন্তকে,	বসন্তকে,	
granthaty,	গ্রন্থাটি,	গ্রন্থটি,	
ancholtee,	অঞচলটি,	অঞ্চলটি,	
prottokhovabe,	প্রত্যো্যভাবে,	প্রত্যক্ষভাবে,	
sthapanagulor,	স্থাপনগুলোর,	স্থাপনাগুলোর,	
istoniya,	ইস্টোনিয়া,	এস্তোনিয়া,	
tarabaina,	টারবাইন,	টারবাইন,	
jockey,	জকি,	জকি,	
reeliancee,	রিলিয়ন্স,	রিলায়েন্স,	
vabanipur,	ভবানীপুর,	ভবানীপুর,	
raitasa,	রাইটস,	রাইটস,	
heris,	হেরিশ,	হ্যারিস,	
kolkarkhana,	কল্কার্ণা,	কলকারখানা,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
dhhaalur,	ধালুর,	ঢালুর,	
ganoporibohoner,	গণপরিিননের,	গণপরিবহনের,	
masazida,	মাশাজিদা,	মসজিদ,	
mugdhata,	মুগ্ধতা,	মুগ্ধতা,	
ralph,	রাফ,	রালফ,	
tinhajar,	তিনহাজার,	তিনহাজার,	
duckticketer,	ডাকটিকেটের,	ডাকটিকিটের,	
noitikatavodh,	নৈতিকাভোভ,	নৈতিকতাবোধ,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
saarbhaarer,	সার্ভারের,	সার্ভারের,	
firth,	ফার্থ,	ফার্থ,	
jomjomat,	জজজমতাত,	জমজমাট,	
duburir,	ডুবরীর,	ডুবুরির,	
shoili,	শৈলি,	শৈলী,	
ponjjikar,	পঞ্জিকার,	পঞ্জিকার,	
dharavahiktir,	ধারাভাক্তির,	ধারাবাহিকটির,	
jathaartho,	যথার্থ,	যথার্থ,	
shattoki,	সত্যকী,	সাত্যকি,	
notikotar,	নৌতিকতার,	নৈতিকতার,	
shoriph,	শরীফ,	শরিফ,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
jeans,	জিএনএস,	জিন্স,	
sorajur,	সরাজুর,	সরযূর,	
satarkatar,	সতর্ততার,	সতর্কতার,	
sikkhokke,	শিক্ষককে,	শিক্ষককে,	
helloin,	হেলোইন,	হ্যালোইন,	
aqabar,	আকাবার,	আকাবার,	
nirmalata,	নির্মলতা,	নির্মলতা,	
parikshateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
provu,	প্রভূ,	প্রভু,	
benke,	বেনকে,	বেঁকে,	
geans,	জিন্স,	জিন্স,	
pathkram,	পথক্রম,	পাঠক্রম,	
kirti,	কিরটি,	কীর্তি,	
mesenjjar,	মেশেঞ্জার,	মেসেঞ্জার,	
jilyaand,	জিল্যান্ড,	জিল্যান্ড,	
shefard,	সেফার্ড,	শেফার্ড,	
traytey,	ট্রেটে,	ট্রেতে,	
smaraker,	স্মরকের,	স্মারকের,	
parther,	পার্থের,	পার্থের,	
sinematographar,	সিনেমোট্যারফার,	সিনেমাটোগ্রাফার,	
cantan,	কন্টন,	ক্যান্টন,	
naditi,	নাদিতি,	নদীটি,	
bissashii,	বিশ্বাসী,	বিশ্বাসী,	
engrezra,	ইংগেররা,	ইংরেজরা,	
ajeempoor,	আজিমপুর,	আজিমপুর,	
vagno,	ভগ্ন,	ভগ্ন,	
objarvar,	অজ্জর্ভর,	অবজার্ভার,	
akla,	আকলা,	একলা,	
shuchonakal,	সূচনাকাল,	সূচনাকাল,	
eparjanta,	এপর্যন্ত,	এপর্যন্ত,	
michilti,	মিচিলটি,	মিছিলটি,	
gejetade,	গেজেটাদে,	গেজেটেড,	
flag,	ফ্লেগ,	ফ্লাগ,	
dhaloor,	ধালুর,	ঢালুর,	
eevil,	এভিল,	ইভিল,	
shhip,	শিপ,	শিপ,	
kas,	কাশ,	কাস,	
raeets,	রেটস,	রাইটস,	
gronthao,	গ্রন্থাও,	গ্রন্থও,	
metropalitana,	মেট্রোপলিটান,	মেট্রোপলিটন,	
chhatrorai,	ছাত্রইাই,	ছাত্ররাই,	
societykey,	সোচিতিকে,	সোসাইটিকে,	
surakarder,	সুরাকরদের,	সুরকারদের,	
jacqsan,	জ্যাকসন,	জ্যাকসন,	
toruner,	তরুনের,	তরুণের,	
roomantika,	রোম্যান্টিক,	রোমান্টিক,	
anchaltite,	অঞ্চলটিতে,	অঞ্চলটিতে,	
nodnodeer,	নদ্নদীর,	নদনদীর,	
atyacarito,	অত্যাারিত,	অত্যাচারিত,	
rajdhani,	রাজধানী,	রাজধানি,	
vogini,	ভোগিনী,	ভগিনী,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
kiiborder,	কিবররডের,	কীবোর্ডের,	
nirarthak,	নীরার্থক,	নিরর্থক,	
jaroori,	জরুরি,	জরূরী,	
laala,	লালা,	লালা,	
prabhu,	প্রভূ,	প্রভু,	
uparjan,	উপার্যান,	উপার্জন,	
okritakarjo,	অকৃতকার্য,	অকৃতকার্য,	
otyacharer,	অত্যচারের,	অত্যাচারের,	
injil,	এঞ্জিল,	ইঞ্জিল,	
ingrezraa,	ইংগেররা,	ইংরেজরা,	
ayantarqatiqa,	অ্যান্টর্টিক,	অ্যান্টার্কটিকা,	
basaa,	বসা,	বাসা,	
coolin,	কুলিন,	কুলিং,	
diznii,	ডিজনি,	ডিজনী,	
goolen,	গুলেন,	গুলেন,	
internship,	ইন্টার্নশীপ,	ইন্টার্নশিপ,	
nepchooner,	নেপচুনের,	নেপচুনের,	
vushi,	ভুষি,	ভুষি,	
durga,	দুর্গা,	দুর্গ,	
tolemy,	টলেমি,	টলেমির,	
rezidence,	রেজিডেন্সে,	রেসিডেন্স,	
nirvahi,	নির্বাহী,	নির্বাহি,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
totokhon,	ততো্ষণ,	ততক্ষন,	
oiteejyer,	ঐতিজ্যের,	ঐতিহ্যের,	
charchito,	চার্চিত,	চর্চিত,	
majlish,	মাজলিস,	মজলিশ,	
deool,	ডিউল,	দেউল,	
nodimaatrik,	নদিমাত্রিক,	নদীমাতৃক,	
fansi,	ফাঁসি,	ফাঁসী,	
rigthter,	রিগ্টার,	রাইটের,	
bisringkhola,	বিশৃংখলা,	বিশৃঙ্খলা,	
gor,	গর,	গোর,	
jansa,	জাঁসা,	জোন্স,	
areek,	এরিক,	আরিক,	
gabeshakgon,	গবেষকণ,	গবেষকগণ,	
heeja,	হেজ,	হেজ,	
lesense,	লিসেন্সে,	লাইসেন্স,	
rupdaan,	রূপদান,	রুপদান,	
masters,	মোস্টার্স,	মাস্টার্স,	
uporitoler,	উপরিতলের,	উপরিতলের,	
soorarop,	সুরারপ,	সুরারোপ,	
baasaate,	বাসাতে,	বাসাতে,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
shoshoa,	শসও,	শশা,	
aboshorer,	আবশরের,	অবসরের,	
bhumija,	ভূমিজা,	ভূমিজ,	
horiner,	হরিনের,	হরিণের,	
sosharire,	সোরারী,	সশরীরে,	
heerani,	হিরানি,	হিরানি,	
deke,	দেকে,	ডেকে,	
shooknaa,	শুকনা,	শুকনা,	
bagey,	ব্যাগে,	বাগে,	
blogarra,	ব্লগাররা,	ব্লগাররা,	
venna,	ভেন্না,	ভেন্না,	
parishkaran,	পরিষ্কাণণ,	পরিষ্করণ,	
niro,	নিরো,	নির,	
obdee,	অব্দি,	অব্দি,	
gatihin,	গতিহীন,	গতিহীন,	
hantte,	হাঁততে,	হাঁটতে,	
uposhthit,	উপস্থিত,	উপস্থিত,	
loukikata,	লৌকিকতা,	লৌকিকতা,	
jyaka,	জ্যাক,	জ্যাক,	
sofy,	সফি,	সোফি,	
tennish,	টেনিস,	টেনিস,	
nishad,	নিশদ,	নিষাদ,	
rahi,	রহি,	রাহী,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
nodiiteyi,	নদীতেই,	নদীতেই,	
kiandi,	ক্যান্ডি,	ক্যান্ডি,	
dormitori,	ডরমেটরি,	ডরমিটরি,	
ponera,	পোনেরা,	পনের,	
prabhritir,	প্রভৃতির,	প্রভৃতির,	
sikkharrtheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
chheelona,	ছিলানা,	ছিলনা,	
rejidens,	রেজিডেন্স,	রেসিডেন্স,	
taatey,	তাতে,	তাতে,	
upobasher,	উপবাসের,	উপবাসের,	
baju,	বাজু,	বাজু,	
brekathru,	ব্রেকারু,	ব্রেকথ্রু,	
babyloney,	বাযাবিননে,	ব্যাবিলনে,	
tukrokey,	টুকরোকে,	টুকরোকে,	
leetara,	লেটার,	লেটার,	
muhurtati,	মুহুর্তটি,	মুহুর্তটি,	
motion,	মোশন,	মোশন,	
utshahi,	উত্সাহী,	উৎসাহী,	
pet,	পেট,	পেত,	
bagdad,	বাজদদ,	বাগদাদে,	
kormoi,	করমই,	কর্মই,	
alankorana,	অলঙ্করণা,	অলঙ্করণ,	
shadena,	সাদেন,	সাডেন,	
arthonitike,	অর্থনীতিকে,	অর্থনীতিকে,	
daroda,	দারোদা,	দারদা,	
eshhiyatika,	এসিয়াটিক,	এশিয়াটিক,	
aakik,	আকিক,	আকিক,	
coshon,	কোষন,	চোষণ,	
deares,	ডারেস,	ডিআরএস,	
bbiseshyer,	বিশেষের,	বিশেষ্যের,	
myat,	ম্যাট,	ম্যাট,	
dinar,	দিনার,	ডিনার,	
mataram,	মাতারাম,	মাতারাম,	
bolokarok,	বলকারক,	বলকারক,	
thare,	থারে,	থরে,	
amanisa,	অ্যামানিস,	অমানিশা,	
tukroke,	টুকরোকে,	টুকরোকে,	
shoreef,	শরীফ,	শরিফ,	
uporitaley,	উপরিতলে,	উপরিতলে,	
artillary,	আর্টিল্রি,	আর্টিলারি,	
iispredsheet,	ইসপ্রেড্টিট,	স্প্রেডশীট,	
khur,	খুর,	ক্ষুর,	
udbodhoni,	উদ্বোধনি,	উদ্বোধনী,	
santoshpore,	সন্ত্্পপরর,	সন্তোষপুর,	
jeebanjapon,	জীবনজাযান,	জীবনযাপন,	
sukumari,	শুকুমারি,	সুকুমারী,	
planeti,	প্লেনাটি,	প্লেনটি,	
stona,	স্তন,	স্টোন,	
uipokar,	উইপকার,	উইপোকার,	
sorboshoktiman,	সর্বসক্তিনা,	সর্বশক্তিমান,	
everest,	ইভারেস্ট,	এভারেস্টে,	
potochitrer,	পতচিত্রের,	পটচিত্রের,	
suity,	সুইটি,	সুইটি,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
vageryi,	ভাগেরই,	ভাগেরই,	
segulor,	সেগুলোর,	সেগুলোর,	
jinsa,	জিনস,	জিন্স,	
bhejano,	ভেজানো,	ভেজানো,	
sanghitar,	সংঘীতর,	সংহিতার,	
phastara,	ফোস্টার,	ফস্টার,	
