sahosikotar,	সহসিকতার,	সাহসিকতার,	
samanwitavabe,	সামন্যিতভাবে,	সমন্বিতভাবে,	
teto,	তেটো,	তেতো,	
venkotesh,	ভেনকেট,	ভেঙ্কটেশ,	
otitkaley,	অতিতকালে,	অতীতকালে,	
majlish,	মজলিশ,	মজলিশ,	
mele,	মেলে,	মাইল,	
prabhritir,	প্রভৃতির,	প্রভৃতির,	
rajbandir,	রাবনবদীর,	রাজবন্দীর,	
dalu,	দালু,	ডালু,	
formet,	ফর্মেট,	ফরম্যাট,	
adhattik,	আধাত্তিক,	আধ্যাত্মিক,	
nirmolota,	নির্মলার,	নির্মলতা,	
somsher,	সমসের,	সমশের,	
sabrakamer,	সবর্মকের,	সবরকমের,	
zojjyota,	যোজ্যতা,	যোজ্যতা,	
thakani,	থাকানী,	থাকেনি,	
letterey,	লেটারে,	লেটারে,	
cal,	কল,	চাল,	
janapath,	জনপথ,	জনপথ,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
wolapuk,	ভোলাপুক,	ভোলাপুক,	
bai,	বাই,	বাঈ,	
goojober,	গুজবের,	গুজবের,	
kunntee,	কুনন্টি,	কুন্তী,	
anchalgulote,	অঞ্চলুলোতে,	অঞ্চলগুলোতে,	
trenda,	ট্রেন্ড,	ট্রেন্ড,	
hizrii,	হিজরী,	হিজরী,	
bongram,	বংগর্ম,	বনগ্রাম,	
karu,	কারু,	কারো,	
feroz,	ফেরোজ,	ফিরোজ,	
militari,	মিলিটির,	মিলিটারি,	
kingdom,	কিজনমম,	কিংডম,	
dakop,	ডাক,	দাকোপ,	
pleney,	প্লেনে,	প্লেনে,	
narsaari,	নারসারী,	নার্সারি,	
summi,	সুমি,	সুমি,	
chhanake,	ছানাকে,	ছানাকে,	
associates,	অ্যাস্েসিয়েস,	এসোসিয়েটস,	
seat,	সিট,	সিট,	
samannoi,	সামন্যই,	সামান্যই,	
madrasar,	মাদ্রসার,	মাদ্রাসার,	
nagorikderke,	নাগরীকরকে,	নাগরিকদেরকে,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
gunze,	গুঞ্জে,	গুঁজে,	
jonee,	জনি,	জনি,	
purohitke,	পুরোহিতে,	পুরোহিতকে,	
mukhyo,	মূখ্য,	মুখ্য,	
modeler,	মদেের,	মডেলের,	
somabesh,	সমাবেশ,	সমাবেশ,	
manhputa,	মাং্পুত,	মনঃপুত,	
bossonto,	বসন্ত,	বসন্ত,	
nabatamo,	নাতম,	নবতম,	
set,	সেট,	সিট,	
udbhabaney,	উদ্ভবনে,	উদ্ভাবনে,	
shrichaitanyadev,	শ্রীকাইনোবিনযা,	শ্রীচৈতন্যদেব,	
tennish,	টিননিস,	টেনিস,	
aparagata,	অপরাগতা,	অপারগতা,	
shelinar,	সেলিনার,	সেলিনার,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
keyboard,	কেইওর্ড,	কীবোর্ড,	
hariken,	হারিকেন,	হ্যারিকেন,	
naper,	নাপের,	ন্যাপের,	
neerbahe,	নির্বাহে,	নির্বাহে,	
shukranu,	শুক্রুণ,	শুক্রানু,	
prasadhani,	প্রশাধানী,	প্রসাধনী,	
wenis,	ওয়েনিস,	ভেনিস,	
gunman,	গু্নান,	গুণমান,	
sajanor,	সাজনর,	সাজানোর,	
loukikotaa,	লৌকিক্যা,	লৌকিকতা,	
tovnship,	তনশভিপ,	টাউনশিপ,	
jaater,	জাতের,	জাতের,	
sazanor,	সাজনর,	সাজানোর,	
prasadhoni,	প্রশাধনী,	প্রসাধনী,	
protimake,	প্রতিমকে,	প্রতিমাকে,	
shnaipara,	স্নাপার,	স্নাইপার,	
laesensh,	লেসেন্স,	লাইসেন্স,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
cholechi,	চলেছি,	চলেছি,	
gonocheener,	গণনিচের,	গণচীনের,	
ishahak,	ইশহাক,	ইসাহাক,	
soleel,	সলিল,	সলিল,	
akshor,	অক্ষর,	একশোর,	
karmapantha,	কর্মপন্থ,	কর্মপন্থা,	
krishenta,	ক্রিসেট্,	ক্রিসেন্ট,	
proshtutkarok,	প্রস্তুকররক,	প্রস্তুতকারক,	
phaqsa,	ফক্স,	ফক্স,	
pothnatok,	পথনকত,	পথনাটক,	
upacharjo,	উপার্জ,	উপাচার্য,	
vogini,	ভগিনী,	ভগিনী,	
sansthati,	সংস্থাটি,	সংস্থাটি,	
ucchosito,	উচ্চাসিত,	উচ্ছসিত,	
edaning,	এডানিং,	ইদানীং,	
sahapathike,	সহাপািকে,	সহপাঠীকে,	
brindaa,	ব্রিন্ড,	বৃন্দা,	
concerter,	কনসার্টের,	কানসাটের,	
musolmanra,	মুসলামম্রা,	মুসলমানরা,	
dojo,	দোজ,	ডোজো,	
transformaarer,	ট্রান্সমোর্পার,	ট্রান্সফরমারের,	
expose,	এক্সপোস,	এক্সপোজ,	
hyarikena,	হ্যারিকেন,	হ্যারিকেন,	
tintikey,	তিনটিকে,	তিনটিকে,	
upbasher,	উপবাসের,	উপবাসের,	
bhotara,	ভোটার,	ভোটার,	
naniir,	নানীর,	নানীর,	
yuk,	ইউক,	ইয়াক,	
nagarikderkey,	নারারীদকের,	নাগরিকদেরকে,	
ostad,	অস্তা,	ওস্তাদ,	
metropolitan,	মেত্রোপিনোত,	মেট্রোপলিটন,	
korkotkranti,	করকাক্তন্রটি,	কর্কটক্রান্তি,	
site,	সিইট,	সিটে,	
telaakucha,	টেলুকা,	তেলাকুচা,	
bhogno,	ভগ্ন,	ভগ্ন,	
maadla,	মা্ডা,	মাদলা,	
digreer,	দিগগরর,	ডিগ্রির,	
sukhma,	সুখ্যা,	সুক্ষ্ম,	
shastro,	শাস্ত্র,	শাস্ত্র,	
lyand,	ল্যান্ড,	ল্যান্ড,	
debdebir,	দেববদীবির,	দেবদেবীর,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
heerani,	হিরনী,	হিরানি,	
aieesha,	আইসস,	আইএএস,	
mookhomaundoley,	মুখনুম্যুে,	মুখমণ্ডলে,	
kumari,	কুমারি,	কুমারী,	
shrabostee,	শ্রবস্তি,	শ্রাবস্তী,	
shombhobonao,	সম্ভবনও,	সম্ভবনাও,	
sherup,	শেরুপ,	সেরুপ,	
spredshiit,	স্প্রাইডিি,	স্প্রেডশীট,	
pratista,	প্রতিস্ট,	প্রতিষ্টা,	
soomo,	সুমো,	সুমো,	
pooshti,	পুষ্টি,	পুষ্টি,	
abhijojan,	অভিযোজন,	অভিযোজন,	
prety,	প্রেইট,	প্রিটি,	
paakshenara,	পা্্কের,	পাকসেনারা,	
juktorastrosoho,	যুদ্রসাস্রসসত,	যুক্তরাষ্ট্রসহ,	
parbotto,	পর্বত্ব,	পার্বত্য,	
romnar,	রোনার,	রমনার,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
salmaaner,	সামানের,	সালমানের,	
mododpusto,	মদদমপুত্ত,	মদদপুষ্ট,	
parpel,	পারপেল,	পার্পেল,	
kyaneela,	ক্যানেল,	ক্যানেল,	
shangkalonti,	সংক্যাননটি,	সংকলনটি,	
prokalpagulor,	প্রকালপগুলোর,	প্রকল্পগুলোর,	
zzojyota,	যোজ্যতা,	যোজ্যতা,	
haipara,	হাইপার,	হাইপার,	
nutoner,	নূতনের,	নূতনের,	
sausagee,	সৌসাগী,	সসেজ,	
songbadmadhyomer,	সংবদ্যমধ্মদের,	সংবাদমাধ্যমের,	
kode,	কোড,	কোড,	
parks,	পার্ক্স,	পার্কস,	
obhigomon,	অভিগোমন,	অভিগমন,	
teksuser,	টেকসুসার,	টেক্সাসের,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
neurooloogy,	নিউরগুলি,	নিউরোলজি,	
byaaran,	ব্যারণ,	ব্যারন,	
serup,	সেরুপ,	সেরুপ,	
troop,	ট্রুপ,	ট্রুপ,	
tet,	টেট,	টেট,	
laaz,	লাজ,	লাজ,	
gujober,	গুজবের,	গুজবের,	
shrabosti,	শ্রবস্তি,	শ্রাবস্তী,	
eporjonto,	অর্যন্ত্,	এপর্যন্ত,	
raktaksharaner,	রক্ষতারণের,	রক্তক্ষরণের,	
brindaboney,	ব্রিনবনদে,	বৃন্দাবনে,	
bolatkar,	বলাকার,	বলাৎকার,	
karleo,	কারেল,	করলেও,	
plen,	প্লেন,	প্লেন,	
zillul,	জিলুল,	জিল্লুল,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
muzibur,	মুজিবুর,	মুজিবুর,	
pouchhute,	পৌঁছুতে,	পৌঁছুতে,	
tauki,	টাকি,	তকি,	
boudha,	বৌদ্ধা,	বৌদ্ধ,	
siddhantogulo,	শিদ্ধানগুলো,	সিদ্ধান্তগুলো,	
osocheton,	অসচেতন,	অসচেতন,	
udbodhaney,	উদ্ধবনে,	উদ্বোধনে,	
abhidhaanic,	অভিযানিক,	অভিধানিক,	
songhitar,	সংঘিতার,	সংহিতার,	
gor,	গর,	গোর,	
meterey,	মেটারে,	মিটারে,	
mmesenjar,	মেজেন্ডার,	মেসেঞ্জার,	
dinar,	ডিনার,	ডিনার,	
shaswata,	শাস্বতা,	শাশ্বত,	
osamanno,	অসমান্ন,	অসামান্য,	
pathanatak,	পাঠানাক,	পথনাটক,	
shaalehaa,	সালেহা,	সালেহা,	
parishram,	পরিস্রাম,	পরিশ্রম,	
ajimke,	আজিকে,	আজিমকে,	
yauth,	যৌথ,	ইয়ুথ,	
sattoki,	সত্যকি,	সাত্যকি,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
damdor,	দমদর,	দামদর,	
melborrone,	মেলবররণে,	মেলবোর্নে,	
sthapanar,	স্থাননার,	স্থাপনার,	
ganana,	গণনা,	গণনা,	
songasthati,	সংস্থাটি,	সংস্থাটি,	
praapoker,	প্রাপকের,	প্রাপকের,	
satarkobhabe,	সাতার্ভাবে,	সতর্কভাবে,	
ponchaashjon,	পঞ্চাশনজ,	পঞ্চাশজন,	
answereer,	অনসেবরের,	আনসারীর,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
keyboarder,	কিবর্ডের,	কীবোর্ডের,	
ganokantha,	গণণক্থ,	গণকণ্ঠ,	
manahputo,	মনাসপুত,	মনঃপুত,	
vaphara,	ভাফার,	বাফার,	
shov,	শভ,	শো,	
oitijjer,	ঐতিজ্বের,	ঐতিহ্যের,	
basano,	বসনা,	বসানো,	
abheedhaaner,	অভিযোধনের,	অভিধানের,	
lotheeran,	লথিরণ,	লুথেরান,	
romantik,	রোমান্টিক,	রোমান্টিক,	
bhangchur,	ভাঞ্চুর,	ভাংচুর,	
kormosongsthan,	কর্মসংস্থান,	কর্মসংস্থান,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
rabe,	রবে,	রবে,	
admiral,	অ্যাডমির়াল,	এডমিরাল,	
shahoshikatar,	শহসীতকার,	সাহসিকতার,	
anyoroop,	অন্যপূপ,	অন্যরূপ,	
institutioner,	ইনস্টিনিটের,	ইনস্টিটিউশনের,	
saalsa,	সালসা,	সালসা,	
godamjato,	গদমাজ্ত,	গুদামজাত,	
sommoteete,	সম্মতিতে,	সম্মতিতে,	
ingrejra,	ইংরেজ্র,	ইংরেজরা,	
muhammad,	মুহামমাদ,	মুহাম্মদ,	
caaling,	কালিং,	কুলিং,	
cholochchitreeo,	চলচ্ছিত্র,	চলচ্চিত্রেও,	
fanding,	ফ্যানিডিং,	ফান্ডিং,	
haran,	হারণ,	হারান,	
sinake,	সিনাকে,	সিনাকে,	
bishhnu,	বিষ্ণু,	বিষ্ণু,	
meshenger,	মেসাঙ্গের,	মেসেঞ্জার,	
koda,	কোড,	কোড,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
chittronatyokar,	চিত্রন্যকার,	চিত্রনাট্যকার,	
vabanir,	ভবনীর,	ভবানীর,	
porbotmala,	পর্মত্বলা,	পর্বতমালা,	
bonyopraan,	বন্্রপণ,	বন্যপ্রাণ,	
dokaangoolote,	দাকাঙ্গতে,	দোকানগুলোতে,	
manushti,	মানুষ্টি,	মানুষটি,	
brindaboner,	বৃদ্নবননের,	বৃন্দাবনের,	
thatchar,	থাচার,	থ্যাচার,	
nodiitike,	নদীতিকে,	নদীটিকে,	
patengar,	পাতেঙ্গার,	পতেঙ্গার,	
soundarjyo,	সৌন্দর্য,	সৌর্ন্দয্য,	
uchchataro,	উচ্চতর,	উচ্চতর,	
bhabna,	ভাবন,	ভাবনা,	
creshcent,	ক্রেস্সেট,	ক্রিসেন্ট,	
tiunar,	টিউনার,	টিউনার,	
kadarer,	কাদের,	কদরের,	
uthhe,	উঠে,	উঠে,	
natshi,	নাটসী,	নাত্সি,	
