phulkapi,	ফুলকাপি,	ফুলকপি,	
probhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
siniyara,	সিনিয়ার,	সিনিয়র,	
danut,	দানুত,	ডোনাট,	
gasthike,	গাস্ঠীকে,	গোষ্ঠীকে,	
stationer,	স্টেশনের,	ষ্টেশনের,	
choudhureeo,	চৌধুরিও,	চৌধুরীও,	
nirontar,	নিরন্তর,	নিরন্তর,	
salmaner,	সলমনের,	সালমানের,	
woter,	ওয়াটার,	ভোটার,	
ghursen,	ঘুরসেন,	ঘুরেছেন,	
shangkalonti,	সংকলনটি,	সংকলনটি,	
korkotkrantee,	কর্কটক্র্টি,	কর্কটক্রান্তি,	
venus,	ভাইনাস,	ভেনাস,	
futanto,	ফুটান্ত,	ফুটন্ত,	
shoreefer,	শরীফের,	শরিফের,	
joubanboti,	যৌবনবত্বটি,	যৌবনবতী,	
motabolambira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
timathy,	টিমথি,	টিমোথি,	
oitijje,	ঐতিহ্যে,	ঐতিহ্যে,	
gaugee,	গৌগী,	গেজ,	
pooshtir,	পুষ্টির,	পুষ্টির,	
loukeekotaa,	লৌকিকতা,	লৌকিকতা,	
sontoshe,	সন্তোষে,	সন্তোষে,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
dailee,	দেলি,	ডেইলি,	
ganachin,	গানাচীন,	গণচীন,	
thraugh,	থ্রাউ,	থ্রু,	
mmesenjarer,	মেসেঞ্জারের,	মেসেঞ্জারের,	
gemi,	গেমী,	জেমি,	
dii,	দি,	দিই,	
hypar,	হাইপার,	হাইপার,	
peengna,	পিঙ্ন,	পিংনা,	
mousumei,	মৌসুমেই,	মৌসুমেই,	
metere,	মেটারে,	মিটারে,	
ched,	চেদ,	ছেদ,	
sbaajaner,	স্বজনের,	স্বজনের,	
mirakela,	মিরাকেল,	মিরাকেল,	
bamon,	বামন,	বামন,	
manushtikey,	মানুষ্টিকে,	মানুষটিকে,	
shelinar,	সেলিনার,	সেলিনার,	
serup,	শেরুপ,	সেরুপ,	
khelafatey,	খেলাফাতে,	খেলাফতে,	
chaber,	ছবের,	চাবির,	
parikhar,	পরীক্ষার,	পরিখার,	
niketan,	নিকেতন,	নিকেতন,	
templete,	টেম্পলেট,	টেম্পলেট,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
dighal,	দিঘা,	দীঘল,	
vaphara,	ভাফার,	বাফার,	
khorsed,	খোর্সেদ,	খোরশেদ,	
firoz,	ফিরজ,	ফিরোজ,	
tolemy,	তোলমই,	টলেমির,	
dosider,	দশীদের,	দোষীদের,	
tinage,	টিনাগে,	টিনেজ,	
juktarashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
karor,	কারওর,	কারোর,	
latimer,	লতিমের,	লাটিমের,	
karpet,	কর্পেট,	কার্পেট,	
mohisho,	মহিষ,	মহিষ,	
sudden,	সুদদেন,	সাডেন,	
societytey,	সচিষিতিতে,	সোসাইটিতে,	
carlo,	চার্ল,	কার্লো,	
apohoron,	অপহরণ,	অপহরন,	
azaadir,	আজাদীর,	আজাদীর,	
poromartho,	পরমার্থ,	পরমার্থ,	
taiwan,	তাইবান,	তাইওয়ান,	
debdebier,	দেবদেবীর,	দেবদেবীর,	
thakeni,	থাকেনি,	থাকেনি,	
dhyan,	ধ্যান,	ধ্যান,	
machti,	মাছটি,	মাছটি,	
huk,	হুক,	হুক,	
agenda,	অগেন্ডা,	এজেন্ডা,	
ranadip,	রণদীপ,	রণদীপ,	
plata,	প্লট,	প্লেটো,	
parisankhanbid,	পরিসংখ্যানবিদ,	পরিসংখ্যানবিদ,	
hul,	হুল,	হুল,	
indra,	ইন্দ্রা,	ইন্দ্র,	
dhyanastha,	ধ্যানস্থ,	ধ্যানস্থ,	
iranayer,	ইরানের,	ইরানের,	
prokolpogulo,	প্রকল্পগুলো,	প্রকল্পগুলো,	
vabani,	ভবনী,	ভবানী,	
patisapta,	পতিসপ্ত,	পাটিসাপটা,	
chhatogolper,	ছোটোগল্পের,	ছোটগল্পের,	
damonmulok,	দামনমুলক,	দমনমূলক,	
pakistanira,	পাকিস্তানিরা,	পাকিস্তানীরা,	
palestine,	পললস্টিনে,	প্যালেস্টাইনে,	
mashajida,	মশাজিদ,	মসজিদ,	
truup,	ট্রুপ,	ট্রুপ,	
rushod,	রুশোদ,	রুশদ,	
kindama,	কিন্দম,	কিংডম,	
dhhaloor,	ঢালুর,	ঢালুর,	
chani,	চানী,	ছানি,	
pachbar,	পাঁচবার,	পাঁচবার,	
pooloo,	পুলু,	পোলো,	
hailo,	হইল,	হইল,	
pothnatok,	পথনাতক,	পথনাটক,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
choudhoorir,	চৌধুরির,	চৌধুরীর,	
asociates,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
shangsthati,	সংস্থতি,	সংস্থাটি,	
superheiroo,	সুপারহাইরো,	সুপারহিরো,	
shefard,	শেফার্ড,	শেফার্ড,	
direktareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
attorkite,	আত্মর্কিতে,	অতর্কিতে,	
hukar,	হুকার,	হুকার,	
aanish,	আনিশ,	আনিস,	
addabaz,	আদ্যাবাজ,	আড্ডাবাজ,	
duuma,	দূম,	দুমা,	
score,	স্কোর,	স্কোর,	
vasturyi,	ভাস্তুরী,	বস্তুরই,	
abheedhanick,	অভিধানিক,	অভিধানিক,	
macher,	মাছের,	মাছের,	
ponchashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
jansa,	জানস,	জন্স,	
uporital,	উপরিতল,	উপরিতল,	
bona,	বোনা,	বোনা,	
artharer,	অর্থরের,	আর্থারের,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
digreer,	ডিগ্রীর,	ডিগ্রির,	
olpoi,	অল্পই,	অল্পই,	
soshej,	সশেজ,	সসেজ,	
uponisoder,	উপনিষদের,	উপনিষদের,	
tecnokret,	টেকনক্্টেট,	টেকনোক্র্যাট,	
onshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
tarbine,	টারবিনে,	টারবাইন,	
sarder,	সর্দার,	সরদার,	
horidar,	হরিদার,	হরিদ্বার,	
mehonoti,	মেহনতী,	মেহনতি,	
polo,	পোলো,	পোলো,	
pushtee,	পুষ্টি,	পুষ্টি,	
kolahol,	কলাহল,	কোলাহল,	
phund,	ফান্ড,	ফান্ড,	
safiin,	সাফিন,	সাফিন,	
nevate,	নেভাতে,	নেভাতে,	
lagche,	লাগছে,	লাগছে,	
azadeer,	আজাদীর,	আজাদীর,	
cena,	কেনা,	সিনা,	
oppohoron,	অপহরণ,	অপহরন,	
vabanir,	ভবনীর,	ভবানীর,	
advansed,	অ্যাডভান্সেড,	অ্যাডভান্সড,	
jotota,	যতটা,	যতোটা,	
asabhya,	অসভ্য,	অসভ্য,	
kandy,	কাঁদি,	ক্যান্ডি,	
fasi,	ফাঁসি,	ফাঁসী,	
shloker,	শ্লোকের,	শ্লোকের,	
dhnoka,	ধ্বকা,	ধোঁকা,	
annorup,	অন্যরূপ,	অন্যরূপ,	
doorger,	দুর্গের,	দুর্গের,	
kirk,	কিরক,	কার্ক,	
bolbo,	বলব,	বলবো,	
inshtant,	ইনস্ট্যান্ট,	ইনস্ট্যান্ট,	
panchasjan,	পঞ্চাশজন,	পঞ্চাশজন,	
pushtir,	পুষ্টির,	পুষ্টির,	
jesha,	জেস,	জেস,	
said,	সাইড,	সাইদ,	
harz,	হার্জ,	হার্জ,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
hocker,	হকার,	হুকার,	
trup,	ট্রুপ,	ট্রুপ,	
tinej,	তিনেজ,	টিনেজ,	
tiunara,	টিউনার,	টিউনার,	
naitikbhabey,	নৈতিকভাবে,	নৈতিকভাবে,	
ostader,	অস্তাদের,	ওস্তাদের,	
rachanakal,	রচনাকাল,	রচনাকাল,	
koruna,	করুনা,	করুণা,	
sotorkota,	সতর্কতা,	সতর্কতা,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
suiti,	সুইটি,	সুইটি,	
rajatwa,	রাজত্ব,	রাজত্ব,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
kaansaat,	কাঁসাত,	কানসাট,	
miraclee,	মিরাকলি,	মিরাকেল,	
ramjaner,	রমজানের,	রমযানের,	
nikote,	নিকটে,	নিকটে,	
brindaaboner,	বৃর্ডাবনের,	বৃন্দাবনের,	
dana,	ডানা,	ডায়না,	
osamorik,	আসামরিক,	অসামরিক,	
shommotite,	সম্মতিতে,	সম্মতিতে,	
sikkhakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
saqara,	সাকার,	সাকার,	
jemser,	জেমসের,	জেমসের,	
qyanela,	ক্যানেল,	ক্যানেল,	
chhereche,	ছেরেছে,	ছেড়েছে,	
qeyboard,	কেবোর্ড,	কীবোর্ড,	
konroop,	কোনরূপ,	কোনরূপ,	
bea,	বী,	বি,	
gandhiio,	গান্ধীও,	গান্ধীও,	
phoolkopi,	ফুলকপি,	ফুলকপি,	
boudher,	বৌদের,	বৌদ্ধের,	
vabnake,	ভাবনাকে,	ভাবনাকে,	
bhumija,	ভূমিজা,	ভূমিজ,	
mondopey,	মণ্ডপে,	মন্ডপে,	
trupa,	ট্রুপ,	ট্রুপ,	
jerujalemer,	জেরুজালেমের,	জেরুজালেমের,	
kk,	ক্ক,	কেকে,	
anodhikaar,	অনধিকার,	অনধিকার,	
kormoyi,	কর্মই,	কর্মই,	
nartaki,	নর্তকী,	নর্তকী,	
cheerokumari,	চিরকুমারী,	চিরকুমারী,	
koreem,	করিম,	করিম,	
tokee,	তোকী,	তকি,	
edaning,	এডনিং,	ইদানিং,	
bhatar,	ভাটার,	ভাতার,	
dephinision,	ডেফিনিশন,	ডেফিনেশন,	
lala,	লালা,	লালা,	
abhidhaaneec,	অভিধানিক,	অভিধানিক,	
durgatsabe,	দুর্গতসাবে,	দুর্গোৎসবে,	
bishesyer,	বিশেষিযের,	বিশেষ্যের,	
abdi,	আবদদি,	অব্দি,	
danob,	দানব,	দানব,	
naren,	নারেন,	নরেন,	
jahara,	জাহরা,	যাহরা,	
bagicha,	বাগিচা,	বাগিচা,	
atyacharer,	অত্যাচারের,	অত্যাচারের,	
niropekshtar,	নিরপেক্ষতার,	নিরপেক্ষতার,	
dei,	দেই,	দিই,	
itastatah,	ইতাস্ততা,	ইতস্ততঃ,	
dovaar,	ডভার,	ডোভার,	
thailandshoho,	থাইল্যান্সহ,	থাইল্যান্ডসহ,	
kathhmandute,	কথমান্ডুতে,	কাঠমান্ডুতে,	
sahabikey,	সাহাবীকে,	সাহাবীকে,	
shikshakbrinda,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
kyanela,	ক্যানেল,	ক্যানেল,	
mukhabandho,	মুখবন্ধ,	মুখবন্ধ,	
hepatitis,	হেপাটিটিস,	হেপাটাইটিস,	
playto,	প্লাইট,	প্লেটো,	
eemeergeency,	এমার্জেন্সি,	এমার্জেন্সি,	
militaryr,	মিলিটারীর,	মিলিটারির,	
dubaate,	দুবাতে,	ডুবাতে,	
modeeling,	মোডিলিং,	মডেলিং,	
ganoparibahan,	গণপরিবহন,	গণপরিবহন,	
monjushree,	মঞ্জুশ্রী,	মঞ্জুশ্রী,	
ghumachche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
uzobekeestaan,	উজবেকিস্তান,	উজবেকিস্তান,	
chhatoke,	ছোটকে,	ছাতকে,	
jerujalem,	জেরুজালেম,	জেরুজালেম,	
bite,	বিটে,	বাইট,	
heeli,	হেলি,	হিলি,	
lesens,	লেসেন্স,	লাইসেন্স,	
emergency,	এমার্জেন্সি,	এমার্জেন্সি,	
poriikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
scall,	স্কল,	এসকল,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
mmadhukkori,	মাধক্যরী,	মাধুকরী,	
masto,	মস্ত,	মাস্ত,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
potochitro,	পতচিত্র,	পটচিত্র,	
milekhanek,	মিলেখনেক,	মাইলখানেক,	
shapod,	শপদ,	শ্বাপদ,	
santose,	সন্তোসে,	সন্তোষে,	
chaanoo,	চানু,	চানু,	
qrita,	ক্রিতা,	ক্রীট,	
sheat,	সেট,	সিট,	
logicer,	লোগিসের,	লজিকের,	
manohar,	মনোহর,	মনোহর,	
armstranj,	আর্মস্ট্রেঞ্জ,	আর্মস্ট্রং,	
probhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
madrasi,	মাদ্রাসী,	মাদ্রাজি,	
sohinsotar,	সহিষসতার,	সহিংসতার,	
avinetar,	অভিনেতর,	অভিনেতার,	
