chhatogalpe,	ছটটোগল্পে,	ছোটগল্পে,	
gabeshakgon,	গবেষকগণ,	গবেষকগণ,	
ganonatyo,	গণতন্ত্য,	গণনাট্য,	
lajiqa,	লাজিক,	লজিক,	
bondhubhabapanno,	বন্ধুবনপ্বন্ন,	বন্ধুভাবাপন্ন,	
damane,	দমনে,	দমনে,	
akar,	আকর,	একার,	
snepara,	স্পেনপর,	স্নাইপার,	
horeedware,	হরিদ্যরে,	হরিদ্বারে,	
valobase,	ভালবাসে,	ভালোবাসে,	
mashajida,	মাসজিদ,	মসজিদ,	
armstronz,	আর্স্ট্রেজ,	আর্মস্ট্রং,	
ateeteo,	অতিতেও,	অতীতেও,	
shikkhakder,	শিক্ষকদের,	শিক্ষকদের,	
jonosanjog,	জনসনযাগ,	জনসংযোগ,	
tegara,	টেগার,	টাইগার,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
sithilotar,	সিথিলতার,	শিথিলতার,	
rato,	রত,	রত,	
ducktickete,	ডাক্তিকিতে,	ডাকটিকিটে,	
plate,	প্লেট,	প্লেটে,	
taap,	তাপ,	ট্যাপ,	
cholocchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
antarctica,	অন্টর্কেটিক,	অ্যান্টার্কটিকা,	
dharabahikti,	ধারাবাহিক্তি,	ধারাবাহিকটি,	
she,	সে,	সে,	
nathivukteer,	নথিভূক্তির,	নথিভুক্তির,	
bhandaar,	ভান্ডার,	ভাণ্ডার,	
somosto,	সমস্ত,	সমস্ত,	
narikei,	নারীকেই,	নারীকেই,	
teennis,	টেননিস,	টেনিস,	
tistaar,	টিস্টার,	তিস্তার,	
kiuti,	কিউটি,	কিউটি,	
soshorire,	শশরীরে,	সশরীরে,	
maaktume,	মক্টুম,	মাকতুম,	
leader,	লিডের,	লিডার,	
parishrom,	পরিস্রম,	পরিশ্রম,	
plate,	প্লেট,	প্লেট,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
nowel,	নোভেল,	নভেল,	
chinito,	চিহিত,	চিনতো,	
attorkite,	অত্মর্কিতে,	অতর্কিতে,	
chorban,	চর্বান,	চর্বন,	
jeebonto,	জীবন্ত,	জীবন্ত,	
beeru,	বিরু,	বীরু,	
phaqsa,	ফক্স,	ফক্স,	
plaiin,	প্লেন,	প্লেন,	
dharabahikvabe,	ধারাবকহিকভাবে,	ধারাবাহিকভাবে,	
hyarikena,	হ্যারিকেন,	হ্যারিকেন,	
praapoker,	প্রপকের,	প্রাপকের,	
saazanor,	সাজানোর,	সাজানোর,	
boudha,	বৌধ,	বৌদ্ধ,	
shikhbe,	শিখভে,	শিখবে,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
eideen,	এডিন,	এইদিন,	
dhhaabi,	ঢাবি,	ঢাবি,	
karta,	করত,	করতা,	
janoganonar,	জনগণনার,	জনগণনার,	
shooter,	শুটের,	শ্যুটার,	
parbotto,	পার্বত্ব,	পার্বত্য,	
chalesi,	চলেসি,	চলেছি,	
chattke,	চটটকে,	ছাতকে,	
dana,	ডানা,	ডায়না,	
sachetanatamulak,	সচেতাানতমূলক,	সচেতনতামূলক,	
brek,	ব্র্যাক,	ব্রেক,	
protimake,	প্রতিমাকে,	প্রতিমাকে,	
aagera,	আগেরা,	আগোরা,	
carlas,	কার্লস,	কার্লোস,	
gorrer,	গর্রের,	গোরের,	
anciint,	অনযান্ট,	এনসিয়েন্ট,	
ajeej,	আজিজ,	আজিজ,	
bosonto,	বসন্ত,	বসন্ত,	
makhmale,	মাখমালে,	মখমলে,	
tarkareer,	তরকারীর,	তরকারীর,	
shqolastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
jerusalema,	জেরুসলেম,	জেরুসালেম,	
orohan,	অরোহন,	ওরহান,	
bisheshshyer,	বিশেষের,	বিশেষ্যের,	
ispreedshiit,	ইস্প্রেসিট,	স্প্রেডশীট,	
ghesa,	ঘেষা,	ঘেঁষা,	
ojowno,	অজন্য,	অযৌন,	
osamarik,	অসামরিক,	অসামরিক,	
quari,	কুরি,	কোয়েরি,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
baghdad,	বাঘদাদ,	বাগদাদ,	
siddhantake,	সিদ্ধান্তকে,	সিদ্ধান্তকে,	
baaik,	বাইক,	বাইক,	
bhaandaare,	ভান্ডারে,	ভাণ্ডারে,	
eshkol,	এসকোল,	এসকল,	
sotorkotar,	সতরকক্তর,	সতর্কতার,	
bojhe,	বোঝে,	বোঝে,	
vabani,	ভবনী,	ভবানী,	
oorgho,	অর্ঘ,	অর্ঘ্য,	
shatodha,	শততা,	শতধা,	
soundorjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
savanetri,	সভানেত্রী,	সভানেত্রী,	
jibjontu,	জীবনতু,	জীবজন্তু,	
bonovumi,	বনভূমি,	বনভূমি,	
rakhtokkharone,	রক্তকরণে,	রক্তক্ষরণে,	
batikromshalee,	বাতিক্রমশালী,	ব্যতিক্রমধর্মী,	
sausage,	সৌসেগ,	সসেজ,	
suraropeeto,	সুরারপিত,	সুরারোপিত,	
bhushi,	ভূষি,	ভুষি,	
wenom,	ভেনোম,	ভেনম,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
poner,	পনের,	পনের,	
tolemyr,	তোলিমের,	টলেমির,	
militari,	মিলিটারী,	মিলিটারি,	
ooporostho,	উপরস্থ,	উপরস্থ,	
bimaataa,	বিমতটা,	বিমাতা,	
debdebir,	দেবদেবীর,	দেবদেবীর,	
bagdader,	বাগদাদের,	বাগদাদের,	
dhwajbhanga,	ধভবজঙ্গ,	ধ্বজভঙ্গ,	
ganonanatto,	গণননাত্ত,	গণনাট্য,	
onkush,	অঙ্কুষ,	অংকুশ,	
uporitoler,	উপরিতলের,	উপরিতলের,	
melobborner,	মেলব্বরের,	মেলবোর্নের,	
heights,	হেইটস,	হাইটস,	
unhu,	উন্,	উঁহু,	
hiranee,	হিরানী,	হিরানি,	
melbourney,	মেলবার্নে,	মেলবোর্নে,	
jaaluk,	জালুক,	জ্বলুক,	
udbhabone,	উদ্ভবননে,	উদ্ভাবনে,	
bhaskar,	ভাস্কর,	ভাস্কর,	
shilvar,	সিলভার,	সিলভার,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
ekoghoore,	একঘুরে,	একঘরে,	
chirata,	চিরত,	চিরতা,	
guzober,	গুজবের,	গুজবের,	
sohojlovyotar,	সহজ্যভ্যতার,	সহজলভ্যতার,	
ohong,	অহং,	অহং,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
byabaharkarike,	ব্যবহারককারীকে,	ব্যবহারকারীকে,	
epiela,	এপিল,	আইপিএল,	
ragee,	রেগী,	রাগী,	
aansarir,	আনসারির,	আনসারীর,	
pravritir,	প্রভূতির,	প্রভৃতির,	
sahocorrzo,	সহকর্চ,	সাহচর্য,	
grambasheeo,	গ্রাম্বসীও,	গ্রামবাসীও,	
heris,	হিরিশ,	হ্যারিস,	
feroza,	ফেরজা,	ফিরোজা,	
nirbahi,	নির্বাহী,	নির্বাহি,	
naniir,	নানীর,	নানীর,	
akram,	একরাম,	আকরাম,	
iraaner,	ইররনের,	ইরানের,	
daacktickete,	ডাক্তিকিতে,	ডাকটিকিটে,	
myathious,	ম্যাথিয়াস,	ম্যাথিউস,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
mojlis,	মজলিস,	মজলিশ,	
postake,	পোস্তকে,	পোস্টকে,	
soolke,	শুলকে,	শুল্কে,	
nagnyo,	নগ্য,	নগণ্য,	
kortaam,	করতম,	করতাম,	
dweepkey,	দ্বীপকে,	দ্বীপকে,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
jamjamat,	জমজমমত,	জমজমাট,	
bharadwaj,	ভারদভ্যা,	ভরদ্বাজ,	
korimpoor,	করিমপুর,	করিমপুর,	
sollalaho,	সল্লাহ,	সল্লাল্লাহু,	
kayartara,	কায়ার্টার,	কোয়ার্টার,	
bidghute,	বিঘ্যুতে,	বিদঘুটে,	
sahozlabhbhotar,	সহল্যভভততার,	সহজলভ্যতার,	
bhabnake,	ভাব্যকে,	ভাবনাকে,	
ghomtaa,	ঘমমটা,	ঘোমটা,	
bronje,	ব্রঞ্জ,	ব্রোঞ্জ,	
shcholastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
fixin,	ফিক্সিং,	ফিক্সিং,	
beda,	বেড,	বেদ,	
neemitte,	নিমিটে,	নিমিত্তে,	
chalachchitrei,	চলচিত্রের,	চলচ্চিত্রেই,	
byabaharkareer,	ব্যবহারককারীর,	ব্যবহারকারীর,	
shikkhao,	শিক্ষাও,	শিক্ষাও,	
sangbadmadhyomgulote,	সংববদনধাগমলুতে,	সংবাদমাধ্যমগুলোতে,	
oncholke,	অঞ্চলকে,	অঞ্চলকে,	
kings,	কিংস,	কিংস,	
sansthati,	সংস্থাটি,	সংস্থাটি,	
adhattikotar,	আধ্যতিক্ততার,	আধ্যাত্মিকতার,	
diyares,	ডিয়ররস,	ডিআরএস,	
anano,	আনানো,	আনানো,	
sossa,	সস্য,	শশা,	
aboshore,	অবশরে,	অবসরে,	
roi,	রই,	রায়,	
koda,	কোড,	কোড,	
showtey,	শাতে,	শোতে,	
dhouto,	ধুত,	ধৌত,	
coolin,	কুলিন,	কুলিং,	
dakope,	ডাকোপ,	দাকোপ,	
waal,	ভাল,	উল,	
elakaate,	এলাকাতে,	এলাকাতে,	
ghumato,	ঘুমত,	ঘুমাতো,	
lendol,	লেন্ডোল,	লেন্ডল,	
seeramiks,	সারেরিক্স,	সিরামিকস,	
olongkaron,	অলঙ্করণ,	অলঙ্করণ,	
categoryr,	ক্যাটেগররির,	ক্যাটাগরির,	
muchi,	মুচি,	মুচি,	
okritakarja,	অকৃতকর্য,	অকৃতকার্য,	
deil,	দেল,	ডেইল,	
pachhen,	পাছেন,	পাচ্ছেন,	
ganokontho,	গণকণ্ঠ,	গণকণ্ঠ,	
chutite,	চুটিতে,	ছুটিতে,	
pudding,	পুদ্ডিং,	পুডিং,	
potchitrer,	পথচিত্রের,	পটচিত্রের,	
protizogiider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
strigon,	স্ত্রীগণ,	স্ত্রীগণ,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
niranjan,	নিরঞ্জন,	নিরঞ্জন,	
joubanbotii,	যৌবন্তী,	যৌবনবতী,	
mukhmondol,	মুখমন্ডল,	মুখমণ্ডল,	
oedipus,	ওডিদাপস,	ইডিপাস,	
skalastic,	স্কলসাট্টিক,	স্কলাস্টিক,	
torkareer,	তরকারীর,	তরকারীর,	
injiniyarsha,	ইন্জিয়ের্স,	ইঞ্জিনিয়ার্স,	
paite,	পাইত,	পাইতে,	
somaptir,	সমাপ্তির,	সমাপ্তির,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
songbadmadhyame,	সংবাদাধ্যমে,	সংবাদমাধ্যমে,	
avishangsan,	অভিসংসন,	অভিশংসন,	
hirani,	হিরানী,	হিরানি,	
aborto,	আবর্ত,	আবর্ত,	
bhaisoho,	ভাইসহ,	ভাইসহ,	
oholyar,	অল্যার,	অহল্যার,	
sarsa,	সর্ষ,	সোর্স,	
shikhbey,	শিখভে,	শিখবে,	
jaki,	জাকি,	জকি,	
armashtram,	আর্মশ্ত্রম,	আর্মস্ট্রং,	
elaakatir,	এলাকাটির,	এলাকাটির,	
korkotkraantee,	কর্তক্রান্তি,	কর্কটক্রান্তি,	
baikalyo,	বৈকল্য,	বৈকল্য,	
mangalik,	মাঙগগলিক,	মাঙ্গলিক,	
choiti,	চৈইতি,	চৈতি,	
charjara,	চার্জার,	চার্জার,	
jibonnogor,	জীবনগনগর,	জীবননগর,	
harbar,	হারবার,	হারবার,	
hepetitis,	হাইপেটিসিস,	হেপাটাইটিস,	
niketon,	নিকেতন,	নিকেতন,	
modeler,	মোডেলের,	মডেলের,	
byaboshtha,	ব্যবস্থা,	ব্যাবস্থা,	
chilahatee,	চিলাহীতি,	চিলাহাটি,	
nathibhuktir,	নথিভূক্তির,	নথিভুক্তির,	
beca,	বেকা,	বেচা,	
toroonke,	তরুণকে,	তরুণকে,	
shreeshri,	শ্রীশ্রী,	শ্রীশ্রী,	
grambasio,	গ্রামবাসীও,	গ্রামবাসীও,	
breq,	ব্র্যাক,	ব্রেক,	
arunima,	অরুণিমা,	অরুণিমা,	
aabahan,	আবাহন,	আবাহন,	
noteti,	নটটি,	নোটটি,	
mukhomaundoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
bishwash,	বিশ্বস,	বিশ্বাস,	
milea,	মিলে,	মাইলে,	
keram,	কেরম,	কেরাম,	
romnar,	রোমার,	রমনার,	
degreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
