tukror,	টুকরার,	টুকরোর,	
nagarikera,	নাগরীকেরা,	নাগরিকেরা,	
prokalpati,	প্রকল্পটি,	প্রকল্পটি,	
soomitrar,	সমিতার,	সুমিত্রার,	
machera,	ম্যাচেরা,	মাছেরা,	
parbottyo,	পারববত্য,	পার্বত্য,	
superheiro,	সুপারহেরও,	সুপারহিরো,	
purbancole,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
jolaatanko,	জলাান্ক,	জলাতঙ্ক,	
mesenjjarer,	মেসেন্জারের,	মেসেঞ্জারের,	
asamorik,	আসামরিক,	অসামরিক,	
badna,	বদনা,	বদনা,	
fostar,	ফোস্টার,	ফস্টার,	
prity,	প্রীতি,	প্রিটি,	
damone,	দামনে,	দমনে,	
heepataitisa,	হেইপাটেসি,	হেপাটাইটিস,	
atyacharita,	অত্যচারিত,	অত্যাচারিত,	
falasrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
asovvo,	অস্ব,	অসভ্য,	
oopohoron,	অপহরণ,	অপহরন,	
adhito,	অধিত,	অধীত,	
tintikey,	তিনটিকে,	তিনটিকে,	
shaarthe,	শার্থে,	স্বার্থে,	
bajhyo,	বাঝ্য,	বাহ্য,	
ekoghore,	একঘরে,	একঘরে,	
kaaleo,	কালেও,	কালেও,	
yucalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
uchchotara,	উচ্চতারা,	উচ্চতর,	
rupa,	রূপা,	রুপা,	
hepataitisa,	হেইপোটেসি,	হেপাটাইটিস,	
pachchen,	পাচ্ছেন,	পাচ্ছেন,	
samle,	স্যামলে,	সামলে,	
ralapha,	রলফ,	রালফ,	
sansthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
bhushi,	ভুষি,	ভুষি,	
aamor,	আমর,	আমর,	
natunatwa,	নতুনত্ব,	নতুনত্ব,	
sorboshoktiman,	সর্বসমকিতান,	সর্বশক্তিমান,	
bufar,	বুফার,	বাফার,	
chaber,	ছবের,	চাবির,	
chomoski,	চমষকি,	চমস্কি,	
dharabahikvabe,	ধারাবিভকভাবে,	ধারাবাহিকভাবে,	
dharmantor,	ধর্মান্তর,	ধর্মান্তর,	
eshokol,	এসকল,	এসকল,	
quarter,	কোর্টার,	কোয়ার্টার,	
chalochchitrei,	চলচিত্রেই,	চলচ্চিত্রেই,	
elaakaao,	এলাকাও,	এলাকাও,	
saainyo,	সৈন্য,	সৈন্য,	
teresha,	তেরেসা,	টেরেসা,	
ekpaase,	একপাশে,	একপাশে,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
mukhamandol,	মুখমন্ডল,	মুখমণ্ডল,	
oncholshomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
korecha,	করেচা,	করেছ,	
eideen,	এডডিন,	এইদিন,	
jothon,	যথন,	যথন,	
dorjee,	দর্জি,	দরজি,	
depooti,	দিপোি,	ডেপুটি,	
chomke,	চমকে,	চমকে,	
seramiqs,	সারামিক্স,	সিরামিকস,	
bhange,	ভঙঙগে,	ভাঙ্গে,	
poste,	পোষ্টে,	পোষ্টে,	
akatwa,	একাত্ব,	একাত্ব,	
bhortuki,	ভর্তুকি,	ভর্তুকি,	
ganachiner,	গণচিনের,	গণচীনের,	
ship,	শীপ,	শিপ,	
bi,	বি,	বি,	
babul,	বাবুল,	বাবুল,	
shangkulaan,	সংকুলোন,	সংকুলান,	
bon,	বন,	বন,	
dharabahiker,	ধারাবাহীকের,	ধারাবাহিকের,	
chitranattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
krej,	ক্রেজ,	ক্রেজ,	
elaakaatir,	এলাকাতির,	এলাকাটির,	
udiichii,	উদিছী,	উদীচী,	
nischitrupe,	নিশ্চিত্রপে,	নিশ্চিতরূপে,	
konflikt,	কনফিল্ট,	কনফ্লিক্ট,	
besur,	বেশুর,	বেসুর,	
bhogni,	ভগ্নি,	ভগ্নী,	
rubidiyam,	রুবিডিয়াম,	রুবিডিয়াম,	
sohojlovyotar,	সহজভ্ল্যতার,	সহজলভ্যতার,	
hundayi,	হানদে,	হুন্দাই,	
chhatogalper,	ছোটোগল্পের,	ছোটগল্পের,	
ashiatic,	আসিটেটিক,	এশিয়াটিক,	
vimsen,	ভীমসেন,	ভীমসেন,	
biprodas,	বিপ্রদাশ,	বিপ্রদাস,	
karadandey,	কারাদন্ডে,	কারাদণ্ডে,	
bronje,	ব্র্জ,	ব্রোঞ্জ,	
mile,	মিলে,	মাইল,	
strigon,	স্ত্রীগণ,	স্ত্রীগণ,	
hajarer,	হাজারের,	হাজারের,	
oshamanno,	অসামন্ন,	অসামান্য,	
tata,	তাটা,	তাতা,	
vumija,	ভূমিজা,	ভূমিজ,	
shaantaa,	সান্তা,	সান্তা,	
inapharameeshana,	ইনফরেমশন,	ইনফরমেশন,	
sperm,	স্পার্ম,	স্পার্ম,	
orbit,	অরবিত,	অরবিট,	
tennis,	টেনিস,	টেনিস,	
harysoner,	হারিসনের,	হ্যারিসনের,	
venisey,	ভেনিসে,	ভেনিসে,	
lesens,	লেসেন্স,	লাইসেন্স,	
dokan,	ডোকান,	দোকান,	
setio,	সেটিও,	সেটিও,	
byaboshtha,	ব্যবস্থা,	ব্যাবস্থা,	
moshan,	মশান,	মোশন,	
remacri,	রেমকারি,	রেমাক্রী,	
okkhorke,	অক্ষরকে,	অক্ষরকে,	
anchalo,	অঞ্চল,	অঞ্চলও,	
patjat,	পাযাজাত,	পাটজাত,	
mosharroph,	মোশাররফ,	মশাররফ,	
template,	টেম্পল্টে,	টেম্পলেট,	
graambashio,	গ্রামবাশিও,	গ্রামবাসীও,	
trans,	ট্রান্স,	ট্রান্স,	
ministerer,	মিনিস্টারের,	মিনিস্টারের,	
deephineeshana,	ডেফিনিশন,	ডেফিনেশন,	
nathivooktir,	নথিভুক্তির,	নথিভুক্তির,	
monzushree,	মঞ্জুরী,	মঞ্জুশ্রী,	
baik,	বাইক,	বাইক,	
conserwation,	কনসারশেশন,	কনসারভেশন,	
maddhuri,	মধুুরি,	মাধুরী,	
mucus,	মুকাস,	মিউকাস,	
torkaryr,	তরকারির,	তরকারীর,	
bonvumitey,	বনভূমিতে,	বনভূমিতে,	
servere,	সার্ভেরে,	সার্ভারে,	
obhigomon,	অভিগোমন,	অভিগমন,	
kirti,	কীরতি,	কীর্তি,	
aagost,	আগস্ট,	আগষ্ট,	
uzbekistaner,	উজবেকিস্তানের,	উজবেকিস্তানের,	
modhyostho,	মধ্যস্থ,	মধ্যস্থ,	
vabook,	ভাবুক,	ভাবুক,	
ashirbad,	আশীর্বাদ,	আশির্বাদ,	
sabche,	সবচে,	সবচে,	
addabaaz,	আদ্বাবাজ,	আড্ডাবাজ,	
shootar,	শূতার,	শ্যুটার,	
naran,	নরণ,	নরেন,	
agomoner,	আগোমনের,	আগমনের,	
bipozzonok,	বিপদজ্জনক,	বিপজ্জনক,	
daankaan,	ডাঁকান,	ডানকান,	
shomrat,	সমরাত,	সম্রাট,	
uuipoka,	উইপকো,	উইপোকা,	
satarkota,	সর্তকতা,	সতর্কতা,	
eesa,	এস,	আইএএস,	
prai,	প্রাই,	প্রায়,	
sangastha,	সংস্থ,	সংস্থা,	
jatti,	জাটটি,	জাতটি,	
modeeling,	মডেলিল,	মডেলিং,	
karmajog,	কর্মযোগ,	কর্মযোগ,	
bisringkhola,	বিশৃংখল,	বিশৃঙ্খলা,	
korim,	করিম,	করিম,	
gazeetteed,	গেজেট,	গেজেটেড,	
tottobar,	তত্তববার,	তওবার,	
jacksonke,	যক্ষনকে,	জ্যাকসনকে,	
elakaate,	এলাকাতে,	এলাকাতে,	
taalgaachh,	তালগাছ,	তালগাছ,	
istara,	ইস্টার,	ইস্টার,	
saalsa,	সালসা,	সালসা,	
bede,	বেড,	বেদে,	
wenom,	ভেনোম,	ভেনম,	
asociatees,	অস্কোসাটেস,	এসোসিয়েটস,	
harbor,	হরবর,	হারবার,	
vashik,	ভাষিক,	ভাষিক,	
nortokike,	নর্তকিকে,	নর্তকীকে,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
sarbharer,	সারভারের,	সার্ভারের,	
anchalti,	অঞ্চল্টি,	অঞ্চলটি,	
proman,	প্রমাণ,	প্রমান,	
phashtara,	ফাস্টার,	ফস্টার,	
bhangchur,	ভাঙচুর,	ভাংচুর,	
paitey,	পাতে,	পাইতে,	
antorvuktimulok,	অন্তর্ভূতিমকলক,	অন্তর্ভুক্তিমূলক,	
jeebjontu,	জীবজন্তু,	জীবজন্তু,	
gobeshonar,	গবেষণার,	গবেষনার,	
afzol,	আফজল,	আফজল,	
wrighter,	রিঘাটের,	রাইটের,	
jeevjontu,	জীবজন্তু,	জীবজন্তু,	
mookhbaundho,	মুখবন্ধ,	মুখবন্ধ,	
dhorer,	ধরের,	ধরের,	
krush,	ক্রাশ,	ক্রুশ,	
sahabikey,	সাহাবীকে,	সাহাবীকে,	
kemane,	কেমনে,	কেমনে,	
carlas,	চার্লস,	কার্লোস,	
kormokandeo,	কর্মকান্ডেও,	কর্মকাণ্ডেও,	
karmasansthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
manushtikey,	মনুষ্টিকে,	মানুষটিকে,	
meghachchanno,	মেঘাচ্ছন্,	মেঘাচ্ছন্ন,	
nirgaman,	নির্গমান,	নির্গমন,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
anan,	অ্যানান,	আনান,	
skalastika,	স্কলস্টিক,	স্কলাস্টিক,	
shikhar,	শিখর,	শিকার,	
nesnos,	নেশনস,	নেশনস,	
byaboharkarikey,	ব্যবহারকারিকে,	ব্যবহারকারীকে,	
jyesttha,	জ্যাস্ঠ্য,	জ্যেষ্ঠা,	
bird,	বার্ড,	বার্ড,	
teestar,	টেস্টার,	তিস্তার,	
janasangjog,	জনসং্গ,	জনসংযোগ,	
qrisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
bonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
pallar,	পোলার,	পাল্লার,	
sahopathike,	সহপাঠীকে,	সহপাঠীকে,	
firoze,	ফিরজে,	ফিরোজ,	
koommatei,	কমাতেই,	কমাতেই,	
addabaj,	আদ্বাবাজ,	আড্ডাবাজ,	
hoole,	হলে,	হোল,	
sikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
drishtir,	দৃষ্টির,	দৃশ্যটির,	
podarthobidder,	পদার্থবিদ্যার,	পদার্থবিদদের,	
jilyanda,	জিল্যান্ড,	জিল্যান্ড,	
disney,	ডিজনি,	ডিজনী,	
adorso,	আদর্শ,	আর্দশ,	
lohar,	লাহার,	লোহার,	
dakteekit,	ডাক্তিকিত,	ডাকটিকিট,	
asamorthito,	অসমর্থিত,	অসমর্থিত,	
shajano,	সাজানো,	সাজানো,	
baataree,	বাঁটারি,	ব্যাটারী,	
pratijogi,	প্রতিযোগী,	প্রতিযোগী,	
manabmaner,	মানবমনেন,	মানবমনের,	
abhisongson,	অভিসংসন,	অভিশংসন,	
gostigoolo,	গো্তিগুলো,	গোষ্ঠীগুলো,	
jarmaniteo,	জার্মানিতেও,	জার্মানিতেও,	
horeedware,	হরিদভারে,	হরিদ্বারে,	
mugdha,	মুগ্ধ,	মুগ্ধ,	
jamanor,	জামানোর,	জমানোর,	
karadando,	কারাদন্ড,	কারাদণ্ড,	
moolgoto,	মূলগত,	মূলগত,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
sangbadmadhyamer,	সংবাদদম্যের,	সংবাদমাধ্যমের,	
nirbaha,	নির্বাহ,	নির্বাহ,	
cheerkut,	চিরকুট,	চিরকুট,	
ssumoo,	সুমু,	সুমো,	
homes,	হোমেস,	হোমস,	
ganoporibohoner,	গণপরিবহনের,	গণপরিবহনের,	
korkotkranti,	কর্তক্রান্তি,	কর্কটক্রান্তি,	
uporitale,	উপরিতালে,	উপরিতলে,	
naagaalyand,	নগগল্যন্ড,	নাগাল্যান্ড,	
pravura,	প্রভার,	প্রভুরা,	
ekpase,	একপাশে,	একপাশে,	
inapharamesana,	ইনফরেমশন,	ইনফরমেশন,	
ramjaner,	রমজানের,	রমযানের,	
dembakreeti,	ডেম্বাকৃতি,	ডিম্বাকৃতি,	
erina,	এরিন,	এরিনা,	
bhoolapuka,	ভুলাপুকা,	ভোলাপুক,	
bedanto,	বেদন্ত,	বেদান্ত,	
oteeteo,	অতিতেও,	অতীতেও,	
anchalke,	অঞ্চলকে,	অঞ্চলকে,	
kaash,	কাশ,	কাস,	
pachtar,	পাঁচার,	পাঁচটার,	
