dibeta,	দিবিতা,	ডিবেট,	
alexander,	অ্যালাকান্ডার্ডের,	আলেকজান্ডার,	
sikare,	শিকারে,	শিকারে,	
deep,	ডিপ,	দীপ,	
shommoteete,	সম্মোতে,	সম্মতিতে,	
ramzaner,	রাজমানের,	রমযানের,	
muradkey,	মুরাদকে,	মুরাদকে,	
mitrao,	মিত্রওও,	মিত্রও,	
byetasamyan,	ব্যাতামম্যান,	ব্যাটসম্যান,	
phareksa,	ফরেক্স,	ফরেক্স,	
shikar,	শিকার,	শিকার,	
gronthoty,	গ্রন্থটি,	গ্রন্থটি,	
jilyand,	জিল্যান্ড,	জিল্যান্ড,	
lohaar,	লোহার,	লোহার,	
skalastika,	স্কলস্টিক,	স্কলাস্টিক,	
potchitra,	পথচিত্রা,	পটচিত্র,	
dhyanastha,	ধাননস্থ,	ধ্যানস্থ,	
golakritir,	গোলাকৃতির,	গোলাকৃতির,	
bekey,	বেকে,	বেঁকে,	
fake,	ফাকে,	ফাকে,	
hyaloin,	হ্যাললিন,	হ্যালোইন,	
sinaake,	সিনাকে,	সিনাকে,	
robotic,	রোবটিক,	রোবোটিক,	
chhattrorai,	ছাত্ররাই,	ছাত্ররাই,	
horash,	হরাশ,	হোরাস,	
poripaker,	পরিপাকের,	পরিপাকের,	
ganonatya,	গণনতন্য,	গণনাট্য,	
plator,	প্লাটর,	প্লেটোর,	
sansthati,	সংস্থাটি,	সংস্থাটি,	
emergenci,	এমের্জান্সি,	এমার্জেন্সি,	
animated,	অনিমাদে,	এনিমেটেড,	
cena,	সেনা,	সিনা,	
mugdaal,	মুগদাল,	মুগডাল,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
monhputa,	মন্পপত,	মনঃপুত,	
machher,	মাছের,	মাছের,	
shorifer,	শরীফের,	শরিফের,	
istan,	ইস্তান,	স্টোন,	
gonesh,	গণেস,	গণেশ,	
anchalsamuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
shrimati,	শ্রীমতী,	শ্রীমতি,	
remakri,	রেমার্কি,	রেমাক্রী,	
nodimatrik,	নদীমাত্রিক,	নদীমাতৃক,	
bhenise,	ভেনিসে,	ভেনিসে,	
charbon,	চারবন,	চর্বন,	
petenter,	পিটেন্টার,	পেটেন্টের,	
daakteekit,	ডাক্তিটিক,	ডাকটিকিট,	
bajhyo,	বাঝ্য,	বাহ্য,	
anchalke,	অঞ্চলকে,	অঞ্চলকে,	
jamanor,	জামানোর,	জমানোর,	
khudey,	খুদে,	ক্ষুদে,	
madeling,	ম্যাডেলিং,	মডেলিং,	
shansthatikey,	সাস্থাথিকে,	সংস্থাটিকে,	
aaminaar,	আমিনার,	আমিনার,	
metere,	মেটারে,	মিটারে,	
ujbekistan,	উজবেকশিক্তন,	উজবেকিস্তান,	
spreedashita,	স্প্রেডিস,	স্প্রেডশীট,	
jaunotar,	যৌনতার,	যৌনতার,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
swamijir,	স্বামীজীর,	স্বামীজীর,	
spredsheet,	স্পেরডেস,	স্প্রেডশীট,	
chowdhuryo,	চৌধুর্য,	চৌধুরীও,	
doorotaumo,	দুরততূম,	দূরতম,	
agamanke,	অগামানকে,	আগমনকে,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
aarekdal,	আরেকদা,	আরেকদল,	
dembakreeti,	ডেম্বাকৃতি,	ডিম্বাকৃতি,	
choudhureeo,	চৌধুরিও,	চৌধুরীও,	
homasha,	হোমস,	হোমস,	
korimer,	করিমের,	করিমের,	
sift,	সিফট,	শিফট,	
opochesta,	অপচেস্ট,	অপচেষ্টা,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
shenior,	সেনিয়ার,	সিনিয়র,	
qyathaliqa,	ক্যাথলেক,	ক্যাথলিক,	
sahocorrzo,	সহলকর্য,	সাহচর্য,	
ikbaaler,	একবালের,	ইকবালের,	
iran,	ইরান,	ইরান,	
niutrinoo,	নিউট্রিন,	নিউট্রিনো,	
hul,	হুল,	হুল,	
dayitwa,	দৈত্য,	দায়িত্ব,	
parisankhanvid,	পরিসংখ্যান্ধি,	পরিসংখ্যানবিদ,	
chaiti,	চাইতি,	চৈতি,	
satthikata,	স্থিতাকা,	সঠিকতা,	
shansthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
charger,	চার্গের,	চার্জার,	
ipl,	এপিল,	আইপিএল,	
nartaki,	নার্তাকি,	নর্তকী,	
baait,	বাইট,	বাইট,	
beda,	বেদা,	বেদ,	
noditir,	নদীতীর,	নদীটির,	
naditike,	নাদিতিকে,	নদীটিকে,	
babylone,	ব্যাবলেনন,	ব্যাবিলনে,	
gonohotyar,	গণহত্যার,	গণহত্যার,	
agrodoot,	অগ্রোদ,	অগ্রদূত,	
ssteit,	স্টেট,	স্টেইট,	
zeebonjapon,	জীবনজাপন,	জীবনযাপন,	
prachin,	প্রাচীন,	প্রাচীন,	
bhittio,	ভিটি,	ভিত্তিও,	
sparsher,	স্পার্সের,	স্পর্শের,	
phala,	ফল,	পোলো,	
selina,	সেলিন,	সেলিনা,	
shnaipara,	স্নাইপের,	স্নাইপার,	
golakrity,	গ্লাকারিটি,	গোলাকৃতি,	
ssumi,	সুমি,	সুমি,	
kormokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
senabahinio,	সেনাবাহিনী,	সেনাবাহিনীও,	
associatis,	অ্যাসোসিযাস্ট,	এসোসিয়েটস,	
saseza,	সাজে,	সসেজ,	
jockei,	যকে,	জকি,	
rubidium,	রুবডিডিয়াম,	রুবিডিয়াম,	
laat,	লাট,	লাট,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
hari,	হারি,	হরি,	
oporeeshodhito,	অপরিশিধিত,	অপরিশোধিত,	
anisa,	অনিসা,	আনিস,	
ooeepoka,	উপপকা,	উইপোকা,	
dackop,	ডাক্প,	দাকোপ,	
boother,	বুঁথের,	বুথের,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
devolapar,	ডেভলপার,	ডেভলপার,	
otyachari,	অত্যাচারী,	অত্যাচারী,	
uponisod,	উপনিষদ,	উপনিষদ,	
dhanni,	ধননি,	ধন্যি,	
bhyaatikaaner,	ভ্যতীকেকনের,	ভ্যাটিকানের,	
dhouto,	ধৌত,	ধৌত,	
duuma,	দুম,	দুমা,	
utkhater,	উৎক্ষেতের,	উৎখাতের,	
horir,	হরির,	হরির,	
jacker,	জ্যাকার,	জ্যাকের,	
antarktika,	অন্তর্কিক,	অ্যান্টার্কটিকা,	
silwar,	সিলভার,	সিলভার,	
cyanide,	ক্যানিদে,	সায়ানাইড,	
diaraesa,	ডাই়রশ,	ডিআরএস,	
aameenaar,	আমিনার,	আমিনার,	
amarjito,	অমর্জিত,	অমার্জিত,	
shithilotar,	সিথিলতার,	শিথিলতার,	
mb,	এববিএ,	এমবি,	
ebham,	এভাম,	ইভিএম,	
parswer,	পারস্যের,	পার্শ্বে,	
elaka,	এলাকা,	এলাকা,	
ekok,	এক,	একক,	
bilati,	বিলাটি,	বিলাতী,	
bai,	বাই,	বাঈ,	
darji,	ডার্জি,	দরজি,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
kingdam,	কিংগম,	কিংডম,	
bhittow,	ভিত্তো,	ভিত্তিও,	
mastarsa,	মাস্টার্স,	মাস্টার্স,	
durotamo,	দুরতম,	দূরতম,	
samsher,	সমশের,	সমশের,	
chhani,	ছানী,	ছানি,	
neermolotaa,	নির্মলতা,	নির্মলতা,	
grauth,	গ্রুথ,	গ্রোথ,	
suddeen,	সুদ্দীন,	সাডেন,	
uindoo,	উইন্ডো,	উইন্ডো,	
poorohitke,	পুরোহিতকে,	পুরোহিতকে,	
cinematographar,	সিনেমাতামলর,	সিনেমাটোগ্রাফার,	
arbit,	অর্বিত,	অরবিট,	
saom,	সাম,	সাওম,	
tottenhamer,	তোনেথনাযের,	টটেনহামের,	
ganokantho,	গণকন্ঠ,	গণকণ্ঠ,	
risorte,	রিসর্টে,	রিসোর্টে,	
cheekitshar,	চিকিৎসার,	চিকিত্সার,	
hariken,	হারিকেন,	হ্যারিকেন,	
gronthotikey,	গ্রন্থিকিতে,	গ্রন্থটিকে,	
monohputa,	মনোপপুত,	মনঃপুত,	
balokarok,	বালকারা,	বলকারক,	
samajeek,	সামাজিক,	সামাজিক,	
senabahinike,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
chetnagato,	চেতনাগত,	চেতনাগত,	
chandrima,	চন্দ্রীমা,	চন্দ্রিমা,	
alubokhara,	অলুবকখারা,	আলুবোখারা,	
pharna,	ফার্না,	ফার্ন,	
pure,	পুরে,	পিওর,	
apoharon,	অপহারণ,	অপহরন,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
shithilata,	সিথিলতা,	শিথিলতা,	
dibya,	দিব্য,	দিব্যা,	
aansaarir,	আনসারির,	আনসারীর,	
anodhikaar,	অনধিকার,	অনধিকার,	
koomarir,	কুমারির,	কুমারীর,	
nabbata,	নব্বত,	নাব্যতা,	
kinto,	কিন্ত,	কিনত,	
associetes,	অ্যাসোসিসেস,	এসোসিয়েটস,	
prithbir,	পৃথ্বীর,	পৃথবীর,	
trete,	ট্রেটে,	ট্রেতে,	
chet,	চেট,	চ্যাট,	
janaar,	জানার,	জানার,	
musharraf,	মুশাররফ,	মশাররফ,	
rightsh,	রাইস,	রাইটস,	
sthaponagulo,	স্থাপনগগুলো,	স্থাপনাগুলো,	
natneekey,	নাটনীকে,	নাতনীকে,	
noitikatar,	নৈতিকতার,	নৈতিকতার,	
shoreefer,	শরীফের,	শরিফের,	
mitrata,	মিত্রতা,	মিত্রতা,	
muhammad,	মুহাম্মাদ,	মুহাম্মদ,	
average,	অ্যাভারেজ,	এভারেজ,	
crescent,	ক্রেস্সেন্ট,	ক্রিসেন্ট,	
mucus,	মুকাস,	মিউকাস,	
byabaharkarie,	ব্যবহারকারি,	ব্যবহারকারীই,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
abasaney,	অবাসনে,	অবসানে,	
deelibhara,	ডিলিভরর,	ডেলিভার,	
jaater,	জাতের,	জাতের,	
shource,	সার্স,	সোর্স,	
oncholgoolir,	অঞ্চলপুলির,	অঞ্চলগুলির,	
ishtara,	ইস্টার,	ইস্টার,	
sachindra,	সচীন্দ্রা,	শচীন্দ্র,	
satjaner,	সাযতনের,	সাতজনের,	
purbancoler,	পূর্বনবলের,	পূর্বাঞ্চলের,	
eucalyptushh,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
scare,	স্কের,	স্কোর,	
prema,	প্রেমম,	প্রাইম,	
orgho,	অর্ঘ,	অর্ঘ্য,	
choudhurider,	চৌরুদিদের,	চৌধুরীদের,	
orghyo,	অর্ঘ্য,	অর্ঘ্য,	
mojdoor,	মজ্দুর,	মজদুর,	
cheph,	চেফ,	শেফ,	
suraropito,	সুরারপিত,	সুরারোপিত,	
shatokeo,	শতকেও,	শতকেও,	
brindaa,	ব্রিন্ডা,	বৃন্দা,	
kobootorer,	কবুটররের,	কবুতরের,	
aastikota,	আস্তিততা,	আস্তিকতা,	
shelinar,	সেলিনার,	সেলিনার,	
karlo,	করল্,	কার্লো,	
prakalpoti,	প্রকল্পটি,	প্রকল্পটি,	
niranjon,	নিরাজ্জন,	নিরঞ্জন,	
shchalastik,	স্কলাটিত,	স্কলাস্টিক,	
tusho,	টুষ্,	তুসো,	
firoz,	ফিরজ,	ফিরোজ,	
chalachchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
ganana,	গণনা,	গণনা,	
uzbekistan,	উজবেকশিক্তন,	উজবেকিস্তান,	
qor,	কোর,	কর,	
cross,	ক্রস,	ক্রুশ,	
ummul,	উম্মুল,	উম্মুল,	
bigepi,	বিগেপি,	বিজেপি,	
karpeter,	কর্পটের,	কার্পেটে,	
dokangulotey,	দোকানগুলোতে,	দোকানগুলোতে,	
duburira,	দুবুরিরা,	ডুবুরিরা,	
croak,	ক্রোক,	ক্রোক,	
wul,	উুল,	উল,	
serveray,	সারভভারে,	সার্ভারে,	
danaber,	দানাবের,	দানবের,	
bohudeen,	বহুদীন,	বহুদিন,	
bishshash,	বিশ্বাস,	বিশ্বাস,	
esosiyetasa,	এসসসিট,	এসোসিয়েটস,	
mootar,	মোটার,	মুতার,	
bhagerei,	ভাগেরেই,	ভাগেরই,	
thime,	থিমে,	থিমে,	
