chalachchitrei,	চলচচচত্রে,	চলচ্চিত্রেই,	
naaji,	নাজি,	নাত্সি,	
korta,	কোর্,	করতা,	
protishtan,	প্রতিষ্তান,	প্রতিষ্টান,	
graambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
roopdaan,	রূপদান,	রুপদান,	
arunima,	আরুণিম,	অরুণিমা,	
janatey,	জানাত,	জানাতে,	
chalachchitreo,	চলচচচতত্েও,	চলচ্চিত্রেও,	
shelim,	সেলিম,	সেলিম,	
karu,	কারু,	কারু,	
bhaisaha,	ভাইসহ,	ভাইসহ,	
dargah,	দর্গা,	দরগাহ,	
foltir,	ফলটির,	ফলটির,	
ayantarkatika,	অ্যান্টট্টককক,	অ্যান্টার্কটিকা,	
matte,	মাততে,	ম্যাট,	
sporsher,	স্পর্রের,	স্পর্শের,	
evaner,	এভানের,	ইভানের,	
monjeele,	মঞ্জিলে,	মঞ্জিলে,	
sosej,	সসেজ,	সসেজ,	
cn,	কিনি,	সিএন,	
brekthrough,	ব্রেক্ররু,	ব্রেকথ্রু,	
jhalkathee,	ঝলকাাি,	ঝালকাঠী,	
baron,	বারণ,	ব্যারন,	
drissogoolo,	দৃশ্গগুলো,	দৃশ্যগুলো,	
graambashio,	গ্রামবাসীও,	গ্রামবাসীও,	
sajanor,	সাজানর,	সাজানোর,	
fixing,	ফিকসসিং,	ফিক্সিং,	
sahoocorzoe,	সাহররর্য,	সাহচর্যে,	
danakana,	ডনকান,	ডানকান,	
dokaanei,	দোকানেই,	দোকানেই,	
streegon,	স্ত্রীগণ,	স্ত্রীগণ,	
surkarder,	সুরককারররর,	সুরকারদের,	
motar,	মোতার,	মুতার,	
potka,	পতকক,	পটকা,	
noditikey,	নদিতিকে,	নদীটিকে,	
oindreela,	ইই্ড্রেেে,	ঐন্দ্রিলা,	
dera,	দেরা,	ডেরা,	
uttor,	উত্তর,	উওর,	
sikkhakder,	শিক্ষাকের,	শিক্ষকদের,	
pleeta,	প্লেট,	প্লেট,	
nowel,	নভভেল,	নভেল,	
gaujano,	গৌজন,	গজানো,	
shaswata,	শাস্বত,	শাশ্বত,	
uthey,	উঠে,	উঠে,	
adhunikkale,	আধুনিককালে,	আধুনিককালে,	
bardhitaanas,	বর্ধিধাাস,	বর্ধিতাংশ,	
qarqa,	কারক,	কার্ক,	
said,	সাইড,	সাইদ,	
aidii,	আইডি,	আইডিই,	
dazjo,	দাজ্য,	দাহ্য,	
eucalyptushh,	একককলিিপপপপ,	ইউক্যালিপ্টাস,	
bosstonte,	বস্তননতে,	বসন্তে,	
mausum,	মৌসম,	মৌসুম,	
injiniyarim,	ইনযজিযিাারির,	ইঞ্জিনিয়ারিং,	
jamkalo,	জামকাল,	জমকালো,	
probhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
kredit,	ক্রেডিট,	ক্রেডিট,	
kathmandute,	কথ্াননুতে,	কাঠমান্ডুতে,	
galpokar,	গল্পকার,	গল্পকার,	
nadike,	নাদিকে,	নদীকে,	
sakar,	সাকার,	সাকার,	
ship,	শিপ,	শিপ,	
ghosito,	ঘষিত,	ঘোষিত,	
faaser,	ফাসের,	ফাঁসের,	
parq,	পার্ক,	পার্ক,	
adhito,	অধিত,	অধীত,	
dekhbar,	দেখবার,	দেখবার,	
nagoriker,	নাগরকের,	নাগরিকের,	
ketechilo,	কেটেছিল,	কেটেছিল,	
nabotom,	নববম,	নবতম,	
tanight,	ট্যানি,	টুনাইট,	
shekend,	সেকেন্ড,	সেকেণ্ড,	
phemale,	ফেমাল,	ফিমেল,	
probhu,	প্রভু,	প্রভু,	
aswastikor,	অস্বস্তিিকর,	অস্বস্তিকর,	
bhortuki,	ভরততুক,	ভর্তুকি,	
holdeeng,	হললডড,	হোল্ডিং,	
peto,	পেত,	পেত,	
nirbachokder,	নির্বচককদরর,	নির্বাচকদের,	
jhalkathy,	ঝলকাাি,	ঝালকাঠী,	
bishod,	বিশদ,	বিষদ,	
harysoner,	হারিসনের,	হ্যারিসনের,	
treta,	ট্রেট,	ত্রেতা,	
palashir,	পালাসী,	পলাশীর,	
hundai,	হুনদডই,	হুন্দাই,	
saajano,	সাজান,	সাজানো,	
baffer,	বাফের,	বাফার,	
gaandas,	গান্াস,	জ্ঞানদাস,	
showte,	সৌউ,	শোতে,	
eemeergeency,	এমের্জেস্স,	এমার্জেন্সি,	
mukhomaundol,	মুখমান্ড,	মুখমণ্ডল,	
byomkes,	ব্যমককে,	ব্যোমকেশ,	
maladabha,	মালাাা,	মলদোভা,	
kaale,	কালে,	কালে,	
jeellul,	জিলুলু,	জিল্লুল,	
swajaner,	স্বজনের,	স্বজনের,	
gaafiloti,	গাফিলতি,	গাফিলতি,	
dharabahikbhabe,	ধারাাাকাাবব,	ধারাবাহিকভাবে,	
panjikar,	পঞ্জিকার,	পঞ্জিকার,	
kaferder,	কাফারডের,	কাফেরদের,	
jaistho,	যৈষ্ঠ,	জ্যৈষ্ঠ,	
vugten,	ভাগটেন,	ভুগতেন,	
aabahan,	আবহহন,	আবাহন,	
sotorkobhabe,	সততরকভভবে,	সতর্কভাবে,	
nischitbhabe,	নিশ্চিভভববে,	নিশ্চিতভাবে,	
amor,	আমর,	আমর,	
kromo,	ক্রমো,	ক্রম,	
sita,	সিত,	সিট,	
dhabi,	ধাব,	ঢাবি,	
russad,	রুসসাদ,	রুশদ,	
gezeted,	গেজেটে,	গেজেটেড,	
kas,	কাস,	কাস,	
bupher,	বুফের,	বাফার,	
tofaat,	তফাা,	তফাৎ,	
melborne,	মেলবররণে,	মেলবোর্নে,	
kara,	কার,	কারো,	
obosan,	অবসান,	অবসান,	
mandape,	মন্ডপেে,	মন্ডপে,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
si,	সি,	এসআই,	
smaroker,	স্মারকের,	স্মারকের,	
herfer,	হারফের,	হেরফের,	
jonopoth,	জনপ,	জনপথ,	
utshahi,	উৎসাহ,	উৎসাহী,	
gutano,	গুটান,	গুটানো,	
mookhomandol,	মুখমনডড,	মুখমণ্ডল,	
myathiou,	ম্যািি,	ম্যাথিউ,	
kaalengaa,	কালেঙ্গ,	কালেঙ্গা,	
omarjito,	অমরজজি,	অমার্জিত,	
jaistha,	যৈষ্ঠ,	জ্যৈষ্ঠ,	
kiirti,	কিরত,	কীর্তি,	
fatakesto,	ফটককেে্,	ফাটাকেষ্ট,	
maradeha,	মারােহ,	মরদেহ,	
choiti,	চৈতি,	চৈতি,	
modelgulo,	মদেেলুলো,	মডেলগুলো,	
militaryr,	মিলিটারর,	মিলিটারির,	
heelser,	হিলসসের,	হিলসের,	
neutrina,	নিউট্রিন,	নিউট্রিনো,	
baugey,	বাগে,	বাগে,	
shuchonakal,	সুকনালল,	সূচনাকাল,	
futanto,	ফুতানট,	ফুটন্ত,	
tep,	টেপ,	ট্যাপ,	
skoora,	স্কুর,	স্কোর,	
zubokti,	যুবকিত,	যুবকটি,	
koyeri,	কোয়ের,	কোয়েরি,	
dinnar,	দিন্রার,	ডিনার,	
roza,	রোজ,	রোযা,	
amshtrong,	অমস্টরর্,	আর্মস্ট্রং,	
iyanki,	ইযযানি,	ইয়াংকি,	
prasadhaner,	প্রসাধানের,	প্রসাধনের,	
kishti,	কিস্ট,	কিস্তি,	
samabeshke,	সমবাবেকে,	সমাবেশকে,	
dail,	ডাল,	ডেইল,	
seater,	সিতার,	সিটের,	
taale,	তালে,	তালে,	
inapharameshana,	ইনফররেেন,	ইনফরমেশন,	
prastut,	প্রস্তুত,	প্রস্ত্তত,	
gaze,	গেজ,	গেজ,	
elaakaate,	এলাকাতে,	এলাকাতে,	
institutioner,	ইনস্টিটিননের,	ইনস্টিটিউশনের,	
temonti,	টেমনটট,	তেমনটি,	
ganohotyar,	গণহত্্র,	গণহত্যার,	
prabhuder,	প্রভুদের,	প্রভুদের,	
nadigulo,	নাদিগুলো,	নদীগুলো,	
salil,	সললল,	সলিল,	
utpatti,	উৎপততিি,	উতপত্তি,	
novell,	নভভল,	নভেল,	
skolastic,	স্কোলসকটিক,	স্কলাস্টিক,	
shita,	শিত,	সিট,	
karim,	কারম,	করিম,	
economeeks,	একনোেকিস,	ইকোনমিকস,	
mousumei,	মৌসুমে,	মৌসুমেই,	
mayili,	মাইলি,	মাইলি,	
udar,	উদার,	উদর,	
zeebonto,	জীবন্ত,	জীবন্ত,	
kanooner,	কানুনের,	কানুনের,	
nirikh,	নিরিখ,	নিরিখ,	
sharif,	শররিফ,	শরিফ,	
aqramer,	আক্রমের,	আকরামের,	
harz,	হার্জ,	হার্জ,	
categoryr,	ক্যাগেরির,	ক্যাটাগরির,	
baasaate,	বাসাতে,	বাসাতে,	
bhaibonder,	ভাইন্দের,	ভাইবোনদের,	
ekbakke,	একবাকক,	একবাক্যে,	
dang,	ডা,	ডং,	
samajeek,	সামাজিক,	সামাজিক,	
poddhotitei,	পদ্ধতিত,	পদ্ধতিতেই,	
saatzoner,	সাতজনের,	সাতজনের,	
bager,	বাযার,	বাগের,	
mesenzarer,	মেসেঞ্জেরে,	মেসেঞ্জারের,	
obosore,	অবসরে,	অবসরে,	
mashjid,	মাসজিদ,	মসজিদ,	
songbadmadhyome,	সংবাধধধধ্যে,	সংবাদমাধ্যমে,	
shilbar,	শিলবার,	সিলভার,	
risort,	রিসরর্ট,	রিসোর্ট,	
michilti,	মিচিলিি,	মিছিলটি,	
mukhyo,	মুখ্য,	মুখ্য,	
shakkhatkarer,	সাক্ষাতককাররর,	সাক্ষাত্কারের,	
porissrom,	পরিশ্রম,	পরিশ্রম,	
riphleksha,	রিফ্লক্্,	রিফ্লেক্স,	
torunra,	তরুন্র,	তরুণরা,	
tonoo,	তনন,	তনু,	
upobasee,	উপবাসী,	উপবাসী,	
naditei,	নাদিতই,	নদীতেই,	
karmasansthaner,	কর্মসাস্থনের,	কর্মসংস্থানের,	
taronee,	তারী,	তরণী,	
madrasar,	মাদ্রসার,	মাদ্রাসার,	
hoolding,	হুলডিি,	হোল্ডিং,	
durger,	দুর্গের,	দুর্গের,	
rakkhanvag,	রক্ষাণণাগ,	রক্ষণভাগ,	
jeans,	জিন্স,	জিন্স,	
osthisondhi,	অস্থিসন্ধী,	অস্থিসন্ধি,	
procharonamulok,	প্রচারণাণূল,	প্রচারণামূলক,	
jatharthobhabe,	যথারথভাবব,	যথার্থভাবে,	
fasi,	ফাসি,	ফাঁসী,	
tooni,	তুনি,	টুনি,	
skart,	স্কার্ট,	স্কার্ট,	
hitoishi,	হিতিশি,	হিতৈষী,	
daakticket,	ডাক্কিকেত,	ডাকটিকিট,	
armshtronj,	আর্মস্রর্্,	আর্মস্ট্রং,	
antarctikar,	আন্টারক্টকককক,	অ্যান্টার্কটিকার,	
sarolyo,	সারল্,	সারল্য,	
kharar,	খারার,	খরার,	
kanaphlikta,	কনফককিক্ট,	কনফ্লিক্ট,	
israiler,	ইসরাইেের,	ইসরাঈলের,	
sainyo,	সৈনযয,	সৈন্য,	
monhputa,	মন্পুত,	মনঃপুত,	
assaciates,	অ্যাসসসসসেসেসেস,	এসোসিয়েটস,	
vogiroth,	ভগীরর,	ভগীরথ,	
kadam,	কামা,	কদম,	
masti,	মস্তি,	মাস্তি,	
saras,	সারা,	সরস,	
eidhyaning,	এইধানি,	ইদানীং,	
konan,	কোনা,	কোনান,	
mayily,	মাইলি,	মাইলি,	
anchaltitey,	অঞ্চলিততে,	অঞ্চলটিতে,	
enashiyenta,	এনসিযি়েন্ট,	এনসিয়েন্ট,	
songasthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
shchalastik,	স্চালাত্তি,	স্কলাস্টিক,	
jetam,	জেতা,	যেতাম,	
nirmalata,	নির্মালা,	নির্মলতা,	
naraphoka,	নররোক,	নরফোক,	
chhotogolper,	ছতগগলপেরর,	ছোটগল্পের,	
clause,	ক্লাসস,	ক্লজ,	
abheedhaanick,	অভিধানিক,	অভিধানিক,	
otyacharer,	অত্যাচাররর,	অত্যাচারের,	
ajeempoor,	আজিম্পর,	আজিমপুর,	
mase,	মাস,	মাসে,	
chhatogolper,	ছটগগলপের,	ছোটগল্পের,	
mach,	মাচ,	মাছ,	
padarthabid,	পদারথববীদ,	পদার্থবিদ,	
sahajlabhbhatar,	সহজললভভতার,	সহজলভ্যতার,	
oitijjha,	ঐতিঝ্য,	ঐতিহ্য,	
nathivukta,	নথিভুক্ত,	নথিভুক্ত,	
narafoka,	নারফকো,	নরফোক,	
bahaati,	বহহতি,	বাহাতি,	
mangalik,	মাঙগগালিক,	মাঙ্গলিক,	
afzol,	আফজল,	আফজল,	
chikitshar,	চিকিৎসার,	চিকিত্সার,	
manee,	মান,	মানে,	
ucchosito,	উচ্চসিত,	উচ্ছসিত,	
tekno,	টেকনো,	টেকনো,	
joruri,	জরুরী,	জরূরী,	
shoo,	শু,	শো,	
chalochchitroi,	চলচচত্তর,	চলচ্চিত্রই,	
meshenjar,	মেশেঞ্জার,	মেসেঞ্জার,	
manhputa,	মনহপুতা,	মনঃপুত,	
