poshchater,	পশচাতের,	পশ্চাতের,	
gronthoo,	গ্রন্থু,	গ্রন্থও,	
estoniya,	এস্টননিয়া,	এস্তোনিয়া,	
huka,	হুকা,	হুক,	
amarendra,	আমরেনন্র,	অমরেন্দ্র,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
klauda,	ক্লাউড,	ক্লাউড,	
kredit,	ক্রেডিত,	ক্রেডিট,	
suparahira,	সুপারাহীরা,	সুপারহিরো,	
engineersh,	এন্জিনার্স,	ইঞ্জিনিয়ার্স,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
chaalabi,	চালাবি,	চালাবে,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
gorer,	গরের,	গোরের,	
manushgulor,	মনুষ্ুলোর,	মানুষগুলোর,	
sahocorjo,	সহচর্য,	সাহচর্য,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
nochiketa,	নচকিকাট,	নচিকেতা,	
foxcon,	ফক্সন,	ফক্সকন,	
feroz,	ফেরজ,	ফিরোজ,	
lotheeran,	লথিরান,	লুথেরান,	
orthoniti,	অর্থনীতি,	অর্থনীতির,	
chhotogalper,	ছোটগালপের,	ছোটগল্পের,	
basalt,	ব্যালট,	ব্যাসল্ট,	
riphleksa,	রিইপল্কস,	রিফ্লেক্স,	
animated,	অনিমতিদে,	এনিমেটেড,	
panchbar,	পাঁচবার,	পাঁচবার,	
abarto,	আবর্ত,	আবর্ত,	
shumo,	শুমো,	সুমো,	
toder,	তদের,	তদের,	
stonehenj,	স্থানেন্জ,	স্টোনহেঞ্জ,	
zack,	জ্যাক,	জ্যাক,	
laiseensee,	লেসেন্স,	লাইসেন্স,	
athar,	আঠার,	আতহার,	
varshon,	ভার্সন,	ভারশন,	
lutheran,	লুটারন,	লুথেরান,	
shikarer,	শিকারের,	শিকারের,	
mohasova,	মহাসাভা,	মহাসভা,	
qibord,	কিবোর্ড,	কীবোর্ড,	
bashitey,	বাঁিতে,	বাঁশিতে,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
pragress,	প্রগগ্রেস,	প্রগ্রেস,	
servere,	সার্ভেরে,	সার্ভারে,	
kaaru,	কারু,	কারু,	
tamplate,	টম্পল্তে,	টেম্পলেট,	
dwipgulote,	দ্বীপগুলোতে,	দ্বীপগুলোতে,	
bbosben,	বসবেন,	বসবেন,	
hoj,	হজ,	হয,	
platey,	প্লেটে,	প্লেটে,	
mathieu,	ম্যাথিও,	ম্যাথিউ,	
songasthaner,	সংস্থানের,	সংস্থানের,	
naditike,	নদীতিকে,	নদীটিকে,	
khelafatey,	খেলাফতে,	খেলাফতে,	
karmopontha,	কর্মপন্থা,	কর্মপন্থা,	
seet,	সীট,	সিট,	
falokti,	ফালকটি,	ফলকটি,	
landin,	ল্যান্ডিন,	ল্যান্ডিং,	
ekhate,	এখাতে,	একহাতে,	
aashanka,	আসঙ্ক,	আশংকা,	
durgatsabe,	দুর্গতভাবে,	দুর্গোৎসবে,	
ronangane,	রণাঙ্গনে,	রণাঙ্গনে,	
korimer,	করিমের,	করিমের,	
probeshan,	প্রবেশন,	প্রবেশন,	
euroo,	ইউরো,	ইউরো,	
noter,	নটের,	নোটের,	
folokti,	ফলকটি,	ফলকটি,	
byatarii,	ব্যাতারি,	ব্যাটারী,	
bomkesh,	বমকেশ,	ব্যোমকেশ,	
lokkhero,	লক্ষ্যেরও,	লক্ষেরও,	
aper,	অপের,	আপের,	
bhandaar,	ভান্ডার,	ভাণ্ডার,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
ogobhir,	অগোভীর,	অগভীর,	
minister,	মিনিস্টর,	মিনিস্টার,	
taoonship,	টান্সীপ,	টাউনশিপ,	
nariider,	নারীদের,	নারীদের,	
sohopatheekey,	সহপাঠিকে,	সহপাঠীকে,	
rathin,	রথিন,	রথীন,	
palki,	পালকি,	পাল্কি,	
sojja,	সজ্জা,	সজ্জা,	
masey,	মাসে,	মাসে,	
labanaktatar,	লবনাক্ততা,	লবণাক্ততার,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
shaushage,	সাফাগে,	সসেজ,	
chasee,	চাষী,	চেস,	
boudhheer,	বৌধির,	বৌদ্ধের,	
skara,	স্কার,	স্কোর,	
dadaa,	ডাদা,	দাদা,	
prokalpeo,	প্রকল্পেও,	প্রকল্পেও,	
prokolpotike,	প্রকল্পতিকে,	প্রকল্পটিকে,	
sucre,	সুক্রে,	সাকার,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
qingdom,	কিংডম,	কিংডম,	
bizito,	বিজিত,	বিজিত,	
odoore,	ওদুরে,	অদুরে,	
dhabi,	ধবি,	ঢাবি,	
besinay,	বেশিনে,	বেসিনে,	
godabari,	গদাবরী,	গোদাবরী,	
wenice,	ভেনিক,	ভেনিস,	
alaol,	আলাল,	আলাওল,	
kyashpar,	ক্যাস্পার,	ক্যাসপার,	
ddheke,	ঢেঁকে,	ঢেকে,	
mache,	মেছে,	মাছে,	
pachtar,	পাঁচতার,	পাঁচটার,	
basaalt,	বসলাট,	ব্যাসল্ট,	
seekkhaou,	শিক্ষাও,	শিক্ষাও,	
hosain,	হোসেন,	হোসেইন,	
osoborno,	অসবর্ণ,	অসবর্ণ,	
tinej,	টিনেজ,	টিনেজ,	
estooniya,	এস্টোনিয়া,	এস্তোনিয়া,	
haajarer,	হাজারের,	হাজারের,	
bamni,	ব্মনী,	বামনী,	
agiboner,	অগিবনের,	আজীবনের,	
jockey,	জকে,	জকি,	
embi,	এমবি,	এমবি,	
dhas,	ধাস,	ধস,	
besarkarikaran,	বেসরকারিকরণ,	বেসরকারিকরণ,	
ekpaashe,	একপাশে,	একপাশে,	
bastuvad,	বস্তুবাদ,	বস্তুবাদ,	
asiph,	আশিফ,	আসিফ,	
ovarviu,	অভারভিউ,	ওভারভিউ,	
chaudhoorir,	চৌধুরীর,	চৌধুরীর,	
dhanche,	ধাঁচে,	ধাঁচে,	
mojlish,	মজলিস,	মজলিশ,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
bhyaatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
shekende,	সেকেনন্ডে,	সেকেন্ডে,	
mojuter,	মজুতের,	মজুতের,	
komti,	কমতি,	কমতি,	
nederland,	নেডারল্যান্ড,	নেদারল্যান্ড,	
prodiip,	প্রদীপ,	প্রদীপ,	
dreestiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
netherland,	নেডারল্যান্ড,	নেদারল্যান্ড,	
majlishpur,	মজলিশপুর,	মজলিশপুর,	
jya,	জ্যা,	জ্যা,	
sarboshokteeman,	সর্বসকতিম্যা,	সর্বশক্তিমান,	
graambaseeo,	গ্রমবাসিও,	গ্রামবাসীও,	
deembakreeti,	ডিম্ববকৃতি,	ডিম্বাকৃতি,	
engrejra,	ইংরেজ্র,	ইংরেজরা,	
gadhaa,	গাধা,	গাধা,	
obdi,	অবদি,	অব্দি,	
ghesha,	ঘেষা,	ঘেঁষা,	
nafisa,	নাফিস,	নাফিসা,	
ddhila,	ঢেল,	ঢিলা,	
ateetkaale,	অতীতকালে,	অতীতকালে,	
ponera,	পনেরা,	পনের,	
awatara,	আভারতার,	অবতার,	
aameenaar,	আমিনার,	আমিনার,	
nirapattamulok,	নিরাপতমতলূক,	নিরাপত্তামূলক,	
mirakeela,	মিরককেল,	মিরাকেল,	
ponjeekaar,	পঙ্জিকার,	পঞ্জিকার,	
bolechile,	বলেছিলে,	বলেছিলে,	
shektore,	সেক্টরে,	সেক্টরে,	
digree,	ডিগ্রী,	ডিগ্রি,	
swapod,	স্বপদ,	শ্বাপদ,	
ekshor,	একশর,	একশোর,	
cathalic,	ক্যাথলিক,	ক্যাথলিক,	
venicey,	ভেনিকে,	ভেনিসে,	
mozlishpur,	মজললিপপুর,	মজলিশপুর,	
lajek,	লাজেক,	লজিক,	
khelaphate,	খেলাফটে,	খেলাফতে,	
rizur,	রিজুর,	রিজুর,	
jawhar,	জওহর,	জহর,	
masjid,	মসজিদ,	মসজিদ,	
manjurul,	মাজজুরুল,	মনজুরুল,	
godamjato,	গদমজাত,	গুদামজাত,	
chetonagato,	চেতনাগত,	চেতনাগত,	
hepetitis,	হেটেপিটিস,	হেপাটাইটিস,	
oncholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
brookoleen,	ব্রোকলিন,	ব্রুকলিন,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
ashanka,	আসঙ্ক,	আশংকা,	
fund,	ফান্ড,	ফান্ড,	
prottokkhovabe,	প্রত্যখকভাবে,	প্রত্যক্ষভাবে,	
jomkalo,	জম্কল,	জমকালো,	
samsher,	সমশের,	সমশের,	
korimkey,	করিমকে,	করিমকে,	
juddhahoto,	যুদ্ধহত,	যুদ্ধাহত,	
pravu,	প্রভূ,	প্রভু,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
horidar,	হরিদার,	হরিদ্বার,	
eokee,	ইকে,	এওকি,	
prabhura,	প্রভূরা,	প্রভুরা,	
chaaka,	চাকা,	চাকা,	
udichi,	উদিছি,	উদীচী,	
uzbekistaner,	উজবেমকস্তানের,	উজবেকিস্তানের,	
deefinishion,	ডিফিনিশন,	ডেফিনেশন,	
lidara,	লিডার,	লিডার,	
joistha,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
hantte,	হাঁটে,	হাঁটতে,	
uper,	উপের,	আপের,	
antarvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
hole,	হলে,	হোল,	
chalaabi,	চালাবি,	চালাবে,	
asiatic,	অ্যাশিয়েক,	এশিয়াটিক,	
beshirbhageyi,	বেশিরভাগেই,	বেশিরভাগেই,	
doneta,	ডোনত,	ডোনাট,	
soori,	সুরি,	সুরি,	
koonti,	কুনটি,	কুন্তী,	
baipass,	বাইপস,	বাইপাস,	
kaando,	কাঁদ,	কাণ্ড,	
mozdur,	মজদুর,	মজদুর,	
sangbadmadhyame,	সংশাবমধধামে,	সংবাদমাধ্যমে,	
chocchitrei,	চচচিত্রেই,	চলচ্চিত্রেই,	
armstrong,	আর্মস্টর্,	আর্মস্ট্রং,	
aziz,	আজিজ,	আজিজ,	
sommoteete,	সম্মতিতে,	সম্মতিতে,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
ragei,	রাগেই,	রাগেই,	
definision,	ডিফিনিশন,	ডেফিনেশন,	
jolatonko,	জলাতঙ্ক,	জলাতঙ্ক,	
metropoliton,	মেট্রোপলিতান,	মেট্রোপলিটন,	
nabbata,	নব্বতা,	নাব্যতা,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
brookolin,	ব্রোকোলিন,	ব্রুকলিন,	
janosangyog,	জনসাগঞ্গ,	জনসংযোগ,	
set,	সেট,	সিট,	
jonoshomaj,	জনসম্যজা,	জনসমাজ,	
jonsa,	জনসা,	জোন্স,	
phake,	ফকে,	ফাকে,	
obheegomon,	অভিগামন,	অভিগমন,	
taunashipa,	টান্সিপ,	টাউনশিপ,	
shatodha,	শতোধ,	শতধা,	
dweepgoolo,	দ্বীপপুলো,	দ্বীপগুলো,	
shakara,	সকারা,	সাকার,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
gondho,	গন্ধ,	গন্ধে,	
rubidiyam,	রুবিদিয়াম,	রুবিডিয়াম,	
vabna,	ভবননা,	ভাবনা,	
dhojobhongo,	ধযভভঙঙ্গ,	ধ্বজভঙ্গ,	
kasper,	কস্পের,	ক্যাসপার,	
satarkata,	সতকরাটা,	সতর্কতা,	
saatzon,	সাঁজন,	সাতজন,	
jahar,	জাহর,	জহর,	
dinifition,	ডিনিফিশন,	ডেফিনেশন,	
blacker,	ব্লকের,	ব্ল্যাকের,	
onekeryi,	অনেকারই,	অনেকেরই,	
kaaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
ogrodut,	অগ্রদতু,	অগ্রদূত,	
bbosonto,	ববসন্ত,	বসন্ত,	
uipokar,	উইপকার,	উইপোকার,	
emarzensi,	এমারজেন্সি,	এমার্জেন্সি,	
faase,	ফাঁে,	ফাঁসে,	
gotibegey,	গতিবেগে,	গতিবেগে,	
vittiteow,	ভিতটিতেও,	ভিত্তিতেও,	
dojo,	দজ,	ডোজো,	
basa,	বসা,	বাসা,	
sothikota,	সথীকতা,	সঠিকতা,	
groowth,	গ্রুথ,	গ্রোথ,	
chotogolper,	ছটটলগ্পের,	ছোটগল্পের,	
auxfordey,	অক্সপোর্ডে,	অক্সফোর্ডে,	
sirameeks,	সিরামমিক্স,	সিরামিকস,	
dakten,	ডককতেন,	ডাকতেন,	
hossne,	হোসনে,	হোসনে,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
narikei,	নারীকেই,	নারীকেই,	
tyapa,	ট্যাপ,	ট্যাপ,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
latimer,	লতিমের,	লাটিমের,	
tarkarir,	তরকারির,	তরকারীর,	
