tokei,	তোকেই,	ত্বকেই,	
samaveshti,	সমভেষ্টি,	সমাবেশটি,	
plainti,	প্লেনটি,	প্লেনটি,	
nirbahi,	নির্বাহী,	নির্বাহি,	
bifal,	বিফল,	বিফল,	
tachnach,	তথ্চা,	তছনছ,	
munshi,	মুনশী,	মুন্সি,	
chaabir,	ছবির,	চাবির,	
laeshesh,	লাইসেস,	লাইসেন্স,	
mosleh,	মোসলেহ,	মোসলেহ,	
onkeeta,	অংকীতা,	অঙ্কিতা,	
futonta,	ফুটন্ত,	ফুটন্ত,	
songasthaner,	সংস্থানের,	সংস্থানের,	
chitronattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
juktarashtreo,	যুক্তরাস্টেরও,	যুক্তরাষ্ট্রেও,	
stoona,	স্টন,	স্টোন,	
bonvumi,	বনভূমি,	বনভূমি,	
kindama,	কিন্দমা,	কিংডম,	
eura,	ইউরো,	ইউরো,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
associates,	অ্যাসোসিটেস,	এসোসিয়েটস,	
venuser,	ভেনুসের,	ভেনাসের,	
hundai,	হান্ডে,	হুন্দাই,	
durgondho,	দুর্গন্ধ,	দুর্গন্ধ,	
obhishangsan,	অভিষাংশন,	অভিশংসন,	
inamil,	ইনামিল,	এনামেল,	
taufik,	তৌফিক,	তৌফিক,	
haze,	হাজে,	হেজ,	
paner,	পানের,	পনের,	
dhojovongo,	ধভঙ্গ,	ধ্বজভঙ্গ,	
blyaqa,	ব্ল্যাক,	ব্ল্যাক,	
hoole,	হোলে,	হোল,	
bhabotarini,	ভবতরিি,	ভবতারিণী,	
ekshapreshhana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
vabnake,	ভবনানকে,	ভাবনাকে,	
tintikey,	তিনটিকে,	তিনটিকে,	
basate,	বাসাতে,	বাসাতে,	
jyestthotar,	জ্যাষ্ঠতার,	জ্যেষ্ঠতার,	
chhatogalper,	ছোটোগল্পের,	ছোটগল্পের,	
jatiinke,	জেতিনকে,	যতীনকে,	
yankee,	ইয়ান্কি,	ইয়াংকি,	
aamude,	আমুদে,	আমুদে,	
prodeeper,	প্রদীপের,	প্রদীপের,	
ibhara,	ইভার,	এভার,	
ghensha,	ঘেন্স,	ঘেঁষা,	
dweepgoolo,	দ্বিগুলো,	দ্বীপগুলো,	
musolmanra,	মুসলমনার,	মুসলমানরা,	
chetonagato,	ছেতনাগত,	চেতনাগত,	
homeske,	হোমেস্কে,	হোমসকে,	
arashie,	আরাশি,	আরসিএ,	
doltyagi,	দলত্যাগী,	দলত্যাগী,	
rubyo,	রুব্য,	রুবিও,	
silbar,	সিলবার,	সিলভার,	
sachetanvabe,	সচ্তানভাবে,	সচেতনভাবে,	
oitihya,	ঐতিহ্য,	ঐতিহ্য,	
khogen,	খোগেন,	খগেন,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
hydra,	হিড্র,	হাইড্রা,	
baik,	ব্যাক,	বাইক,	
karadonde,	কারাদন্ডে,	কারাদণ্ডে,	
meyiler,	মেইার,	মেইলের,	
koner,	কোণের,	কনের,	
maadhookori,	মাধুকরী,	মাধুকরী,	
bhugarbhe,	ভুগর্ভে,	ভূগর্ভে,	
iyanki,	ই্যাংকি,	ইয়াংকি,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
marqeting,	মার্কাটিন,	মার্কেটিং,	
soleel,	সলীল,	সলিল,	
model,	মোডেল,	মডেল,	
poscime,	পশ্চিমে,	পশ্চিমে,	
mahasava,	মহাসভা,	মহাসভা,	
jandrel,	জন্দ্রেল,	জাঁদরেল,	
fud,	ফুড,	ফুড,	
nojder,	নজদের,	নজদের,	
phimeela,	ফিইমেল,	ফিমেল,	
bohal,	বহল,	বহাল,	
pala,	পাল,	পোলো,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
muchir,	মুচির,	মুচির,	
maley,	মালে,	মালে,	
blacq,	ব্লক,	ব্ল্যাক,	
kormoi,	কর্মই,	কর্মই,	
proshtotto,	প্রষ্টত্ত্ব,	প্রস্ত্তত,	
probhritir,	প্রভূতির,	প্রভৃতির,	
bagdad,	বাগদাদ,	বাগদাদ,	
sthaponagulor,	স্থাপানগুলোর,	স্থাপনাগুলোর,	
brek,	ব্রেক,	ব্রেক,	
suraaropeeto,	সুরারোপিত,	সুরারোপিত,	
prajanankal,	প্রজননকাল,	প্রজননকাল,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
bheenama,	ভীনমা,	ভেনম,	
valapuk,	ভালাপুক,	ভোলাপুক,	
mojuter,	মজুটের,	মজুতের,	
eenasiyeenta,	ইন্সাইন্ট,	এনসিয়েন্ট,	
lisense,	লিজেন্স,	লাইসেন্স,	
laaiseens,	লাইসন্স,	লাইসেন্স,	
rohosyo,	রহস্য,	রহস্য,	
pleney,	প্লেনে,	প্লেনে,	
bhenicer,	ভেনিসের,	ভেনিসের,	
gandho,	গন্ধ,	গন্ধ,	
sherup,	শেরুপ,	সেরূপ,	
machera,	মাছেরা,	মাছেরা,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
shikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
moddhyekar,	মধ্যাকার,	মধ্যেকার,	
chhuti,	ছুটি,	ছুটি,	
gaphiloti,	গফিলাটি,	গাফিলতি,	
mumtajer,	মমত্জার,	মুমতাজের,	
planey,	প্লেনে,	প্লেনে,	
chirakumari,	চিকরুমারি,	চিরকুমারী,	
silvar,	সিলভার,	সিলভার,	
afzol,	আফজাল,	আফজল,	
venis,	ভেনিস,	ভেনিস,	
somosto,	সমস্ত,	সমস্ত,	
nirbaho,	নির্বাহ,	নির্বাহ,	
obhijojon,	অভিযুজন,	অভিযোজন,	
hoj,	হজ,	হয,	
maadhoobir,	মাধুবির,	মাধবীর,	
euqalyptus,	ইউক্যালপিটাস,	ইউক্যালিপ্টাস,	
as,	আস,	অস,	
daakteekite,	ডাক্তিকিতে,	ডাকটিকিটে,	
bishaashke,	বিশ্বাসকে,	বিশ্বাসকে,	
shift,	সিফট,	শিফট,	
maroofer,	মারফফের,	মারুফের,	
beam,	বিম,	বীম,	
grot,	গ্রোট,	গ্রোথ,	
shiropa,	শিরপা,	শিরোপা,	
mandape,	মন্ডপে,	মন্ডপে,	
puroheetder,	পুরোহিদদের,	পুরোহিতদের,	
bahjya,	বাহ্য,	বাহ্য,	
oppohoron,	অপহরণ,	অপহরন,	
manush,	মানুস,	মানুষ,	
sqolastiq,	স্কলসাটিক্স,	স্কলাস্টিক,	
nirontar,	নিরন্তর,	নিরন্তর,	
santoshpore,	সন্তঃসপুরে,	সন্তোষপুর,	
abhiyojan,	অভিযোন,	অভিযোজন,	
eksathei,	একসাথেই,	একসাথেই,	
everest,	ইভারেস্ট,	এভারেস্টে,	
azizur,	আজিজুর,	আজিজুর,	
dibbay,	দিব্য,	দিব্যা,	
bbiswash,	বিশ্বাস,	বিশ্বাস,	
bhorkendra,	ভর্কেন্দ্র,	ভরকেন্দ্র,	
obheegomon,	অভিগমন,	অভিগমন,	
jati,	জাতি,	যাতি,	
arke,	আর্কে,	আরকে,	
vushito,	ভূষিত,	ভূষিত,	
jank,	জাংক,	জাঁক,	
modelder,	মোডালদের,	মডেলদের,	
aminul,	আমিনুল,	আমিনুল,	
istone,	ইস্টনে,	স্টোন,	
sarboporee,	সর্বোপরি,	সর্বোপরী,	
prozononkal,	প্রজননকাল,	প্রজননকাল,	
jomaanor,	জমানোর,	জমানোর,	
sovanetree,	সভানতন্রী,	সভানেত্রী,	
asamonjoshopurno,	অসামস্যপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
aro,	আরো,	আরও,	
jomjomat,	যমজমমত,	জমজমাট,	
iash,	আইএস,	আইএএস,	
nirmalata,	নির্মলতা,	নির্মলতা,	
ponchaasjon,	পঞ্চাশজন,	পঞ্চাশজন,	
charukola,	চারুকোলা,	চারুকলা,	
codeguli,	কদিগুলি,	কোডগুলি,	
protijogiira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
bagdhara,	বাঘধারা,	বাগধারা,	
toruner,	তরুণের,	তরুণের,	
ancholgoolote,	আঁচলগুলোতে,	অঞ্চলগুলোতে,	
bager,	বাগের,	বাগের,	
shikshakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
hisaber,	হিসাবের,	হিসাবের,	
hedge,	হেজ,	হেজ,	
bojhao,	বজঝাও,	বোঝাও,	
tottoraat,	তত্তরাত,	তওরাত,	
vabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
karadandey,	কারাদন্ডে,	কারাদণ্ডে,	
queri,	কায়ারি,	কোয়েরি,	
dokaangoolote,	দকনাগুলোতে,	দোকানগুলোতে,	
qarqa,	কার্ক,	কার্ক,	
elaakao,	এলাকাও,	এলাকাও,	
chalchhe,	চলছে,	চলছে,	
rifleks,	রাইফেক্স,	রিফ্লেক্স,	
fansi,	ফাঁসি,	ফাঁসী,	
melbourner,	মেলবার্নের,	মেলবোর্নের,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
pleta,	প্লট,	প্লেট,	
machsaho,	মাচসহ,	মাছসহ,	
dharagulo,	ধারাগুলো,	ধারাগুলো,	
jerusalem,	জেরুসলেম,	জেরুসালেম,	
lag,	লাগ,	লগ,	
sangrahok,	সংগ্রাহক,	সংগ্রাহক,	
soranor,	সরানোর,	সরানোর,	
mojlishpur,	মজলিশপুর,	মজলিশপুর,	
jakkha,	যক্ষ্মা,	যক্ষ,	
ujobekeestaner,	উজবেকিস্তানের,	উজবেকিস্তানের,	
duburir,	দুবুরীর,	ডুবুরির,	
teknokryat,	টেকন্ক্রটি,	টেকনোক্র্যাট,	
faj,	ফাঁজ,	ফাজ,	
kaando,	কাণ্ড,	কাণ্ড,	
dearas,	ডিরাশ,	ডিআরএস,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
anchaltikey,	আঞ্চলিকে,	অঞ্চলটিকে,	
ashiatic,	আসযাটিক,	এশিয়াটিক,	
shotoker,	শতকের,	শতকের,	
abheedhaneec,	অভিধানিক,	অভিধানিক,	
madhyastha,	মধ্যস্থ,	মধ্যস্থ,	
sansthati,	সংস্থটি,	সংস্থাটি,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
pharanyata,	ফারাণ্যতা,	ফরম্যাট,	
shyutara,	স্যুটার,	শ্যুটার,	
jwarer,	জ্বরের,	জ্বরের,	
restuarant,	রেস্টুরেন্ট,	রেষ্টুরেন্ট,	
graameroi,	গ্রামেরও,	গ্রামেরই,	
spencer,	স্পেন্সের,	স্পেন্সার,	
mautke,	মত্কে,	মতকে,	
marjito,	মার্জিত,	মার্জিত,	
karle,	করলে,	করলে,	
pujito,	পূজিত,	পুজিত,	
jeerusaleema,	জেরুসলেমা,	জেরুসালেম,	
grambaaseeder,	গ্রাম্বাসীদের,	গ্রামবাসীদের,	
chutite,	ছুটিতে,	ছুটিতে,	
letterey,	ল্যাটারে,	লেটারে,	
phirti,	ফিরটি,	ফিরতি,	
jemske,	জেমস্কে,	জেমসকে,	
ide,	আদে,	আইডিই,	
enginiirs,	ইন্জিনির্স,	ইঞ্জিনিয়ার্স,	
asaciates,	অ্যাসাসিটেস,	এসোসিয়েটস,	
jerusalemer,	জেরুসলেমের,	জেরুজালেমের,	
injiniyarsha,	ইন্জিনির়া,	ইঞ্জিনিয়ার্স,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
sanaktokaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
sahochorjo,	সহচর্য,	সাহচর্য,	
aamoode,	আমুদে,	আমুদে,	
chiroharit,	চিরহারিট,	চিরহরিৎ,	
upobaasee,	উপবাসী,	উপবাসী,	
prothar,	প্রথার,	প্রথার,	
pillai,	পিলল,	পিল্লাই,	
kaushalgata,	কৌসঙগতলা,	কৌশলগত,	
protijogii,	প্রতিযোগী,	প্রতিযোগী,	
udbhabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
palbangsher,	পল্বংশের,	পালবংশের,	
rakhtokkharone,	রক্তকর্ষণে,	রক্তক্ষরণে,	
jaygata,	জজ্গত,	জায়গাটা,	
veenom,	ভিনম,	ভেনম,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
sarbhaare,	সার্ভারে,	সার্ভারে,	
aakkas,	আক্াশ,	আককাস,	
laaisheesh,	লাইসিস,	লাইসেন্স,	
bitlaser,	বিটলসের,	বিটলসের,	
judge,	জজ,	জাজ,	
gobeshakgon,	গবেষকগণ,	গবেষকগণ,	
