ghumato,	ঘুমত,	ঘুমাতো,	
wodka,	উডা,	ভদকা,	
sahakari,	সহকারী,	সহকারী,	
ester,	এস্টার,	ইস্টার,	
machher,	মাছের,	মাছের,	
gheshe,	ঘেষে,	ঘেঁষে,	
hepetaitisa,	হ্যাপেটিটাই,	হেপাটাইটিস,	
scholastik,	স্কলাশাসিক,	স্কলাস্টিক,	
bisnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
zerusalemer,	জেরুলারামের,	জেরুজালেমের,	
kuary,	কারি,	কোয়েরি,	
hyaloin,	হ্যাললন,	হ্যালোইন,	
associatees,	অ্যাসোসিয়েটিস,	এসোসিয়েটস,	
janasangyog,	জনসংযাগ,	জনসংযোগ,	
carpete,	কর্পটে,	কার্পেটে,	
euror,	ইউরোর,	ইউরোর,	
rato,	রাট,	রত,	
gosti,	গোসটি,	গোষ্ঠী,	
damane,	দমমানে,	দমনে,	
horippur,	হরিপপুর,	হরিপুর,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
kaanaai,	কানাই,	কানাই,	
fiksing,	ফিকিং,	ফিক্সিং,	
dristihin,	দৃষ্টিহীন,	দৃষ্টিহীন,	
qarqa,	করক্,	কার্ক,	
eksathe,	একসাথে,	একসাথে,	
uru,	উরু,	উরু,	
pleney,	প্লেনে,	প্লেনে,	
osocheton,	অসচেতন,	অসচেতন,	
gonosochetonota,	গণসচবচতিতা,	গণসচেতনতা,	
dines,	ডাইনেজ,	দীনেশ,	
sakar,	সকার,	সাকার,	
hiushtoner,	হিউস্টানের,	হিউস্টনের,	
dhyanostha,	ধ্যান্থা,	ধ্যানস্থ,	
kada,	কাড,	কোড,	
abheedhaneec,	অভিধানিক,	অভিধানিক,	
onchalgulir,	অঞ্চালগুলির,	অঞ্চলগুলির,	
elaakai,	এলাকাই,	এলাকাই,	
zeebonnogor,	জীবননগর,	জীবননগর,	
vogno,	ভগ্ন,	ভগ্ন,	
ajimke,	আজিমকে,	আজিমকে,	
chondrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
direktareta,	ডিরেক্টররেট,	ডিরেক্টরেট,	
firoze,	ফিরোজ,	ফিরোজ,	
sqolastic,	স্কোলাসিক,	স্কলাস্টিক,	
nirmankaz,	নির্মাঙ্জ,	নির্মাণকাজ,	
dabhara,	দাভারা,	ডোভার,	
shit,	শীট,	শীত,	
daaraa,	দারা,	দারা,	
faj,	ফজজ,	ফাজ,	
vishnuu,	বিষ্ণু,	বিষ্ণু,	
neurology,	নিওগরলজি,	নিউরোলজি,	
azaan,	আজান,	আজান,	
thatcher,	ফটচের,	থ্যাচার,	
moushumeo,	মৌশুমেও,	মৌসুমেও,	
addabaj,	আদ্মবাজ,	আড্ডাবাজ,	
engrejder,	ইংরেজ্দের,	ইংরেজদের,	
dorgah,	দরগা,	দরগাহ,	
durgotsab,	দুর্গতবা,	দুর্গোৎসব,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
amarica,	অমরিকা,	আমেরিকা,	
shringey,	শ্রীগে,	শৃঙ্গে,	
militaryte,	মিলিটারিটে,	মিলিটারিতে,	
leetara,	লেটার,	লেটার,	
chhilonaa,	ছিলনা,	ছিলনা,	
gripe,	গ্রিপে,	গ্রিপ,	
aastikotaa,	আস্তিকতা,	আস্তিকতা,	
myathiou,	ম্যাথিও,	ম্যাথিউ,	
pratiyogira,	প্রতিযোগিরা,	প্রতিযোগীরা,	
ishpredshhit,	ইস্পের্ডিশ,	স্প্রেডশীট,	
sangbadmadhyomgulote,	সংবাদমধগ্ললোতে,	সংবাদমাধ্যমগুলোতে,	
ancholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
berubar,	বেরুবার,	বেরুবার,	
drishi,	দৃৃশি,	দৃশ্যই,	
diaraesha,	ডায়রাস,	ডিআরএস,	
uddhritir,	উদ্ধৃতির,	উদ্ধৃতির,	
mahajote,	মহাজতে,	মহাজোট,	
soourse,	সূর্স,	সোর্স,	
nothibhukteer,	নথিভূক্তির,	নথিভুক্তির,	
prostut,	প্রস্তুত,	প্রস্ত্তত,	
bayii,	বাই,	বাঈ,	
nirapekkhotaar,	নিরাপকর্তার,	নিরপেক্ষতার,	
vittimul,	ভিত্তিমুল,	ভিত্তিমূল,	
prothake,	প্রাাকে,	প্রথাকে,	
asiatic,	অসযিটিকিক,	এশিয়াটিক,	
peshto,	পেস্ট,	পেষ্ট,	
sosej,	সসেজ,	সসেজ,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
jivjontu,	জীবজনত,	জীবজন্তু,	
udor,	উদর,	উদর,	
shamijir,	সমিজীর,	স্বামীজীর,	
parqim,	পার্কিং,	পার্কিং,	
lajika,	লাজিকা,	লজিক,	
gonona,	গণনা,	গণনা,	
phutbolarder,	ফুটসবলরদের,	ফুটবলারদের,	
longhon,	লঙ্ঘন,	লংঘন,	
gafeeloti,	গফফিলটি,	গাফিলতি,	
tuni,	টুনি,	টুনি,	
koruna,	করুনা,	করুণা,	
stoner,	স্তননের,	স্টোনের,	
nirikha,	নিরীখ্,	নিরিখ,	
skoora,	স্কোরা,	স্কোর,	
hughes,	হুগেশ,	হিউজেস,	
daap,	দাপ,	ড্যাপ,	
mukkho,	মুক্ষ,	মুখ্য,	
olimpiker,	আলিমপিকের,	অলিম্পিকের,	
bbiseshyo,	বিশেষ্য,	বিশেষ্য,	
braille,	ব্রেল,	ব্রেইল,	
jyestthotar,	জ্যেষ্ঠতার,	জ্যেষ্ঠতার,	
dee,	দে,	ডে,	
pade,	পাদে,	পাড়ে,	
chanje,	চ্যাজ্জে,	চেঞ্জ,	
ramjaner,	রমজানের,	রমযানের,	
obotar,	অবতার,	অবতার,	
olympiker,	অলিমপিকের,	অলিম্পিকের,	
mookhomaundoler,	মুখম্নদের,	মুখমণ্ডলের,	
surokarder,	সুরককারদের,	সুরকারদের,	
ogobhir,	অগভীর,	অগভীর,	
sahojlovyotar,	সহজলবভত্তার,	সহজলভ্যতার,	
ritesh,	রিটেশ,	রিতেশ,	
byetasamyan,	ব্যসতম্যান,	ব্যাটসম্যান,	
resort,	রিসোর্ট,	রিসোর্ট,	
laat,	লাট,	লাট,	
brander,	ব্রান্ডের,	ব্রান্ডের,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
ropto,	রপ্ত,	রপ্ত,	
stoonahenja,	স্তুনাহিন্য,	স্টোনহেঞ্জ,	
bhabnake,	ভবনাকে,	ভাবনাকে,	
shaswato,	শশ্বত,	শাশ্বত,	
risorte,	রিসোর্টে,	রিসোর্টে,	
quarter,	কাও্টারের,	কোয়ার্টার,	
palta,	পাল্টা,	পালটা,	
vault,	ওয়াটল,	ভল্ট,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
irish,	আইরিশ,	আইরিস,	
turkey,	তার্কে,	তুর্কি,	
taalgachh,	তালগাছ,	তালগাছ,	
susamo,	সুসম,	সুসম,	
durtomo,	দূরতম,	দূরতম,	
milekhaanek,	মালেখানেে,	মাইলখানেক,	
konistho,	কনিষ্ঠ,	কনিষ্ঠ,	
sumeeta,	সুমিতা,	সুমিতা,	
abikol,	আবিকোল,	অবিকল,	
cholochchitra,	চলচ্ছিত্র,	চলচ্চিত্র,	
ko,	কো,	কেও,	
bohudeen,	বহুদীন,	বহুদিন,	
answereer,	অংশবীর,	আনসারীর,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
pab,	পাব,	পাব,	
poscime,	পশ্চামী,	পশ্চিমে,	
gobeshona,	গবেষণা,	গবেষনা,	
nodnadir,	নদ্যাদির,	নদনদীর,	
vabatarini,	ভবতারীনী,	ভবতারিণী,	
moofti,	মুফতি,	মুফতি,	
boudher,	বৌধ্ধের,	বৌদ্ধের,	
shilabhara,	শিলভার,	সিলভার,	
esoosiyetasa,	স্যোসিওয়েট,	এসোসিয়েটস,	
deares,	ডারেশ,	ডিআরএস,	
elaakatir,	এলাকাটির,	এলাকাটির,	
kalengga,	কালেঙ্গা,	কালেঙ্গা,	
hoola,	হোলা,	হোল,	
directorate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
homesh,	হোমেশ,	হোমস,	
mitroyo,	মিত্র্য,	মিত্রও,	
prabhuder,	প্রভূদের,	প্রভুদের,	
dienes,	ডাইন্জ,	ডিএনএস,	
mokhmoley,	মক্মলে,	মখমলে,	
bim,	বিম,	বিম,	
phutonta,	ফুটন্ট,	ফুটন্ত,	
madaul,	ম্যাডাল,	মাদল,	
moshzidtike,	মস্বিদিতকে,	মসজিদটিকে,	
karmopantha,	কর্মপন্থা,	কর্মপন্থা,	
oichchik,	উচ্ছিক,	ঐচ্ছিক,	
associatis,	অ্যাসোসিটিশিট,	এসোসিয়েটস,	
faskari,	ফস্কারী,	ফাঁসকারী,	
inastyanta,	ইনস্টন্টন,	ইনস্ট্যান্ট,	
abhinetar,	অভিনেতর,	অভিনেতার,	
dwipgulo,	দ্বিপুলো,	দ্বীপগুলো,	
surkarder,	সুরক্কারের,	সুরকারদের,	
amerikar,	আমেরিকার,	আমেরিকার,	
alsar,	আলসার,	আলসার,	
restaurant,	রেস্টুরেন্ট,	রেষ্টুরেন্ট,	
niutrinoo,	নিউট্রুন,	নিউট্রিনো,	
gosthii,	গোস্থী,	গোষ্ঠীই,	
engineerin,	এনজনিরিন,	ইঞ্জিনিয়ারিং,	
smaroker,	স্মরকের,	স্মারকের,	
heightsh,	হাইটস,	হাইটস,	
shrishree,	শ্রিশ্রী,	শ্রীশ্রী,	
probhura,	প্রভারা,	প্রভুরা,	
byatikromdhormi,	ব্যতকিতররম্ধ্রী,	ব্যতিক্রমধর্মী,	
fern,	ফার্ন,	ফার্ন,	
rob,	রব,	রব,	
siima,	সিমি,	সীমা,	
silbar,	সিলবার,	সিলভার,	
bhortuky,	ভর্তুকে,	ভর্তুকি,	
utsaha,	উত্সাহ,	উৎসাহ,	
pravritike,	প্রভৃতিকে,	প্রভৃতিকে,	
kiiborder,	কীবরদের,	কীবোর্ডের,	
sthaponagulor,	স্থাপনগুলোর,	স্থাপনাগুলোর,	
harano,	হারন,	হারান,	
dwibidh,	দ্বিধি,	দ্বিবিধ,	
shefard,	সেফার্ড,	শেফার্ড,	
aazadir,	আজাদীর,	আজাদীর,	
bonoshri,	বসংসীর,	বনশ্রী,	
shov,	শো,	শো,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
gaichhe,	গাছেছে,	গাইছে,	
melobborne,	মেলববর্ে,	মেলবোর্নে,	
carpetey,	কারপটিেটে,	কার্পেটে,	
gojano,	গজনও,	গজানো,	
bcci,	বিএিসি,	বিসিসিআই,	
onucheeder,	অনুচিদের,	অনুচ্ছেদের,	
gronthati,	গ্রন্থাটি,	গ্রন্থটি,	
dalee,	দালী,	ডালে,	
puddin,	পুদদিন,	পুডিং,	
rautine,	রাউটিনে,	রুটিন,	
nickel,	নিকেল,	নিকেল,	
muradkey,	মুরাদে,	মুরাদকে,	
huka,	হুকা,	হুক,	
longhaner,	লঙ্ঘনের,	লংঘনের,	
hosheyin,	হোসেইন,	হোসেইন,	
jeevjontu,	জীবজনত,	জীবজন্তু,	
panthar,	পন্াার,	পন্থার,	
hachchilo,	হচ্ছিল,	হচ্ছিলো,	
asaborno,	অসববর্ন,	অসবর্ণ,	
sahoocorzo,	সহহক্রায,	সাহচর্য,	
toler,	টোলার,	তালের,	
shikkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
dharmantar,	ধর্মন্তর,	ধর্মান্তর,	
tongaa,	টঙ্গা,	টোঙ্গা,	
feemalee,	ফেমলে,	ফিমেল,	
ragei,	রাগেই,	রাগেই,	
shrishri,	শৃষ্রী,	শ্রীশ্রী,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
utshahomulok,	উৎসামূলকুল,	উৎসাহমূলক,	
masharraf,	মাশার্ফাফ,	মশাররফ,	
jubokshoho,	যুবকসহ,	যুবকসহ,	
nishad,	নিশাদ,	নিষাদ,	
bisnuu,	বিষ্ণু,	বিষ্ণু,	
shrabosty,	শ্রাবস্টি,	শ্রাবস্তী,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
iyaka,	ইয়কা,	ইয়াক,	
ponjikar,	পঞ্জিকার,	পঞ্জিকার,	
kaamla,	কমলা,	কামলা,	
parisankhyanvid,	পরিসংল্্যাধিদ,	পরিসংখ্যানবিদ,	
sarboporee,	সর্বপূরি,	সর্বোপরী,	
alexander,	আলেকাসনডের,	আলেকজান্ডার,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
vumija,	ভূমিজা,	ভূমিজ,	
udvabaney,	উদ্ভাবনে,	উদ্ভাবনে,	
jemi,	জেমি,	জেমি,	
qraima,	ক্রাইম,	ক্রাইম,	
sbajan,	স্বজন,	স্বজন,	
