nirarthak,	নিরর্থ,	নিরর্থক,	
roktokshoroner,	রক্তক্ষরণের,	রক্তক্ষরণের,	
homes,	হমেস,	হোমস,	
ramzaner,	রামজনের,	রমযানের,	
toubaar,	তৌবার,	তওবার,	
governorer,	গভর্ণরের,	গভর্ণরের,	
olangkoron,	অল্যকরণ,	অলঙ্করণ,	
bhugarbhe,	ভূগর্ভে,	ভূগর্ভে,	
parichchhannata,	পরিচ্চন্নত,	পরিচ্ছন্নতা,	
rajshri,	রাজ্সির,	রাজশ্রী,	
phox,	ফো,	ফক্স,	
nothibhooktir,	নথিভুক্তির,	নথিভুক্তির,	
shaarok,	শারক,	স্মারক,	
taiteela,	টাইটেল,	টাইটেল,	
homasha,	হোমা,	হোমস,	
mahasava,	মহাসব,	মহাসভা,	
jammu,	জম্মু,	জম্মু,	
beeswasoo,	বিশ্বাস,	বিশ্বাসও,	
jemy,	জেমি,	জেমি,	
aalkaatraa,	আলক্ত্রা,	আলকাতরা,	
pratishta,	প্রতিষ্ট,	প্রতিষ্টা,	
inapharameshana,	ইনাারেমেশন,	ইনফরমেশন,	
arina,	আরিন,	এরিনা,	
adhyattikota,	অধ্যত্তিক,	আধ্যাত্মিকতা,	
korta,	কর্ট,	করতা,	
paner,	পানের,	পনের,	
bimaataa,	বিমাত,	বিমাতা,	
stoonahenja,	স্তোহাহেঞ্জ,	স্টোনহেঞ্জ,	
choudhurio,	চৌধুরি,	চৌধুরীও,	
pancbaar,	পাঁ্বার,	পাঁচবার,	
horidbar,	হরিদ্বার,	হরিদ্বার,	
subade,	সুবাদে,	সুবাদে,	
arashie,	আরাশী,	আরসিএ,	
manab,	মানব,	মানব,	
kanaphlikta,	কাফফলিক্ত,	কনফ্লিক্ট,	
swamijir,	স্বামীজির,	স্বামীজীর,	
hajjirhat,	হাজ্জির,	হাজিরহাট,	
dhyan,	ধ্যান,	ধ্যান,	
noveel,	নভিল,	নভেল,	
leetteer,	লিটটির,	লেটার,	
poscater,	পস্চাতের,	পশ্চাতের,	
sanghar,	সংঘ,	সংহার,	
marryir,	মার্ির,	ম্যারির,	
bisringkhola,	বিশ্ষ্লল,	বিশৃঙ্খলা,	
fising,	ফিসং,	ফিসিং,	
poscime,	পসসিমে,	পশ্চিমে,	
sobrokomer,	সবরকমের,	সবরকমের,	
skalastika,	স্লাল্কিটি,	স্কলাস্টিক,	
gitikobitar,	গিতিকবিতার,	গীতিকবিতার,	
waal,	বাল,	উল,	
chhathke,	ছাঠে,	ছাতকে,	
uddhriti,	উদ্ধিতি,	উদ্ধৃতি,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
saabyastha,	সাব্যস্থ,	সাব্যস্থ,	
milekhaanek,	মিলেখানে,	মাইলখানেক,	
sammatir,	সম্মতির,	সম্মতির,	
aajiboner,	আজীবনের,	আজীবনের,	
highcommissioney,	হিকম্সমিনে,	হাইকমিশনে,	
antarctikar,	অন্তর্টিকার,	অ্যান্টার্কটিকার,	
laaz,	লাজ,	লাজ,	
ganoparibahan,	গণপরীবাহন,	গণপরিবহন,	
marketim,	মার্কেটিং,	মার্কেটিং,	
koonti,	কুনটি,	কুন্তী,	
songastha,	সংংস্থ,	সংস্থা,	
beeswaske,	বিশ্বস্যে,	বিশ্বাসকে,	
janapath,	জনাপথ,	জনপথ,	
motabolombiira,	মতাববলম্বীর,	মতাবলম্বীরা,	
vabuk,	ভাবুক,	ভাবুক,	
nadigulo,	নাদিগুলো,	নদীগুলো,	
shringgo,	শৃং্গ,	শৃঙ্গ,	
kailas,	কাইলস,	কৈলাস,	
utsahomulak,	উৎসমামূলক,	উৎসাহমূলক,	
pettern,	পেট্যার্ন,	প্যাটার্ন,	
bashite,	বাশিতে,	বাঁশিতে,	
armashtram,	আর্মস্ত্রম,	আর্মস্ট্রং,	
radhanogor,	রাধাগোর,	রাধানগর,	
laaishensh,	লাইনেস্ন,	লাইসেন্স,	
codeguli,	কদেগুলি,	কোডগুলি,	
loombinee,	লুম্বীনী,	লুম্বিনী,	
sovanetri,	সভান্ত্রী,	সভানেত্রী,	
definishhion,	ডেফিনিশন,	ডেফিনেশন,	
pooshti,	পুষ্টি,	পুষ্টি,	
agom,	আগম,	আগম,	
seramiks,	সারামিক্স,	সিরামিকস,	
naneer,	নানির,	নানীর,	
shikshakromer,	শিক্ষ্করমের,	শিক্ষাক্রমের,	
chenza,	চেন্জ,	চেঞ্জ,	
modelder,	মদদেলের,	মডেলদের,	
bikargrasta,	বিকরর্্স্ট,	বিকারগ্রস্ত,	
raitasha,	রাইটস,	রাইটস,	
khalid,	খালিদ,	খালিদ,	
ponjikar,	পঞ্জিকার,	পঞ্জিকার,	
heejee,	হেজি,	হেজ,	
karmasampadon,	কর্মসমপদন,	কর্মসম্পাদন,	
parker,	পারকের,	পার্কের,	
jakser,	জাক্সের,	যক্ষের,	
ssahocorze,	স্যারক্যে,	সাহচর্যে,	
ibhil,	ইভিল,	ইভিল,	
dephinesana,	ডেফিনেসন,	ডেফিনেশন,	
dakticketer,	ডাক্টিকেটের,	ডাকটিকিটের,	
siima,	সিম,	সীমা,	
chaanoo,	চানু,	চানু,	
prapokke,	প্রপককে,	প্রাপককে,	
samavesh,	সমাভেশ,	সমাবেশ,	
pakistanira,	পাকিষ্্তাীর,	পাকিস্তানীরা,	
vabatarini,	ভবাতরীনী,	ভবতারিণী,	
antorbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
taunship,	টানশিপ,	টাউনশিপ,	
jamaanor,	জামানোর,	জমানোর,	
prapoker,	প্রপকের,	প্রাপকের,	
provu,	প্রভূ,	প্রভু,	
basate,	বাসাতে,	বাসাতে,	
ghoomato,	ঘুমত,	ঘুমাতো,	
dinesh,	ডিনেশ,	দীনেশ,	
petenter,	পেটেন্টের,	পেটেন্টের,	
bisnuu,	বিষ্ণু,	বিষ্ণু,	
noitikotabodh,	নৈিত্যাবাধ,	নৈতিকতাবোধ,	
veenus,	ভিনুস,	ভেনাস,	
anchalsamuha,	অন্চলসমূহ,	অঞ্চলসমূহ,	
karmopantha,	কর্মপন্থ,	কর্মপন্থা,	
jeesh,	জিস,	জেস,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
debate,	দেবাতে,	ডিবেট,	
jeelyand,	জিল্যান্ড,	জিল্যান্ড,	
prachurzer,	প্রচার্জের,	প্রাচুর্যের,	
cool,	কুল,	কুল,	
agamanke,	অগামানকে,	আগমনকে,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
expressian,	এক্স্রেশিয়ান,	এক্সপ্রেশন,	
somoshti,	সমস্তি,	সমষ্টি,	
noiteekota,	নৈতিকা,	নৈতিকতা,	
diares,	ডিরাসে,	ডিআরএস,	
bhittitei,	ভিততিইে,	ভিত্তিতেই,	
ieub,	ইইব,	আইইউবি,	
ispredsheet,	ইস্প্রেশিত,	স্প্রেডশীট,	
jibanta,	জীবন্ত,	জীবন্ত,	
elakate,	এলাকাতে,	এলাকাতে,	
kokeyin,	কোেনি,	কোকেইন,	
domonmulok,	দমমনুলক,	দমনমূলক,	
poster,	পস্টের,	পোস্টের,	
baikalya,	বৈকল্যা,	বৈকল্য,	
moshjidtike,	মস্যুদিতে,	মসজিদটিকে,	
elaakatite,	এলাকাতিতে,	এলাকাটিকে,	
iuro,	ইউর,	ইউরো,	
confliqt,	কন্লিক্ট,	কনফ্লিক্ট,	
militarir,	মিলিতার,	মিলিটারির,	
atarkitey,	আতরককিতে,	অতর্কিতে,	
serverey,	সের্ভেরে,	সার্ভারে,	
dharavashyokar,	ধারবাষ্যকার,	ধারাভাষ্যকার,	
qrita,	কৃরি,	ক্রীট,	
mascat,	মাস্ক,	মাস্কাট,	
manmath,	মামাথ,	মন্মথ,	
azadir,	আজাদির,	আজাদীর,	
brittakare,	বৃত্তাকের,	বৃত্তাকারে,	
pingna,	পিংন,	পিংনা,	
ganaporibahan,	গণপরীবাহন,	গণপরিবহন,	
spashtatai,	স্পস্তাই,	স্পষ্টতই,	
harisoner,	হারিসনের,	হ্যারিসনের,	
teto,	টেট,	তেতো,	
kunty,	কুন্টি,	কুন্তী,	
tookrotey,	তুকরতে,	টুকরোতে,	
sontoshpur,	সন্ত্সপুর,	সন্তোষপুর,	
shailee,	সালি,	শৈলী,	
saptahokal,	সাপ্থাকল,	সপ্তাহকাল,	
segulor,	সেগুলোর,	সেগুলোর,	
toubar,	তৌবার,	তওবার,	
tottorat,	তত্রতা,	তওরাত,	
kkhur,	ক্ষুর,	ক্ষুর,	
inamil,	ইনামিল,	এনামেল,	
digreeke,	দিগ্রীকে,	ডিগ্রিকে,	
bondhuvabaponyo,	বন্ধুবাপ্বন্য,	বন্ধুভাবাপন্ন,	
praapokke,	প্রাপককে,	প্রাপককে,	
babilon,	বাবিলন,	ব্যাবিলন,	
duburir,	দুবরীর,	ডুবুরির,	
rajotta,	রাজত্ত,	রাজত্ব,	
conshervation,	কন্সরেশভেশন,	কনসারভেশন,	
gabeshokgon,	গবেষক্গণ,	গবেষকগণ,	
mehnotti,	মেহনটি,	মেহনতি,	
chasee,	চাসি,	চেস,	
udar,	উদার,	উদর,	
thakey,	ঠাকে,	থাকে,	
porikhar,	পরিখার,	পরিখার,	
arthanitike,	আর্থনিতিকে,	অর্থনীতিকে,	
oitihyer,	অতিহ্যের,	ঐতিহ্যের,	
poper,	পপের,	পোপের,	
seater,	সিতের,	সিটের,	
lokkhero,	লক্ষের,	লক্ষেরও,	
manabsamajer,	মানবসমজের,	মানবসমাজের,	
pachtar,	পাঁটার,	পাঁচটার,	
janoikaa,	জননিকা,	জনৈকা,	
abul,	অবুল,	আবুল,	
bekey,	বেকে,	বেঁকে,	
ohang,	অহ্য,	অহং,	
messenger,	মেসেস্গের,	মেসেঞ্জার,	
onupater,	অনুপতের,	অনুপাতের,	
daver,	দাবের,	ডোভার,	
koyeeri,	কোয়েরি,	কোয়েরি,	
shringey,	শ্রীগে,	শৃঙ্গে,	
licencing,	লিইসেং,	লাইসেন্সিং,	
grambasi,	গ্রাম্বাসী,	গ্রামবাসী,	
venice,	ভেনিসে,	ভেনিস,	
marier,	মারির,	ম্যারির,	
diniphition,	ডিনিফিশন,	ডেফিনেশন,	
varpur,	ভারপুর,	ভরপুর,	
siramiqs,	সিরামিক,	সিরামিকস,	
sotteo,	সত্যে,	সত্ত্বেও,	
lainde,	লায়েন্ডে,	ল্যান্ডে,	
baugey,	বাগু,	বাগে,	
chaaktir,	চাক্তির,	চাকতির,	
gasthii,	গাস্থি,	গোষ্ঠীই,	
jathon,	যাঠন,	যথন,	
mukhomandoler,	মুখমান্ডলের,	মুখমণ্ডলের,	
kiirti,	কিরিটি,	কীর্তি,	
pacchen,	পাচেন,	পাচ্ছেন,	
weenis,	ভেনিস,	ভেনিস,	
samanwitavabe,	সমান্তভভাবে,	সমন্বিতভাবে,	
somratder,	সম্রাদ্রের,	সম্রাটদের,	
byatikromdhormi,	ব্যাত্তৃমর্মমী,	ব্যতিক্রমধর্মী,	
nothibhukto,	নথিভূক্ত,	নথিভুক্ত,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
prakalpotike,	প্রকলপতিকে,	প্রকল্পটিকে,	
shukranu,	শুক্রুণ,	শুক্রানু,	
songosthati,	সংস্ঠাতি,	সংস্থাটি,	
shelim,	সেলিম,	সেলিম,	
deenes,	ডিনেস,	দীনেশ,	
lohaar,	লোহার,	লোহার,	
byaboharkareei,	ব্যবহারকারী,	ব্যবহারকারীই,	
paree,	পারি,	পাড়ে,	
uporitol,	উপরিতল,	উপরিতল,	
antarctika,	অন্তর্টিক,	অ্যান্টার্কটিকা,	
sheramiksh,	শারামিক্ষ,	সিরামিকস,	
jacksonke,	যাকসংকে,	জ্যাকসনকে,	
mukhmondole,	মুখ্মনলে,	মুখমণ্ডলে,	
satthikota,	সাঠ্যকত,	সঠিকতা,	
byabaharkareederke,	ব্যাহারহারীদেরে,	ব্যবহারকারীদেরকে,	
qarpeta,	কর্পেট,	কার্পেট,	
eukalyptus,	উকলাপ্্যাস,	ইউক্যালিপ্টাস,	
porikkhateo,	পরিক্ষাতে,	পরীক্ষাতেও,	
manohputo,	মানুপুত,	মনঃপুত,	
dajhyo,	দায্য,	দাহ্য,	
sahooseekotar,	সহসুকিতার,	সাহসিকতার,	
shomraat,	সম্রাত,	সম্রাট,	
aajij,	আজিজ,	আজিজ,	
granthao,	গ্রা্থা,	গ্রন্থও,	
sweety,	স্বিত,	সুইটি,	
shaleha,	সলেহ,	সালেহা,	
aqramer,	আক্রমের,	আকরামের,	
ukeliptas,	উকলিপ্্ট,	ইউক্যালিপ্টাস,	
