zoneete,	জনিতে,	যোনীতে,	
aairees,	আইরিস,	আইরিস,	
orghyo,	অর্য,	অর্ঘ্য,	
saarbharer,	সার্ভারের,	সার্ভারের,	
byaboharkareederke,	ব্যাযাকরাকের,	ব্যবহারকারীদেরকে,	
abheedhaaner,	অভিধানের,	অভিধানের,	
ganosachetanata,	গোনাসাচেতা,	গণসচেতনতা,	
oitijhyo,	অতিয্য,	ঐতিহ্য,	
temani,	টেমানি,	তেমনই,	
bager,	বাগের,	বাগের,	
naji,	নাজি,	নাত্সি,	
aviyojan,	অভিযজন,	অভিযোজন,	
ispreedshiit,	ইস্প্র্দিশিন,	স্প্রেডশীট,	
paite,	পাইতে,	পাইতে,	
timathi,	তিমামি,	টিমোথি,	
manohputa,	মন্মুতত,	মনঃপুত,	
letterey,	লেটারের,	লেটারে,	
swajaner,	স্বাজানের,	স্বজনের,	
bomkesh,	বাকেশ,	ব্যোমকেশ,	
okkhor,	অক্ষর,	অক্ষর,	
brake,	ব্রাকে,	ব্রেক,	
sahokaree,	সহকারী,	সহকারী,	
suraropito,	সুরররতিত,	সুরারোপিত,	
machhti,	মাচ্টি,	মাছটি,	
phox,	ফোক,	ফক্স,	
hocker,	হ্কের,	হুকার,	
iispredshiit,	ইস্স্প্রিশিট,	স্প্রেডশীট,	
mumtaz,	মুম্তা,	মুমতাজ,	
bapokotor,	বাপততত,	ব্যাপকতর,	
protistha,	প্রতিষ্ঠ,	প্রতিষ্টা,	
snaipara,	স্নাপির,	স্নাইপার,	
hajarti,	হাজারটি,	হাজারটি,	
songastha,	সংস্ঠা,	সংস্থা,	
poorohitra,	পৌরিত্রা,	পুরোহিতরা,	
timoothi,	তিমোহি,	টিমোথি,	
kanasarabheshana,	কানানভাশন,	কনসারভেশন,	
jillul,	জিলুলল,	জিল্লুল,	
bhagno,	ভাগন,	ভগ্ন,	
dabhara,	দাভার,	ডোভার,	
heawy,	হেভি,	হেভি,	
chhotogalpe,	ছত্পাললে,	ছোটগল্পে,	
songkolonti,	সংলকননতি,	সংকলনটি,	
arthurer,	অর্থররের,	আর্থারের,	
palbongsher,	পালবনেের,	পালবংশের,	
veniser,	ভিনিসের,	ভেনিসের,	
kada,	কদদ,	কোডা,	
maladabha,	মালাাবা,	মলদোভা,	
fimel,	ফিমিল,	ফিমেল,	
bimata,	বিমাত,	বিমাতা,	
dharavahiker,	ধারাভাহাকের,	ধারাবাহিকের,	
inasiyinta,	ইনসানিন্ট,	এনসিয়েন্ট,	
chhutite,	ছুতিতে,	ছুটিতে,	
antorvuktimulok,	অন্ত্য্যবক্ককক,	অন্তর্ভুক্তিমূলক,	
score,	স্ক্রে,	স্কোর,	
windo,	উইন্ড্ড,	উইন্ডো,	
gonona,	গোনা,	গণনা,	
pothon,	পথন,	পঠন,	
atohar,	আতাহর,	আতহার,	
ptolemir,	প্টেলমমের,	টলেমির,	
ritesh,	রেটেশ,	রিতেশ,	
delibhara,	ডেলিভার,	ডেলিভার,	
bidghutey,	বিগুততে,	বিদঘুটে,	
torabgunj,	তারজজগ্জ,	তোরাবগঞ্জ,	
chandrima,	চন্দ্রিম,	চন্দ্রিমা,	
muhammad,	মহ্মমম্য,	মুহাম্মদ,	
damanmulok,	দামনমমুল,	দমনমূলক,	
miley,	মিলে,	মিলে,	
pratijogita,	প্রতিজিগতত,	প্রতিযোগীতা,	
onektai,	অনেকতে,	অনেকটাই,	
bhimsen,	ভিম্মেন,	ভীমসেন,	
aieesa,	আইইস,	আইএএস,	
superhera,	সুপেরার,	সুপারহিরো,	
gazipore,	গাজিপর,	গাজিপুর,	
porbotmala,	পর্ত্তালা,	পর্বতমালা,	
batikromshalee,	বৈত্রকশশলী,	ব্যতিক্রমধর্মী,	
samashtigata,	সমস্তিগতত,	সমষ্টিগত,	
ayadabhansada,	অয্যানাস,	অ্যাডভান্সড,	
euror,	এইরর,	ইউরোর,	
sangbadmadhyame,	সং্্যম্যমে,	সংবাদমাধ্যমে,	
youth,	উউথ,	ইয়ুথ,	
sossa,	সসস,	শশা,	
habsi,	হাবসি,	হাবশী,	
shangkulan,	সংক্ললল,	সংকুলান,	
manushi,	মনুশি,	মানুষী,	
bujhechilo,	বানছছছল,	বুঝেছিল,	
moshjidke,	মাশ্দিকে,	মসজিদকে,	
shoo,	শু,	শো,	
siitei,	সিতেই,	শীতেই,	
chhotogolpe,	ছত্পলললে,	ছোটগল্পে,	
poschimey,	পশ্চিমে,	পশ্চিমে,	
samudratate,	সম্প্রতততে,	সমুদ্রতটে,	
puroheetder,	পুর্ত্দেদের,	পুরোহিতদের,	
barakpur,	বারাকুর,	বারাকপুর,	
songrahok,	সংগ্রক,	সংগ্রাহক,	
gronthotikey,	গ্রথনতিকে,	গ্রন্থটিকে,	
mukhyo,	মুখ্য,	মুখ্য,	
musalmanderke,	মুস্মাম্কান্ডের,	মুসলমানদেরকে,	
bagichar,	বাগিচার,	বাগিচার,	
charbon,	চর্বন,	চর্বন,	
palta,	পল্তা,	পালটা,	
bohorompurer,	বহর্মপরের,	বহরমপুরের,	
ghesa,	ঘেস,	ঘেঁষা,	
daqten,	ডাক্টেন,	ডাকতেন,	
bike,	বিকে,	বাইক,	
dormitory,	দর্মিতি,	ডরমিটরি,	
ajuhat,	অগুহত,	অজুহাত,	
kaferderke,	কাফের্কে,	কাফেরদেরকে,	
siddhanto,	সিধ্ধনত,	সিদ্ধান্তও,	
heejee,	হিজি,	হেজ,	
karpeeta,	কর্পেট,	কার্পেট,	
harysoner,	হার্সনের,	হ্যারিসনের,	
pushteer,	পুষ্টির,	পুষ্টির,	
hundai,	হন্ডাই,	হুন্দাই,	
akkharke,	আক্ষরকে,	অক্ষরকে,	
sahozlabhbhotar,	সহ্যাভাতাা,	সহজলভ্যতার,	
korimkey,	করিককে,	করিমকে,	
shnaipara,	স্নাপির,	স্নাইপার,	
turqmen,	তুর্মমন,	তুর্কমেন,	
qota,	কোত,	কোটা,	
bahaal,	বাহাল,	বহাল,	
horiddare,	হরিদ্রা,	হরিদ্বারে,	
as,	আস,	অস,	
militaryte,	মিলাটিত্টে,	মিলিটারিতে,	
kamola,	কমমলল,	কামলা,	
madaspushto,	মাদ্পপ্ত,	মদদপুষ্ট,	
qaferderkey,	কাফ্রেকেকে,	কাফেরদেরকে,	
prostutkarak,	প্রত্্ত্যককার,	প্রস্তুতকারক,	
estaniya,	এস্টানিয়া,	এস্তোনিয়া,	
jyaqasana,	জ্যাকান্স,	জ্যাকসন,	
anyarup,	আন্যার্প,	অন্যরূপ,	
zacksan,	যা্যাকন,	জ্যাকসন,	
torkaryr,	তারকারির,	তরকারীর,	
resort,	রেসর্ট,	রিসোর্ট,	
aanhu,	আনুহ,	আনহু,	
cholochchitragulor,	চল্চচিলগচললর,	চলচ্চিত্রগুলোর,	
kaando,	কান্ড,	কাণ্ড,	
postkay,	পাস্তা,	পোস্টকে,	
debeting,	ডেবেনিং,	ডিবেটিং,	
qingdom,	কিন্দম,	কিংডম,	
bagdadii,	বাদ্দাই,	বাগদাদী,	
sten,	স্টেন,	স্টেন,	
daawn,	দাবন,	ডাউন,	
armenan,	আর্মেনন,	আর্মেনিয়ান,	
oboshorer,	অবশরের,	অবসরের,	
saatzoner,	সত্যনের,	সাতজনের,	
farid,	ফারিড,	ফরিদ,	
rijur,	রিজুর,	রিজুর,	
baagicar,	বাগিকার,	বাগিচার,	
botgach,	বাগাচ,	বটগাছ,	
charban,	চারবান,	চর্বন,	
imarjinsi,	ইম্রানিসি,	এমার্জেন্সি,	
eksapresana,	এক্সপ্রেন,	এক্সপ্রেশন,	
ramantik,	রামন্তিক,	রোমান্টিক,	
digrike,	জিগ্রিকে,	ডিগ্রিকে,	
laaishenshh,	লাইনসে,	লাইসেন্স,	
swapod,	স্বপপদ,	শ্বাপদ,	
sobrakomer,	সব্রমমের,	সবরকমের,	
mukhamandaley,	মৌখ্মানলে,	মুখমণ্ডলে,	
seector,	সেক্টর,	সেক্টর,	
sadena,	সদেন,	সাডেন,	
tophaat,	টোপট,	তফাৎ,	
madhobi,	মধ্বী,	মাধবীর,	
jonmato,	জন্মত,	জন্মাত,	
aashirbaad,	আশিশ্রাবদ,	আশির্বাদ,	
choudhureer,	চৌধ্রীর,	চৌধুরীর,	
shten,	স্টেন,	স্টেন,	
nicqel,	নিককেল,	নিকেল,	
serverti,	সেবরর্টি,	সার্ভারটি,	
abasarer,	আবসারের,	অবসরের,	
chalachchitrogulor,	চাচচচচচচচললল্র,	চলচ্চিত্রগুলোর,	
somratra,	সম্ত্রা,	সম্রাটরা,	
highcomissione,	হিইল্্মমেশন,	হাইকমিশনে,	
pra,	প্র,	প্রো,	
amerika,	আমেরিকা,	আমেরিকা,	
niropekshtar,	নিপপক্ষের্র,	নিরপেক্ষতার,	
shoshoa,	শশ্া,	শশা,	
rato,	রাত,	রত,	
karuna,	করুনা,	করুণা,	
mithener,	মেঠেন,	মিথেনের,	
food,	ফোড,	ফুড,	
srabosty,	স্র্বস্তি,	শ্রাবস্তী,	
scholastic,	স্লাল্স্টি,	স্কলাস্টিক,	
saafi,	সাফি,	সাফি,	
societykey,	স্যিক্যেকে,	সোসাইটিকে,	
pabo,	পব্ব,	পাব,	
eideen,	এডিন,	এইদিন,	
canflict,	কান্লিকক,	কনফ্লিক্ট,	
tap,	টপপ,	ট্যাপ,	
vaider,	ভাইডের,	ভাইদের,	
deefinision,	ডিফিনিশন,	ডেফিনেশন,	
parqing,	পার্কিং,	পার্কিং,	
kingdom,	কিন্দম,	কিংডম,	
grambashio,	গ্রামসসসী,	গ্রামবাসীও,	
durtomo,	দূর্তম,	দূরতম,	
phising,	ফেসিং,	ফিসিং,	
shkolashtic,	স্লাললসটিট,	স্কলাস্টিক,	
planeti,	প্লাননটি,	প্লেনটি,	
chitronatyokar,	চিত্রন্তার,	চিত্রনাট্যকার,	
soomee,	সমমি,	সুমি,	
duburira,	দুব্রির,	ডুবুরিরা,	
raitasa,	রাটিস,	রাইটস,	
prosadhoni,	প্রশাননি,	প্রসাধনী,	
mozlishpur,	মালিলপুর,	মজলিশপুর,	
sayaneda,	সাযানেড,	সায়ানাইড,	
modeltigulo,	মেদিলিলললল,	মডেলগুলো,	
onucheeder,	অনুচ্ছের,	অনুচ্ছেদের,	
padarthabid,	পদ্্্বাদ্বী,	পদার্থবিদ,	
bujhleo,	বুললে,	বুঝলেও,	
restuarant,	রেস্ট্রান্ট,	রেষ্টুরেন্ট,	
miracle,	মিরালল,	মিরাকেল,	
nathibhookto,	নাথিবক্ত,	নথিভুক্ত,	
opargota,	অপরগতত,	অপারগতা,	
nagorikderkey,	নগর্দকেকে,	নাগরিকদেরকে,	
sachetanatamulak,	সাচাতাননামাক,	সচেতনতামূলক,	
trans,	ট্রান্স,	ট্রান্স,	
prapokkey,	প্রপপককে,	প্রাপককে,	
uporoshtho,	উপপ্থ,	উপরস্থ,	
onodhikaar,	অনুধিকার,	অনধিকার,	
kanthar,	কান্থার,	কাঁথার,	
agamanke,	অগানাকে,	আগমনকে,	
mookhomandoler,	মৌখ্মাললের,	মুখমণ্ডলের,	
bheenama,	ভিননম,	ভেনম,	
senabahinike,	সেনানভানকেকে,	সেনাবাহিনীকে,	
jaubankal,	জৌবনকাল,	যৌবনকাল,	
seeramiks,	সিরািক্স,	সিরামিকস,	
chalochchitreei,	চলচচচ্্রি,	চলচ্চিত্রেই,	
bbiswashi,	বিশ্বশশী,	বিশ্বাসই,	
sausage,	সসসগে,	সসেজ,	
prachuryer,	প্রচর্যের,	প্রাচুর্যের,	
poste,	পাস্টে,	পোষ্টে,	
thailand,	তাইল্ডান,	থাইল্যান্ড,	
digri,	দিগ্রি,	ডিগ্রি,	
bipojjonok,	বিপজননন,	বিপজ্জনক,	
parqs,	পার্্স,	পার্কস,	
hoola,	হোলা,	হোল,	
protijogiira,	প্রতিগগগগার,	প্রতিযোগীরা,	
reejideencee,	রেজিনিদ্ড,	রেসিডেন্স,	
meetar,	মেতার,	মিত্র,	
fala,	ফাল,	পোলো,	
robe,	রবে,	রবে,	
sorajur,	সররজুর,	সরযূর,	
steena,	স্টেন,	স্টেন,	
marathi,	মারাথি,	মরাঠি,	
aparogata,	অপারতত,	অপারগতা,	
ibhaner,	ইভেনের,	ইভানের,	
