keke,	কেক,	কেকে,	
jeans,	জিন্স,	জিন্স,	
koordira,	কোর্দিরা,	কুর্দিরা,	
ajimpoor,	আজিমপুর,	আজিমপুর,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
diares,	ডায়ারেস,	ডিআরএস,	
bonvumi,	বনভূমি,	বনভূমি,	
yuqeliptas,	ইয়েকিলপাস্ট,	ইউক্যালিপ্টাস,	
jerokom,	জেরকম,	যেরকম,	
shchalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
chitronatyakar,	চিত্রনা্যকার,	চিত্রনাট্যকার,	
recondition,	রেকন্ডিশন,	রিকন্ডিশন,	
shooknaa,	শুক্না,	শুকনা,	
herpher,	হারফের,	হেরফের,	
taufiq,	তৌফিক,	তৌফিক,	
gosti,	গোষ্টি,	গোষ্ঠী,	
inapharameeshana,	ইনফারমেশন,	ইনফরমেশন,	
tistaar,	টিস্টার,	তিস্তার,	
alaul,	আলাল,	আলাওল,	
pala,	পল,	পোলো,	
rifleksa,	রাইফেলক্স,	রিফ্লেক্স,	
vromoner,	ভ্রমণের,	ভ্রমণের,	
dee,	ডে,	ডে,	
informeshon,	ইন্ফর্মেশন,	ইনফরমেশন,	
kormyi,	কর্মী,	কর্মই,	
korkotkranti,	কর্কত্রন্টি,	কর্কটক্রান্তি,	
eemarjeensi,	এমেরজন্সী,	এমার্জেন্সি,	
tenish,	টেনিস,	টেনিস,	
shkolashtik,	স্কলাস্টিক,	স্কলাস্টিক,	
chaloke,	চালকে,	চালকে,	
meetropolitan,	মিত্রোলিপান,	মেট্রোপলিটন,	
sohingsotar,	সহিংসতার,	সহিংসতার,	
spancer,	স্পান্সের,	স্পেন্সার,	
olimpik,	অলিম্পিক,	অলিম্পিক,	
relance,	রিল্যান্স,	রিলায়েন্স,	
korleo,	করলেও,	করলেও,	
abhidhaaneek,	অভিধানিক,	অভিধানিক,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
kanai,	কানই,	কানাই,	
telakoocha,	টেলাকোচ,	তেলাকুচা,	
volapuk,	ভোলাপুক,	ভোলাপুক,	
pitthe,	পিঠে,	পীঠে,	
conshervation,	কনস্রেভেশন,	কনসারভেশন,	
eura,	ইউর,	ইউরো,	
provura,	প্রভূরা,	প্রভুরা,	
licencing,	লিয়েন্সিং,	লাইসেন্সিং,	
bibade,	বিবাদে,	বিবাদে,	
baaraakpur,	বারাকপুর,	বারাকপুর,	
nischoy,	নিশ্চে,	নিশ্চয়,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
koda,	কোড,	কোড,	
hajirhat,	হাজিহাট,	হাজিরহাট,	
wenom,	বেনম,	ভেনম,	
procharonamoolok,	প্রচারনামূলক,	প্রচারণামূলক,	
uthaney,	উঠানে,	উঠানে,	
bayi,	বাই,	বাঈ,	
mulgoto,	মুলগত,	মূলগত,	
satorkovabe,	সত্রকভাবে,	সতর্কভাবে,	
shkalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
shatoke,	সাতকে,	শতকে,	
arik,	এরিক,	আরিক,	
siima,	সীম,	সীমা,	
obharbhiu,	অভার্ভিয়,	ওভারভিউ,	
oshamorik,	অসামারিক,	অসামরিক,	
modelling,	মডিলেং,	মডেলিং,	
shoori,	শুরি,	সুরি,	
patzat,	পাতাত,	পাটজাত,	
madal,	মদল,	মাদল,	
panchasjan,	পঞ্চাশন,	পঞ্চাশজন,	
sachetanotamulak,	স্বেচানতামূলক,	সচেতনতামূলক,	
akkaash,	আককাশ,	আককাস,	
zommu,	জম্মু,	জম্মু,	
vabnar,	ভাবনার,	ভাবনার,	
mahe,	মেহ,	মাহে,	
perri,	পেরি,	পেরি,	
arbeet,	অরবিত,	অরবিট,	
monohputo,	মনোপতত,	মনঃপুত,	
hatodaridra,	হাটারাডির্যা,	হতদরিদ্র,	
pade,	পদে,	পাড়ে,	
neutrina,	নিউট্রিন,	নিউট্রিনো,	
hedge,	হেজ,	হেজ,	
kinto,	কিন্ত,	কিনত,	
debdebir,	দেবদেবির,	দেবদেবীর,	
korkatkranti,	কর্কত্রন্টি,	কর্কটক্রান্তি,	
madhuri,	মধুরি,	মাধুরী,	
onodhikar,	অনধিকার,	অনধিকার,	
suparahiroo,	সুপারহির,	সুপারহিরো,	
daackticket,	ডাক্টিকেট,	ডাকটিকিট,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
sooya,	শোয়া,	সোয়া,	
haryken,	হারিকেন,	হ্যারিকেন,	
polo,	পল,	পোলো,	
besirbhagi,	বেশীরভাগই,	বেশিরভাগই,	
chenja,	চেঁজা,	চেঞ্জ,	
bekey,	বেকে,	বেঁকে,	
chatrorai,	ছাত্ররাই,	ছাত্ররাই,	
otyacharito,	অত্যাচারিত,	অত্যাচারিত,	
armshtronj,	আর্ম্ট্রর্জ,	আর্মস্ট্রং,	
hajarer,	হাজারের,	হাজারের,	
zerusalem,	জেরুসালেম,	জেরুসালেম,	
khatgosher,	খাটগশের,	খরগোসের,	
prosadhoni,	প্রসাধনী,	প্রসাধনী,	
vedanta,	বেদন্ত,	বেদান্ত,	
ingrejra,	ইংরেজার,	ইংরেজরা,	
ooipoka,	উইপাকা,	উইপোকা,	
sahojlabhbhatar,	সহজলভাতার,	সহজলভ্যতার,	
sqolastiq,	স্কলাস্টিক,	স্কলাস্টিক,	
abhiyojan,	অভিযোন,	অভিযোজন,	
janatey,	জনতে,	জানাতে,	
pratiyogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
onchalgoolir,	অঞ্চালগুলির,	অঞ্চলগুলির,	
mononiitoder,	মনননীতদের,	মনোনীতদের,	
iqbalke,	ইকবালকে,	ইকবালকে,	
naazi,	নাজি,	নাত্সি,	
babylone,	বাযালনন,	ব্যাবিলনে,	
neerbahi,	নির্বাহী,	নির্বাহি,	
pleto,	প্লেট,	প্লেটো,	
diibug,	দিবুগ,	ডিবাগ,	
chase,	চাষে,	চেস,	
gardeena,	গার্ডিন,	গার্ডেন,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
mataram,	মোতরাম,	মাতারাম,	
eidhyaning,	ইধ্যানিং,	ইদানীং,	
wault,	উল্ট,	ভল্ট,	
arina,	আরিন,	এরিনা,	
sangasthaner,	সংগ্ঠননের,	সংস্থানের,	
lainde,	লাইন্ড,	ল্যান্ডে,	
tuner,	টুনার,	টিউনার,	
hotodoridro,	হতদরিদ্র,	হতদরিদ্র,	
ghatkey,	ঘটকে,	ঘাটকে,	
cutie,	কুটিই,	কিউটি,	
jatinke,	জতিনকে,	যতীনকে,	
moshzidtike,	মসিষদটিকে,	মসজিদটিকে,	
emargency,	এমরেগন্সি,	এমার্জেন্সি,	
monjhostho,	মঞ্যস্থ,	মঞ্চস্থ,	
joubonbotee,	যৌবনতী,	যৌবনবতী,	
somratra,	সম্রাত্রা,	সম্রাটরা,	
addhattikotar,	আধ্যাত্বিকতার,	আধ্যাত্মিকতার,	
hosheyin,	হোসেইন,	হোসেইন,	
vabnake,	ভাবনাকে,	ভাবনাকে,	
atyacharito,	অত্যচারিত,	অত্যাচারিত,	
definishian,	ডেফিনিশন,	ডেফিনেশন,	
aaeereshe,	আইরেশে,	আইরেসে,	
atyacarito,	অত্যাচারিত,	অত্যাচারিত,	
shikar,	শিকার,	শিকার,	
maldava,	মালদা,	মলদোভা,	
kaalki,	কালকি,	কালকি,	
dharavassyokar,	ধারাাষ্যকার,	ধারাভাষ্যকার,	
uttar,	উত্তর,	উওর,	
bang,	বাং,	ব্যাং,	
paddhatiteo,	পদ্ধতিতে,	পদ্ধতিতেই,	
sahabike,	সাহাবীকে,	সাহাবীকে,	
grambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
ajijer,	আজিজের,	আজিজের,	
naker,	নাকের,	নেকের,	
aminul,	আমিনুল,	আমিনুল,	
kuota,	কুটো,	কোটা,	
parking,	পার্কিং,	পার্কিং,	
brail,	ব্রেল,	ব্রেইল,	
allah,	আল্াাহ,	আল্লাহ্,	
gonohottar,	গণহত্যার,	গণহত্যার,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
pacchi,	পাচ্ছি,	পাচ্ছি,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
sthaponar,	স্থাপনার,	স্থাপনার,	
laboni,	লবণী,	লাবনী,	
peeri,	পেরি,	পেরি,	
chalochchitrei,	চলচ্ত্রেই,	চলচ্চিত্রেই,	
chirantan,	চিরন্তন,	চিরন্তন,	
orthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
naubom,	নববম,	নবম,	
roktokshoroner,	রক্ষতকরণের,	রক্তক্ষরণের,	
manushgulor,	মানুষগুলোর,	মানুষগুলোর,	
sazano,	সাজান,	সাজানো,	
deembakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
kk,	কি,	কেকে,	
totenhaamer,	ততেনহামের,	টটেনহামের,	
aksathe,	অকসাথে,	একসাথে,	
otorkeitey,	অতর্কেতে,	অতর্কিতে,	
zones,	জোনস,	জোন্স,	
deembakreeti,	ডিম্বাকেটি,	ডিম্বাকৃতি,	
byabaharkariderke,	ব্যবারাহকিরদেেে,	ব্যবহারকারীদেরকে,	
deily,	ডেলি,	ডেইলি,	
vvimsenn,	ভিমসেন,	ভীমসেন,	
kona,	কোন,	কোনা,	
shaatjoner,	সাতজনের,	সাতজনের,	
doltagi,	ডললাজাই,	দলত্যাগী,	
prodeeper,	প্রদিপের,	প্রদীপের,	
songbadmadhyamgulote,	সংবাদমগাগুলোতে,	সংবাদমাধ্যমগুলোতে,	
koyartara,	কোয়ার্টার,	কোয়ার্টার,	
partha,	পার্থ,	পার্থ,	
teenti,	টেনটি,	তিনটি,	
silver,	সিলভার,	সিলভার,	
omitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
aaziz,	আজিজ,	আজিজ,	
setite,	সেটিতে,	সেটিতে,	
jotota,	যততা,	যতোটা,	
dakteekiter,	ডাক্তিকের,	ডাকটিকিটের,	
patiganit,	পাতিগানিত,	পাটিগণিত,	
chalochchitreeo,	চলচিত্রে,	চলচ্চিত্রেও,	
nirontar,	নিরন্তার,	নিরন্তর,	
zesa,	জেস,	জেস,	
rinatmok,	ঋরান্মক,	ঋনাত্মক,	
hilser,	হিলসের,	হিলসের,	
sansthagulo,	সংস্থগুলো,	সংস্থাগুলো,	
ralf,	রলফ,	রালফ,	
superheiro,	সুপারেইর,	সুপারহিরো,	
hitokar,	হিতকার,	হিতকর,	
komtee,	কমিট,	কমতি,	
brittakarey,	বৃত্যাকারে,	বৃত্তাকারে,	
shapholler,	সাফললার,	সাফল্যের,	
foolkopi,	ফুলকোপি,	ফুলকপি,	
shaajaano,	সাজান,	সাজানো,	
sures,	সুরেশ,	সুরেশ,	
deilee,	ডেলি,	ডেইলি,	
janoganonar,	জনগণনার,	জনগণনার,	
phimeela,	ফিমেল,	ফিমেল,	
valobasake,	ভালবাসকে,	ভালোবাসাকে,	
kheley,	খেলে,	খেলে,	
bifol,	বিফল,	বিফল,	
salmaner,	সলমানের,	সালমানের,	
tap,	টাপ,	ট্যাপ,	
kreedita,	ক্রিদিত,	ক্রেডিট,	
ragei,	রাগেই,	রাগেই,	
arke,	আর্কে,	আরকে,	
udichi,	উদিখি,	উদীচী,	
eoki,	ইঁকি,	এওকি,	
masters,	মাস্টার্স,	মাস্টার্স,	
maddhukkori,	মধুককরী,	মাধুকরী,	
carpeet,	কার্পেট,	কার্পেট,	
bafal,	বাফাল,	বিফল,	
chuti,	চুটি,	ছুটি,	
abhijojan,	অভিযোজন,	অভিযোজন,	
chattke,	চট্কে,	ছাতকে,	
evar,	ইভার,	এভার,	
laaz,	লাজ,	লাজ,	
shhip,	শিপ,	শিপ,	
chomski,	চমসকি,	চমস্কি,	
jakrit,	যকৃত,	যকৃৎ,	
kushumba,	কুষম্বা,	কুশুম্বা,	
bonoshri,	বনশ্্রী,	বনশ্রী,	
nagarikata,	নাগরিকতা,	নাগরিকতা,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
apocheshta,	অপচেষ্ট,	অপচেষ্টা,	
nirdesika,	নির্দেশিক,	নির্দেশিকা,	
plainey,	প্লেনে,	প্লেনে,	
bhromoner,	ভ্রমণের,	ভ্রমণের,	
mat,	মাত,	ম্যাট,	
naji,	নজি,	নাত্সি,	
