sofir,	শফীর,	সোফির,	
mojlishpoor,	মজলিসপুর,	মজলিশপুর,	
utkhat,	উৎক্ষাত,	উত্খাত,	
torun,	তরুণ,	তরুন,	
dienes,	ডাইনেস,	ডিএনএস,	
toufeek,	তুফিক,	তৌফিক,	
gandhiir,	গান্ধীর,	গান্ধীর,	
torup,	তরুপ,	ট্রুপ,	
otyacharito,	অত্যাচরিত,	অত্যাচারিত,	
grauth,	গ্রুথ,	গ্রোথ,	
chopal,	চপাল,	চপল,	
rohasyati,	রহাশতি,	রহস্যটি,	
aholya,	অহল্য,	অহল্যা,	
anchalgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
choshon,	চোষণ,	চোষণ,	
trayte,	ট্রেইট,	ট্রেতে,	
bachaikrito,	বাচকৃত,	বাছাইকৃত,	
korim,	করিম,	করিম,	
phulkapi,	ফুলকাপি,	ফুলকপি,	
farna,	ফার্না,	ফার্ন,	
prastutkarok,	প্রস্তুতকর,	প্রস্তুতকারক,	
dephinishion,	ডেফিনিশন,	ডেফিনেশন,	
tochnochh,	তোচনোচ,	তছনছ,	
chal,	চাল,	চাল,	
sabchey,	সবছে,	সবচে,	
chirkut,	চিরকুট,	চিরকুট,	
utshahomulok,	উৎসাহমূলক,	উৎসাহমূলক,	
uporitol,	উপরিতল,	উপরিতল,	
asavya,	অসভ্য,	অসভ্য,	
nariider,	নারীদের,	নারীদের,	
protjogiita,	প্রজ্যোগিতা,	প্রতিযোগীতা,	
damonmoolok,	দমম্নুলক,	দমনমূলক,	
pra,	পিএ,	প্রো,	
institutione,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
scare,	স্কার,	স্কোর,	
forex,	ফোরেক্স,	ফরেক্স,	
hena,	হ্যানা,	হেনা,	
taantira,	তন্তীরা,	তাঁতিরা,	
murli,	মুর্লি,	মুরলী,	
vobani,	ভবানী,	ভবানী,	
plane,	প্ল্যান,	প্লেন,	
aaeerese,	আইরেশ,	আইরেসে,	
alubokhara,	অলুবসারা,	আলুবোখারা,	
telakoocha,	তেলকাচা,	তেলাকুচা,	
dhan,	ধান,	ধ্যান,	
jokkho,	যক্ষ,	যক্ষ,	
saainyo,	সৈইন,	সৈন্য,	
silwar,	শিলভার,	সিলভার,	
dharabahikbhabe,	ধারাবিকভাবে,	ধারাবাহিকভাবে,	
sangbadmadhyomgulote,	সংবাদমন্মগূলোতে,	সংবাদমাধ্যমগুলোতে,	
parijaner,	পরিজনের,	পরিজনের,	
roy,	রে,	রায়,	
shikarke,	শিকারকে,	শিকারকে,	
jacqson,	জক্ষণ,	জ্যাকসন,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
senabahinike,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
folo,	ফল,	পোলো,	
labonaktotar,	লবনাক্ততার,	লবণাক্ততার,	
eukalyptush,	ইউক্যালপাসাস,	ইউক্যালিপ্টাস,	
taatey,	তাতে,	তাতে,	
oitijhye,	ঐতিহে,	ঐতিহ্যে,	
oitijjer,	ঐতিহ্জের,	ঐতিহ্যের,	
oporeeshodhito,	অপরিসাধিত,	অপরিশোধিত,	
modeley,	মোডেলে,	মডেলে,	
sahozlabhbhatar,	সহজাভভাতার,	সহজলভ্যতার,	
soomee,	সুমী,	সুমি,	
grambaaseer,	গ্রামবাশীর,	গ্রামবাসীর,	
superheror,	সুপারহারের,	সুপারহিরোর,	
nesnos,	নেশনস,	নেশনস,	
gunoman,	গুণমান,	গুণমান,	
meghey,	মেঘে,	মেঘে,	
aashtikotaa,	আস্টিকোট,	আস্তিকতা,	
samajeri,	সমজারী,	সমাজেরই,	
gostheeti,	গোষ্ঠিটি,	গোষ্ঠীটি,	
onchalgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
sqalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
noitikotar,	নৈতিকতার,	নৈতিকতার,	
marqetim,	মার্কাইটিং,	মার্কেটিং,	
rikondison,	রিকন্ডিসন,	রিকন্ডিশন,	
karmokarer,	কর্মকারের,	কর্মকারের,	
unitsaho,	উনিতসাহ,	ইউনিটসহ,	
vabnake,	ভাবনাকে,	ভাবনাকে,	
pratijogi,	প্রতিযোগী,	প্রতিযোগী,	
futonto,	ফুটন্ত,	ফুটন্ত,	
prostototo,	প্রস্ততত,	প্রস্ত্তত,	
uthhane,	উঠানে,	উঠানে,	
jhankar,	ঝাঁকার,	ঝঙ্কার,	
kkompito,	কম্পিত,	কম্পিত,	
military,	মিলিটারী,	মিলিটারি,	
atwabishvashi,	অত্যবিশাবাসী,	আত্মবিশ্বাসী,	
skoora,	স্কোরা,	স্কোর,	
reliance,	রিলিয়েন্স,	রিলায়েন্স,	
kobutorer,	কববুতের,	কবুতরের,	
khambaa,	খামবা,	খাম্বা,	
sorjur,	সর্জুর,	সরযূর,	
letterey,	ল্যাটারি,	লেটারে,	
mojdoor,	মজদুর,	মজদুর,	
jealand,	জিল্যান্ড,	জিল্যান্ড,	
noditi,	নদীতি,	নদীটি,	
wictor,	উইক্টর,	ভিক্টর,	
jakkha,	যক্ষ্,	যক্ষ,	
makong,	ম্যাক,	মেকং,	
ganaporibahaner,	গণপরিবনহানের,	গণপরিবহনের,	
jatook,	জাতুক,	জাতক,	
mekon,	ম্যাক,	মেকং,	
prodan,	প্রদান,	প্রদাণ,	
geja,	গেজা,	গেজ,	
eexpreession,	এক্সপ্রেসেন,	এক্সপ্রেশন,	
tarkarir,	তরকারির,	তরকারীর,	
madrasar,	মাদরাসার,	মাদ্রাসার,	
marryir,	মেরির,	ম্যারির,	
shhooter,	শুটার,	শ্যুটার,	
foreex,	ফরেক,	ফরেক্স,	
graambasi,	গ্রামবাসী,	গ্রামবাসী,	
ancholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
formet,	ফরমেট,	ফরম্যাট,	
porishkoron,	পরিষ্কারণ,	পরিষ্করণ,	
machsaho,	মাচসহ,	মাছসহ,	
bahal,	বহল,	বহাল,	
thesiser,	টেসিসের,	থিসিসের,	
sadeena,	সাদিন,	সাডেন,	
teempaleeta,	টিম্পলিটা,	টেম্পলেট,	
alpakichudin,	অল্পকিছাদিন,	অল্পকিছুদিন,	
hafez,	হাফেজ,	হাফেয,	
kantajir,	কান্তজীর,	কান্তজির,	
mane,	মনে,	মানে,	
hamasa,	হামাস,	হোমস,	
debdebier,	দেবদিবীর,	দেবদেবীর,	
victor,	ভিক্টোর,	ভিক্টর,	
ragkey,	রাগকে,	রাগকে,	
gaziipur,	গজিপুর,	গাজীপুর,	
akjoge,	একযোগে,	একযোগে,	
chaudhurir,	চৌধুরির,	চৌধুরীর,	
bhiktara,	ভিক্টোর,	ভিক্টর,	
masjidsaha,	মাসজিদসহ,	মসজিদসহ,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
eenasiyeenta,	আইনসসিয়েন্ট,	এনসিয়েন্ট,	
cyanide,	স্যানিডেড,	সায়ানাইড,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
falokti,	ফালকটি,	ফলকটি,	
lokhindare,	লোখিনদারে,	লখিন্দরের,	
purbanchale,	পূর্বানচালে,	পূর্বাঞ্চলে,	
janagononar,	জনগণনার,	জনগণনার,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
kathmandu,	কাঠমন্দু,	কাঠমান্ডু,	
twoei,	ত্বুই,	ত্বকেই,	
majuter,	মজুতের,	মজুতের,	
statione,	স্টেশনে,	ষ্টেশনে,	
ancholtike,	আঞ্চলিকে,	অঞ্চলটিকে,	
akhando,	আখন্দ,	অখন্ড,	
damodar,	দামোদর,	দামদর,	
chhidropothe,	ছিদ্রপথে,	ছিদ্রপথে,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
potocheetrer,	পদচিত্রের,	পটচিত্রের,	
groth,	গ্রথ,	গ্রোথ,	
jalatanko,	জলবাকান,	জলাতঙ্ক,	
shikhar,	শিখর,	শিকার,	
huqar,	হুকার,	হুকার,	
nadimatrik,	নাদিমাত্রিক,	নদীমাতৃক,	
janachhe,	জনচে,	জানাচ্ছে,	
dalee,	ডলে,	ডালে,	
koordider,	কুর্দিদের,	কুর্দিদের,	
amorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
societytey,	সকিটাতি,	সোসাইটিতে,	
jeebonjapon,	জীবনযাপন,	জীবনযাপন,	
satarkatar,	সর্তকতার,	সতর্কতার,	
bangyer,	বঙ্গের,	ব্যাঙের,	
biswashi,	বিশ্বাসী,	বিশ্বাসই,	
shringga,	শ্রীঙ্গ,	শৃঙ্গ,	
vaibon,	বাইবন,	ভাইবোন,	
prosadhaner,	প্রশাধানের,	প্রসাধনের,	
majlish,	মজলিস,	মজলিশ,	
jatti,	জাত্তি,	জাতটি,	
avatara,	অটযাটার,	অবতার,	
madraji,	মাদ্রাজী,	মাদ্রাজি,	
horus,	হরুস,	হোরাস,	
abheedhanic,	আভিধানিক,	অভিধানিক,	
fokskon,	ফক্সন,	ফক্সকন,	
horipur,	হরিপুর,	হরিপুর,	
khappor,	খাপপোর,	খপ্পর,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
lidars,	লিডার্স,	লিডার্স,	
bbosonto,	বসন্ত,	বসন্ত,	
huk,	হুক,	হুক,	
jubokder,	যুবকদের,	যুবকদের,	
serverty,	শার্ভারটি,	সার্ভারটি,	
sotorko,	সত্তর্ক,	সতর্ক,	
debate,	দেবাতে,	ডিবেট,	
ghumacche,	ঘুমাচে,	ঘুমাচ্ছে,	
teemothy,	তিমথি,	টিমোথি,	
emarjensi,	এমেরজেনসি,	এমার্জেন্সি,	
vastuvad,	বস্তুবাদ,	বস্তুবাদ,	
sanaktakaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
nirikha,	নীরিখ্,	নিরিখ,	
ragee,	রাগী,	রাগী,	
dharagulo,	ধারাগুলো,	ধারাগুলো,	
angkita,	অংকিত,	অঙ্কিতা,	
neemeette,	নিমিতে,	নিমিত্তে,	
shepherd,	শেফার্ড,	শেফার্ড,	
lutheeran,	লুঠিরণ,	লুথেরান,	
venkatesh,	ভেনাকেটস,	ভেঙ্কটেশ,	
gondogol,	গণ্ডগল,	গন্ডগোল,	
miari,	মিরা,	ম্যারি,	
modhyekar,	মধ্যেকার,	মধ্যেকার,	
hoondayi,	হুন্াই,	হুন্দাই,	
olympic,	অলিম্পিক,	অলিম্পিক,	
bamon,	বামন,	বামন,	
johnsh,	জনস,	জন্স,	
balokarok,	বালকারক,	বলকারক,	
mookhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
sahosikotaar,	সহসিকতার,	সাহসিকতার,	
abasare,	আবাসরে,	অবসরে,	
jaroori,	জরুরী,	জরূরী,	
kaande,	কাঁদে,	কাণ্ডে,	
ganakantha,	গণকান্থ,	গণকণ্ঠ,	
krom,	ক্রম,	ক্রম,	
manohputo,	মানবুত,	মনঃপুত,	
rato,	রত,	রত,	
jomkaalo,	জমকালও,	জমকালো,	
sipht,	সিফ,	শিফট,	
aashtikota,	আস্তিকতা,	আস্তিকতা,	
anchalsaho,	আঞ্চলসহ,	অঞ্চলসহ,	
aarcia,	আর্কিয়া,	আরসিএ,	
jhalkathee,	ঝালকাঠি,	ঝালকাঠী,	
provritite,	প্রভূতিতে,	প্রভৃতিতে,	
tekno,	টেকনো,	টেকনো,	
mukhomondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
quartar,	কার্টার,	কোয়ার্টার,	
maroofer,	মারুফের,	মারুফের,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
cannel,	ক্যানেল,	ক্যানেল,	
kumarir,	কুমারির,	কুমারীর,	
manush,	মনস,	মানুষ,	
gatee,	গেট,	গ্যেটে,	
choudhurider,	চৌধুদিরের,	চৌধুরীদের,	
homesh,	হোমেশ,	হোমস,	
nirapottamulok,	নিরাপতম্মকূল,	নিরাপত্তামূলক,	
safiin,	শফিন,	সাফিন,	
bongshokey,	বংশকে,	বংশকে,	
wishnu,	উষ্ণু,	বিষ্ণু,	
debete,	দেবেতে,	ডিবেট,	
jeelyand,	জিল্যান্ড,	জিল্যান্ড,	
netsi,	নেটসি,	নাত্সি,	
cholochchitrotike,	চলচিচ্রিতিকে,	চলচ্চিত্রটিকে,	
netherlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
maradeho,	মারাদেহ,	মরদেহ,	
guzon,	গুজন,	গুজব,	
batikromee,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
