chirohorit,	চিহরিত,	চিরহরিৎ,	
orghyo,	অর্ঘ,	অর্ঘ্য,	
kakhnoba,	কক্ষণবা,	কখনওবা,	
hitaishi,	হিটেশি,	হিতৈষী,	
athar,	আঠার,	আতহার,	
michiler,	মিইকিলের,	মিছিলের,	
jamjomat,	যম্মমত,	জমজমাট,	
bagdad,	বাজদাদ,	বাগদাদে,	
juktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
gacher,	গাছের,	গাছের,	
sikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
routine,	রাউটিন,	রুটিন,	
sikarer,	শিকারের,	শিকারের,	
koota,	কোটা,	কোটা,	
maroofer,	মারুফের,	মারুফের,	
besarkarikaran,	বেসরকারিকরণ,	বেসরকারিকরণ,	
ganaporibahaner,	গণপরিবহনের,	গণপরিবহনের,	
scholarsip,	স্কলারশিপ,	স্কলারশিপ,	
ponjeekar,	পঞ্জিকার,	পঞ্জিকার,	
proteesthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
uchchotara,	উচ্চতারা,	উচ্চতর,	
prodan,	প্রদান,	প্রদাণ,	
eporjonta,	এপরজন্ত,	এপর্যন্ত,	
cheerkoot,	চিরকুট,	চিরকুট,	
tokei,	তোকেই,	ত্বকেই,	
ahalyar,	অহল্যার,	অহল্যার,	
karmasansthan,	কর্মসস্থান,	কর্মসংস্থান,	
ganonatyo,	গণনাত্য,	গণনাট্য,	
boonot,	বুনট,	বুনট,	
kanar,	কানার,	কণার,	
bonshi,	বনশি,	বংশী,	
bagdady,	বাজদাদি,	বাগদাদী,	
amshtrong,	অম্স্ট্রং,	আর্মস্ট্রং,	
jar,	যার,	জ্বর,	
tookrokey,	টুকরকে,	টুকরোকে,	
upbasher,	উপবাসের,	উপবাসের,	
drissogoolote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
aarcie,	আর্সি,	আরসিএ,	
qings,	কিংস,	কিংস,	
dipon,	ডিপন,	দীপন,	
allahabadey,	আলাহাবাদে,	এলাহাবাদে,	
engrejer,	ইংরেজের,	ইংরেজের,	
obhijojon,	অভিযোজন,	অভিযোজন,	
ateeteo,	আতিতেও,	অতীতেও,	
engineerin,	এঞ্জিনিরিন,	ইঞ্জিনিয়ারিং,	
transafarma,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
kommppito,	কম্পিত,	কম্পিত,	
annorup,	অন্যরূপ,	অন্যরূপ,	
cbi,	ছিবি,	সিবিআই,	
jamkaalo,	জামকালো,	জমকালো,	
vaphara,	ভাফার,	বাফার,	
shashtra,	শাস্ত্র,	শাস্ত্র,	
debaag,	দেবাগ,	ডিবাগ,	
karlosh,	কার্লস,	কার্লোস,	
shilvar,	সিলভার,	সিলভার,	
scifi,	স্ফি,	সাইফাই,	
naneer,	নানির,	নানীর,	
silwer,	সিলভার,	সিলভার,	
asbab,	আসবাব,	আসবাব,	
suchanakal,	সূচনাকাল,	সূচনাকাল,	
abhijojan,	অভিযোজন,	অভিযোজন,	
shektore,	সেক্টর,	সেক্টরে,	
taunasipa,	টানশিপ,	টাউনশিপ,	
bondii,	বন্দি,	বন্দী,	
dolgulo,	দলগুলো,	দলগুলো,	
shatoker,	শাতকের,	শতকের,	
barbaadoj,	বার্বাডোজ,	বার্বাডোজ,	
nathibhukto,	নথিভূক্ত,	নথিভুক্ত,	
mashjid,	মাসজিদ,	মসজিদ,	
tinti,	তিনটি,	তিনটি,	
ajimke,	আজিমকে,	আজিমকে,	
sarder,	সর্দার,	সরদার,	
wrighter,	ব্রিটার,	রাইটের,	
nickeel,	নিকেল,	নিকেল,	
raktaksharaney,	রক্তকরণে,	রক্তক্ষরণে,	
pujito,	পূজিত,	পুজিত,	
monohputo,	মনোহপুত,	মনঃপুত,	
mail,	মেল,	মাইল,	
patishapta,	পতিশাপ্ত,	পাটিসাপটা,	
doulaa,	ডালা,	দৌলা,	
rijoor,	রিজুর,	রিজুর,	
odhuna,	অধুনা,	অধুনা,	
mandonder,	মানদন্ডের,	মানদণ্ডের,	
cloud,	ক্লাউড,	ক্লাউড,	
babul,	বাবুল,	বাবুল,	
phixing,	ফিকিং,	ফিক্সিং,	
kaathhmaandute,	কাঠমন্ডুতে,	কাঠমান্ডুতে,	
chesha,	চেষা,	চেস,	
sonaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
janar,	জানার,	জানার,	
jonite,	যোনিতে,	যোনীতে,	
mahasova,	মহাসভা,	মহাসভা,	
prosadhoni,	প্রশাধানী,	প্রসাধনী,	
garjon,	গর্জন,	গর্জন,	
rata,	রাট,	রত,	
blacq,	ব্লক,	ব্ল্যাক,	
janmato,	জন্মাত,	জন্মাত,	
tottobar,	তত্ত্ববর,	তওবার,	
akik,	আকিক,	আকিক,	
ganohatyake,	গণহত্যাকে,	গণহত্যাকে,	
jaroori,	জরুরি,	জরূরী,	
basakey,	বসাকে,	বাসাকে,	
hondurus,	হন্দুরুষ,	হন্ডুরাস,	
bi,	বি,	বি,	
nochiketa,	নচিকিতা,	নচিকেতা,	
faaj,	ফাজ,	ফাজ,	
prakalpoguli,	প্রকলপপগুলি,	প্রকল্পগুলি,	
devolapar,	ডেভলপার,	ডেভলপার,	
hazirhaat,	হািিরহাট,	হাজিরহাট,	
shodhan,	সোধান,	শোধন,	
karleo,	করলেও,	করলেও,	
kloj,	ক্লোজ,	ক্লজ,	
bibad,	বিবাদ,	বিবাদ,	
sithilotar,	সিথীলতার,	শিথিলতার,	
melborroner,	মেলবররণের,	মেলবোর্নের,	
fall,	ফল,	ফল,	
zilyanda,	জিল্যান্ড,	জিল্যান্ড,	
aaeerese,	আইরিশে,	আইরেসে,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
joubonbotee,	যৌবনবতী,	যৌবনবতী,	
dijijer,	দিজিজের,	ডিজিজের,	
ramdhonu,	রামধুনু,	রামধনু,	
advanced,	অ্যাডভান্সেড,	অ্যাডভান্সড,	
progreess,	প্রোগ্রেস,	প্রগ্রেস,	
taiteela,	টাইটেল,	টাইটেল,	
ballroom,	বলরুম,	বলরুম,	
brindaboner,	বৃণ্ডাবনের,	বৃন্দাবনের,	
crecenter,	ক্রিজেন্টার,	ক্রিসেন্টের,	
addabaj,	আদ্যাবাজ,	আড্ডাবাজ,	
santoshpur,	সন্ত্ষপুর,	সন্তোষপুর,	
bosben,	বসবেন,	বসবেন,	
flask,	ফ্ল্যাক,	ফ্লাস্ক,	
oedipus,	এদিপুস,	ইডিপাস,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
sainyo,	সৈন্য,	সৈন্য,	
mangoleek,	মঙ্গোলিক,	মাঙ্গলিক,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
prodip,	প্রদিপ,	প্রদীপ,	
shekender,	সেকেন্ডার,	সেকেন্ডের,	
saqara,	সকার,	সকার,	
uindos,	উইন্ডোস,	উইন্ডোস,	
yaq,	যাক,	ইয়াক,	
mokhmoley,	মোখলে,	মখমলে,	
goora,	গোর,	গোর,	
longhan,	লঙ্ঘন,	লংঘন,	
tenisa,	টেনিস,	টেনিস,	
teoyana,	টিওয়ান,	তাইওয়ান,	
poorohitra,	পুরহিত্র,	পুরোহিতরা,	
gaafiloti,	গাফিলোটি,	গাফিলতি,	
pratisthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
upcharzo,	উপচার্য,	উপাচার্য,	
ghetoo,	ঘেটু,	ঘেটু,	
shikare,	শিকারে,	শিকারে,	
tonoo,	তনু,	তনু,	
trayte,	ট্রেট,	ট্রেতে,	
mohajot,	মহাজত,	মহাজোট,	
haridware,	হরিদর্যার,	হরিদ্বারে,	
goshthiti,	গোষ্ঠিতি,	গোষ্ঠীটি,	
elakatite,	এলাকাটিতে,	এলাকাটিকে,	
fishing,	ফিশিং,	ফিসিং,	
elakaao,	এলাকাও,	এলাকাও,	
natians,	নেশান্স,	নেশনস,	
dinar,	দিনার,	ডিনার,	
kormokarer,	কর্মকারের,	কর্মকারের,	
vagirath,	ভাগীরথ,	ভগীরথ,	
hillser,	হিলসের,	হিলসের,	
kompekt,	কম্পেক্ট,	কমপ্যাক্ট,	
obosan,	অবসান,	অবসান,	
augustine,	অগুস্টিন,	অগাস্টিন,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
sahosikotaar,	সহসিকতার,	সাহসিকতার,	
ipl,	ইপল,	আইপিএল,	
laisensa,	লেসেন্স,	লাইসেন্স,	
bhangchur,	ভাঙচুর,	ভাংচুর,	
chirokumari,	চিরকুমারি,	চিরকুমারী,	
muscut,	মাসকাট,	মাস্কাট,	
shoreefpur,	শরীফপুর,	শরিফপুর,	
parshe,	পার্সে,	পার্শ্বে,	
otyacharita,	অত্যাচারিত,	অত্যাচারিত,	
farna,	ফার্ন,	ফার্ন,	
mmeloborrne,	মেলবররনে,	মেলবোর্নে,	
selina,	সেলিনা,	সেলিনা,	
youth,	যৌথ,	ইয়ুথ,	
boudha,	বৌধ,	বৌদ্ধ,	
biswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
kanuner,	কানুনের,	কানুনের,	
praapoker,	প্রাপকের,	প্রাপকের,	
roktokkhorone,	রক্তকরণে,	রক্তক্ষরণে,	
chhatroraai,	ছাত্ররাই,	ছাত্ররাই,	
leta,	লাট,	ল্যাটা,	
nathibhukta,	নথিভূক্ত,	নথিভুক্ত,	
hud,	হাড,	হুড,	
apargota,	অপর্গত,	অপারগতা,	
oitijjho,	ঐতিহ্য,	ঐতিহ্য,	
shiramikasha,	শিরমিকাশা,	সিরামিকস,	
shelina,	সেলিনা,	সেলিনা,	
cholochchitraeeo,	চলচ্তিত্রই,	চলচ্চিত্রেও,	
evar,	ইভার,	এভার,	
nischitorupey,	নিশ্চিতরূপে,	নিশ্চিতরূপে,	
graambashio,	গ্রামবাসিয়া,	গ্রামবাসীও,	
calabe,	চালাবে,	চালাবে,	
debeting,	ডেবিটিং,	ডিবেটিং,	
bonbhumite,	বনভূমিতে,	বনভূমিতে,	
chhuteete,	ছুটিতে,	ছুটিতে,	
keengdom,	কিঙোদম,	কিংডম,	
shoo,	সু,	শো,	
muhamada,	মুহামদা,	মুহাম্মদ,	
madhoboir,	মাধবীর,	মাধবীর,	
kyantana,	ক্যান্টন,	ক্যান্টন,	
institutione,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
jolrang,	জলরাং,	জলরঙ,	
balbo,	বলবো,	বলবো,	
utsahamulak,	উৎসাহমূলক,	উৎসাহমূলক,	
trup,	ট্রুপ,	ট্রুপ,	
rajon,	রজন,	রাজন,	
roialti,	রয়েলটি,	রয়্যালটি,	
mahakabi,	মহাকাবি,	মহাকবি,	
monoputo,	মনোপ্ত,	মনঃপুত,	
manoharpur,	মনোহরপুর,	মনোহরপুর,	
elakatikay,	এলাকাটিকে,	এলাকাটিকে,	
plusey,	প্লাসে,	প্লাসে,	
naubotom,	নবতম,	নবতম,	
vaibonera,	ভাইবনেরা,	ভাইবোনেরা,	
paaree,	পারি,	পাড়ে,	
surke,	সুরকে,	সুরকে,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
sanyal,	সন্্যাল,	সান্যাল,	
janosamaj,	জনসমাজ,	জনসমাজ,	
chabir,	ছবির,	চাবির,	
noter,	নোটের,	নোটের,	
aashtikotaa,	আস্তিকতা,	আস্তিকতা,	
soomitrar,	সমিত্রার,	সুমিত্রার,	
claud,	ক্লাউড,	ক্লাউড,	
sachetan,	সচেতন,	সচেতন,	
kommandar,	কমান্ডার,	কমাণ্ডার,	
baieq,	বেইক,	বাইক,	
andaman,	আন্দমান,	আন্দামান,	
phoster,	ফোস্টার,	ফস্টার,	
azibon,	আজিবন,	আজীবন,	
aswastikar,	অস্বস্তিকর,	অস্বস্তিকর,	
seating,	সিটিং,	সিটিং,	
taale,	তালে,	তালে,	
protyokkhovabey,	প্রত্যাখ্যভাবে,	প্রত্যক্ষভাবে,	
techno,	টেকনো,	টেকনো,	
sarsa,	সর্ষ,	সোর্স,	
shaddhi,	সাধ্যি,	সাধ্বী,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
teksaser,	টেকসসের,	টেক্সাসের,	
shayanaida,	সাওনাইড,	সায়ানাইড,	
sastra,	সাস্ত্র,	শাস্ত্র,	
jones,	জনস,	জোন্স,	
harris,	হ্যারিস,	হ্যারিস,	
bandi,	বন্দি,	বন্দী,	
armstrong,	আর্স্ট্রং,	আর্মস্ট্রং,	
