hitaishi,	হিটাইসই,	হিতৈষী,	
kunntee,	কানটি,	কুন্তী,	
injil,	এঞ্জেল,	ইঞ্জিল,	
aiisa,	আইস,	আইএএস,	
nesnosh,	নেশন্যস,	নেশনস,	
modhumoti,	মধুমতি,	মধুমতী,	
up,	উপ,	আপ,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
shhepha,	সেফ,	শেফ,	
nischitarupey,	নিশ্চিত্রূপে,	নিশ্চিতরূপে,	
muhammad,	মুহাম্মদ,	মুহম্মদ,	
promotioney,	প্রমোশনে,	প্রোমোশনে,	
risorte,	রিসোর্টে,	রিসোর্টে,	
quata,	কোয়াট,	কোটা,	
arashie,	আরাসি,	আরসিএ,	
swosti,	স্বশ্তি,	স্বস্তি,	
baasaake,	বাসাকে,	বাসাকে,	
asabhyaa,	অস্যভ্য,	অসভ্য,	
messengar,	মেসেঙ্গার,	মেসেঞ্জার,	
dolguloo,	দলগুলো,	দলগুলোও,	
chupi,	চুপি,	চুপি,	
kailas,	কালস,	কৈলাস,	
vittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
spreadsheet,	স্প্রডেসিট,	স্প্রেডশীট,	
haze,	হাজে,	হেজ,	
bishnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
parkin,	পার্কিন,	পার্কিং,	
bimata,	বিমতটা,	বিমাতা,	
lokeson,	লোকেশন,	লোকেশন,	
vishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
dankaan,	ডানকান,	ডানকান,	
muhu,	মুহু,	মুহু,	
laaiseensh,	লাইসেন্স,	লাইসেন্স,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
tunar,	টুনার,	টিউনার,	
naniir,	নানীর,	নানীর,	
mugdhota,	মুগ্ধতা,	মুগ্ধতা,	
larshon,	লার্সন,	লারসন,	
kishti,	কিষ্টি,	কিস্তি,	
jaanar,	জানার,	জানার,	
shoshar,	শশার,	সকার,	
goolen,	গুলেন,	গুলেন,	
sangkulan,	সঙ্কুলন,	সংকুলান,	
becha,	বেচা,	বেচা,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
madeling,	ম্যাডলিং,	মডেলিং,	
bhromoner,	ভ্রমণের,	ভ্রমণের,	
everest,	ইবারেস্ট,	এভারেস্টে,	
bhogiroth,	ভগীরথ,	ভগীরথ,	
nebhate,	নেভাতে,	নেভাতে,	
deebatee,	দিবতী,	ডিবেট,	
stana,	স্টন,	স্টোন,	
meghachchanno,	মেঘাচ্যন্ন,	মেঘাচ্ছন্ন,	
mangalik,	মঙ্গলিক,	মাঙ্গলিক,	
rupdan,	রূপদান,	রুপদান,	
raya,	রয়,	রায়,	
jatata,	যতটা,	যতোটা,	
adhito,	অধিত,	অধীত,	
makong,	ম্যাকাং,	মেকং,	
ingrezra,	ইংগেরেজরা,	ইংরেজরা,	
moofti,	মুফতি,	মুফতি,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
sorjur,	সর্যুর,	সরযূর,	
ramonar,	রমনার,	রমনার,	
hoonayin,	হুনাইন,	হুনাইন,	
hood,	হোদ,	হুড,	
foloshruti,	ফলস্রুতি,	ফলশ্রুতি,	
hamburg,	হাম্বার্গ,	হামবুর্গ,	
coolin,	কুলিন,	কুলিং,	
ministerer,	মিনিস্টারের,	মিনিস্টারের,	
dweepgulo,	দ্বীপগুলো,	দ্বীপগুলো,	
shikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
tobe,	তবে,	টবে,	
rilayensha,	রিলয়েন্স,	রিলায়েন্স,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
besirbhagi,	বেশীরভাগই,	বেশিরভাগই,	
siramikasa,	সিরামিকাস,	সিরামিকস,	
uddhritir,	উদ্ধৃতির,	উদ্ধৃতির,	
khaaneker,	খানেকের,	খানেকের,	
lokeshon,	লোকেশন,	লোকেশন,	
nothivukto,	নথিভুক্ত,	নথিভুক্ত,	
nuton,	নটন,	নূতন,	
chalachchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
saamaanyai,	সামানযয়াই,	সামান্যই,	
vumij,	ভুমিজ,	ভূমিজ,	
phimel,	ফিমেল,	ফিমেল,	
mumtazer,	মমতাজের,	মুমতাজের,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
byapoktor,	ব্যাপক্টর,	ব্যাপকতর,	
ekla,	একলা,	একলা,	
danab,	দানব,	দানব,	
wolapuk,	ওলাপুক,	ভোলাপুক,	
reflex,	রেফেল্স,	রিফ্লেক্স,	
modelgulo,	মদেলগুলো,	মডেলগুলো,	
saatzon,	সতজন,	সাতজন,	
bahubar,	বহুবার,	বহুবার,	
shreeshree,	শ্রীশ্রী,	শ্রীশ্রী,	
sulfatee,	সুলফাটি,	সালফেট,	
naneer,	নানির,	নানীর,	
bouddho,	বদ্ধ,	বৌদ্ধ,	
biswash,	বিশ্বাস,	বিশ্বাস,	
kirti,	কীরটি,	কীর্তি,	
ejenda,	এজেন্ড,	এজেন্ডা,	
enjineers,	এঞ্জিনার্স,	ইঞ্জিনিয়ার্স,	
ever,	ইভার,	এভার,	
kormyi,	কর্মই,	কর্মই,	
engrezra,	ইংগ্রেজরা,	ইংরেজরা,	
beshirvagyi,	বেশীরভাগই,	বেশিরভাগই,	
siddhantogulo,	সিধ্যান্তগুলো,	সিদ্ধান্তগুলো,	
dienes,	ডাইনেস,	ডিএনএস,	
nothibhukteer,	নথিভুক্তির,	নথিভুক্তির,	
jonogononar,	জনগণনার,	জনগণনার,	
sangastha,	সংস্থ,	সংস্থা,	
phern,	ফার্ন,	ফার্ন,	
ghumachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
schedule,	স্কেডুল,	শিডিউল,	
torabgonj,	তরব্যগঞ্জ,	তোরাবগঞ্জ,	
homser,	হমসের,	হোমসের,	
surokarder,	সুরকরদের,	সুরকারদের,	
jibnagar,	জীবনগর,	জীবননগর,	
jaistha,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
antarbhuktimulak,	অন্তর্ভাতিমূলক,	অন্তর্ভুক্তিমূলক,	
vip,	ভীপ,	ভিআইপি,	
umedpoor,	উমেদপুর,	উমেদপুর,	
seekkhokke,	শিক্ষককে,	শিক্ষককে,	
bisheshyer,	বিশেষ্যের,	বিশেষ্যের,	
samanyai,	সামানযয়,	সামান্যই,	
songrahak,	সংগ্রাহক,	সংগ্রাহক,	
nischoy,	নিশ্চৈ,	নিশ্চয়,	
aamudey,	আমুদে,	আমুদে,	
iceberg,	ইসাবের্গ,	আইসবার্গ,	
gage,	গাগে,	গেজ,	
bondhubhabapanno,	বন্ধুববপন্ন,	বন্ধুভাবাপন্ন,	
bona,	বোন,	বোনা,	
joneser,	জননেসের,	জোন্সের,	
dokaangulotey,	দোকানগুলোতে,	দোকানগুলোতে,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
beeswasi,	বিশ্বাসী,	বিশ্বাসী,	
byaboharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
brinde,	ব্রিন্ডে,	বৃন্দ,	
phutanta,	ফুটান্ট,	ফুটন্ত,	
hyarikena,	হ্যারিকেন,	হ্যারিকেন,	
rajon,	রাজন,	রাজন,	
doulaa,	দৌল,	দৌলা,	
dijijer,	দিজিজের,	ডিজিজের,	
ekoirokom,	ইকরিকম,	একইরকম,	
thaakeni,	থাকেনই,	থাকেনি,	
shikshakder,	শিক্ষাকদের,	শিক্ষকদের,	
asovvo,	অস্ব,	অসভ্য,	
hoteelti,	হটিলটি,	হোটেলটি,	
nutunotto,	নতুনত্ব,	নতুনত্ব,	
thelaa,	ঠেলা,	ঠেলা,	
chirkut,	চির্কুত,	চিরকুট,	
gostigoolo,	গস্তিগুলো,	গোষ্ঠীগুলো,	
bagey,	বাগে,	বাগে,	
arthat,	অর্থাত,	অর্থাৎ,	
nikeela,	নিক্লেল,	নিকেল,	
bahaati,	বাহাটি,	বাহাতি,	
hoj,	হোজ,	হয,	
dwipei,	দ্বীপেই,	দ্বীপেই,	
bhittow,	ভিত্ত,	ভিত্তিও,	
shasankorta,	শাসনকর্তা,	শাসনকর্তা,	
korimpur,	করিমপুর,	করিমপুর,	
durvagyo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
ministara,	মিনিস্টর,	মিনিস্টার,	
chhathke,	ছাঠকে,	ছাতকে,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
daacktickete,	ডাক্তিকেতে,	ডাকটিকিটে,	
skart,	স্কার্ট,	স্কার্ট,	
ingrezder,	ইংরেজদের,	ইংরেজদের,	
paaree,	পারি,	পাড়ে,	
ansarir,	আনসারির,	আনসারীর,	
gripe,	গ্রীপে,	গ্রিপ,	
engineersh,	ইঞ্জিনার্স,	ইঞ্জিনিয়ার্স,	
ishan,	ঈশন,	ঈশান,	
nadnadir,	নদ্নদির,	নদনদীর,	
bibhonno,	বিভন্ন,	বিভন্ন,	
charchita,	চারচিত,	চর্চিত,	
noditikey,	নদীতীকে,	নদীটিকে,	
sossa,	সস্য,	শশা,	
dacop,	ডাকোপ,	দাকোপ,	
eidaning,	এডোনিং,	ইদানীং,	
upostheet,	উপস্থিত,	উপস্থিত,	
stain,	স্টেইন,	স্টেন,	
chalchhee,	চলছি,	চলছে,	
sangkulaan,	সঙ্কুলন,	সংকুলান,	
moshzidtike,	মশ্জিদটিকে,	মসজিদটিকে,	
shahocharje,	শাচ্চার্যে,	সাহচর্যে,	
ishpredshhit,	ইস্প্রেডিস,	স্প্রেডশীট,	
zeans,	জিন্স,	জিন্স,	
nanir,	নানির,	নানীর,	
bonshoke,	বংশকে,	বংশকে,	
bhalapuka,	ভলাপুকা,	ভোলাপুক,	
soteciety,	সতেসিটি,	সোসাইটিতে,	
banijyikbhittik,	বানিজিবিক্তিতিক,	বাণিজ্যিকভিত্তিতে,	
oitijjher,	ঐতিহেযের,	ঐতিহ্যের,	
punch,	পাঁচ,	পুঞ্চ,	
planey,	প্লেনে,	প্লেনে,	
pravuder,	প্রাভূদের,	প্রভুদের,	
gonesher,	গণেশের,	গণেশের,	
ujbekistaner,	উজবেকিস্তানের,	উজবেকিস্তানের,	
mojdoor,	মজদুর,	মজদুর,	
elaakai,	এলাকাই,	এলাকাই,	
booth,	বুথ,	বুথ,	
mane,	ম্যান,	মানে,	
himi,	হিমি,	হিমি,	
basaa,	বসা,	বাসা,	
bishwaashshoi,	বিশ্বাস্বই,	বিশ্বাসই,	
dailee,	ডেল,	ডেইলি,	
aaireshe,	আইরেশে,	আইরেসে,	
suparichiti,	সুপারিচিতি,	সুপরিচিতি,	
bosano,	বসানো,	বসানো,	
shhcholashtik,	স্কলালস্টিক,	স্কলাস্টিক,	
elaakatir,	এলাকাটির,	এলাকাটির,	
faase,	ফাঁসে,	ফাঁসে,	
shekarone,	সেকারণে,	সেকারণে,	
chhatroraai,	ছাত্রইাই,	ছাত্ররাই,	
bisshaso,	বিশ্বাস,	বিশ্বাসও,	
phareeksa,	ফরেক্স,	ফরেক্স,	
priimoo,	প্রীমো,	প্রিমো,	
somoshtigoto,	সমস্তিগত,	সমষ্টিগত,	
blyaqa,	ব্লক,	ব্ল্যাক,	
panthaar,	পন্থার,	পন্থার,	
bhabnar,	ভবনার,	ভাবনার,	
probhura,	প্রভূরা,	প্রভুরা,	
baipasa,	বাইপাস,	বাইপাস,	
karim,	করিম,	করিম,	
bimaataa,	বিমাটা,	বিমাতা,	
uporitol,	উপরিটোল,	উপরিতল,	
mahakabi,	মহাকাবী,	মহাকবি,	
dharavassyokar,	ধারাবায্যকার,	ধারাভাষ্যকার,	
gardena,	গার্ডেন,	গার্ডেন,	
elaakatite,	এলাকাটিতে,	এলাকাটিকে,	
dormitory,	ডরমেটরি,	ডরমিটরি,	
kaferderkey,	কাফরদেরকে,	কাফেরদেরকে,	
vagini,	ভাগিনী,	ভগিনী,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
kathmandute,	কাঠান্ডুতে,	কাঠমান্ডুতে,	
kamola,	কমলা,	কামলা,	
baiqa,	বাইক,	বাইক,	
beeswasee,	বিশ্বাসী,	বিশ্বাসে,	
praima,	প্রাইম,	প্রাইম,	
kade,	কাদে,	কোড,	
aminool,	আমিনাল,	আমিনুল,	
aabahon,	আবাহন,	আবাহন,	
japaanira,	জাপানীরা,	জাপানিরা,	
ajouno,	অযৌন,	অযৌন,	
dajjha,	দাঁ্য,	দাহ্য,	
abdun,	আবদুন,	আবদুন,	
faltu,	ফল্টু,	ফালতু,	
bahati,	বাহাটি,	বাহাতি,	
governorer,	গভর্নরের,	গভর্ণরের,	
garora,	গাররা,	গারোরা,	
turki,	টার্কি,	তুর্কি,	
ameettrakkhor,	অমিত্রাক্ষর,	অমিত্রাক্ষর,	
iuro,	ইউরো,	ইউরো,	
kakhnoba,	কা্ষণবা,	কখনওবা,	
samley,	সামলে,	সামলে,	
dharabahikvabey,	ধারাবাধিকভাবে,	ধারাবাহিকটি,	
khijir,	খিজির,	খিজির,	
