aatto,	আত্ত্ব,	আত্ম,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
ghaghat,	ঘাঘাত,	ঘাঘট,	
chidropathe,	চিদ্রপাঠে,	ছিদ্রপথে,	
harbare,	হার্বারে,	হারবারে,	
dhwajbhango,	ধ্যভ্ভঙ্গ,	ধ্বজভঙ্গ,	
bahyo,	বহ্য,	বাহ্য,	
juboksaho,	যুবসষাহ,	যুবকসহ,	
codee,	কোদি,	কোডে,	
mukhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
bedke,	বেদকে,	বেদকে,	
commander,	কমান্ডার,	কমাণ্ডার,	
betsman,	বেট্মান,	ব্যাটসম্যান,	
shasheja,	শাসেজা,	সসেজ,	
taffsherer,	তফফসের,	তাফসীরের,	
seramiks,	সারমমিক্স,	সিরামিকস,	
prithibir,	পৃথিবীর,	পৃথবীর,	
ponera,	পনেরা,	পনের,	
ajimpoor,	অজিমপুর,	আজিমপুর,	
dancan,	ডা্চন,	ডানকান,	
monjhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
fimela,	ফাইমেল,	ফিমেল,	
peterer,	পেটারের,	পিটারের,	
footballerder,	ফুট্ডালেরদের,	ফুটবলারদের,	
gonna,	গণ্যা,	গননা,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
aboshore,	অবশোরে,	অবসরে,	
myari,	ম্যারি,	ম্যারি,	
rajatwa,	রাজত্ব,	রাজত্ব,	
candi,	ক্যান্ডি,	ক্যান্ডি,	
scholarship,	স্কলারশিপ,	স্কলারশিপ,	
trayte,	ট্রেযে,	ট্রেতে,	
bonkey,	বোনকে,	বনকে,	
chidropothe,	চিদ্রপথে,	ছিদ্রপথে,	
sohojlovyotar,	সহযোগ্যতার,	সহজলভ্যতার,	
athar,	আঠার,	আতহার,	
gononanatyo,	গণনান্ত্,	গণনাট্য,	
parikshateo,	পরীক্ষাতে,	পরীক্ষাতেও,	
dakteekiter,	ডক্তিকেতের,	ডাকটিকিটের,	
batsmani,	বা্শমনী,	ব্যাটসম্যানই,	
saida,	সাইড,	সাইদা,	
mulgato,	মূল্ত,	মূলগত,	
deeputy,	দিপুতি,	ডেপুটি,	
debating,	ডেভেটিং,	ডিবেটিং,	
aswastikor,	অস্বস্তিকার,	অস্বস্তিকর,	
bhoolapuka,	ভূলাপক,	ভোলাপুক,	
kinsa,	কিংস,	কিংস,	
abheedhaner,	অভিধনের,	অভিধানের,	
adhyatmik,	আধ্যাতিক,	আধ্যাত্মিক,	
gabeshona,	গবেষণা,	গবেষনা,	
chowdhuryo,	চৌধুর্ত,	চৌধুরীও,	
hazarer,	হাজারের,	হাজারের,	
mookhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
sektara,	সেক্টর,	সেক্টর,	
khanonkaj,	খননকবল,	খননকাজ,	
janmat,	জন্মাত,	জন্মাত,	
bedanter,	বেদন্তের,	বেদান্তের,	
gagee,	গেগী,	গেজ,	
everestey,	এভেরেস্টে,	এভারেস্টে,	
diphinision,	ডিফিনিশন,	ডেফিনেশন,	
meetropolitan,	মেট্রোপেশন,	মেট্রোপলিটন,	
nikater,	নিকটের,	নিকটের,	
prodiiper,	প্রদিপীর,	প্রদীপের,	
hunayn,	হুনাই,	হুনাইন,	
dearas,	ডির়স,	ডিআরএস,	
manushti,	মননুষ্তি,	মানুষটি,	
nafisa,	নাফিস,	নাফিসা,	
bhaisoho,	ভাষাহ,	ভাইসহ,	
qiuti,	কিউটি,	কিউটি,	
patengar,	পতেগ্গার,	পতেঙ্গার,	
prothakey,	প্রথকে,	প্রথাকে,	
prochondota,	প্রচন্ডতা,	প্রচণ্ডতা,	
morathee,	মরাথী,	মরাঠি,	
aminool,	আমিনুল,	আমিনুল,	
sudhuyi,	সুধুয়ে,	শুধুই,	
sarboshaktimaan,	সর্বস্ক্পনিক,	সর্বশক্তিমান,	
bhaibonder,	ভৈবন্দের,	ভাইবোনদের,	
torabgunj,	তরবাগঞ্জ,	তোরাবগঞ্জ,	
yauth,	ইথ,	ইয়ুথ,	
manob,	মানব,	মানব,	
porishrom,	পরিস্রম,	পরিশ্রম,	
srabosty,	শ্রবস্তি,	শ্রাবস্তী,	
madhobir,	মাধবীর,	মাধবীর,	
oncholtite,	অঞ্চলতিতে,	অঞ্চলটিতে,	
shikshao,	সিক্ষাও,	শিক্ষাও,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
engineering,	ইনজেনিরিন,	ইঞ্জিনিয়ারিং,	
reetesh,	রেটেস,	রিতেশ,	
udvabane,	উদ্ভবনে,	উদ্ভাবনে,	
slok,	স্লক,	শ্লোক,	
oncholshomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
paltechey,	পাল্টেছে,	পাল্টেছে,	
depp,	ডেপ,	ডেপ,	
sosharire,	সরারের,	সশরীরে,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
faridi,	ফরীদি,	ফরিদী,	
abosane,	অবাসনে,	অবসানে,	
batsmanyi,	বা্সম্নি,	ব্যাটসম্যানই,	
nebhatey,	নেভাতে,	নেভাতে,	
ayadabhanshada,	অ্যাডভোগ্যাদ,	অ্যাডভান্সড,	
grantho,	গ্রন্থ,	গ্রন্থ,	
bibadey,	বিবাদে,	বিবাদে,	
expreshshion,	এক্সপেশেন,	এক্সপ্রেশন,	
ivir,	ইভির,	এভার,	
anucheder,	অনুচ্ছেের,	অনুচ্ছেদের,	
ragkey,	রাগকে,	রাগকে,	
taufik,	তৌফিক,	তৌফিক,	
jomjamat,	জম্যমাত,	জমজমাট,	
somonwitobhabey,	সমান্তিভভাবে,	সমন্বিতভাবে,	
phiksha,	ফিক্সা,	ফিক্স,	
bboponer,	ব্যপণের,	বপনের,	
tikta,	টিক্ত,	তিক্ত,	
jomanor,	জমাানর,	জমানোর,	
avatar,	আভাতার,	অবতার,	
anti,	অ্যান্টি,	আন্টি,	
asamonjoshyopurno,	আসমানগত্যরূপ্ত,	অসামঞ্জস্যপূর্ণ,	
asaciates,	অসসাইসেট,	এসোসিয়েটস,	
uzobekeestaan,	উজবেক্সস্তান,	উজবেকিস্তান,	
chondrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
nogonyo,	নগন্য,	নগণ্য,	
hizrii,	হিজরি,	হিজরী,	
kirk,	কিরক,	কার্ক,	
sinematographar,	সিনেমপুলসর,	সিনেমাটোগ্রাফার,	
jatak,	যতকক,	জাতক,	
rupantor,	রূপান্তর,	রুপান্তর,	
hafsa,	হাফসা,	হাফসা,	
sahinsatar,	সহিংসাতর,	সহিংসতার,	
sangbadmadhyamer,	সংবাদ্মধাদের,	সংবাদমাধ্যমের,	
swartha,	স্বর্্থ,	স্বার্থ,	
dharatir,	ধারতির,	ধারাটির,	
seqtara,	সেক্টর,	সেক্টর,	
abdoone,	আব্দনে,	আবদুন,	
sikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
tanight,	টানিং্ট,	টুনাইট,	
gujober,	গুজবের,	গুজবের,	
itostato,	ইতঃস্তা,	ইতস্ততঃ,	
barnis,	বার্নিস,	বার্নিশ,	
nagarik,	নাগরিক,	নাগরিক,	
brittakar,	বৃত্তকার,	বৃত্তাকার,	
byaasalt,	ব্যাসলত,	ব্যাসল্ট,	
phashtara,	ফসস্টার,	ফস্টার,	
pra,	প্রা,	প্রো,	
doulaa,	দৌলা,	দৌলা,	
bhandaare,	ভান্ডারে,	ভাণ্ডারে,	
texaser,	টেক্সের,	টেক্সাসের,	
poschimae,	পশ্চিমে,	পশ্চিমে,	
alankaron,	অলংকরণ,	অলঙ্করণ,	
motke,	মতকে,	মতকে,	
parijaner,	পরিজানের,	পরিজনের,	
barakpur,	ব্যারাকপুর,	বারাকপুর,	
dipei,	দিপেই,	দ্বীপেই,	
bhabaaponno,	ভাবাম্ঞ্ন,	ভাবাপন্ন,	
chaudhoorir,	চৌধুরির,	চৌধুরীর,	
baitsh,	ব্যাট,	বাইটস,	
madhyekar,	মধ্যেকার,	মধ্যেকার,	
cheettronnattokar,	চিত্রনাট্যকের,	চিত্রনাট্যকার,	
patiganiter,	পতিগনীতের,	পাটিগণিতের,	
niropekkhotaar,	নিরপেক্ষতত,	নিরপেক্ষতার,	
chanoo,	চানু,	চানু,	
nirbahey,	নির্বাহে,	নির্বাহে,	
ghoomachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
ekpashe,	একপাশে,	একপাশে,	
sotteo,	সত্যেও,	সত্ত্বেও,	
tenish,	টেনিস,	টেনিস,	
kobootorer,	কবরতের,	কবুতরের,	
khelafotey,	খেলাতে,	খেলাফতে,	
stanahenja,	স্ত্যান্গ্য,	স্টোনহেঞ্জ,	
toronee,	তররণী,	তরণী,	
naitikata,	নাইটিকাট,	নৈতিকতা,	
chirantan,	চিরন্তন,	চিরন্তন,	
gostigulo,	গষ্টিগুলো,	গোষ্ঠীগুলো,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
ooindos,	উইন্দাস,	উইন্ডোস,	
bharatey,	ভারতে,	ভারতে,	
romancho,	রোমা্্চ,	রোমাঞ্চ,	
mukhabandha,	মুখবন্ধ্,	মুখবন্ধ,	
sahopatheeke,	সহপাঠে,	সহপাঠীকে,	
jeevjontu,	জীবগণ্ত,	জীবজন্তু,	
sahocorje,	সহকোর্ডে,	সাহচর্যে,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
plato,	প্লা,	প্লেটো,	
sahozlabhbhotar,	সহযোগ্যাতের,	সহজলভ্যতার,	
mohammad,	মোহ্ম্মাদ,	মুহাম্মদ,	
kadarer,	কাদারের,	কদরের,	
avatara,	অভতার,	অবতার,	
laaishesh,	লাইসেস,	লাইসেন্স,	
chhathke,	ছাঠকে,	ছাতকে,	
taoonsheep,	তানশীল,	টাউনশিপ,	
tahalei,	তহলেই,	তাহলেই,	
suparheiro,	সুপারীরা,	সুপারহিরো,	
gyandas,	জ্ঞান্ডাস,	জ্ঞানদাস,	
skalastik,	স্কলাস্টিক,	স্কলাস্টিক,	
desiseyer,	ডেজিসের,	ডিজিজের,	
deefinishion,	ডেফিনিশন,	ডেফিনেশন,	
durgatsober,	দুর্গতস্বের,	দুর্গোৎসবে,	
sperm,	স্প্র্ম,	স্পার্ম,	
iyanki,	ই্যাংকি,	ইয়াংকি,	
hedge,	হেদ্জ,	হেজ,	
tanoo,	তনু,	তনু,	
sulfete,	সালফেত,	সালফেট,	
ajimpur,	আজিমপুর,	আজিমপুর,	
deputy,	দিপু্তি,	ডেপুটি,	
juktorastrosoho,	যুক্তরাস্থ্,	যুক্তরাষ্ট্রসহ,	
baju,	বাজু,	বাজু,	
grambaasio,	গ্রামবাসী,	গ্রামবাসীও,	
welaqama,	বেলক্যাম,	ওয়েলকাম,	
saatzoner,	সাত্যনের,	সাতজনের,	
drissogulo,	দৃশ্যুগুলো,	দৃশ্যগুলো,	
radhanagar,	রাধাগাগোর,	রাধানগর,	
harysher,	হ্যারিসের,	হ্যারিসের,	
zzonite,	যোনিতে,	যোনীতে,	
laisens,	লেজেন্স,	লাইসেন্স,	
melborrone,	মেলবর্নে,	মেলবোর্নে,	
langhan,	লঙ্ঘন,	লংঘন,	
boudher,	বৌদের,	বৌদ্ধের,	
zoojyota,	যোজ্যতা,	যোজ্যতা,	
maudeler,	মাদলের,	মডেলের,	
asbab,	আসবাব,	আসবাব,	
ooporoshtho,	উপরা্থ,	উপরস্থ,	
valobasey,	ভালবাসে,	ভালোবাসে,	
horeedware,	হরিদদ্রে,	হরিদ্বারে,	
asor,	আসোর,	আসর,	
brindaaboner,	বৃদ্যান্ারের,	বৃন্দাবনের,	
praapokke,	প্রাপ্কে,	প্রাপককে,	
jathaarthobhaabe,	যথার্থভাবে,	যথার্থভাবে,	
braille,	ব্রেল,	ব্রেইল,	
janachche,	জনচচে,	জানাচ্ছে,	
hafej,	হাফেজ,	হাফেয,	
shuperhero,	সুপারেরও,	সুপারহিরো,	
nirikha,	নীরিখা,	নিরিখ,	
vashik,	ভাষ্মিক,	ভাষিক,	
scolarship,	স্কলারশিপ,	স্কলারশিপ,	
vugoley,	ভুগলে,	ভূগোলে,	
lokshero,	লক্ষেরও,	লক্ষেরও,	
parshwey,	পার্শে,	পার্শ্বে,	
porissrom,	পরিস্র্ম,	পরিশ্রম,	
jerusalem,	জিরগসলেম,	জেরুজালেম,	
mitroder,	মিত্রদের,	মিত্রদের,	
prokalpagulo,	প্রকালপগ্লো,	প্রকল্পগুলো,	
homasa,	হোমস,	হোমস,	
chal,	চল,	চাল,	
bondiike,	বন্দিকে,	বন্দীকে,	
aqabar,	আকাবার,	আকাবার,	
blaker,	ব্লকের,	ব্ল্যাকের,	
okhondota,	অখ্দনততা,	অখণ্ডতা,	
lotharan,	লথারা,	লুথেরান,	
karater,	করাতের,	কারাতের,	
