nesnos,	নেন্নস,	নেশনস,	
mumtazer,	মমতাজের,	মুমতাজের,	
laaz,	লাজ,	লাজ,	
aansareer,	আনসারির,	আনসারীর,	
bypass,	বিপাস,	বাইপাস,	
ballabh,	বলভ,	বল্লভ,	
mahasava,	মহাসভা,	মহাসভা,	
horidware,	হরিদ্যরে,	হরিদ্বারে,	
satarkata,	সতরকাটা,	সতর্কতা,	
dwibidha,	দ্বিবিধ,	দ্বিবিধ,	
marmader,	মার্মেের,	মারমাদের,	
landin,	ল্যান্ডিং,	ল্যান্ডিং,	
habu,	হাবু,	হবু,	
ghumachchilo,	ঘুমাছ্ছিল,	ঘুমাচ্ছিল,	
scholastic,	স্কলাস্টিক,	স্কলাস্টিক,	
charbon,	চার্বন,	চর্বন,	
mukhomaundol,	মুখমন্ডল,	মুখমণ্ডল,	
treta,	ট্রেট,	ত্রেতা,	
manhputo,	মানপুত,	মনঃপুত,	
akten,	এঁকতেন,	অকটেন,	
tarkarir,	তরকারির,	তরকারীর,	
pachbar,	পাঁচবার,	পাঁচবার,	
youth,	যউথ,	ইয়ুথ,	
chintai,	চিন্তাই,	ছিনতাই,	
hyundai,	হ্যান্ডে,	হুন্দাই,	
infarmatian,	ইনফর্মেশন,	ইনফরমেশন,	
sorajur,	সরাজুর,	সরযূর,	
twoei,	ত্বই,	ত্বকেই,	
durgotsav,	দুর্গততভভ,	দুর্গোৎসব,	
jorer,	জোরের,	জ্বরের,	
ganochien,	গানোচীন,	গণচীন,	
paschater,	পাশ্চাতের,	পশ্চাতের,	
stain,	স্টেইন,	স্টেন,	
bamander,	বামান্ডার,	বামনদের,	
abasare,	অবসারে,	অবসরে,	
joluk,	জলুক,	জ্বলুক,	
mekbeth,	মেকবেঠ,	ম্যাকবেথ,	
mathieu,	মাথিউ,	ম্যাথিউ,	
dormetory,	ডরমেটরি,	ডরমিটরি,	
olngkoron,	অলঙকরণ,	অলঙ্করণ,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
janacche,	জানাচ্ছে,	জানাচ্ছে,	
adhuna,	অধুনা,	অধুনা,	
shucharita,	সুচারিত,	সুচরিতা,	
loker,	লোকের,	লকের,	
vaticaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
hamasa,	হোমাস,	হোমস,	
gosthyti,	গস্থ্যীতি,	গোষ্ঠীটি,	
chilahaati,	চিলাহাটি,	চিলাহাটি,	
thraugh,	থ্রাফ,	থ্রু,	
bhagirath,	ভগীরথ,	ভগীরথ,	
shenior,	সেনিয়ার,	সিনিয়র,	
sumita,	সুমিতা,	সুমিতা,	
taranee,	তারানী,	তরণী,	
nodiiti,	নদীতী,	নদীটি,	
bohudin,	বহুদিন,	বহুদিন,	
phulkapi,	ফুলকাফি,	ফুলকপি,	
krok,	ক্রক,	ক্রোক,	
seemons,	সিমন্স,	সিমন্স,	
transformerer,	ট্রান্সফর্মের,	ট্রান্সফরমারের,	
romancho,	রোমাঞ্চ,	রোমাঞ্চ,	
bishwaashshoi,	বিশ্বাসই,	বিশ্বাসই,	
zerusalema,	জেরুলেসামা,	জেরুসালেম,	
huqa,	হুক,	হুক,	
gorib,	গরীব,	গরিব,	
tanu,	তানু,	তনু,	
sajja,	সজ্জা,	সজ্জা,	
aamontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
yuro,	ইউরো,	ইউরো,	
dajjho,	দ্্জ,	দাহ্য,	
ispredseet,	ইস্পেরেডেট,	স্প্রেডশীট,	
vaphara,	ফাফার,	বাফার,	
byaboharkarike,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
noditike,	নদীতিকে,	নদীটিকে,	
drishyagulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
qloud,	ক্লউ,	ক্লাউড,	
itostata,	ইতস্টটা,	ইতস্তত,	
soteciety,	সটেকিটি,	সোসাইটিতে,	
durgatir,	দুর্গতির,	দুর্গটির,	
manoharpur,	মনোহরপুর,	মনোহরপুর,	
jonesh,	জনেস,	জোন্স,	
jemske,	জেমসকে,	জেমসকে,	
injiniyarsa,	ইন্জিনিস্্রা,	ইঞ্জিনিয়ার্স,	
perri,	পেরি,	পেরি,	
artilary,	অর্টিলারি,	আর্টিলারি,	
superheira,	সুপারেহারা,	সুপারহিরো,	
boneo,	বনেও,	বনেও,	
chalochchitroi,	চালচিত্রে,	চলচ্চিত্রই,	
chashe,	চাষে,	চেস,	
baasaake,	বাসাকে,	বাসাকে,	
patenter,	প্যাটেন্টার,	পেটেন্টের,	
sahocorje,	সহচর্যে,	সাহচর্যে,	
phaksa,	ফক্স,	ফক্স,	
wenus,	ভেনাস,	ভেনাস,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
manush,	মানুস,	মানুষ,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
ganochin,	গণচীন,	গণচীন,	
cho,	চো,	ছোঁ,	
horir,	হরির,	হরির,	
provur,	প্রভূর,	প্রভুর,	
purohitra,	পুরোহিত্রা,	পুরোহিতরা,	
ankush,	অঙ্কুস,	অংকুশ,	
romjaner,	রমজানের,	রমযানের,	
mausumer,	মাসূমের,	মৌসুমের,	
deubande,	দিউবন্ডে,	দেওবন্দে,	
ragei,	রাগেই,	রাগেই,	
elakatikay,	এলাকাটিকে,	এলাকাটিকে,	
diares,	ডাইরেশ,	ডিআরএস,	
antarktikar,	অন্টার্কটিকার,	অ্যান্টার্কটিকার,	
gondhe,	গন্ধে,	গন্ধে,	
rena,	রেন,	রেনো,	
bibecchyo,	বিবেচ্য,	বিবেচ্য,	
sarbopori,	সর্বোপরি,	সর্বোপরী,	
sakaar,	সাকার,	সকার,	
bishwaashshke,	বিশ্বাসকে,	বিশ্বাসকে,	
jati,	জাতি,	যাতি,	
porishrom,	পরিশ্রোম,	পরিশ্রম,	
garora,	গ্যারা,	গারোরা,	
taaler,	তালের,	তালের,	
dhoka,	ঢোকা,	ধোঁকা,	
hachchilo,	হাচ্ছিল,	হচ্ছিলো,	
mashajida,	মশাজীদা,	মসজিদ,	
shphingtar,	স্ফিংটার,	স্ফিংটার,	
bedke,	বেদকে,	বেদকে,	
shilpojaat,	শিল্পজাত,	শিল্পজাত,	
nandolal,	নন্দলাল,	নন্দলাল,	
dreeshtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
eporjanta,	এপর্যন্ত,	এপর্যন্ত,	
sayanaida,	সাইনাইড,	সায়ানাইড,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
kram,	ক্রম,	ক্রম,	
tenishe,	টেনিসে,	টেনিসে,	
rajtontrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
bronje,	ব্রঞ্জ,	ব্রোঞ্জ,	
atak,	অটাক,	আটক,	
istara,	ইস্টার,	ইস্টার,	
harees,	হারেস,	হ্যারিস,	
soomo,	সুমো,	সুমো,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
heart,	হার্ট,	হার্ট,	
sommotitey,	সম্মটিতে,	সম্মতিতে,	
nischitobhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
kando,	কন্ড,	কাণ্ড,	
naneer,	নানের,	নানীর,	
jomanor,	জমানোর,	জমানোর,	
brindaboner,	ব্রিন্ববনের,	বৃন্দাবনের,	
gunman,	গুন্মান,	গুণমান,	
bossonte,	বসন্তে,	বসন্তে,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
kins,	কিন্স,	কিংস,	
mumtaj,	মমতাজ,	মুমতাজ,	
ganoporibahan,	গণপরিবহন,	গণপরিবহন,	
nortokike,	নর্টকিকে,	নর্তকীকে,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
lokkhero,	লক্ষ্রে,	লক্ষেরও,	
abosaney,	অবসানে,	অবসানে,	
oiteejye,	ঐতিজ্যে,	ঐতিহ্যে,	
ottacharer,	অত্মাচারের,	অত্যাচারের,	
dharabahiker,	ধারবাহিকের,	ধারাবাহিকের,	
degreeo,	ডিগ্রীও,	ডিগ্রিও,	
karaa,	কারা,	কারো,	
advoot,	আদভূত,	অদ্ভুত,	
bongram,	বংগ্রাম,	বনগ্রাম,	
chheelonaa,	ছেলনা,	ছিলনা,	
khaaneker,	খানেকের,	খানেকের,	
shomser,	শমশের,	সমশের,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
dale,	দলে,	ডালে,	
basuki,	বাসুকী,	বাসুকি,	
sachindra,	সচীন্দ্র,	শচীন্দ্র,	
prettii,	প্রেতি,	প্রিটি,	
sangkulaan,	সংক্লুলান,	সংকুলান,	
vorkendra,	ভররেক্ন্দ্র,	ভরকেন্দ্র,	
assaciates,	অ্যাসাসিটেশ,	এসোসিয়েটস,	
hughes,	হুগেশ,	হিউজেস,	
sbaajan,	স্বজন,	স্বজন,	
difinisian,	ডিফিনিশন,	ডেফিনেশন,	
praima,	প্রাইম,	প্রাইম,	
proshikkhone,	প্রশিক্ষনে,	প্রশিক্ষণে,	
golakriti,	গোলককৃতি,	গোলাকৃতি,	
kommppito,	কম্পিট,	কম্পিত,	
karmoi,	করমই,	কর্মই,	
sotorkobhabey,	সত্রকভাবে,	সতর্কভাবে,	
abheedhanik,	আভিধানিক,	অভিধানিক,	
raeets,	রাইটস,	রাইটস,	
khelafatey,	খেলাফতে,	খেলাফতে,	
anisa,	অনিশা,	আনিস,	
locker,	লোকার,	লকের,	
kanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
idaning,	ইডানিং,	ইদানীং,	
chotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
maadla,	মদ্লা,	মাদলা,	
informeshon,	ইনফর্মেশন,	ইনফরমেশন,	
sohokari,	সহকারি,	সহকারী,	
korkatkranti,	কর্কক্রানটি,	কর্কটক্রান্তি,	
bone,	বোনে,	বনে,	
protizogiir,	প্রতিযোগীর,	প্রতিযোগীতার,	
dackop,	ডাকাপ,	দাকোপ,	
chainge,	চেঙ্জ,	চেঞ্জ,	
nilkamol,	নিল্কমমল,	নীলকমল,	
samosto,	সমস্ত,	সমস্ত,	
prachin,	প্রাচীন,	প্রাচীন,	
partha,	পার্থা,	পার্থ,	
joneetey,	যোনিতে,	যোনীতে,	
durgotshob,	দুর্গসতবশ,	দুর্গোৎসব,	
awatara,	আওতারা,	অবতার,	
nachiketa,	নাচিকেত,	নচিকেতা,	
procharona,	প্রচারনা,	প্রচারণা,	
janamukhi,	জনমুখী,	জনমুখী,	
jhankaar,	ঝংকার,	ঝঙ্কার,	
paripaker,	পরিপাকের,	পরিপাকের,	
roja,	রোজা,	রোযা,	
futanta,	ফুটান্তা,	ফুটন্ত,	
motamoto,	মোতামতো,	মতামতও,	
opargota,	অপর্গত,	অপারগতা,	
madhyastha,	মধ্যস্থ,	মধ্যস্থ,	
grambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
nathibhookto,	নথিভুক্ত,	নথিভুক্ত,	
economics,	ইকোননিক্স,	ইকোনমিকস,	
bharkendra,	ভারকেন্দ্র,	ভরকেন্দ্র,	
dojo,	দজ,	ডোজো,	
jakkha,	যক্ষ্মা,	যক্ষ,	
saleha,	সালেহ,	সালেহা,	
tenisa,	টেনিস,	টেনিস,	
musalmanra,	মুসলামননার,	মুসলমানরা,	
nirbachaker,	নির্বাচকের,	নির্বাচকের,	
akritakarja,	আকৃতকর্া,	অকৃতকার্য,	
piroojalee,	পিরুজালী,	পিরুজালী,	
rupdan,	রুপদান,	রুপদান,	
jansha,	জাসসা,	জন্স,	
vaibon,	ভাইবন,	ভাইবোন,	
chhedon,	ছেদন,	ছেদন,	
shhepha,	শেফ,	শেফ,	
deezni,	ডিজনি,	ডিজনী,	
blaker,	ব্লকের,	ব্ল্যাকের,	
mmeloborrner,	মেলবর্ণের,	মেলবোর্নের,	
ooeepoka,	উইপক,	উইপোকা,	
koommatei,	কমমাতেই,	কমাতেই,	
setikey,	সেটিকে,	সেটিকে,	
dosider,	দোশীদের,	দোষীদের,	
dhan,	ধন,	ধ্যান,	
metroopoolitan,	মেত্রুপলিটান,	মেট্রোপলিটন,	
gemi,	জেমি,	জেমি,	
chire,	চিরে,	চিরে,	
chopol,	ছপল,	চপল,	
saphalyar,	সাফল্যার,	সাফল্যের,	
jyaka,	জ্যাক,	জ্যাক,	
mahakabi,	মহাকাবি,	মহাকবি,	
siqar,	সিকার,	শিকার,	
sushiksar,	সুশিক্ষার,	সুশিক্ষার,	
dhauto,	ধৌত,	ধৌত,	
zerusaleme,	জেরুলাসমে,	জেরুসালেমে,	
monohor,	মনহর,	মনোহর,	
sbaajaner,	স্বজনের,	স্বজনের,	
sinematographar,	সিনেমাগ্রাগার,	সিনেমাটোগ্রাফার,	
