suiti,	স্যুটি,	সুইটি,	
sikkhakbrinda,	শিক্ষাকবনন্দ,	শিক্ষকবৃন্দ,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
noitikvabe,	নৈতিকভাবে,	নৈতিকভাবে,	
phiksim,	ফিক্সিম,	ফিক্সিং,	
shkalashtika,	স্কলাস্টিক,	স্কলাস্টিক,	
rajnoiteek,	রাজনৈতিক,	রাজনৈতীক,	
koreempoor,	করিমপুর,	করিমপুর,	
chhatogolper,	ছোটলগের,	ছোটগল্পের,	
daakteekit,	ডাক্তিকিত,	ডাকটিকিট,	
kantojir,	কান্তজীর,	কান্তজির,	
grantho,	গ্রন্থ,	গ্রন্থ,	
grambasee,	গ্রামবাসী,	গ্রামবাসী,	
labonaktatar,	লবনাক্ততার,	লবণাক্ততার,	
paddhatiteo,	পদ্ধতিতে,	পদ্ধতিতেই,	
saarbhare,	সারভারে,	সার্ভারে,	
jony,	জোনি,	জনি,	
sansthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
shektore,	সেক্টরে,	সেক্টরে,	
laishensha,	লাইসেন্স,	লাইসেন্স,	
alankaran,	অলংকরণ,	অলঙ্করণ,	
maadhookori,	মাধকারী,	মাধুকরী,	
monzile,	মঞ্জিলে,	মঞ্জিলে,	
pooshtir,	পুস্তির,	পুষ্টির,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
brekthrough,	ব্রেক্রভাগ,	ব্রেকথ্রু,	
korimer,	করিমের,	করিমের,	
pana,	পান,	পানা,	
chowdhurir,	চৌধুরির,	চৌধুরীর,	
tala,	তল,	তালা,	
arifin,	আরিফিন,	আরিফিন,	
turisht,	টারিস্ট,	টুরিস্ট,	
texuser,	টেকিউজের,	টেক্সাসের,	
creedit,	ক্রিডি,	ক্রেডিট,	
hoshein,	হোসেইন,	হোসেইন,	
skarta,	স্কার্ট,	স্কার্ট,	
labanaktotar,	লবনাক্ততার,	লবণাক্ততার,	
bordhitangsho,	বর্ধিতাংশ,	বর্ধিতাংশ,	
cholocchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
gratha,	গ্রথ,	গ্রোথ,	
soundarjo,	সৌন্দর্য,	সৌর্ন্দয্য,	
phutbolarra,	ফুটবলারা,	ফুটবলাররা,	
imarjinsi,	ইমার্মিংসি,	এমার্জেন্সি,	
sanaktakaraner,	সনকক্তকরণের,	সনাক্তকরণের,	
dana,	ডানা,	ডায়না,	
kulim,	কুলিং,	কুলিং,	
sikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
akkharkey,	আক্ষরকে,	অক্ষরকে,	
mugdhata,	মুগ্ধতা,	মুগ্ধতা,	
baharamapurer,	বহহারামুরের,	বহরমপুরের,	
bisnooke,	বিষ্নুকে,	বিষ্ণুকে,	
heriser,	হেরিসের,	হ্যারিসের,	
orhan,	ওরহান,	ওরহান,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
eenasiyeenta,	এনসেন্টেন,	এনসিয়েন্ট,	
aashok,	আশোক,	আশোক,	
pramathesh,	প্রমােেষ,	প্রমথেশ,	
gasthigulo,	গাস্তিগুলো,	গোষ্ঠীগুলো,	
marier,	মেরির,	ম্যারির,	
benke,	বেনকে,	বেঁকে,	
nothibhukta,	নথিভুক্ত,	নথিভুক্ত,	
harysoner,	হারিসনের,	হ্যারিসনের,	
ooeepoka,	উপপককা,	উইপোকা,	
syfy,	সিফি,	সাইফাই,	
azibonoer,	অজিবানের,	আজীবনের,	
hazat,	হজাত,	হজত,	
bhushi,	ভূষি,	ভুষি,	
satyaki,	সত্যকি,	সাত্যকি,	
grambaasi,	গ্রামবাসী,	গ্রামবাসী,	
nodiike,	নদীকে,	নদীকে,	
jini,	জিনি,	যিনি,	
steit,	স্টেইট,	স্টেইট,	
sushri,	সুশ্রি,	সুশ্রী,	
bitlaser,	বিটলাসের,	বিটলসের,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
uponeesoder,	উপনিশদের,	উপনিষদের,	
shatodha,	সতোধা,	শতধা,	
modelgulo,	মোদেলগুলো,	মডেলগুলো,	
growth,	গ্রথ,	গ্রোথ,	
teestar,	টেস্টার,	তিস্তার,	
aamor,	আমর,	আমর,	
orbit,	অর্বিত,	অরবিট,	
vandar,	ভান্ডার,	ভাণ্ডার,	
harbourey,	হার্বোরে,	হারবারে,	
proshadhoner,	প্রশাধনের,	প্রসাধনের,	
saaralya,	সারলা,	সারল্য,	
buffer,	বাফার,	বাফার,	
muhamad,	মুহামদ,	মুহাম্মদ,	
rananganey,	রণাঙ্গনে,	রণাঙ্গনে,	
prema,	প্রেম,	প্রাইম,	
qrisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
harisher,	হরিসের,	হ্যারিসের,	
veemsen,	ভিমেন,	ভীমসেন,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
soasage,	সশাগে,	সসেজ,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
chalachchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
steena,	স্টেন,	স্টেন,	
elaaka,	এলাকা,	এলাকা,	
moldowa,	মল্দভা,	মলদোভা,	
nirupita,	নিরূপিত,	নিরূপিত,	
asocheton,	অসচেতন,	অসচেতন,	
choson,	চোষণ,	চোষণ,	
siropadharii,	শিরোপাধারী,	শিরোপাধারী,	
armeeniyana,	আরমেনিয়ান,	আর্মেনিয়ান,	
jahns,	জানস,	জন্স,	
qings,	কিংস,	কিংস,	
rachonakal,	রচনাকাল,	রচনাকাল,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
carzer,	কার্যের,	চার্জের,	
jamjamat,	জমজমত,	জমজমাট,	
riphleksha,	রিফ্লেক্স,	রিফ্লেক্স,	
mailer,	মেলের,	মেইলের,	
shkarta,	স্কার্ট,	স্কার্ট,	
beam,	বিম,	বীম,	
bohudin,	বহুদিন,	বহুদিন,	
mat,	মট,	ম্যাট,	
superheiroo,	সুপেরহারু,	সুপারহিরো,	
kaando,	কাঁদো,	কাণ্ড,	
aloteo,	আলোতেও,	আলোতেও,	
bongshi,	বংশী,	বংশী,	
itostatah,	ইতোস্তা,	ইতস্ততঃ,	
jubokshoho,	যুবকসহ,	যুবকসহ,	
cholocchitroi,	চলচ্চিত্রই,	চলচ্চিত্রই,	
sansthatir,	সংস্থাটির,	সংস্থাটির,	
nagorikderke,	নাগরীকদেরকে,	নাগরিকদেরকে,	
haipara,	হাইপোর,	হাইপার,	
shikare,	শিকরে,	শিকারে,	
ranangoney,	রণাঙ্গনে,	রণাঙ্গনে,	
nodiiteyi,	নদীতেই,	নদীতেই,	
konan,	কোনন,	কোনান,	
saahocorrzo,	সহচর্য,	সাহচর্য,	
kool,	কুল,	কুল,	
sacheton,	সচেতন,	সচেতন,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
skara,	স্কার,	স্কোর,	
chetanagoto,	চেতনাগত,	চেতনাগত,	
durgotsave,	দুর্গতসাবে,	দুর্গোৎসবে,	
hizrii,	হিজরি,	হিজরী,	
mithener,	মিঠেনের,	মিথেনের,	
tarun,	তরুণ,	তরুন,	
dharavahiktite,	ধারাভিক্ষিতি,	ধারাবাহিকটিতে,	
sheekarke,	সীকারকে,	শিকারকে,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
hoole,	হোলে,	হোল,	
chalake,	চললকে,	চালকে,	
khalidkay,	খালিদকে,	খালিদকে,	
lobbytey,	লব্বিতে,	লবিতে,	
kaner,	কানের,	কনের,	
satjon,	সাজন,	সাতজন,	
porishongkhyanbid,	পরিসংখ্যবনিদ,	পরিসংখ্যানবিদ,	
bamon,	বামন,	বামন,	
texaser,	টেক্সের,	টেক্সাসের,	
obharbhiu,	অভারভি,	ওভারভিউ,	
antorvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
pratisthasaho,	প্রতিস্থাসহ,	প্রতিষ্ঠাসহ,	
sayaneda,	সায়েনেড,	সায়ানাইড,	
baaiq,	বাইক,	বাইক,	
irish,	আইরিশ,	আইরিস,	
krusher,	ক্রুশের,	ক্রুশের,	
bitloser,	বিটলসের,	বিটলসের,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
boikolyo,	বৈকল্য,	বৈকল্য,	
tader,	তাঁদের,	তদের,	
mela,	মেল,	মাইল,	
satarkokari,	সতর্ককারী,	সতর্ককারী,	
siddhanto,	সিদ্বান্ত,	সিদ্ধান্তও,	
oncholtee,	অঞ্চলটি,	অঞ্চলটি,	
romancha,	রোমাঞ্চ,	রোমাঞ্চ,	
koro,	কররও,	করো,	
chopol,	চপল,	চপল,	
duplex,	ডাপ্লেক্স,	ডুপ্লে,	
jatota,	যতটা,	যতোটা,	
jojyata,	যোজ্যতা,	যোজ্যতা,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
ssumi,	সুমি,	সুমি,	
khatgosher,	খাটগোশের,	খরগোসের,	
jacq,	জক,	জ্যাক,	
kara,	করা,	কর,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
shatokei,	শতকেই,	শতকেই,	
eideen,	এইডিন,	এইদিন,	
kromo,	ক্রোম,	ক্রম,	
mulaadi,	মুলাদী,	মুলাদি,	
asovya,	অসব্য,	অসভ্য,	
badhadan,	বাধধান,	বাধাদান,	
byaran,	ব্যারন,	ব্যারন,	
rajtontre,	রাজনন্ত্রে,	রাজতন্ত্রে,	
batsmaner,	বৎসমানের,	ব্যাটসম্যানের,	
kormer,	করমের,	কর্মের,	
qulim,	কুলিং,	কুলিং,	
hoola,	হোল,	হোল,	
juktorastrosoho,	যুক্তরাস্রোস,	যুক্তরাষ্ট্রসহ,	
savanetri,	সভনেত্রী,	সভানেত্রী,	
jonmaat,	জন্মাত,	জন্মাত,	
lyaandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
moshjidti,	মজিজদিটি,	মসজিদটি,	
madraser,	মাদরাসের,	মাদ্রাজের,	
jocqey,	জকে,	জকি,	
hariner,	হরিনের,	হরিণের,	
lala,	লালা,	লালা,	
diibug,	দিবুগ,	ডিবাগ,	
sorboshoktiman,	সর্বসক্তিমান,	সর্বশক্তিমান,	
reejideencee,	রেজিডেন্সি,	রেসিডেন্স,	
cholochchitreeo,	চলচ্চিত্রেই,	চলচ্চিত্রেও,	
hyper,	হাইপের,	হাইপার,	
plato,	প্লট,	প্লেটো,	
toroonra,	তরুনরা,	তরুণরা,	
dormitoree,	ডরমেটরি,	ডরমিটরি,	
konrup,	কোনরূপ,	কোনরূপ,	
bondiira,	বন্দিরা,	বন্দীরা,	
daaktikiter,	ডাক্তিকিতের,	ডাকটিকিটের,	
niketan,	নিকটতান,	নিকেতন,	
rajtantrakey,	রাজনত্ত্রকে,	রাজতন্ত্রকে,	
elakai,	এলাকাই,	এলাকাই,	
homske,	হমসে,	হোমসকে,	
soinyoder,	সৈন্যদের,	সৈন্যদের,	
jolrang,	জলরাং,	জলরঙ,	
turki,	টার্কি,	তুর্কি,	
parshwey,	পারস্যে,	পার্শ্বে,	
mokam,	মকাম,	মোকাম,	
ishiyatika,	ইস্যেটিক,	এশিয়াটিক,	
subadey,	সুবাদে,	সুবাদে,	
hondooras,	হন্দোরাস,	হন্ডুরাস,	
siramiker,	সিরামিকের,	সিরামিকের,	
adhatik,	আধ্যাতিক,	আধ্যাত্মিক,	
thraugh,	থ্রাউ,	থ্রু,	
bachchan,	বাচ্ছান,	বচ্চন,	
pathkrom,	পাঠক্রম,	পাঠক্রম,	
tiuning,	টিউনিং,	টিউনিং,	
pashaner,	পাশনের,	পাষাণের,	
sahajlabhbhatar,	সহজালভাতার,	সহজলভ্যতার,	
maudeley,	মণ্ডেলে,	মডেলে,	
ul,	উল,	উল,	
foloshrutite,	ফলশ্রুতিতে,	ফলশ্রুতিতে,	
songosthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
provu,	প্রভূ,	প্রভু,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
granthe,	গ্রন্থে,	গ্রন্থে,	
prabhuder,	প্রভূদের,	প্রভুদের,	
miraclee,	মিরাকল,	মিরাকেল,	
soorsa,	সোর্ষ,	সোর্স,	
soommo,	সুম্ম,	সুমো,	
durvagyo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
vittiteo,	ভিত্তিতেও,	ভিত্তিতেও,	
murader,	মুরাদের,	মুরাদের,	
torkarir,	তরকারীর,	তরকারীর,	
kanake,	কানকে,	কণাকে,	
dweepgulo,	দ্বিপগুলো,	দ্বীপগুলো,	
