nagarikderkey,	নগরীকদ্রে,	নাগরিকদেরকে,	
dolgulo,	দলগুলো,	দলগুলো,	
ancholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
rajtontrokey,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
militaryte,	মিলিটারেটে,	মিলিটারিতে,	
telaakucha,	টেলাকুচা,	তেলাকুচা,	
kyanela,	ক্যানেল,	ক্যানেল,	
jekhan,	যেখান,	যেখান,	
aswasteekor,	অস্বস্তিক,	অস্বস্তিকর,	
ivir,	আইভির,	এভার,	
zacksan,	জ্যাকসন,	জ্যাকসন,	
gostii,	গোস্টি,	গোষ্ঠীই,	
iunita,	ইউনিত,	ইউনিট,	
reejideencee,	রেজিডেন্সে,	রেসিডেন্স,	
horipur,	হরিপুর,	হরিপুর,	
pitthey,	পিঠে,	পীঠে,	
inshtant,	ইন্সট্যান্ট,	ইনস্ট্যান্ট,	
modhyekar,	মধ্যকার,	মধ্যেকার,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
aamor,	আমর,	আমর,	
parkin,	পার্কিন,	পার্কিং,	
ghurte,	ঘুর্তে,	ঘুরতে,	
sangasthati,	সংস্থাটি,	সংস্থাটি,	
agam,	আগাম,	আগম,	
ajeemke,	আজিমকে,	আজিমকে,	
dhhabi,	ধবি,	ঢাবি,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
mohisho,	মহীশ,	মহিষ,	
bonvumite,	বনভুমিতে,	বনভূমিতে,	
pujita,	পুজিত,	পূজিতা,	
bhoolapuka,	ভূলাপুকা,	ভোলাপুক,	
pactar,	প্যাক্টর,	পাঁচটার,	
nodiitir,	নদীতীর,	নদীটির,	
dokanei,	ডোকানেই,	দোকানেই,	
sukkha,	সূক্ষ্ম,	সুক্ষ্ম,	
bharatey,	ভারতে,	ভারতে,	
iuroo,	ইউরো,	ইউরো,	
bikaargrasto,	বিকারগ্রস্থ,	বিকারগ্রস্ত,	
horiddar,	হরিদ্দার,	হরিদ্বার,	
phikshim,	ফিক্সিং,	ফিক্সিং,	
proteesthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
hijritey,	হিজরিতে,	হিজরীতে,	
don,	দন,	দোন,	
showte,	শোট,	শোতে,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
bihare,	বিহরে,	বিহারে,	
lajika,	লাজিক,	লজিক,	
parisankhanvid,	পরিসংখ্বানিদ,	পরিসংখ্যানবিদ,	
mohish,	মহিষ,	মহিষ,	
pragresa,	প্রগ্রেস,	প্রগ্রেস,	
maudelgulo,	মৌ্দেগলুলো,	মডেলগুলো,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
remacry,	রেমোক্রি,	রেমাক্রী,	
ganochiener,	গণনিচেনের,	গণচীনের,	
roktokhorone,	রক্তকর্ণণে,	রক্তক্ষরণে,	
nirorthak,	নিরো্থক,	নিরর্থক,	
nilkamal,	নিলকমাল,	নীলকমল,	
lyand,	ল্যান্ড,	ল্যান্ড,	
kayartara,	কায়ার্টার,	কোয়ার্টার,	
chon,	চোন,	ছোঁ,	
twoei,	ত্বেই,	ত্বকেই,	
obosan,	অবসান,	অবসান,	
sarbhaare,	সারভারে,	সার্ভারে,	
vandarey,	ভান্ডারে,	ভাণ্ডারে,	
gaje,	গেজ,	গেজ,	
vittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
sukumaree,	সুকুমারী,	সুকুমারী,	
komaanndar,	কমান্ডার,	কমাণ্ডার,	
ashamorthito,	অসামর্তিত,	অসমর্থিত,	
shatoker,	শতকের,	শতকের,	
brittakare,	বৃত্তকারে,	বৃত্তাকারে,	
dimbakriti,	ডিম্বকৃতি,	ডিম্বাকৃতি,	
bechaa,	বেচা,	বেচা,	
parbotto,	পার্বত্ত,	পার্বত্য,	
jamanor,	জামানোর,	জমানোর,	
hepetaitisa,	হেপটেটিট,	হেপাটাইটিস,	
ummool,	উমমূল,	উম্মুল,	
dokangoolote,	দোকাঙগগলোতে,	দোকানগুলোতে,	
khizir,	খিজির,	খিজির,	
brander,	ব্র্যান্ডের,	ব্রান্ডের,	
foridi,	ফরিদি,	ফরিদী,	
ajijer,	আজিজের,	আজিজের,	
parker,	পার্কার,	পার্কের,	
asociatis,	অস্বোসিটিস,	এসোসিয়েটস,	
mekong,	মেকক,	মেকং,	
chhaai,	ছাই,	ছাই,	
jeelyand,	জেল্যান্ড,	জিল্যান্ড,	
hamasa,	হামস,	হোমস,	
neck,	নিক,	নেক,	
aqramer,	আক্রমের,	আকরামের,	
bufer,	বুফের,	বাফার,	
turkii,	তুর্কী,	তুর্কি,	
qinsa,	কিংস,	কিংস,	
liseensee,	লিজেন্সি,	লাইসেন্স,	
taalgaachh,	তালগাছ,	তালগাছ,	
sealvi,	সিলভিউ,	সিলভি,	
ashachetan,	অসাচেতন,	অসচেতন,	
jonmat,	জন্মাত,	জন্মাত,	
eparjonta,	এপারজন্ত,	এপর্যন্ত,	
kuley,	কুলে,	কুলে,	
okkhor,	অক্ষর,	অক্ষর,	
byabaharkari,	ব্যবহারকারি,	ব্যবহারকারী,	
attaar,	আত্মার,	আত্তার,	
tanteera,	তানটিরা,	তাঁতিরা,	
khudey,	ক্ষুদে,	ক্ষুদে,	
byaboharkari,	ব্যবহারকারি,	ব্যবহারকারীই,	
baarbaadoj,	বার্বাদ,	বার্বাডোজ,	
vromoner,	ভ্রমণের,	ভ্রমণের,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
churger,	চুরগের,	চার্জের,	
gronthoo,	গ্রন্থ,	গ্রন্থও,	
konflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
chhootee,	ছুটি,	ছুটি,	
torunra,	তরুণ্র,	তরুণরা,	
kooyartara,	কোর্যার্ট,	কোয়ার্টার,	
ameriqa,	আমেরিক,	আমেরিকা,	
jaistha,	জয়্ষ্ঠ,	জ্যৈষ্ঠ,	
niketon,	নিকেটন,	নিকেতন,	
auttacharer,	অত্টাচারের,	অত্যাচারের,	
ragi,	রাগী,	রাগী,	
ancholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
dinesh,	ডিননেস,	দীনেশ,	
aarakaner,	আরকানের,	আরাকানের,	
kaferderkey,	কাফারদেরকে,	কাফেরদেরকে,	
poshte,	পোষ্টে,	পোষ্টে,	
fatakasto,	ফটোকস্ত,	ফাটাকেষ্ট,	
gaddafee,	গাদ্ধাপী,	গাদ্দাফী,	
moldowa,	মল্দো,	মলদোভা,	
saamaanyai,	সামান্যই,	সামান্যই,	
pakistanira,	পাকিস্তানিরা,	পাকিস্তানীরা,	
aedipus,	এইডিপ,	ইডিপাস,	
benj,	বেঞ্জ,	বেঞ্জ,	
vins,	ভিন্স,	ভিন্স,	
pratisthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
ekeerokom,	একিরকম,	একইরকম,	
greep,	গ্রিপ,	গ্রিপ,	
eekbaler,	ইকবালের,	ইকবালের,	
bibad,	বিবদ,	বিবাদ,	
gazetted,	গ্যাজেটেড,	গেজেটেড,	
meetar,	মেটার,	মিত্র,	
deembakreeti,	ডিম্বক্রতি,	ডিম্বাকৃতি,	
sikha,	শিখা,	শিখ,	
ghaghat,	ঘাঘাত,	ঘাঘট,	
tali,	টালি,	তালি,	
juktarashtrasaha,	যুক্তরাস্রসস,	যুক্তরাষ্ট্রসহ,	
aiieubi,	আইআইবি,	আইইউবি,	
dharabahiktite,	ধারাবাহিত্তি,	ধারাবাহিকটিতে,	
bodh,	বধ,	বোধ,	
ashirbad,	আশীর্বাদ,	আশির্বাদ,	
miley,	মিলে,	মাইলি,	
mataram,	মতটরাম,	মাতরম,	
licencedhari,	লিসেন্স্রারি,	লাইসেন্সধারী,	
bhenkates,	ভেনকেটস,	ভেঙ্কটেশ,	
ustaad,	উস্তাদ,	উস্তাদ,	
samashtigata,	সমস্তাতগত,	সমষ্টিগত,	
kyathlikder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
uponishod,	উপনিশদ,	উপনিষদ,	
grawth,	গ্রাথ,	গ্রোথ,	
sangkalaney,	সংকলানে,	সংকলনে,	
otitkaley,	অতীতকালে,	অতীতকালে,	
shcholastic,	স্কলেসটিক্,	স্কলাস্টিক,	
zzojyota,	যোজ্যতা,	যোজ্যতা,	
bolokarok,	বলককরক,	বলকারক,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
manaber,	মানাবের,	মানবের,	
cholocchitro,	চলচ্চিত্র,	চলচ্চিত্র,	
durgoto,	দুর্গত,	দূর্গত,	
rot,	রোট,	রত,	
tigers,	টিইগার্স,	টাইগার্স,	
birishirite,	বিরীষিতে,	বিরিশিরিতে,	
syutara,	স্যাটর,	শ্যুটার,	
lag,	লাগ,	লগ,	
jess,	জেস,	জেস,	
korush,	কোরুস,	ক্রুশ,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
barakpur,	বারাকপুর,	বারাকপুর,	
dwibidh,	দ্বিবিধ,	দ্বিবিধ,	
potochitro,	পতচচচিত্র,	পটচিত্র,	
neermol,	নির্মল,	নির্মল,	
chhatogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
marryir,	মেরির,	ম্যারির,	
vittiteo,	ভিত্তিতেও,	ভিত্তিতেও,	
madraser,	মাদ্রসের,	মাদ্রাজের,	
transcom,	ট্রানস্কম,	ট্রান্সকম,	
vodqa,	ভোদাকা,	ভদকা,	
mukhomaundol,	মুখমন্ডল,	মুখমণ্ডল,	
average,	অ্যাভারেজ,	এভারেজ,	
bhenuser,	ভানেসবের,	ভেনাসের,	
crete,	ক্রেটে,	ক্রীট,	
craze,	ক্রেজ,	ক্রেজ,	
ajibonoer,	আজিবনর,	আজীবনের,	
amoor,	আমুর,	আমর,	
nuhash,	নুহাস,	নুহাশ,	
naneer,	নানীর,	নানীর,	
daaun,	ডাউন,	ডাউন,	
udbhabon,	উদ্ভাবন,	উদ্ভাবন,	
khalidkay,	খলিদাকে,	খালিদকে,	
dorgah,	দরগাঁ,	দরগাহ,	
ramjaner,	রামজনের,	রমযানের,	
trivuz,	ত্রিভুজ,	ত্রিভূজ,	
fimela,	ফিমেলা,	ফিমেল,	
jatotaa,	যতটা,	যতোটা,	
barnish,	বার্নিস,	বার্নিশ,	
porjotoker,	পর্যটকের,	পর্যটকের,	
siddhantao,	সিদ্ধান্ত,	সিদ্ধান্তও,	
beam,	বিম,	বিম,	
notunotto,	নতুনত্ব,	নতুনত্ব,	
victor,	ভিক্টোর,	ভিক্টর,	
ajeejer,	আজিজের,	আজিজের,	
brookolin,	ব্রোকলিন,	ব্রুকলিন,	
nathivukto,	নথিভুক্ত,	নথিভুক্ত,	
shtena,	স্টেন,	স্টেন,	
daaoon,	ডাউন,	ডাউন,	
karo,	কারও,	কারো,	
ghamtaa,	ঘমটা,	ঘোমটা,	
ide,	ইডি,	আইডিই,	
sarbharti,	সর্ভর্টি,	সার্ভারটি,	
heerani,	হিরোনী,	হিরানি,	
manbey,	মানবে,	মানবে,	
taantira,	তানটিরা,	তাঁতিরা,	
crucer,	ক্রুসের,	ক্রুশের,	
abheedhaanic,	অভিধানিক,	অভিধানিক,	
lesensa,	লেসন্স,	লাইসেন্স,	
lesens,	লেসন্স,	লাইসেন্স,	
seemons,	সিমন্স,	সিমন্স,	
icebarg,	ইসেবর্র,	আইসবার্গ,	
siddhante,	সিদ্ধান্তে,	সিদ্ধান্তে,	
jonsa,	জনস,	জোন্স,	
mahasabha,	মহাসভ,	মহাসভা,	
modeltigulo,	ম্যাডেটগিলো,	মডেলগুলো,	
ajimpoor,	আজিমপুর,	আজিমপুর,	
parisankhyanbid,	পরিসংখ্যাবনিদ,	পরিসংখ্যানবিদ,	
udbodhani,	উদ্ধোধনী,	উদ্বোধনী,	
prakalpogulor,	প্রকলমপুলোর,	প্রকল্পগুলোর,	
cholocchitrotike,	চলচ্চিত্রকিতে,	চলচ্চিত্রটিকে,	
somabeshke,	সমােশেককে,	সমাবেশকে,	
jatinkey,	যাতিনকে,	যতীনকে,	
myathious,	ম্যাথিউস,	ম্যাথিউস,	
baarakpur,	বারাকপুর,	বারাকপুর,	
sanstha,	সংস্থা,	সংস্থা,	
ancholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
valobasey,	ভালোবাসে,	ভালোবাসে,	
provuder,	প্রভূদের,	প্রভুদের,	
pleena,	প্লেন,	প্লেন,	
abasan,	আবাসন,	অবসান,	
chalachchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
ganakantho,	গণকা্ঠ,	গণকণ্ঠ,	
