alauler,	আলালের,	আলাওলের,	
shithilata,	শীথিলতা,	শিথিলতা,	
dayitta,	ডৈত্য,	দায়িত্ব,	
mohakobi,	মহাকাবি,	মহাকবি,	
qarqa,	কর্ক,	কার্ক,	
edhdaning,	এদানীং,	ইদানিং,	
youth,	যুথ,	ইয়ুথ,	
chirata,	চিরতা,	চিরতা,	
juboke,	যুবকে,	যুবকে,	
seramiqs,	সারামিক,	সিরামিকস,	
bharma,	ভার্ম,	ভার্মা,	
khoor,	খুর,	ক্ষুর,	
gobeshokgan,	গবেষকগণ,	গবেষকগণ,	
sinakey,	সিনাকে,	সিনাকে,	
bardhitansh,	বর্মীন্তাস,	বর্ধিতাংশ,	
bojhe,	বোঝে,	বোঝে,	
drishyokey,	দৃশ্যকে,	দৃশ্যকে,	
utpotti,	উৎপত্তি,	উতপত্তি,	
soceitytey,	সোেটিইটে,	সোসাইটিতে,	
militari,	মিলিটারি,	মিলিটারি,	
satyaky,	সত্যাকি,	সাত্যকি,	
vorpur,	ভররপুর,	ভরপুর,	
porjotoker,	পর্যতকের,	পর্যটকের,	
mast,	মস্ট,	মাস্ত,	
motion,	ম্যাশন,	মোশন,	
maadhoobir,	মাধবির,	মাধবীর,	
eenasiyeenta,	এনসিয়েন্ট,	এনসিয়েন্ট,	
pushtir,	পুষ্টির,	পুষ্টির,	
shooknaa,	শুকনা,	শুকনা,	
uponeesoder,	উপনিষদের,	উপনিষদের,	
chaudhurike,	চৌধুরিকে,	চৌধুরীকে,	
dokaangulotey,	দককানগুলোতে,	দোকানগুলোতে,	
moreecha,	মরিচা,	মরিচা,	
dovar,	দোভার,	ডোভার,	
tiunar,	টিউনার,	টিউনার,	
kanayi,	কানাই,	কানাই,	
manushder,	মনুশদের,	মানুষদের,	
debdebier,	দেবদিবীর,	দেবদেবীর,	
asamorthito,	অসমর্থিত,	অসমর্থিত,	
indro,	ইন্দ্র,	ইন্দ্র,	
byataree,	ব্যাটারী,	ব্যাটারী,	
ashshociatesh,	অস্সোেটেশেস,	এসোসিয়েটস,	
khanankaj,	খননকাজ,	খননকাজ,	
panni,	পা্নী,	পন্নী,	
cocaine,	কোকেন,	কোকেইন,	
ayadabhansada,	অ্যাডভানস,	অ্যাডভান্সড,	
choudhooreer,	চৌধুরীর,	চৌধুরীর,	
parq,	পার্ক,	পার্ক,	
nesons,	নেসন্স,	নেশনস,	
azim,	আজিম,	আজিম,	
shekarone,	সেকারণে,	সেকারণে,	
sheekarke,	শিকারকে,	শিকারকে,	
ganonatto,	গণনাত্য,	গণনাট্য,	
thakte,	থাকতে,	থাকতে,	
lumbinee,	লুম্বিনী,	লুম্বিনী,	
ovarviu,	অভারভভি,	ওভারভিউ,	
nabheela,	নাভিল,	নভেল,	
mette,	মেটে,	ম্যাট,	
ssahocorzo,	সহসর্য,	সাহচর্য,	
jammu,	জমমু,	জম্মু,	
janosanjog,	জনসংযোগ,	জনসংযোগ,	
jeebonjaapon,	জীবনযাপন,	জীবনযাপন,	
boorana,	বোরানা,	বোরন,	
sooter,	সুটের,	শ্যুটার,	
kathhmandute,	কন্নদমূ্তে,	কাঠমান্ডুতে,	
kathmandutey,	কাননদুউতে,	কাঠমান্ডুতে,	
ovinetar,	অভিনেতার,	অভিনেতার,	
gonohottar,	গণহত্ত্বর,	গণহত্যার,	
saleha,	সালেহ,	সালেহা,	
samany,	সমমানি,	সামান্য,	
lat,	লাট,	লাট,	
uzobekeestaan,	উোবেক্তিসান,	উজবেকিস্তান,	
deputee,	দেপুতি,	ডেপুটি,	
sbajaner,	স্বজনের,	স্বজনের,	
indr,	ইন্ড্র,	ইন্দ্র,	
fake,	ফেক,	ফাকে,	
gezeteda,	গেজেটেড,	গেজেটেড,	
savanetri,	সভানেত্রী,	সভানেত্রী,	
toder,	তদের,	তদের,	
yauth,	যথ,	ইয়ুথ,	
emiratas,	এমিরাটাস,	এমিরেটাস,	
shastro,	সাস্ত্র,	শাস্ত্র,	
overview,	অভ্রভিভ,	ওভারভিউ,	
durgotsabe,	দুর্ঘটসাবে,	দুর্গোৎসবে,	
parks,	পার্কস,	পার্কস,	
heje,	হেজে,	হেজ,	
hotelteete,	হটেলটিতে,	হোটেলটিতে,	
saras,	সারস,	সরস,	
moochi,	মুচি,	মুচি,	
pragreesa,	প্রগ্রেস,	প্রগ্রেস,	
bairer,	বাইরের,	বাইরের,	
highcomissione,	হাইকমিশনে,	হাইকমিশনে,	
bhognee,	ভগ্নী,	ভগ্নী,	
coolin,	কোলিন,	কুলিং,	
shtone,	স্টনে,	স্টোন,	
bhittimul,	ভিটিমুয়াল,	ভিত্তিমূল,	
loha,	লোহ,	লোহা,	
wodka,	ওদ্যা,	ভদকা,	
madeling,	ম্যাডেলিং,	মডেলিং,	
naobihar,	নবিহার,	নৌবিহার,	
vedanta,	ভেদন্ত,	বেদান্ত,	
serverti,	স্রের্টি,	সার্ভারটি,	
admiral,	আদমারিল,	এডমিরাল,	
addabaj,	আদ্যাবাজ,	আড্ডাবাজ,	
koro,	কোরো,	কর,	
thar,	থার,	থর,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
modelling,	মোডেলিং,	মডেলিং,	
netherlander,	নেরেচ্যান্ডের,	নেদারল্যান্ডের,	
plato,	প্লাটো,	প্লেটো,	
seater,	সেটের,	সিটের,	
behrampurer,	বেহার্পুরের,	বহরমপুরের,	
sikkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
mohisho,	মহিশ,	মহিষ,	
aholyar,	অহল্যার,	অহল্যার,	
bahjya,	বাযো্য,	বাহ্য,	
jolatonko,	যলান্তক,	জলাতঙ্ক,	
hariner,	হারিনের,	হরিণের,	
netsi,	নেটি,	নাত্সি,	
yuq,	ইউক,	ইয়াক,	
noitikotar,	নৈতিকতার,	নৈতিকতার,	
bisshasyi,	বিশ্বাসী,	বিশ্বাসই,	
gudamjaato,	গুদ্যামত,	গুদামজাত,	
guzob,	গুজব,	গুজব,	
shikkhakbrinda,	শিক্ষাণ্দ্র,	শিক্ষকবৃন্দ,	
abhidhaanik,	অভিধানিক,	অভিধানিক,	
oholya,	অহোল্য,	অহল্যা,	
shaswata,	শাস্বতা,	শাশ্বত,	
phuda,	ফুদ,	ফুড,	
adbhanced,	অ্যাডলেন্সেড,	অ্যাডভান্সড,	
oichchhik,	অচিছিক,	ঐচ্ছিক,	
bonaa,	বোনা,	বোনা,	
swosti,	স্বস্তি,	স্বস্তি,	
spreadsiit,	স্প্রেসিট,	স্প্রেডশীট,	
beeseshyo,	বিশেষ্য,	বিশেষ্য,	
baju,	বাজু,	বাজু,	
jinsa,	জিন্স,	জিন্স,	
toufiq,	টৌফিক,	তৌফিক,	
upostheet,	উপস্থিত,	উপস্থিত,	
munshi,	মুন্সি,	মুন্সী,	
bhabotarini,	ভাবতরীণী,	ভবতারিণী,	
pothnirdeshona,	পথিন্দ্রেশনা,	পথনির্দেশনা,	
elaakaatike,	এলাকাতিকে,	এলাকাটিকে,	
ganoparibahaner,	গণপরিবাহের,	গণপরিবহনের,	
pure,	পুরে,	পিওর,	
dipan,	দিপান,	দীপন,	
banshite,	বাঁশিতে,	বাঁশিতে,	
chalachchitrer,	চলচ্ছিত্রের,	চলচ্চিত্রের,	
engil,	এঞ্জিল,	ইঞ্জিল,	
odoore,	অদুরে,	অদুরে,	
hughke,	হুঁকে,	হিউজকে,	
olimpyc,	অলিম্পিক,	অলিম্পিক,	
rohasyor,	রহহ্যার,	রহস্যর,	
gazipore,	গজীপরে,	গাজিপুর,	
ragkey,	রাগকে,	রাগকে,	
jaanachhe,	জানাচে,	জানাচ্ছে,	
kaamla,	কামালা,	কামলা,	
rupantor,	রূপান্তর,	রুপান্তর,	
dai,	দাই,	দিই,	
shima,	সিম,	সীমা,	
kins,	কিন্স,	কিংস,	
ateeteo,	অটিতেও,	অতীতেও,	
gobeshona,	গবেষণা,	গবেষনা,	
bossoben,	বসসেন,	বসবেন,	
bosben,	বসেন,	বসবেন,	
galpokar,	গল্পকার,	গল্পকার,	
modhyostho,	মধ্যস্থ,	মধ্যস্থ,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
dhormee,	ধর্মী,	ধর্মী,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
donut,	দনুত,	ডোনাট,	
ameerika,	আমিরিকা,	আমেরিকা,	
judge,	জুজ,	জাজ,	
devolopar,	দেভলপার,	ডেভলপার,	
jarusalema,	জরসুলামে,	জেরুসালেম,	
harbare,	হারবারে,	হারবারে,	
sparsher,	স্পার্সের,	স্পর্শের,	
beshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
gatee,	গেট,	গ্যেটে,	
elaaka,	এলাকা,	এলাকা,	
sachindra,	সাচিন্দ্র,	শচীন্দ্র,	
saarbhaare,	সার্ভারে,	সার্ভারে,	
model,	মোেল,	মডেল,	
ebhara,	আভারা,	এভার,	
bhotara,	ভোটার,	ভোটার,	
as,	আস,	অস,	
horipur,	হরিপুর,	হরিপুর,	
sangkalaner,	সংকলানের,	সংকলনের,	
bidghutey,	বিদুঘে,	বিদঘুটে,	
bibechyo,	বিবেছ্য,	বিবেচ্য,	
alaoul,	আ্যালালুল,	আলাওল,	
harriser,	হার্রিসের,	হ্যারিসের,	
kyamone,	ক্যামনে,	কেমনে,	
milton,	মিলটন,	মিলটন,	
akramer,	আক্রমের,	আকরামের,	
harir,	হারির,	হরির,	
byaboharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
fud,	ফুড,	ফুড,	
hariken,	হারিকেন,	হ্যারিকেন,	
ap,	আপ,	আপ,	
faaj,	ফাজ,	ফাজ,	
parka,	পার্ক,	পার্ক,	
dailee,	ডাইল,	ডেইলি,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
venom,	ভেনম,	ভেনম,	
daloo,	ডালু,	ডালু,	
samanwitabhabe,	সমান্যবিতভাবে,	সমন্বিতভাবে,	
fala,	ফলা,	পোলো,	
utsahe,	উৎসহে,	উৎসাহে,	
juktarashtreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
sadeena,	সাদিনা,	সাডেন,	
sangasthaner,	সংস্থানের,	সংস্থানের,	
karta,	কর্ত,	করতা,	
shatjoner,	স্যাতনের,	সাতজনের,	
vittiteow,	ভিটিতিও,	ভিত্তিতেও,	
gore,	গোর,	গোর,	
veniser,	ভেনিসের,	ভেনিসের,	
jworer,	যুবরের,	জ্বরের,	
santa,	সন্ত,	সান্তা,	
deelibhara,	ডিলিভার,	ডেলিভার,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
rashider,	রাশিদের,	রশিদের,	
hatochakito,	হটাচকিত,	হতচকিত,	
nironjon,	নিরজন্জন,	নিরঞ্জন,	
ponera,	পোনেরা,	পনের,	
awatara,	অযাটার,	অবতার,	
chalochchitratike,	চলচ্চিত্রাকিক,	চলচ্চিত্রটিকে,	
chhatogolpe,	ছোটগল্পে,	ছোটগল্পে,	
parshwey,	পার্স্যে,	পার্শ্বে,	
antorvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
jonopoth,	জনপথ,	জনপথ,	
pretty,	প্রেটটি,	প্রিটি,	
ajiban,	আজীবান,	আজীবন,	
morathee,	মরাঠী,	মরাঠি,	
bashite,	বাসিতে,	বাঁশিতে,	
kredit,	ক্রেডিত,	ক্রেডিট,	
groowth,	গ্রুথ,	গ্রোথ,	
easter,	এস্টের,	ইস্টার,	
beekaargrasto,	বিকার্তর্থ,	বিকারগ্রস্ত,	
shoilee,	সৈলি,	শৈলী,	
soholovyotar,	সহলবোতার,	সহজলভ্যতার,	
coshon,	কশন,	চোষণ,	
dollu,	ডললু,	ডলু,	
dearas,	ডেরাস,	ডিআরএস,	
azibonoer,	অজিবনর,	আজীবনের,	
anchaltite,	অঞ্চলিতে,	অঞ্চলটিতে,	
madhabike,	মাধাবীকে,	মাধবীকে,	
jathaarthobhaabe,	হথার্থভাবে,	যথার্থভাবে,	
sikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
akram,	আক্রম,	আকরাম,	
directorate,	ডিরেক্রাটে,	ডিরেক্টরেট,	
qingdom,	কিংজম,	কিংডম,	
rupart,	রূপার্ট,	রুপার্ট,	
oxfordey,	অক্সফোর্ডে,	অক্সফোর্ডে,	
haj,	হাজ,	হয,	
attobishwasi,	অত্তবিশ্বাসী,	আত্মবিশ্বাসী,	
noitik,	নৈতিক,	নৈতিক,	
phake,	ফকে,	ফাকে,	
nagarikra,	নাগরিকরা,	নাগরিকরা,	
jeebnagar,	জীবনগার,	জীবননগর,	
obe,	ওবে,	ওবিই,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
