anekeri,	অনেকেরী,	অনেকেরই,	
crescent,	ক্রিসনেন্ট,	ক্রিসেন্ট,	
mulaadi,	মুলাদী,	মুলাদি,	
hazirhaat,	হজিরহাট,	হাজিরহাট,	
ibhil,	ইভিল,	ইভিল,	
norfolq,	নরফলক,	নরফোক,	
okritakarjo,	অক্তিকার্য,	অকৃতকার্য,	
primo,	প্রিমো,	প্রিমো,	
bibad,	বিবাদ,	বিবাদ,	
bronze,	ব্রঞ্জ,	ব্রোঞ্জ,	
karmazog,	কর্মযোগ,	কর্মযোগ,	
phern,	ফের্ন,	ফার্ন,	
pustir,	পুস্তির,	পুষ্টির,	
statione,	স্টেশনে,	ষ্টেশনে,	
kanai,	কানই,	কানাই,	
debodebir,	দেবদেবীর,	দেবদেবীর,	
deilee,	ডেল,	ডেইলি,	
bhangley,	ভাঙলে,	ভাঙলে,	
abotaar,	অবতার,	অবতার,	
canservatian,	কনসারভেশন,	কনসারভেশন,	
foks,	ফক্স,	ফক্স,	
aarakani,	আরাকানি,	আরাকানী,	
azadeer,	আজাদির,	আজাদীর,	
caramics,	কারামিক্স,	সিরামিকস,	
ardasha,	অর্ডস,	আর্দশ,	
scoree,	স্করি,	স্কোরে,	
komtee,	কমটি,	কমতি,	
sosar,	সসার,	সকার,	
deezni,	ডিজনি,	ডিজনী,	
jonogononar,	জনগণনার,	জনগণনার,	
ovidhaner,	অভিধানের,	অভিধানের,	
hepatitish,	হেপোটিটিস,	হেপাটাইটিস,	
sammatitey,	সম্মাটিতে,	সম্মতিতে,	
nirikho,	নিরিক্ষ,	নিরিখ,	
nathibhookto,	নথিভভ্ত,	নথিভুক্ত,	
shodhon,	সধধন,	শোধন,	
rajballabh,	রাজব্লাব,	রাজবল্লভ,	
chaalabi,	চালাবি,	চালাবে,	
poorohitke,	পুরুিিকেে,	পুরোহিতকে,	
ganjona,	গঞ্জনা,	গঞ্জনা,	
location,	লোকশন,	লোকেশন,	
roopdan,	রূপদান,	রুপদান,	
eskol,	এসকল,	এসকল,	
murrayir,	মুরের,	ম্যারির,	
shomser,	শমসের,	সমশের,	
angshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
shrimoti,	শ্রীমতী,	শ্রীমতি,	
dorji,	দর্জি,	দরজি,	
krom,	ক্রম,	ক্রম,	
udbodhone,	উদ্বোধনে,	উদ্বোধনে,	
chalochchitreer,	চলচিচিত্রের,	চলচ্চিত্রের,	
shrabasti,	শ্রবস্তি,	শ্রাবস্তী,	
olpo,	অল্প,	অল্প,	
halding,	হলডিং,	হোল্ডিং,	
ancholtite,	অঞ্চলটিতে,	অঞ্চলটিতে,	
jotota,	যতটা,	যতোটা,	
omitrakkhor,	অমিত্রক্ষার,	অমিত্রাক্ষর,	
jack,	জ্যাক,	জ্যাক,	
muktilabh,	মুক্তিলভ,	মুক্তিলাভ,	
akla,	একলা,	একলা,	
jesthaa,	জেষ্ঠা,	জ্যেষ্ঠা,	
deobonde,	দিবনদ্বে,	দেওবন্দে,	
manee,	মেন,	মানে,	
chidrapathe,	চিদ্রাপাথে,	ছিদ্রপথে,	
siramiqs,	সিরামিক্স,	সিরামিকস,	
messanger,	মেসঙ্গের,	মেসেঞ্জার,	
shulkey,	শুলকে,	শুল্কে,	
sanaktakaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
onekerie,	অনেকেরি,	অনেকেরই,	
biswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
hizriite,	হিজরিতে,	হিজরীতে,	
nariikei,	নারীকেই,	নারীকেই,	
tokei,	তোকেই,	ত্বকেই,	
shuperheiro,	সুপারহেরও,	সুপারহিরো,	
laisense,	লাইেন্স,	লাইসেন্স,	
aarmstrong,	আর্ম্্্র,	আর্মস্ট্রং,	
koordider,	কুর্দিদের,	কুর্দিদের,	
ponchasjon,	পঞ্চাস্বন,	পঞ্চাশজন,	
kromo,	ক্রমো,	ক্রম,	
konagoolo,	কোনাগুলো,	কণাগুলো,	
uponeeshoder,	উপনিষদের,	উপনিষদের,	
paira,	পাই়া,	পাইরা,	
abasan,	অবসান,	অবসান,	
sheo,	শিও,	সেও,	
restaurant,	রেস্টুরেন্ট,	রেষ্টুরেন্ট,	
shlok,	শ্লোক,	শ্লোক,	
ankeeta,	অংকিত,	অঙ্কিতা,	
chalochchitro,	চলচিত্র,	চলচ্চিত্র,	
futbolarder,	ফুটবলরদের,	ফুটবলারদের,	
tikka,	টিক্ক,	টিক্কা,	
spashtotai,	স্পষ্টটাই,	স্পষ্টতই,	
homasa,	হোমস,	হোমস,	
naabbota,	নাব্যটা,	নাব্যতা,	
komandar,	কমান্ডার,	কমাণ্ডার,	
batsman,	বাৎসম্যান,	ব্যাটসম্যান,	
jati,	জাতি,	যাতি,	
cholochchitreer,	চলচিচ্রিত্র,	চলচ্চিত্রের,	
karlosha,	কার্লস,	কার্লোস,	
akbakye,	একবাকে,	একবাক্যে,	
debodebi,	দেবদেবী,	দেবদেবী,	
ghumacche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
deepon,	ডিপন,	দীপন,	
gayichhey,	গাইছে,	গাইছে,	
kredit,	ক্রেডিট,	ক্রেডিট,	
nischay,	নিশ্চে,	নিশ্চয়,	
dakshinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
manir,	মানির,	মনির,	
abhidhaneek,	অভিধানিক,	অভিধানিক,	
sasharire,	সশরীরে,	সশরীরে,	
gabhaskaar,	গভাসকার,	গাভাস্কার,	
karlo,	কার্ল,	কার্লো,	
fern,	ফের্ন,	ফার্ন,	
ancholgulote,	অঞ্চলগগুলে,	অঞ্চলগুলোতে,	
sahapatheekey,	সহপাঠিকে,	সহপাঠীকে,	
padarthabidder,	পদার্থবিদ্যার,	পদার্থবিদদের,	
attaar,	আত্মার,	আত্তার,	
pratisthasaho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
ogrodoot,	অগ্রদাত,	অগ্রদূত,	
ivam,	ইভাম,	ইভিএম,	
itostato,	ইতস্তাত,	ইতস্তত,	
pnouchute,	পৌঁছুতে,	পৌঁছুতে,	
choudhureer,	চৌধুরির,	চৌধুরীর,	
shefa,	সেফ,	শেফ,	
jakkher,	যক্ষ্রের,	যক্ষের,	
indrer,	ইন্দ্রের,	ইন্দ্রের,	
gonohottake,	গণহাত্যাকে,	গণহত্যাকে,	
larson,	লারসন,	লারসন,	
daaktickete,	ডাক্তিকে,	ডাকটিকিটে,	
gandharir,	গণ্ধারীর,	গান্ধারীর,	
lajika,	লাজিক,	লজিক,	
kada,	কাড,	কোড,	
taioyana,	টাওয়ান,	তাইওয়ান,	
firojer,	ফিরোজের,	ফিরোজের,	
uporostho,	উপরস্থ,	উপরস্থ,	
shaarthe,	সার্থে,	স্বার্থে,	
shaahoshikataar,	সাহাশিকতার,	সাহসিকতার,	
koommatei,	কমাতেই,	কমাতেই,	
shithilatar,	সিথিলতার,	শিথিলতার,	
turisht,	টুরিস্ট,	টুরিস্ট,	
gunman,	গুনমান,	গুণমান,	
beshirbhaagei,	বেশিরভাগেই,	বেশিরভাগেই,	
bhejaano,	ভেজানো,	ভেজানো,	
pooroheetder,	পুরহিদতের,	পুরোহিতদের,	
gorur,	গরুর,	গরুর,	
bolvodro,	বলভদ্র,	বলভদ্র,	
itemer,	ইটামের,	আইটেমের,	
kando,	কা্ড,	কাণ্ড,	
sollalaho,	সোল্লালাহাল,	সল্লাল্লাহু,	
bikargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
daktikite,	দা্তিকিতে,	ডাকটিকিটে,	
bupher,	বুফার,	বাফার,	
goora,	গুরা,	গোর,	
nederland,	নেডারল্যান্ড,	নেদারল্যান্ড,	
olympicer,	অলিমাপিকের,	অলিম্পিকের,	
aviyojan,	অভিযোজন,	অভিযোজন,	
netherland,	নেটারল্যান্ড,	নেদারল্যান্ড,	
ajiboner,	অজিবনের,	আজীবনের,	
maddhobir,	মধ্ববীর,	মাধবীর,	
playtey,	প্লেটে,	প্লেটে,	
chal,	চলল,	চাল,	
eoki,	একই,	এওকি,	
parry,	প্যারি,	পেরি,	
chaalta,	চালতা,	চালতা,	
kousholgoto,	কৌশগত,	কৌশলগত,	
oopohoron,	অপহরণ,	অপহরন,	
preti,	প্রেটি,	প্রিটি,	
oncholgoolir,	অঞ্চলগগলির,	অঞ্চলগুলির,	
dhyana,	ঢ্যান,	ধ্যান,	
obolokon,	অবলকণণ,	অবলোকন,	
raktaksharaner,	রক্তক্ষরণের,	রক্তক্ষরণের,	
porishongkhyanbid,	পরিসংখ্যানিদ,	পরিসংখ্যানবিদ,	
cheento,	চিন্ত,	চিনতো,	
oholla,	ওহলা,	অহল্যা,	
janamukhi,	জনামুখী,	জনমুখী,	
meghe,	মেঘে,	মেঘে,	
bhogirath,	ভগীরথ,	ভগীরথ,	
vogirath,	ভগীরথ,	ভগীরথ,	
kyaneela,	ক্যানেল,	ক্যানেল,	
kaaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
varote,	ভারতে,	ভারতে,	
eevil,	এভিল,	ইভিল,	
remacry,	রেমাক্রি,	রেমাক্রী,	
tap,	টাপ,	ট্যাপ,	
madhumati,	মধুমতি,	মধুমতী,	
kanshater,	কাঁসাতের,	কানসাটের,	
dimbakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
starker,	স্টার্কের,	স্টার্কের,	
bodhirata,	বধিরতা,	বধিরতা,	
harz,	হার্জ,	হার্জ,	
ukeliptas,	উককেলিপ্টাস,	ইউক্যালিপ্টাস,	
jerushalema,	জেরুসোমেলা,	জেরুসালেম,	
ukeliptash,	উকোেলিক্টাস,	ইউক্যালিপ্টাস,	
rajotwo,	রাজত্ব,	রাজত্ব,	
aashirbaad,	আশীর্বাদ,	আশির্বাদ,	
bhimsen,	ভিমেসন,	ভীমসেন,	
bazaareo,	বাজারেও,	বাজারেও,	
naitikatabodh,	নাতিতক্বোধ,	নৈতিকতাবোধ,	
mononitoder,	মনোনিতদের,	মনোনীতদের,	
jemy,	জেমি,	জেমি,	
grambasio,	গ্রামবাসিও,	গ্রামবাসীও,	
shikh,	শিখ,	শিখ,	
istonia,	ইস্টোনিয়া,	এস্তোনিয়া,	
mitre,	মাত্রে,	মিত্র,	
swarnali,	স্বর্ণাীলি,	স্বর্ণালী,	
culing,	কালিং,	কুলিং,	
lutharan,	লুথরান,	লুথেরান,	
shansthati,	সংস্থাটি,	সংস্থাটি,	
chhatogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
cbi,	শিবি,	সিবিআই,	
koda,	কোড,	কোডা,	
prakalpao,	প্রকলপাও,	প্রকল্পও,	
eder,	এডার,	এদের,	
pray,	প্রয়ে,	প্রায়,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
birishiritey,	বীরিষীরিতে,	বিরিশিরিতে,	
ghoomachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
janaar,	জানার,	জানার,	
ruteener,	রুটিনের,	রুটিনের,	
atiteo,	অতিতেও,	অতীতেও,	
kolahol,	কলাহল,	কোলাহল,	
lambatey,	লম্বেটে,	লম্বাটে,	
hoteltite,	হটেলটিটে,	হোটেলটিতে,	
vageri,	ভাগেরী,	ভাগেরই,	
udbodhaney,	উদ্বোধানে,	উদ্বোধনে,	
jeebanjapon,	জীবনজ্বনান,	জীবনযাপন,	
utsahi,	উৎসসহী,	উৎসাহী,	
rob,	রব,	রব,	
dhaleshorii,	ধালেসরী,	ধলেশ্বরী,	
satjoner,	সতজনের,	সাতজনের,	
desiseyer,	ডেসিসের,	ডিজিজের,	
grip,	গ্রিপ,	গ্রিপ,	
brinda,	বৃণ্ড,	বৃন্দা,	
samashti,	সমস্তি,	সমষ্টি,	
bamander,	বামানদের,	বামনদের,	
shastro,	শাস্ত্র,	শাস্ত্র,	
bosturoi,	বস্তুরি,	বস্তুরই,	
qings,	কিংস,	কিংস,	
mmeloborrner,	মেলবর্ণের,	মেলবোর্নের,	
graambaasheeo,	গ্রামবাসী,	গ্রামবাসীও,	
choudhoorio,	চৌধুরিও,	চৌধুরীও,	
pujit,	পুজিত,	পুজিত,	
prokar,	প্রকার,	প্রকার,	
deputi,	দেপুটি,	ডেপুটি,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
baaiq,	বাইক,	বাইক,	
hosney,	হোষণে,	হোসনে,	
jwolbe,	জ্লল্বে,	জ্বলবে,	
jaandrel,	জান্দ্রেল,	জাঁদরেল,	
addabaz,	আদ্যাবাজ,	আড্ডাবাজ,	
shoccar,	সক্চার,	সকার,	
tikto,	টিকট,	তিক্ত,	
kathmandutey,	কাঠমন্দুতে,	কাঠমান্ডুতে,	
alaol,	আলাল,	আলাওল,	
