estoniya,	এস্টনিয়া,	এস্তোনিয়া,	
ebham,	এভাম,	ইভিএম,	
dhyanastho,	ধন্যস্থ,	ধ্যানস্থ,	
kkhur,	ক্ষুর,	ক্ষুর,	
jyesthaa,	যেষ্ঠা,	জ্যেষ্ঠা,	
sharther,	শর্থের,	স্বার্থের,	
masajida,	মসজিদ,	মসজিদ,	
gajipur,	গাজীপুর,	গাজিপুর,	
hizrii,	হিজরী,	হিজরী,	
manushtike,	মানুষটিকে,	মানুষটিকে,	
barbadoz,	বর্বাদোজ,	বার্বাডোজ,	
naazi,	নাজি,	নাত্সি,	
nirbaha,	নির্বাহ,	নির্বাহ,	
bibader,	বিবাদের,	বিবাদের,	
haridware,	হরিদর্যেরা,	হরিদ্বারে,	
basaate,	বাসাতে,	বাসাতে,	
madla,	মাদালা,	মাদলা,	
nilkamal,	নিলকমম,	নীলকমল,	
reliance,	রিলিয়ন্স,	রিলায়েন্স,	
nirgamon,	নির্গমন,	নির্গমন,	
archimedeser,	আর্কিমিডিডের,	আর্কিমিডিসের,	
hingsar,	হিংসার,	হিংসার,	
chanu,	চানু,	চানু,	
olpokichudin,	অল্পকিচুদিন,	অল্পকিছুদিন,	
thatchar,	থাচার,	থ্যাচার,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
hebhee,	হেভি,	হেভি,	
nagarikderkey,	নগরীকদেরকে,	নাগরিকদেরকে,	
neerbahe,	নির্বাহে,	নির্বাহে,	
dologuloo,	দলগুলো,	দলগুলোও,	
saphallyar,	সাফল্যার,	সাফল্যের,	
netions,	নেটন,	নেশনস,	
farex,	ফরেক্স,	ফরেক্স,	
sahooseekotar,	সাহুকেততার,	সাহসিকতার,	
noditi,	নদীতী,	নদীটি,	
loha,	লোহা,	লোহা,	
bossoben,	বসবেন,	বসবেন,	
byaran,	ব্যারন,	ব্যারন,	
shamook,	সামুক,	শামুক,	
pratiyogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
bee,	বি,	বি,	
chaanu,	চানু,	চানু,	
nilkuthir,	নিলকুঠির,	নীলকুঠির,	
seector,	সিক্টর,	সেক্টর,	
parksh,	পার্কস,	পার্কস,	
bojhaar,	বোঝার,	বোঝার,	
ruplal,	রূপলাল,	রূপলাল,	
tader,	তাঁদের,	তদের,	
rights,	রেইটস,	রাইটস,	
nilabha,	নীলভা,	নীলাভ,	
rushod,	রুষদ,	রুশদ,	
deepan,	দীপণ,	দীপন,	
embi,	এমবি,	এমবি,	
qrisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
yuro,	ইউরো,	ইউরো,	
vangey,	ভাঙে,	ভাঙ্গে,	
mookhomaundoley,	মুখনন্ডলে,	মুখমণ্ডলে,	
pratiyogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
jeesa,	জেস,	জেস,	
qingdom,	কিংডম,	কিংডম,	
artilary,	আর্টিলারি,	আর্টিলারি,	
chetanagoto,	চেটনাগত,	চেতনাগত,	
vorodwaj,	ভোরাদ্যা,	ভরদ্বাজ,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
siddhantokey,	সিদ্ধানতকে,	সিদ্ধান্তকে,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
maunjiley,	মঞ্জিলে,	মঞ্জিলে,	
primo,	প্রীম,	প্রিমো,	
asietic,	অসিযেটিক,	এশিয়াটিক,	
hanttey,	হাঁতে,	হাঁটতে,	
daqop,	ডাকপ,	দাকোপ,	
bulan,	বুলান,	বুলান,	
qota,	কোটা,	কোটা,	
aholar,	আহলার,	অহল্যার,	
shansthati,	সাস্থতি,	সংস্থাটি,	
leadar,	লিডার,	লিডার,	
kadam,	কাদাম,	কদম,	
sahopathike,	সহপাঠীকে,	সহপাঠীকে,	
nodigulir,	নদীগুলির,	নদীগুলির,	
kooyartara,	কোয়ার্টার,	কোয়ার্টার,	
daun,	ডাউন,	ডাউন,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
turishta,	তুরিষ্ট,	টুরিস্ট,	
ongkush,	অংকুশ,	অংকুশ,	
majlish,	মজলিস,	মজলিশ,	
kathhmandu,	কাঠমান্দু,	কাঠমান্ডু,	
niropeksh,	নিরপেকেষ,	নিরপেক্ষ,	
toler,	তলের,	তালের,	
starc,	স্টার্ক,	স্টার্ক,	
iraaner,	ইরানের,	ইরানের,	
prokare,	প্রকারে,	প্রকারে,	
orohan,	অরহহান,	ওরহান,	
jamkaalo,	জামকালো,	জমকালো,	
soomi,	সুমি,	সুমি,	
danut,	দানুত,	ডোনাট,	
agiboner,	আগিবনের,	আজীবনের,	
sectore,	সেক্টরে,	সেক্টরে,	
lag,	লাগ,	লগ,	
koieri,	কৈরি,	কোয়েরি,	
johny,	জন্নী,	জনি,	
dhoka,	ঢোকা,	ধোঁকা,	
baireyo,	বারেও,	বাইরেও,	
dwipgulote,	দ্বিগ্লুতে,	দ্বীপগুলোতে,	
musalmanyi,	মুসলমনী,	মুসলমানই,	
fala,	ফল,	পোলো,	
bilati,	বিলাটি,	বিলাতী,	
elaaka,	এলাকা,	এলাকা,	
licensedhari,	লিকেস্ধারী,	লাইসেন্সধারী,	
alaa,	আলা,	আলা,	
koda,	কোডা,	কোডা,	
samajeek,	সামাজিক,	সামাজিক,	
heris,	হেরিশ,	হ্যারিস,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
panchashjan,	পঞ্চাশনজান,	পঞ্চাশজন,	
phutonta,	ফুটন্তা,	ফুটন্ত,	
firoja,	ফিরোজা,	ফিরোজা,	
samoshtike,	সমস্তিকে,	সমষ্টিকে,	
abasan,	আবাসন,	অবসান,	
janaalo,	জানালো,	জানালো,	
ajibonoer,	আজিবনের,	আজীবনের,	
grambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
probeshan,	প্রবেশন,	প্রবেশন,	
anektayi,	অনেকটাই,	অনেকটাই,	
nischoy,	নিশ্চে,	নিশ্চয়,	
chamsky,	চাম্সিক,	চমস্কি,	
yucalyptush,	ইউক্লাপিয়াস্ট,	ইউক্যালিপ্টাস,	
chaalke,	চালকে,	চালকে,	
expressian,	এক্সপ্রেশেন,	এক্সপ্রেশন,	
amstrong,	অমস্ট্রোং,	আর্মস্ট্রং,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
shilabhara,	সিলভার,	সিলভার,	
raagei,	রাগেই,	রাগেই,	
oncoltike,	অঞচলটিকে,	অঞ্চলটিকে,	
haridwar,	হরিদ্্র,	হরিদ্বার,	
deeliveer,	ডিলিভির,	ডেলিভার,	
norfolq,	নরফফল,	নরফোক,	
phiksha,	ফিক্স,	ফিক্স,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
muhit,	মুহিত,	মুহিত,	
hartz,	হার্ট,	হার্জ,	
rena,	রেন,	রেনো,	
vedke,	ভেদকে,	বেদকে,	
mekon,	মেকন,	মেকং,	
godavari,	গডাবারী,	গোদাবরী,	
elaakate,	এলাকাতে,	এলাকাতে,	
utsahe,	উত্সাহে,	উৎসাহে,	
otiiteo,	অতিতেও,	অতীতেও,	
surti,	সূর্তি,	সুরটি,	
nazad,	নাজাদ,	নজদ,	
neck,	নেক,	নেক,	
arekdol,	আরেকলল,	আরেকদল,	
ghese,	ঘেসে,	ঘেঁষে,	
vasturyi,	ভাস্তুরী,	বস্তুরই,	
goori,	গুরি,	গোরি,	
shayetana,	সয়েটন,	শয়তান,	
hiranee,	হিরণী,	হিরানি,	
chalachchitreo,	চলচ্চিত্রে,	চলচ্চিত্রেও,	
ias,	আইএ,	আইএএস,	
jerujalem,	জিরুজালেম,	জেরুসালেম,	
lampat,	লম্পট,	লম্পট,	
assastikar,	অস্বস্তিকরা,	অস্বস্তিকর,	
aarcie,	আর্সি,	আরসিএ,	
tolemyr,	তোলেমীর,	টলেমির,	
dharavahik,	ধারাভাহিক,	ধারাবাহিক,	
bojhao,	বোঝাও,	বোঝাও,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
ooindos,	উইন্ডোস,	উইন্ডোস,	
qloud,	ক্লড,	ক্লাউড,	
patterne,	প্যাটার্ন,	প্যাটার্নে,	
eksapresana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
priitii,	পৃতীই,	প্রিটি,	
sahazlabhbhotar,	সহজল্ভভততার,	সহজলভ্যতার,	
taffsherer,	তাফসেরের,	তাফসীরের,	
jackshan,	জক্ষণ,	জ্যাকসন,	
naniir,	নানীর,	নানীর,	
uposthit,	উপস্থিত,	উপস্থিত,	
anchalsaho,	অঞ্চলসহ,	অঞ্চলসহ,	
samanwitavabe,	সামন্তভিতভাবে,	সমন্বিতভাবে,	
suraropito,	সুরারপিত,	সুরারোপিত,	
charjara,	চার্জার,	চার্জার,	
sangbadmadhyamer,	সংবাদমহ্যের,	সংবাদমাধ্যমের,	
bishaashke,	বিশ্বাসকে,	বিশ্বাসকে,	
ashiatic,	অ্যাসিটিক,	এশিয়াটিক,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
jaaygata,	জাগ্ততা,	জায়গাটা,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
koda,	কোডা,	কোড,	
porjotoker,	পর্যটকের,	পর্যটকের,	
aalkatra,	আলকাত্র,	আলকাতরা,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
boorana,	বোরান,	বোরন,	
roktokhoron,	রক্তকরণ,	রক্তক্ষরণের,	
eskol,	এসকল,	এসকল,	
noter,	নোটের,	নোটের,	
mukhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
machhe,	মাছে,	মাছে,	
pettern,	প্যাটার্ন,	প্যাটার্ন,	
nathivukto,	নাঠিভুক্ত,	নথিভুক্ত,	
shomraat,	সম্রাট,	সম্রাট,	
cheesa,	চেস,	চেস,	
barron,	ব্যারন,	ব্যারন,	
kattor,	কাট্য,	কট্টর,	
jaistho,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
adhyattik,	অধ্যাত্বিক,	আধ্যাত্মিক,	
choudhooreeo,	চৌধুরিও,	চৌধুরীও,	
ekshor,	একশর,	একশোর,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
granthei,	গ্রন্থেই,	গ্রন্থেই,	
oncholke,	অঞ্চলকে,	অঞ্চলকে,	
samley,	সামলে,	সামলে,	
sikarder,	শিকারদের,	শিকারদের,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
nirmankaj,	নির্মানাক,	নির্মাণকাজ,	
aidii,	আইডি,	আইডিই,	
prabhura,	প্রভূরা,	প্রভুরা,	
seniar,	সেনিয়ার,	সিনিয়র,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
afzol,	আফলল,	আফজল,	
abosaney,	আবসনে,	অবসানে,	
kuery,	কুরি,	কোয়েরি,	
pillai,	পিলে,	পিল্লাই,	
eoki,	এইকই,	এওকি,	
transphorm,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
onnkita,	অংকিতা,	অঙ্কিতা,	
onurbor,	অনুর্বর,	অনুর্বর,	
ancholgulote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
saom,	সাম,	সাওম,	
resort,	রিসর্ট,	রিসোর্ট,	
byabaharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
bolokarok,	বলকারক,	বলকারক,	
azimkey,	আজিমকে,	আজিমকে,	
hamburgey,	হামবুর্গে,	হামবুর্গে,	
mozlishpoor,	মজলিশপুর,	মজলিশপুর,	
suchanakal,	সূচানকাল,	সূচনাকাল,	
lakkhero,	লক্ষেরও,	লক্ষেরও,	
neptuner,	নেপটুনের,	নেপচুনের,	
biswash,	বিশ্বাস,	বিশ্বাস,	
lokkhero,	লক্ষ্মেরও,	লক্ষেরও,	
korusher,	ক্রুশের,	ক্রুশের,	
ganonanatto,	গণনাত্য,	গণনাট্য,	
scholarship,	স্কলারশিপ,	স্কলারশিপ,	
bazaareo,	বাজারেও,	বাজারেও,	
dibeting,	ডিবেটিং,	ডিবেটিং,	
bhageri,	ভাগেরী,	ভাগেরই,	
bolatkar,	বোলতাকার,	বলাৎকার,	
spredsheet,	স্পৃরিশেত,	স্প্রেডশীট,	
veniser,	ভেনিসের,	ভেনিসের,	
manonitoder,	মনোনিতদের,	মনোনীতদের,	
shource,	সার্স,	সোর্স,	
jwalbe,	জ্বলবে,	জ্বলবে,	
bodhir,	বধির,	বধির,	
dover,	ডোবের,	ডোভার,	
phutantoa,	ফুটন্ত,	ফুটন্ত,	
ronangone,	রণাঙ্গনে,	রণাঙ্গনে,	
tecnocrat,	টেকনোর্ট,	টেকনোক্র্যাট,	
poripake,	পরিপকে,	পরিপাকে,	
ancient,	অ্যান্সেন্ট,	এনসিয়েন্ট,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
parishrami,	পরিশ্রমী,	পরিশ্রমী,	
