shashoto,	শাসত,	শাশ্বত,	
jesha,	জেস,	জেস,	
plack,	প্লক,	প্ল্যাক,	
moushumti,	মৌসমটি,	মৌসুমটি,	
chho,	ছো,	ছোঁ,	
jibonto,	জীবন্ত,	জীবন্ত,	
elakatite,	এলাকাতিতে,	এলাকাটিকে,	
aparagata,	অপরাগত,	অপারগতা,	
oitijje,	ঐতিজ্যে,	ঐতিহ্যে,	
samabeshke,	সমবেেসকে,	সমাবেশকে,	
prokalpao,	প্রকাল্াও,	প্রকল্পও,	
manohputo,	মনোপপুত,	মনঃপুত,	
pramathesh,	প্রমেথস,	প্রমথেশ,	
pleto,	প্লেট,	প্লেটো,	
korkotkrantee,	কক্রটক্রন্তি,	কর্কটক্রান্তি,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
gitikobitar,	গীতিকাবিতার,	গীতিকবিতার,	
chhathke,	ছঠটকে,	ছাতকে,	
sudden,	সাদদেন,	সাডেন,	
phaltu,	ফল্টু,	ফালতু,	
prabhura,	প্রভূর,	প্রভুরা,	
shilvar,	শিলভার,	সিলভার,	
bhaangchoor,	ভাঙচুর,	ভাংচুর,	
aap,	আপ,	আপ,	
saddhi,	সাদ্ধি,	সাধ্বী,	
tennise,	টেনিজে,	টেনিসে,	
basiney,	বসিনে,	বেসিনে,	
corymb,	করিম্ব,	করিম,	
enginiirs,	এঙ্গিনির্স,	ইঞ্জিনিয়ার্স,	
kolkarkhana,	কোলকর্ষণা,	কলকারখানা,	
chaakaa,	চাকা,	চাকা,	
chhatoke,	ছাটকে,	ছাতকে,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
foltir,	ফলটির,	ফলটির,	
ekpashe,	একপাশে,	একপাশে,	
vabani,	ভবনা,	ভবানী,	
sedikei,	সেদিকেই,	সেদিকেই,	
fud,	ফুড,	ফুড,	
kommandar,	কমান্ডার,	কমাণ্ডার,	
miitar,	মিটার,	মিত্র,	
niketon,	নিকটন,	নিকেতন,	
shepherd,	সেফার্ড,	শেফার্ড,	
lazika,	লাজিকা,	লজিক,	
jaak,	যাক,	জাঁক,	
chhuteer,	ছুটির,	ছুটির,	
cbi,	এিবিআই,	সিবিআই,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
unit,	উনিত,	ইউনিট,	
otiiteo,	অটিতেও,	অতীতেও,	
aakaabaar,	আকাবার,	আকাবার,	
obosane,	অবসানে,	অবসানে,	
duburyra,	দুবুরীরা,	ডুবুরিরা,	
militarir,	মিলিটারীর,	মিলিটারির,	
karecho,	করেছ,	করেছ,	
prettii,	প্রেটি,	প্রিটি,	
oncholgoolote,	অঞ্চলোগুলোতে,	অঞ্চলগুলোতে,	
somraatra,	সমরাত্র,	সম্রাটরা,	
prothar,	প্রথার,	প্রথার,	
danabder,	দানাবাদের,	দানবদের,	
jworer,	জ্বরের,	জ্বরের,	
chalaabi,	চালাবি,	চালাবে,	
konisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
jonite,	যোনিতে,	যোনীতে,	
bharma,	ভার্মা,	ভার্মা,	
prety,	প্রেটি,	প্রিটি,	
jatiinke,	জাতিনকে,	যতীনকে,	
sheekare,	শিকারে,	শিকারে,	
siramiqs,	সিরামিক্স,	সিরামিকস,	
diyi,	দ্বীই,	দিই,	
sohojlovyotar,	সহলজভভাতরা,	সহজলভ্যতার,	
pooloo,	পুলু,	পোলো,	
hizrii,	হিজরি,	হিজরী,	
inphormation,	ইনফর্মেশন,	ইনফরমেশন,	
niurolaji,	নিউরোলজি,	নিউরোলজি,	
veenicee,	ভেনেসি,	ভেনিস,	
mohish,	মহিশ,	মহিষ,	
ancholsaha,	অঞ্চলসহ,	অঞ্চলসহ,	
nischoy,	নিশ্যে,	নিশ্চয়,	
shommoteer,	সম্মটির,	সম্মতির,	
upobaashee,	উপবাসী,	উপবাসী,	
janapath,	জনপথ,	জনপথ,	
monjooshree,	মঞ্জুশরী,	মঞ্জুশ্রী,	
mausumei,	মসুমেই,	মৌসুমেই,	
omitrakkhor,	অমিত্রাক্র,	অমিত্রাক্ষর,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
protul,	প্রতুল,	প্রতুল,	
definisian,	ডেফিনিশন,	ডেফিনেশন,	
nevate,	নেভাতে,	নেভাতে,	
panthaar,	পান্থার,	পন্থার,	
aasar,	আসার,	আসর,	
america,	এমেরিকা,	আমেরিকা,	
taaler,	তালের,	তালের,	
batsmaner,	বাটসম্যানের,	ব্যাটসম্যানের,	
patigonit,	পাতিগণিত,	পাটিগণিত,	
romancho,	রোমাঞ্চ,	রোমাঞ্চ,	
maudelti,	মৌদলটি,	মডেলটি,	
jubokera,	যুবকেরা,	যুবকেরা,	
agenda,	এগেন্দা,	এজেন্ডা,	
dankaan,	দানকান,	ডানকান,	
melborne,	মেলবর্ে,	মেলবোর্নে,	
raha,	রহহা,	রঃ,	
wishnu,	বিষ্ণু,	বিষ্ণু,	
shikshakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
sabche,	সবছে,	সবচে,	
sohokaree,	সহকারি,	সহকারী,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
khogen,	খোগেন,	খগেন,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
arthoneeti,	অর্থনীতি,	অর্থনীতির,	
panero,	পনেরো,	পনের,	
shringa,	শ্রীঙা,	শৃঙ্গ,	
jonomukhi,	জনমুখী,	জনমুখী,	
karmake,	কর্মকে,	কর্মকে,	
kyashpar,	ক্যাসপার,	ক্যাসপার,	
chyeta,	চ্যত,	চ্যাট,	
benke,	বেনকে,	বেঁকে,	
behramporer,	বেহরমপুরের,	বহরমপুরের,	
modelgulo,	মদেলগুলো,	মডেলগুলো,	
hydra,	হিদ্রা,	হাইড্রা,	
auttacharer,	অট্টোচরের,	অত্যাচারের,	
aminul,	আমিনুল,	আমিনুল,	
khanonkaaj,	খননকাজ,	খননকাজ,	
atarkitey,	অ্যার্কিটে,	অতর্কিতে,	
nirgamon,	নির্গামণ,	নির্গমন,	
halloween,	হলোভিন,	হ্যালোইন,	
itastata,	ইতস্তত,	ইতস্ততঃ,	
superhero,	সুপারেরও,	সুপারহিরো,	
taims,	টাইমস,	টাইমস্,	
meloonborroner,	মেলবনররণের,	মেলবোর্নের,	
ashiatic,	অ্যাসিটিক,	এশিয়াটিক,	
besooro,	বেসুরও,	বেসুর,	
sahokari,	সহকারি,	সহকারী,	
peengnaa,	পিং্না,	পিংনা,	
bishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
kormosongsthan,	কর্মসংস্থান,	কর্মসংস্থান,	
netarao,	নেটারো,	নেতারাও,	
bhabuk,	ভাবুক,	ভাবুক,	
rephlex,	রেফলেস,	রিফ্লেক্স,	
shuparahiro,	সুপারহীরা,	সুপারহিরো,	
gabeshana,	গবেষণা,	গবেষনা,	
bossonto,	বসন্ত,	বসন্ত,	
esoosiyetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
nikeela,	নিকেলা,	নিকেল,	
muscat,	মাসকাট,	মাস্কাট,	
di,	ডি,	দিই,	
ghatleo,	ঘটলেও,	ঘটলেও,	
shiqar,	শিকার,	শিকার,	
abatar,	অবতার,	অবতার,	
janate,	জননাতে,	জানাতে,	
ankita,	অংকিতা,	অঙ্কিতা,	
inziniyarsa,	ইনজিনির্স,	ইঞ্জিনিয়ার্স,	
day,	দে,	ডে,	
abdur,	আব্দুর,	আবদুর,	
amarjito,	অমর্জিত,	অমার্জিত,	
hocker,	হকযাকার,	হুকার,	
yukeliptash,	ইকুলিপলাস্টস,	ইউক্যালিপ্টাস,	
jar,	যার,	জ্বর,	
bon,	বোন,	বন,	
kriseenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
nirikho,	নিরিখ,	নিরিখ,	
skarta,	স্কার্ট,	স্কার্ট,	
chesha,	চেস,	চেস,	
enjineerinj,	এঞ্জারিজিং,	ইঞ্জিনিয়ারিং,	
mashjid,	মাসজিদ,	মসজিদ,	
shikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
rabo,	রব,	রব,	
moonshi,	মুনশী,	মুন্সি,	
nischitrupe,	নিশ্চিত্রূপে,	নিশ্চিতরূপে,	
temon,	টেমন,	তেমন,	
sommoteete,	সম্মটিতে,	সম্মতিতে,	
moonim,	মুনিং,	মুনিম,	
shangstha,	সংস্থা,	সংস্থা,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
bhittiteo,	ভিত্তিতেও,	ভিত্তিতেও,	
kalenga,	কলেঙ্গা,	কালেঙ্গা,	
hotelteete,	হটেলটিতে,	হোটেলটিতে,	
lala,	লল,	লালা,	
angkush,	অ্যাকুষ,	অংকুশ,	
astheesandhi,	অস্থিসান্ধি,	অস্থিসন্ধি,	
shilpojato,	শিল্পজাত,	শিল্পজাত,	
tarkarir,	তরকারির,	তরকারীর,	
starc,	স্ট্র্ক,	স্টার্ক,	
internship,	ইন্টার্নশীপ,	ইন্টার্নশিপ,	
potcheetrer,	পযচিত্রের,	পটচিত্রের,	
arashie,	আরাশী,	আরসিএ,	
dikpal,	দিকপাল,	দিকপাল,	
onkar,	অঙ্কার,	ওঙ্কার,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
laiseensim,	লাইসেসিং,	লাইসেন্সিং,	
olpokichudin,	অল্পকিউধিন,	অল্পকিছুদিন,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
kuery,	ক্যারি,	কোয়েরি,	
qaferderkey,	কেফেরকেরকে,	কাফেরদেরকে,	
bisnukey,	বিষ্ণুকে,	বিষ্ণুকে,	
homes,	হোমেস,	হোমস,	
alpo,	আল্প,	অল্প,	
reflex,	রেফলেক্স,	রিফ্লেক্স,	
jeebonjaapon,	জীবনজাপন,	জীবনযাপন,	
shringge,	শ্রীই,	শৃঙ্গে,	
chhilonaa,	ছিলনা,	ছিলনা,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
debug,	দেবুগ,	ডিবাগ,	
bechaa,	বেচা,	বেচা,	
chirohorith,	চিরোরীত,	চিরহরিৎ,	
graambashio,	গ্রামবাসীও,	গ্রামবাসীও,	
felto,	ফেলো,	ফেলত,	
danut,	দানত,	ডোনাট,	
koomarir,	কুমারির,	কুমারীর,	
shhkolashtic,	স্কলস্টিক,	স্কলাস্টিক,	
qingdom,	কিংদম,	কিংডম,	
potchitro,	পযচিত্র,	পটচিত্র,	
sharther,	সার্থের,	স্বার্থের,	
sikha,	শিখা,	শিখ,	
deputee,	দেপূতি,	ডেপুটি,	
boikolyo,	বৈকল্য,	বৈকল্য,	
peterkay,	পেটেরকে,	পিটারকে,	
bhaibon,	ভাইবন,	ভাইবোন,	
pyaleshtainer,	প্যালেস্টাইনের,	প্যালেস্টাইনের,	
patigoniter,	পািগণিতের,	পাটিগণিতের,	
kalki,	কলককি,	কালকি,	
sparsher,	স্পার্সের,	স্পর্শের,	
machhsoho,	মাসসহ,	মাছসহ,	
ronangone,	রণাঙ্গনে,	রণাঙ্গনে,	
tirmiji,	তির্মিযী,	তিরমিজি,	
sulfate,	সুলফাতে,	সালফেট,	
porishkoron,	পরিস্কাণ,	পরিষ্করণ,	
cetholic,	ক্যাথলিক,	ক্যাথলিক,	
bhorpur,	ভররপুর,	ভরপুর,	
troup,	ট্রুপ,	ট্রুপ,	
oedipus,	ওয়াপিসা,	ইডিপাস,	
alngkoron,	অলংকরণ,	অলঙ্করণ,	
vittiti,	ভিত্তিটি,	ভিত্তিটি,	
neermol,	নির্মল,	নির্মল,	
komti,	কমটি,	কমতি,	
platoo,	প্লটো,	প্লেটো,	
conflict,	কনফলিক্স,	কনফ্লিক্ট,	
shhooter,	শুটের,	শ্যুটার,	
ukeliptas,	উক্িলিপ্টাস,	ইউক্যালিপ্টাস,	
barbe,	বরবে,	বাড়বে,	
utshahi,	উত্সাহী,	উৎসাহী,	
sarsa,	সর্ষ,	সোর্স,	
folokti,	ফোলকটি,	ফলকটি,	
byabaharkari,	ব্যবহারকারি,	ব্যবহারকারী,	
sima,	সীম,	সীমা,	
meghnadbadh,	মেঘনাবধ,	মেঘনাদবধ,	
jathaarthobhaabe,	যথথর্থভাবে,	যথার্থভাবে,	
shtone,	স্টনে,	স্টোন,	
jubokey,	যুবকে,	যুবকে,	
naitikatavodh,	নৈতিকাধত,	নৈতিকতাবোধ,	
siramiqasa,	সিরমিকিক,	সিরামিকস,	
qarpeta,	কর্পেটা,	কার্পেট,	
siqar,	সিকার,	শিকার,	
bhumijo,	ভূমিজ,	ভূমিজ,	
madola,	মোলা,	মাদলা,	
potkaa,	পটকা,	পটকা,	
proshtotto,	প্রস্তত্ত্ব,	প্রস্ত্তত,	
shithilota,	সীথিলতা,	শিথিলতা,	
shhashtra,	শাস্ত্র,	শাস্ত্র,	
vabuk,	ভাবুক,	ভাবুক,	
