chhaanake,	ছানকে,	ছানাকে,	
macbeth,	ম্যাকবিথ,	ম্যাকবেথ,	
kodorer,	কদরের,	কদরের,	
qaroo,	কারু,	কারো,	
dacop,	ডাকোপ,	দাকোপ,	
sane,	শেন,	সনে,	
par,	পার,	পাব,	
byabaharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
anciint,	অ্যান্সিং,	এনসিয়েন্ট,	
euqalyptus,	ইউক্যালিপ্টস,	ইউক্যালিপ্টাস,	
jibanjapon,	জীবনযাপন,	জীবনযাপন,	
mugdhata,	মুগ্ধতা,	মুগ্ধতা,	
turkider,	তুর্কীদের,	তুর্কিদের,	
ganana,	গণন,	গননা,	
krema,	ক্রেম,	ক্রাইম,	
ispredsiit,	ইস্প্রেসি,	স্প্রেডশীট,	
byetasamyan,	ব্যাসম্যমন,	ব্যাটসম্যান,	
siddhantey,	সিদ্ধান্তে,	সিদ্ধান্তে,	
emarzensi,	এমারেজনি,	এমার্জেন্সি,	
dayitwa,	দৈত্য,	দায়িত্ব,	
lojic,	লজিক,	লজিক,	
chalachchitroi,	চলচিত্রে,	চলচ্চিত্রই,	
hul,	হুল,	হুল,	
randeep,	রণ্ডিপ,	রণদীপ,	
preety,	প্রীতি,	প্রিটি,	
pirujali,	পিরুজালি,	পিরুজালী,	
showte,	শোটে,	শোতে,	
engreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
jonogononar,	জনগণনার,	জনগণনার,	
durgatsober,	দুর্গাতাবের,	দুর্গোৎসবে,	
dharmantar,	ধর্মন্তার,	ধর্মান্তর,	
napper,	নাপের,	ন্যাপের,	
satarkata,	সর্তকা,	সতর্কতা,	
kanshat,	কাঁসত,	কানসাট,	
gazipore,	গাজীপরে,	গাজীপুর,	
chorchita,	চর্চিত,	চর্চিত,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
dhyanostho,	ধন্সস্থ,	ধ্যানস্থ,	
indr,	ইন্ড্র,	ইন্দ্র,	
kibord,	কিবোর্ড,	কীবোর্ড,	
hitaishi,	হিতাই,	হিতৈষী,	
miracle,	মিরাকল,	মিরাকেল,	
dosider,	দশীদের,	দোষীদের,	
eskol,	এসকল,	এসকল,	
bisshaskey,	বিশ্বাসকে,	বিশ্বাসকে,	
shasonkarta,	শাসনকার্ত,	শাসনকর্তা,	
houstoner,	হাউস্টনের,	হিউস্টনের,	
musharraf,	মুশাররফ,	মশাররফ,	
sonmukh,	সন্মুখ,	সন্মুখ,	
srabosty,	শ্রবস্টি,	শ্রাবস্তী,	
shodhan,	সোধন,	শোধন,	
sontoshe,	সন্তঃষে,	সন্তোষে,	
upobasee,	উপবাসী,	উপবাসী,	
ikbaler,	ইকববের,	ইকবালের,	
bhabuk,	ভাবুক,	ভাবুক,	
zockey,	জকে,	জকি,	
ralafa,	রলফ,	রালফ,	
aaeerese,	আইরিজে,	আইরেসে,	
gananatyo,	গণনত্য,	গণনাট্য,	
promothesh,	প্রমথেষ,	প্রমথেশ,	
potchitra,	পথচিত্র,	পটচিত্র,	
gujober,	গুজবের,	গুজবের,	
duburir,	দুবুরীর,	ডুবুরির,	
musalmanera,	মুসল্মনের,	মুসলমানেরা,	
moomtaj,	মমতাজ,	মুমতাজ,	
jawhar,	জওহর,	জহর,	
shasankarta,	শাসনকর্তা,	শাসনকর্তা,	
gobeshona,	গবেষণা,	গবেষনা,	
suity,	সুইটি,	সুইটি,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
formet,	ফরমেট,	ফরম্যাট,	
daver,	ডেভার,	ডোভার,	
opohoron,	অপহরণ,	অপহরন,	
qoda,	কোদ,	কোডা,	
ezenda,	এজেন্ড,	এজেন্ডা,	
veedanta,	বিদান্ত,	বেদান্ত,	
osthisandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
ganjona,	গানজন,	গঞ্জনা,	
iyaka,	এয়েক,	ইয়াক,	
monu,	মনু,	মনু,	
torcarir,	তরকারির,	তরকারীর,	
shelinar,	শেলিনার,	সেলিনার,	
chalachchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
shaahocharjo,	শাহরচার্য,	সাহচর্য,	
kanooner,	কাননের,	কানুনের,	
jonite,	যোনিতে,	যোনীতে,	
allah,	আল্লাহ,	আল্লাহ্,	
gandhiio,	গান্ধীও,	গান্ধীও,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
plater,	প্লেটার,	প্লেটের,	
phareeksa,	ফরেক্স,	ফরেক্স,	
texaser,	ট্যাক্সের,	টেক্সাসের,	
onchalgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
graambashee,	গ্রামাবাসী,	গ্রামবাসী,	
forider,	ফরীদের,	ফরিদের,	
tate,	তোটে,	তাতে,	
vageryi,	ভাগেরই,	ভাগেরই,	
harbourey,	হররবরে,	হারবারে,	
bibek,	বিবেক,	বিবেক,	
pat,	পট,	পেত,	
byatasamyan,	ব্যাসম্যান,	ব্যাটসম্যান,	
dharabahikotitey,	ধারাবিকতেতে,	ধারাবাহিকটিতে,	
koordider,	কুর্দিদের,	কুর্দিদের,	
samabesh,	সমবেশ,	সমাবেশ,	
baiqa,	বাইক,	বাইক,	
munim,	মুনিং,	মুনিম,	
grip,	গ্রিপ,	গ্রিপ,	
claus,	ক্লাউস,	ক্লজ,	
shhikha,	শিখা,	শিখ,	
embi,	এমবি,	এমবি,	
dhouto,	ধূত,	ধৌত,	
faad,	ফাঁদ,	ফুড,	
daily,	ডেলি,	ডেইলি,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
maile,	মেলে,	মাইল,	
daebug,	দাবুগ,	ডিবাগ,	
shipa,	শীপ,	শিপ,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
phiksha,	ফিক্স,	ফিক্স,	
uuipokar,	উউপাকর,	উইপোকার,	
nariderke,	নরীদেরকে,	নারীদেরকে,	
debdebeer,	দেবদীবির,	দেবদেবীর,	
loukikota,	লৌকিকতা,	লৌকিকতা,	
janasangyog,	জনসংস্যোগ,	জনসংযোগ,	
klauda,	ক্লদ,	ক্লাউড,	
udeechee,	উদিছী,	উদীচী,	
iston,	ইস্টন,	স্টোন,	
siit,	শীট,	শীত,	
venkotesh,	ভেনকটেস,	ভেঙ্কটেশ,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
texuser,	টেকাসের,	টেক্সাসের,	
mukhomandaler,	মুখমন্ডলের,	মুখমণ্ডলের,	
byabasthar,	ব্যবস্থার,	ব্যবস্থার,	
kraim,	ক্রেম,	ক্রাইম,	
stalin,	স্তালিন,	স্টালিন,	
narsari,	নার্সারী,	নার্সারি,	
dai,	দাই,	ডে,	
bishwashi,	বিশ্বাসী,	বিশ্বাসী,	
baipass,	বৈপাশ,	বাইপাস,	
vogiroth,	ভগীরথ,	ভগীরথ,	
messengerer,	মেশিজ্রের,	মেসেঞ্জারের,	
sangkulan,	সংকুল,	সংকুলান,	
marqetim,	মার্কেটিং,	মার্কেটিং,	
pancbaar,	পাঁ্চাবার,	পাঁচবার,	
qarlosa,	কর্লস,	কার্লোস,	
keyboard,	কেবোর্ড,	কীবোর্ড,	
gaziipur,	গাজীপুর,	গাজীপুর,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
setan,	সেতান,	শয়তান,	
dacope,	ডাকোপ,	দাকোপ,	
beekaargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
sikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
ministerer,	মিনিস্টারের,	মিনিস্টারের,	
konflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
bhenisa,	ভেনিস,	ভেনিস,	
arshie,	আর্সি,	আরসিএ,	
shangkalonti,	সংকললনটি,	সংকলনটি,	
ispredseet,	ইস্পেরেশি,	স্প্রেডশীট,	
sibiai,	সিবিই,	সিবিআই,	
lesense,	লেসেন্সে,	লাইসেন্স,	
nowel,	নোভেল,	নভেল,	
deliwer,	ডিলাইভার,	ডেলিভার,	
ishiyatika,	এসিযাটিক,	এশিয়াটিক,	
naraphoka,	নরফক,	নরফোক,	
chhotogalpe,	ছোটোগল্পে,	ছোটগল্পে,	
shourshe,	সৌর্স,	সোর্স,	
lagche,	লাগছে,	লাগছে,	
zibonnogor,	জীবনযোগর,	জীবননগর,	
asavya,	অসাভ্য,	অসভ্য,	
paltechhey,	পল্টেছে,	পাল্টেছে,	
provuder,	প্রোভাদের,	প্রভুদের,	
karechi,	করেছি,	করেছি,	
konrup,	কনুরূপ,	কোনরূপ,	
parkasa,	পোরক,	পার্কস,	
xpresion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
charjito,	চর্জিত,	চার্জিত,	
atyacarito,	অত্যাকিত,	অত্যাচারিত,	
chalechi,	চলেছি,	চলেছি,	
abdur,	আবদুর,	আবদুর,	
feroza,	ফেরোজা,	ফিরোজা,	
rejidens,	রেজিডেন্স,	রেসিডেন্স,	
konan,	কোন,	কোনান,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
concert,	কনসার্ট,	কানসাট,	
pravura,	প্রভূর,	প্রভুরা,	
kisti,	কিস্টি,	কিস্তি,	
silvar,	সিলভার,	সিলভার,	
sohokari,	সহকারি,	সহকারী,	
karmosampadan,	কর্মসম্পদ,	কর্মসম্পাদন,	
planey,	প্লেনে,	প্লেনে,	
soorsa,	সুর্ষ,	সোর্স,	
kortonaa,	কর্তনা,	করতনা,	
aarakaner,	আরাকনের,	আরাকানের,	
hotodoridro,	হতোদিরদ্র,	হতদরিদ্র,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
korle,	করলে,	করলে,	
shaajaanor,	সাজানোর,	সাজানোর,	
bondhuvabaponyo,	বন্ধুবা্পন,	বন্ধুভাবাপন্ন,	
angurer,	আঙুরের,	আঙ্গুরের,	
hunayn,	হানেন,	হুনাইন,	
shaahocharje,	শাহরচ্যে,	সাহচর্যে,	
choity,	চৈতি,	চৈতি,	
paschater,	পাশ্চাত্রের,	পশ্চাতের,	
ingrezder,	ইংরেজের,	ইংরেজদের,	
akhando,	আখন্দ,	অখন্ড,	
ponero,	পনেরো,	পনের,	
jahor,	জহোর,	জহর,	
joluk,	জুলুক,	জ্বলুক,	
korimkey,	করিমকে,	করিমকে,	
shringa,	শ্রীঙ্,	শৃঙ্গ,	
oswastikor,	অস্বাস্তককর,	অস্বস্তিকর,	
onnyorup,	অন্যরূপ,	অন্যরূপ,	
ketechhilo,	কেটিছ,	কেটেছিল,	
madhoboir,	মাধবীর,	মাধবীর,	
olngkoron,	অলংকরণ,	অলঙ্করণ,	
pouro,	পৌরো,	পৌর,	
teenisa,	টেনিসা,	টেনিস,	
bhenis,	ভেনিস,	ভেনিস,	
bashoborty,	বসবর্তী,	বশবর্তী,	
myakbeth,	ম্যাকবে,	ম্যাকবেথ,	
firoz,	ফিরোজ,	ফিরোজ,	
byaboharkarikey,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
sangbadmadhyomgulote,	সংবাদমোগ্লোতে,	সংবাদমাধ্যমগুলোতে,	
swajaner,	স্বজনের,	স্বজনের,	
munsi,	মুনশী,	মুন্সি,	
aakkas,	আককাশ,	আককাস,	
abhidhaaneeck,	অভিধানিক,	অভিধানিক,	
chupi,	চুপি,	চুপি,	
ganonatya,	গণনত্য,	গণনাট্য,	
mache,	মেছে,	মাছে,	
shoccer,	সকের,	সকার,	
venise,	ভেনিসে,	ভেনিসে,	
sqolastiq,	স্কলাস্টিক,	স্কলাস্টিক,	
eidin,	এদিন,	এইদিন,	
gonosakkhorota,	গণস্খারতা,	গণসাক্ষরতা,	
agrodoot,	অগ্রদূত,	অগ্রদূত,	
ruteener,	রুটিনের,	রুটিনের,	
armeeniyana,	আর্েনিয়ান,	আর্মেনিয়ান,	
natniike,	নাটনীকে,	নাতনীকে,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
rob,	রব,	রব,	
shyooter,	শ্যুটের,	শ্যুটার,	
skalastik,	স্কলাস্টিক,	স্কলাস্টিক,	
asamarik,	আসামারিক,	অসামরিক,	
langhon,	লঙ্ঘন,	লংঘন,	
paripakey,	পরিপকে,	পরিপাকে,	
creedit,	ক্রিডিট,	ক্রেডিট,	
monohor,	মনোহর,	মনোহর,	
prokalpati,	প্রকল্পটি,	প্রকল্পটি,	
machera,	মাচেরা,	মাছেরা,	
bhabna,	ভব্ন,	ভাবনা,	
karo,	কারও,	কারো,	
ssumoo,	শুম,	সুমো,	
horeedwar,	হরিদ্বার,	হরিদ্বার,	
karpeter,	কর্পের,	কার্পেটের,	
kathhmandu,	কঠঠমন্ডু,	কাঠমান্ডু,	
boron,	বরণ,	বোরন,	
chalachchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
jansa,	জান্স,	জোন্স,	
elakai,	এলাকাই,	এলাকাই,	
