jacqson,	জেকসন,	জ্যাকসন,	
granthao,	গ্রন্থও,	গ্রন্থও,	
ganesher,	গেনসের,	গণেশের,	
konan,	কোন,	কোনান,	
sachetonbhabe,	সচেতনভাবে,	সচেতনভাবে,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
eksathe,	একসাথে,	একসাথে,	
victor,	ভিক্টোর,	ভিক্টর,	
superhera,	সুপারহার,	সুপারহিরো,	
narsari,	নার্সারী,	নার্সারি,	
meshar,	মেশর,	মেশার,	
granthei,	গ্রন্থেই,	গ্রন্থেই,	
plak,	প্লক,	প্ল্যাক,	
sharifer,	শরীফের,	শরিফের,	
juktarashtrosaha,	যুক্তরস্রসহ,	যুক্তরাষ্ট্রসহ,	
tarani,	তরণী,	তরণী,	
steit,	স্টেট,	স্টেইট,	
bedanta,	বেদন্ত,	বেদান্ত,	
jaubanbati,	যৌবনবিতটি,	যৌবনবতী,	
jeellool,	জিল্লুল,	জিল্লুল,	
nomo,	নম,	নমো,	
dharatir,	ধারতির,	ধারাটির,	
skalarasipa,	স্কলারশিপ,	স্কলারশিপ,	
bizepi,	বিজেপী,	বিজেপি,	
karpeter,	কার্পেটের,	কার্পেটে,	
cholochchitraeei,	চলচ্চিরেই,	চলচ্চিত্রেই,	
machti,	মাছটি,	মাছটি,	
anchalsamuho,	আঞ্চলসমূহ,	অঞ্চলসমূহ,	
byatikromdhormi,	ব্যাতিক্রমধ্মী,	ব্যতিক্রমধর্মী,	
bhugole,	ভুগলে,	ভূগোলে,	
shochindro,	শচীন্দ্র,	শচীন্দ্র,	
valobasa,	ভালবাসা,	ভালোবাসা,	
kirti,	কীরটি,	কীর্তি,	
neermolota,	নির্মলতা,	নির্মলতা,	
chani,	চানী,	ছানি,	
chalochchitroi,	চলচ্চিত্রই,	চলচ্চিত্রই,	
dhhaaby,	ঢাবি,	ঢাবি,	
tochhnochh,	তোচনাচ,	তছনছ,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
ghesei,	ঘেসেই,	ঘেঁষেই,	
yoneetey,	যোনেতে,	যোনীতে,	
okhondota,	অখন্দতা,	অখণ্ডতা,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
venice,	ভেনিস,	ভেনিস,	
bandhubhabaponno,	বন্ধুবন্ব,	বন্ধুভাবাপন্ন,	
ekghorey,	একঘরে,	একঘরে,	
ghetoo,	ঘট,	ঘেটু,	
dharavahikeo,	ধারাবিহেকে,	ধারাবাহিকেও,	
hoila,	হইল,	হইল,	
vdp,	এডপিপি,	ভিডিপি,	
eshtonia,	এস্টনিয়া,	এস্তোনিয়া,	
moshan,	মোশন,	মোশন,	
janasangyog,	জনসংযোগ,	জনসংযোগ,	
udvabani,	উদ্বাবনী,	উদ্ভাবনী,	
taresa,	তারেসা,	টেরেসা,	
asoociates,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
sonali,	সোনালী,	সোনালী,	
machher,	মাচের,	মাছের,	
khilafat,	খিলাফাত,	খিলাফত,	
reejideencee,	রেজিডেন্স,	রেসিডেন্স,	
khude,	খুদে,	ক্ষুদে,	
baire,	বয়ের,	বাইরে,	
kanshater,	কাঁসতের,	কানসাটের,	
karmer,	কর্মের,	কর্মের,	
poorohitke,	পুরোহিতকে,	পুরোহিতকে,	
sikar,	শিকার,	শিকার,	
chaudhurir,	চৌধুরির,	চৌধুরীর,	
sanaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
vishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
statione,	স্টেশনে,	ষ্টেশনে,	
thaakeni,	থাকেনি,	থাকেনি,	
stonehenj,	স্টনেেন,	স্টোনহেঞ্জ,	
ashankai,	আসঙ্কই,	আশঙ্কাই,	
hazirhaat,	হাজিরহাট,	হাজিরহাট,	
shithilotar,	সিথিলতার,	শিথিলতার,	
voolapuk,	ভূলাপুক,	ভোলাপুক,	
taunsheep,	টাউন্সীপ,	টাউনশিপ,	
dakop,	ডাকোপ,	দাকোপ,	
dayitta,	দৈত্যা,	দায়িত্ব,	
sahozlabhbhatar,	সহজভলভাতার,	সহজলভ্যতার,	
phirati,	ফিরাটি,	ফিরতি,	
dhache,	ধাঁে,	ধাঁচে,	
ruvbla,	রাবল,	রুবল,	
gosti,	গোস্টি,	গোষ্ঠী,	
spreadshiit,	স্প্রেডসিট,	স্প্রেডশীট,	
meghnadbadh,	মেঘনবাধ,	মেঘনাদবধ,	
jatok,	যতক,	জাতক,	
shansthaner,	সংস্থানের,	সংস্থানের,	
rajashri,	রাজশ্রী,	রাজশ্রী,	
dharabhiko,	ধারিভিকো,	ধারাবাহিকেও,	
arik,	এরিক,	আরিক,	
suparahiro,	সুপারহর,	সুপারহিরো,	
oboshore,	অবসরে,	অবসরে,	
nevatey,	নেভাতে,	নেভাতে,	
digri,	ডিগ্রী,	ডিগ্রি,	
yaak,	যাক,	ইয়াক,	
mojuter,	মজুতের,	মজুতের,	
uparjon,	উপার্জন,	উপার্জন,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
thai,	ঠাই,	থাই,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
sqarta,	স্কার্ট,	স্কার্ট,	
sakar,	সকার,	সকার,	
dibya,	দিব্য,	দিব্যা,	
suchanakal,	সূচনাক,	সূচনাকাল,	
bolkarok,	বলকারক,	বলকারক,	
porijoner,	পরিজনের,	পরিজনের,	
chorban,	চর্বা,	চর্বন,	
plen,	প্লেন,	প্লেন,	
itastata,	ইতাস্টাত,	ইতস্তত,	
samanyoi,	সামন্যে,	সামান্যই,	
idipasha,	ইডিপাশ,	ইডিপাস,	
sikkhaou,	শিক্ষাও,	শিক্ষাও,	
reejideens,	রেজিডেন্স,	রেসিডেন্স,	
bim,	বিম,	বিম,	
devolopar,	ডেভলপার,	ডেভলপার,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
byaboharkarike,	ব্যবহারকারে,	ব্যবহারকারীকে,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
gabeshona,	গবেষণা,	গবেষনা,	
meg,	মেগ,	মেগ,	
shombhobonaao,	সম্ভবনাও,	সম্ভবনাও,	
asamonjoshyopurno,	অসম্যসনপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
sobrakamer,	সবকরমের,	সবরকমের,	
zinsa,	জিনসা,	জিন্স,	
ghursen,	ঘুরেছেন,	ঘুরেছেন,	
kemonay,	কেমনে,	কেমনে,	
lakkheryo,	লক্ষেরও,	লক্ষেরও,	
honduras,	হন্দুরাস,	হন্ডুরাস,	
mitre,	মিত্রে,	মিত্র,	
khaambaa,	খাম্বা,	খাম্বা,	
sakkhatkarer,	সাক্ষাতকারের,	সাক্ষাত্কারের,	
nothibhookto,	নথিভুক্ত,	নথিভুক্ত,	
prastut,	প্রস্তুত,	প্রস্ত্তত,	
aazadir,	আযাদির,	আজাদীর,	
byepass,	ব্যাপস,	বাইপাস,	
parjotaker,	পর্যটতকের,	পর্যটকের,	
kkomatei,	কমাতেই,	কমাতেই,	
simaa,	সিমা,	সীমা,	
porisromii,	পরিস্মামী,	পরিশ্রমী,	
gezetted,	গেজেটেড,	গেজেটেড,	
dipan,	ডিপন,	দীপন,	
hepara,	হ্যাপার,	হাইপার,	
sossa,	সস্য,	শশা,	
phood,	ফোড,	ফুড,	
cn,	এনএস,	সিএন,	
bbiseshyer,	বিশেষের,	বিশেষ্যের,	
netsi,	নেটসি,	নাত্সি,	
snipper,	স্নিপার,	স্নাইপার,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
laishensha,	লেইনসস,	লাইসেন্স,	
teksuser,	টেক্সুর,	টেক্সাসের,	
spreadsheet,	স্প্রেডসিট,	স্প্রেডশীট,	
kruser,	ক্রুসের,	ক্রুশের,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
vangey,	ভঙ্গে,	ভাঙ্গে,	
dibug,	দিবুগ,	ডিবাগ,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
duckticketer,	ডাক্তিকেটের,	ডাকটিকিটের,	
aksathe,	একসাথে,	একসাথে,	
poromartho,	পরমর্থ,	পরমার্থ,	
ghoorsen,	ঘুরেছেন,	ঘুরেছেন,	
surarop,	সুরারোপ,	সুরারোপ,	
carlas,	কার্লস,	কার্লোস,	
khaneker,	খননকের,	খানেকের,	
sahooseekotar,	সহশিকতার,	সাহসিকতার,	
balokarok,	বালকারক,	বলকারক,	
dailee,	দালে,	ডেইলি,	
chaalta,	চালটা,	চালতা,	
nyaper,	ম্যাপের,	ন্যাপের,	
dinner,	ডিনার,	ডিনার,	
chheelonaa,	ছিলনা,	ছিলনা,	
kings,	কিংস,	কিংস,	
durgo,	দুর্গ,	দুর্গ,	
mulbhitti,	মুলভিট্তি,	মূলভিত্তি,	
joneser,	জনসের,	জোন্সের,	
shcore,	স্কোর,	স্কোর,	
monir,	মনির,	মনির,	
ardasho,	অর্ডস,	আর্দশ,	
karlosha,	কার্লস,	কার্লোস,	
temonyi,	তেমনই,	তেমনই,	
chhuti,	ছুটি,	ছুটি,	
santoshpore,	সন্তোষ্পর,	সন্তোষপুর,	
gotibegey,	গতিবেগে,	গতিবেগে,	
averej,	অ্যাভেজ,	এভারেজ,	
aastikota,	অস্টিকটা,	আস্তিকতা,	
transformerer,	ট্রান্সফরমের,	ট্রান্সফরমারের,	
suddeen,	সুদ্দীন,	সাডেন,	
ritesh,	রিটেস,	রিতেশ,	
bhramaner,	ভ্রমণের,	ভ্রমণের,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
nariikei,	নারীকেই,	নারীকেই,	
towraat,	টারাট,	তওরাত,	
chyata,	চাটা,	চ্যাট,	
parker,	পার্কার,	পার্কের,	
bagdhara,	বাগধারা,	বাগধারা,	
hobu,	হবু,	হবু,	
don,	ডন,	দোন,	
dinifitian,	ডিনিফিয়েশন,	ডেফিনেশন,	
hole,	হলে,	হোল,	
somoshtigoto,	সমস্তিগত,	সমষ্টিগত,	
cholochchitroi,	চলচ্চিতরই,	চলচ্চিত্রই,	
apohoron,	অপহরণ,	অপহরন,	
brindaabane,	ব্রিন্ডববনে,	বৃন্দাবনে,	
nabom,	নবম,	নবম,	
raia,	রো়,	রায়,	
raagkey,	রাগকে,	রাগকে,	
qaroo,	কারও,	কারো,	
deambakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
zack,	যাক,	জ্যাক,	
nochiketa,	নচিকেতা,	নচিকেতা,	
falakti,	ফলকটি,	ফলকটি,	
sanyal,	সন্্যাল,	সান্যাল,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
chintai,	চিন্তাই,	ছিনতাই,	
qarqa,	কর্ক,	কার্ক,	
naji,	নাজি,	নাত্সি,	
onurbar,	অনুরবর,	অনুর্বর,	
nathivookta,	নথিভুক্ত,	নথিভুক্ত,	
remacri,	রেমকি,	রেমাক্রী,	
noteti,	নোটটি,	নোটটি,	
bhatar,	ভাটার,	ভাতার,	
ongkush,	অংকুশ,	অংকুশ,	
annarup,	অন্যরূপ,	অন্যরূপ,	
bholapuka,	ভোলাপুকা,	ভোলাপুক,	
nagarikera,	নগরীকেরা,	নাগরিকেরা,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
sarollo,	সরল্ল,	সারল্য,	
koieri,	কৈয়রি,	কোয়েরি,	
meghke,	মেঘকে,	মেঘকে,	
falasrutite,	ফলস্লুতিতে,	ফলশ্রুতিতে,	
pillai,	পিল্লা,	পিল্লাই,	
prasadhaner,	প্রসাধনের,	প্রসাধনের,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
ucchosito,	উচ্চশিত,	উচ্ছসিত,	
olangkoron,	অলঙ্করণ,	অলঙ্করণ,	
shrabastee,	শ্রববস্তি,	শ্রাবস্তী,	
venkatesh,	ভেনকেট,	ভেঙ্কটেশ,	
jwor,	জ্বর,	জ্বর,	
coda,	কোড,	কোডা,	
udbhabony,	উদ্ভবনী,	উদ্ভাবনী,	
heepatitis,	হ্যাপটাইটিস,	হেপাটাইটিস,	
brake,	ব্র্যাক,	ব্রেক,	
abadamaner,	অবদমনের,	অবদমনের,	
obhishangson,	অভিশনসন,	অভিশংসন,	
sthaponakay,	স্থাপনাকে,	স্থাপনাকে,	
moushumti,	মৌসুমটি,	মৌসুমটি,	
mahibur,	মহিবুর,	মহিবুর,	
shikkhakke,	শিক্ষাকে,	শিক্ষককে,	
modeley,	মোদেলে,	মডেলে,	
shcholastiq,	স্কোলাস্টিক,	স্কলাস্টিক,	
masjidti,	ম্যাসিডটি,	মসজিদটি,	
pretii,	প্রীতী,	প্রিটি,	
capshule,	ক্যাপুল,	ক্যাপসুল,	
protisthasoho,	প্রতিষ্ঠাসও,	প্রতিষ্ঠাসহ,	
hul,	হুল,	হুল,	
apoharon,	অপহরণ,	অপহরন,	
aakkaash,	আকাাশ,	আককাস,	
