chherechhe,	ছেরেছে,	ছেড়েছে,	
ganonanatto,	গণনানত্ত,	গণনাট্য,	
brindo,	ব্রিন্ড,	বৃন্দ,	
antarbhutto,	অন্তর্ভূত্ত,	অন্তর্ভুক্ত,	
judge,	জজ,	জাজ,	
ray,	রে,	রায়,	
suraarop,	সুরারপ,	সুরারোপ,	
monjooshree,	মঞ্জুশ্রী,	মঞ্জুশ্রী,	
anupater,	অনুপতের,	অনুপাতের,	
hoonayin,	হোনাইন,	হুনাইন,	
saarbhare,	সারভারে,	সার্ভারে,	
governerer,	গভর্নরের,	গভর্ণরের,	
bodna,	বদনা,	বদনা,	
monzhostho,	মন্যস্থ,	মঞ্চস্থ,	
bbosben,	বসবেন,	বসবেন,	
faltir,	ফলটির,	ফলটির,	
hizrii,	হিজরি,	হিজরী,	
prrajanankaal,	প্রজননকাল,	প্রজননকাল,	
ghoshito,	ঘোষিত,	ঘোষিত,	
garjan,	গর্জন,	গর্জন,	
metroopoolitan,	মেত্রোপুলিতান,	মেট্রোপলিটন,	
nirapattamulok,	নিরোত্তমূলক,	নিরাপত্তামূলক,	
pashchatey,	পাশ্চাতে,	পশ্চাতে,	
elaakati,	এলাকাটি,	এলাকাটি,	
jwor,	জ্বর,	জ্বর,	
kaaru,	কারু,	কারু,	
sacheton,	সচেতন,	সচেতন,	
ajeempoor,	আজিমপুর,	আজিমপুর,	
sabaner,	সবানের,	সাবানের,	
punch,	পাঁচ,	পুঞ্চ,	
pravuder,	প্রোভাডের,	প্রভুদের,	
railliner,	রেলিনের,	রেললাইনের,	
bishrinkhala,	বিশৃঙ্খলা,	বিশৃঙ্খলা,	
udvabane,	উদ্ভবানে,	উদ্ভাবনে,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
mokhmoley,	মখখলে,	মখমলে,	
damonmoolok,	দমনমোলক,	দমনমূলক,	
bupher,	বুফার,	বাফার,	
andamana,	আন্দোমানো,	আন্দামান,	
wodka,	ওডকা,	ভদকা,	
kindama,	কিন্ডোম,	কিংডম,	
salsa,	সলস্,	সালসা,	
balokarak,	বালকরক,	বলকারক,	
chhotogolper,	ছোটোগল্পের,	ছোটগল্পের,	
drissogoolote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
jerusalema,	জেরুসালেম,	জেরুসালেম,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
madhabi,	মাধাবী,	মাধবী,	
abatar,	অবাটার,	অবতার,	
surakarder,	সুরাকারদের,	সুরকারদের,	
madal,	মাদল,	মাদল,	
bondii,	বন্দী,	বন্দী,	
chhotogalper,	ছোটোগল্পের,	ছোটগল্পের,	
eenjeel,	ইঞ্জেল,	ইঞ্জিল,	
troup,	ট্রুপ,	ট্রুপ,	
siropadharii,	শিরোপধারা,	শিরোপাধারী,	
oitijjo,	ঐতিজ্য,	ঐতিহ্য,	
choudhurir,	চৌধুরির,	চৌধুরীর,	
nebhate,	নেভাতে,	নেভাতে,	
duuma,	দুমা,	দুমা,	
jhalkatthi,	ঝলকাঠি,	ঝালকাঠী,	
zojjyota,	যোজ্যতা,	যোজ্যতা,	
alaoul,	আলাওল,	আলাওল,	
ashok,	অশোক,	আশোক,	
shoshoa,	শোষা,	শশা,	
gaugee,	গৌগী,	গেজ,	
azimkey,	আজিমকে,	আজিমকে,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
annorup,	অন্নরূপ,	অন্যরূপ,	
bolbo,	বলব,	বলবো,	
ogradut,	অগ্রাদুত,	অগ্রদূত,	
khappor,	খাপপর,	খপ্পর,	
shudden,	সুদেন,	সাডেন,	
heeja,	হেজা,	হেজ,	
oncholtee,	অঞ্চলটি,	অঞ্চলটি,	
jor,	জোর,	জ্বর,	
tofat,	টফট,	তফাৎ,	
bhor,	ভর,	ভর,	
ekshoti,	একটি,	একশোটি,	
dhorer,	ধরের,	ধরের,	
taler,	তালের,	তালের,	
bashite,	বাঁসিতে,	বাঁশিতে,	
ganona,	গণনা,	গননা,	
nirgaman,	নির্গামান,	নির্গমন,	
chomsky,	চমস্কি,	চমস্কি,	
grambaasee,	গ্রামবাসী,	গ্রামবাসী,	
aziza,	অজিজা,	আজিজা,	
nodimaatrik,	নদিমাত্রিক,	নদীমাতৃক,	
laaiseens,	লাইসেন্স,	লাইসেন্স,	
sylvi,	সিল্ভি,	সিলভি,	
upostheetir,	উপস্থিতির,	উপস্থিতির,	
uponishod,	উপনিশোদ,	উপনিষদ,	
birishirite,	বিরিশীরিতে,	বিরিশিরিতে,	
ayadabhansada,	অ্যাডভোন্ডস,	অ্যাডভান্সড,	
songosthagulo,	সংস্থাগলু,	সংস্থাগুলো,	
poorbancholer,	পূর্বাঞ্চলের,	পূর্বাঞ্চলের,	
grooth,	গ্রুথ,	গ্রোথ,	
lotheran,	লথারোন,	লুথেরান,	
chitronatyakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
zhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
bitlaser,	বিটলাসের,	বিটলসের,	
oitijhyey,	ঐতিহ্যে,	ঐতিহ্যে,	
shefard,	সেফার্ড,	শেফার্ড,	
siddhanto,	সিদ্ধান্ত,	সিদ্ধান্তও,	
maaktoome,	মক্তুমে,	মাকতুম,	
suraaropeeto,	সুরারপপিত,	সুরারোপিত,	
bahal,	বহল,	বহাল,	
shift,	সিফ্ট,	শিফট,	
sikkhakbrinda,	শিক্ষাব্র্ন্দ,	শিক্ষকবৃন্দ,	
jatook,	যতুক,	জাতক,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
ddheela,	ঢেলা,	ঢিলা,	
turkider,	তুর্কীদের,	তুর্কিদের,	
protyokkhovabey,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
onker,	অংকের,	ওঙ্কার,	
agomoner,	অগমনের,	আগমনের,	
armstrong,	আর্সম্টর্ন,	আর্মস্ট্রং,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
bager,	বাগের,	বাগের,	
manahputa,	মনাফুত,	মনঃপুত,	
cholochchitrei,	চলচ্ত্রেই,	চলচ্চিত্রেই,	
sathik,	সাথিক,	সঠিক,	
janomukhi,	জনমুখী,	জনমুখী,	
oncholtite,	অঞ্চলটিতে,	অঞ্চলটিতে,	
taateo,	তাটেও,	তাতেও,	
dibeeta,	দিবিতা,	ডিবেট,	
duckticket,	ডাক্টিকেট,	ডাকটিকিট,	
superheror,	সুপারহারের,	সুপারহিরোর,	
ibhil,	এভিল,	ইভিল,	
kortaam,	কর্তাম,	করতাম,	
tyap,	ট্যাপ,	ট্যাপ,	
poderthobid,	পদার্থবিদ,	পদার্থবিদ,	
fastara,	ফাস্টার,	ফস্টার,	
aazan,	আজান,	আজান,	
enginearing,	ইঞ্জিনিরিং,	ইঞ্জিনিয়ারিং,	
probesher,	প্রবেশের,	প্রবেশের,	
akreetokarjo,	আকৃতচার্য,	অকৃতকার্য,	
shikshakke,	শিক্ষাককে,	শিক্ষককে,	
ralf,	রালফ,	রালফ,	
soores,	সুরেশ,	সুরেশ,	
nothibhookteer,	নথিভুক্তির,	নথিভুক্তির,	
samajeri,	সমাজেরি,	সমাজেরই,	
kyethalika,	ক্যাথলিক,	ক্যাথলিক,	
seguloi,	সেগুলোই,	সেগুলোই,	
bhenna,	ভেন্না,	ভেন্না,	
restuarant,	রেস্টুরেন্ট,	রেষ্টুরেন্ট,	
neshnos,	নেশনো,	নেশনস,	
herpher,	হার্ফার,	হেরফের,	
nebhatey,	নেভাতে,	নেভাতে,	
shansthati,	সংস্থাটি,	সংস্থাটি,	
sahab,	সাহাব,	সাহাব,	
deepei,	দিপেই,	দ্বীপেই,	
harbor,	হারবর,	হারবার,	
chitronatyokar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
ajauno,	অযৌন্ন,	অযৌন,	
dhormi,	ধর্মি,	ধর্মী,	
carlosh,	কার্লস,	কার্লোস,	
ikbalke,	ইকবলকে,	ইকবালকে,	
nischitrupe,	নিশ্চিত্রুপে,	নিশ্চিতরূপে,	
breakthraugh,	ব্রেক্টরফ,	ব্রেকথ্রু,	
alkatra,	আলক্ত্র,	আলকাতরা,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
abheedhaneec,	অভিধাধিক,	অভিধানিক,	
jubokey,	যুবকে,	যুবকে,	
jyeshthaa,	জ্যেষ্ঠা,	জ্যেষ্ঠা,	
amstrang,	অম্টস্রাং,	আর্মস্ট্রং,	
hepetitis,	হেপেপেটিস,	হেপাটাইটিস,	
sobrakomer,	সব্রাকামের,	সবরকমের,	
bhenise,	ভেনিসে,	ভেনিসে,	
golakritir,	গোলাকৃতির,	গোলাকৃতির,	
marino,	মেরিনো,	মারিনো,	
pat,	পাত,	পেত,	
heja,	হেজা,	হেজ,	
teksaser,	টেকসার,	টেক্সাসের,	
kartona,	কর্তনা,	করতনা,	
leta,	লেট,	ল্যাটা,	
prodip,	প্রদিপ,	প্রদীপ,	
weenis,	উইনিস,	ভেনিস,	
makhmaley,	মখখালে,	মখমলে,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
ekla,	একলা,	একলা,	
futanto,	ফুটন্ত,	ফুটন্ত,	
mukhomaundol,	মুখমান্ডল,	মুখমণ্ডল,	
breil,	ব্রেইল,	ব্রেইল,	
patterne,	পটার্ন,	প্যাটার্নে,	
nations,	ন্যাশন,	নেশনস,	
cholchhe,	চলছে,	চলছে,	
eeraner,	ইরানের,	ইরানের,	
amarjito,	অমার্জিত,	অমার্জিত,	
grambashee,	গ্রামবাসী,	গ্রামবাসী,	
salmaaner,	সামাানের,	সালমানের,	
godamjato,	গদমজ্জত,	গুদামজাত,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
bikargrosto,	বিকর্গস্ত,	বিকারগ্রস্ত,	
qrita,	কৃত,	ক্রীট,	
shiropadhari,	শিরোপধারা,	শিরোপাধারী,	
idaning,	এডানিং,	ইদানিং,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
shoreef,	শরীফ,	শরিফ,	
kuchir,	কুচির,	কুচির,	
farn,	ফর্ন,	ফার্ন,	
bondikey,	বন্দিকে,	বন্দীকে,	
mosleh,	মসলেহ,	মোসলেহ,	
starcer,	স্টার্সের,	স্টার্কের,	
jomjomat,	জমজমাত,	জমজমাট,	
harbour,	হার্বার,	হারবার,	
sahoocorzo,	সহোচর্য,	সাহচর্য,	
obhiyojan,	অভিযোজনার,	অভিযোজন,	
firth,	ফার্থ,	ফার্থ,	
opohoron,	অপহরণ,	অপহরন,	
kompeeto,	কম্পিত,	কম্পিত,	
ekok,	এক,	একক,	
kaleo,	কলেও,	কালেও,	
khogen,	খোগেন,	খগেন,	
chorchito,	চর্চিত,	চর্চিত,	
tolemyr,	তলেমির,	টলেমির,	
prodan,	প্রদান,	প্রদাণ,	
shomser,	শমসের,	সমশের,	
evil,	এভিল,	ইভিল,	
kottor,	কোট্টর,	কট্টর,	
prothar,	প্রথার,	প্রথার,	
leaders,	লিডার্স,	লিডার্স,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
nobom,	নবম,	নবম,	
laisens,	লাইন্স,	লাইসেন্স,	
phokskon,	ফক্সন,	ফক্সকন,	
chargito,	চার্গিত,	চার্জিত,	
tempaleta,	টেম্পলেট,	টেম্পলেট,	
peeri,	পেরি,	পেরি,	
kuery,	কুরি,	কোয়েরি,	
asamarik,	আসামারিক,	অসামরিক,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
kayartara,	কায়রর্টার,	কোয়ার্টার,	
abodamoner,	অবদমনের,	অবদমনের,	
mohakobi,	মহাকবি,	মহাকবি,	
thimke,	থিমকে,	থিমকে,	
protimake,	প্রতিমাকে,	প্রতিমাকে,	
cheentai,	চিন্তাই,	ছিনতাই,	
phoksher,	ফক্ষের,	ফক্সের,	
uponeeshod,	উপনিশোদ,	উপনিষদ,	
mahajote,	মহাজাতে,	মহাজোট,	
bonvumite,	বনভূমিতে,	বনভূমিতে,	
seeramiker,	সিরামিকের,	সিরামিকের,	
daacktickete,	ডাক্কিটিকেট,	ডাকটিকিটে,	
naditei,	নদীতেই,	নদীতেই,	
ralapha,	রালফ,	রালফ,	
chhootir,	ছুটির,	ছুটির,	
baharampurer,	বহরামপুরের,	বহরমপুরের,	
hoilo,	হইল,	হইল,	
schalastic,	স্কলস্টিক,	স্কলাস্টিক,	
ballroom,	বালুম,	বলরুম,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
durtomo,	দূর্তম,	দূরতম,	
procharona,	প্রচারনা,	প্রচারণা,	
abikaul,	অবিকুল,	অবিকল,	
sudha,	সুধা,	সুধা,	
sohinsotar,	সহিনসতার,	সহিংসতার,	
teempaleeta,	টেম্পলেট,	টেম্পলেট,	
