siitei,	সিতেই,	শীতেই,	
chakradhare,	চাকরাধারে,	চক্রধরে,	
phonekari,	ফোনেকারি,	ফোনকারী,	
firoze,	ফিরোজে,	ফিরোজ,	
kanasarabheeshana,	কনসরাভেষণ,	কনসারভেশন,	
rashedul,	রাশেদুল,	রাশিদুল,	
pradoshik,	প্রদোশিক,	প্রাদশিক,	
domone,	ডোমোন,	দমনে,	
chhutir,	ছুটির,	ছুটির,	
kirke,	কিরকে,	কিরকে,	
manibhaijaner,	মণিভাইজানের,	মণিভাইজানের,	
chaalkee,	চালকে,	চালকে,	
gyada,	জ্দাদা,	গ্যাদা,	
mulvitti,	মূলভিত্তি,	মূলভিত্তি,	
hock,	হক,	হুক,	
kartona,	কারতোনা,	করতনা,	
khonjena,	খোঁজেনা,	খোঁজেনা,	
crime,	ক্রাইম,	ক্রাইম,	
naabbota,	নাব্বোটা,	নাব্যতা,	
ummool,	উম্মুল,	উম্মুল,	
siddhanto,	সিদ্ধান্ত,	সিদ্ধান্তও,	
booroon,	বূরুন,	বোরন,	
habshi,	হাবশি,	হাবশী,	
sokkhomotabriddhi,	সক্ষমতবারিদ্ধি,	সক্ষমতাবৃদ্ধি,	
mane,	মানে,	মানে,	
chalai,	চালাই,	চালাবে,	
anchalei,	অঞ্চলেই,	অঞ্চলেই,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
neker,	নেকের,	নেকের,	
tachnach,	টাচনাচ,	তছনছ,	
prokolpogulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
aaziz,	আজিজ,	আজিজ,	
infarmatian,	ইনফারম্যায়ান,	ইনফরমেশন,	
prarthonakokkher,	প্রার্থনাক্ষরের,	প্রার্থনাকক্ষের,	
milea,	মিলেয়া,	মাইলে,	
bhutbhut,	ভূতভুট,	ভুটভুট,	
dabarer,	দাবারের,	দাবারের,	
ucchosito,	উচ্চসিত,	উচ্ছসিত,	
raunanganey,	রৌনঙ্গনে,	রণাঙ্গনে,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
grambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
danata,	দানাটা,	ডোনাট,	
marathi,	মারাথি,	মরাঠি,	
licensin,	লাইসেন্সিন,	লাইসেন্সিং,	
addabaj,	আদ্দাবাজ,	আড্ডাবাজ,	
sheshdinti,	শেষদিনটি,	শেষদিনটি,	
gate,	গাতে,	গ্যেটে,	
karadando,	কারাদান্ড,	কারাদণ্ড,	
atorkitey,	অটোরিকতে,	অতর্কিতে,	
ponera,	পনেরা,	পনের,	
bishwaashshoi,	বিশ্বশ্ষই,	বিশ্বাসই,	
nirgomon,	নির্গমন,	নির্গমন,	
perri,	পেরি,	পেরি,	
uthaney,	উঠানে,	উঠানে,	
jaistho,	যৈত্ঠ,	জ্যৈষ্ঠ,	
bhadaka,	ভাদাকা,	ভদকা,	
lyaataa,	ল্যাটা,	ল্যাটা,	
bandhubhaabaapanna,	বন্ধুভাবাপন্ন,	বন্ধুভাবাপন্ন,	
jaandrel,	যান্দ্রেল,	জাঁদরেল,	
reliance,	রিলিয়েন্স,	রিলায়েন্স,	
highcommissionay,	হাইকোম্সিনিয়া,	হাইকমিশনে,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
chalachchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
ernad,	এরনাড,	এরনাড,	
hakone,	হাকনে,	হাকোনে,	
title,	টিটল,	টাইটেল,	
chalachchitrotike,	চলচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
monzeele,	মঞ্জিলে,	মঞ্জিলে,	
obdee,	অবদী,	অব্দি,	
narsaari,	নরসরি,	নার্সারি,	
pnouchute,	পৌচুতে,	পৌঁছুতে,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
qonflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
debdebier,	দেবদেবীর,	দেবদেবীর,	
aabarte,	আবার্তে,	আবর্তে,	
ronodeep,	রণদীপ,	রণদীপ,	
noditir,	নদীটির,	নদীটির,	
karmosansthan,	কর্মসংস্থান,	কর্মসংস্থান,	
ajeeboner,	আজীবনের,	আজীবনের,	
tokee,	তকক,	তকি,	
kooshumba,	কোশুম্বা,	কুশুম্বা,	
sima,	সিম,	সীমা,	
kiuti,	কিউটি,	কিউটি,	
ansarir,	আনসারীর,	আনসারীর,	
existing,	এক্সিস্টিং,	এক্সিসটিং,	
bisshasyi,	বিশস্য্য,	বিশ্বাসই,	
said,	সাইদ,	সাইদ,	
darji,	দার্জি,	দরজি,	
ceramicsh,	সেরামিক্স,	সিরামিকস,	
bhramapraban,	ভ্রমপ্রবণ,	ভ্রমপ্রবণ,	
internship,	ইন্টারমশিপ,	ইন্টার্নশিপ,	
adwanced,	অ্যাডব্যান্স,	অ্যাডভান্সড,	
torabganj,	তোরাবগঞ্জ,	তোরাবগঞ্জ,	
vange,	ভাঙ্গে,	ভাঙ্গে,	
bm,	বিএম,	বিএম,	
themekey,	থেমেকে,	থিমকে,	
basakey,	বাসাকে,	বাসাকে,	
sepha,	সেফা,	শেফ,	
zohns,	জনস,	জন্স,	
krisenter,	কৃষিন্টের,	ক্রিসেন্টের,	
sahittopritite,	সাহিত্যপ্রীতে,	সাহিত্যপ্রীতিতে,	
prakalpatike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
nobotom,	নবতম,	নবতম,	
prime,	প্রাইম,	প্রাইম,	
akatwa,	আকাত্ব,	একাত্ব,	
dharavahiker,	ধারাভাহিকের,	ধারাবাহিকের,	
fimela,	ফাইমেলা,	ফিমেল,	
madhuree,	মধুরী,	মাধুরী,	
browser,	ব্রুজের,	ব্রাউজার,	
gujab,	গুজাব,	গুজব,	
shringgo,	শ্রিংগ,	শৃঙ্গ,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
bujhtepari,	বুঝতেপারি,	বুঝতেপারি,	
madhumati,	মধুমতি,	মধুমতী,	
mukhomandal,	মুখমন্ডল,	মুখমণ্ডল,	
nodiitei,	নদীতেই,	নদীতেই,	
abodamaner,	অবদামানের,	অবদমনের,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
coons,	কুন্স,	কুনস,	
somoodrotote,	সমন্দ্রতে,	সমুদ্রতটে,	
laesensh,	লেসেন্,	লাইসেন্স,	
ragee,	রেজ,	রাগী,	
akreetokarjo,	আকৃতকার্য্য,	অকৃতকার্য,	
satyaky,	সত্যক্,	সাত্যকি,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
sbaajan,	স্বজন,	স্বজন,	
yukeliptash,	যুকেলিপ্ঠাস,	ইউক্যালিপ্টাস,	
mookhomaundoler,	মুখমাউন্ডালের,	মুখমণ্ডলের,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
deenesh,	দীনেশ,	দীনেশ,	
nathivukteer,	নাঠিভুক্তির,	নথিভুক্তির,	
maudelgulo,	মাউডলেগলো,	মডেলগুলো,	
anutpadanshil,	অনুত্পদাশীল,	অনুৎপাদনশীল,	
awrbit,	অরবিট,	অরবিট,	
deobonde,	দেওবন্দে,	দেওবন্দে,	
pravura,	প্রভুরা,	প্রভুরা,	
nishad,	নিষাদ,	নিষাদ,	
abhidhaaner,	অভিধানের,	অভিধানের,	
degree,	দেগরী,	ডিগ্রি,	
sursur,	সুরসুর,	সুরসুর,	
tyapa,	ট্যাপ,	ট্যাপ,	
asthishondhi,	অস্থিষন্ধি,	অস্থিসন্ধি,	
reejideencee,	রেজিনিন্সী,	রেসিডেন্স,	
flirt,	ফ্লার্ট,	ফ্লার্ট,	
bajite,	বাজিতে,	বাজিতে,	
asamanyo,	অসামান্য,	অসামান্য,	
bbiswasho,	বিব্ষিবাসো,	বিশ্বাসও,	
proshtutkarok,	প্রষ্তুতকারক,	প্রস্তুতকারক,	
bhenus,	ভেনুস,	ভেনাস,	
patochitra,	পটোচিত্র,	পটচিত্র,	
planea,	প্লানা,	প্লেনে,	
sobrakomer,	সব্রাকমের,	সবরকমের,	
protibedokrao,	প্রতিবেদকরাও,	প্রতিবেদকরাও,	
dakkhinkare,	দক্ষিণকারে,	দক্ষিণকরে,	
dacope,	ডাকোপে,	দাকোপ,	
siqh,	সিক,	শিখ,	
chaalaabi,	চালাবি,	চালাবে,	
rahee,	রহে,	রাহী,	
paira,	পাইরা,	পাইরা,	
chapchap,	চাঁচাপ,	চাপচাপ,	
goolen,	গুলেন,	গুলেন,	
paolasthi,	পাওলাস্থী,	পাওলাসথি,	
militarir,	মিলিতারির,	মিলিটারির,	
titarer,	তিতারের,	তিতারের,	
ekghare,	একঘারে,	একঘরে,	
amanisha,	আমানিশা,	অমানিশা,	
tuleche,	তুলেছে,	তুলেছে,	
dobhara,	দোভারা,	ডোভার,	
booponer,	বূপনের,	বপনের,	
shukraanoo,	শুক্রাণও,	শুক্রানু,	
soori,	সুরী,	সুরি,	
monohputo,	মনঃপুত,	মনঃপুত,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
jakso,	জাকসো,	যক্ষ,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
planeti,	প্লানেটি,	প্লেনটি,	
bisheshya,	বিশেষ্য,	বিশেষ্য,	
muchlima,	মুছলিমা,	মুছলিমা,	
palteche,	পালতেছে,	পাল্টেছে,	
dharabahiktite,	ধারাবাহিকটিতে,	ধারাবাহিকটিতে,	
rashider,	রশিদের,	রশিদের,	
onchalgulir,	অঁচালগুলির,	অঞ্চলগুলির,	
parjotaker,	পার্যটাকের,	পর্যটকের,	
nothibhukto,	নথিভুক্ত,	নথিভুক্ত,	
ceramiksh,	পেরামিক্স,	সিরামিকস,	
kathmandu,	কাঠমণ্ডু,	কাঠমান্ডু,	
teenej,	তেনেজ,	টিনেজ,	
bohorompurer,	বহরমপুরের,	বহরমপুরের,	
shkalarashhipa,	স্কলারশিপ,	স্কলারশিপ,	
cholochchitro,	চলচ্চিত্র,	চলচ্চিত্র,	
jaatti,	যাত্তি,	জাতটি,	
dhadhiye,	ধাধিয়ে,	ধাধিয়ে,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
quata,	কুয়াতা,	কোটা,	
azimpur,	আজিমপুর,	আজিমপুর,	
jorury,	জোরুরি,	জরূরী,	
aansaareer,	আঁসারীর,	আনসারীর,	
cheekitshar,	চিকিৎসার,	চিকিত্সার,	
antarvuktimulak,	অন্তর্ভূকিতমূলক,	অন্তর্ভুক্তিমূলক,	
seshardhe,	শেষার্ধে,	শেষার্ধে,	
dweepgoolotey,	ড্বিপগুলোতে,	দ্বীপগুলোতে,	
digrir,	ডিগ্রির,	ডিগ্রির,	
digri,	ডিগ্রি,	ডিগ্রি,	
karore,	কাররে,	কারোর,	
superheiroo,	সুপারহিরো,	সুপারহিরো,	
sthapanagulor,	স্থাপানুগলোর,	স্থাপনাগুলোর,	
mulyabriddhikale,	মূল্যবৃদ্ধিখালে,	মূল্যবৃদ্ধিকালে,	
jor,	জর,	জ্বর,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
peri,	পেরি,	পেরি,	
humner,	হামারান,	হামনার,	
blacker,	ব্ল্যাকার,	ব্ল্যাকের,	
rachonakal,	রচনাকাল,	রচনাকাল,	
chandil,	চণ্ডীল,	চান্ডিল,	
podotyagsongkranto,	পদত্যাসংযাক্রান্ত,	পদত্যাগসংক্রান্ত,	
pharanyeta,	ফরণ্নেট,	ফরম্যাট,	
nirbaho,	নির্বাহো,	নির্বাহ,	
rekhapat,	রেখাপাত,	রেখাপাত,	
konroop,	কনরুপ,	কোনরূপ,	
mandarbani,	মন্দরবাণী,	মন্দারবাণী,	
sathik,	সাতিক,	সঠিক,	
motabolombira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
casper,	ক্যাসপার,	ক্যাসপার,	
societyke,	সোশাটিকে,	সোসাইটিকে,	
purple,	পারপপল,	পার্পেল,	
mojlish,	মজলিশ,	মজলিশ,	
bardhitansh,	বার্ধিতন্শ,	বর্ধিতাংশ,	
chyeta,	চেটা,	চ্যাট,	
bandhano,	বাঁধানো,	বাঁধানো,	
piulir,	পিউলির,	পিউলির,	
brittakarey,	বৃত্তকরে,	বৃত্তাকারে,	
