narsaari,	নরসারী,	নার্সারি,	
protul,	প্রতুল,	প্রতুল,	
koordira,	কুরদিরা,	কুর্দিরা,	
langhangulir,	লঙ্ঘানগুলির,	লঙ্ঘনগুলির,	
hertj,	হার্ট,	হার্জ,	
shuri,	শুরি,	সুরি,	
wilderske,	উইল্ডরসকে,	উইল্ডার্সকে,	
shootar,	শুতার,	শ্যুটার,	
jyaqa,	জ্যাকা,	জ্যাক,	
edic,	এডিক,	এডিক,	
qonflict,	কনফলিক্ট,	কনফ্লিক্ট,	
debdebyr,	ডেবেদবির,	দেবদেবীর,	
oxite,	অক্সিতে,	অক্সাইট,	
hundai,	হুন্দাই,	হুন্দাই,	
bolbo,	বলবব,	বলবো,	
bhushito,	ভূষিত,	ভূষিত,	
anhu,	আনহু,	আনহু,	
karecho,	কারেছো,	করেছ,	
nachiketa,	নাচিকেটা,	নচিকেতা,	
poste,	পোস্টে,	পোষ্টে,	
jamarate,	জামারাতে,	জামারাতে,	
khilaphat,	খিলাপাট,	খিলাফত,	
standards,	স্টান্ডার্ড,	স্টান্ডার্ডস,	
asamanyo,	আসামান্য,	অসামান্য,	
orthanitir,	অর্থানিতির,	অর্থনীতির,	
nirabota,	নিরাবতা,	নিরবতা,	
kampita,	কামপিতা,	কম্পিত,	
iuro,	ইউইও,	ইউরো,	
suraaropeeto,	সুরারোপতত,	সুরারোপিত,	
aatmobishwasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
chhuteete,	ছুটেতে,	ছুটিতে,	
phutanta,	ফুতান্তা,	ফুটন্ত,	
phox,	ফ্যাক্স,	ফক্স,	
lutherana,	লুথেরানা,	লুথেরান,	
babare,	বাবারে,	বাবারে,	
jerusalemer,	জেরুসামের,	জেরুজালেমের,	
soundorjotakei,	সৌন্দর্যতাকেই,	সৌন্দর্যটাকেই,	
jackey,	জ্যাকে,	জকি,	
ramzaner,	রামজানের,	রমযানের,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
oitijhyotike,	ঐতিহ্যতিহীকে,	ঐতিহ্যটিকে,	
abanishankar,	অবনীশঙ্কর,	অবনিশংকর,	
change,	চ্যাঞ্গে,	চেঞ্জ,	
hena,	হেনা,	হেনা,	
gyandas,	গ্ঞানদাস,	জ্ঞানদাস,	
dakten,	ড্যাক্টেন,	ডাকতেন,	
hol,	হোল,	হোল,	
aranyani,	আরণ্যানী,	অরণ্যানী,	
rejidens,	রেজিডেনস,	রেসিডেন্স,	
aembed,	এমবেদ,	এম্বেড,	
bhenus,	ভেনুস,	ভেনাস,	
torikher,	তরিখের,	তরিখের,	
taderek,	তাদেরিক,	তাদেরেক,	
faase,	ফাযাসে,	ফাঁসে,	
ghurechen,	ঘুরেছেন,	ঘুরেছেন,	
atmabishvashi,	আত্মাবিশী,	আত্মবিশ্বাসী,	
pratijogitamulak,	প্রতিজমুতিতলক,	প্রতিযোগীতামূলক,	
kaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
elakayi,	এলাকায়,	এলাকাই,	
bizito,	বিজিতো,	বিজিত,	
yaak,	য়ক,	ইয়াক,	
rakkhandurga,	রক্ষণ্দগুর্গ,	রক্ষণদুর্গ,	
rata,	রাতা,	রত,	
brekethru,	ব্রেকুঠুরা,	ব্রেকথ্রু,	
ashiatic,	অশিয়াটিক,	এশিয়াটিক,	
koyeeri,	কোয়িরি,	কোয়েরি,	
rajotwo,	রাজত্ব,	রাজত্ব,	
holdim,	হোলদি,	হোল্ডিং,	
baasaate,	বাসাতে,	বাসাতে,	
mitro,	মিত্রো,	মিত্র,	
parisankhanbid,	পরিসাখবাদিখ,	পরিসংখ্যানবিদ,	
oncoltike,	অন্নটিলকে,	অঞ্চলটিকে,	
durgatsabe,	দুর্গাসবাবে,	দুর্গোৎসবে,	
teter,	টেটের,	টেটের,	
nishad,	নিশাদ,	নিষাদ,	
ghamta,	ঘামতা,	ঘোমটা,	
renoo,	রেনো,	রেনো,	
madrasake,	মাদ্রাসাকে,	মাদ্রাসাকে,	
kantojir,	কানতোজির,	কান্তজির,	
bhogno,	ভগ্ন,	ভগ্ন,	
highcomissione,	হাইকমিসনে,	হাইকমিশনে,	
jolbe,	জলবে,	জ্বলবে,	
nabbata,	নব্বতা,	নাব্যতা,	
sarder,	সারদের,	সরদার,	
labonaktatar,	লাবনকতার,	লবণাক্ততার,	
zerusalemer,	জেরুসালেমের,	জেরুজালেমের,	
akhando,	আখান্ডো,	অখন্ড,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
korimer,	করিমের,	করিমের,	
oikhan,	ঐখান,	ঐখান,	
aziboner,	আজিবনের,	আজীবনের,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
dipankar,	দীপান্ার,	দিপঙ্কর,	
amburi,	আম্বুরি,	আম্বুরি,	
mookhomandoler,	মৌখমান্ডলের,	মুখমণ্ডলের,	
shnaipara,	স্নেইপারা,	স্নাইপার,	
nikote,	নিকোতে,	নিকটে,	
aakkas,	আক্কাস,	আককাস,	
shariba,	শরীবা,	শরিবা,	
stana,	স্তানা,	স্টোন,	
kormobuddhite,	কর্মবুদ্ধিতে,	কর্মবুদ্ধিতে,	
moreecha,	মরিছা,	মরিচা,	
ajuhat,	আজুহাত,	অজুহাত,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
manabmaner,	মানবামেনের,	মানবমনের,	
ingreziteo,	ইঙ্গ্রিজিতেও,	ইংরেজিতেও,	
bodna,	বোদনা,	বদনা,	
oxforde,	অক্সফোর্ডে,	অক্সফোর্ডে,	
pronoti,	প্রনতি,	প্রণতি,	
atmiyasulabh,	আত্মিয়ালুলসা,	আত্মীয়সুলভ,	
azin,	আজিন,	আজিন,	
shatodha,	শাতোধা,	শতধা,	
pleena,	প্লিনা,	প্লেন,	
eporjonto,	এপর্ন্ত,	এপর্যন্ত,	
contemporary,	কন্টেমপরিপা,	কন্টেম্পোরারি,	
thailandsaho,	ঠাইলান্ডসহ,	থাইল্যান্ডসহ,	
beekaargrasta,	বিকার্গ্রস্ত,	বিকারগ্রস্ত,	
zohns,	জোন্স,	জন্স,	
gyada,	জ্যাড়া,	গ্যাদা,	
golimodhye,	গলিমধ্যে,	গলিমধ্যে,	
jansha,	জানশা,	জন্স,	
krema,	ক্রেমা,	ক্রাইম,	
taufiq,	তাউফিক,	তৌফিক,	
mandanda,	মন্দান্ডা,	মানদণ্ড,	
zeeland,	জীলান্দ,	জিল্যান্ড,	
karlei,	কারলেই,	করলেই,	
antarctika,	অ্যান্টার্টিকা,	অ্যান্টার্কটিকা,	
heena,	হিনা,	হেনা,	
ebhara,	এভারা,	এভার,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
kathmandute,	কাঠমন্দুতে,	কাঠমান্ডুতে,	
nodnodeer,	নদ্দদীর,	নদনদীর,	
palbongser,	পালবংস্জের,	পালবংশের,	
militarite,	মিলিতারিতে,	মিলিটারিতে,	
daltyagi,	দল্ত্বগী,	দলত্যাগী,	
majdur,	মাজদুর,	মজদুর,	
keu,	কেউ,	কেউ,	
grooth,	গ্রথ,	গ্রোথ,	
khorsed,	খোরসে,	খোরশেদ,	
gejetade,	জেজেটাদে,	গেজেটেড,	
oshtader,	অষ্টাদের,	ওস্তাদের,	
nariderke,	নারীদেরকে,	নারিদেরকে,	
biprodas,	বিপ্রদাস,	বিপ্রদাস,	
janar,	জানার,	জানার,	
halding,	হালদিং,	হোল্ডিং,	
evaner,	এভানের,	ইভানের,	
ramonar,	রামোনার,	রমনার,	
neshnosh,	নেশশোস,	নেশনস,	
fimela,	ফিমেলা,	ফিমেল,	
steeit,	স্টিট,	স্টেইট,	
paira,	পাইরা,	পাইরা,	
crime,	ক্রিম,	ক্রাইম,	
cheekitshar,	চিকিৎশার,	চিকিত্সার,	
kareer,	কারির,	কারীর,	
taitela,	তৈইটেলা,	টাইটেল,	
matrirup,	মাত্রিরূপ,	মাতৃরূপ,	
scholarsip,	স্কোলারসিপ,	স্কলারশিপ,	
mausumer,	মৌসুমের,	মৌসুমের,	
scoore,	স্কালর,	স্কোর,	
firti,	ফিরটি,	ফিরতি,	
saarbhaarti,	সারভার্টী,	সার্ভারটি,	
prithibir,	পৃথিবির,	পৃথবীর,	
daktikit,	দাকটিকিত,	ডাকটিকিট,	
jontrangshogulor,	যন্ত্রাঙগগুলোর,	যন্ত্রাংশগুলোর,	
glanio,	গ্লাসিও,	গ্লানিও,	
neshnos,	নেশনস,	নেশনস,	
trenda,	ট্রেন্ডা,	ট্রেন্ড,	
shommotir,	শম্তটির,	সম্মতির,	
onupater,	অনুপাতের,	অনুপাতের,	
rakkhanbhag,	রক্ষণবাগ,	রক্ষণভাগ,	
hooldim,	হুল্ডিম,	হোল্ডিং,	
pothon,	পথন,	পঠন,	
hughkey,	হুঘকে,	হিউজকে,	
shourshe,	শৌরশে,	সোর্স,	
harbur,	হারবুর,	হারবার,	
chupani,	চুপানি,	চুপানি,	
daebug,	দাবুগ,	ডিবাগ,	
kalnir,	কালনির,	কালনীর,	
oitijje,	ঐতিজ্যে,	ঐতিহ্যে,	
neelfamarir,	নীলফামারীর,	নীলফামারীর,	
jonesh,	জনেশ,	জোন্স,	
chalchhe,	চালচে,	চলছে,	
kheshar,	খেশার,	খেশার,	
qyapasula,	ক্যপাপুলা,	ক্যাপসুল,	
grambaseer,	গ্রামবাসির,	গ্রামবাসীর,	
temanti,	তেমান্তি,	তেমনটি,	
teta,	তেটা,	টেটা,	
chowdhurir,	চৌধুরীর,	চৌধুরীর,	
naubom,	নৌবম,	নবম,	
barder,	বারদের,	বার্ডের,	
bondishalatei,	বন্দিশালাতেই,	বন্দিশালাতেই,	
satjaner,	সাতজানের,	সাতজনের,	
gaaddafee,	গাড্ডফি,	গাদ্দাফী,	
plate,	প্লেটে,	প্লেটে,	
nikate,	নিকাতে,	নিকটে,	
kiibord,	কিবর্দ,	কীবোর্ড,	
orthisoho,	অর্থিসহ,	অর্থিসহ,	
tonoo,	তনু,	তনু,	
kleentoner,	ক্লিনটনের,	ক্লিনটনের,	
shilbar,	শিলবার,	সিলভার,	
cinemapremider,	সিনেমপ্রেদের,	সিনেমাপ্রেমীদের,	
sinakey,	সিনাকেই,	সিনাকে,	
soorsa,	সুর্া,	সোর্স,	
freekeh,	ফ্রিকেহ,	ফ্রিকেহ,	
bonvumi,	বনভুমি,	বনভূমি,	
smarok,	স্মারক,	স্মারক,	
konisttha,	কনিস্ট্থ,	কনিষ্ঠ,	
toufiq,	তৌফিক,	তৌফিক,	
fatakasto,	ফাতাকাস্ত,	ফাটাকেষ্ট,	
ghoomachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
tahorir,	তাহরির,	তাহরীর,	
obdi,	ওবদি,	অব্দি,	
ancholgoolir,	আ্যানকোলির,	অঞ্চলগুলির,	
bedey,	বেডে,	বেদে,	
generalissimo,	জেনেরালিসিম,	জেনারেলিসিমো,	
makame,	মাকামে,	মাকামে,	
rahee,	রাহি,	রাহি,	
dharmantor,	ধর্মান্তর,	ধর্মান্তর,	
wodka,	ওয়াডকা,	ভদকা,	
boikolyo,	বৈচললই,	বৈকল্য,	
shekarone,	শেকারণে,	সেকারণে,	
gopalrao,	গোপালরাও,	গোপালরাও,	
juddhahato,	যুদ্ধাত,	যুদ্ধাহত,	
as,	আসএএ,	অস,	
laaisensh,	লাইশেন্স,	লাইসেন্স,	
cholochchitra,	চলচচ্ত্রিরা,	চলচ্চিত্র,	
gostigulo,	গোষ্টিগুলো,	গোষ্ঠীগুলো,	
hights,	হাইটট,	হাইটস,	
manohputa,	মনঃপুতা,	মনঃপুত,	
granada,	গ্রাণাদা,	গ্র্যানাডা,	
pathkrom,	পাঁক্রম,	পাঠক্রম,	
gurmukh,	গুর্মুখ,	গুরমুখ,	
abadamoner,	আবাদামনের,	অবদমনের,	
alimpiqa,	আলিমপিক্া,	অলিম্পিক,	
footballerra,	ফুটলবলালেরা,	ফুটবলাররা,	
ancholtike,	আ্যানচোলটিকে,	অঞ্চলটিকে,	
fuss,	ফুস্,	ফাস,	
baikalyo,	বৈকাল্য,	বৈকল্য,	
highcommissionay,	হিইংসমিয়ানি,	হাইকমিশনে,	
