shucharita,	শুচারিতা,	সুচরিতা,	
suiti,	সুইটি,	সুইটি,	
tennys,	টেনিস,	টেনিস,	
chereche,	চেরেছে,	ছেড়েছে,	
huk,	হুক,	হুক,	
faskari,	ফাসকারী,	ফাঁসকারী,	
ateetkale,	অতিতকালে,	অতীতকালে,	
chalochchitrei,	চালচ্ছিত্রেই,	চলচ্চিত্রেই,	
rejidens,	রেজিডেন্স,	রেসিডেন্স,	
jones,	জনেস,	জোন্স,	
nodiiteyi,	নদীয়েতেই,	নদীতেই,	
mahafezkhanar,	মহাফেখনার,	মহাফেজখানার,	
akeeb,	আকিব,	আকিব,	
mmadhukkori,	ম্মাধাককররী,	মাধুকরী,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
taigara,	তাইগারা,	টাইগার,	
odeb,	ওদেব,	ওদেব,	
bhabaaponno,	ভাবানপন্ন,	ভাবাপন্ন,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
chhadura,	ছাদুরা,	ছাদুরা,	
shringgo,	শ্রিংগো,	শৃঙ্গ,	
gyandaas,	জ্ঞানদাস,	জ্ঞানদাস,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
ekoirokom,	একারকোম,	একইরকম,	
plack,	প্ল্যাক,	প্ল্যাক,	
krechi,	ক্রেচি,	করেছি,	
granthatyke,	গ্রান্থাটটিকে,	গ্রন্থটিকে,	
shikare,	শিকারে,	শিকারে,	
codee,	কোডি,	কোডে,	
shukraanoo,	শুকরানও,	শুক্রানু,	
ghotol,	ঘটল,	ঘটল,	
rabo,	রাবো,	রব,	
banshite,	বাঁশিতে,	বাঁশিতে,	
si,	সিএসই,	এসআই,	
akpaase,	আক্পাসে,	একপাশে,	
pustir,	পুস্তির,	পুষ্টির,	
bhenom,	ভেনম,	ভেনম,	
dubureer,	দুবুরির,	ডুবুরির,	
raagee,	রাজি,	রাগী,	
habol,	হাবল,	হাবোল,	
kash,	কাশ,	কাস,	
vaphara,	ভাফারা,	বাফার,	
siddhantoke,	সিদ্ধান্তকে,	সিদ্ধান্তকে,	
antarctica,	অ্যান্টার্ট্সিকা,	অ্যান্টার্কটিকা,	
bbiseshyer,	বিবিশেয়ের,	বিশেষ্যের,	
proteemake,	প্রতিমাকে,	প্রতিমাকে,	
yaak,	যাক,	ইয়াক,	
munshiji,	মুঁশিজি,	মুনশীজি,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
catholicder,	ক্যাথোলিকদের,	ক্যাথলিকদের,	
cantan,	ক্যান্টান,	ক্যান্টন,	
cholochchitratike,	চলচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
bodhukeo,	বোধুকেও,	বধুকেও,	
adhyattikota,	অধ্যাত্যকিতা,	আধ্যাত্মিকতা,	
karam,	কারাম,	কেরাম,	
lambi,	লাম্বি,	লম্বি,	
laiseensee,	লাইসেনিস,	লাইসেন্স,	
airish,	এইরিশ,	আইরিস,	
chahidapotrer,	চাহিদাপত্রের,	চাহিদাপত্রের,	
ashor,	আশর,	আসর,	
ranangane,	রানাঙ্গানে,	রণাঙ্গনে,	
doloo,	দলু,	ডলু,	
pleeta,	প্লিটা,	প্লেট,	
godamjato,	গোদামজাত,	গুদামজাত,	
lahano,	লাহানো,	লাহানো,	
satarkatar,	সতরকাটার,	সতর্কতার,	
bondira,	বন্দিরা,	বন্দীরা,	
dharabahiktite,	ধারাবাহিক্তিতে,	ধারাবাহিকটিতে,	
rena,	রেনা,	রেনো,	
taufik,	টাউিক,	তৌফিক,	
teman,	তেমান,	তেমন,	
munjur,	মুঞ্জুর,	মুনজুর,	
mandape,	মান্ডাপে,	মন্ডপে,	
crashlands,	ক্রালশান্ডসস,	ক্র্যাশল্যান্ডস,	
danaqana,	ডানাকানা,	ডানকান,	
mohajot,	মহাজত,	মহাজোট,	
jonoikaa,	জননাকায়,	জনৈকা,	
karore,	কারোরে,	কারোর,	
toufiq,	টাফিক,	তৌফিক,	
pyetarna,	পেটার্না,	প্যাটার্ন,	
fastag,	ফ্যাস্টাগ,	ফ্যাসট্যাগ,	
meshenjar,	মেশেঞ্জার,	মেসেঞ্জার,	
saria,	সরিয়া,	সরিয়া,	
dinar,	দিনার,	ডিনার,	
vimsen,	ভিমসেন,	ভীমসেন,	
bisheshyo,	বিশেষ্য,	বিশেষ্য,	
uindos,	উইন্ডসস,	উইন্ডোস,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
breq,	ব্রেক,	ব্রেক,	
mukhabandha,	মুখাবন্ধ,	মুখবন্ধ,	
musalmanderke,	মুসলমান্দরকে,	মুসলমানদেরকে,	
jerusaleme,	জেরুসালেমে,	জেরুসালেমে,	
ponchashjon,	পঞ্চাজজন,	পঞ্চাশজন,	
pushtee,	পুষ্টি,	পুষ্টি,	
satarkabhabe,	সতরাকভাবে,	সতর্কভাবে,	
steena,	স্টিনা,	স্টেন,	
rohasyer,	রোহাস্যের,	রহস্যের,	
ultrasonography,	ইল্ট্রোসাগোর্থি,	আলট্রাসনোগ্রাফিও,	
robot,	রোবত,	রোবোট,	
lat,	ল্যাট,	লাট,	
geographics,	জিওগ্রাফিক্স,	জিওগ্রাফিকস,	
adorsho,	আদর্শ,	আর্দশ,	
kei,	কেই,	কেই,	
noiteek,	নৈতিক,	নৈতিক,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
nadike,	নাদিকে,	নদীকে,	
ispredsiit,	ইস্প্রেসিটি,	স্প্রেডশীট,	
ghumacchilo,	ঘুমাচ্ছিল,	ঘুমাচ্ছিল,	
eura,	ইউরা,	ইউরো,	
remacri,	রিমার্কি,	রেমাক্রী,	
protijogiider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
heepatitis,	হিপাটিটিস,	হেপাটাইটিস,	
komanera,	কোমানেরা,	কমানেরা,	
dhanijomite,	ধানিজয়তিতে,	ধানিজমিতে,	
pinogbagke,	পিনোগবাগকে,	পিনগবাগকে,	
janamukhi,	জনমাুখী,	জনমুখী,	
monjooshree,	মঞ্জশর্ী,	মঞ্জুশ্রী,	
engrejer,	এঞ্জ্রেজের,	ইংরেজের,	
pyaleshtainer,	প্যালেশ্টেইনের,	প্যালেস্টাইনের,	
afzol,	আফজোল,	আফজল,	
ancholgoolir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
timoothi,	তিমোথি,	টিমোথি,	
pack,	প্যাক,	প্ল্যাক,	
brahmanera,	ব্রহ্মণেরা,	ব্রাহ্মণেরা,	
pranidero,	প্রাণীদেরও,	প্রানীদেরও,	
farhetin,	ফারহেটিন,	ফারহেতিন,	
roy,	রয়ে,	রায়,	
nirbahi,	নির্বাহী,	নির্বাহি,	
bangalore,	বাঙ্গালোর,	ব্যাঙ্গালুরে,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
bojhe,	বোঝে,	বোঝে,	
megh,	মেঘ,	মেঘ,	
bibadey,	বিবাদে,	বিবাদে,	
andra,	আন্দ্রা,	আন্ড্রা,	
qaro,	কারো,	কারো,	
choritrotakeo,	চরিত্রতাকেও,	চরিত্রটাকেও,	
shikshakbrinda,	শিক্ষাবৃন্দা,	শিক্ষকবৃন্দ,	
lirikti,	লিরিক্তি,	লিরিকটি,	
jahangirbad,	জাহাঙ্গীরবাদ,	জাহাঙ্গীরবাদ,	
ganoparibahaner,	গণপারিবাহানের,	গণপরিবহনের,	
chhootochhuti,	ছুটছুটি,	ছুটোছুটি,	
daayitto,	দায়িত্ব,	দায়িত্ব,	
bhaangchur,	ভাংচুর,	ভাংচুর,	
unchiyechilo,	উঁচিয়েছিল,	উঁচিয়েছিল,	
mahasava,	মহাসভা,	মহাসভা,	
janghu,	জাহুু,	জঙ্ঘু,	
pravura,	প্রভূরা,	প্রভুরা,	
goonoman,	গুমোন,	গুণমান,	
lagche,	লাগছে,	লাগছে,	
reliance,	রিলিয়ান্স,	রিলায়েন্স,	
koro,	করো,	করো,	
chandanara,	চান্ডনারা,	চন্দনারা,	
dhaleshorii,	ধেলেশরি,	ধলেশ্বরী,	
sipa,	সিপা,	শিপ,	
bondhuvabaponyo,	বন্ধুধাবাবন্য,	বন্ধুভাবাপন্ন,	
uparjoner,	উপার্যনের,	উপার্জনের,	
graambaashio,	গ্রামবাশিও,	গ্রামবাসীও,	
bahubar,	বহুবার,	বহুবার,	
atibiplabi,	অতিবিল্পবী,	অতিবিপ্লবি,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
victor,	ভিক্টর,	ভিক্টর,	
panchashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
koordira,	কর্ডিরা,	কুর্দিরা,	
samyuktha,	সম্যুক্থ,	সামিউক্তা,	
nanabornobishishto,	নানাবর্ণবিশ্ষিত,	নানাবর্ণবিশিষ্ট,	
shashtra,	শাষ্ট্র,	শাস্ত্র,	
ponthaar,	পন্থার,	পন্থার,	
shtona,	স্টনা,	স্টোন,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
yanqee,	য্যান্সি,	ইয়াংকি,	
gafeeloti,	গালিটোি,	গাফিলতি,	
chalai,	চালাই,	চালাবে,	
bollov,	বললভ,	বল্লভ,	
rifleksa,	রিফলেকা,	রিফ্লেক্স,	
korush,	করুশ,	ক্রুশ,	
pradoshik,	প্রদদশিক,	প্রাদশিক,	
chaalkee,	চালকী,	চালকে,	
dinifitian,	ডিনিফিফিনান,	ডেফিনেশন,	
baarnish,	বার্নিশ,	বার্নিশ,	
puroheetder,	পুরহিতদের,	পুরোহিতদের,	
motabolombira,	মোতাবলম্বিরা,	মতাবলম্বীরা,	
votarer,	ভোটারের,	ভোটারের,	
samratra,	সমমর্ত্র,	সম্রাটরা,	
ivil,	ইভিল,	ইভিল,	
ingreziteo,	ইংরজেটিতেও,	ইংরেজিতেও,	
somonwitobhabey,	সমন্তভিবাবে,	সমন্বিতভাবে,	
monroe,	মন্যে,	মনেরোর,	
futonta,	ফুটন্টা,	ফুটন্ত,	
shoori,	শূরি,	সুরি,	
kanasarabhesana,	কনসসাভেশন,	কনসারভেশন,	
tonoo,	টনন,	তনু,	
okritokarjo,	অকৃতিকার্য,	অকৃতকার্য,	
kosambir,	কোসাম্বির,	কোসাম্বীর,	
byaptikaler,	ব্যাপ্তিকালের,	ব্যাপ্তিকালের,	
erokomer,	এরকমের,	এরকমের,	
hajirhat,	হাজিরহাট,	হাজিরহাট,	
kyathlik,	ক্যাথলিিক,	ক্যাথলিক,	
nabayug,	নাবাযুগ,	নবযুগ,	
sinakey,	সিনাকে,	সিনাকে,	
noditir,	নদীতির,	নদীটির,	
terlarang,	টেরলারাং,	তেরলারং,	
nirgoon,	নির্গুন,	নির্গুণ,	
antorvuktimulak,	অন্তর্ভুক্তিমূলক,	অন্তর্ভুক্তিমূলক,	
ucchosito,	উচ্চসিত,	উচ্ছসিত,	
edseler,	এডসেলের,	এডসেলের,	
aamor,	আমোর,	আমর,	
lishenshe,	লিশেশনে,	লাইসেন্স,	
deobonde,	দেওনদ্যে,	দেওবন্দে,	
vittio,	ভিট্টিও,	ভিত্তিও,	
bhabaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
modhyekar,	মধ্যেকর,	মধ্যেকার,	
buddhitii,	বুদ্ধিতিই,	বুদ্ধিটিই,	
prarthitao,	প্রার্থিথাও,	প্রার্থীতাও,	
khargosher,	খারগোষের,	খরগোসের,	
dombhoke,	দম্ভকে,	দম্ভকে,	
uposhthit,	উপশ্থিত,	উপস্থিত,	
manushe,	মানুশে,	মানুষে,	
akreetokarjo,	অকৃতিকার্য,	অকৃতকার্য,	
daakteekite,	দাক্তিকতিতে,	ডাকটিকিটে,	
perry,	পের্রি,	পেরি,	
baibosthaar,	বাইবস্থার,	ব্যবস্থার,	
abhidhaanick,	অভিয়ানানিক,	অভিধানিক,	
obharbhiu,	ওভারভিউ,	ওভারভিউ,	
antercticker,	এন্টারটিক্সির,	অ্যান্টার্কটিকের,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
peri,	পেরি,	পেরি,	
natshi,	নাটশি,	নাত্সি,	
nanilalke,	নানিলালকে,	ননীলালকে,	
orhan,	ওরহান,	ওরহান,	
dantahin,	দন্তাহীন,	দন্তহীন,	
khalidkay,	খালিদকা,	খালিদকে,	
