rena,	রেনা,	রেনো,	
greep,	গ্রীপ,	গ্রিপ,	
moreecha,	মরিচা,	মরিচা,	
grambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
brindabane,	বৃন্দাবানে,	বৃন্দাবনে,	
songkoloney,	সংকলনে,	সংকলনে,	
reliance,	রিলিয়েন্স,	রিলায়েন্স,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
tirmijii,	তিরমিজি,	তিরমিজি,	
audioguloke,	অডিওগুলোকে,	অডিওগুলোকে,	
cocaine,	কোকেইন,	কোকেইন,	
koruna,	কোরুনা,	করুণা,	
aairish,	আই়িরিস,	আইরিস,	
safiin,	সাফিন,	সাফিন,	
madhuri,	মধুরি,	মাধুরী,	
sampadon,	সম্পাদন,	সম্পাদন,	
sheets,	সিটস,	শীটস,	
dolu,	দললু,	ডলু,	
smarok,	স্মারক,	স্মারক,	
baibosthaar,	বৈযবস্থায়ার,	ব্যবস্থার,	
kings,	কিংস,	কিংস,	
aagera,	আগেরা,	আগোরা,	
dewaben,	দেওয়াবেন,	দেওয়াবেন,	
agomonke,	আগমনকে,	আগমনকে,	
ghoomachhe,	ঘৌমাচে,	ঘুমাচ্ছে,	
bojiye,	বজিয়ে,	বজিয়ে,	
kiuti,	কুটি,	কিউটি,	
bee,	বিই,	বি,	
creshcent,	ক্রেচসেন্ট,	ক্রিসেন্ট,	
jhimochchilo,	ঝিমোচ্ছিল,	ঝিমোচ্ছিলো,	
gyandaas,	জ্ঞানদাস,	জ্ঞানদাস,	
carlosh,	কার্লোশ,	কার্লোস,	
pracharanamulak,	প্রচারণামূলক,	প্রচারণামূলক,	
licencedhari,	লাইসেন্সাধিরী,	লাইসেন্সধারী,	
bongsho,	বংশ,	বংশ,	
bidhirnityang,	বিধির্নিত্বাাং,	বিধির্নিত্যং,	
mimgulor,	মিমগুলোর,	মিমগুলোর,	
kloud,	ক্লাউড,	ক্লাউড,	
graambaashio,	গ্রামবাশীও,	গ্রামবাসীও,	
anusvara,	অনুস্বর,	অনুস্বার,	
rajashri,	রাজশ্রী,	রাজশ্রী,	
mujuru,	মুজুরু,	মুজুরু,	
dakticket,	ডাক্তিকট,	ডাকটিকিট,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
ghumachchila,	ঘুমাচ্ছিলা,	ঘুমাচ্ছিল,	
kada,	কাদ,	কোডা,	
dola,	দোলা,	দলা,	
daaktikite,	ডাকটিকিতে,	ডাকটিকিটে,	
cinematographar,	সিনেমাটোগ্রাফর,	সিনেমাটোগ্রাফার,	
mandope,	মাণদোপে,	মন্ডপে,	
sector,	সেক্টর,	সেক্টর,	
neshnos,	নেশননস,	নেশনস,	
sqolastiq,	স্কোলাস্তিক,	স্কলাস্টিক,	
chokrantosoho,	চক্রান্তসহ,	চক্রান্তসহ,	
naper,	নাপের,	ন্যাপের,	
chitronattakar,	চিত্রনাট্টাকার,	চিত্রনাট্যকার,	
vugorvey,	ভাগরভে,	ভূগর্ভে,	
qlauda,	ক্লাউড,	ক্লাউড,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
sangasthagulo,	সংস্থগুলো,	সংস্থাগুলো,	
roopdan,	রূপদান,	রুপদান,	
narishwar,	নারীশ্বর,	নারীশ্বরের,	
chemjong,	চেমজং,	চেমজং,	
prottokkhovabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
ekla,	একলা,	একলা,	
bbiseshyer,	ব্বিসেশ্যের,	বিশেষ্যের,	
shringgo,	শ্রিংগো,	শৃঙ্গ,	
lagto,	লাগটো,	লাগতো,	
comoros,	কমোরোস,	কোমোরোস,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
vobobibhuti,	ভববিভূতি,	ভববিভূতি,	
dei,	দেই,	দিই,	
priseflex,	প্রিফেক্সেল্স,	প্রাইজফ্লেক্স,	
nobotom,	নবতম,	নবতম,	
pichte,	পিচতে,	পিছতে,	
grambaasi,	গ্রামবাসী,	গ্রামবাসী,	
chouhate,	চৌহাটে,	চৌহাটে,	
hamburgey,	হামবুর্জে,	হামবুর্গে,	
daayitto,	দায়িত্ব,	দায়িত্ব,	
gabhaaskar,	গাভাস্কার,	গাভাস্কার,	
bunot,	বুনো,	বুনট,	
naazee,	নাজী,	নাত্সি,	
sanaktakaran,	সনক্তকরণ,	সনাক্তকরণ,	
difinishion,	ডিফিশনশন,	ডেফিনেশন,	
toufik,	তৌফিক,	তৌফিক,	
niharkantibabu,	নীহারকান্তিবাবু,	নিহারকান্তিবাবু,	
chaudhuriyo,	চৌধুরিয়,	চৌধুরীও,	
siqh,	সিখ,	শিখ,	
mumtajer,	মুমতাজের,	মুমতাজের,	
karlei,	কারলেই,	করলেই,	
pharanyeta,	ফররনেত্তা,	ফরম্যাট,	
neshnosh,	নেশনোস,	নেশনস,	
rohinibabu,	রোহিনীবাবু,	রোহিনীবাবু,	
nirmolotaa,	নির্মলতা,	নির্মলতা,	
sollallhu,	সোল্লালুহু,	সল্লাল্লাহু,	
melbourner,	মেলবোর্নের,	মেলবোর্নের,	
ajijer,	অজিজের,	আজিজের,	
itostatah,	ইতস্তাতাহ,	ইতস্ততঃ,	
chalachchitro,	চালাচ্চিত্র,	চলচ্চিত্র,	
gaddaafee,	গড়দাফি,	গাদ্দাফী,	
basturoi,	বাস্তুরই,	বস্তুরই,	
chhon,	ছন,	ছোঁ,	
shoodhooi,	সূধই,	শুধুই,	
akkaas,	আক্কাস,	আককাস,	
everestey,	এভারেস্টে,	এভারেস্টে,	
beekaargrasta,	বীকার্গরস্ত,	বিকারগ্রস্ত,	
machhti,	মাছটি,	মাছটি,	
neutrinoo,	নিউট্রিনিও,	নিউট্রিনো,	
shikshakbrinda,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
jeten,	জেতেন,	জেতেন,	
innahu,	ইন্নাহু,	ইন্নাহু,	
qyantana,	ক্যান্তনা,	ক্যান্টন,	
antennal,	আনযান্েনাল,	অ্যান্টেনাল,	
bhyatikaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
mailkhanek,	মাইলখানেক,	মাইলখানেক,	
rinattak,	ঋণত্তক,	ঋনাত্মক,	
mumtaz,	মুমতাজ,	মুমতাজ,	
raghubar,	রঘুবার,	রঘুবীর,	
gorjon,	গর্জন,	গর্জন,	
shaahaabiike,	সাহাবাইকে,	সাহাবীকে,	
komanera,	কমানেরা,	কমানেরা,	
tigmanshu,	তিগমানশু,	তিগমংশু,	
atibiplabi,	অতিবিপ্লবী,	অতিবিপ্লবি,	
rashider,	রাশিদের,	রশিদের,	
birmuktijoddhagan,	বির্মুক্তিযোদ্ধং,	বীরমুক্তিযোদ্ধাগণ,	
hisaber,	হিসাবের,	হিসাবের,	
ghotol,	ঘটল,	ঘটল,	
champa,	চম্পা,	চাঁপা,	
brekthrough,	ব্রেক্ঠরুঘ,	ব্রেকথ্রু,	
wodka,	ওয়াডকা,	ভদকা,	
janagononar,	জনগোননার,	জনগণনার,	
samajik,	সমাজিক,	সামাজিক,	
sheshdinti,	শেষদিনটি,	শেষদিনটি,	
esprito,	এস্পৃত,	এস্পিরিটো,	
purushika,	পুরুষিকা,	পুরুষিকা,	
basaake,	বাসাকে,	বাসাকে,	
sorsa,	সোর্সা,	সোর্স,	
drishi,	দৃষি,	দৃশ্যই,	
thyachara,	থ্যাচারা,	থ্যাচার,	
cholchhee,	চলছি,	চলছে,	
nirgamon,	নির্গমন,	নির্গমন,	
tokee,	টকি,	তকি,	
dala,	দালা,	দলা,	
parswer,	পারস্বের,	পার্শ্বের,	
gudamjat,	গুদামজাত,	গুদামজাত,	
sthitiko,	স্থিতিকও,	স্থিতিকো,	
kanthar,	কাঁ্ঠার,	কাঁথার,	
dharmiyabhabei,	ধর্মীয়ভাবেই,	ধর্মীয়ভাবেই,	
jeebanjapon,	জীবনজ্নপ,	জীবনযাপন,	
soource,	সুমার,	সোর্স,	
aprasangikbhabei,	অপ্রসঙ্গিকভাবেই,	অপ্রাসঙ্গিকভাবেই,	
shatodha,	শতোধা,	শতধা,	
bage,	বাগে,	বাগে,	
inafarameshana,	ইনাফারেশন,	ইনফরমেশন,	
elakatay,	এলাকাটা,	এলাকাতে,	
sip,	সিপ,	শিপ,	
chirkoot,	চিরকুট,	চিরকুট,	
santoshpore,	সন্তোশপরে,	সন্তোষপুর,	
niurolaji,	নিউলোজা,	নিউরোলজি,	
shhikara,	শিকারা,	শিকার,	
hock,	হক,	হুক,	
hadisti,	হাদিস্তি,	হাদিসটি,	
nazranar,	নাজরানার,	নাজরানার,	
phuda,	ফুড়া,	ফুড,	
saarbhaarti,	সারভার্তি,	সার্ভারটি,	
cena,	সিনা,	সিনা,	
cbi,	সিবিআই,	সিবিআই,	
aalkaatra,	আলকাত্র,	আলকাতরা,	
niropekkho,	নিরপেক্ষ,	নিরপেক্ষ,	
ajibon,	আজিবন,	আজীবন,	
kinsha,	কিন্স,	কিংস,	
pyor,	পিওয়ার,	পিওর,	
eshtonia,	এস্টোনিয়া,	এস্তোনিয়া,	
atwobishvashi,	আত্ববিশ্বাষী,	আত্মবিশ্বাসী,	
shardotsobei,	শার্দোৎসবেই,	শারদোৎসবেই,	
sinakey,	সিনাকে,	সিনাকে,	
ashiatic,	আসিয়াটিক,	এশিয়াটিক,	
municipal,	মুনিসিপাল,	মিউনিসিপ্যাল,	
perri,	পেরি,	পেরি,	
raiji,	রাইজি,	রাইজি,	
naazi,	নাজী,	নাত্সি,	
akhandota,	আখণ্ডতা,	অখণ্ডতা,	
peengna,	পেনং,	পিংনা,	
karmoi,	কারময়,	কর্মই,	
miraclee,	মিরাকলি,	মিরাকেল,	
fising,	ফিসিং,	ফিসিং,	
si,	সি,	এসআই,	
nirbahe,	নিরবাহে,	নির্বাহে,	
dushtogone,	দুস্টগণে,	দুষ্টগণে,	
bujhtepari,	বুঝতেপারী,	বুঝতেপারি,	
kareer,	কারীর,	কারীর,	
ghamtaa,	ঘামটা,	ঘোমটা,	
footballerra,	ফুটবলাররা,	ফুটবলাররা,	
upbrazillian,	উপ্রব্জিলিয়ান,	আপব্রাজিলিয়ান,	
maaktoome,	মাক্তুমে,	মাকতুম,	
noteti,	নোটেটি,	নোটটি,	
nathivukteer,	নথিভুক্তির,	নথিভুক্তির,	
addhattikotar,	আদ্ধাত্তিকতার,	আধ্যাত্মিকতার,	
sofie,	সোফি,	সোফি,	
ssahocorze,	শাইকরর্জে,	সাহচর্যে,	
proboleme,	প্রবলেমে,	প্রবলেমে,	
krema,	ক্রেমা,	ক্রাইম,	
proshikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
kamti,	কামটি,	কমতি,	
masto,	মাস্টো,	মাস্ত,	
punosthaner,	পুনস্থানের,	পুনঃস্থানের,	
dorgaaho,	দরগাহো,	দরগাহ,	
judge,	জুডগে,	জাজ,	
palta,	পাল্টা,	পালটা,	
sohokari,	সহকারী,	সহকারী,	
ekoirokom,	একরকম,	একইরকম,	
buddhitii,	বুদ্ধিটিই,	বুদ্ধিটিই,	
osthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
phormat,	ফরমমাত,	ফরম্যাট,	
protijogii,	প্রতিযোগী,	প্রতিযোগী,	
kosambir,	কোসাম্বীর,	কোসাম্বীর,	
patininda,	পািনিন্দ,	পতিনিন্দ,	
ooipoka,	ঐপপকা,	উইপোকা,	
soinyo,	সৈন্য,	সৈন্য,	
bhageri,	ভাগেরী,	ভাগেরই,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
proo,	প্রুও,	প্রো,	
buth,	বুথ,	বুথ,	
shishupalgarh,	শিশুপলগরছ,	শিশুপালগড়ে,	
rakkhanvag,	রক্ষণভঙ্গ,	রক্ষণভাগ,	
meridiane,	মেরিডিয়ানে,	মেরিডিয়ানে,	
evereste,	এভারেস্তে,	এভারেস্টে,	
geographics,	জিওগ্রাফিক্স,	জিওগ্রাফিকস,	
jonoshongjog,	জনসঙ্গ,	জনসংযোগ,	
piulir,	পিলির,	পিউলির,	
