pragreesa,	প্রোগ্রীসা,	প্রগ্রেস,	
jetam,	জেতাম,	যেতাম,	
protijogiider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
harbare,	হারবারে,	হারবারে,	
dobhara,	দোভারা,	ডোভার,	
purohitra,	পুরোহিত্র,	পুরোহিতরা,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
arifin,	আরিফিন,	আরিফিন,	
oncolsoho,	অন্কোলসহ,	অঞ্চলসহ,	
chaiten,	চাইতেন,	চাইতেন,	
pyore,	প্যোরের,	পিওর,	
sazanor,	সাজানোর,	সাজানোর,	
nehle,	নেহলে,	নেহলে,	
konruup,	কন্রূপ,	কোনরূপ,	
swairacharibirodhi,	স্বৈরাৈিবিরোধী,	স্বৈরাচারীবিরোধী,	
ramantic,	র্যামান্টিক,	রোমান্টিক,	
bangobandhu,	বঙ্গবন্ধু,	বঙ্গবন্ধু,	
vabnakey,	ভাবনাকে,	ভাবনাকে,	
abhidhaaneeck,	অিিধায়ান্ক,	অভিধানিক,	
farid,	ফরিদ,	ফরিদ,	
khitkar,	খিতকার,	ক্ষিতকর,	
pyatarne,	প্যাটার্নে,	প্যাটার্নে,	
mile,	মিলে,	মিলে,	
probhur,	প্রভুর,	প্রভুর,	
bufer,	বুফার,	বাফার,	
sthapona,	স্থাপনা,	স্থাপনা,	
enamela,	এনামেলা,	এনামেল,	
suiza,	সুইজা,	সুইজা,	
rasunkunchi,	রসুুনকুঞ্চি,	রসুনকুঁচি,	
yak,	যকক,	ইয়াক,	
osomorthito,	অসমর্থিত,	অসমর্থিত,	
raiji,	রাইজি,	রাইজি,	
kusumeshu,	কুসেমেষু,	কুসুমেষু,	
scuvi,	স্কুভি,	স্কুভি,	
tyapa,	ট্যাপ,	ট্যাপ,	
superheroo,	সুপারহেরও,	সুপারহিরো,	
vangley,	ভাং্লে,	ভাঙলে,	
ji,	জি,	জি,	
existing,	এক্সিস্টিং,	এক্সিসটিং,	
bbiswash,	বিব্বিশ্বাস,	বিশ্বাস,	
soketgulor,	সোকেটগুলোর,	সকেটগুলোর,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
goshthiti,	গোষটিটি,	গোষ্ঠীটি,	
jibonnogor,	জীবন্যগর,	জীবননগর,	
plate,	প্লেইট,	প্লেটে,	
kakhnoba,	কাখনবা,	কখনওবা,	
sedikei,	সেদিকেই,	সেদিকেই,	
roktokhoron,	রক্তখরণ,	রক্তক্ষরণের,	
dushtogone,	দুষ্টগণে,	দুষ্টগণে,	
paolasthi,	পাওলাস্থি,	পাওলাসথি,	
standards,	স্ট্যান্ডারডস,	স্টান্ডার্ডস,	
nadnadeer,	নদনাদীর,	নদনদীর,	
amanisha,	আমানিশা,	অমানিশা,	
rodney,	রডনি,	রেডনি,	
abosan,	অবসান,	অবসান,	
maailey,	মাইলে,	মাইলে,	
licensedhari,	লাইসেন্সারি,	লাইসেন্সধারী,	
soommita,	সুমিতা,	সুমিতা,	
euqalyptus,	ইউক্যাললিউটাস,	ইউক্যালিপ্টাস,	
chhootochhuti,	ছুওছুটি,	ছুটোছুটি,	
aprasangikbhabei,	অপ্রাসংগীকভাবেই,	অপ্রাসঙ্গিকভাবেই,	
neelfamarir,	নীলফামারীর,	নীলফামারীর,	
batom,	বাতোম,	বাটম,	
aasar,	আসার,	আসর,	
gej,	গেজ,	গেজ,	
nichols,	নিকোলস,	নিকলস,	
shekarmani,	শেকারমানি,	শেকরমানি,	
cholochchitrake,	চলচ্চিত্রাকে,	চলচ্চিত্রকে,	
mishal,	মিশাল,	মিশাল,	
brittakar,	বৃত্তককার,	বৃত্তাকার,	
foxer,	ফক্সার,	ফক্সের,	
sampadon,	সম্পাদন,	সম্পাদন,	
karlei,	কারলেই,	করলেই,	
maley,	মেলি,	মালে,	
daaradaa,	দররাড়া,	দারদা,	
shikhbe,	শিখবে,	শিখবে,	
oswastikor,	অস্বাস্তিকোর,	অস্বস্তিকর,	
choudhurike,	চৌধুরীকে,	চৌধুরীকে,	
beekaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
charger,	চার্জার,	চার্জার,	
modelkey,	মডেলকে,	মডেলকে,	
machhti,	মাছটি,	মাছটি,	
chhutochhooti,	ছুটোছুটি,	ছুটোছুটি,	
bibecchyo,	বিবেচ্ছ,	বিবেচ্য,	
bhoolapuka,	ভূলাপুকা,	ভোলাপুক,	
haris,	হারিস,	হ্যারিস,	
chitronattakar,	চিত্রনাত্যকার,	চিত্রনাট্যকার,	
dip,	ডিপ,	দীপ,	
prithibir,	পৃথিবীর,	পৃথবীর,	
kirti,	কীরটি,	কীর্তি,	
manab,	মানাব,	মানব,	
harris,	হ্যারিস,	হ্যারিস,	
bhromoner,	ভ্রমনের,	ভ্রমণের,	
greep,	গ্রীপ,	গ্রিপ,	
sayanaida,	সায়ানাইদ,	সায়ানাইড,	
obdee,	অব্দী,	অব্দি,	
segular,	সেগুলার,	সেগুলোর,	
chalochchitrogulor,	চালচ্্তিরগুলোর,	চলচ্চিত্রগুলোর,	
nariider,	নারীদের,	নারীদের,	
puroheetder,	পুরোহীতদের,	পুরোহিতদের,	
ekatitto,	একাতিত্ব,	একাতিত্ব,	
anisa,	আনিসা,	আনিস,	
avidur,	আভিদুর,	আভিদুর,	
dwijenbabuder,	দ্বিজেনবাবুদের,	দ্বিজেনবাবুদের,	
mandope,	মাণ্ডপে,	মন্ডপে,	
qaferderkey,	কাফেরদেরকে,	কাফেরদেরকে,	
showtey,	শতে,	শোতে,	
prakalpagulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
sangbadmadhyamgulote,	সংবাদমাধ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
safiin,	সাফিন,	সাফিন,	
nothibhukteer,	নথিভুক্তির,	নথিভুক্তির,	
shapad,	শাপাদ,	শ্বাপদ,	
kantajir,	কন্তাজির,	কান্তজির,	
jocqey,	জকে,	জকি,	
swadesh,	স্বদেশ,	স্বদেশ,	
basturoi,	বস্তুরই,	বস্তুরই,	
akai,	আকাই,	একাই,	
dishani,	দিশানী,	দিশানি,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
mukhomandal,	মুখোমণ্ডল,	মুখমণ্ডল,	
saatzoner,	সাতজনের,	সাতজনের,	
shudden,	শুদ্দেন,	সাডেন,	
jommu,	জমম্,	জম্মু,	
everage,	এভারেজ,	এভারেজ,	
abhidhaner,	অভিধানের,	অভিধানের,	
joubanbatee,	যৌবনববতী,	যৌবনবতী,	
ddheela,	ঢিলা,	ঢিলা,	
hunine,	হুনিনে,	হুনাইন,	
gondhe,	গন্ধে,	গন্ধে,	
eduardo,	এডুরিয়ার্ডো,	এডুয়ার্দো,	
shiulijhra,	শিলুলঝরা,	শিউলিঝরা,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
buddhitii,	বুদ্ধিটিই,	বুদ্ধিটিই,	
aniyantrita,	অনিয়ন্ত্রীত,	অনিয়ন্ত্রিত,	
madraser,	মাদ্রাসের,	মাদ্রাজের,	
residence,	রেসিডেন্সে,	রেসিডেন্স,	
daqop,	ডাকোপ,	দাকোপ,	
munot,	মুনোট,	মুনোট,	
biphal,	বিফাল,	বিফল,	
melbourner,	মেলবোর্নের,	মেলবোর্নের,	
brake,	ব্রেকে,	ব্রেক,	
pratisthanik,	প্রতিস্থানিক,	প্রাতিষ্ঠানিক,	
tennys,	টেনিস,	টেনিস,	
veenish,	ভিনিস,	ভেনিস,	
harza,	হারজা,	হার্জ,	
bojhaao,	বোঝাও,	বোঝাও,	
emargency,	ইমারজেন্সি,	এমার্জেন্সি,	
sharifpur,	শরিফপুরের,	শরিফপুর,	
krush,	ক্রুশ,	ক্রুশ,	
mast,	মাস্ট,	মাস্ত,	
senabahineeow,	সেনাবাহিন্য,	সেনাবাহিনীও,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
vaphara,	ভাফারা,	বাফার,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
hijri,	হিজরি,	হিজরী,	
pisach,	পিসাচ,	পিশাচ,	
chhadite,	ছাড়িতে,	ছড়িতে,	
ghatla,	ঘাটলা,	ঘটল,	
senabahinio,	সেনাবাহিনীও,	সেনাবাহিনীও,	
mukhya,	মুখ্যা,	মুখ্য,	
mithener,	মিথেনের,	মিথেনের,	
billaho,	বিল্লাহ,	বিল্লাহ,	
edipass,	ইডিপাস,	ইডিপাস,	
toufiq,	তৌফিক,	তৌফিক,	
breakthrough,	ব্রেকটটরুঘ,	ব্রেকথ্রু,	
rajtantrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
kkhur,	ক্ষুর,	ক্ষুর,	
neerbahi,	নিরবাহী,	নির্বাহি,	
bisnoo,	বিস্নু,	বিষ্ণু,	
stonehenje,	স্টনহেহেঞ্জে,	স্টোনহেঞ্জ,	
bahjya,	বাহজ্যা,	বাহ্য,	
mercial,	মার্সিয়াল,	মার্শিয়াল,	
female,	ফেমালে,	ফিমেল,	
biplobi,	বিপ্লবী,	বিপ্লবী,	
bbiswasho,	বিবিব্শাসহ,	বিশ্বাসও,	
itostatah,	ইতোস্তাতাহ,	ইতস্ততঃ,	
oshtader,	ওষ্টাদের,	ওস্তাদের,	
badaghat,	বাদাঘাট,	বাদাঘাট,	
karam,	কারাম,	কেরাম,	
zoojyota,	যুজ্যতা,	যোজ্যতা,	
oncholshomuh,	অন্চলসমূহ,	অঞ্চলসমূহ,	
muradke,	মুরাদকে,	মুরাদকে,	
ajibooner,	অজিবুনের,	আজীবনের,	
cheess,	চিইএস,	চেস,	
blacq,	ব্ল্যাক,	ব্ল্যাক,	
turky,	টার্কি,	তুর্কি,	
graambaasheeo,	গ্রামবাসীও,	গ্রামবাসীও,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
anchalsaho,	অঞ্চলসহ,	অঞ্চলসহ,	
chaka,	চাকা,	চাকা,	
laga,	ল্যাগা,	লগ,	
sumeeta,	সুমিতা,	সুমিতা,	
jitpur,	জিতপুর,	জিতপুরের,	
gonesher,	গনেশের,	গণেশের,	
helloin,	হেললয়ন,	হ্যালোইন,	
joki,	জকি,	জকি,	
tukrowti,	তুকরৌটি,	টুকরোটি,	
parikha,	পারিখা,	পরিখার,	
bhumija,	ভূমিজা,	ভূমিজ,	
geographics,	জিওগ্রাফিকস,	জিওগ্রাফিকস,	
khelaphate,	খেলাফাতে,	খেলাফতে,	
patengar,	পাতেঙ্গার,	পতেঙ্গার,	
daebug,	ডাবেগ,	ডিবাগ,	
atak,	আতাক,	আটক,	
ponchaashjon,	পঞ্চাশযন,	পঞ্চাশজন,	
mitrata,	মিত্রটা,	মিত্রতা,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
padee,	পাদে,	পাড়ে,	
utkhaat,	উৎকাাা,	উত্খাত,	
sossar,	সোসার,	সকার,	
sangkalanti,	সংকলনটি,	সংকলনটি,	
lyataa,	ল্যাট,	ল্যাটা,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
quary,	কোর্যি,	কোয়েরি,	
parswer,	পার্সব্যের,	পার্শ্বের,	
chandrima,	চন্দ্রিমা,	চন্দ্রিমা,	
baarnis,	বার্নিস,	বার্নিশ,	
tolemyr,	টলেমির,	টলেমির,	
tokee,	টোকি,	তকি,	
andon,	অ্যান্ডন,	আন্দোন,	
elakatike,	এলাকাটিকে,	এলাকাটিকে,	
phox,	ফক্স,	ফক্স,	
neelkamal,	নীলকামাল,	নীলকমল,	
accountdharira,	অকান্তুধরীরা,	একাউন্টধারীরা,	
fastag,	ফাস্তাগ,	ফ্যাসট্যাগ,	
tomader,	তোমাদের,	তোমাদের,	
hitaishi,	হিটাইসি,	হিতৈষী,	
bondiira,	বন্ডিরা,	বন্দীরা,	
tateo,	তাতেও,	তাতেও,	
hosne,	হোসনে,	হোসনে,	
prasadhani,	প্রসাধনী,	প্রসাধনী,	
anutpadanshil,	অনুতপদনশীল,	অনুৎপাদনশীল,	
