cholochchitrai,	চলচ্চিত্রায়,	চলচ্চিত্রই,	
oxfordey,	অক্সফোর্ডে,	অক্সফোর্ডে,	
dumaa,	ডুমা,	দুমা,	
chhuti,	ছুটি,	ছুটি,	
shiqara,	শিকারা,	শিকার,	
cheef,	চেফ,	শেফ,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
dwipke,	দ্বীপকে,	দ্বীপকে,	
bibecchyo,	বিবেচ্ছ,	বিবেচ্য,	
kaansaat,	কানসাত,	কানসাট,	
louhojato,	লৌহযাত,	লৌহজাত,	
drissogulote,	দৃষ্ণগুলোতে,	দৃশ্যগুলোতে,	
qlauda,	ক্লাউদা,	ক্লাউড,	
rajshri,	রাজশ্রী,	রাজশ্রী,	
bhenkates,	ভেঙ্কটেস,	ভেঙ্কটেশ,	
attacharito,	অট্টাচারিত,	অত্যাচারিত,	
ancholsomuho,	আঞ্চসলমূহ,	অঞ্চলসমূহ,	
mag,	মাগ,	এমএজি,	
tukrowti,	টুকরোটটি,	টুকরোটি,	
binakar,	বিনাকার,	বিনাকার,	
niemond,	নাইমন্ড,	নিমন্ড,	
khelaphate,	খেলাফাতে,	খেলাফতে,	
pyaleshtainer,	প্যালেশন্টাইর,	প্যালেস্টাইনের,	
veenis,	ভেনিস,	ভেনিস,	
matis,	মাতিস,	ম্যাটিস,	
societykey,	সোজিটেইকে,	সোসাইটিকে,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
amudey,	আমুদে,	আমুদে,	
antennal,	আন্তেননাল,	অ্যান্টেনাল,	
lendol,	লেন্ডল,	লেন্ডল,	
codeti,	কোডেটি,	কোডটি,	
shikkhadikkhay,	শিক্ষাদিক্ষায়,	শিক্ষাদিক্ষায়,	
patishapta,	পাটিশাপ্ত,	পাটিসাপটা,	
hool,	হুল,	হুল,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
sookumari,	ওুকুমারী,	সুকুমারী,	
lutharen,	লুথারেন,	লুথেরান,	
seekkhaou,	শিক্ষাওু,	শিক্ষাও,	
ashok,	অশোক,	আশোক,	
edmiral,	এদমিরাল,	এডমিরাল,	
dhormokorme,	ধর্মকর্মে,	ধর্মকর্মে,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
kazianis,	কাজিয়ানীস,	কাজানিস,	
hosto,	হস্ত,	হস্ত,	
taunship,	টাউনশিপ,	টাউনশিপ,	
nagorikke,	নাগরিককে,	নাগরিককে,	
masjidke,	মাসজিদকে,	মসজিদকে,	
hooq,	হুক,	হুক,	
thailandshoho,	থাইলান্দসহ,	থাইল্যান্ডসহ,	
landing,	ল্যান্ডিং,	ল্যান্ডিং,	
atmobonchito,	আত্মবঞ্চিত,	আত্মবঞ্চিত,	
basakey,	বাসাকে,	বাসাকে,	
ovarview,	ওভারভিউ,	ওভারভিউ,	
alaul,	আলাউল,	আলাওল,	
ajeem,	অ্যাজিম,	আজিম,	
samajeek,	সমজিক,	সামাজিক,	
reshmirekha,	রেশমিরেখা,	রেশমীরেখা,	
elaakate,	এলাকাতে,	এলাকাতে,	
avinetar,	অভিনেতার,	অভিনেতার,	
songasthaner,	সংস্থানের,	সংস্থানের,	
talaa,	তালা,	তালা,	
greenald,	গ্রিনল্ড,	গ্রিনল্ড,	
shasyadi,	শস্যাদি,	শস্যাদি,	
debeting,	ডেবেটিং,	ডিবেটিং,	
dakope,	ডাকোপ,	দাকোপ,	
horas,	হোরাস,	হোরাস,	
laatimer,	লাটিমের,	লাটিমের,	
anisa,	আনিসা,	আনিস,	
sukumaree,	সুকুমারী,	সুকুমারী,	
mumtaz,	মুমতাজ,	মুমতাজ,	
govindarajan,	গোবিন্দরাজন,	গোবিন্দরাজন,	
harja,	হারজা,	হার্জ,	
talgachh,	তালগাছ,	তালগাছ,	
serveray,	সার্ভারে,	সার্ভারে,	
kaalaam,	কালাম,	কালাম,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
chhootochhuti,	ছটটচুটি,	ছুটোছুটি,	
durtomo,	দুর্তম,	দূরতম,	
bipajjanak,	বিপাজনজক,	বিপজ্জনক,	
sikarder,	সিকারদের,	শিকারদের,	
dooburir,	দবুরির,	ডুবুরির,	
medilek,	মেডিলেক,	মেডিলেক,	
marathi,	মারাথি,	মরাঠি,	
jubokti,	যুবক্তি,	যুবকটি,	
mulbhitti,	মূলভিট্টি,	মূলভিত্তি,	
rabo,	রাবো,	রব,	
dolphiny,	ডলফিনি,	ডলফিনি,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
furio,	ফুরিও,	ফুরিও,	
santoshpore,	সন্তোষপরে,	সন্তোষপুর,	
flirt,	ফ্লার্ট,	ফ্লার্ট,	
dankaan,	দানকান,	ডানকান,	
bhejaano,	ভেজানও,	ভেজানো,	
aprasangikbhabei,	অপ্রসংগীদভাবেই,	অপ্রাসঙ্গিকভাবেই,	
expreshshion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
asantosh,	অসন্তোষ,	অসন্তোষ,	
robot,	রোবট,	রোবোট,	
augustine,	অগাস্টিন,	অগাস্টিন,	
cheentaikaree,	চিন্তইকারী,	ছিনতাইকারী,	
pyetarna,	প্তেরাণ,	প্যাটার্ন,	
sadbi,	সাদবি,	সাধ্বী,	
ekekrokom,	একেককোম,	একেকরকম,	
bowie,	বোয়ে,	বওই,	
rajotta,	রাজত্বা,	রাজত্ব,	
treend,	ট্রিন্ড,	ট্রেন্ড,	
sector,	সেক্টর,	সেক্টর,	
saptahokal,	সপ্তাখোলা,	সপ্তাহকাল,	
ashankai,	অশঙ্কাই,	আশঙ্কাই,	
dinara,	দিনারা,	ডিনার,	
laishensha,	লৈশেন্স,	লাইসেন্স,	
ashanka,	আশাঙ্কা,	আশংকা,	
ekbakye,	একবাক্্,	একবাক্যে,	
amittrakkhor,	অমিত্যাক্ষর,	অমিত্রাক্ষর,	
vabnakey,	ভাবনাকে,	ভাবনাকে,	
bane,	ব্যান,	বনে,	
kalenga,	কালেঙ্গা,	কালেঙ্গা,	
laaisheesh,	লইশীস,	লাইসেন্স,	
songkulan,	সংকুল্ন,	সংকুলান,	
shite,	সিটে,	শীতে,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
swarther,	স্বর্থের,	স্বার্থের,	
jitpur,	জিতপুর,	জিতপুরের,	
rinattak,	ঋণতাত্মক,	ঋনাত্মক,	
beam,	বিএইএম,	বিম,	
roktokhoron,	রক্তকরষণ,	রক্তক্ষরণের,	
mekong,	মেকং,	মেকং,	
nirvachaker,	নির্ভাচকের,	নির্বাচকের,	
segular,	সেগুলার,	সেগুলোর,	
bojhey,	বঝেয়,	বোঝে,	
farna,	ফারান,	ফার্ন,	
raia,	রাইয়া,	রায়,	
azimpur,	আজিমপুর,	আজিমপুর,	
superheroo,	সুপারহিরুও,	সুপারহিরো,	
jinsa,	জিনসা,	জিন্স,	
aarik,	আরিক,	আরিক,	
prithibir,	পৃথিবীর,	পৃথবীর,	
nodiiteyi,	নদীতেয়ে,	নদীতেই,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
distibutor,	ডিস্টিবুটর,	ডিস্টিবিউটারের,	
monzushree,	মন্জুষ্রী,	মঞ্জুশ্রী,	
sonaicha,	সোনাইচা,	সোনাইচা,	
deciliter,	ডেসিলিটার,	ডেসিলিটার,	
grambaasheeo,	গ্রামবাশিও,	গ্রামবাসীও,	
blacq,	ব্ল্যাক,	ব্ল্যাক,	
erokomer,	এরকমের,	এরকমের,	
attorkite,	আট্রটটিতে,	অতর্কিতে,	
buth,	বুথ,	বুথ,	
choson,	চোসন,	চোষণ,	
shoreefer,	শরীফের,	শরিফের,	
alaol,	আলাউল,	আলাওল,	
meloonborroner,	মেলনবর্ণনের,	মেলবোর্নের,	
byboshthar,	বিশ্বথ্রার,	ব্যাবস্থার,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
fishing,	ফিশিং,	ফিসিং,	
muradke,	মুরাদকে,	মুরাদকে,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
ghoomachhe,	ঘুমাচেছে,	ঘুমাচ্ছে,	
bondiira,	বন্দিয়ারা,	বন্দীরা,	
nabatarange,	নবতরঙ্গে,	নবতরঙ্গে,	
bujhtepari,	বুঝতেপারী,	বুঝতেপারি,	
alpakichudin,	আল্পকিলুধীন,	অল্পকিছুদিন,	
suparharo,	সুপাহারোর,	সুপারহিরো,	
cuti,	কুতী,	কিউটি,	
akkhunno,	অক্ষুন্ন,	অক্ষুণ্ণ,	
monjooshree,	মঞ্জুষ্বী,	মঞ্জুশ্রী,	
amor,	অমর,	আমর,	
pinglateo,	পিংলাতেও,	পিংলাতেও,	
asovyo,	আসভ্য,	অসভ্য,	
pathanirdeshona,	পাঠানির্ধেশনা,	পথনির্দেশনা,	
swadhinotatukui,	স্বাধীনতাটুকুই,	স্বাধীনতাটুকুই,	
uddhritto,	উদ্ধৃত্ব,	উদ্ধৃত,	
shommoteer,	সম্মতির,	সম্মতির,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
mahasava,	মহাসাভা,	মহাসভা,	
chaalkee,	চালক,	চালকে,	
muhurtati,	মুহূর্তটি,	মুহুর্তটি,	
croak,	ক্রোক,	ক্রোক,	
ul,	উউ,	উল,	
uporitaley,	উপরিতালে,	উপরিতলে,	
mohit,	মোহিত,	মুহিত,	
oichchheek,	ঐচ্ছিক,	ঐচ্ছিক,	
superheiroo,	সুপারহিউরও,	সুপারহিরো,	
emargency,	এমারজেন্সি,	এমার্জেন্সি,	
phaltu,	ফালতু,	ফালতু,	
naazee,	নাজি,	নাত্সি,	
rohasyer,	রহস্যের,	রহস্যের,	
alkatra,	অলকাত্র,	আলকাতরা,	
shaater,	সাটের,	শ্যুটার,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
konroop,	কন্রপ,	কোনরূপ,	
cholochchitrer,	চলচ্চিত্রের,	চলচ্চিত্রের,	
dekhso,	দেখসো,	দেখসো,	
starker,	স্টার্কের,	স্টার্কের,	
nili,	নীলি,	নিলি,	
blacker,	ব্ল্যাকের,	ব্ল্যাকের,	
palta,	পাল্টা,	পালটা,	
pinogbagke,	পিনোগবাগকে,	পিনগবাগকে,	
sahapathike,	সহপাঠিকে,	সহপাঠীকে,	
silabhara,	সিলাভারা,	সিলভার,	
uposhthit,	উপস্থিত,	উপস্থিত,	
scholars,	স্কলার্স,	স্কলার্স,	
mathews,	ম্যাথেয়,	ম্যাথিউস,	
plusey,	প্লাসে,	প্লাসে,	
aizulke,	আইজুলকে,	আইজুলকে,	
chitlar,	চিতলার,	চিতলার,	
malinga,	মালিঙ্গা,	মালিংগা,	
masjidti,	মাসজিদটি,	মসজিদটি,	
eshtonia,	এস্টনিয়া,	এস্তোনিয়া,	
shardotsobei,	শার্দোৎসবেই,	শারদোৎসবেই,	
licensin,	লাইসেনসিন,	লাইসেন্সিং,	
suiza,	সুইজা,	সুইজা,	
kruser,	ক্রুসের,	ক্রুশের,	
baganoto,	বাগানোত,	বাগানত,	
sooya,	সুয়া,	সোয়া,	
kogake,	কোগাকে,	কোগাকে,	
khoakshir,	খোয়াকশির,	খোয়াক্ষীর,	
mmadhuri,	ম্মাধুরী,	মাধুরী,	
karadando,	কারাদান্দে,	কারাদণ্ড,	
jones,	জোনেস,	জোন্স,	
shhikara,	শিকারা,	শিকার,	
kaalengaa,	কালেঙ্গা,	কালেঙ্গা,	
abheedhanik,	অভিধানিক,	অভিধানিক,	
site,	সিতে,	সিটে,	
aasar,	আসার,	আসর,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
shiropar,	শিরোপার,	শিরোপার,	
nosihote,	নসীহতে,	নসিহতে,	
felto,	ফেল্টো,	ফেলত,	
venice,	ভেনিক,	ভেনিস,	
sqalastiqa,	স্ক্যালস্টিকা,	স্কলাস্টিক,	
tukroti,	টুকরোটি,	টুকরোটি,	
shahoshikatar,	শহশীকতার,	সাহসিকতার,	
ralf,	রালফফ,	রালফ,	
fongli,	ফংলি,	ফংলি,	
awatar,	আওয়াতার,	অবতার,	
registrikrito,	রেজিস্ট্রিৃত,	রেজিস্ট্রীকৃত,	
satarkabhabe,	সতর্কভাবে,	সতর্কভাবে,	
nischoy,	নিশ্চই,	নিশ্চয়,	
prasadhani,	প্রসাধানী,	প্রসাধনী,	
