windows,	উইন্ডোাস,	উইন্ডোস,	
jeshtha,	যেশ্থ,	জ্যেষ্ঠা,	
phormat,	ফরম্যাট,	ফরম্যাট,	
phonekari,	ফোনকেরি,	ফোনকারী,	
sohinsotar,	সোহিনসতার,	সহিংসতার,	
neutrinoo,	নিউট্রিনো,	নিউট্রিনো,	
kiibord,	কিবডর্ড,	কীবোর্ড,	
katui,	কাটুই,	কাতুই,	
oshtader,	ওষ্টাদের,	ওস্তাদের,	
kyatgarite,	ক্যাটগারিতে,	ক্যাটগারিতে,	
manatmulak,	মনন্মুলক,	মানতমূলক,	
lutheerana,	লুথিরান,	লুথেরান,	
gamdan,	গামডান,	গামদান,	
dorgaaho,	দরগাহ,	দরগাহ,	
bahjya,	বাহ্যা,	বাহ্য,	
pancbaar,	পাঁকবার,	পাঁচবার,	
hilser,	হিলসার,	হিলসের,	
meshenjar,	মেশেনজার,	মেসেঞ্জার,	
jerusalema,	জেরুসালেমা,	জেরুসালেম,	
shcholastic,	শ্কোলাস্টিক,	স্কলাস্টিক,	
nirmol,	নির্মল,	নির্মল,	
adhyatmik,	আধ্যাত্মিক,	আধ্যাত্মিক,	
ghamta,	ঘামটা,	ঘোমটা,	
liedtke,	লিডটকে,	লইডটক,	
anhu,	আনহু,	আনহু,	
mercedes,	মার্সেডেস,	মার্সেডেস,	
olympicer,	অলিম্পিকের,	অলিম্পিকের,	
tolemy,	টলেমি,	টলেমির,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
sahapathike,	সহপাঠীকে,	সহপাঠীকে,	
suraaropeeto,	সুরাপরিত,	সুরারোপিত,	
abosan,	অবসান,	অবসান,	
graambashee,	গ্রামবশী,	গ্রামবাসী,	
janmat,	জন্মাত,	জন্মাত,	
mookhomandoler,	মুকোমান্ডলের,	মুখমণ্ডলের,	
jhamala,	ঝামালা,	ঝামালা,	
manober,	মানবের,	মানবের,	
nanabornobishishto,	নানাবর্বিশনশিত,	নানাবর্ণবিশিষ্ট,	
ramzaner,	রামজনের,	রমযানের,	
udbodhani,	উদ্বোধনি,	উদ্বোধনী,	
shhashtra,	শাস্ত্রা,	শাস্ত্র,	
esoosiyetasa,	এসুসিয়েসা,	এসোসিয়েটস,	
jamjomat,	জাম্জাতাত,	জমজমাট,	
orthobochorke,	অর্থবছরকে,	অর্থবছরকে,	
jamarate,	জামারাতে,	জামারাতে,	
hari,	হারি,	হরি,	
attacharito,	অ্যাটাচারিত,	অত্যাচারিত,	
sondhisthaponer,	সন্ধিষ্যাপনের,	সন্ধিস্থাপনের,	
bhoolapuka,	ভুলাপুকা,	ভোলাপুক,	
fastara,	ফস্তারা,	ফস্টার,	
eukalyptus,	ইউক্যাল্ট্টাস,	ইউক্যালিপ্টাস,	
shuri,	শুরী,	সুরি,	
teliha,	তেলিহা,	তেলিহা,	
oitijjha,	ঐতিহ্তা,	ঐতিহ্য,	
sanstha,	সংস্থ,	সংস্থা,	
bbiswasho,	বিবিবশ্ব,	বিশ্বাসও,	
ajibooner,	অজিবুনের,	আজীবনের,	
kisti,	কিস্তি,	কিস্তি,	
footbalarer,	ফুটবলারের,	ফুটবলারের,	
milekhaanek,	মিলেখানেক,	মাইলখানেক,	
udor,	উদর,	উদর,	
scholarsip,	স্কলারসিপ,	স্কলারশিপ,	
rahshahi,	রাহশাহী,	রাহশাহী,	
mohammadi,	মোহাম্মাদি,	মুহাম্মদী,	
saainyo,	সাইন্যো,	সৈন্য,	
bachhaikrito,	বাছাইকৃত,	বাছাইকৃত,	
cholochchitrai,	চলচ্চিত্রাই,	চলচ্চিত্রই,	
bhyatikaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
kutubuddinke,	কুটুবুদ্দিনকে,	কুতুবুদ্দিনকে,	
ghoorchen,	ঘুরছেন,	ঘুরেছেন,	
probhuder,	প্রভুদের,	প্রভুদের,	
dokaangulotey,	দোকানগুলিতেও,	দোকানগুলোতে,	
ghurechen,	ঘুরেছেন,	ঘুরেছেন,	
niurolaji,	নিউরলাজি,	নিউরোলজি,	
nabbata,	নব্বতা,	নাব্যতা,	
olympik,	অলিম্পিক,	অলিম্পিক,	
baasaate,	বসসতে,	বাসাতে,	
hisaber,	হিসাবের,	হিসাবের,	
tiunara,	তিউনার,	টিউনার,	
charger,	চার্গের,	চার্জার,	
ishahak,	ইশাহক,	ইসাহাক,	
bosonte,	বসন্তে,	বসন্তে,	
bade,	বাদে,	বাদে,	
byaboharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
gonesher,	গণেশের,	গণেশের,	
uparzoner,	উপারজনের,	উপার্জনের,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
kormobuddhite,	কর্মবুদ্ধিতে,	কর্মবুদ্ধিতে,	
noiteek,	নৈতিক,	নৈতিক,	
masjidti,	মাসজিতি,	মসজিদটি,	
veniser,	ভেনিসের,	ভেনিসের,	
tukrowti,	টুকরোটি,	টুকরোটি,	
aakaabar,	আকাবার,	আকাবার,	
muhurtati,	মুহুরততি,	মুহুর্তটি,	
shroddhabihin,	শ্রদ্ধাবিহীন,	শ্রদ্ধাবিহীন,	
machkabar,	মাচকাবার,	মাচকাবার,	
weelcomee,	ভিলকমী,	ওয়েলকাম,	
indrakanan,	ইন্দ্রাকনন,	ইন্দ্রকানন,	
shapad,	শাপাদ,	শ্বাপদ,	
orgho,	অর্ঘ,	অর্ঘ্য,	
gyandas,	জ্ঞানদাস,	জ্ঞানদাস,	
aalkatraa,	অলকাত্রা,	আলকাতরা,	
idipasha,	ইডিপাশা,	ইডিপাস,	
shamijir,	শামিজীর,	স্বামীজীর,	
shitei,	শিতেই,	শীতেই,	
swadhinotatukui,	স্বাধীনতাটুকুই,	স্বাধীনতাটুকুই,	
behrampurer,	বেহরামপুরের,	বহরমপুরের,	
vittiteo,	ভিত্তিতেও,	ভিত্তিতেও,	
khaschandpur,	খাশচানপুর,	খাসচাঁদপুর,	
kartona,	কারততানা,	করতনা,	
dewaben,	দেওয়াবেন,	দেওয়াবেন,	
favorite,	ফাভোরিতে,	ফেভারিট,	
ajeem,	আজিম,	আজিম,	
rinattak,	ঋণতত্তক,	ঋনাত্মক,	
horidbar,	হরিদবার,	হরিদ্বার,	
kuresher,	কুরেশের,	কুরেশের,	
ongshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
uddharkarmirai,	উদ্ধারকর্মীরাই,	উদ্ধারকর্মীরাই,	
debholopar,	ডেভলোপার,	ডেভলপার,	
groundta,	গ্রাউন্ডটা,	গ্রাউন্ডটা,	
sangkalanti,	সংকলান্তি,	সংকলনটি,	
iraner,	ইরানের,	ইরানের,	
vittimul,	ভিত্তিমূল,	ভিত্তিমূল,	
ingrejra,	ইংরেজরা,	ইংরেজরা,	
ekjoge,	একযোগে,	একযোগে,	
duple,	ডুপল,	ডুপ্লে,	
chalachchitro,	চলচ্চিত্র,	চলচ্চিত্র,	
karam,	করাম,	কেরাম,	
yathaarthabhaabe,	যথারথভাবে,	যথার্থভাবে,	
paadee,	পাদে,	পাড়ে,	
bhabotarini,	ভবততীরিন,	ভবতারিণী,	
pravura,	প্রভুরা,	প্রভুরা,	
surke,	সুরকে,	সুরকে,	
poste,	পোস্টে,	পোষ্টে,	
elakatite,	এলাকাটিতে,	এলাকাটিকে,	
siit,	সিত,	শীত,	
kathghera,	কাঠঘেরা,	কাঠঘেরা,	
daayitto,	দাইয়েত্ত,	দায়িত্ব,	
protyokkhovabey,	প্রত্যক্ষব্যবে,	প্রত্যক্ষভাবে,	
niketon,	নিকেতন,	নিকেতন,	
dada,	দাডা,	দাদা,	
bondhuvabaponyo,	বন্ধুভাব্যপ্য,	বন্ধুভাবাপন্ন,	
gondhe,	গন্ধে,	গন্ধে,	
satarka,	সাতারকা,	সতর্ক,	
nirvaha,	নির্বাহা,	নির্বাহ,	
uponeeshod,	উপনিষদ,	উপনিষদ,	
navaratri,	নবরতরী,	নবরাত্রি,	
biplabee,	বিপ্লবে,	বিপ্লবী,	
ghumachhe,	ঘুমাচে,	ঘুমাচ্ছে,	
madrasi,	মাদ্রাসী,	মাদ্রাজি,	
mirakela,	মিরাকেলা,	মিরাকেল,	
tecno,	টেকনো,	টেকনো,	
khagen,	খাগেন,	খগেন,	
naajii,	নাজি,	নাত্সি,	
shangsthaner,	সংস্থানের,	সংস্থানের,	
overholing,	ওভারহোলিং,	ওভারহোলিং,	
adbhanced,	অ্যানভান্ডড,	অ্যাডভান্সড,	
samaveshke,	সমাভেষকে,	সমাবেশকে,	
bollov,	বলভো,	বল্লভ,	
sheepha,	শীব,	শেফ,	
cn,	সিএন,	সিএন,	
kirti,	কীর্তি,	কীর্তি,	
mozdur,	মজদুর,	মজদুর,	
gandagol,	গন্ডাগল,	গন্ডগোল,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
sip,	সিপ,	শিপ,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
paikgachha,	পাইক্াাচা,	পাইকগাছা,	
torkareer,	তররকালীর,	তরকারীর,	
setike,	সেতিকে,	সেটিকে,	
dwibidho,	দ্বিবিধো,	দ্বিবিধ,	
guzober,	গুজবের,	গুজবের,	
tongaa,	টঙ্গা,	টোঙ্গা,	
kharar,	খরার,	খরার,	
atighataner,	অতিঘাটনের,	অতিঘটনের,	
addhattikotar,	আদ্ধাত্মিকতার,	আধ্যাত্মিকতার,	
phund,	ফান্ড,	ফান্ড,	
kokeyin,	কোকেইন,	কোকেইন,	
daap,	ডাপ,	ড্যাপ,	
taufik,	টাফিক,	তৌফিক,	
mawdeel,	মাডিল,	মডেল,	
soommita,	সুম্মিতা,	সুমিতা,	
akeeb,	আকীব,	আকিব,	
drishyer,	দৃশ্যের,	দৃশ্যের,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
jerusaleme,	জেরুসামেলে,	জেরুসালেমে,	
ekoirokom,	একরোকম,	একইরকম,	
dekhso,	দেখসো,	দেখসো,	
dholeshwari,	ধলেশ্বরী,	ধলেশ্বরী,	
byabaharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
jontrangshogulor,	যন্ত্রাংশগুলোর,	যন্ত্রাংশগুলোর,	
mathews,	ম্যাথিওস,	ম্যাথিউস,	
harza,	হার্জা,	হার্জ,	
aakkaash,	আক্কাশ,	আককাস,	
aarke,	আরকে,	আরকে,	
rohosyoti,	রহস্যোতি,	রহস্যটি,	
nikote,	নিকতে,	নিকটে,	
kanar,	কানার,	কণার,	
nirmalata,	নির্মলতা,	নির্মলতা,	
sadeep,	সাদীপ,	সদীপ,	
diibug,	দিবুগ,	ডিবাগ,	
prokar,	প্রকার,	প্রকার,	
bhogni,	ভগ্নী,	ভগ্নী,	
grambasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
mehsus,	মেহসুস,	মেহসুস,	
ap,	আপিপ,	আপ,	
kathmandu,	কাঠমান্ডু,	কাঠমান্ডু,	
zakharovar,	জখরাভোর,	জাখারোভার,	
alpakichudin,	অল্পকীউভুনি,	অল্পকিছুদিন,	
bongsho,	বংশ,	বংশ,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
bisshasyi,	বিশ্বস্যী,	বিশ্বাসই,	
codee,	কোদি,	কোডে,	
ispreedshiit,	ইসপ্রিশবিত,	স্প্রেডশীট,	
mokhmoley,	মোখমলে,	মখমলে,	
granada,	গ্র্যানাডা,	গ্র্যানাডা,	
chandil,	চন্দিল,	চান্ডিল,	
andon,	অ্যান্ডন,	আন্দোন,	
baugey,	বাউগে,	বাগে,	
peethey,	পিথে,	পীঠে,	
devolapar,	দেভলাপার,	ডেভলপার,	
bonvumi,	বনভুমি,	বনভূমি,	
choritrotakeo,	চরিত্রটাকেও,	চরিত্রটাকেও,	
query,	কোয়ারি,	কোয়েরি,	
sangbadmadhyomgulote,	সংবাদমাধ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
quata,	কোয়াতা,	কোটা,	
hafej,	হাফেজ,	হাফেয,	
prarthonakokkher,	প্রার্থনাকক্ষের,	প্রার্থনাকক্ষের,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
shtona,	স্তনা,	স্টোন,	
panchbar,	পাঁচবার,	পাঁচবার,	
kleentoner,	ক্লিনটনের,	ক্লিনটনের,	
abheedhaneek,	অভিধানীক,	অভিধানিক,	
valobase,	ভালোবাসে,	ভালোবাসে,	
tennys,	টেনিস,	টেনিস,	
