towraat,	তোরাট,	তওরাত,	
aarke,	আরকে,	আরকে,	
ovarview,	ওভারভিইজ,	ওভারভিউ,	
kayed,	কায়েদ,	কায়েদ,	
brahmanera,	ব্রহ্মণেরা,	ব্রাহ্মণেরা,	
hastamathun,	হস্তাথনুন,	হস্তমথুন,	
khalidke,	খালিদকে,	খালিদকে,	
chalachchitroke,	চালচচিত্রকে,	চলচ্চিত্রকে,	
shikshakbrinda,	শিক্ষাবৃষ্ণ্দ,	শিক্ষকবৃন্দ,	
sabrakamer,	সব্রকামের,	সবরকমের,	
inapharameshana,	ইনাফরেসমন,	ইনফরমেশন,	
primoo,	প্রীমৌ,	প্রিমো,	
jamkaalo,	জাকালো,	জমকালো,	
samajik,	সমাজিক,	সামাজিক,	
shourshe,	শৌর্সে,	সোর্স,	
heena,	হিনা,	হেনা,	
shukrabab,	শুক্রবাব,	শুক্রবাব,	
felto,	ফেল্টো,	ফেলত,	
nimnosakkharkari,	নিম্নসসক্ষাকরকীর,	নিম্নস্বাক্ষরকারী,	
udbodhani,	উদ্বোধনী,	উদ্বোধনী,	
parisankhanbid,	পরিসংখ্যান্দ,	পরিসংখ্যানবিদ,	
mumtaz,	মুমতাজ,	মুমতাজ,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
tukrowti,	টুকরোবটি,	টুকরোটি,	
chalachchitra,	চলচচচিত্র,	চলচ্চিত্র,	
marathi,	মারাথি,	মরাঠি,	
dorun,	ডরুন,	দরুণ,	
balakarak,	বালাকারক,	বলকারক,	
oxforde,	অক্সপোর্ড,	অক্সফোর্ডে,	
folleni,	ফলেনি,	ফলেনি,	
starker,	স্ট্রাকের,	স্টার্কের,	
kindom,	কিন্ডম,	কিংডম,	
orbi,	ওরবি,	ওরবি,	
dooburir,	দুবুরির,	ডুবুরির,	
assexe,	আ্যাসেক্সে,	অ্যাসেক্সে,	
hitokor,	হিতোকর,	হিতকর,	
saqara,	সাকারা,	সকার,	
dip,	ডিপ,	দীপ,	
proo,	প্রুও,	প্রো,	
onurbar,	অনুর্বর,	অনুর্বর,	
ovinetar,	অভিনেটার,	অভিনেতার,	
horippur,	হরিপপুর,	হরিপুর,	
kings,	কিংস,	কিংস,	
uposhthit,	উপশ্থিত,	উপস্থিত,	
jatinkey,	জাতিনকে,	যতীনকে,	
zubokra,	যুবকরা,	যুবকরা,	
milayatane,	মিলাযাতনে,	মিলায়তনে,	
protul,	প্রতুল,	প্রতুল,	
bojhe,	বোঝে,	বোঝে,	
neck,	নেক,	নেক,	
semai,	সেমাই,	সেমাই,	
shasonkarta,	শাসনকর্তা,	শাসনকর্তা,	
nothivuktir,	নথিভূক্তির,	নথিভুক্তির,	
vaphara,	ভাফারা,	বাফার,	
kkomandar,	ক্মানা্দার,	কমাণ্ডার,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
protisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
laatimer,	লাতিমের,	লাটিমের,	
rupantarer,	রুপান্তরের,	রুপান্তরের,	
hurricane,	হুরিকানে,	হ্যারিকেন,	
hydrological,	হাইড্রোলিকোকাল,	হাইড্রোলজিক্যাল,	
orrgho,	অর্ঘ্,	অর্ঘ্য,	
conflikt,	কনফলিক্ট,	কনফ্লিক্ট,	
shiter,	শিতের,	শীতের,	
kareer,	কারীর,	কারীর,	
votar,	ভোটার,	ভোটার,	
konoroop,	কনরুর,	কোনরূপ,	
madrasa,	মাদ্রাসা,	মাদ্রাসা,	
tokee,	টকি,	তকি,	
poschime,	পশ্চিমে,	পশ্চিমে,	
nirobota,	নিরবতা,	নিরবতা,	
transapharma,	ট্রান্সপফর্মা,	ট্রান্সফর্ম,	
freelancerra,	ফ্রিল্যান্সাররা,	ফ্রিল্যান্সাররা,	
oncoleo,	অনকোলেও,	অঞ্চলেও,	
magical,	ম্যাগিক্যাল,	ম্যাজিকাল,	
seekkhaou,	শিক্ষৌৌ,	শিক্ষাও,	
saalsa,	সালসা,	সালসা,	
dhadhiye,	ধধীয়ে,	ধাধিয়ে,	
byabosthar,	ব্যবস্থার,	ব্যবস্থার,	
tintikey,	তিনটিকে,	তিনটিকে,	
porinoti,	পরিণতি,	পরিণতি,	
brixfield,	ব্রিকফিল্ড,	ব্রিক্সফিল্ড,	
nirabota,	নিরাবতা,	নিরবতা,	
protectionism,	প্রোটকশিনিজম,	প্রোটেকশনিজম,	
madhobeer,	মাধবীর,	মাধবীর,	
oncholeo,	অনচলেও,	অঞ্চলেও,	
abheedhanic,	অভিধানিক,	অভিধানিক,	
notikotar,	নতিকতার,	নৈতিকতার,	
bhogno,	ভগ্ন,	ভগ্ন,	
faase,	ফাসে,	ফাঁসে,	
tiger,	টিগের,	টাইগার,	
adhyatmik,	অধ্যাতিমক,	আধ্যাত্মিক,	
jhonkar,	ঝন্কার,	ঝঙ্কার,	
shresthoshcho,	শ্রেষ্ঠশ্চ,	শ্রেষ্ঠশ্চ,	
gaphiloti,	গাফিলটি,	গাফিলতি,	
oswastikor,	অস্বাসীতকর,	অস্বস্তিকর,	
kanshater,	কানশাতের,	কানসাটের,	
atwobishvashi,	অত্ববিশ্বাষী,	আত্মবিশ্বাসী,	
dapadpi,	দপপদী,	দাপাদপি,	
batom,	বাতম,	বাটম,	
sahab,	সাহাব,	সাহাব,	
maadla,	মাডলা,	মাদলা,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
khuliechilam,	খুলিওয়েছিলাম,	খুলিয়েছিলাম,	
aalkatraa,	আলকাত্রা,	আলকাতরা,	
protistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
mahbunur,	মাহবুনুর,	মাহবুনুর,	
lokhindorer,	লোখিন্দরের,	লখিন্দরের,	
ikboler,	ইকবলের,	ইকবলের,	
afrazuler,	আফরাজুলের,	আফরাজুলের,	
thailand,	থাইল্যান্ড,	থাইল্যান্ড,	
goora,	গোররা,	গোর,	
goolen,	গুলেন,	গুলেন,	
osthisondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
prakalpatike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
vushi,	ভুশি,	ভুষি,	
bisshasi,	বিশাসসী,	বিশ্বাসী,	
marketing,	মার্কেটিং,	মার্কেটিং,	
phuda,	ফুড়া,	ফুড,	
uddhritto,	উদ্ধৃত্ব,	উদ্ধৃত,	
tiuning,	টিউনিং,	টিউনিং,	
pyaleshtainer,	প্লেলশশিনের,	প্যালেস্টাইনের,	
ponchashjon,	পঞ্চাশন,	পঞ্চাশজন,	
uporitoler,	উপরিতলের,	উপরিতলের,	
bairey,	বাইরে,	বাইরে,	
obhaarbhiu,	অভার্ভু,	ওভারভিউ,	
grauth,	গ্রুথ,	গ্রোথ,	
kaansaat,	কানসাত,	কানসাট,	
phormat,	ফোরমম,	ফরম্যাট,	
gate,	গাতে,	গ্যেটে,	
abosan,	অবসান,	অবসান,	
elakayi,	এলাকাই,	এলাকাই,	
ashirbadatri,	অশির্বাদ্্রী,	আশীর্বাদাত্রী,	
dhaanche,	ধাঁচে,	ধাঁচে,	
romantik,	রোমান্তিক,	রোমান্টিক,	
chopol,	চপল,	চপল,	
homsher,	হোমশের,	হোমসের,	
banglota,	বাংলোটা,	বাংলোটা,	
nek,	নেক,	নেক,	
mandondo,	মন্দন্ড,	মানদণ্ড,	
dhrubaker,	ধ্রুবাকের,	ধ্রুবকের,	
nobotom,	নবতম,	নবতম,	
sanghitar,	সংহীতার,	সংহিতার,	
manushera,	মানুষেরা,	মানুষেরা,	
kraanti,	ক্রাণ্টি,	ক্রান্তি,	
land,	ল্যান্ড,	ল্যান্ড,	
bhorkendra,	ভোরকেন্দ্র,	ভরকেন্দ্র,	
sudrissho,	সুদৃশ্য,	সুদৃশ্য,	
bandhubhaabaapanna,	বন্ধুবাভাবপ্যান,	বন্ধুভাবাপন্ন,	
dep,	ডেপ,	ডেপ,	
bulichev,	বুলিচেভ,	বুলিচেভ,	
graambasi,	গ্রামবাসী,	গ্রামবাসী,	
panthar,	পান্থার,	পন্থার,	
karu,	কারু,	কারু,	
dembakreeti,	দেম্বকেরীতি,	ডিম্বাকৃতি,	
tikto,	তিক্ত,	তিক্ত,	
graambasheeo,	গ্রামবশীও,	গ্রামবাসীও,	
nibondhocheler,	নিবন্ধচেলের,	নিবন্ধছেলের,	
deputi,	দেপুটি,	ডেপুটি,	
bhramapraban,	ভ্রমপ্রবণ,	ভ্রমপ্রবণ,	
kk,	কেকি,	কেকে,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
ujbekistaner,	উজ্বেকসিন্তের,	উজবেকিস্তানের,	
okkhorke,	অক্ষরকে,	অক্ষরকে,	
mukhomandoler,	মুখোমন্ডলের,	মুখমণ্ডলের,	
saainyo,	সান্য,	সৈন্য,	
amiya,	আমিয়া,	অমিয়,	
alpa,	আল্পা,	অল্প,	
shakara,	শাকারা,	সাকার,	
abti,	এবটি,	আবতি,	
shikkharrthirao,	শিক্ষার্থীররাও,	শিক্ষার্থীরাও,	
hoonayin,	হোনাইন,	হুনাইন,	
kanuner,	কানুনের,	কানুনের,	
kholdhular,	খোলধুলার,	খোলধূলার,	
sausage,	সাসাগে,	সসেজ,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
sikara,	সিকারা,	শিকার,	
aireshe,	আইরেশে,	আইরেসে,	
segular,	সেগুলার,	সেগুলোর,	
babona,	বাবনা,	বাবনা,	
horiddare,	হরিদ্দারে,	হরিদ্বারে,	
juboke,	যুবকে,	যুবকে,	
shorifer,	শরিফের,	শরিফের,	
prrajanankaal,	প্রজানন্কল,	প্রজননকাল,	
kurdira,	কুরদিরা,	কুর্দিরা,	
neshnos,	নেশননোস,	নেশনস,	
ashanka,	আশাংকা,	আশংকা,	
bhabanir,	ভবনীর,	ভবানীর,	
kamti,	কামটি,	কমতি,	
granada,	গ্রানাডা,	গ্র্যানাডা,	
bhoolapuka,	ভৌলাপুকা,	ভোলাপুক,	
aalaa,	আলা,	আলা,	
sanghar,	সংঘর,	সংহার,	
nirikh,	নিরীখ,	নিরিখ,	
aatto,	এটিএি,	আত্ম,	
hypar,	হিইপার,	হাইপার,	
shasyadi,	শাস্যাদি,	শস্যাদি,	
porjotoker,	পর্যটকের,	পর্যটকের,	
noditei,	নদীতেই,	নদীতেই,	
hoteltee,	হোটেলটি,	হোটেলটি,	
phiksa,	ফিকসা,	ফিক্স,	
nikela,	নিকেলা,	নিকেল,	
bajite,	বাজিতে,	বাজিতে,	
azin,	আজিন,	আজিন,	
alimpiqa,	আলিম্পিকা,	অলিম্পিক,	
dovaar,	দোভার,	ডোভার,	
akpaase,	আকপাসে,	একপাশে,	
sachetonvabe,	সচেতনাভবে,	সচেতনভাবে,	
dipgulote,	ডিপগুলোতে,	দ্বীপগুলোতে,	
neshnosh,	নেশ্নোশ,	নেশনস,	
bopoon,	বপুন,	বপন,	
si,	সিই,	এসআই,	
mozdoor,	মজডুর,	মজদুর,	
shikhra,	শিখরা,	শিখরা,	
kantajir,	কান্তাজির,	কান্তজির,	
chalochchitreer,	চললচচিত্রীর,	চলচ্চিত্রের,	
seshardhe,	শেষার্ধে,	শেষার্ধে,	
deeares,	দিয়ারেস,	ডিআরএস,	
bishashke,	বিশাষকে,	বিশ্বাসকে,	
sbaajan,	স্ববান,	স্বজন,	
panda,	পান্ডা,	পান্ডে,	
ardasho,	আর্দাশো,	আর্দশ,	
marketin,	মার্কেটিন,	মার্কেটিং,	
shiropar,	শিরোপার,	শিরোপার,	
amanisa,	আমানিসা,	অমানিশা,	
pathkrom,	পাঠকররম,	পাঠক্রম,	
pradoshik,	প্রদাশিক,	প্রাদশিক,	
jaatti,	যাত্তি,	জাতটি,	
protibedokrao,	প্রতিবেদকরাও,	প্রতিবেদকরাও,	
prajanankal,	প্রজননাকাল,	প্রজননকাল,	
maryir,	মারিয়ার,	ম্যারির,	
unchiyechilo,	উনচিয়েছিল,	উঁচিয়েছিল,	
poriharsoho,	পরিহারসহ,	পরিহারসহ,	
delibhara,	ডেলিভারা,	ডেলিভার,	
capsule,	ক্যাপসুলে,	ক্যাপ্সুল,	
edseler,	এডসেলের,	এডসেলের,	
jolbe,	জলবে,	জ্বলবে,	
