goonoman,	গনোমান,	গুণমান,	
bisheshya,	বিশেষ্য,	বিশেষ্য,	
wilderske,	উইল্ডার্সকে,	উইল্ডার্সকে,	
qirq,	কির্ক,	কার্ক,	
bahubar,	বাহুবার,	বহুবার,	
ishtone,	ইশতনে,	স্টোন,	
balatarin,	বালাতারিন,	বালাতারিয়ান,	
shloker,	শ্লোকের,	শ্লোকের,	
bishwaashshke,	বিশ্বাষকে,	বিশ্বাসকে,	
talaal,	তালাল,	তালাল,	
licensin,	লাইসেনসিন,	লাইসেন্সিং,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
rahshahi,	রাহশাহী,	রাহশাহী,	
zaire,	জায়ারে,	জাইরে,	
zoojyota,	যোজ্যতা,	যোজ্যতা,	
contemporary,	কন্টেমপারি,	কন্টেম্পোরারি,	
naazi,	নাজি,	নাত্সি,	
narsaari,	নরসারি,	নার্সারি,	
onchalgulir,	অঞ্চালগুলির,	অঞ্চলগুলির,	
abhidhaanic,	অভিচানিক,	অভিধানিক,	
becha,	বেচা,	বেচা,	
bhushito,	ভূষিত,	ভূষিত,	
uparjon,	উপার্যন,	উপার্জন,	
obhaarbhiu,	ওভারভিউ,	ওভারভিউ,	
bhagno,	ভাগনো,	ভগ্ন,	
maudelgulo,	মাউডেলগুলো,	মডেলগুলো,	
auttacharer,	অট্টাচারের,	অত্যাচারের,	
songkoloney,	সংকোলে,	সংকলনে,	
amor,	অমর,	আমর,	
digree,	ডিগ্রি,	ডিগ্রি,	
ghoomachhe,	ঘোমাচে,	ঘুমাচ্ছে,	
ddheela,	ঢেল,	ঢিলা,	
tinage,	টিনাজে,	টিনেজ,	
arg,	আর্গ,	আর্গ,	
ernad,	এরনাড,	এরনাড,	
kutubuddinke,	কুতুব্দিনকে,	কুতুবুদ্দিনকে,	
edaning,	এডানিং,	ইদানিং,	
aagera,	আগেরা,	আগোরা,	
niketon,	নিকেতন,	নিকেতন,	
kadapaker,	কাদাপাকের,	কড়াপাকের,	
doorger,	ডুর্গার,	দুর্গের,	
plate,	প্লাতে,	প্লেট,	
gaandaas,	গান্দাস,	জ্ঞানদাস,	
armstronz,	আর্মস্ট্রন,	আর্মস্ট্রং,	
santaa,	সান্তা,	সান্তা,	
ponchaashjon,	পঞ্চাশন,	পঞ্চাশজন,	
chandanara,	চন্দনারা,	চন্দনারা,	
nobotomo,	নবতম,	নবতম,	
bishshaasho,	বিশ্বাষ,	বিশ্বাসও,	
lettar,	লেট্টার,	লেটার,	
madhobeer,	মাধবীর,	মাধবীর,	
brookoleen,	ব্রোকুলিন,	ব্রুকলিন,	
bipti,	বিপ্তি,	বিপ্তি,	
rasunkunchi,	রাসুনচুঁচি,	রসুনকুঁচি,	
sumi,	সুমি,	সুমি,	
muktilav,	মুক্তিলাভ,	মুক্তিলাভ,	
lagto,	ল্যাগটো,	লাগতো,	
adbhanced,	অ্যাডভ্যান্ডে,	অ্যাডভান্সড,	
keuoi,	কেওও,	কেউই,	
boshoborty,	বোষবর্তী,	বশবর্তী,	
uponeesoder,	উপনিসদের,	উপনিষদের,	
rokkhonabekkhoner,	রক্ষ্ণকাবেষ্ণের,	রক্ষণাবেক্ষণের,	
rushod,	রুশোড,	রুশদ,	
baibosthaar,	বৈবস্থার,	ব্যবস্থার,	
vorkendra,	ভোর্কেন্দ্র,	ভরকেন্দ্র,	
chai,	চাই,	ছাই,	
atwobishvashi,	অত্ববিশ্ষাসী,	আত্মবিশ্বাসী,	
lagche,	লাগছে,	লাগছে,	
bosturoi,	বস্তুরই,	বস্তুরই,	
jolbe,	জলবে,	জ্বলবে,	
antorvuktimulak,	আন্তর্ভূতিমূলক,	অন্তর্ভুক্তিমূলক,	
paripakey,	পরিপকে,	পরিপাকে,	
scuvi,	স্কুভি,	স্কুভি,	
langhaner,	লাঘঘানের,	লংঘনের,	
dighol,	দিঘল,	দীঘল,	
bagicha,	বাগিচা,	বাগিচা,	
gotirodh,	গতিরোধ,	গতিরোধ,	
poscime,	পোস্মাইম,	পশ্চিমে,	
laaz,	লাজ,	লাজ,	
salafeta,	সালাফেটা,	সালফেট,	
ikboler,	ইকবোলের,	ইকবলের,	
ultrasonography,	আল্টারাস্গোরগ্ফি,	আলট্রাসনোগ্রাফিও,	
chalachchitroke,	চালাচ্ছিত্রকে,	চলচ্চিত্রকে,	
hossne,	হোসন,	হোসনে,	
dapadpi,	দাপাদপি,	দাপাদপি,	
shahoshikatar,	শাহশিকাতার,	সাহসিকতার,	
nabotom,	নাবতম,	নবতম,	
asiatic,	এসিয়াটিক,	এশিয়াটিক,	
hul,	হুল,	হুল,	
direectoratee,	ডারিক্টেরেট,	ডিরেক্টরেট,	
booksar,	বুকসার,	বুক্সার,	
dera,	ডেরা,	ডেরা,	
gabhaaskar,	গাভাস্কার,	গাভাস্কার,	
antorbhuktimulak,	অন্তর্ভূতিকলক,	অন্তর্ভুক্তিমূলক,	
choshon,	চোষন,	চোষণ,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
uddhritto,	উদ্ধিত্ব,	উদ্ধৃত,	
udyem,	উদ্যেম,	উদ্যেম,	
bhabanipur,	ভবাণীপুর,	ভবানীপুর,	
sadadyarao,	সদদ্যারও,	সদদ্যরাও,	
munjur,	মুঞ্জুর,	মুনজুর,	
with,	উইথা,	ভিত,	
byomkesh,	ব্যোমকেশ,	ব্যোমকেশ,	
temonbhabe,	টেমনভাবে,	তেমনভাবে,	
kiibord,	কীইবোর্ড,	কীবোর্ড,	
bibadey,	বিবাদে,	বিবাদে,	
meshmeshya,	মেশমেশ্য,	মেশহমেশহিইয়া,	
poste,	পোস্তে,	পোষ্টে,	
gazipur,	গাজিপুর,	গাজিপুর,	
hizriite,	হিজরাইট,	হিজরীতে,	
assaciates,	এসেয়েইটস,	এসোসিয়েটস,	
akar,	আকার,	একার,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
dupleks,	ডাপলেক্স,	ডুপ্লে,	
seniar,	সেনিয়ার,	সিনিয়র,	
porbotmala,	পর্বত্বমালা,	পর্বতমালা,	
residensa,	রেসিডেন্স,	রেসিডেন্স,	
simons,	সিমনস,	সিমন্স,	
drishyogulotey,	দৃশ্যগুলেতে,	দৃশ্যগুলোতে,	
nomo,	নমো,	নমো,	
societytey,	সোসিটিটে,	সোসাইটিতে,	
query,	কুয়ারি,	কোয়েরি,	
ragei,	রাগেই,	রাগেই,	
balithubar,	বলিঠুবার,	বালিথুবার,	
apolokbhabe,	অপলকভাবে,	অপলকভাবে,	
phokser,	ফকসের,	ফক্সের,	
helly,	হেলি,	হিলি,	
purushika,	পুরুশিকা,	পুরুষিকা,	
enjineers,	এনজিনির্স,	ইঞ্জিনিয়ার্স,	
soommita,	সোমিতা,	সুমিতা,	
fooloo,	ফুলোও,	পোলো,	
female,	ফেমালে,	ফিমেল,	
bhittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
shiulijhra,	শিউলিফরা,	শিউলিঝরা,	
relance,	রিল্যান্স,	রিলায়েন্স,	
duiekdiner,	ডুইকেদনিনের,	দুইএকদিনের,	
jeshh,	জেশ,	জেস,	
baaik,	বাইক,	বাইক,	
chat,	চট,	চ্যাট,	
ganaporibahaner,	গণপরিবাহণের,	গণপরিবহনের,	
hamburgey,	হ্যাম্বার্গে,	হামবুর্গে,	
ajeeboner,	আজীবনের,	আজীবনের,	
eigulor,	এইগুলোর,	এইগুলোর,	
chakrapani,	চক্রপণি,	চক্রপানী,	
torabganj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
moreecha,	মরিচা,	মরিচা,	
residence,	রেসিডেন্স,	রেসিডেন্স,	
nichupattir,	নিচুপত্তির,	নিচুপট্টির,	
masjidsaha,	মসজিদসহ,	মসজিদসহ,	
teennis,	টিনিস,	টেনিস,	
johor,	জহর,	জহর,	
kuttake,	কুট্তাকে,	কুত্তাকে,	
nabatarange,	নাবর্গে,	নবতরঙ্গে,	
institutione,	ইন্সটিউশেনে,	ইনস্টিটিউশনে,	
swartho,	স্বর্থ,	স্বার্থ,	
drissotir,	দৃশ্বতির,	দৃশ্যটির,	
hitlere,	হিটলেরে,	হিটলারে,	
naabbota,	নাব্যতা,	নাব্যতা,	
subader,	সুবাদের,	সুবাদে,	
poddhotitei,	পদ্ধতিতেই,	পদ্ধতিতেই,	
poroborti,	পরবর্তী,	পরর্বতী,	
panchbar,	পাঁচবার,	পাঁচবার,	
krusher,	ক্রুশের,	ক্রুশের,	
arke,	আরকে,	আরকে,	
shiropar,	শিরোপার,	শিরোপার,	
toufik,	তৌফিক,	তৌফিক,	
asovarno,	অসভার্ন,	অসবর্ণ,	
kul,	কুল,	কুল,	
jund,	জান্ড,	জুন্দ,	
ooipokar,	উপকার,	উইপোকার,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
shukraanoo,	শুক্রাণু,	শুক্রানু,	
dufresne,	ডাফ্রেসন,	ডুফরেস্ন,	
onker,	অঙ্কের,	ওঙ্কার,	
iling,	ইলিং,	ইলিং,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
daakten,	দাকতেন,	ডাকতেন,	
alonkaran,	আলঙ্করণ,	অলঙ্করণ,	
oitijjo,	ঐতিজ্য,	ঐতিহ্য,	
boiporiityen,	বৈপরিত্যেনেয়,	বৈপরীত্যেন,	
shishupalgarh,	শিশুপল্গাহ,	শিশুপালগড়ে,	
dipti,	দিপ্তি,	ডেপুটি,	
kaloniir,	কালনীয়ির,	কালনীর,	
damodar,	দামোদার,	দামদর,	
songbadmadhyame,	সংবাদমাধ্যমে,	সংবাদমাধ্যমে,	
ranangone,	রানাঙ্গনে,	রণাঙ্গনে,	
darjiling,	ডার্জিলিং,	দার্জিলিং,	
stoonahenja,	স্তুনাহেনজা,	স্টোনহেঞ্জ,	
bonorajite,	বনরাজিতে,	বনরাজিতে,	
nartana,	নরতানা,	নর্টন,	
marodeho,	মারোদেহো,	মরদেহ,	
chhutochhuti,	ছুটোছুটি,	ছুটোছুটি,	
sossar,	সোসার,	সকার,	
dokanei,	দোকানেই,	দোকানেই,	
uthhaane,	উঠানে,	উঠানে,	
wrighter,	ঘিইচটার,	রাইটের,	
israelbahini,	ইসরানলাহিবানী,	ইস্রায়েলবাহিনী,	
sohokari,	সহকারি,	সহকারী,	
ooipoka,	উপপা,	উইপোকা,	
bhabotarini,	ভাবতারিণী,	ভবতারিণী,	
bbosben,	ব্বসেন,	বসবেন,	
sombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
jaanar,	জানার,	জানার,	
carbus,	কারবাস,	কারবাস,	
kiandi,	কিয়ান্ডি,	ক্যান্ডি,	
armeenian,	আরমিনিয়ান,	আর্মেনিয়ান,	
protibedokrao,	প্রতিবেদকরাও,	প্রতিবেদকরাও,	
babona,	বাবোনা,	বাবনা,	
bhandti,	ভান্দটি,	ভাণ্ডটি,	
serveray,	সারভভারে,	সার্ভারে,	
rajashri,	রাজশ্রী,	রাজশ্রী,	
manjushri,	মঞ্জুষ্রী,	মঞ্জুশ্রী,	
tuni,	টুউনি,	টুনি,	
ispredsheet,	ইসপ্রেডটিত,	স্প্রেডশীট,	
devolapar,	দেবলাপার,	ডেভলপার,	
mawdeel,	মাওদিল,	মডেল,	
songasthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
pujito,	পুজিত,	পুজিত,	
hames,	হ্যামেস,	হোমস,	
oindrila,	ঐন্দ্রিলা,	ঐন্দ্রিলা,	
hari,	হারি,	হরি,	
karecho,	কারেছো,	করেছ,	
noiteek,	নৈতিক,	নৈতিক,	
gratha,	গ্রাথা,	গ্রোথ,	
plainey,	প্লেই,	প্লেনে,	
dipgulote,	ডিপগুলোতে,	দ্বীপগুলোতে,	
banshite,	বাঁশিতে,	বাঁশিতে,	
sangkoolan,	সংকুলন,	সংকুলান,	
qarlosa,	কারলোসা,	কার্লোস,	
girilal,	গিরিলাল,	গিরিলাল,	
shaater,	সাতের,	শ্যুটার,	
morathee,	মোরাথী,	মরাঠি,	
shringa,	শ্রিং,	শৃঙ্গ,	
hugheke,	হুঘেকে,	হিউজকে,	
