totokson,	তোটকসন,	ততক্ষন,	
bouddher,	বৌদ্ধের,	বৌদ্ধের,	
vandar,	ভান্দার,	ভাণ্ডার,	
unchuporjayer,	উঁচুপর্যায়ের,	উঁচুপর্যায়ের,	
dushtogone,	দুষ্টগণে,	দুষ্টগণে,	
orthanitike,	অর্থানীতিকে,	অর্থনীতিকে,	
balatkar,	বালাটকার,	বলাৎকার,	
venuser,	ভেনুসের,	ভেনাসের,	
siropa,	সিরোপা,	শিরোপা,	
sadeep,	সাদীপ,	সদীপ,	
rojapalaner,	রোজাপলনের,	রোজাপালনের,	
chhintayikari,	ছিন্তাইকারী,	ছিনতাইকারী,	
hol,	হোল,	হোল,	
gloria,	গ্লোরিয়া,	গ্লোরিয়া,	
bhandar,	ভান্দার,	ভাণ্ডার,	
chopol,	চপল,	চপল,	
porjotoker,	পর্যটকের,	পর্যটকের,	
nischitobhave,	নিশ্চিতভাভে,	নিশ্চিতভাবে,	
jonesh,	জনেশ,	জোন্স,	
mashtarsha,	মা্তর্ষ,	মাস্টার্স,	
balatarin,	বালাতারিন,	বালাতারিয়ান,	
kogake,	কোগাকে,	কোগাকে,	
choukato,	চৌকাত,	চৌকাত,	
turkyder,	টার্কিদের,	তুর্কিদের,	
osamarik,	ওসামারিক,	অসামরিক,	
ardasha,	আর্দশা,	আর্দশ,	
himchi,	হিমচি,	হিমচি,	
amanisa,	আমানিসা,	অমানিশা,	
shariba,	শরীবা,	শরিবা,	
drissotir,	দৃষ্টটির,	দৃশ্যটির,	
sanaktokaran,	সানাক্তকরণ,	সনাক্তকরণ,	
ramzaner,	রামজানের,	রমযানের,	
gej,	গেজ,	গেজ,	
jothartho,	যথার্থ,	যথার্থ,	
poroborti,	পরবর্তী,	পরর্বতী,	
dojo,	দজো,	ডোজো,	
mumtaj,	মুমতাজ,	মুমতাজ,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
female,	ফেমালে,	ফিমেল,	
mag,	ম্যাগ,	এমএজি,	
katbe,	কাতবে,	কাটবে,	
simaa,	সিমা,	সীমা,	
krom,	ক্রোম,	ক্রম,	
chapchap,	চাপচাপ,	চাপচাপ,	
sangbadmadhyamgulote,	সংবাদমাধ্যমুলোতে,	সংবাদমাধ্যমগুলোতে,	
talgach,	তালগাছ,	তালগাছ,	
osomorthito,	অসমর্থিত,	অসমর্থিত,	
dhos,	ধোস,	ধস,	
plator,	প্ল্যাটর,	প্লেটোর,	
taxikeo,	ট্যাক্সিকেও,	ট্যাক্সিকেও,	
desiseyer,	ডেসিসেয়ার,	ডিজিজের,	
dong,	ডোং,	ডং,	
encidablu,	এনসিডাবলু,	এনসিডাব্লু,	
cuti,	কুটি,	কিউটি,	
seekkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
deh,	দেহ,	দেহ্,	
kheylechen,	খেয়েলছেন,	খেলেছেন,	
ghoorchen,	ঘুরছেন,	ঘুরেছেন,	
rastagulikeo,	রাস্তাগুলিকেও,	রাস্তাগুলিকেও,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
chilona,	চিলোনা,	ছিলনা,	
shaddhi,	শাদ্ধি,	সাধ্বী,	
niroja,	নিরোজা,	নিরোজা,	
bishwaashshke,	বিশ্বাশকে,	বিশ্বাসকে,	
domone,	ডমনে,	দমনে,	
moonshi,	মুনশি,	মুন্সি,	
teenisa,	তিনিসা,	টেনিস,	
crucer,	ক্রাসার,	ক্রুশের,	
parking,	পার্কিং,	পার্কিং,	
niharkantibabu,	নিহারকান্তিবাবু,	নিহারকান্তিবাবু,	
nabayug,	নবয়াগু,	নবযুগ,	
pacbar,	পাকবার,	পাঁচবার,	
parabortee,	পারাবর্তী,	পরর্বতী,	
bosontokke,	বসন্তকে,	বসন্তকে,	
nopdnodir,	নওপন্দির,	নদনদীর,	
gostigulo,	গোস্তিগুলো,	গোষ্ঠীগুলো,	
bonvumi,	বনভুমি,	বনভূমি,	
bbiswasho,	বিবিশ্বাস,	বিশ্বাসও,	
dishani,	দিশানি,	দিশানি,	
madrasa,	মাদ্রাসা,	মাদ্রাসা,	
stona,	স্তোনা,	স্টোন,	
krishibigyani,	কৃষিবিজ্ঞানী,	কৃষিবিজ্ঞানী,	
query,	কোয়ারি,	কোয়েরি,	
grambaseer,	গ্রাম্বাসির,	গ্রামবাসীর,	
ashok,	আশকক,	আশোক,	
amontronkarider,	অমন্ত্রনকারীদের,	আমন্ত্রণকারীদের,	
pyor,	পিয়রোর,	পিওর,	
abanishankar,	অবনিশঙ্কর,	অবনিশংকর,	
sahinsatar,	সহিনসতার,	সহিংসতার,	
byabaharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
dharmiyabhabei,	ধর্মিভাবেই,	ধর্মীয়ভাবেই,	
lyaataa,	ল্যা,	ল্যাটা,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
lakkhero,	লক্ষেরও,	লক্ষেরও,	
sikkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
marketing,	মার্কেটিং,	মার্কেটিং,	
punosthaner,	পুনস্থানের,	পুনঃস্থানের,	
nirgamon,	নিরগামন,	নির্গমন,	
pader,	পাদের,	প্যাডের,	
aashanka,	আশঙ্কা,	আশংকা,	
shho,	শো,	শো,	
homeser,	হোমেসের,	হোমসের,	
taunship,	তাউনশিপ,	টাউনশিপ,	
dhojovongo,	ধোজভঙ্গ,	ধ্বজভঙ্গ,	
harysoner,	হারিশনের,	হ্যারিসনের,	
sampadon,	সম্পাদন,	সম্পাদন,	
valobase,	ভালোবাসে,	ভালোবাসে,	
sarbhare,	সরভারে,	সার্ভারে,	
minilosar,	মিনিলোসার,	মিনিলোসার,	
harbur,	হারবুর,	হারবার,	
poschimey,	পশচিমে,	পশ্চিমে,	
chhadite,	ছড়িতে,	ছড়িতে,	
quary,	কোয়ারি,	কোয়েরি,	
shuri,	শুরি,	সুরি,	
vaphara,	ভাফারা,	বাফার,	
lutharen,	লুথারেন,	লুথেরান,	
hijritey,	হিজৃতে,	হিজরীতে,	
bhabaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
zeland,	জেলাযান্ড,	জিল্যান্ড,	
katui,	কাটুই,	কাতুই,	
nimitte,	নিমিত্বে,	নিমিত্তে,	
shector,	শেক্টর,	সেক্টর,	
chalachchitrer,	চালচ্চিত্রের,	চলচ্চিত্রের,	
carzar,	কার্জার,	চার্জার,	
aabarte,	আবার্তে,	আবর্তে,	
manir,	মানির,	মনির,	
licencer,	লিইসেন্সের,	লাইসেন্সের,	
swajan,	স্বজন,	স্বজন,	
korimer,	করিমের,	করিমের,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
govindarajan,	গোবিন্দরাজন,	গোবিন্দরাজন,	
vugorvey,	ভুগরভিভ,	ভূগর্ভে,	
breqathru,	ব্রেক্থুরু,	ব্রেকথ্রু,	
vejjanno,	ভেজজান্ন,	ভেজানো,	
jeten,	জেটেন,	জেতেন,	
niropekshtar,	নিরপপেক্ষটার,	নিরপেক্ষতার,	
rekhapat,	রেখাপাত,	রেখাপাত,	
aosafur,	আওসাফুর,	আওশাফুর,	
kkhur,	খির,	ক্ষুর,	
dibya,	দিব্যা,	দিব্যা,	
meloonborroner,	মেলোজনবররণের,	মেলবোর্নের,	
toufik,	তুফিক,	তৌফিক,	
ghatla,	ঘাটলা,	ঘটল,	
chupani,	চুপানি,	চুপানি,	
jetam,	জেতাম,	যেতাম,	
soceitytey,	সোসিটিটে,	সোসাইটিতে,	
vittimul,	ভিত্তিমূল,	ভিত্তিমূল,	
seekkhokbrindo,	সিক্ষকবৃন্দ,	শিক্ষকবৃন্দ,	
yaq,	য়াক,	ইয়াক,	
eshiyetika,	এসিয়েটিকা,	এশিয়াটিক,	
aviyojan,	অভিযোজন,	অভিযোজন,	
rodney,	রোনে,	রেডনি,	
kanthar,	কাঁথর,	কাঁথার,	
bondira,	বন্দিরা,	বন্দীরা,	
hooldim,	হুল্ডিং,	হোল্ডিং,	
ghoomato,	ঘুমাতো,	ঘুমাতো,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
zerusalem,	জেরুসালেম,	জেরুসালেম,	
siddhantei,	সিদ্ধান্তেই,	সিদ্ধান্তেই,	
beshirbhaagei,	বেশিরভাগেই,	বেশিরভাগেই,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
rachonakal,	রচনাকাল,	রচনাকাল,	
transhapharma,	ট্রানসাফ্রমা,	ট্রান্সফর্ম,	
shiqara,	শিকারা,	শিকার,	
sarsa,	সারসা,	সোর্স,	
joubankal,	জৌবনকাল,	যৌবনকাল,	
directorate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
taler,	তালের,	তালের,	
korkotkraantee,	কর্ককট্রান্টি,	কর্কটক্রান্তি,	
poorohitder,	পৌরহিতদের,	পুরোহিতদের,	
thailandsaho,	থাইলনন্ডসহ,	থাইল্যান্ডসহ,	
tookrote,	টুকরোতে,	টুকরোতে,	
korijachilen,	করিজাছিলেন,	করিযাছিলেন,	
madhobi,	মাধবী,	মাধবী,	
nirmalata,	নির্মলতা,	নির্মলতা,	
mardud,	মারদুদ,	মরদুদ,	
daqten,	ডাকতেন,	ডাকতেন,	
madhoori,	মাধুরি,	মাধুরী,	
khoka,	খোকা,	খোকা,	
michir,	মিচির,	মিচির,	
meshenjar,	মেশেঞ্জার,	মেসেঞ্জার,	
rananganey,	রানাঙ্গনে,	রণাঙ্গনে,	
bangobandhu,	বঙ্গবন্ধু,	বঙ্গবন্ধু,	
dormetori,	দর্মেতরি,	ডরমিটরি,	
hajirhat,	হাজিরহাট,	হাজিরহাট,	
khorsed,	খোরসেড,	খোরশেদ,	
muradke,	মুরাদকে,	মুরাদকে,	
shishu,	শিশু,	শিশু,	
orthonitir,	অর্থনীতির,	অর্থনীতির,	
baganoto,	বাগানত,	বাগানত,	
sursur,	সুরসুর,	সুরসুর,	
qaferderkey,	কাফেরদেরকে,	কাফেরদেরকে,	
antorbhuktimulak,	অন্তর্ভুকমূলক,	অন্তর্ভুক্তিমূলক,	
bhenicer,	ভেনিসের,	ভেনিসের,	
humner,	হুমের,	হামনার,	
shangsthaner,	শাংস্থানের,	সংস্থানের,	
konisttha,	কোনিস্থ,	কনিষ্ঠ,	
sangkulaan,	সংকুলান,	সংকুলান,	
bufer,	বুফের,	বাফার,	
norpholk,	নর্ফলক,	নরফোক,	
hood,	হুদ,	হুড,	
enginiiring,	এঞ্জিনিরিং,	ইঞ্জিনিয়ারিং,	
baire,	বাইরে,	বাইরে,	
durgotshob,	দুর্গতসভ,	দুর্গোৎসব,	
laaisens,	লেইসেন্স,	লাইসেন্স,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
sayatana,	সায়তানা,	শয়তান,	
karmake,	করমকে,	কর্মকে,	
moomtaj,	মুমতজজ,	মুমতাজ,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
rijoor,	রিজুর,	রিজুর,	
emarjenshi,	এমরজেনশি,	এমার্জেন্সি,	
naitikatavodh,	নৈতিকাতাবোধ,	নৈতিকতাবোধ,	
babare,	বাবারে,	বাবারে,	
seramiks,	সেরামিকস,	সিরামিকস,	
manjushri,	মঞ্জুশ্রী,	মঞ্জুশ্রী,	
jyesttha,	জ্যাস্থ্থা,	জ্যেষ্ঠা,	
dibet,	দিবেত,	ডিবেট,	
sohojlovyotar,	সহলজ্যভততার,	সহজলভ্যতার,	
saifai,	সাইফাই,	সাইফাই,	
overholing,	ওভারহলিং,	ওভারহোলিং,	
forma,	ফরমা,	ফর্মা,	
bolatkar,	বলাটকার,	বলাৎকার,	
elaakaa,	এলাকা,	এলাকা,	
bornolikhon,	বর্ণলিখোন,	বর্ণলিখন,	
kiibord,	কিইবর্ড,	কীবোর্ড,	
omarader,	ওমারাদের,	ওমারাদের,	
porinoti,	পরিণতি,	পরিণতি,	
samley,	সামলে,	সামলে,	
edmiral,	এডমিরাল,	এডমিরাল,	
everestey,	এভারেস্টে,	এভারেস্টে,	
