bhenasha,	ভেনাশা,	ভেনাস,	
khamotagulor,	ক্ষমতাগুলোর,	ক্ষমতাগুলোর,	
poripaker,	পরিপাকের,	পরিপাকের,	
zubokder,	যুবকদের,	যুবকদের,	
adorso,	আদরস,	আর্দশ,	
thailand,	থেযালন্ড,	থাইল্যান্ড,	
manushsoho,	মানুসসহ,	মানুষসহ,	
esprito,	এসপ্রিত,	এস্পিরিটো,	
bhabaponno,	ভাবপন্ন,	ভাবাপন্ন,	
concerter,	কনসার্টার,	কানসাটের,	
boikalyo,	বৈকাল্য,	বৈকল্য,	
duburir,	ডুবুরির,	ডুবুরির,	
aairees,	এইয়ারস,	আইরিস,	
gaj,	গ্যাজ,	গেজ,	
shishupalgarh,	শিশুপলগরর,	শিশুপালগড়ে,	
sahajlabhbhotar,	সহজলভভভতার,	সহজলভ্যতার,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
poste,	পোস্টে,	পোস্টে,	
ghoshanapatratio,	ঘোষণাপত্রটিও,	ঘোষণাপত্রটিও,	
eexpreession,	ইক্সপেরসন,	এক্সপ্রেশন,	
tistar,	তিস্তার,	তিস্তার,	
sbaajan,	স্বজন,	স্বজন,	
samaveshke,	সমাভেষকে,	সমাবেশকে,	
bagdadii,	বাগদাদী,	বাগদাদী,	
ekoghore,	একঘরে,	একঘরে,	
durbhagya,	দুর্ভাগ্য,	দূর্ভাগ্য,	
lishenshe,	লিসেন্স,	লাইসেন্স,	
prothakey,	প্রথাকে,	প্রথাকে,	
turbiner,	টারবিনের,	টারবাইনের,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
pratool,	প্রোতুল,	প্রতুল,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
jerusalemer,	জেরুসালেমের,	জেরুজালেমের,	
godabari,	গোদাবারী,	গোদাবরী,	
mugdal,	মুগদাল,	মুগডাল,	
musallati,	মুসল্লাটি,	মুসল্লাটি,	
dhandu,	ধন্দু,	ধন্দু,	
prachirer,	প্রাচীরের,	প্রাচিরের,	
kormoi,	কর্মই,	কর্মই,	
welaqama,	ওয়েলাকামা,	ওয়েলকাম,	
kumbhalnar,	কুম্ভললনার,	কুম্ভালনার,	
transapharma,	ট্রান্সপোর্মা,	ট্রান্সফর্ম,	
metrikoleshana,	মেট্রিকোলেশন,	মেট্রিকোলেশন,	
orbi,	ওরবি,	ওরবি,	
bipradas,	বিপ্রদাস,	বিপ্রদাস,	
edseler,	এডসেলের,	এডসেলের,	
mumtaj,	মুমতাজ,	মুমতাজ,	
query,	কেয়েরি,	কোয়েরি,	
jarmaniteo,	জারমানিতেও,	জার্মানিতেও,	
evereste,	এভারেস্টে,	এভারেস্টে,	
idyi,	আইডিআইআই,	আইডিই,	
guzober,	গুজোবের,	গুজবের,	
residensa,	রেসিডেনসস,	রেসিডেন্স,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
rohasyati,	রোহস্যটি,	রহস্যটি,	
abhijitda,	অভিজিতদা,	অভিজিতদা,	
plasse,	প্লাসে,	প্লাসে,	
icelands,	আইসেল্যান্ডস,	আইসল্যান্ডসহ,	
sorano,	সোরাণো,	সরানো,	
pharmesigulote,	ফার্মেসিগুলোতে,	ফার্মেসীগুলোতে,	
associatis,	অ্যাসোসিটিয়টস,	এসোসিয়েটস,	
parikhar,	পারিখার,	পরিখার,	
gemske,	গেমস্কে,	জেমসকে,	
mukhmondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
pare,	প্যার,	পাড়ে,	
monohputo,	মনোহপুত,	মনঃপুত,	
saabyastha,	সাব্যস্থ,	সাব্যস্থ,	
chintamani,	চিন্তামানি,	চিন্তামনি,	
mumtajer,	মুমতজার,	মুমতাজের,	
horash,	হোরাশ,	হোরাস,	
mathieu,	মাথিউ,	ম্যাথিউ,	
bhimsenkei,	ভীমসেনকেই,	ভীমসেনকেই,	
philipiner,	ফিলিপিনের,	ফিলিপাইনের,	
prokolpogulikei,	প্রকল্পগুলিকেই,	প্রকল্পগুলিকেই,	
comoros,	কমোরোস,	কোমোরোস,	
ingrezeeteo,	ইংরেজটিতেও,	ইংরেজিতেও,	
meghachchanno,	মেঘচ্ছান্ন,	মেঘাচ্ছন্ন,	
akten,	আকতেন,	অকটেন,	
brahmanera,	ব্রাহ্মণেরা,	ব্রাহ্মণেরা,	
ashamarthita,	আশামার্থিত,	অসমর্থিত,	
asociatis,	অ্োসাই়েটিস,	এসোসিয়েটস,	
flirt,	ফ্লার্ট,	ফ্লার্ট,	
planea,	প্ল্যানেল,	প্লেনে,	
qulim,	কুলিম,	কুলিং,	
dhaleshwari,	ধলেশ্বরী,	ধলেশ্বরী,	
bolvodro,	বলভদ্র,	বলভদ্র,	
kampita,	কাম্পিটা,	কম্পিত,	
oncoleo,	অঙ্কলেও,	অঞ্চলেও,	
dhyanastha,	ধ্যানস্থ,	ধ্যানস্থ,	
turista,	তুরিস্তা,	টুরিস্ট,	
bohorompurer,	বহরমপুরের,	বহরমপুরের,	
shloker,	শ্লোকের,	শ্লোকের,	
pathanirdeshona,	পাথানির্দেশন,	পথনির্দেশনা,	
myari,	ম্যারি,	ম্যারি,	
daaun,	ডাউন,	ডাউন,	
plack,	প্ল্যাক,	প্ল্যাক,	
shoreefer,	শরীফের,	শরিফের,	
shikshakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
maner,	মনের,	মানে,	
foks,	ফক্স,	ফক্স,	
heteler,	হেতেলের,	হেটেলের,	
jhanjra,	ঝাঁজরা,	ঝাঁজরা,	
jund,	জান্ড,	জুন্দ,	
tennys,	টেনিস,	টেনিস,	
rohosyoti,	রহস্যটি,	রহস্যটি,	
komanera,	কোমানেরা,	কমানেরা,	
sonaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
deool,	ডেওল,	দেউল,	
mausumeo,	মৌসুমেও,	মৌসুমেও,	
provur,	প্রভুর,	প্রভুর,	
batom,	ব্যাটম,	বাটম,	
afrazuler,	আফরাজুলের,	আফরাজুলের,	
shektor,	শেক্তর,	সেক্টর,	
lutharan,	লুথারান,	লুথেরান,	
swostir,	স্বস্তির,	স্বস্তির,	
akkheperi,	আক্ষেপেরই,	আক্ষেপেরই,	
tookror,	টুকরর,	টুকরোর,	
parqa,	পারকা,	পার্ক,	
gujab,	গুজাব,	গুজব,	
horidbar,	হরিদবার,	হরিদ্বার,	
koordider,	কোর্দিদের,	কুর্দিদের,	
niknayman,	নিকনম্যান,	নিকনেইমান,	
kings,	কিংস,	কিংস,	
aagera,	আগেরা,	আগোরা,	
ganaparibahan,	গণপরিবহণ,	গণপরিবহন,	
assaciates,	অ্যাসাইজিটিসহ,	এসোসিয়েটস,	
laesens,	লেসেন্স,	লাইসেন্স,	
bosben,	বসবেন,	বসবেন,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
mekapgulo,	মেকাপগুলো,	মেকআপগুলো,	
sangkoolan,	সংকুলন,	সংকুলান,	
bosontoke,	বসন্তকে,	বসন্তকে,	
sylvi,	সিগভি,	সিলভি,	
pracharanamulak,	প্রচারণামূলক,	প্রচারণামূলক,	
bodhukeo,	বধুকেও,	বধুকেও,	
chowdhurir,	চৌষুধির,	চৌধুরীর,	
kolkarkhana,	কলকারখানা,	কলকারখানা,	
gaddaphii,	গাড়ডাফি,	গাদ্দাফী,	
alkatra,	আলকাত্রা,	আলকাতরা,	
baffer,	ব্যাফার,	বাফার,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
mankisundar,	মানকিসুন্দার,	মানকিসুন্দর,	
porirshoder,	পরির্শদের,	পরির্ষদের,	
chinito,	চিনিতো,	চিনতো,	
janagononar,	জনগণনার,	জনগণনার,	
bhugol,	ভূগোল,	ভূগোল,	
songbadmadhyomer,	সংবাদমাধ্যমের,	সংবাদমাধ্যমের,	
srivatsalakshanang,	শ্রীবৎসকললসংং,	শ্রীবৎসলক্ষণং,	
rata,	রাতা,	রত,	
jamkaalo,	জাককালো,	জমকালো,	
elaakati,	এলাকাটি,	এলাকাটি,	
scorey,	স্করে,	স্কোরে,	
cbi,	সিবিআই,	সিবিআই,	
matt,	মাট্ট,	ম্যাট,	
karmoi,	কার্মোই,	কর্মই,	
bitlaser,	বিটলাসের,	বিটলসের,	
remacri,	রিমাক্রি,	রেমাক্রী,	
eukalyptus,	ইউক্লালপাস্টস,	ইউক্যালিপ্টাস,	
disposes,	ডিস্পসেস,	ডিসপোজেস,	
dhauto,	ধাতো,	ধৌত,	
tantubayer,	তাঁতুবায়ের,	তন্তুবায়ের,	
cs,	সিএসএস,	সিএস,	
safin,	সাফিন,	সাফিন,	
brojomohun,	ব্রজমোহন,	ব্রোজোমোহন,	
enamela,	এনামেলা,	এনামেল,	
uthaney,	উঠানে,	উঠানে,	
proteemake,	প্রতিমাকে,	প্রতিমাকে,	
sahapathike,	সহপতঠীকে,	সহপাঠীকে,	
vugoley,	ভুগলে,	ভূগোলে,	
aviyojan,	অভিযোজন,	অভিযোজন,	
shnaipara,	শ্নাইপরা,	স্নাইপার,	
aatmobishwasi,	আট্মবিশ্বাসী,	আত্মবিশ্বাসী,	
batistambhatike,	বাতিস্তম্ভাটিকে,	বাতিস্তম্ভটিকে,	
elakai,	এলাকাই,	এলাকাই,	
salapheeta,	সালফফিতে,	সালফেট,	
kaansaat,	কানসাত,	কানসাট,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
byan,	ব্যান,	ব্যাং,	
debeting,	ডেবেটিং,	ডিবেটিং,	
garora,	গারোরা,	গারোরা,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
shoreefpur,	শরীফপুর,	শরিফপুর,	
dankaan,	ডানকান,	ডানকান,	
atwobishvashi,	আত্ববিচ্যাসী,	আত্মবিশ্বাসী,	
spancer,	স্প্যান্সের,	স্পেন্সার,	
kushumba,	কুশুম্বা,	কুশুম্বা,	
annanere,	অন্নানেরে,	অন্যানেরে,	
bishasey,	বিষাসে,	বিশ্বাসে,	
yatharthabhabe,	যথর্থভাবে,	যথার্থভাবে,	
literacy,	লিটারেকি,	লিটারেসি,	
vogiroth,	ভগিরোথ,	ভগীরথ,	
sures,	সুরেস,	সুরেশ,	
toptoshele,	তপ্তশেলে,	তপ্তশেলে,	
oikhan,	ঐখান,	ঐখান,	
bhaisaho,	ভাইসহ,	ভাইসহ,	
ghotleo,	ঘোটলেও,	ঘটলেও,	
manab,	মানব,	মানব,	
shunani,	শুনানি,	শুনানী,	
madrasa,	মাদ্রাসা,	মাদ্রাসা,	
sahojlovyotar,	সহযোলনুত্তার,	সহজলভ্যতার,	
polashir,	পলাশির,	পলাশীর,	
gaandaas,	গান্দাস,	জ্ঞানদাস,	
muhuriganj,	মুহুরীগঞ্জ,	মুহুরীগঞ্জ,	
satarkatar,	সতর্কতার,	সতর্কতার,	
faaj,	ফজজ,	ফাজ,	
spredasita,	স্প্রেডাসিটা,	স্প্রেডশীট,	
alpa,	আল্পা,	অল্প,	
mumtaz,	মুমতাজ,	মুমতাজ,	
haris,	হারিস,	হ্যারিস,	
collaborators,	কলাবরেটর,	কলাবরেটরস,	
rajotwo,	রাজত্ব,	রাজত্ব,	
elbamtite,	এলবাটিিতে,	এলবামটিতে,	
jansha,	জাশশা,	জন্স,	
prapokkey,	প্রাপককে,	প্রাপককে,	
korimkey,	করিমকে,	করিমকে,	
soundarja,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
bibecchyo,	বিবেচ্যও,	বিবেচ্য,	
bhagno,	ভাগনো,	ভগ্ন,	
purbancoler,	পূর্বাঙ্কলের,	পূর্বাঞ্চলের,	
caroline,	ক্যারোলিন,	ক্যরোলিন,	
cathalic,	ক্যাথালিক,	ক্যাথলিক,	
jamjamat,	জমজামাত,	জমজমাট,	
dhila,	ধিলা,	ঢিলা,	
baire,	বেইরে,	বাইরে,	
kokeyin,	কোকেইন,	কোকেইন,	
kaalaam,	কালাম,	কালাম,	
lettere,	লেটারে,	লেটারে,	
debdebier,	দেবদেবীর,	দেবদেবীর,	
