ganaparibahan,	গণপরিবহহ,	গণপরিবহন,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
debholopar,	দেভলোপর,	ডেভলপার,	
sobrakomer,	সব্রাকমের,	সবরকমের,	
badaghat,	বাদাঘাট,	বাদাঘাট,	
chikitsanirbhar,	চিকিৎসানির্ভর,	চিকিৎসানির্ভর,	
kushumba,	কুশুম্বা,	কুশুম্বা,	
everestey,	ইভারসেট্ে,	এভারেস্টে,	
alaul,	আলালুল,	আলাওল,	
chalachchitrotike,	চালচ্ছিত্রটিকে,	চলচ্চিত্রটিকে,	
zibonnogor,	জীবন্নগর,	জীবননগর,	
miley,	মিলে,	মিলে,	
transapharma,	ট্রান্সফার্মা,	ট্রান্সফর্ম,	
khalidkay,	খালিককায়,	খালিদকে,	
neemeetto,	নিউটিত,	নিমিত্ত,	
jeebanjapon,	জীবনবাপন,	জীবনযাপন,	
detik,	দেতিক,	দেতিক,	
shukrabab,	শুক্রববব,	শুক্রবাব,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
laaisensh,	মাইসেন্স,	লাইসেন্স,	
bokul,	বকুল,	বকুল,	
hijri,	হিজরি,	হিজরী,	
khargosher,	খারগোশের,	খরগোসের,	
somraat,	সমরাত,	সম্রাট,	
sanghar,	সংঘর,	সংহার,	
probeshan,	প্রবেশন,	প্রবেশন,	
enamela,	এনামেলা,	এনামেল,	
nichols,	নিকোলস,	নিকলস,	
rahee,	রহী,	রাহি,	
capsule,	ক্যাপসুলে,	ক্যাপ্সুল,	
barder,	বারদের,	বার্ডের,	
hyaloyin,	হ্যালোয়ন,	হ্যালোইন,	
dhwajbhango,	ধ্বাভভঙ্গ,	ধ্বজভঙ্গ,	
marri,	মারি,	ম্যারি,	
munsi,	মুনসি,	মুন্সী,	
sawam,	সাবাম,	সাওম,	
scholastik,	স্কলাস্তিক,	স্কলাস্টিক,	
rena,	রেনা,	রেনো,	
munshiji,	মুন্সীজি,	মুনশীজি,	
catholicbad,	ক্যাথলিভবাড,	ক্যাথলিকবাদ,	
notikotar,	নতিকতার,	নৈতিকতার,	
jamarate,	জামারাতে,	জামারাতে,	
duburir,	ডুবুরির,	ডুবুরির,	
siddhantoke,	সিদ্ধান্তকে,	সিদ্ধান্তকে,	
sonaicha,	সোনাইচা,	সোনাইচা,	
beem,	বীম,	বিম,	
battery,	ব্যাটারি,	ব্যাটারী,	
dharmadasbabu,	ধর্মদাসবাবু,	ধর্মদাসবাবু,	
providere,	প্রভীদেরে,	প্রভাইডারে,	
poscater,	পোস্কেটের,	পশ্চাতের,	
breakthrough,	ব্রক্তরঘঘ,	ব্রেকথ্রু,	
harees,	হারিস,	হ্যারিস,	
renoo,	রেনু,	রেনো,	
dhanijomite,	ধনিজোমিতে,	ধানিজমিতে,	
ganonanatto,	গণনানত্ব,	গণনাট্য,	
chalaabi,	চালাবি,	চালাবে,	
gandhiio,	গাঁধিয়েও,	গান্ধীও,	
pancbaar,	পাঁচবার,	পাঁচবার,	
aansareer,	আনসারীর,	আনসারীর,	
zaire,	জাইরে,	জাইরে,	
sikkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
kaathhmaandute,	কাঠনম্্ডুতে,	কাঠমান্ডুতে,	
ahong,	আহগ,	অহং,	
naabbota,	নাব্বতা,	নাব্যতা,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
bolatkar,	বলাটকর,	বলাৎকার,	
rajotwo,	রাজত্ব,	রাজত্ব,	
bipradas,	বিপ্রদাস,	বিপ্রদাস,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
elaakaate,	এলাকাতে,	এলাকাতে,	
paramartha,	পরমার্থ,	পরমার্থ,	
mail,	মাইল,	মাইল,	
ateetkaale,	অতিতকালে,	অতীতকালে,	
bane,	বানে,	বনে,	
utsahi,	উৎসাহী,	উৎসাহী,	
parkin,	পারকিন,	পার্কিং,	
jones,	জোনেস,	জোন্স,	
krusher,	ক্রুসের,	ক্রুশের,	
shringge,	শ্রিগে,	শৃঙ্গে,	
dhandu,	ধন্দু,	ধন্দু,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
akten,	আকতেন,	অকটেন,	
eevil,	ইবিল,	ইভিল,	
jerusaleme,	জেরুসালেমে,	জেরুসালেমে,	
steen,	স্টিন,	স্টেন,	
ceramiksh,	সেরামিক্স,	সিরামিকস,	
sabrakamer,	সব্রকামের,	সবরকমের,	
marpit,	মারপিট,	মারপিট,	
setike,	সেতিকে,	সেটিকে,	
bhenicer,	ভেনিসের,	ভেনিসের,	
anichchi,	আনিচ্ছি,	আনিচ্ছি,	
bonbhumi,	বনভূমি,	বনভূমি,	
mandope,	ম্যান্ডোপ,	মন্ডপে,	
ap,	এপি,	আপ,	
laishenshim,	লাইশেন্মিং,	লাইসেন্সিং,	
lavta,	লাভটা,	লাভটা,	
gabhaaskar,	গাভাস্কার,	গাভাস্কার,	
shariba,	শারিবা,	শরিবা,	
supparak,	সুপারাক,	সুপ্পারক,	
korimpur,	করিমপুরের,	করিমপুর,	
plato,	প্লাটো,	প্লেটো,	
akeeb,	আকিব,	আকিব,	
apolokbhabe,	অপলোকভাবে,	অপলকভাবে,	
shlok,	শ্লক,	শ্লোক,	
saras,	সারাস,	সরস,	
swartho,	স্বার্থ,	স্বার্থ,	
nisader,	নিসাদের,	নিষাদের,	
europia,	ইউরোপিয়া,	ইউরোপিয়া,	
danaqana,	ডানাকানা,	ডানকান,	
modhumotii,	মধুমতিই,	মধুমতী,	
porinoti,	পরিণটি,	পরিণতি,	
vugoley,	ভুগোলি,	ভূগোলে,	
girilal,	গিরিলাল,	গিরিলাল,	
deenes,	ডিইনস,	দীনেশ,	
aaireshe,	আইরেরেশ,	আইরেসে,	
shardotsobei,	শার্দোবসদেই,	শারদোৎসবেই,	
jathartho,	যথার্থ,	যথার্থ,	
venisey,	ভেনিসে,	ভেনিসে,	
fasir,	ফাসির,	ফাসীর,	
poorohitra,	পুরোহিত্র,	পুরোহিতরা,	
ispreedshiit,	ইসপ্রিপশিট,	স্প্রেডশীট,	
deebug,	দীবুগ,	ডিবাগ,	
dhangsachchi,	ধ্বংসচ্চি,	ধ্বংসাচ্ছি,	
temonvabe,	তেমনভাবে,	তেমনভাবে,	
uthaney,	উঠানে,	উঠানে,	
kinsa,	কিনসা,	কিংস,	
aaeerese,	আওরেসে,	আইরেসে,	
bijepi,	বিজেপি,	বিজেপি,	
bishhnu,	বিশ্নু,	বিষ্ণু,	
giitikobitar,	গীতিকিবিতার,	গীতিকবিতার,	
aalkatraa,	আলকাত্রা,	আলকাতরা,	
taroni,	তারোনি,	তরণী,	
muhaiminer,	মেহাইমুনিনের,	মুহাইমিনের,	
townshhip,	টৌঁশিপ,	টাউনশিপ,	
mumtaz,	মুমতাজ,	মুমতাজ,	
horipur,	হরিপুর,	হরিপুর,	
ghomtaa,	ঘোমটা,	ঘোমটা,	
station,	স্টেশন,	ষ্টেশন,	
sohojlovyotar,	সহজলজ্যোতার,	সহজলভ্যতার,	
diniphition,	ডিনিফিশন,	ডেফিনেশন,	
plate,	প্লেট,	প্লেটে,	
yuroo,	যুরুও,	ইউরো,	
asovarno,	অসোভার্ন,	অসবর্ণ,	
suiti,	সুয়টি,	সুইটি,	
postay,	পোস্টা,	পোস্টে,	
everage,	এভারেজ,	এভারেজ,	
kobulennechha,	কবুলেনেেছা,	কবুলেন্নেছা,	
salphat,	সালফাট,	সালফেট,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
mitro,	মিত্রো,	মিত্র,	
dokanei,	দোকানেই,	দোকানেই,	
soommo,	সুম্মো,	সুমো,	
songasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
sachetanvabe,	সচেতনভাবে,	সচেতনভাবে,	
aashtikotaa,	আষ্টিকতা,	আস্তিকতা,	
codeti,	কোডেটি,	কোডটি,	
teenej,	তেইেজ,	টিনেজ,	
pronoti,	প্রণতি,	প্রণতি,	
veenis,	ভিনিস,	ভেনিস,	
juddhahato,	যুদ্ধাহাত,	যুদ্ধাহত,	
bhyaatikaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
kathmandu,	কাঠমণ্ডু,	কাঠমান্ডু,	
bondishalatei,	বন্দিশালাতেই,	বন্দিশালাতেই,	
pader,	পাদ়র,	প্যাডের,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
dhormoprobortokder,	ধর্মপ্রবর্বকদের,	ধর্মপ্রবর্তকদের,	
ganochien,	গনচিয়েন,	গণচীন,	
tuni,	তুনী,	টুনি,	
show,	শোউ,	শো,	
jemy,	জেমি,	জেমি,	
cheerontan,	চিরোন্ান,	চিরন্তন,	
pinglateo,	পিংলাতেও,	পিংলাতেও,	
rakkhandurga,	রক্ষণদূর্গ,	রক্ষণদুর্গ,	
atorkitey,	অতরকিটি,	অতর্কিতে,	
bharpur,	ভারপুর,	ভরপুর,	
acrolect,	অ্যাক্রোলেক্ট,	অ্যাক্রোলেক্ট,	
fostar,	ফস্টার,	ফস্টার,	
parabortee,	পারাবর্তী,	পরর্বতী,	
asamonjasyopurno,	অসামঞ্জসস্থূর্ণ,	অসামঞ্জস্যপূর্ণ,	
nopdnodir,	নপদনদির,	নদনদীর,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
dushtogone,	দুষ্টগণে,	দুষ্টগণে,	
superheroo,	সুপারহেরো,	সুপারহিরো,	
stoonahenja,	স্তূণােঞ্জে,	স্টোনহেঞ্জ,	
wrighter,	হৃটার,	রাইটের,	
sollallhu,	সোল্লাল্লু,	সল্লাল্লাহু,	
morathee,	মোরাথি,	মরাঠি,	
subade,	সুবাদে,	সুবাদে,	
parther,	পার্থের,	পার্থের,	
deool,	ডেওলুল,	দেউল,	
vault,	ভাযালল্ট,	ভল্ট,	
akkaas,	আক্কাস,	আককাস,	
dojo,	দজ,	ডোজো,	
gaaddafee,	গড়ড়াফি,	গাদ্দাফী,	
graambasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
toufik,	তৌফিক,	তৌফিক,	
hugeke,	হুগেকে,	হিউজকে,	
dhache,	ধাছে,	ধাঁচে,	
bishaashke,	বিশাসকে,	বিশ্বাসকে,	
jhijhi,	ঝিঝি,	ঝিঝি,	
jerushalema,	জেরুশালেমা,	জেরুসালেম,	
tokeo,	টকেও,	টোকেও,	
hossne,	হোসনন,	হোসনে,	
kompeeto,	কম্পিতো,	কম্পিত,	
akpashe,	আকপাশে,	একপাশে,	
thanvi,	থানভি,	থানভী,	
shanno,	শান্ন,	সান্নো,	
heavy,	হিভি,	হেভি,	
samajeek,	সমাজিক,	সামাজিক,	
bsnleu,	বিএসএনলুউ,	বিএসএনএলইইউ,	
dinara,	দিনারা,	ডিনার,	
krechi,	ক্রেছি,	করেছি,	
abanishankar,	অবনিশঙ্কর,	অবনিশংকর,	
mokhmoley,	মখ্যলে,	মখমলে,	
daakticketer,	ড্যাকটিকেটের,	ডাকটিকিটের,	
daap,	ডাপ,	ড্যাপ,	
pleta,	প্লেটা,	প্লেটো,	
deobonde,	দেওবন্ডে,	দেওবন্দে,	
gaichhe,	গাইছে,	গাইছে,	
chowdhuryke,	চৌধুরীকে,	চৌধুরীকে,	
hadisti,	হাদিস্তি,	হাদিসটি,	
moresbai,	মোরেসবাই,	মোরেসবাই,	
nirikho,	নিরিখো,	নিরিখ,	
ansareer,	আনসারীর,	আনসারীর,	
uporitale,	উপরিতালে,	উপরিতলে,	
jontrangshogulor,	যন্ত্রাংশগুলোর,	যন্ত্রাংশগুলোর,	
swajan,	স্বজন,	স্বজন,	
vedanta,	ভেদান্তা,	বেদান্ত,	
antarctika,	অন্তর্কটিকা,	অ্যান্টার্কটিকা,	
soource,	সুর্স,	সোর্স,	
balatkar,	বালাতকার,	বলাৎকার,	
sangbadmadhyame,	সংবাদমধ্যমে,	সংবাদমাধ্যমে,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
nomo,	নমো,	নমো,	
shansthaner,	শান্থানের,	সংস্থানের,	
thaanobhi,	থানোভি,	থানভী,	
hetimganje,	হেতিমগঞ্জে,	হেতিমগঞ্জে,	
gujob,	গুজোব,	গুজব,	
bhenus,	ভেনুস,	ভেনাস,	
hugheke,	হুঘেকে,	হিউজকে,	
makhno,	মখ্নো,	মাখনো,	
eexpreession,	এক্সপ্রিশন,	এক্সপ্রেশন,	
raiialati,	রায়ালতী,	রয়্যালটি,	
baaiq,	বাইক,	বাইক,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
wagadada,	ওয়াদাদা,	বাগদাদ,	
