papri,	পাপ্রি,	পাপরি,	
ghomta,	ঘম্টা,	ঘোমটা,	
hunayn,	হাইনান,	হুনাইন,	
mogert,	মোগার্ট,	মোজার্ট,	
lagto,	লাগত,	লাগতো,	
golakrity,	গোলাকৃতি,	গোলাকৃতি,	
elakaati,	এলাকাতি,	এলাকাটি,	
bhramaner,	ভ্রামনের,	ভ্রমণের,	
amoor,	আমুর,	আমর,	
depp,	ডেপ্প,	ডেপ,	
chef,	চেফ,	শেফ,	
kooyeri,	কুয়েরি,	কোয়েরি,	
sarjur,	সর্যুর,	সরযূর,	
koyartara,	কোয়ার্টার,	কোয়ার্টার,	
nirgaman,	নির্গামান,	নির্গমন,	
tala,	তল,	তালা,	
jhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
soource,	সার্চ,	সোর্স,	
telaakucha,	তেলাকুচা,	তেলাকুচা,	
nathibhookto,	নথিভুক্ত,	নথিভুক্ত,	
olpoi,	অলপই,	অল্পই,	
duburyra,	দুবুরিরা,	ডুবুরিরা,	
anchaltite,	আঞচলতিতে,	অঞ্চলটিতে,	
shatokei,	শতকেই,	শতকেই,	
garora,	গররা,	গারোরা,	
moorali,	মুরালি,	মুরলী,	
bonaa,	বোনা,	বোনা,	
graambasio,	গ্রামাবিসও,	গ্রামবাসীও,	
brander,	ব্র্যান্ডের,	ব্রান্ডের,	
khappar,	খাপাপার,	খপ্পর,	
shoshar,	শোষার,	সকার,	
vittiow,	ভিটিও,	ভিত্তিও,	
temontee,	টেমনটি,	তেমনটি,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
dipti,	দীপ্তি,	ডেপুটি,	
abhigomon,	অভিগোন,	অভিগমন,	
dharavahikti,	ধরাভামিকি,	ধারাবাহিকটি,	
falashruti,	ফলাসুরিতি,	ফলশ্রুতি,	
somsher,	সম্ষের,	সমশের,	
harbore,	হার্বোরে,	হারবারে,	
poner,	পনের,	পনের,	
dormetory,	ডরমেটরি,	ডরমিটরি,	
prity,	প্রীতি,	প্রিটি,	
marmaaraa,	মারমারা,	মারমারা,	
baait,	বৈত,	বাইট,	
governerer,	গভর্নের,	গভর্ণরের,	
bolvodro,	বলভদ্র,	বলভদ্র,	
hena,	হ্যান,	হেনা,	
shpreadshheet,	স্প্রেস্টিস,	স্প্রেডশীট,	
pingna,	পিঙ্ন,	পিংনা,	
jibjontu,	জীবন্তু,	জীবজন্তু,	
satarkata,	সতরতকা,	সতর্কতা,	
toler,	তলের,	তালের,	
starc,	স্ট্রা,	স্টার্ক,	
chalabe,	চালাবে,	চালাবে,	
gazee,	গেজ,	গেজ,	
punch,	পাঁচ,	পুঞ্চ,	
jaj,	জাজ,	জাজ,	
madeling,	ম্যাডলিং,	মডেলিং,	
heights,	হেইটস,	হাইটস,	
bolechi,	বলেছি,	বলেছি,	
robe,	রবে,	রবে,	
tolemyr,	তলেমির,	টলেমির,	
kanader,	কানাডের,	কণাদের,	
rajotwa,	রাজত্ব,	রাজত্ব,	
khanonkaaj,	খননকাজ,	খননকাজ,	
jansa,	জান্স,	জন্স,	
shayanaida,	সায়াইড,	সায়ানাইড,	
pro,	প্রো,	প্রো,	
ssumita,	সুমিতা,	সুমিতা,	
biseshyo,	বিশেষ্য,	বিশেষ্য,	
bhalapuka,	ভললাপুকা,	ভোলাপুক,	
mukhomandal,	মুখমন্ডল,	মুখমণ্ডল,	
olympicer,	অলিম্পিকের,	অলিম্পিকের,	
armeeniyana,	আরমেনিয়ান,	আর্মেনিয়ান,	
vimsen,	ভিমসেন,	ভীমসেন,	
doorger,	দুর্গের,	দুর্গের,	
pushteer,	পুষ্টির,	পুষ্টির,	
kraanti,	ক্রান্টি,	ক্রান্তি,	
eekbaler,	একবালের,	ইকবালের,	
elakayi,	এলাকেই,	এলাকাই,	
bongshoke,	বংশকে,	বংশকে,	
bosstonte,	বস্তন্তে,	বসন্তে,	
thakey,	থাকে,	থাকে,	
alankorana,	অলংকরণা,	অলঙ্করণ,	
olimpyc,	অলিম্পিক,	অলিম্পিক,	
noteti,	নোটেটি,	নোটটি,	
rohoshyor,	রসহ্যর,	রহস্যর,	
spreadseet,	স্প্রেস্টেস,	স্প্রেডশীট,	
ispredsiit,	সস্প্রেসিট,	স্প্রেডশীট,	
aanis,	আনিস,	আনিস,	
melobborner,	মেলবব্রেন,	মেলবোর্নের,	
daul,	দৌল,	দেউল,	
mosan,	মোসন,	মোশন,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
nodiigulir,	নদেগুলির,	নদীগুলির,	
garjon,	গর্জন,	গর্জন,	
byanger,	ব্যাং,	ব্যাঙের,	
korkatkranti,	কর্কাতক্রণটি,	কর্কটক্রান্তি,	
yathaarthabhaabe,	যথারথভাবে,	যথার্থভাবে,	
noitikotar,	নৈতিকতার,	নৈতিকতার,	
songostha,	সংস্থা,	সংস্থা,	
kousholgoto,	কৌসভগত,	কৌশলগত,	
charukala,	চরুকাল,	চারুকলা,	
mautke,	মৌটকে,	মতকে,	
vaisaho,	ভৈষাহ,	ভাইসহ,	
maladobha,	মালাদোভা,	মলদোভা,	
itastata,	ইতাস্টত,	ইতস্ততঃ,	
elaakaatir,	এলাকাতির,	এলাকাটির,	
tarunke,	তরুণকে,	তরুণকে,	
jemser,	জেমসের,	জেমসের,	
jakso,	যক্ষ,	যক্ষ,	
bhugten,	ভুগতেন,	ভুগতেন,	
skalastic,	স্কালসিটিক,	স্কলাস্টিক,	
habsi,	হাবি,	হাবশী,	
onchalti,	অঞ্চাটি,	অঞ্চলটি,	
plack,	প্ল্যাক,	প্ল্যাক,	
embeda,	এমবেড,	এম্বেড,	
mashjid,	মাসিদ,	মসজিদ,	
teemothee,	তেমথী,	টিমোথি,	
baghdad,	বাঘদাদ,	বাগদাদ,	
bhabna,	ভবনা,	ভাবনা,	
damdor,	দম্দর,	দামদর,	
mittrota,	মিত্রতা,	মিত্রতা,	
laboni,	লাণী,	লাবনী,	
alankaran,	অলংকরণ,	অলঙ্করণ,	
ramjaner,	রমজানের,	রমযানের,	
bonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
scoree,	স্কোরি,	স্কোরে,	
bosano,	বসানো,	বসানো,	
machhsoho,	মাচসহ,	মাছসহ,	
netherlander,	নেথারল্ডান্ডের,	নেদারল্যান্ডের,	
mookhomandoley,	মখখমন্ডে,	মুখমণ্ডলে,	
baataree,	বাতারি,	ব্যাটারী,	
zerusalem,	জেরুজেম,	জেরুজালেম,	
barbadoj,	বারবাাজ,	বার্বাডোজ,	
dhaleshwari,	ধেবেশ্বরী,	ধলেশ্বরী,	
title,	টিটল,	টাইটেল,	
torun,	তরুণ,	তরুন,	
dayraa,	ডেরা,	ডেরা,	
bayii,	বেই,	বাঈ,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
aachhis,	আচিশ,	আছিস,	
feemalee,	ফেমালী,	ফিমেল,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
troup,	ট্রুপ,	ট্রুপ,	
muradpur,	মুরাদপুর,	মুরাদপুর,	
browser,	ব্রাউসের,	ব্রাউজার,	
dacope,	ডাকে,	দাকোপ,	
floodlighter,	ফ্লামুফিসের,	ফ্লাডলাইটের,	
ikbalke,	ইকলাকে,	ইকবালকে,	
protijogiira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
dikpal,	ডিকপল,	দিকপাল,	
delibhara,	ডিলিভার,	ডেলিভার,	
kaaru,	কারু,	কারু,	
mondopey,	মণ্ডপে,	মন্ডপে,	
chyeta,	চ্যেট,	চ্যাট,	
hitakar,	হিটকার,	হিতকর,	
pannee,	পানি,	পন্নী,	
danober,	দানবের,	দানবের,	
snipar,	সিনিপার,	স্নাইপার,	
drishyogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
shoilee,	শৈলি,	শৈলী,	
phiksha,	ফিক্স,	ফিক্স,	
hajareebag,	হাজাবীগা,	হাজারিবাগ,	
sahosikotar,	সহসিককতার,	সাহসিকতার,	
moushumei,	মৌসমেই,	মৌসুমেই,	
daakteekite,	ডাক্তিকেতে,	ডাকটিকিটে,	
bhyaatikaner,	ভ্যাতিকেন,	ভ্যাটিকানের,	
laishensha,	লাইনেস্স,	লাইসেন্স,	
qor,	কর,	কর,	
kkunti,	কুন্তি,	কুন্তী,	
chattke,	চটকে,	ছাতকে,	
keuyi,	কিউই,	কেউই,	
bhromoner,	ভ্রমণের,	ভ্রমণের,	
shartho,	সার্থ্য,	স্বার্থ,	
agovir,	অগভীর,	অগভীর,	
highcomissione,	হাইকোমিশনে,	হাইকমিশনে,	
kaushalgata,	কৌশভাগত,	কৌশলগত,	
fimel,	ফাইমেল,	ফিমেল,	
basalt,	বালাট,	ব্যাসল্ট,	
elaakatite,	এলাকাতিতে,	এলাকাটিকে,	
charger,	চার্গের,	চার্জের,	
emergenci,	এমরেজনি,	এমার্জেন্সি,	
muktilabh,	মুক্তিলা,	মুক্তিলাভ,	
jahara,	জাহারা,	যাহরা,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
astheesandhi,	অস্থিনসন্ধী,	অস্থিসন্ধি,	
korkat,	করকাত,	কর্কট,	
oichchheek,	ঐচ্ছিক,	ঐচ্ছিক,	
bojhar,	বোঝার,	বোঝার,	
malish,	মালিশ,	মালিশ,	
faad,	ফাদ,	ফুড,	
shaswato,	শাবসত,	শাশ্বত,	
siddhanto,	সিদ্ধান্ত,	সিদ্ধান্তও,	
bisringkhola,	বিশৃংখললা,	বিশৃঙ্খলা,	
shapad,	সাপদ,	শ্বাপদ,	
karpeeta,	কর্পিট,	কার্পেট,	
gosthigulo,	গোষ্ঠিগুলো,	গোষ্ঠীগুলো,	
suparahira,	সুপাহারীরা,	সুপারহিরো,	
depootee,	ডেপুতি,	ডেপুটি,	
nama,	নাম,	নমো,	
gemser,	গেমসের,	জেমসের,	
residence,	রেসিডেন্স,	রেসিডেন্স,	
sushukkhar,	শুশুক্ষার,	সুশিক্ষার,	
muhamad,	মুহামাদ,	মুহাম্মদ,	
militarite,	মিলিটারিতে,	মিলিটারিতে,	
amittrakkhor,	অমিতার্ষকর,	অমিত্রাক্ষর,	
pratijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
shasheja,	শাসেজা,	সসেজ,	
dolgulo,	দলগুলো,	দলগুলোও,	
indro,	ইন্দ্র,	ইন্দ্র,	
jeteo,	জেতেও,	যেতেও,	
bishod,	বিশদ,	বিষদ,	
chirantan,	চিরান্টন,	চিরন্তন,	
groowth,	গ্রুথ,	গ্রোথ,	
madaspushto,	মাদস্ফু্্ত,	মদদপুষ্ট,	
vitti,	ভীতি,	ভিত্তিই,	
beatleser,	বিটলেসের,	বিটলসের,	
ooindo,	উইন্দ,	উইন্ডো,	
nisad,	নিসাদ,	নিষাদ,	
saaeda,	সাইদ,	সাইদা,	
ingrezder,	ইংরেজেদের,	ইংরেজদের,	
valobasey,	ভালবাসে,	ভালোবাসে,	
gage,	গেজ,	গেজ,	
zuktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
onekeryi,	অনেকরেই,	অনেকেরই,	
shiropa,	শিরোপা,	শিরোপা,	
mukhamandaler,	মখখমন্ডালের,	মুখমণ্ডলের,	
bypass,	বিপাস,	বাইপাস,	
salafeta,	সালাইটে,	সালফেট,	
sonaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
monjooshree,	মঞ্জুরি,	মঞ্জুশ্রী,	
setio,	সেটিও,	সেটিও,	
iura,	ইউরা,	ইউরো,	
jeebjontu,	জীবন্তু,	জীবজন্তু,	
heriser,	হেরিসের,	হ্যারিসের,	
gajee,	গেজী,	গেজ,	
dhyaan,	ঢ্যান,	ধ্যান,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
liceensee,	লাইকেনসস,	লাইসেন্স,	
prodiip,	প্রদীপ,	প্রদীপ,	
zansa,	জান্স,	জন্স,	
santa,	সান্ত,	সান্তা,	
nischitabhabe,	নিশ্তিতভাবে,	নিশ্চিতভাবে,	
obdee,	অব্দি,	অব্দি,	
ooporoshtho,	অপরস্থ,	উপরস্থ,	
obotar,	অবতার,	অবতার,	
gandhir,	গান্ধীর,	গান্ধীর,	
bhenasha,	ভেনাস,	ভেনাস,	
songosthatike,	সংস্থাধিকে,	সংস্থাটিকে,	
danobder,	দানবদের,	দানবদের,	
israeler,	ইসরাইলের,	ইসরাঈলের,	
conphlict,	কুফলিক্ট,	কনফ্লিক্ট,	
bhittio,	ভিত্বিও,	ভিত্তিও,	
laatimer,	লাটিমের,	লাটিমের,	
