sukkho,	শুক্ষ্,	সুক্ষ্ম,	
taoonsheep,	টাউন্সিপ,	টাউনশিপ,	
karmake,	কর্মকে,	কর্মকে,	
elaakao,	এলাকাও,	এলাকাও,	
somraatra,	সম্রাত্র,	সম্রাটরা,	
prakalpao,	প্রকল্প,	প্রকল্পও,	
graambaseeo,	গ্রাম্বাস,	গ্রামবাসীও,	
lande,	লান্ডে,	ল্যান্ডে,	
vittio,	ভিত্য,	ভিত্তিও,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
isahak,	ইসহাক,	ইসাহাক,	
durgatsob,	দুর্তত্বশ,	দুর্গোৎসব,	
dhrubak,	ধ্রাবক,	ধ্রুবক,	
dokaangulotey,	দকানগুলোতে,	দোকানগুলোতে,	
baagica,	বাগিকা,	বাগিচা,	
iksaprishana,	ইক্সপ্রেশন,	এক্সপ্রেশন,	
change,	চঙ্গে,	চেঞ্জ,	
dara,	দার,	দারা,	
dijijer,	ডিজিজের,	ডিজিজের,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
teempaleeta,	টেম্পালিট,	টেম্পলেট,	
ganokantho,	গণকণ্ত,	গণকণ্ঠ,	
mousumeo,	মৌসুমে,	মৌসুমেও,	
ahong,	আজং,	অহং,	
bajite,	বাজিতে,	বাজিতে,	
sanatoni,	সানাটনি,	সনাতনী,	
bhyatikaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
nathivukta,	নথিবূখ্ত,	নথিভুক্ত,	
asaborno,	অশবর্ণ,	অসবর্ণ,	
shithilatar,	সিথিলতার,	শিথিলতার,	
opohoron,	অপহরণ,	অপহরন,	
skalastik,	স্কলাস্টিক,	স্কলাস্টিক,	
sealvi,	সেলভি,	সিলভি,	
moonim,	মুনিম,	মুনিম,	
modhumoti,	মধুমতি,	মধুমতী,	
mukhamandaley,	মুখান্ডলে,	মুখমণ্ডলে,	
farid,	ফরিদ,	ফরিদ,	
voter,	ভোটের,	ভোটার,	
partho,	পার্থ,	পার্থ,	
satorkovabe,	সতর্কভাবে,	সতর্কভাবে,	
shoreefer,	শরীফের,	শরিফের,	
catholicder,	চাচলিকদের,	ক্যাথলিকদের,	
hyper,	হিপের,	হাইপার,	
iukyaliptasha,	ইউক্যালিপেপ,	ইউক্যালিপ্টাস,	
jothartho,	জথার্থ,	যথার্থ,	
grot,	গ্রোট,	গ্রোথ,	
khilafot,	খিলাফত,	খিলাফত,	
prapokke,	প্রপপককে,	প্রাপককে,	
economeeks,	একোনমিক্স,	ইকোনমিকস,	
amarendro,	আমরেন্দ্র,	অমরেন্দ্র,	
oboshorer,	অবশরের,	অবসরের,	
oedipus,	আডিপাস,	ইডিপাস,	
jyaishtha,	জেসস্থ,	জ্যৈষ্ঠ,	
kortona,	কর্তনা,	করতনা,	
toufiq,	টৌফিক,	তৌফিক,	
seo,	সিও,	সেও,	
garden,	গারডেন,	গার্ডেন,	
kaptai,	কপপতেই,	কাপ্তাই,	
bishshash,	বিশ্বাস,	বিশ্বাস,	
torkareer,	তরকারির,	তরকারীর,	
sovanetree,	সভানেত্রী,	সভানেত্রী,	
praapokke,	প্রাপক্কে,	প্রাপককে,	
sikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
debdebi,	দেবদাবী,	দেবদেবী,	
nojoder,	নজদের,	নজদের,	
hepara,	হেপার,	হাইপার,	
amanisa,	অমনিশ,	অমানিশা,	
bhittio,	ভিত্যও,	ভিত্তিও,	
azibonoer,	আজিবনীর,	আজীবনের,	
bisnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
mg,	ম্,	এমজি,	
byomkes,	ব্যামকেস,	ব্যোমকেশ,	
sukumaree,	সুকুমারী,	সুকুমারী,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
sten,	স্টেন,	স্টেন,	
kattor,	কাটর,	কট্টর,	
yak,	যাক,	ইয়াক,	
qarlosa,	কার্লস,	কার্লোস,	
stona,	স্টোন,	স্টোন,	
mag,	মাগ,	এমএজি,	
holdim,	হোলদিং,	হোল্ডিং,	
alpoi,	আলপপই,	অল্পই,	
dharabahiker,	ধরবাহীকের,	ধারাবাহিকের,	
vaskor,	ভাস্কর,	ভাস্কর,	
jacksoner,	যক্ষণের,	জ্যাকসনের,	
durgotsave,	দুর্ততভাবে,	দুর্গোৎসবে,	
mmadhuri,	মাধুরি,	মাধুরী,	
rupantarer,	রূপন্্তরের,	রুপান্তরের,	
jeteo,	জেটেও,	যেতেও,	
nirikh,	নিরিখ,	নিরিখ,	
mmadhukkori,	মধুক্রী,	মাধুকরী,	
agomone,	অগমনে,	আগমনে,	
bagdad,	বা্দাদ,	বাগদাদে,	
agrodoot,	অগ্রদূত,	অগ্রদূত,	
wool,	ওয়াল,	উল,	
dadaa,	দাদা,	দাদা,	
code,	কোড,	কোড,	
dinar,	ডিনার,	ডিনার,	
laaishesh,	লাইসেস,	লাইসেন্স,	
wodka,	ওদকা,	ভদকা,	
pacchi,	পাচচি,	পাচ্ছি,	
parisankhyanvid,	পরিসংখ্যানিধি,	পরিসংখ্যানবিদ,	
stationey,	স্টেশনে,	ষ্টেশনে,	
assaciates,	অসসাইটেসিস,	এসোসিয়েটস,	
messenger,	মেসেঙ্গের,	মেসেঞ্জার,	
gosthyi,	গস্থি,	গোষ্ঠীই,	
dormitoree,	দর্মিতরী,	ডরমিটরি,	
objarvar,	অবজরাবার,	অবজার্ভার,	
asamanyo,	অসমান্য,	অসামান্য,	
ovarview,	অভার্ভি,	ওভারভিউ,	
atto,	আত্ত,	আত্ম,	
dakten,	ডাক্তেন,	ডাকতেন,	
bapokotor,	বাপকতর,	ব্যাপকতর,	
bolokarok,	বলককরক,	বলকারক,	
kyamone,	ক্যামেন,	কেমনে,	
komaanndar,	কমান্ডার,	কমাণ্ডার,	
oncholgulir,	অঞ্চলুলির,	অঞ্চলগুলির,	
jalrong,	জলর্ং,	জলরঙ,	
roktokkoron,	রক্তকরণ,	রক্তক্ষরণের,	
koreem,	করিম,	করিম,	
bonduk,	বন্দুক,	বন্দুক,	
uindo,	উইন্ড,	উইন্ডো,	
dibaag,	দিবাগ,	ডিবাগ,	
udiichii,	উদিচীই,	উদীচী,	
asamorik,	আসামরিক,	অসামরিক,	
paaree,	পারি,	পাড়ে,	
male,	মালে,	মালে,	
jonite,	জনিতে,	যোনীতে,	
deliwer,	ডেলিউ়ের,	ডেলিভার,	
pronoti,	প্রনটি,	প্রণতি,	
janalo,	জনল,	জানালো,	
koda,	কোডা,	কোডা,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
maailey,	মাইলে,	মাইলে,	
ducktickete,	দুক্তিকেতে,	ডাকটিকিটে,	
chalochchitratike,	চলচিত্র্তিকে,	চলচ্চিত্রটিকে,	
chheelonaa,	ছিলনা,	ছিলনা,	
amerikar,	আমেরিকার,	আমেরিকার,	
associatis,	অস্সোটিসি,	এসোসিয়েটস,	
itastato,	এৎস্টাট,	ইতস্তত,	
sahabikey,	সহবিকে,	সাহাবীকে,	
stanehenge,	স্টেনেহ্গে,	স্টোনহেঞ্জ,	
shrimoti,	শ্রীমটি,	শ্রীমতি,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
foxkon,	ফক্্ক,	ফক্সকন,	
koomari,	কোমারি,	কুমারী,	
jor,	জর,	জ্বর,	
avisongson,	অভিশংসন,	অভিশংসন,	
pragreesa,	প্রোগ্রেস,	প্রগ্রেস,	
boring,	বরিং,	বোরিং,	
gezetted,	গেজেটেট,	গেজেটেড,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
saseja,	সাসেজ,	সসেজ,	
sahazlabhbhatar,	সহহ্ভববতার,	সহজলভ্যতার,	
firoza,	ফিরোজ,	ফিরোজা,	
jarmaniteo,	জর্মনিতে,	জার্মানিতেও,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
shuparahiro,	সুপারিহু,	সুপারহিরো,	
durg,	ডার্গ,	দুর্গ,	
qota,	কোটা,	কোটা,	
ruteener,	রুটিনের,	রুটিনের,	
bondiira,	বন্দিরা,	বন্দীরা,	
pooroheetra,	পুরোহিত্র,	পুরোহিতরা,	
metropalitana,	মেত্রোপলিনা,	মেট্রোপলিটন,	
jathaarthobhaabe,	যথার্থভাবে,	যথার্থভাবে,	
dakope,	ডাকপে,	দাকোপ,	
sangostha,	সংস্থ,	সংস্থা,	
ispredseet,	এস্পার্েসট,	স্প্রেডশীট,	
baron,	বারণ,	ব্যারন,	
rakhtokkharone,	রক্ষকররণে,	রক্তক্ষরণে,	
nothivukto,	নথিভূক্ত,	নথিভুক্ত,	
vugoley,	ভুগলে,	ভূগোলে,	
karmojog,	কর্মজোগ,	কর্মযোগ,	
ispreedshit,	ইস্পররেন্টি,	স্প্রেডশীট,	
kamti,	কমতি,	কমতি,	
kkomatei,	কমাতেই,	কমাতেই,	
nodiiteyi,	নদীতেই,	নদীতেই,	
daebug,	দাবুগ,	ডিবাগ,	
enginiirs,	এনজিনির্স,	ইঞ্জিনিয়ার্স,	
seconder,	সেকন্ডের,	সেকেন্ডের,	
songbadmadhyame,	সংবাদমধ্যে,	সংবাদমাধ্যমে,	
drissogulote,	দৃশ্বগুলোতে,	দৃশ্যগুলোতে,	
imarjinsi,	ইমর্জিংশি,	এমার্জেন্সি,	
baharampoorer,	বহরমপুরের,	বহরমপুরের,	
alonkaron,	অলঙ্করণ,	অলঙ্করণ,	
kathmandu,	কাঠান্দু,	কাঠমান্ডু,	
satarkakari,	সতারককারী,	সতর্ককারী,	
saleha,	সালেহ,	সালেহা,	
joistho,	জৈষ্ঠ,	জ্যৈষ্ঠ,	
utkhater,	উৎকাতের,	উৎখাতের,	
proteesthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
modelke,	মোডলেক,	মডেলকে,	
sofy,	সফি,	সোফি,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
thakeni,	থাকেনি,	থাকেনি,	
grambasi,	গ্রাম্বাসী,	গ্রামবাসী,	
romancha,	রোমাঞ্চ,	রোমাঞ্চ,	
ashonkai,	আশনকাই,	আশঙ্কাই,	
donata,	ডোনা,	ডোনাট,	
modelin,	মোডেলিন,	মডেলিং,	
shaatjon,	স্যাট্য,	সাতজন,	
moushumti,	মৌসমিত,	মৌসুমটি,	
atorkite,	আটার্কিতে,	অতর্কিতে,	
maheendra,	মহিন্দ্র,	মাহিন্দ্রা,	
photanor,	ফটননর,	ফোটানোর,	
mogert,	মগার্ট,	মোজার্ট,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
bim,	বিম,	বিম,	
shkalashtika,	স্কলাস্টিক,	স্কলাস্টিক,	
paksenara,	পাক্সেনার,	পাকসেনারা,	
taroni,	তরণী,	তরণী,	
janomukhee,	জনমুখ্ষী,	জনমুখী,	
zuktorastreo,	যুক্তরস্ত্রে,	যুক্তরাষ্ট্রেও,	
quarter,	কুর্টের,	কোয়ার্টার,	
kabutorer,	কাবুতরের,	কবুতরের,	
ekeerokom,	একেরকম,	একইরকম,	
chitronatyokar,	চিত্রনাক্যকার,	চিত্রনাট্যকার,	
shikar,	শিকার,	শিকার,	
khannkaj,	খন্কাজ,	খননকাজ,	
soomee,	সোমি,	সুমি,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
rikondison,	রেকোদিশন,	রিকন্ডিশন,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
harris,	হ্যারিস,	হ্যারিস,	
cho,	চো,	ছোঁ,	
shoili,	শৈলি,	শৈলী,	
nilav,	নিলা,	নীলাভ,	
alaa,	আলা,	আলা,	
mumtaj,	মুমত্জ,	মুমতাজ,	
jackshon,	যক্ষণ,	জ্যাকসন,	
kirkuk,	কিরকুক,	কিরকুক,	
muchir,	মুচির,	মুচির,	
nojder,	নজদের,	নজদের,	
rothin,	রথিন,	রথীন,	
istoon,	ইস্টোন,	স্টোন,	
zubokera,	যুবকেরা,	যুবকেরা,	
pakistanira,	পাকিস্তানীরা,	পাকিস্তানীরা,	
kodguli,	কদগুলি,	কোডগুলি,	
bhangchur,	ভাঙচুর,	ভাংচুর,	
shnaipara,	স্যাইপার,	স্নাইপার,	
plusey,	প্লাইস,	প্লাসে,	
sarboshaktimaan,	সর্বস্তাকেশন,	সর্বশক্তিমান,	
asamonjoshopurno,	অসমানস্যপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
juktorashtrasaha,	যুক্তরস্ষাসা,	যুক্তরাষ্ট্রসহ,	
browser,	ব্রোসের,	ব্রাউজার,	
mmesenjar,	মেসেন্জার,	মেসেঞ্জার,	
shqolastic,	স্কলাস্টিক,	স্কলাস্টিক,	
abhidhaneek,	অভিধানিক,	অভিধানিক,	
farn,	ফরর্ন,	ফার্ন,	
nutoner,	নুটনের,	নূতনের,	
mukhamandoler,	মুখান্দলের,	মুখমণ্ডলের,	
themey,	থেমে,	থিমে,	
rigthter,	রিজ্টের,	রাইটের,	
bhabnar,	ভাবনার,	ভাবনার,	
