pulse,	পালসে,	পালস,	
graambasider,	গ্রাবাসীমাদের,	গ্রামবাসীদের,	
jyoistho,	য্যিস্থ,	জ্যৈষ্ঠ,	
horinner,	হরিনের,	হরিণের,	
mashtarsha,	মাস্টার্স,	মাস্টার্স,	
gandagol,	গণ্ডগাল,	গন্ডগোল,	
steitt,	স্টেট,	স্টেইট,	
elakaati,	এলাকাটি,	এলাকাটি,	
cheerkoot,	চিরকুট,	চিরকুট,	
dharabahiker,	ধারবাহিকের,	ধারাবাহিকের,	
informeshon,	ইনফর্মেশন,	ইনফরমেশন,	
ooporoshtho,	অপরস্থ,	উপরস্থ,	
shaushage,	সৌজেগে,	সসেজ,	
mesenjjarer,	মেশিজ্জারের,	মেসেঞ্জারের,	
carzer,	কার্যের,	চার্জের,	
horidwar,	হরিদ্বর,	হরিদ্বার,	
eeraner,	ইরানের,	ইরানের,	
gananatyo,	গণনত্য,	গণনাট্য,	
milekhaanek,	মিলেখানক,	মাইলখানেক,	
bagdadi,	বাগদাদি,	বাগদাদী,	
mujibur,	মুজিবর,	মুজিবুর,	
sangkulan,	সংকুলন,	সংকুলান,	
kathhmandute,	কাঠমন্ডুতে,	কাঠমান্ডুতে,	
volapuq,	ভোলাপুক,	ভোলাপুক,	
floodlighter,	ফ্লোডাইটার,	ফ্লাডলাইটের,	
rajballabh,	রাজবল্লা,	রাজবল্লভ,	
mitrer,	মিত্রের,	মিত্রের,	
santoshpore,	সন্তোপপুর,	সন্তোষপুর,	
sinematographar,	সিনেমোগ্রফার,	সিনেমাটোগ্রাফার,	
elakatite,	এলাকাতিতে,	এলাকাটিকে,	
samosto,	সমস্ত,	সমস্ত,	
konorup,	কনোরূপ,	কোনরূপ,	
miley,	মিলে,	মাইলে,	
cuti,	কুটি,	কিউটি,	
porishkaran,	পরিষ্কারণ,	পরিষ্করণ,	
kodorer,	কদরের,	কদরের,	
nathibhookto,	নথিিকভ্ত,	নথিভুক্ত,	
bhittitei,	ভিত্তিই,	ভিত্তিতেই,	
kamij,	কামিজ,	কামিজ,	
mukhobandho,	মুখনব্ধ,	মুখবন্ধ,	
jaanalo,	জানালো,	জানালো,	
bohudin,	বহুদিন,	বহুদিন,	
jwarer,	জ্বারের,	জ্বরের,	
kakhonyoba,	কখন্যবা,	কখনওবা,	
gosti,	গো্্টি,	গোষ্ঠী,	
gondho,	গন্ধ,	গন্ধ,	
puroheetra,	পুরহহিত্রা,	পুরোহিতরা,	
fartha,	ফার্থ,	ফার্থ,	
change,	ছঙ্গে,	চেঞ্জ,	
manab,	মনাব,	মানব,	
mmeloborrner,	মেলবর্ণের,	মেলবোর্নের,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
dokan,	ডোকান,	দোকান,	
windo,	উইন্ডো,	উইন্ডো,	
poriskoron,	পরিস্কারণ,	পরিষ্করণ,	
makhmale,	মখমালে,	মখমলে,	
unsareer,	আনসারির,	আনসারীর,	
agiboner,	অগিবনের,	আজীবনের,	
masajida,	মাজজিদা,	মসজিদ,	
santaa,	সাঁ্তা,	সান্তা,	
janaar,	জানার,	জানার,	
parijan,	পরিজন,	পরিজন,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
graambasheeo,	গ্রাম্বাসীও,	গ্রামবাসীও,	
bhittow,	ভিত্ব,	ভিত্তিও,	
elakaasoho,	এলাকাসহ,	এলাকাসহ,	
zackson,	জাকসন,	জ্যাকসন,	
shphingtar,	স্ফিংটার,	স্ফিংটার,	
phixing,	ফিকিং,	ফিক্সিং,	
siropa,	শিরপা,	শিরোপা,	
joonsa,	জুন্সা,	জোন্স,	
daja,	ডজ,	ডোজো,	
mumtazer,	মমতাজের,	মুমতাজের,	
helloin,	হেলাইন,	হ্যালোইন,	
prakalpatike,	প্রকলপতিকে,	প্রকল্পটিকে,	
angurer,	আঙ্গুরের,	আঙ্গুরের,	
byabasthar,	ব্যবস্থার,	ব্যবস্থার,	
satthikata,	সাঠিকতা,	সঠিকতা,	
shcholastiq,	স্কলাস্টিক,	স্কলাস্টিক,	
napper,	নাপের,	ন্যাপের,	
abhidhanik,	আভিধানিক,	অভিধানিক,	
jeevjontu,	জীবন্্টু,	জীবজন্তু,	
ingrejeeteo,	ইংরেজিতে,	ইংরেজিতেও,	
inapharameshhana,	ইনফর্মেশন,	ইনফরমেশন,	
gelo,	গেলো,	গেলো,	
peterer,	পিটারের,	পিটারের,	
shochindro,	শচিন্দ্র,	শচীন্দ্র,	
coda,	কোড,	কোডা,	
apadan,	অপদান,	অপাদান,	
arthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
gardeen,	গার্ডিন,	গার্ডেন,	
prottokhobhabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
shiropar,	শিরপার,	শিরোপার,	
ministara,	মিনিস্টার,	মিনিস্টার,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
saptahokal,	সপ্তাহকাল,	সপ্তাহকাল,	
loombinee,	লম্বিনী,	লুম্বিনী,	
fridom,	ফ্রিডম,	ফ্রীডম,	
toki,	টোকি,	তকি,	
modelti,	মোদেলটি,	মডেলটি,	
diniphition,	ডিনিফিশন,	ডেফিনেশন,	
mosjidsaho,	মসজিদশসহ,	মসজিদসহ,	
opargota,	অপর্গট,	অপারগতা,	
bonvumi,	বনভূমি,	বনভূমি,	
sollallhu,	সল্লাল্লুহ,	সল্লাল্লাহু,	
muhammader,	মুহাম্মাদের,	মুহম্মদের,	
bisheshshyer,	বিশেষ্যের,	বিশেষ্যের,	
boponer,	বপনের,	বপনের,	
shombhobonaao,	সম্ভব্বাও,	সম্ভবনাও,	
sooraarop,	সুরারোপ,	সুরারোপ,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
turqmen,	তার্কমেন,	তুর্কমেন,	
ansarir,	আনসারির,	আনসারীর,	
daver,	ডাভের,	ডোভার,	
sahoocorzoe,	সহুসর্যে,	সাহচর্যে,	
oncholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
drissogoolo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
asabhya,	অসভ্য,	অসভ্য,	
herpher,	হারফের,	হেরফের,	
gara,	গা,	গোর,	
taholei,	তহলেই,	তাহলেই,	
haak,	হাক,	হুক,	
koonti,	কুনটি,	কুন্তী,	
soshorire,	সশরীরে,	সশরীরে,	
shotokeo,	শতকেও,	শতকেও,	
liceensee,	লিসেন্সে,	লাইসেন্স,	
mosjidti,	মসজিদটি,	মসজিদটি,	
attobishwasi,	অত্তবিস্বাসী,	আত্মবিশ্বাসী,	
skyirt,	স্কার্ট,	স্কার্ট,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
mootar,	মোটার,	মুতার,	
laishenshe,	লাইসেস্সে,	লাইসেন্স,	
nirikha,	নিরিখা,	নিরিখ,	
korkotkraanti,	করককতর্ন্টি,	কর্কটক্রান্তি,	
foloshruti,	ফলস্রুতি,	ফলশ্রুতি,	
pactar,	পাঁচটার,	পাঁচটার,	
sarbopori,	সর্বোপরি,	সর্বোপরী,	
uposhthit,	উপস্থিত,	উপস্থিত,	
talgaachh,	তালগাঁ,	তালগাছ,	
piroojalee,	পিরোজালি,	পিরুজালী,	
ekoghoore,	একঘুরে,	একঘরে,	
engreziteo,	ইংরেজিতে,	ইংরেজিতেও,	
kaansaater,	কাঁসাতের,	কানসাটের,	
odhuna,	অধুনা,	অধুনা,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
sikkhakbrinda,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
udvabaney,	উদ্ভবনে,	উদ্ভাবনে,	
iston,	ইস্টন,	স্টোন,	
chaudhuriyo,	চৌধুরিও,	চৌধুরীও,	
chalochchitragulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
ranangoney,	রণাঙ্গনে,	রণাঙ্গনে,	
chaabir,	ছবির,	চাবির,	
ray,	রে,	রায়,	
ddheke,	ঢেঁকে,	ঢেকে,	
okhhunno,	অখুন্ন,	অক্ষুণ্ণ,	
sylvi,	সিলভি,	সিলভি,	
swastir,	স্বাস্তির,	স্বস্তির,	
iqbaler,	ইকবলের,	ইকবালের,	
nama,	নাম,	নমো,	
byaasalt,	ব্যাসলট,	ব্যাসল্ট,	
daacktickete,	ডাক্তিকেটে,	ডাকটিকিটে,	
surokarder,	সুরকরদের,	সুরকারদের,	
telaakucha,	তেলাকুছা,	তেলাকুচা,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
akik,	একিক,	আকিক,	
geejeeteeda,	জেজেটেড,	গেজেটেড,	
porishkoron,	পরিষ্করণ,	পরিষ্করণ,	
arik,	এরিক,	আরিক,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
somudrotote,	সমুদ্রততে,	সমুদ্রতটে,	
abortey,	আবর্তে,	আবর্তে,	
byanger,	ব্যাঙ্গের,	ব্যাঙের,	
elakai,	এলাকাই,	এলাকাই,	
neerbachoker,	নির্বাচকের,	নির্বাচকের,	
karore,	কারে,	কারোর,	
thar,	থের,	থর,	
nojder,	নজদের,	নজদের,	
kommppito,	কম্পিত,	কম্পিত,	
harysoner,	হরিসনের,	হ্যারিসনের,	
shilpojato,	শিল্পজাত,	শিল্পজাত,	
hypar,	হাইপার,	হাইপার,	
pachak,	পাচক,	পাচক,	
karmakarer,	কর্মকারের,	কর্মকারের,	
abosaney,	আবসানে,	অবসানে,	
bangyer,	বঙ্গের,	ব্যাঙের,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
sansthatir,	সংস্থাটির,	সংস্থাটির,	
maradeha,	মারদেহ,	মরদেহ,	
parry,	প্যারি,	পেরি,	
birishirite,	বিরিসীরিতে,	বিরিশিরিতে,	
grambaseeder,	গ্রাহ্বাসীদের,	গ্রামবাসীদের,	
promothesh,	প্রমথেস,	প্রমথেশ,	
monjile,	মঞ্জিলে,	মঞ্জিলে,	
kumarir,	কুমারির,	কুমারীর,	
shov,	শাও,	শো,	
natnikey,	নাটিনকে,	নাতনীকে,	
ketechila,	কেটেছিল,	কেটেছিল,	
stane,	স্তনে,	স্টোন,	
spashtotai,	স্পষ্টটাই,	স্পষ্টতই,	
abosan,	আবসান,	অবসান,	
kolahal,	কলাহল,	কোলাহল,	
nirapattamulak,	নিরাপততমূূলক,	নিরাপত্তামূলক,	
kyamone,	ক্যামনে,	কেমনে,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
ralafa,	রালাফ,	রালফ,	
visnu,	বিষ্ণু,	বিষ্ণু,	
samanwitabhabey,	সমানিতভাবে,	সমন্বিতভাবে,	
apachesta,	অপচেষ্টা,	অপচেষ্টা,	
kingdom,	কিংগম,	কিংডম,	
silvi,	সিলভি,	সিলভি,	
baasa,	বাসা,	বাসা,	
eukalyptus,	ইকাল্যপ্টাস,	ইউক্যালিপ্টাস,	
charukola,	চারুকোলা,	চারুকলা,	
iranayer,	ইরানের,	ইরানের,	
uponishoder,	উপনিশদের,	উপনিষদের,	
venom,	ভেনম,	ভেনম,	
abarte,	আবর্তে,	আবর্তে,	
mail,	মেল,	মাইল,	
lazika,	লাজিক,	লজিক,	
pituni,	পিতুনি,	পিটুনি,	
assaciates,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
aaziz,	আজিজ,	আজিজ,	
alexandar,	আলেকাসনার্ড,	আলেকজান্ডার,	
turkey,	তুর্কে,	তুর্কি,	
faskari,	ফাসকারি,	ফাঁসকারী,	
adbhanced,	অ্যাডভেন্ড,	অ্যাডভান্সড,	
janasangjog,	জনসঙ্গ,	জনসংযোগ,	
ameettrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
kanflict,	কাফালিক্ট,	কনফ্লিক্ট,	
juboksoho,	যুবকসহ,	যুবকসহ,	
oswasteekor,	অস্বস্তিকর,	অস্বস্তিকর,	
sahajlabhbhotar,	সহজ্লভভ্তর,	সহজলভ্যতার,	
creedit,	ক্রিডিট,	ক্রেডিট,	
shikhar,	শিখর,	শিকার,	
jilyand,	জিল্যান্ড,	জিল্যান্ড,	
rubi,	রুবি,	রুবি,	
iyutha,	ইউথ,	ইয়ুথ,	
bethik,	বাথিক,	বেঠিক,	
dwip,	ড্ইপ,	দীপ,	
marmaader,	মারমাদের,	মারমাদের,	
halding,	হাল্ডিং,	হোল্ডিং,	
plak,	প্লক,	প্ল্যাক,	
directorate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
ardasha,	আর্ডস,	আর্দশ,	
shkora,	স্কোর,	স্কোর,	
bhaabaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
ibhil,	এভিল,	ইভিল,	
quarter,	ক্যার্টার,	কোয়ার্টার,	
