durgotsave,	দুর্গতভাবে,	দুর্গোৎসবে,	
dinnar,	ডিন্নার,	ডিনার,	
oitihyer,	ঐতিহের,	ঐতিহ্যের,	
hook,	হুক,	হুক,	
score,	স্কোর,	স্কোর,	
carpet,	চারপেট,	কার্পেট,	
byaboharkarike,	ব্যবহারকারিকে,	ব্যবহারকারীকে,	
projanankal,	প্রজানকাল,	প্রজননকাল,	
mirakeela,	মিরাকেলা,	মিরাকেল,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
nirbaho,	নির্বাহ,	নির্বাহ,	
gandharir,	গান্ধারীর,	গান্ধারীর,	
ssahocorzo,	সহসার্য,	সাহচর্য,	
maldava,	মালদোভা,	মলদোভা,	
thyachar,	থ্যাচার,	থ্যাচার,	
soceitytey,	সোসিতেতে,	সোসাইটিতে,	
digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
fud,	ফুড,	ফুড,	
shikarke,	শ্বাকরকে,	শিকারকে,	
deilee,	ডেলে,	ডেইলি,	
hamasa,	হামাস,	হোমস,	
gunje,	গুঞ্জ,	গুঁজে,	
jansha,	জানস,	জন্স,	
juddhahato,	যুদ্ধাহত,	যুদ্ধাহত,	
juktorastroshoho,	যুক্তরাসরসহ,	যুক্তরাষ্ট্রসহ,	
shoo,	শু,	শো,	
fastara,	ফাস্টার,	ফস্টার,	
phimela,	ফাইমেল,	ফিমেল,	
maunjiley,	মঞ্জিলে,	মঞ্জিলে,	
durga,	দুর্গা,	দুর্গ,	
granthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
phiksim,	ফক্সিং,	ফিক্সিং,	
kormoi,	কর্মই,	কর্মই,	
shikhechi,	শিখেছি,	শিখেছি,	
ucchosito,	উচ্চশিত,	উচ্ছসিত,	
madhoboir,	মাধবার,	মাধবীর,	
teemothi,	তিমথি,	টিমোথি,	
juktarashtrasaha,	যুক্তরাসরসহ,	যুক্তরাষ্ট্রসহ,	
khappar,	খাপার,	খপ্পর,	
oorgho,	অর্ঘ,	অর্ঘ্য,	
goodamjato,	গুদমাজত,	গুদামজাত,	
abheedhaaneec,	অভিধানিক,	অভিধানিক,	
spredashita,	স্প্রদশিত,	স্প্রেডশীট,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
qarlosa,	কার্সো,	কার্লোস,	
keui,	কেই,	কেউই,	
jatharthobhabe,	যথারথভাবে,	যথার্থভাবে,	
atorkite,	অ্যার্কিটে,	অতর্কিতে,	
uthhaane,	উঠানে,	উঠানে,	
soundarja,	সৌন্দর্য,	সৌর্ন্দয্য,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
deool,	ডিউল,	দেউল,	
elakaai,	এলাকাই,	এলাকাই,	
godamjat,	গদমাজাত,	গুদামজাত,	
kalengga,	কলেজগা,	কালেঙ্গা,	
shkora,	স্কোরা,	স্কোর,	
istara,	ইস্টার,	ইস্টার,	
robot,	রোবট,	রোবোট,	
drissoteer,	দৃশ্যতির,	দৃশ্যটির,	
graambasee,	গ্রামবাসী,	গ্রামবাসী,	
jesha,	জেস,	জেস,	
shringge,	শ্রীঙ্গে,	শৃঙ্গে,	
seet,	স্টেট,	সিট,	
evil,	এভিল,	ইভিল,	
ansarir,	আনসারির,	আনসারীর,	
falok,	ফলক,	ফলক,	
karlo,	করলো,	কার্লো,	
madraji,	মদ্রাজী,	মাদ্রাজি,	
yucalyptush,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
songhar,	সংঘার,	সংহার,	
shikkhakder,	শিক্ষকদের,	শিক্ষকদের,	
radhanogor,	রাধানোর,	রাধানগর,	
chittronattokar,	চিত্রনাট্যকরার,	চিত্রনাট্যকার,	
meg,	মেগ,	মেগ,	
bishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
nirmaankaaj,	নির্মাঞজা,	নির্মাণকাজ,	
bosturyi,	বস্তুরি,	বস্তুরই,	
serverty,	সার্ভার্টি,	সার্ভারটি,	
moshjidtike,	মস্জিদিতকে,	মসজিদটিকে,	
creshcent,	ক্রেসেেন্ট,	ক্রিসেন্ট,	
byaboharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
manzurul,	মঞ্জুুল,	মনজুরুল,	
decke,	ডেক,	ডেকে,	
ovishangsan,	অভিসংশন,	অভিশংসন,	
brinde,	ব্রিন্ড,	বৃন্দ,	
nirbaha,	নির্বাহ,	নির্বাহ,	
militaryte,	মিলিটারিটে,	মিলিটারিতে,	
bahati,	বাহটি,	বাহাতি,	
phiksha,	ফিক্স,	ফিক্স,	
sorajur,	সরাজুর,	সরযূর,	
durg,	দার্গ,	দুর্গ,	
akkas,	এক্াস,	আককাস,	
chalesi,	চলেি,	চলেছি,	
chondrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
militarir,	মিলিটারির,	মিলিটারির,	
elakatikay,	এলাকটিকে,	এলাকাটিকে,	
himi,	হিমি,	হিমি,	
mahindra,	মহীন্দ্র,	মাহিন্দ্রা,	
hijriite,	হিজরিতে,	হিজরীতে,	
siddhante,	সিদ্ানন্তে,	সিদ্ধান্তে,	
ongshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
ranadip,	রণাদিপ,	রণদীপ,	
mulor,	মুলোর,	মুলোর,	
tala,	তালা,	তালা,	
ganonatto,	গণণাব্য,	গণনাট্য,	
korkatkranti,	কর্কার্টনরটি,	কর্কটক্রান্তি,	
chaalabi,	চালাবি,	চালাবে,	
bypass,	বিপাশ,	বাইপাস,	
drissogulo,	দৃশ্যুগল,	দৃশ্যগুলো,	
marryir,	মেরির,	ম্যারির,	
potengar,	পোটেঞ্জার,	পতেঙ্গার,	
mitrer,	মিটরের,	মিত্রের,	
sorsa,	সর্ষা,	সোর্স,	
kemonay,	কেমনে,	কেমনে,	
gobeshonar,	গবেষণার,	গবেষনার,	
kanooner,	কানুরের,	কানুনের,	
suparichito,	সুপারীচ্য,	সুপরিচিত,	
noiteek,	নৈতিক,	নৈতিক,	
saainyo,	সাইন্য,	সৈন্য,	
monmotho,	মন্থম,	মন্মথ,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
naditi,	নদীতী,	নদীটি,	
agrodut,	অগ্রদুত,	অগ্রদূত,	
auncholo,	আঞছল,	অঞ্চলও,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
vangchur,	ভাঙচুর,	ভাংচুর,	
bildara,	বিল্ডার,	বিল্ডার,	
jemy,	জেমি,	জেমি,	
mahajote,	মহাজমতে,	মহাজোট,	
fand,	ফ্যান্ড,	ফান্ড,	
badei,	বাদেই,	বাদেই,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
uposthit,	উপস্থিত,	উপস্থিত,	
drishyagulote,	দৃশ্যুগলতে,	দৃশ্যগুলোতে,	
gaddafee,	গাদ্ফাফি,	গাদ্দাফী,	
degreer,	ডিগ্রীর,	ডিগ্রির,	
di,	ডি,	দিই,	
juktarashtrosaha,	যুক্তরাসরসহ,	যুক্তরাষ্ট্রসহ,	
alngkoron,	অল্করণ,	অলঙ্করণ,	
grambaaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
soomitrar,	সমিত্রার,	সুমিত্রার,	
kishti,	কিস্তি,	কিস্তি,	
jeebjontu,	জীবনযুত্ত,	জীবজন্তু,	
gostii,	গস্তী,	গোষ্ঠীই,	
traytey,	ট্রাইটে,	ট্রেতে,	
proshtutkarok,	প্রস্তুতকারক,	প্রস্তুতকারক,	
horas,	হরাস,	হোরাস,	
toroon,	তরুন,	তরুন,	
shakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
uponeesoder,	উপনিদেশদের,	উপনিষদের,	
parishrom,	পরিস্রোম,	পরিশ্রম,	
pratisthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
obodamoner,	অবদামনের,	অবদমনের,	
aswasteekor,	অস্বাস্তিকর,	অস্বস্তিকর,	
eshoshiyetasha,	এসিসিয়েশা,	এসোসিয়েটস,	
eidaning,	এইডানিং,	ইদানীং,	
chalochchitragulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
mailer,	মেলের,	মেইলের,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
baarbadoj,	বারবাদোজ,	বার্বাডোজ,	
scoore,	স্কোর,	স্কোর,	
thakani,	থাকানি,	থাকেনি,	
biswashwo,	বিশ্বস্ব,	বিশ্বাসও,	
romantic,	রোমান্টিক,	রোমান্টিক,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
taunship,	তাউন্সিপ,	টাউনশিপ,	
nirapekkho,	নিরাপেক্ষ,	নিরপেক্ষ,	
dhyan,	ধ্যান,	ধ্যান,	
bahal,	বহল,	বহাল,	
madrasa,	মাদরাসা,	মাদ্রাসা,	
aairis,	আইরিশ,	আইরিস,	
tersa,	টার্স,	টেরেসা,	
fal,	ফল,	ফল,	
afjol,	আফজল,	আফজল,	
malaika,	মালাইকা,	মালাইকা,	
rajbondi,	রাজবন্দী,	রাজবন্দী,	
ministara,	মিনিস্টার,	মিনিস্টার,	
shahabike,	সাহাবিকে,	সাহাবীকে,	
prodip,	প্রদিপ,	প্রদীপ,	
kota,	কোটা,	কোটা,	
upobasee,	উপবাসী,	উপবাসী,	
phorex,	ফরেক্স,	ফরেক্স,	
maniktala,	মণিকতলা,	মানিকতলা,	
makhmale,	মাখমালে,	মখমলে,	
jonomukhee,	জনমুখী,	জনমুখী,	
nagalyand,	নগগল্যান্ড,	নাগাল্যান্ড,	
shrabasti,	শ্রবশ্তি,	শ্রাবস্তী,	
coner,	কোনের,	কনের,	
kobutorer,	কবিতরের,	কবুতরের,	
observer,	অব্বারের,	অবজার্ভার,	
prakalpeo,	প্রকালপু,	প্রকল্পেও,	
pujita,	পুজিত,	পুজিত,	
jaaluk,	জালুক,	জ্বলুক,	
juboke,	যুবকে,	যুবকে,	
onektai,	অনেকটাই,	অনেকটাই,	
durger,	দুর্গের,	দুর্গের,	
muktoome,	মুক্তমে,	মাকতুম,	
oncholtee,	অঞ্চলতি,	অঞ্চলটি,	
rajtantro,	রাজতন্ত্র,	রাজতন্ত্র,	
abhishangson,	অভিসংশন,	অভিশংসন,	
ancholke,	অঞ্চলকে,	অঞ্চলকে,	
mojlish,	মজলিস,	মজলিশ,	
bandhutwo,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
dap,	ডপ,	ড্যাপ,	
parisankhyanbid,	পরিসংখ্যাবন্দ,	পরিসংখ্যানবিদ,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
oiteejyer,	ঐতিজ্যের,	ঐতিহ্যের,	
male,	মালে,	মালে,	
karmosampadon,	কর্মসম্পদন,	কর্মসম্পাদন,	
chalkee,	চলকি,	চালকে,	
naper,	নাপের,	ন্যাপের,	
chheelonaa,	ছিলনা,	ছিলনা,	
daayitto,	দৈত্য,	দায়িত্ব,	
durotaumo,	দূরতম,	দূরতম,	
pancbaar,	পাঁচবার,	পাঁচবার,	
laesens,	লেসন্স,	লাইসেন্স,	
atmabiswasi,	আত্মবিশসবী,	আত্মবিশ্বাসী,	
shringey,	শ্রীগে,	শৃঙ্গে,	
mukhomondoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
prakalpatike,	প্রকলপপতিকে,	প্রকল্পটিকে,	
besooro,	বেশুরও,	বেসুর,	
notunotto,	নতুনত্ব,	নতুনত্ব,	
shansthati,	সংস্থাটি,	সংস্থাটি,	
pratista,	প্রতিষ্টা,	প্রতিষ্টা,	
gorrer,	গরের,	গোরের,	
aashtikotaa,	আস্তিকটা,	আস্তিকতা,	
skolarseep,	স্কলারশিপ,	স্কলারশিপ,	
rupantar,	রূপান্তর,	রুপান্তর,	
ancholtike,	অঞ্চলতিকে,	অঞ্চলটিকে,	
bonaa,	বোনা,	বোনা,	
obeekol,	অবিকল,	অবিকল,	
hostantor,	হস্তান্তর,	হস্তান্তর,	
siqhar,	শিখার,	শিকার,	
qyathaliqa,	ক্যাথলিকা,	ক্যাথলিক,	
harysher,	হরিশের,	হ্যারিসের,	
agrodoot,	অগ্রোদুত,	অগ্রদূত,	
liseensee,	লিসেন্স,	লাইসেন্স,	
thakey,	থাকে,	থাকে,	
somratder,	সম্রাদদের,	সম্রাটদের,	
mugdhota,	মুগ্ধতা,	মুগ্ধতা,	
divya,	দিব্য,	দিব্যা,	
abhidhaneeck,	আভিধানিক,	অভিধানিক,	
definisian,	ডেফিনিশন,	ডেফিনেশন,	
karo,	কারও,	করো,	
gez,	গেজ,	গেজ,	
gosthi,	গোষ্ঠী,	গোষ্ঠী,	
