duburyra,	দুবুরীরা,	ডুবুরিরা,	
amstrong,	আম্্ট্রজ,	আর্মস্ট্রং,	
deraa,	দেরা,	ডেরা,	
omarjeeto,	অমর্জিত,	অমার্জিত,	
teknokrat,	টেকনকরণট,	টেকনোক্র্যাট,	
deul,	ডিউল,	দেউল,	
byaboharkareeke,	ব্যবহারকারী,	ব্যবহারকারীকে,	
sumo,	সুমো,	সুমো,	
ganoporibahon,	গণপুরিবাহন,	গণপরিবহন,	
schalarship,	স্কলারশিপ,	স্কলারশিপ,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
moqam,	মোকম,	মোকাম,	
thar,	থার,	থর,	
arakani,	আরকানী,	আরাকানী,	
iuqyaliptasa,	ইউক্যালিপ্টস,	ইউক্যালিপ্টাস,	
ohalyar,	অলার,	অহল্যার,	
rilayensha,	রিলেনাসা,	রিলায়েন্স,	
monzhostho,	মঞ্জস্থ্য,	মঞ্চস্থ,	
hailo,	হইল,	হইল,	
mahey,	মহে,	মাহে,	
ghaghat,	ঘাঘাত,	ঘাঘট,	
credit,	ক্রেডিট,	ক্রেডিট,	
pratijogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
nogonyo,	নগণনয,	নগণ্য,	
gasthii,	গাষ্ঠী,	গোষ্ঠীই,	
ula,	উলা,	উল,	
shefa,	সেফ,	শেফ,	
songosthati,	সংস্থাসিতি,	সংস্থাটি,	
chuti,	চুতি,	ছুটি,	
tatira,	তাটিরা,	তাঁতিরা,	
jibanjapon,	জীবন্যপান,	জীবনযাপন,	
eqsapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
moshjidke,	মসজীদিকে,	মসজিদকে,	
treend,	ট্রিন্ড,	ট্রেন্ড,	
songhitar,	সংঘীতার,	সংহিতার,	
sibiai,	সিবিই,	সিবিআই,	
pholo,	ফলল,	পোলো,	
noitik,	নইতিক,	নৈতিক,	
park,	পার্ক,	পার্ক,	
naubom,	নৌম,	নবম,	
asaciates,	অ্যাসিটিকেস,	এসোসিয়েটস,	
bongshokey,	বংশকে,	বংশকে,	
fanse,	ফ্যান্স,	ফাঁসে,	
lampot,	লাম্প্,	লম্পট,	
horus,	হরুস,	হোরাস,	
nirantar,	নিরা্তার,	নিরন্তর,	
soleel,	সলিল,	সলিল,	
uparjaner,	উপার্জনের,	উপার্জনের,	
lobbyte,	লব্বিতে,	লবিতে,	
mukhbaundho,	মুখ্ব্যদ,	মুখবন্ধ,	
drissotir,	দৃশ্যটির,	দৃশ্যটির,	
shekarone,	শেকারনে,	সেকারণে,	
reesideencee,	রেসিডেন্সি,	রেসিডেন্স,	
potchitra,	পথ্চিত্র,	পটচিত্র,	
dhyanastha,	ধ্যানস্থা,	ধ্যানস্থ,	
ajijer,	আজিজের,	আজিজের,	
hepetaitisa,	হেপেটিপিস,	হেপাটাইটিস,	
ojuhat,	অজুহা,	অজুহাত,	
gonosochetonota,	গণশুক্ষাপন্ন,	গণসচেতনতা,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
scholarship,	স্কলারশিপ,	স্কলারশিপ,	
joneser,	জনিসের,	জোন্সের,	
yauth,	যৌথ,	ইয়ুথ,	
krisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
chess,	চেস,	চেস,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
jatinkey,	জাতিনকে,	যতীনকে,	
aipiela,	আপিপাল,	আইপিএল,	
nirapekkhotaar,	নিরোপেকচারার,	নিরপেক্ষতার,	
koommatei,	কোমেটে,	কমাতেই,	
bufer,	বুফের,	বাফার,	
ongkita,	অংকিত,	অঙ্কিতা,	
sabhanetri,	সভানেত্রী,	সভানেত্রী,	
netherlande,	নেথারল্যান্ডস,	নেদারল্যান্ডে,	
orghyo,	অর্ঘ্য,	অর্ঘ্য,	
ajija,	আজিজা,	আজিজা,	
phoolkopi,	ফুলোক্সি,	ফুলকপি,	
chaudhoorir,	চৌধুরির,	চৌধুরীর,	
azibonoer,	অজিবনের,	আজীবনের,	
shikkhakbrindo,	শিক্ষাকবিন্ধ,	শিক্ষকবৃন্দ,	
nagorikra,	নগরীকার,	নাগরিকেরা,	
eukalyptush,	ইউক্লপ্তিং,	ইউক্যালিপ্টাস,	
addabaj,	আদ্রাজ,	আড্ডাবাজ,	
hoil,	হইল,	হইল,	
soptahokal,	সপ্তাশাল,	সপ্তাহকাল,	
chhutite,	ছুটিতে,	ছুটিতে,	
oiteejyer,	ঐতিজের,	ঐতিহ্যের,	
patzat,	পাটাগা,	পাটজাত,	
sikare,	শিকারে,	শিকারে,	
abdoor,	আবদুর,	আবদুর,	
hatodaridra,	হতোরেডিরা,	হতদরিদ্র,	
chaktir,	চক্তির,	চাকতির,	
yoneetey,	ইনেতে,	যোনীতে,	
patthkrom,	পাঠ্যকর্ম,	পাঠক্রম,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
oncholo,	অঞ্চল,	অঞ্চলও,	
debdebi,	দিবদ্বী,	দেবদেবী,	
bagdade,	বাজদাদে,	বাগদাদে,	
dor,	ডোর,	দোর,	
goteerodh,	গোতিরোধ,	গতিরোধ,	
shibraj,	শিব্রাজ,	শিবরাজ,	
graambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
parikha,	পরিখা,	পরিখার,	
hanttey,	হান্টে,	হাঁটতে,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
oitijjo,	ঐতিহ্য,	ঐতিহ্য,	
rights,	রিইটস,	রাইটস,	
tarabaina,	তরবেবিন,	টারবাইন,	
ghaghot,	ঘাঘত,	ঘাঘট,	
shotokei,	শতথকে,	শতকেই,	
koota,	কোটা,	কোটা,	
akkhunno,	অক্ষুন্ন,	অক্ষুণ্ণ,	
kormosongsthaner,	কর্মসংস্থানে,	কর্মসংস্থানের,	
besooro,	বেশরও,	বেসুর,	
byboshthar,	ব্যবস্থার,	ব্যাবস্থার,	
aparogata,	অপরগত,	অপারগতা,	
themeke,	থেমেকে,	থিমকে,	
byaasalt,	ব্যাসত,	ব্যাসল্ট,	
dinnar,	দিনর,	ডিনার,	
bukhari,	বুখারী,	বুখারি,	
perry,	পেরি,	পেরি,	
lajikar,	লাজিকার,	লজিকের,	
jyesttha,	জিস্ঠ্যা,	জ্যেষ্ঠা,	
raktaksharaner,	রক্তকক্ষণের,	রক্তক্ষরণের,	
eekbalke,	ইক্লালকে,	ইকবালকে,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
uponishoder,	উপনিশদের,	উপনিষদের,	
talgaachh,	তোলাচা,	তালগাছ,	
ispredsheet,	স্প্রেশিত,	স্প্রেডশীট,	
gabhaaskaar,	গভাষকরা,	গাভাস্কার,	
mucus,	মুকাস,	মিউকাস,	
rupdan,	রূপার,	রুপদান,	
arthurer,	অর্চুরের,	আর্থারের,	
chalaabi,	চালাবি,	চালাবে,	
marufer,	মরুফের,	মারুফের,	
songkoloney,	সংখল্ে,	সংকলনে,	
babul,	বাবুল,	বাবুল,	
jounatar,	যৌনতার,	যৌনতার,	
protjogiita,	প্রত্যোজিত,	প্রতিযোগীতা,	
savanetri,	সভানেত্রী,	সভানেত্রী,	
gronthao,	গ্রন্থাও,	গ্রন্থও,	
fatakasto,	ফটকাস্ট,	ফাটাকেষ্ট,	
tahalei,	তহলেই,	তাহলেই,	
ester,	এস্টের,	ইস্টার,	
dhhabi,	ঢাবী,	ঢাবি,	
tarani,	তরণী,	তরণী,	
noditir,	নদীতীর,	নদীটির,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
bitolser,	বিটলসের,	বিটলসের,	
sahojlovyotar,	সহজোোজ্যতার,	সহজলভ্যতার,	
times,	টিইমস,	টাইমস্,	
ruby,	রুবি,	রুবী,	
vastuvad,	বস্তুভোদ,	বস্তুবাদ,	
ghatir,	ঘাতির,	ঘাটির,	
seramiqs,	সেরামিস্ক,	সিরামিকস,	
jokey,	যোকে,	জকি,	
zubokder,	যুবকদের,	যুবকদের,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
matorom,	মাটারম,	মাতরম,	
silbhee,	সিলভী,	সিলভি,	
sosa,	শসা,	শশা,	
footballerder,	ফুটবলালাদের,	ফুটবলারদের,	
dhikrito,	ধিকৃত,	ধিকৃত,	
bauger,	বাগের,	বাগের,	
joubanbati,	যৌবন্তী,	যৌবনবতী,	
kraim,	ক্রাইম,	ক্রাইম,	
sarbhaare,	সর্ভারে,	সার্ভারে,	
besirbhagi,	বেশীরভাগি,	বেশিরভাগই,	
baharamporer,	বহরর্মপুরের,	বহরমপুরের,	
vvejaano,	ভেজাজপু,	ভেজানো,	
ekatto,	একত্্ত,	একাত্ব,	
vogni,	ভঙ্গী,	ভগ্নী,	
torabganj,	তরাঙবগঞ্জ,	তোরাবগঞ্জ,	
koushalgato,	কৌশলাট,	কৌশলগত,	
horidbare,	হরিদ্বাবে,	হরিদ্বারে,	
teemur,	টিমুর,	তিমুর,	
bamoni,	বামণী,	বামনী,	
khuni,	খুণি,	খুনি,	
raagkey,	রাগকে,	রাগকে,	
bird,	বীর্ড,	বার্ড,	
thaakte,	থাকতে,	থাকতে,	
uposthitir,	উপস্থিতির,	উপস্থিতির,	
pracharana,	প্রচারণা,	প্রচারণা,	
metroopalitana,	মেট্রোফিটেশন,	মেট্রোপলিটন,	
turkmen,	টুর্কমেন,	তুর্কমেন,	
daakteekit,	ডাক্তিকৃত,	ডাকটিকিট,	
stonahenza,	স্তনাাজ্য,	স্টোনহেঞ্জ,	
megh,	মেঘ,	মেঘ,	
prachin,	প্রাচীন,	প্রাচীন,	
suporichito,	সুপরিছিত,	সুপরিচিত,	
canflict,	ক্যাপচিট,	কনফ্লিক্ট,	
ovinetar,	অভিনেটার,	অভিনেতার,	
neerbaho,	নির্বাহ,	নির্বাহ,	
konader,	কোনেডের,	কণাদের,	
oncholgoolote,	অঞ্চলুগতলে,	অঞ্চলগুলোতে,	
shektara,	সেক্টরা,	সেক্টর,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
durgatsober,	দুর্গকতারের,	দুর্গোৎসবে,	
jillul,	জিল্ুল,	জিল্লুল,	
pituni,	পিতুনী,	পিটুনি,	
daakticketer,	দাক্তিকেতের,	ডাকটিকিটের,	
garner,	গার্নের,	গার্নার,	
karmoi,	কর্মই,	কর্মই,	
laala,	লালা,	লালা,	
shitey,	শীটে,	শীতে,	
gananatya,	গণনাট্য,	গণনাট্য,	
somaazeri,	সমাজারী,	সমাজেরই,	
oitijjhey,	ঐতিহ্যাসী,	ঐতিহ্যে,	
candi,	ক্যান্ডি,	ক্যান্ডি,	
kuchir,	কুচির,	কুচির,	
sikkhakromer,	শিক্ষাক্রমে,	শিক্ষাক্রমের,	
abhidhaner,	অভিধানের,	অভিধানের,	
cholechi,	চলেছি,	চলেছি,	
ajim,	আজিং,	আজিম,	
shikkhagato,	শিক্ষগতা,	শিক্ষাগত,	
swalpa,	স্বল্প,	স্বল্প,	
saarbhaare,	সারভারে,	সার্ভারে,	
mmadhuri,	মমুদিরি,	মাধুরী,	
dankan,	ডাঁকান,	ডানকান,	
nilkomol,	নিকোটাল,	নীলকমল,	
bhittimool,	ভিত্রিফূল,	ভিত্তিমূল,	
brookolin,	ব্রোকোলিন,	ব্রুকলিন,	
asociatis,	অসুকেটিস,	এসোসিয়েটস,	
wedanta,	বেডন্ত,	বেদান্ত,	
spredasita,	স্প্রেসিক,	স্প্রেডশীট,	
boudhheer,	বৌধিধ,	বৌদ্ধের,	
pro,	প্রো,	প্রো,	
sahapathike,	সহপাঠীকে,	সহপাঠীকে,	
nathibhuktir,	নথিভুক্ত,	নথিভুক্তির,	
natshi,	নাটসসি,	নাত্সি,	
shringe,	শৃর্লে,	শৃঙ্গে,	
pallar,	পালার,	পাল্লার,	
phixing,	ফিকিং,	ফিক্সিং,	
ezenda,	এজেন্ড,	এজেন্ডা,	
zhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
musalmanderkey,	মুসাস্নাদ্রভা,	মুসলমানদেরকে,	
dephinesana,	ডেফিনিশান,	ডেফিনেশন,	
tecno,	টেকনো,	টেকনো,	
debdebee,	দিবদ্বী,	দেবদেবী,	
pleeta,	প্লেট,	প্লেট,	
aamude,	আমুদে,	আমুদে,	
aksathe,	এক্াচে,	একসাথে,	
eucalyptus,	ইউক্লাপিটাস,	ইউক্যালিপ্টাস,	
shaalehaa,	সালেহা,	সালেহা,	
totokson,	ততক্ষণ,	ততক্ষন,	
dhrubaker,	ধৃকভারের,	ধ্রুবকের,	
sompadon,	সম্পাদন,	সম্পাদন,	
nations,	নেযানশন,	নেশনস,	
longhaner,	লঙ্ঘনের,	লংঘনের,	
dharabahikbhabey,	ধারবাহিকভাবে,	ধারাবাহিকভাবে,	
ashankai,	আসানকে,	আশঙ্কাই,	
