ganochiner,	গণচিলের,	গণচীনের,	
sarboshaktimaan,	সর্বশক্তিমান,	সর্বশক্তিমান,	
minishter,	মিনিস্টের,	মিনিস্টার,	
nirarthok,	নীরার্থক,	নিরর্থক,	
byabaharkareer,	ব্যবহারকারীর,	ব্যবহারকারীর,	
fixin,	ফিক্সিন,	ফিক্সিং,	
procharonamulok,	প্রচারনামূলক,	প্রচারণামূলক,	
durgo,	দুর্গ,	দুর্গ,	
baek,	বাইক,	বাইক,	
diyenes,	ডিয়েনস,	ডিএনএস,	
patrol,	পাত্রল,	পেট্রোল,	
spredsheet,	স্প্রেডসিট,	স্প্রেডশীট,	
khilafat,	খিলাফাত,	খিলাফত,	
omeettrakkhor,	অমৃত্রক্ষর,	অমিত্রাক্ষর,	
statione,	স্টেশনে,	ষ্টেশনে,	
bhenise,	ভেনিসে,	ভেনিসে,	
durotaumo,	দুরততম,	দূরতম,	
gazipur,	গাজিপুর,	গাজীপুর,	
abhidhaaneek,	অভিধানিক,	অভিধানিক,	
ministar,	মিনিস্টর,	মিনিস্টার,	
progress,	প্রগ্রেস,	প্রগ্রেস,	
kando,	কা্ড,	কাণ্ড,	
balabhadra,	বলাভদ্র,	বলভদ্র,	
vobani,	ভবানী,	ভবানী,	
ewer,	ইভার,	এভার,	
aamontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
samanwitavabe,	সমান্তিতভাবে,	সমন্বিতভাবে,	
ekpaashe,	একপাশে,	একপাশে,	
aagost,	আগস্ট,	আগষ্ট,	
arjara,	অর্জার,	আর্যরা,	
ba,	বা,	বু,	
hiranee,	হিরণে,	হিরানি,	
korimke,	করিমকে,	করিমকে,	
shookna,	শুকনা,	শুকনা,	
enginiirs,	ইন্গিনির্স,	ইঞ্জিনিয়ার্স,	
gaddafii,	গাদ্যাফি,	গাদ্দাফী,	
poschime,	পশ্চিমে,	পশ্চিমে,	
komtee,	কমটি,	কমতি,	
shaushage,	সৌযাগে,	সসেজ,	
difinisian,	ডিফিনিশন,	ডেফিনেশন,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
kadarer,	কাদাের,	কদরের,	
shapholler,	শাফলের,	সাফল্যের,	
bojhaar,	বোঝার,	বোঝার,	
graambashio,	গ্রামবাশীও,	গ্রামবাসীও,	
jahor,	যহর,	জহর,	
durga,	দুর্গা,	দুর্গ,	
koushalgato,	কৌশলগত,	কৌশলগত,	
asamorthito,	অসমর্থিত,	অসমর্থিত,	
vashik,	ভাষিক,	ভাষিক,	
sangkoolan,	সংকুলন,	সংকুলান,	
iceberg,	ইসাবের্গ,	আইসবার্গ,	
gatre,	গোত্রে,	গাত্রে,	
judge,	জজ,	জাজ,	
obhidhaner,	অভিধানের,	অভিধানের,	
uddhriti,	উদ্ধৃতি,	উদ্ধৃতি,	
utsaho,	উত্সাহ,	উৎসাহ,	
taunship,	টানশীপ,	টাউনশিপ,	
asietic,	অসিয়েটিক,	এশিয়াটিক,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
abhiyojan,	অভিযোজন,	অভিযোজন,	
nirvachaker,	নির্বাচকের,	নির্বাচকের,	
baipass,	বাইপাস,	বাইপাস,	
moshzidke,	মোশদিদকে,	মসজিদকে,	
auttacharer,	অত্যাচারের,	অত্যাচারের,	
attar,	আত্মার,	আত্তার,	
food,	ফুদ,	ফুড,	
samaveshti,	সমভেষটি,	সমাবেশটি,	
orthanitir,	অর্থনীতির,	অর্থনীতির,	
chess,	চেস,	চেস,	
nirarthak,	নীরর্থক,	নিরর্থক,	
patzat,	পাৎজাত,	পাটজাত,	
saajanor,	সাজানোর,	সাজানোর,	
ajeeja,	আজেজা,	আজিজা,	
mukherji,	মুখার্জি,	মুখার্জী,	
osamanno,	অসামন্ন,	অসামান্য,	
kriita,	ক্রীত,	ক্রীট,	
istan,	ইস্তান,	স্টোন,	
shkalarashhipa,	স্কলরাশিপ,	স্কলারশিপ,	
sanghorshik,	সংঘর্ষিক,	সাংঘর্ষিক,	
taitela,	টাইটেল,	টাইটেল,	
byabaharkariderke,	ব্যবহারকেরেদকে,	ব্যবহারকারীদেরকে,	
timur,	টিইমুর,	তিমুর,	
ponchaashjon,	পঞ্চাশযন,	পঞ্চাশজন,	
lagto,	লাগত,	লাগতো,	
ashanka,	আশাঙ্কা,	আশংকা,	
samanwitobhabe,	সমান্তিতভাবে,	সমন্বিতভাবে,	
siddhantao,	সিদ্ধান্তও,	সিদ্ধান্তও,	
elahabade,	আলাহাবাদে,	এলাহাবাদে,	
sastra,	সস্ত্র,	শাস্ত্র,	
shikkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
mukhabandho,	মুখানন্ধ,	মুখবন্ধ,	
goreeb,	গরিব,	গরিব,	
cholche,	চলছে,	চলছে,	
saleha,	সালেহ,	সালেহা,	
manohputo,	মনোপুত,	মনঃপুত,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
beetloser,	বিটলসের,	বিটলসের,	
marqeting,	মার্কেটিং,	মার্কেটিং,	
motke,	মোটকে,	মতকে,	
baarnish,	বার্নিস,	বার্নিশ,	
sobrakamer,	সব্রকমের,	সবরকমের,	
sabyastha,	সব্যস্থ,	সাব্যস্থ,	
aaziz,	আজিজ,	আজিজ,	
setan,	সেতান,	শয়তান,	
khanonkaj,	খননকাজ,	খননকাজ,	
sheema,	সেম,	সীমা,	
jerushalem,	জেরুসলেম,	জেরুসালেম,	
tempaleta,	টেম্পলেট,	টেম্পলেট,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
dael,	ডেল,	ডেইল,	
vittiow,	ভিত্তিও,	ভিত্তিও,	
sukkhma,	সূক্ষ্ম,	সুক্ষ্ম,	
maryir,	মেরির,	ম্যারির,	
diaraesha,	ডায়রেশ,	ডিআরএস,	
templet,	টেম্পলট,	টেম্পলেট,	
melbourney,	মেলবার্নে,	মেলবোর্নে,	
moqam,	মোকাম,	মোকাম,	
ghurte,	ঘুরতে,	ঘুরতে,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
fishing,	ফিশিং,	ফিসিং,	
faster,	ফেস্টার,	ফস্টার,	
edaningkale,	এডাননকালে,	ইদানীংকালে,	
timathi,	টিমাথি,	টিমোথি,	
baipash,	বৈপাশ,	বাইপাস,	
hoondayi,	হুনদাই,	হুন্দাই,	
ajijer,	আজিজের,	আজিজের,	
hotodoreedro,	হতোদিদির্য,	হতদরিদ্র,	
monhputa,	মন্পুটা,	মনঃপুত,	
smarok,	স্মরক,	স্মারক,	
nirvahey,	নির্বাহে,	নির্বাহে,	
taalgaachh,	তালগাছ,	তালগাছ,	
rudrer,	রুদ্রের,	রুদ্রের,	
ministara,	মিনিস্টর,	মিনিস্টার,	
manoharpur,	মনোহরপুর,	মনোহরপুর,	
jackey,	যাকে,	জকি,	
protimar,	প্রতিমার,	প্রতিমার,	
idaning,	ইডনিং,	ইদানিং,	
prasadhoner,	প্রশাধনের,	প্রসাধনের,	
modeling,	মোডেনিং,	মডেলিং,	
vvimsenn,	ভিমেন্ন,	ভীমসেন,	
shalook,	সালুক,	শালুক,	
nirvaha,	নির্বাহ,	নির্বাহ,	
agomoner,	আগমনের,	আগমনের,	
madhyekar,	মধ্যকের,	মধ্যেকার,	
chalochchitrake,	চলচ্চিত্রাকে,	চলচ্চিত্রকে,	
prodan,	প্রদান,	প্রদাণ,	
yuq,	যুক,	ইয়াক,	
durvagyo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
udbhabane,	উদ্ভবনে,	উদ্ভাবনে,	
carpeet,	কার্পিট,	কার্পেট,	
dologuloo,	দলগুলো,	দলগুলোও,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
ganesh,	গেনস,	গণেশ,	
siddhante,	সিদ্ধান্তে,	সিদ্ধান্তে,	
duplee,	ডাপলে,	ডুপ্লে,	
doojoo,	দুজু,	ডোজো,	
joubanbati,	যৌবনবতী,	যৌবনবতী,	
obhishangsan,	অভিসংসন,	অভিশংসন,	
trupa,	ট্রুপ,	ট্রুপ,	
suparheiro,	সুপারেরীরও,	সুপারহিরো,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
arthat,	অর্থট,	অর্থাৎ,	
soccer,	সকের,	সকার,	
paade,	পাদে,	পাড়ে,	
durotamo,	দুরতাম,	দূরতম,	
swamijir,	স্বামীজীর,	স্বামীজীর,	
disni,	ডিজনি,	ডিজনী,	
lojic,	লোজিক,	লজিক,	
parking,	পার্কিং,	পার্কিং,	
miley,	মিলে,	মাইলে,	
shrichaitanyadev,	শ্রীচৈতন্যদুব,	শ্রীচৈতন্যদেব,	
jakkher,	যক্ষের,	যক্ষের,	
dhyana,	ধ্যান,	ধ্যান,	
mumtazer,	মুমতাজের,	মুমতাজের,	
torunra,	তরুণরা,	তরুণরা,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
damanmulak,	ডামননমূলক,	দমনমূলক,	
bhor,	ভোর,	ভর,	
spredashita,	স্প্রেডশিশ,	স্প্রেডশীট,	
thailandsoho,	তৈলন্দসহ,	থাইল্যান্ডসহ,	
agiboner,	অগিবনের,	আজীবনের,	
mausumei,	মাসুমেই,	মৌসুমেই,	
nebhatey,	নেভাতে,	নেভাতে,	
traap,	ট্রাপ,	ট্রুপ,	
chalta,	চলত,	চালতা,	
heeli,	হেলি,	হিলি,	
byaaran,	ব্যারণ,	ব্যারন,	
muktume,	মুকতুমে,	মাকতুম,	
adhit,	অধীত,	অধীত,	
paripaker,	পরিপাকের,	পরিপাকের,	
definishhion,	ডেফিনিশন,	ডেফিনেশন,	
sommoteer,	সম্মতির,	সম্মতির,	
dhwajbhanga,	ঢভবঙ্গ,	ধ্বজভঙ্গ,	
orhan,	অরহান,	ওরহান,	
udor,	উদর,	উদর,	
laisens,	লেসেন্স,	লাইসেন্স,	
deares,	ড্যারেস,	ডিআরএস,	
ostader,	অস্তাদের,	ওস্তাদের,	
mukhomaundol,	মুখমনন্ডল,	মুখমণ্ডল,	
schalarship,	স্কলরশশিপ,	স্কলারশিপ,	
murader,	মুরাদের,	মুরাদের,	
hachchilo,	হাচ্ছিল,	হচ্ছিলো,	
haridwar,	হরিদ্যর,	হরিদ্বার,	
konagoolo,	কোনাগুলো,	কণাগুলো,	
miley,	মিলে,	মাইলি,	
uposthitir,	উপস্থিতির,	উপস্থিতির,	
tiunar,	টিউনার,	টিউনার,	
mailer,	মেলের,	মেইলের,	
leder,	লেডের,	লিডার,	
tolemi,	তলেমি,	টলেমির,	
shikkharrthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
akkash,	একশাশ,	আককাস,	
munim,	মিউনিং,	মুনিম,	
modelder,	মোডেলদের,	মডেলদের,	
shaahaabaah,	সাহাবাহ,	সাহাবাহ,	
nyaper,	ন্যাপের,	ন্যাপের,	
daul,	ডাউল,	দেউল,	
veenis,	ভিনিস,	ভেনিস,	
jonoshomaj,	জনসমমাজ,	জনসমাজ,	
seqtara,	সেক্টর,	সেক্টর,	
uzobekeestaaner,	উজবেকিস্তানের,	উজবেকিস্তানের,	
dobhara,	ডভার,	ডোভার,	
sajja,	সাজ্য,	সজ্জা,	
teksuser,	টেক্সুসের,	টেক্সাসের,	
durgoto,	দুর্গত,	দূর্গত,	
orthonitir,	অর্থনীতির,	অর্থনীতির,	
chalkee,	চলকে,	চালকে,	
grambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
hamburger,	হাম্বারগের,	হামবুর্গের,	
falakti,	ফলকটি,	ফলকটি,	
sarano,	সরণ,	সরানো,	
blyaqa,	ব্ল্যাক,	ব্ল্যাক,	
bishod,	বিশদ,	বিষদ,	
tetela,	টেটেল,	টাইটেল,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
bisheshshyo,	বিশেষ্য,	বিশেষ্য,	
onekeryi,	অনেকারই,	অনেকেরই,	
doneta,	দোনাটা,	ডোনাট,	
dipgulote,	ডিপ্লোলোটে,	দ্বীপগুলোতে,	
elakatir,	এলাকাটির,	এলাকাটির,	
ispreedshit,	ইস্প্রিডিং,	স্প্রেডশীট,	
pravritite,	প্রভৃত্তিতে,	প্রভৃতিতে,	
buffer,	বাফার,	বাফার,	
dharavassyokar,	ধররাব্যকেকার,	ধারাভাষ্যকার,	
sur,	সুর,	সুর,	
kompeeto,	কম্পিত,	কম্পিত,	
