steitt,	স্টেট,	স্টেইট,	
osamonjoshyopurno,	অসমঞ্যপ্রযুণ্য,	অসামঞ্জস্যপূর্ণ,	
bharote,	ভারতে,	ভারতে,	
chirota,	চিরতা,	চিরতা,	
drisser,	দ্রীশের,	দৃশ্যের,	
machera,	মাচারা,	মাছেরা,	
vobanipur,	ভবানিপুর,	ভবানীপুর,	
mohasova,	মহাসবা,	মহাসভা,	
vaibon,	ভাইবন,	ভাইবোন,	
udiichii,	উদিশীচী,	উদীচী,	
bronze,	ব্রঞ্জ,	ব্রোঞ্জ,	
shoili,	শৈলী,	শৈলী,	
sikkhakke,	শিক্ষককে,	শিক্ষককে,	
kaalaam,	কলাম,	কালাম,	
pituni,	পিতুনি,	পিটুনি,	
basuki,	বাসুকি,	বাসুকি,	
dhhaaby,	ঢাবি,	ঢাবি,	
panjikar,	পাঞজিকার,	পঞ্জিকার,	
kunty,	কুন্তি,	কুন্তী,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
gaze,	গেজ,	গেজ,	
archimedes,	আর্চিমেদেশ,	আর্কিমিডিস,	
chondrimaa,	চান্দ্রিমা,	চন্দ্রিমা,	
spredashita,	স্পের্ডাসিত,	স্প্রেডশীট,	
skoora,	স্কোর,	স্কোর,	
jalarong,	জ্বালরন,	জলরঙ,	
cruce,	ক্রুস,	ক্রুশ,	
platee,	প্লেট,	প্লেট,	
shaattoki,	সাত্তিকী,	সাত্যকি,	
land,	ল্যান্ড,	ল্যান্ড,	
evereste,	ইভরেষ্টে,	এভারেস্টে,	
sarboshokteeman,	সর্বস্কোতিন,	সর্বশক্তিমান,	
patjata,	পাতজা,	পাটজাত,	
jacqson,	জ্যাকসন,	জ্যাকসন,	
pitthe,	পিঠে,	পীঠে,	
turkameena,	তুর্কমেন,	তুর্কমেন,	
bhangey,	ভঙ্গে,	ভাঙ্গে,	
bisheshyer,	বিশেষের,	বিশেষ্যের,	
meghkey,	মেঘকে,	মেঘকে,	
patigonit,	পতিগণিত,	পাটিগণিত,	
steen,	স্টিন,	স্টেন,	
metropolitan,	মেত্রোপলিটান,	মেট্রোপলিটন,	
sorjur,	সর্জুর,	সরযূর,	
chintaikari,	চিন্তাকারী,	ছিনতাইকারী,	
rata,	রাট,	রত,	
hitokor,	হিতকর,	হিতকর,	
vabanir,	ভবানির,	ভবানীর,	
lojic,	লজিক,	লজিক,	
jibanto,	জীবন্ত,	জীবন্ত,	
jani,	জননি,	জনি,	
hool,	হুল,	হুল,	
bhushi,	ভুষি,	ভুষি,	
nathibhookta,	নথিওযুক্ত,	নথিভুক্ত,	
ancholti,	অঞ্চলতি,	অঞ্চলটি,	
manikya,	মাণিক্য,	মানিক্য,	
homesh,	হোমেস,	হোমস,	
dhoka,	ঢোকা,	ধোঁকা,	
abheedhaaneec,	অভিধানিক,	অভিধানিক,	
anupater,	অনুপতের,	অনুপাতের,	
debug,	দেবুগ,	ডিবাগ,	
dormitory,	ডরমেটরি,	ডরমিটরি,	
karmosansthan,	কর্মসংস্থান,	কর্মসংস্থান,	
darzi,	দর্জি,	দরজি,	
cheesa,	চেজ,	চেস,	
onchalgoolir,	অঞ্চলাগুলির,	অঞ্চলগুলির,	
graambasheeo,	গ্রাম্বাসী,	গ্রামবাসীও,	
grantho,	গ্রন্থ,	গ্রন্থ,	
korle,	করলে,	করলে,	
shten,	স্টেন,	স্টেন,	
masterer,	ম্যাস্টারের,	মাস্টারের,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
sangostha,	সংগঠসা,	সংস্থা,	
ddheke,	ঢেঁকে,	ঢেকে,	
valobasa,	ভালবাসা,	ভালোবাসা,	
phokshkon,	ফক্ষণক,	ফক্সকন,	
ameettrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
gootano,	গুটানো,	গুটানো,	
dharavahiker,	ধারাভাহিকের,	ধারাবাহিকের,	
karadande,	কারাদন্ডে,	কারাদণ্ডে,	
tukrotey,	টুকরোটে,	টুকরোতে,	
poderthobid,	পদার্থবিদ,	পদার্থবিদ,	
oitijhyey,	ঐতিহ্যে,	ঐতিহ্যে,	
mandanda,	মানদন্ড,	মানদণ্ড,	
salil,	সালিল,	সলিল,	
saatzoner,	সাতজনের,	সাতজনের,	
sipht,	সিফট,	শিফট,	
deool,	ডিওল,	দেউল,	
deembakreeti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
gronthowo,	গ্রন্থও,	গ্রন্থও,	
mukhomaundol,	মুখমন্ডল,	মুখমণ্ডল,	
dhnoka,	ঢ্বনকা,	ধোঁকা,	
vorkendra,	ভররেক্ষের্র,	ভরকেন্দ্র,	
moolgoto,	মূলগত,	মূলগত,	
nir,	নির,	নির,	
soommita,	সুমিটা,	সুমিতা,	
foksher,	ফক্ষের,	ফক্সের,	
kota,	কোট,	কোটা,	
gabhaskaar,	গভ্ষকরার,	গাভাস্কার,	
chalo,	চালও,	চলো,	
parka,	পার্ক,	পার্ক,	
rijur,	রিজুর,	রিজুর,	
sikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
vabna,	ভব্ান,	ভাবনা,	
sainyara,	সিইন্যরর,	সৈন্যরা,	
shikkhakke,	শিক্ষককে,	শিক্ষককে,	
armstronj,	আর্মস্ঞ্র,	আর্মস্ট্রং,	
achis,	অচিষ,	আছিস,	
dosheeder,	দশীদের,	দোষীদের,	
prokalpaguli,	প্রকালপুলি,	প্রকল্পগুলি,	
atitkaale,	অতীতকালে,	অতীতকালে,	
bhramaner,	ভ্রামণের,	ভ্রমণের,	
shasankarta,	শাসনক্রত,	শাসনকর্তা,	
asthisandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
kanuner,	কানুরের,	কানুনের,	
turqamena,	তুর্কমেন,	তুর্কমেন,	
doshider,	দশীদের,	দোষীদের,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
arthurer,	অর্থুরের,	আর্থারের,	
addhattikotar,	আধ্যতিকততার,	আধ্যাত্মিকতার,	
korkatkranti,	কর্ককর্তনটি,	কর্কটক্রান্তি,	
jomaanor,	জমাানোর,	জমানোর,	
silbhee,	সিলভী,	সিলভি,	
siddhantogulo,	সিদ্ধনত্বগুলো,	সিদ্ধান্তগুলো,	
thakeni,	ঠাকেনে,	থাকেনি,	
bikaargrasto,	বিকারগার্স্ট,	বিকারগ্রস্ত,	
aidii,	আদি,	আইডিই,	
vushito,	ভূষিত,	ভূষিত,	
teknokrat,	টেকনক্র্ট,	টেকনোক্র্যাট,	
sollalaho,	সোল্লাল,	সল্লাল্লাহু,	
jhalkathi,	ঝালকাঠি,	ঝালকাঠী,	
saahocorrze,	সহকরর্জে,	সাহচর্যে,	
kuarter,	কুর্টার,	কোয়ার্টার,	
sanaktakaran,	সনাক্তকরণ,	সনাক্তকরণ,	
sanbadmadhyamer,	সংবাদমধম্যের,	সংবাদমাধ্যমের,	
kasper,	কাসপের,	ক্যাসপার,	
zuboke,	যুবকে,	যুবকে,	
bauger,	বাগের,	বাগের,	
matthew,	মাঠেও,	ম্যাথিউ,	
samany,	সমানি,	সামান্য,	
staylish,	স্টাইলিস,	স্টাইলিশ,	
daaloo,	ডালু,	ডালু,	
dinara,	ডিনার,	ডিনার,	
digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
sectore,	সেক্টরে,	সেক্টরে,	
songosthaner,	সংগঠসানের,	সংস্থানের,	
deembakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
cholocchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
balroom,	বালরুম,	বলরুম,	
gandhiir,	গান্ধির,	গান্ধীর,	
rohasyer,	রহস্যের,	রহস্যের,	
awnurbor,	অনুর্বর,	অনুর্বর,	
karloosa,	কার্লস,	কার্লোস,	
roktokshoroney,	রক্তকরণস্তাণে,	রক্তক্ষরণে,	
licensedharii,	লিকেন্সেধারী,	লাইসেন্সধারী,	
besoor,	বেসুর,	বেসুর,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
jolook,	জ্বুক,	জ্বলুক,	
sangasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
rashider,	রাশিদের,	রশিদের,	
konisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
mela,	মেলা,	মাইল,	
puroheetder,	পুরহীদের,	পুরোহিতদের,	
narafoka,	নাফকা,	নরফোক,	
laaisensh,	লাইসেন্স,	লাইসেন্স,	
niketaner,	নিকটনের,	নিকেতনের,	
rudrake,	রুদ্রকে,	রুদ্রকে,	
sotorkobhabe,	সতরকভাবে,	সতর্কভাবে,	
ancholsaho,	অঞ্চলসহ,	অঞ্চলসহ,	
satarkotar,	সতর্কটার,	সতর্কতার,	
pluse,	প্লাস,	প্লাসে,	
aakik,	আকিক,	আকিক,	
soleel,	সলীল,	সলিল,	
harbur,	হার্বুর,	হারবার,	
itostatah,	ইতস্তাতা,	ইতস্ততঃ,	
phala,	ফালা,	পোলো,	
iston,	ইস্টান,	স্টোন,	
shomratder,	সমর্তদের,	সম্রাটদের,	
phutonto,	ফুটন্ট,	ফুটন্ত,	
shilbar,	সিলবার,	সিলভার,	
dadaa,	দাদা,	দাদা,	
hoteltite,	হটেলটিতে,	হোটেলটিতে,	
jojyata,	যোজ্যতা,	যোজ্যতা,	
shikarey,	শিকারে,	শিকারে,	
bhabotarini,	ভবারতারি,	ভবতারিণী,	
laagto,	লাগত,	লাগতো,	
grawth,	গ্রাথ,	গ্রোথ,	
anan,	অ্যান,	আনান,	
onupater,	অনুপাতের,	অনুপাতের,	
tegara,	টেগার,	টাইগার,	
siddhantao,	সিদ্ধন্য,	সিদ্ধান্তও,	
maarmaader,	মার্মাদের,	মারমাদের,	
kiuti,	কিউটি,	কিউটি,	
version,	ভার্সন,	ভারশন,	
dweepgoolo,	দ্বিপগুলো,	দ্বীপগুলো,	
procharonamulok,	প্রচারণামূলক,	প্রচারণামূলক,	
orohan,	অরহান,	ওরহান,	
attacharito,	অত্মাতরিত,	অত্যাচারিত,	
zeans,	জিনস,	জিন্স,	
parksh,	পার্কস,	পার্কস,	
thanvi,	থানবী,	থানভী,	
shector,	সেক্টর,	সেক্টর,	
vorpur,	ভরপুর,	ভরপুর,	
jacq,	জ্,	জ্যাক,	
dolu,	দললু,	ডলু,	
eporjanta,	এপর্যান্ট,	এপর্যন্ত,	
paschater,	পশ্চাতের,	পশ্চাতের,	
madhoboir,	মাধবর,	মাধবীর,	
zommoo,	জম্ম,	জম্মু,	
sikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
uthaney,	উঠানে,	উঠানে,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
durgondho,	দুরগগন্ধ,	দুর্গন্ধ,	
shukraanu,	শুক্রাণু,	শুক্রানু,	
klauda,	ক্লাউডা,	ক্লাউড,	
shantaa,	সান্টা,	সান্তা,	
inapharamesana,	ইনফর্মেশন,	ইনফরমেশন,	
muktoome,	মুক্তমে,	মাকতুম,	
abosore,	অবসরে,	অবসরে,	
boponer,	বোপণের,	বপনের,	
tuni,	তুনি,	টুনি,	
parijaner,	পরিজনের,	পরিজনের,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
dibeeta,	দিবীতা,	ডিবেট,	
musalmanderkey,	মুসমালননরকে,	মুসলমানদেরকে,	
observer,	অভ্সেরের,	অবজার্ভার,	
pallar,	পোলার,	পাল্লার,	
sinake,	সিনাকে,	সিনাকে,	
bronje,	ব্রঞ্জ,	ব্রোঞ্জ,	
soochonakal,	সূচনাকাল,	সূচনাকাল,	
purbanchale,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
gananatyo,	গণনাত্য,	গণনাট্য,	
jerushalem,	জেরুলাশ,	জেরুসালেম,	
karmapantha,	কর্মপন্থ,	কর্মপন্থা,	
chaudhuriyo,	চৌধুরিও,	চৌধুরীও,	
osthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
nirbaho,	নির্বাহ,	নির্বাহ,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
phemale,	ফেমালে,	ফিমেল,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
biplabeer,	বিপ্লবীর,	বিপ্লবীর,	
mukhbaundho,	মুখবন্ধ,	মুখবন্ধ,	
faaj,	ফাজ,	ফাজ,	
moricha,	মরিচা,	মরিচা,	
okritakarja,	অকৃতকর্যা,	অকৃতকার্য,	
jathon,	যথন,	যথন,	
jocqey,	জকে,	জকি,	
angurer,	আঙুরের,	আঙ্গুরের,	
notunatva,	নতুনত্ব,	নতুনত্ব,	
dajyo,	দাজ্য,	দাহ্য,	
bikretara,	বিক্রেটার,	বিক্রেতারা,	
tap,	তাপ,	ট্যাপ,	
tomader,	তমাদের,	তোমাদের,	
shahabah,	শাহাবা,	সাহাবাহ,	
maniktola,	মানিকলা,	মানিকতলা,	
nortoki,	নর্তকী,	নর্তকী,	
ajiboner,	আজিবের,	আজীবনের,	
