ekhaate,	এখাতে,	একহাতে,	
oedipus,	উডিপাস,	ইডিপাস,	
loker,	লোকের,	লকের,	
firozer,	ফিরোজের,	ফিরোজের,	
americar,	আমেরিকার,	আমেরিকার,	
kiandi,	ক্যান্ডি,	ক্যান্ডি,	
lyaataa,	ল্যাটা,	ল্যাটা,	
bosturoi,	বস্তুরই,	বস্তুরই,	
grantha,	গ্রন্থ,	গ্রন্থ,	
cholochchitragulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
songhar,	সংঘার,	সংহার,	
mugdhata,	মুঘ্ঠতা,	মুগ্ধতা,	
qyapasula,	ক্যাপসুল,	ক্যাপসুল,	
ovarviu,	ওভার্ভিউ,	ওভারভিউ,	
notunotto,	নতুনত্ব,	নতুনত্ব,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
gotirodh,	গতিরোধ,	গতিরোধ,	
sthaponakey,	স্থাপনাকে,	স্থাপনাকে,	
platee,	প্লেটি,	প্লেট,	
jackshon,	জক্সন,	জ্যাকসন,	
munshi,	মুন্সী,	মুন্সী,	
rajatta,	রাজত্ব,	রাজত্ব,	
rudrake,	রুদ্রাকে,	রুদ্রকে,	
wedanta,	ওদেন্ত,	বেদান্ত,	
abarte,	আবরতে,	আবর্তে,	
obhidhanik,	অভিধানিক,	অভিধানিক,	
de,	ডি,	ডে,	
longghon,	লঙ্ঘন,	লংঘন,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
mitrer,	মিত্রের,	মিত্রের,	
boron,	বরণ,	বোরন,	
teter,	টেটের,	টেটের,	
plasse,	প্লেসে,	প্লাসে,	
sikkhakbrindo,	শিক্ষাপৃ্্্ন,	শিক্ষকবৃন্দ,	
rena,	রাইন,	রেনো,	
cheettronnatyokar,	চিত্রনা্যুকর,	চিত্রনাট্যকার,	
prosadhoni,	প্রসাধনী,	প্রসাধনী,	
siima,	সিম,	সীমা,	
jokkher,	যক্ষের,	যক্ষের,	
mukherji,	মুখার্জি,	মুখার্জী,	
reejur,	রিজুর,	রিজুর,	
tiner,	টিনের,	তিনের,	
nabam,	নাবাম,	নবম,	
superheiroo,	সুপ্রেহেও,	সুপারহিরো,	
jwaluk,	জুলুক,	জ্বলুক,	
biplabee,	বিপ্লবি,	বিপ্লবী,	
towbaar,	তববার,	তওবার,	
baik,	বাইক,	বাইক,	
duplee,	ডাপলল,	ডুপ্লে,	
tolemi,	তলেমি,	টলেমির,	
rajtontrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
parishromi,	পরিস্রমী,	পরিশ্রমী,	
alsaar,	আলসার,	আলসার,	
anshograhone,	অংশগ্রহণে,	অংশগ্রহনের,	
tale,	তলে,	তালে,	
upostheetir,	উপস্থিতির,	উপস্থিতির,	
monzhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
mitar,	মিতার,	মিত্র,	
bagdade,	বাগদাদে,	বাগদাদে,	
doshider,	দশীদের,	দোষীদের,	
transformerer,	ট্রান্সফোরের,	ট্রান্সফরমারের,	
pathachari,	পাঠাচারী,	পথচারী,	
jhankar,	ঝংঁকার,	ঝঙ্কার,	
rijoor,	রিজুর,	রিজুর,	
khaaneker,	খানেকের,	খানেকের,	
nirmol,	নির্মল,	নির্মল,	
amontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
karechi,	করেছি,	করেছি,	
shangkulan,	সঙ্কুলন,	সংকুলান,	
lojic,	লোজিক,	লজিক,	
dharai,	ধারই,	ধারাই,	
macbeth,	ম্যাকবেথ,	ম্যাকবেথ,	
residence,	রেসিডেন্সে,	রেসিডেন্স,	
toder,	তোদের,	তদের,	
bibechya,	বিবেছ্য,	বিবেচ্য,	
fanser,	ফাঁসের,	ফাঁসের,	
kulim,	কুলিম,	কুলিং,	
gronthati,	গ্রন্থাটি,	গ্রন্থটি,	
swapad,	স্বপাদ,	শ্বাপদ,	
neerbachoker,	নির্বাচকের,	নির্বাচকের,	
hajareebag,	হজরাবাগ,	হাজারিবাগ,	
poricchonnota,	পরিচ্ছনন্তা,	পরিচ্ছন্নতা,	
necker,	নিকের,	নেকের,	
bolechi,	বলেছি,	বলেছি,	
yankii,	যযাঙ্কি,	ইয়াংকি,	
laesens,	লাইসেন্স,	লাইসেন্স,	
laaishesh,	লাইসেশ,	লাইসেন্স,	
abhidhaaner,	অভিধানের,	অভিধানের,	
gonjona,	গো্জনা,	গঞ্জনা,	
siddhantao,	সিদ্ধান্ত,	সিদ্ধান্তও,	
chyata,	চ্যাট,	চ্যাট,	
tempaleta,	টেম্পলেট,	টেম্পলেট,	
jarusalem,	জরসুলাম,	জেরুসালেম,	
bandhano,	বান্ধনা,	বাঁধানো,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
durgotsab,	দুর্গটসভ,	দুর্গোৎসব,	
bolobhodro,	বলবোদ্র,	বলভদ্র,	
bodhirata,	বোধিরতা,	বধিরতা,	
kaleo,	কালেও,	কালেও,	
bayshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
hamburgey,	হম্বরুগে,	হামবুর্গে,	
chhathke,	ছাটকে,	ছাতকে,	
valobasake,	ভালবাসকে,	ভালোবাসাকে,	
chhotogolper,	ছোটোগল্পের,	ছোটগল্পের,	
gorur,	গরুর,	গরুর,	
indro,	ইন্দ্র,	ইন্দ্র,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
jwoluk,	জুলুক,	জ্বলুক,	
somoodrotote,	সমুদ্রততে,	সমুদ্রতটে,	
blaker,	ব্লকের,	ব্ল্যাকের,	
maaktoome,	মা্কুমে,	মাকতুম,	
ispreedsheet,	ইস্প্রশিষট,	স্প্রেডশীট,	
drissogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
utkhater,	উৎক্যাতের,	উৎখাতের,	
teresha,	তেরেস,	টেরেসা,	
nartan,	নারটন,	নর্টন,	
janagananar,	জনগণনার,	জনগণনার,	
scoore,	স্ক্র,	স্কোর,	
naarsari,	নার্সারী,	নার্সারি,	
oncholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
ronangone,	রোনাঙ্গনে,	রণাঙ্গনে,	
antarctika,	অন্টর্টিক্ক,	অ্যান্টার্কটিকা,	
byapokotor,	ব্যাপকত,	ব্যাপকতর,	
qredita,	ক্রিডিত,	ক্রেডিট,	
chitranatyakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
nagalyand,	নগল্যান্ড,	নাগাল্যান্ড,	
arjara,	অর্জার,	আর্যরা,	
rajpur,	রাজপুর,	রাজপুর,	
minishtarer,	মিনিস্টারের,	মিনিস্টারের,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
kunti,	কুন্ি,	কুন্তী,	
bhorodwaj,	ভোদরভাজ,	ভরদ্বাজ,	
dembakreeti,	দেমবাক্রিটি,	ডিম্বাকৃতি,	
dephineshana,	ডেফিনেশন,	ডেফিনেশন,	
kande,	কান্ডে,	কাণ্ডে,	
asantosh,	অশান্তশ,	অসন্তোষ,	
seector,	সিক্টর,	সেক্টর,	
sakara,	সোকার,	সকার,	
conseervation,	কনসারভেশন,	কনসারভেশন,	
mitroyo,	মিত্রওও,	মিত্রও,	
napper,	নাপ্রের,	ন্যাপের,	
bojhaao,	বোঝাহ,	বোঝাও,	
tophaat,	টফাট,	তফাৎ,	
khanankaj,	খননকাজ,	খননকাজ,	
ssumita,	সুমিত,	সুমিতা,	
hoteeltite,	হটলিটিতে,	হোটেলটিতে,	
ashachetan,	অসচচিতন,	অসচেতন,	
nirarthok,	নিরারক,	নিরর্থক,	
jins,	জিনস,	জিন্স,	
tanight,	টেনিগট,	টুনাইট,	
gaaddafee,	গাদ্ডাফী,	গাদ্দাফী,	
faase,	ফাসে,	ফাঁসে,	
thela,	থেল,	ঠেলা,	
phimela,	ফিমেল,	ফিমেল,	
samashtike,	সমস্তিকে,	সমষ্টিকে,	
puzito,	পূজিত,	পুজিত,	
khude,	ক্ষুদে,	ক্ষুদে,	
ghoorte,	ঘুর্তে,	ঘুরতে,	
horidware,	হরিদ্যরে,	হরিদ্বারে,	
paikgacha,	পাককাজচ,	পাইকগাছা,	
laaishensh,	লাইসেন্স,	লাইসেন্স,	
nochiketa,	নকিকেত,	নচিকেতা,	
bonnypran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
bhushito,	ভূষিত,	ভূষিত,	
gorrer,	গরির,	গোরের,	
licensedharii,	লিকেনশাসারী,	লাইসেন্সধারী,	
prokolpeo,	প্রকল্পেও,	প্রকল্পেও,	
baasake,	বাসাকে,	বাসাকে,	
prabhritir,	প্রভৃতির,	প্রভৃতির,	
vezano,	ভেজানো,	ভেজানো,	
chhatroraai,	ছাত্ররাই,	ছাত্ররাই,	
gore,	গোর,	গোর,	
valobasar,	ভালবাসার,	ভালোবাসার,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
raha,	রহ,	রঃ,	
pachhen,	পাঁচেন,	পাচ্ছেন,	
bhorkendra,	ভোর্কেন্দ্র,	ভরকেন্দ্র,	
shikshakder,	শিক্ষাকদের,	শিক্ষকদের,	
dhyanostho,	ধ্বাসস্থ,	ধ্যানস্থ,	
potochitro,	পতচিতত্র,	পটচিত্র,	
heelse,	হিলসে,	হিলসে,	
alexander,	আলেক্সান্ডের,	আলেকজান্ডার,	
idipas,	ইডিপাস,	ইডিপাস,	
paksenara,	পক্ষেনারা,	পাকসেনারা,	
thelyanda,	থেল্যান্ড,	থাইল্যান্ড,	
pustio,	পুস্টিও,	পুষ্টি,	
sheekarder,	শিকারের,	শিকারদের,	
raagei,	রাগেই,	রাগেই,	
cheentaikari,	চিনতাইকারী,	ছিনতাইকারী,	
aairees,	আইরিশ,	আইরিস,	
senabahinio,	সেনাবাহিনী,	সেনাবাহিনীও,	
jibonnogor,	জীবনযগর,	জীবননগর,	
gonokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
associetes,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
manmath,	মনমাহ,	মন্মথ,	
hyaloin,	হ্যালেন,	হ্যালোইন,	
phulkapi,	ফুলকাপি,	ফুলকপি,	
hizriite,	হিজরিতে,	হিজরীতে,	
nirmankaaj,	নির্মাণকাজ,	নির্মাণকাজ,	
asamonjasyopurno,	আসমানযাপ্যূূর্ণ,	অসামঞ্জস্যপূর্ণ,	
jillul,	জিল্লুল,	জিল্লুল,	
engrezer,	ইংরেজের,	ইংরেজের,	
jonoikaa,	জননকা,	জনৈকা,	
sektara,	সেক্টার,	সেক্টর,	
shhikara,	সিকার,	শিকার,	
byaboshtha,	ব্যবসস্থা,	ব্যাবস্থা,	
komandar,	কমান্ডার,	কমাণ্ডার,	
joonsa,	জোসস,	জোন্স,	
meghnadbodh,	মেঘনাদ্বধ,	মেঘনাদবধ,	
shoow,	শু,	শো,	
ooporostho,	অপরস্থ,	উপরস্থ,	
bonduk,	বণ্দুক,	বন্দুক,	
nutoner,	নতনের,	নূতনের,	
pyatarna,	প্যাটার্ন,	প্যাটার্ন,	
probhuder,	প্রভূদের,	প্রভুদের,	
uthhane,	উঠানে,	উঠানে,	
gaze,	গাজে,	গেজ,	
popke,	পপকে,	পোপকে,	
hotelteete,	হটলাটিতে,	হোটেলটিতে,	
jens,	জেন্স,	জিন্স,	
ishtone,	ইস্টনে,	স্টোন,	
shniper,	স্নিপের,	স্নাইপার,	
pashan,	পাশন,	পাষাণ,	
jhalokatthi,	ঝলকাঠি,	ঝালকাঠী,	
vodqa,	ভোদকা,	ভদকা,	
santa,	সান্ত,	স্যান্টা,	
teamothi,	তিমোথি,	টিমোথি,	
apochesta,	অপচেষ্টা,	অপচেষ্টা,	
bitolser,	বিটলসের,	বিটলসের,	
chal,	চল,	চাল,	
omittrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
zohns,	জংস,	জন্স,	
veenish,	ভিনিশ,	ভেনিস,	
tigar,	তিগার,	টাইগার,	
bhogni,	ভগ্নী,	ভগ্নী,	
kortonaa,	কর্তনা,	করতনা,	
balokarak,	বালরাকা,	বলকারক,	
unitsaho,	উনিতাসহ,	ইউনিটসহ,	
falashrutiti,	ফলাস্রুতিতি,	ফলশ্রুতি,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
totokhon,	ততোখণ,	ততক্ষন,	
besuro,	বেশুর,	বেসুর,	
purbanchale,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
bhorpur,	ভররপুর,	ভরপুর,	
krush,	ক্রাস,	ক্রুশ,	
shukraanu,	শুক্রাণু,	শুক্রানু,	
promotioney,	প্রমোশনে,	প্রোমোশনে,	
sachetanotamulok,	সচেচানতামূলক,	সচেতনতামূলক,	
