sina,	সিন,	সিনা,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
monohor,	মনোহর,	মনোহর,	
conflict,	কনফলিক্ট,	কনফ্লিক্ট,	
mukherji,	মুখার্জি,	মুখার্জী,	
toroni,	তোরণী,	তরণী,	
shahanara,	শাহনারা,	শাহানারা,	
maaktume,	ম্যাকমামে,	মাকতুম,	
sikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
bethik,	ব্যথিক,	বেঠিক,	
baghdad,	ফাজাাদ,	বাগদাদ,	
canflict,	কংফলিক্ট,	কনফ্লিক্ট,	
ooeepoka,	উইপোকা,	উইপোকা,	
shitey,	শিটে,	শীতে,	
rajtantre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
otyachari,	অত্যাচারী,	অত্যাচারী,	
jounotar,	যৌনতার,	যৌনতার,	
seeramiks,	সিরাজিক্স,	সিরামিকস,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
pragresha,	প্রাগ্রাস,	প্রগ্রেস,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
gazeetteed,	গজজীতদদ,	গেজেটেড,	
gobeshonar,	গবেষণার,	গবেষনার,	
boikolyo,	বৈকল্য,	বৈকল্য,	
soya,	সোয়া,	সোয়া,	
lyataa,	ল্যাট,	ল্যাটা,	
sulfete,	সালফাটে,	সালফেট,	
agam,	আগাম,	আগম,	
chhuti,	ছুটি,	ছুটি,	
cho,	চো,	ছোঁ,	
haridwar,	হরিদ্বর,	হরিদ্বার,	
uthhane,	উঠানে,	উঠানে,	
istone,	ইস্তান,	স্টোন,	
nirorthak,	নিরোরোতক,	নিরর্থক,	
tinti,	তিনটি,	তিনটি,	
basa,	বাসা,	বাসা,	
dokaangoolote,	ডোকাঙগুলোতে,	দোকানগুলোতে,	
aarik,	আরিক,	আরিক,	
padee,	পেড,	পাড়ে,	
nirgun,	নির্গুণ,	নির্গুণ,	
gasthii,	গাস্ঠি,	গোষ্ঠীই,	
ranangone,	রণাঙ্গনে,	রণাঙ্গনে,	
zerusalem,	জেরুশালেম,	জেরুসালেম,	
gronthati,	গ্রন্থাটি,	গ্রন্থটি,	
sayanaida,	সায়েন্ড,	সায়ানাইড,	
osthisondhi,	অস্থিদস্থি,	অস্থিসন্ধি,	
mugdhota,	মুগোধটা,	মুগ্ধতা,	
rahee,	রাহী,	রাহি,	
veenish,	ভীনিশ,	ভেনিস,	
aboshorer,	অবশরের,	অবসরের,	
gonocheen,	গণছিন,	গণচীন,	
larson,	লারসন,	লারসন,	
lajika,	লাজিকা,	লজিক,	
isosiyitasa,	এসেসিয়াস,	এসোসিয়েটস,	
tempaleta,	টেম্পলাইট,	টেম্পলেট,	
chhaanake,	ছানকে,	ছানাকে,	
bolechiley,	বলেছিলে,	বলেছিলে,	
sointoder,	সৈন্তদের,	সৈন্যদের,	
khur,	খুর,	ক্ষুর,	
abdi,	আব্ি,	অব্দি,	
brander,	ব্র্যান্ডের,	ব্রান্ডের,	
soceitytey,	সকেজিতে,	সোসাইটিতে,	
tottorat,	তত্ত্রাত,	তওরাত,	
orunima,	অরুনিমা,	অরুণিমা,	
voter,	ভোটের,	ভোটার,	
dokaneyi,	ডোকানেই,	দোকানেই,	
sofir,	সফীর,	সোফির,	
sheekarke,	শিকারকে,	শিকারকে,	
elakashaho,	এলাকাশহ,	এলাকাসহ,	
ekeerokom,	একরিকম,	একইরকম,	
shipa,	শিপা,	শিপ,	
valobasakey,	ভালোবাসাকে,	ভালোবাসাকে,	
bunat,	বুনত,	বুনট,	
adhunik,	আধুনিক,	আধুনিক,	
jamaanor,	জামানোর,	জমানোর,	
jillool,	জিল্লুল,	জিল্লুল,	
motar,	মোটার,	মুতার,	
directorete,	ডিরেক্টরেট,	ডিরেক্টরেট,	
snaipara,	স্নেইপার,	স্নাইপার,	
purbancoler,	পূর্বাাকলের,	পূর্বাঞ্চলের,	
aholar,	আহলার,	অহল্যার,	
arop,	আরোপ,	আরোপ,	
defineshana,	ডেফিনিশন,	ডেফিনেশন,	
kingdom,	সিংজম,	কিংডম,	
octane,	অক্তানে,	অকটেন,	
juktorastroshoho,	যুক্তরাসচারসহ,	যুক্তরাষ্ট্রসহ,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
gonohotyar,	গণহোত্তার,	গণহত্যার,	
boudhheer,	বৌদ্ধির,	বৌদ্ধের,	
moddhyekar,	মধ্যেকার,	মধ্যেকার,	
nathibhookteer,	নাথিভুক্তির,	নথিভুক্তির,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
punch,	পাঞ্চ,	পুঞ্চ,	
addhattikotar,	আধ্যাতিকতার,	আধ্যাত্মিকতার,	
gorjon,	গর্জন,	গর্জন,	
welaqama,	ভেলকাম,	ওয়েলকাম,	
meghnabodh,	মেঘনাধাধ,	মেঘনাদবধ,	
bazaareo,	বাজারেও,	বাজারেও,	
patishapta,	পাতিশপ্ত,	পাটিসাপটা,	
gobeshokgan,	গবেষকান,	গবেষকগণ,	
sollallhoo,	সল্লাল্লাহু,	সল্লাল্লাহু,	
oboshore,	অবশরে,	অবসরে,	
durgondho,	দুর্গন্ধ,	দুর্গন্ধ,	
carlo,	কার্ল,	কার্লো,	
shibraj,	শিবরাজ,	শিবরাজ,	
poorbancholer,	পূর্বাচলচর,	পূর্বাঞ্চলের,	
kompito,	কম্পিট,	কম্পিত,	
byatikramdharmi,	ব্যতিকর্মধিমাণী,	ব্যতিক্রমধর্মী,	
amarica,	অ্যামেরিক,	আমেরিকা,	
abhinetar,	অভিনেতর,	অভিনেতার,	
udvaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
uporitaler,	উপরিলাটের,	উপরিতলের,	
songosthati,	সংস্থাটি,	সংস্থাটি,	
degreeo,	ডিগ্রীয়,	ডিগ্রিও,	
byaboharkari,	ব্যবহারকারী,	ব্যবহারকারীই,	
gare,	গরে,	গোর,	
abheedhaaneek,	অবিধাহিনিক,	অভিধানিক,	
komaanndar,	কমান্ডার,	কমাণ্ডার,	
nickel,	নিকেল,	নিকেল,	
daaktikiter,	ডাক্তিকীতের,	ডাকটিকিটের,	
bamoni,	বামনী,	বামনী,	
anisha,	অনিশ,	আনিস,	
boney,	বোনে,	বনে,	
nodnodir,	নদ্নদীর,	নদনদীর,	
colahol,	কলাহল,	কোলাহল,	
vorkendro,	ভোকেন্দ্র,	ভরকেন্দ্র,	
miraqela,	মিরাকেল,	মিরাকেল,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
abhidhaaneec,	অভিধানিক,	অভিধানিক,	
provura,	প্রভার,	প্রভুরা,	
manjushree,	মাঞামুররী,	মঞ্জুশ্রী,	
udbhabone,	উদ্ভাবনে,	উদ্ভাবনে,	
brittakar,	বৃত্তকার,	বৃত্তাকার,	
dembakriti,	দেমবারকতি,	ডিম্বাকৃতি,	
temani,	টেমনি,	তেমনই,	
shotokey,	শতকে,	শতকে,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
sarjur,	সার্জুর,	সরযূর,	
asantos,	অশান্তস,	অসন্তোষ,	
koruna,	করুনা,	করুণা,	
kloud,	ক্লাড,	ক্লাউড,	
chuti,	চুটি,	ছুটি,	
pathkrom,	পাঠকরম,	পাঠক্রম,	
nogonyo,	নগন্য,	নগণ্য,	
enamela,	এনামেল,	এনামেল,	
jees,	জেস,	জেস,	
naditei,	নদীতেই,	নদীতেই,	
apachesta,	অপেেচ্ট,	অপচেষ্টা,	
ghese,	ঘেসে,	ঘেঁষে,	
eksathei,	একসাথেই,	একসাথেই,	
shajano,	শাজানো,	সাজানো,	
shkolashtik,	স্কলাশটিক,	স্কলাস্টিক,	
bonbhumi,	বনভূমি,	বনভূমি,	
daebug,	দেবুগ,	ডিবাগ,	
horeener,	হরিনের,	হরিণের,	
beem,	বীম,	বিম,	
bhenna,	ভেননা,	ভেন্না,	
chyata,	চাট,	চ্যাট,	
shotokei,	শতককই,	শতকেই,	
suity,	সুঁতি,	সুইটি,	
vaibonder,	ভাবন্দের,	ভাইবোনদের,	
debholopar,	দেভলপার,	ডেভলপার,	
kalnir,	কালনীর,	কালনীর,	
trayte,	ট্রাইট,	ট্রেতে,	
nirmolota,	নির্মলতা,	নির্মলতা,	
vabnakey,	ভবনকে,	ভাবনাকে,	
maddhobir,	মাধ্বীর,	মাধবীর,	
sloker,	স্লকের,	শ্লোকের,	
maarmaader,	মারমাদের,	মারমাদের,	
redcrosser,	রেইক্রোসের,	রেডক্রসের,	
biharey,	বিহারে,	বিহারে,	
sahapathike,	সহপাঠীকে,	সহপাঠীকে,	
ghotleo,	ঘটলেও,	ঘটলেও,	
dharabahikotitey,	ধারাবাহিকতিতে,	ধারাবাহিকটিতে,	
ghumata,	ঘুমত,	ঘুমাতো,	
templet,	টেম্পলেট,	টেম্পলেট,	
muktilabh,	মুক্তিলভ,	মুক্তিলাভ,	
korleyi,	করলেই,	করলেই,	
forid,	ফরিদ,	ফরিদ,	
kamti,	কমতি,	কমতি,	
cloud,	ক্লাড,	ক্লাউড,	
kormoi,	কর্মই,	কর্মই,	
saaralya,	সারাল্যা,	সারল্য,	
baraakpur,	বারাকপুর,	বারাকপুর,	
durgoto,	দুর্গত,	দূর্গত,	
agahir,	আগাহীর,	অগভীর,	
lohaa,	লোহা,	লোহা,	
jonosonjog,	জনসংযোগ,	জনসংযোগ,	
sudden,	সুদ্দেন,	সাডেন,	
pluck,	প্লক,	প্ল্যাক,	
abartey,	আবারতে,	আবর্তে,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
sarboshaktimaan,	সর্বোস্তিকমান,	সর্বশক্তিমান,	
gondhe,	গণ্ধে,	গন্ধে,	
provritir,	প্রভৃতির,	প্রভৃতির,	
gostike,	গোষ্টিকে,	গোষ্ঠীকে,	
pushteer,	পুস্টির,	পুষ্টির,	
kirk,	কার্ক,	কার্ক,	
oporeeshodhito,	অপরিষদ্ধিত,	অপরিশোধিত,	
murrayir,	মুরের,	ম্যারির,	
sikkhakbrindo,	শিক্ষাকৃতিদ,	শিক্ষকবৃন্দ,	
ba,	বি,	বু,	
cholchhe,	চলছে,	চলছে,	
ballrum,	বলরাম,	বলরুম,	
taunship,	টাউন্সিপ,	টাউনশিপ,	
udbodhone,	উদ্বধ্নে,	উদ্বোধনে,	
deephineeshana,	ডেফিনিশন,	ডেফিনেশন,	
setitey,	সেটিতে,	সেটিতে,	
nirau,	নিরাও,	নির,	
graameroi,	গ্রামেরেই,	গ্রামেরই,	
mache,	মেচে,	মাছে,	
ekai,	একাই,	একাই,	
phareqsa,	ফরেক্স,	ফরেক্স,	
choudhurio,	চৌধুরিও,	চৌধুরীও,	
ojouno,	অজোন,	অযৌন,	
footbalarra,	ফুটবলারর,	ফুটবলাররা,	
aalkatraa,	আলকাত্রা,	আলকাতরা,	
moonshi,	মুনশী,	মুন্সি,	
duncan,	ডানকান,	ডানকান,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
jonosanjog,	জনসংযোগ,	জনসংযোগ,	
oncholshomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
aairish,	আইরিশ,	আইরিস,	
bhagirath,	ভাগীরথ,	ভগীরথ,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
maaktoome,	ম্যাকমোম,	মাকতুম,	
maner,	মানের,	মানে,	
dajjho,	দজজ,	দাহ্য,	
garnar,	গার্নার,	গার্নার,	
fanser,	ফাঁসের,	ফাঁসের,	
ispredshit,	ইস্প্রেস্রিট,	স্প্রেডশীট,	
uttor,	উত্তর,	উওর,	
dibug,	দিবুগ,	ডিবাগ,	
bosturyi,	বস্তুরীই,	বস্তুরই,	
donata,	দোনত,	ডোনাট,	
oindrila,	অন্দ্রিল,	ঐন্দ্রিলা,	
azijer,	আজিজের,	আজিজের,	
bimaataa,	বিমতা,	বিমাতা,	
sures,	সুরেস,	সুরেশ,	
baasate,	বাসাতে,	বাসাতে,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
oviyojan,	অভিযাজন,	অভিযোজন,	
karecho,	করেছ,	করেছ,	
chaalaabi,	চালাবি,	চালাবে,	
nikoter,	নিকটের,	নিকটের,	
gondho,	গণ্ধ,	গন্ধ,	
dharabiktir,	ধারাবিক্তির,	ধারাবাহিকটির,	
kaaru,	কারু,	কারু,	
aatok,	আটোক,	আটক,	
macher,	মেচের,	মাছের,	
jesh,	জেস,	জেস,	
venush,	ভেনুস,	ভেনাস,	
reeno,	রেনো,	রেনো,	
chilahati,	চিলাহাটি,	চিলাহাটি,	
mugdha,	মুগঠা,	মুগ্ধ,	
akla,	অ্যাকাল,	একলা,	
tateo,	টাটেও,	তাতেও,	
plena,	প্লেন,	প্লেন,	
