darzi,	দর্জি,	দরজি,	
sonali,	সোনালি,	সোনালী,	
aaminaar,	আমিনার,	আমিনার,	
nogonno,	নগন্য,	নগণ্য,	
sooraarop,	সুরারোপ,	সুরারোপ,	
karmasansthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
dharabahikotitey,	ধারাবাকিতিতে,	ধারাবাহিকটিতে,	
dighal,	দিঘহ,	দীঘল,	
teenej,	টেনেজ,	টিনেজ,	
hugheke,	হাঘেকে,	হিউজকে,	
truup,	ট্রু,	ট্রুপ,	
bhabna,	ভবনাা,	ভাবনা,	
manonitoder,	মননোনিদের,	মনোনীতদের,	
ghaghot,	ঘঘঘত,	ঘাঘট,	
samratder,	সমরততদদে,	সম্রাটদের,	
bisnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
uponeeshoder,	উপনিষদের,	উপনিষদের,	
upobasher,	উপবাসের,	উপবাসের,	
jokey,	যোে,	জকি,	
garnaar,	গর্নার,	গার্নার,	
conshervation,	কনসার্টেনন,	কনসারভেশন,	
shithilata,	শিথলতত,	শিথিলতা,	
aairis,	আইরিশ,	আইরিস,	
ganoporibahoner,	গণপরিবাহনের,	গণপরিবহনের,	
residance,	রেসিয়েন্স,	রেসিডেন্স,	
sayanaida,	স্য়ানডি,	সায়ানাইড,	
pratijogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
ebham,	এভাম,	ইভিএম,	
taffsherer,	তফফসেের,	তাফসীরের,	
samanwitovabe,	সমান্তিভভােে,	সমন্বিতভাবে,	
nopdnodir,	নপ্্দদীর,	নদনদীর,	
uinndos,	উইন্ডসস,	উইন্ডোস,	
bait,	ব্যা,	বাইট,	
badaghat,	বাদঘাত,	বাদাঘাট,	
addabaaj,	আদ্মাবা,	আড্ডাবাজ,	
ekshotee,	একশটতি,	একশোটি,	
karlo,	করল,	কার্লো,	
mmadhuri,	মাধুরি,	মাধুরী,	
pulse,	পুলসে,	পালস,	
shkalarashhipa,	স্কলারশিপ,	স্কলারশিপ,	
rato,	রত,	রত,	
prokolpoti,	প্রকলপ্তি,	প্রকল্পটি,	
shilbar,	শিলবার,	সিলভার,	
jathon,	যথন,	যথন,	
setikey,	সেটিকে,	সেটিকে,	
safiin,	সাফিন,	সাফিন,	
bhaandaar,	ভান্ডার,	ভাণ্ডার,	
aviyojan,	অভিযোজন,	অভিযোজন,	
parijaner,	পরিজনের,	পরিজনের,	
daakticketer,	ডাক্তিকেরের,	ডাকটিকিটের,	
ajeej,	আজিজ,	আজিজ,	
vobotarini,	ভবততীীণী,	ভবতারিণী,	
shaatjon,	সাতজন,	সাতজন,	
chesa,	চেসা,	চেস,	
mokhmoley,	মকমলে,	মখমলে,	
raagee,	রাগি,	রাগী,	
graambasio,	গ্রাাবাসওও,	গ্রামবাসীও,	
skyirt,	স্কারট,	স্কার্ট,	
sures,	সুরেশ,	সুরেশ,	
chhed,	ছেদ,	ছেদ,	
pragress,	প্রোগ্রেস,	প্রগ্রেস,	
protizogii,	প্রতিযোগি,	প্রতিযোগী,	
debug,	দেবাগ,	ডিবাগ,	
prakalpeo,	প্রকলল্পেও,	প্রকল্পেও,	
karkat,	কর্কত,	কর্কট,	
bohal,	বহা,	বহাল,	
lettar,	লেোর,	লেটার,	
machhti,	মাছটি,	মাছটি,	
jatharthobhabe,	যথথররথাভে,	যথার্থভাবে,	
firoja,	ফিরজা,	ফিরোজা,	
note,	নটে,	নোটে,	
ustad,	উষ্টদ,	উস্তাদ,	
smaraker,	স্মররকের,	স্মারকের,	
carpeter,	কর্পেটার,	কার্পেটের,	
hepetaitisa,	হাপাইটটইস,	হেপাটাইটিস,	
atyacarito,	অত্যাচচিত,	অত্যাচারিত,	
ssumoo,	সুমু,	সুমো,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
sthaponatir,	স্থাননটটির,	স্থাপনাটির,	
chandrima,	চন্দ্রিমা,	চন্দ্রিমা,	
nabheela,	নভভেল,	নভেল,	
moushumei,	মৌসমে,	মৌসুমেই,	
miitar,	মিটার,	মিত্র,	
pratiyogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
kanuner,	কানুনের,	কানুনের,	
amstrang,	অম্্ট্রিং,	আর্মস্ট্রং,	
foksher,	ফক্ষের,	ফক্সের,	
nimitto,	নিমিত্য,	নিমিত্ত,	
rananganey,	রণাঙ্গনে,	রণাঙ্গনে,	
mumtazer,	মমতাজের,	মুমতাজের,	
dang,	ডাংাং,	ডং,	
chhotogalper,	ছোটোগল্পের,	ছোটগল্পের,	
sikkharrtheerao,	শিক্ষারীরাাও,	শিক্ষার্থীরাও,	
futanta,	ফুটনাট,	ফুটন্ত,	
naazi,	নাজি,	নাত্সি,	
obodamoner,	অবদামনের,	অবদমনের,	
purbancole,	পূর্বাঙ্কলে,	পূর্বাঞ্চলে,	
nama,	নাম,	নমো,	
jojyota,	যো্যতা,	যোজ্যতা,	
bruklin,	ব্রাক্লিন,	ব্রুকলিন,	
telakucha,	টেলাচুচ,	তেলাকুচা,	
deembakreeti,	ডিম্বক্রিতি,	ডিম্বাকৃতি,	
noitik,	নৈতিক,	নৈতিক,	
proteesthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
rijoor,	রিজোর,	রিজুর,	
keyuyi,	কেউই,	কেউই,	
futbolarder,	ফুটবললোদের,	ফুটবলারদের,	
karka,	কর্ক,	কার্ক,	
pachbar,	পাঁচবর,	পাঁচবার,	
durgandha,	দুর্যন্ধ,	দুর্গন্ধ,	
totenhamer,	টটেনহহমেরে,	টটেনহামের,	
ministerer,	মিনিস্টারের,	মিনিস্টারের,	
chanu,	চানু,	চানু,	
nagariker,	নারীকের,	নাগরিকের,	
korkotkrantee,	কর্ককররাননটতি,	কর্কটক্রান্তি,	
qulim,	কুলিং,	কুলিং,	
shatjoner,	সতজজনের,	সাতজনের,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
venicer,	ভেনিসের,	ভেনিসের,	
rahh,	রাহ,	রঃ,	
neelabh,	নিলভ,	নীলাভ,	
daada,	ডাদা,	দাদা,	
siniyara,	সিনিযাার,	সিনিয়র,	
daankaan,	দানকান,	ডানকান,	
konan,	কোনন,	কোনান,	
sumo,	সুমো,	সুমো,	
saarbharti,	সার্ভরতি,	সার্ভারটি,	
bijepi,	বিজেপি,	বিজেপি,	
hizrite,	হিজরিতে,	হিজরীতে,	
janosonjog,	জনসংযোগ,	জনসংযোগ,	
chhotto,	ছটটতো,	ছোট্ট,	
surarop,	সুরারোপ,	সুরারোপ,	
mashajida,	মাসীদা,	মসজিদ,	
motkey,	মতকে,	মতকে,	
parther,	পার্থের,	পার্থের,	
barnish,	বার্নিস,	বার্নিশ,	
prokalpagulo,	প্রলললগুলো,	প্রকল্পগুলো,	
phund,	ফান্ড,	ফান্ড,	
taims,	টামমস,	টাইমস্,	
dhikrita,	ধিকৃত,	ধিকৃত,	
rejidens,	রেজিডেন্স,	রেসিডেন্স,	
baet,	ব্যা,	বাইট,	
wenus,	ভেনাস,	ভেনাস,	
baraakpur,	বারারাপুরর,	বারাকপুর,	
khamba,	খা্ববা,	খাম্বা,	
chargito,	চর্গিত,	চার্জিত,	
prakalpogulor,	প্রকললুলোর,	প্রকল্পগুলোর,	
america,	অ্যামেরিকা,	আমেরিকা,	
uparjoner,	উপার্জনের,	উপার্জনের,	
pattern,	প্যাটারন,	প্যাটার্ন,	
maarmader,	মারমাদের,	মারমাদের,	
alsar,	আলসার,	আলসার,	
nesanasa,	নেসসনসা,	নেশনস,	
kortaa,	করতা,	করতা,	
aieesa,	আইএস,	আইএএস,	
holdeeng,	হলদিং,	হোল্ডিং,	
malish,	মালিশ,	মালিশ,	
songkulan,	সংকুলন,	সংকুলান,	
drissogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
soomo,	সুমো,	সুমো,	
bede,	বিডে,	বেদে,	
deejeejer,	ডিজেজের,	ডিজিজের,	
manushsaho,	মনুুস্বহ,	মানুষসহ,	
koomari,	কুমারি,	কুমারী,	
asar,	আসার,	আসর,	
graambaashee,	গ্রা্বাসী,	গ্রামবাসী,	
vodka,	ওডকা,	ভদকা,	
notey,	নটটে,	নোটে,	
moonim,	মুনিং,	মুনিম,	
kaande,	কাঁদডে,	কাণ্ডে,	
drissotir,	দৃশ্যটির,	দৃশ্যটির,	
obhidhanik,	অভিধানিক,	অভিধানিক,	
jyaqa,	জ্যাক,	জ্যাক,	
chalochchitra,	চলচিত্র,	চলচ্চিত্র,	
chhathke,	ছাঠকে,	ছাতকে,	
drishyogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
shodhon,	সোধন,	শোধন,	
domonmoolok,	দমনমূলক,	দমনমূলক,	
rohosyor,	রহহ্যরর,	রহস্যর,	
durger,	দুর্গের,	দুর্গের,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
kanagulo,	কানগুলো,	কণাগুলো,	
zzonite,	যোনিতে,	যোনীতে,	
teoyana,	টিওযান,	তাইওয়ান,	
taaims,	টাইমস,	টাইমস্,	
alkatra,	আলকাত্র,	আলকাতরা,	
bufar,	বুফার,	বাফার,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
dupleex,	ডাউলেক্স,	ডুপ্লে,	
akkhar,	অক্ষর,	অক্ষর,	
ghatol,	ঘটল,	ঘটল,	
nadimatrik,	নাদিমাত্রিক,	নদীমাতৃক,	
ekmot,	একমত,	একমত,	
saamaanya,	সামান্য,	সামান্য,	
palestiner,	পালেসটটিনের,	প্যালেস্টাইনের,	
xpose,	ক্সপস,	এক্সপোজ,	
forid,	ফরিদ,	ফরিদ,	
ahang,	আহং,	অহং,	
bijito,	বিজিত,	বিজিত,	
napper,	নপপের,	ন্যাপের,	
bhalobasen,	ভালবাসা,	ভালোবাসেন,	
carpeet,	করর্পেট,	কার্পেট,	
surke,	সার্কে,	সুরকে,	
adhattikotar,	অধাত্যীকতার,	আধ্যাত্মিকতার,	
doover,	দুভের,	ডোভার,	
hafez,	হাফেজ,	হাফেয,	
bibad,	বিবাদ,	বিবাদ,	
youth,	ইউথ,	ইয়ুথ,	
deenes,	ডাইনস,	দীনেশ,	
jotharthovabey,	যথথরথথযাবে,	যথার্থভাবে,	
hugh,	হাউ,	হিউজ,	
mondope,	মণ্ডপে,	মন্ডপে,	
sharther,	শ্্থ্র,	স্বার্থের,	
satjaner,	সতজননের,	সাতজনের,	
byabaharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
laaishesh,	লাইসেস,	লাইসেন্স,	
jakkha,	যক্ষ্মা,	যক্ষ,	
atohar,	আতোহা,	আতহার,	
bamander,	বামানদের,	বামনদের,	
noitikatar,	নৈতকতার,	নৈতিকতার,	
talgaachh,	তাগাছ,	তালগাছ,	
arina,	অরিন,	এরিনা,	
firoj,	ফিরজজ,	ফিরোজ,	
khali,	খালি,	খালি,	
bo,	বো,	বু,	
digreeo,	ডিগ্রিও,	ডিগ্রিও,	
ekaar,	একার,	একার,	
dipgulo,	দিপগগলো,	দ্বীপগুলো,	
maadhookori,	মাধককরী,	মাধুকরী,	
konaa,	কোনা,	কোনা,	
nirau,	নিরো,	নির,	
granthoti,	গ্রন্থটি,	গ্রন্থটি,	
marekting,	মেযাকেটিং,	মার্কেটিং,	
sutir,	সূটির,	সুতির,	
sachetanvabe,	সচচতানভভাবে,	সচেতনভাবে,	
gor,	গোর,	গোর,	
prachin,	প্রাচীন,	প্রাচীন,	
pitthey,	পিঠে,	পীঠে,	
oitijje,	ঐতিজ্যে,	ঐতিহ্যে,	
godamjat,	গদমা্ত,	গুদামজাত,	
jahora,	জাহরা,	যাহরা,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
faser,	ফ্যার,	ফাঁসের,	
install,	ইনস্ট,	ইন্সটল,	
tuner,	টুনের,	টিউনার,	
lagche,	লগগছে,	লাগছে,	
graambasheeo,	গ্রামবাসী,	গ্রামবাসীও,	
purohitke,	পুরোহিতকে,	পুরোহিতকে,	
hoilo,	হইল,	হইল,	
odurey,	অদূরে,	অদুরে,	
abhidhaneek,	আভিধানিক,	অভিধানিক,	
promotioney,	প্রমোশনে,	প্রোমোশনে,	
dekhbar,	দেখবার,	দেখবার,	
aansaareer,	আনসারির,	আনসারীর,	
ashok,	আশো,	আশোক,	
parqs,	পার্কস,	পার্কস,	
plus,	প্লাস,	প্লাস,	
hiper,	হিইপার,	হাইপার,	
bissonath,	বিষ্নাথ,	বিশ্বনাথ,	
gage,	গায,	গেজ,	
valobasey,	ভালবাসে,	ভালোবাসে,	
