inapharameshana,	ইনফারসমেশন,	ইনফরমেশন,	
raiialati,	রেলায়টি,	রয়্যালটি,	
baharampurer,	বাহারম্পুরের,	বহরমপুরের,	
granthoti,	গ্রন্থটি,	গ্রন্থটি,	
kodguli,	কদগুলি,	কোডগুলি,	
karadanda,	কাদানদদা,	কারাদণ্ড,	
shaatjoner,	সাত্যনের,	সাতজনের,	
modele,	মোদেলে,	মডেলে,	
porishromi,	পরিশ্রমী,	পরিশ্রমী,	
soasage,	সাসাগে,	সসেজ,	
shaakaar,	সাকার,	সাকার,	
heelser,	হিলসের,	হিলসের,	
shektore,	সেক্টরে,	সেক্টরে,	
aksharke,	আক্ষরকে,	অক্ষরকে,	
korimer,	করিমের,	করিমের,	
mukhamandoler,	মুখামন্ডলের,	মুখমণ্ডলের,	
qaro,	কারও,	কারো,	
dhyanostha,	ধ্যানস্থ,	ধ্যানস্থ,	
kampita,	কম্পিত,	কম্পিত,	
rashider,	রাশিদের,	রশিদের,	
mitre,	মিত্রে,	মিত্র,	
stoonahenja,	স্তননাহ্জ্জ,	স্টোনহেঞ্জ,	
orghyo,	অর্ঘ্য,	অর্ঘ্য,	
uchchotaro,	উচ্চতারও,	উচ্চতর,	
doojoo,	দুজো,	ডোজো,	
naabbota,	নব্বতা,	নাব্যতা,	
bhaabaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
jeebonjapon,	জীবনবামন,	জীবনযাপন,	
bahya,	বহ্য,	বাহ্য,	
ponnee,	পণ্যে,	পন্নী,	
trend,	ট্রেন্ড,	ট্রেন্ড,	
franco,	ফ্রাঞ্চ,	ফ্রাঙ্কো,	
unitsaho,	উউনিতাসহ,	ইউনিটসহ,	
sammatitey,	সম্তিতে,	সম্মতিতে,	
clause,	ক্লাউস,	ক্লজ,	
ateeteo,	অতিতেও,	অতীতেও,	
falok,	ফালক,	ফলক,	
besinay,	বেসিনে,	বেসিনে,	
kiiborde,	কীবরবরদে,	কীবোর্ড,	
motkey,	মোটকে,	মতকে,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
meghkey,	মেঘকে,	মেঘকে,	
safi,	সফি,	সাফি,	
songosthatir,	সংক্ষাস্তির,	সংস্থাটির,	
tottobar,	তত্ত্বার,	তওবার,	
sansthaner,	সংস্থানের,	সংস্থানের,	
parisankhyanvid,	পরিসংখ্যানশি,	পরিসংখ্যানবিদ,	
remakri,	রেমাক্রি,	রেমাক্রী,	
nagoriker,	নাগরীকের,	নাগরিকের,	
pragress,	প্রোগ্রেস,	প্রগ্রেস,	
byabaharkarike,	ব্যবহারকারকে,	ব্যবহারকারীকে,	
ivaner,	ইভানের,	ইভানের,	
hertz,	হার্ট,	হার্জ,	
kraima,	ক্রেম,	ক্রাইম,	
conistho,	কনিষ্ঠ,	কনিষ্ঠ,	
cholocchitrotike,	চলচিত্রসিকে,	চলচ্চিত্রটিকে,	
veenom,	ভিনাম,	ভেনম,	
jeerusaleema,	জিরুসলিমা,	জেরুসালেম,	
lokhindorer,	লোখিন্দরের,	লখিন্দরের,	
sobchey,	সবছে,	সবচে,	
bolovodro,	বলোবদ্র,	বলভদ্র,	
imirgincy,	ইমারিজ্নি,	এমার্জেন্সি,	
thakte,	থাকতে,	থাকতে,	
sahojlabhbhotar,	সহজলভভাবার,	সহজলভ্যতার,	
tahalei,	তাহালেই,	তাহলেই,	
vorkendra,	ভরকেন্দ্র,	ভরকেন্দ্র,	
deliwer,	দেলিভের,	ডেলিভার,	
futbolarra,	ফুটবলার,	ফুটবলাররা,	
promotione,	প্রমোশনের,	প্রোমোশনে,	
kaamij,	কামিজ,	কামিজ,	
xpresion,	এ্প্রিশন,	এক্সপ্রেশন,	
foltir,	ফলটির,	ফলটির,	
rahee,	রহহ,	রাহি,	
reeliancee,	রিলিয়েন্সি,	রিলায়েন্স,	
awrbit,	অব্রীত,	অরবিট,	
carzer,	কার্যের,	চার্জের,	
pratisthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
bhangchoor,	ভাঙচুর,	ভাংচুর,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
growth,	গ্রুথ,	গ্রোথ,	
bharote,	ভারতে,	ভারতে,	
peethey,	পিঠে,	পীঠে,	
forma,	ফরমা,	ফর্মা,	
elaakaai,	এলাকাই,	এলাকাই,	
jibanjapon,	জীবনবামন,	জীবনযাপন,	
korle,	করলে,	করলে,	
mane,	ম্যান,	মানে,	
anyoroop,	অন্যরূপ,	অন্যরূপ,	
abhisongson,	অভিসংসন,	অভিশংসন,	
dojo,	দজও,	ডোজো,	
refleks,	রেফলেক্স,	রিফ্লেক্স,	
mookhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
sorajur,	সরাজুর,	সরযূর,	
nesanasa,	নেশানস,	নেশনস,	
surke,	সারকে,	সুরকে,	
tophaat,	তফাট,	তফাৎ,	
maile,	মেলে,	মাইল,	
parks,	পার্কস,	পার্কস,	
vastuvad,	বস্তুবাদ,	বস্তুবাদ,	
gonjona,	গঞ্জনা,	গঞ্জনা,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
niutrinoo,	নিউট্রিনো,	নিউট্রিনো,	
shomrat,	সমরাত,	সম্রাট,	
satarkokari,	সতরককারী,	সতর্ককারী,	
sollallhu,	সল্লাল্লুহ,	সল্লাল্লাহু,	
seqtara,	সেক্টর,	সেক্টর,	
temontee,	টেমনটি,	তেমনটি,	
jojyata,	যোজ্যতা,	যোজ্যতা,	
tanoo,	তানু,	তনু,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
shikshao,	শিক্ষাও,	শিক্ষাও,	
pchok,	প্কচ,	পাচক,	
koda,	কোড,	কোডা,	
dasha,	দশা,	দোসা,	
telaakucha,	টেলাকুচ্ছা,	তেলাকুচা,	
tokei,	তোকেই,	ত্বকেই,	
jomkalo,	জমকাল,	জমকালো,	
iyaka,	ইয়াক,	ইয়াক,	
sangosthatike,	সংস্ঠাটিকে,	সংস্থাটিকে,	
ghomta,	ঘমটা,	ঘোমটা,	
taorat,	তররাট,	তওরাত,	
joistha,	জৈষ্ঠ,	জ্যৈষ্ঠ,	
blyaka,	ব্লাযাকা,	ব্ল্যাক,	
samabeshke,	সমাবেশকে,	সমাবেশকে,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
okkhorke,	অক্ষরকে,	অক্ষরকে,	
siiteyi,	সিতেই,	শীতেই,	
protizogiira,	প্রতিযোগিহার,	প্রতিযোগীরা,	
fatakasto,	ফটাকাস্ত,	ফাটাকেষ্ট,	
vedanta,	বেদান্ত,	বেদান্ত,	
ankush,	অঙ্কুশ,	অংকুশ,	
evaner,	ইভানের,	ইভানের,	
jetam,	জেতম,	যেতাম,	
poripakey,	পরিপাকে,	পরিপাকে,	
grameryi,	গ্রামারি,	গ্রামেরই,	
laaz,	লাজ,	লাজ,	
provura,	প্রভূরা,	প্রভুরা,	
dhoka,	ঢোকা,	ধোঁকা,	
amstrang,	অসস্ট্রাং,	আর্মস্ট্রং,	
goteehin,	গতিহীন,	গতিহীন,	
ivir,	আইভির,	এভার,	
dharabiktir,	ধারাবিক্তির,	ধারাবাহিকটির,	
dada,	দোদা,	দাদা,	
dorgaaho,	দরগাহা,	দরগাহ,	
chalochchitreer,	চলচিত্র্রির,	চলচ্চিত্রের,	
zeebonnogor,	জীবনগণ্র,	জীবননগর,	
ahalyar,	অহললার,	অহল্যার,	
superheiro,	সুপারেহির,	সুপারহিরো,	
eksathe,	একসাথে,	একসাথে,	
raktaksharaner,	রক্তকারণের,	রক্তক্ষরণের,	
chutir,	চুটির,	ছুটির,	
dharmantar,	ধর্মন্তর,	ধর্মান্তর,	
estoonia,	এস্টোনিয়া,	এস্তোনিয়া,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
karmosansthaner,	কর্মস্থানশের,	কর্মসংস্থানের,	
sheekarke,	শিকারকে,	শিকারকে,	
ustad,	উস্তাদ,	উস্তাদ,	
maadhookori,	মাধাযোকি,	মাধুকরী,	
ucchosito,	উচ্চোষিত,	উচ্ছসিত,	
edaningkale,	আদানিনকালে,	ইদানীংকালে,	
thelyanda,	থেল্যান্ড,	থাইল্যান্ড,	
phikshim,	ফিক্সিম,	ফিক্সিং,	
valobase,	ভালবাসে,	ভালোবাসে,	
magical,	ম্যাকিক্যাল,	ম্যাজিকাল,	
hena,	হেনা,	হেনা,	
utsaha,	উত্সাহ,	উৎসাহ,	
noditir,	নদীতীর,	নদীটির,	
janachche,	জনাছ্যে,	জানাচ্ছে,	
nagorik,	নাগরিক,	নাগরিক,	
bidghutey,	বিদ্ঘতে,	বিদঘুটে,	
brindaabane,	বৃন্দ্বনার,	বৃন্দাবনে,	
tookroke,	তুক্রকে,	টুকরোকে,	
charrjar,	চার্জার,	চার্জার,	
cholochchitro,	চলচিত্র,	চলচ্চিত্র,	
dalee,	দলে,	ডালে,	
ajeeja,	অজিজা,	আজিজা,	
laeshesh,	লাইসেস,	লাইসেন্স,	
lagche,	লাগছে,	লাগছে,	
brindabaner,	বৃন্দবানের,	বৃন্দাবনের,	
gudamjaato,	গুদ্মজনত,	গুদামজাত,	
pala,	পালা,	পোলো,	
baipasa,	বাইপস,	বাইপাস,	
shikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
sthaponagulor,	শ্থপানপুলোর,	স্থাপনাগুলোর,	
samudratatey,	সমুদ্রতাটে,	সমুদ্রতটে,	
kiibord,	কীবোর্ড,	কীবোর্ড,	
jokrit,	যকৃত,	যকৃৎ,	
sharifpur,	শরীফপুর,	শরিফপুর,	
sahojlovyotar,	সহজল্যভাতার,	সহজলভ্যতার,	
parishrami,	পরিস্রামী,	পরিশ্রমী,	
eesa,	এস,	আইএএস,	
chaanoo,	চানু,	চানু,	
lotheeran,	লথিরান,	লুথেরান,	
cooda,	কোড,	কোডা,	
shikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
tinej,	টাইনেজ,	টিনেজ,	
rohasyati,	রহস্যাটি,	রহস্যটি,	
utsahe,	উত্সাহে,	উৎসাহে,	
fal,	ফলল,	ফল,	
abheedhaaner,	অভিধানের,	অভিধানের,	
mitrer,	মিত্রের,	মিত্রের,	
golakriti,	গোলাকৃতি,	গোলাকৃতি,	
saras,	সারস,	সরস,	
duuma,	ডুমা,	দুমা,	
koordider,	কুর্দিদের,	কুর্দিদের,	
byomkes,	ব্যাকসেস,	ব্যোমকেশ,	
dargah,	দরগাহ,	দরগাহ,	
manahputa,	মনাপুর্তা,	মনঃপুত,	
chowdhurir,	চৌধুরির,	চৌধুরীর,	
bhittie,	ভিত্তি,	ভিত্তিই,	
infarmatian,	ইনফ্রমেশন,	ইনফরমেশন,	
ojowno,	অযোন,	অযৌন,	
noubihar,	নবীহার,	নৌবিহার,	
ekok,	একক,	একক,	
kortonaa,	কর্তনা,	করতনা,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
iuro,	ইউরো,	ইউরো,	
bashoborty,	বাষবর্তী,	বশবর্তী,	
garnar,	গর্নার,	গার্নার,	
somraat,	সমরাত,	সম্রাট,	
sector,	সেক্টর,	সেক্টর,	
bitolser,	বিতলসের,	বিটলসের,	
qonfliqt,	কনফিক্ট,	কনফ্লিক্ট,	
kottor,	কট্টর,	কট্টর,	
muhurto,	মুহূর্ত,	মুহুর্ত,	
falakti,	ফলাকটি,	ফলকটি,	
krantikale,	ক্রাণ্তিকালে,	ক্রান্তিকালে,	
muradkey,	মুরদকে,	মুরাদকে,	
shangsthagulo,	সংবাস্নগুলো,	সংস্থাগুলো,	
matrikar,	মাত্রীকার,	মাতৃকার,	
rightsh,	রাইটস,	রাইটস,	
ekpashe,	একপাশে,	একপাশে,	
shithilata,	সিথিলত,	শিথিলতা,	
ghatleo,	ঘটলেও,	ঘটলেও,	
koomarir,	কুমারির,	কুমারীর,	
bohal,	বহল,	বহাল,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
abhidhaneek,	অভিধানিক,	অভিধানিক,	
serverer,	সার্ভারের,	সার্ভারের,	
towbar,	তবার,	তওবার,	
bjp,	বিজিপ,	বিজেপি,	
futbolarder,	ফুটবলযোর্ডার,	ফুটবলারদের,	
tyuner,	টুনের,	টিউনার,	
wictor,	উইক্টর,	ভিক্টর,	
bibecchyo,	বিবেচ্য,	বিবেচ্য,	
diaraesha,	ডায়রেশ,	ডিআরএস,	
taler,	তালের,	তালের,	
deebating,	ডিবেটিং,	ডিবেটিং,	
asiatic,	আসিটিয়িক,	এশিয়াটিক,	
byatari,	ব্যাটারি,	ব্যাটারী,	
nadigulo,	নদদীগুলো,	নদীগুলো,	
disney,	ডিসনিতে,	ডিজনী,	
sangostha,	সংগোস্থা,	সংস্থা,	
