female,	ফেমলে,	ফিমেল,	
shrichaitanyadev,	শ্রীচৈলাঠান্বে,	শ্রীচৈতন্যদেব,	
venicer,	ভেনিসের,	ভেনিসের,	
obie,	অবি,	ওবিই,	
shikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
hole,	হলে,	হোল,	
orthonitir,	অর্থনীতির,	অর্থনীতির,	
gazipore,	গজীপের,	গাজীপুর,	
hunayin,	হুনাইন,	হুনাইন,	
bhabnar,	ভবনার,	ভাবনার,	
jess,	জেস,	জেস,	
selina,	সেলিন,	সেলিনা,	
aatto,	আটো,	আত্ম,	
monjurul,	মঞ্জুুুল,	মনজুরুল,	
arbeet,	অরবিত,	অরবিট,	
shitey,	শিটে,	শীতে,	
objarvar,	অব্যর্ভার,	অবজার্ভার,	
shombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
udbhabone,	উদ্ভবনে,	উদ্ভাবনে,	
haryken,	হারিকেন,	হ্যারিকেন,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
heriken,	হেরিকেন,	হ্যারিকেন,	
dibi,	দিবি,	দিবি,	
raktaksharaney,	রক্তকর্ষণে,	রক্তক্ষরণে,	
moshjidtike,	মস্দিতকে,	মসজিদটিকে,	
babul,	ববুল,	বাবুল,	
nogonno,	নগন্ন,	নগণ্য,	
myathiou,	ম্যাথিও,	ম্যাথিউ,	
prety,	প্রেতি,	প্রিটি,	
fax,	ফ্যাক্স,	ফক্স,	
anchalgulir,	আঞ্চলুগুলির,	অঞ্চলগুলির,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
samanwitovabe,	সামান্ভীতভাবে,	সমন্বিতভাবে,	
songbadmadhyomgulote,	সংবাদদাধ্যগূল্তে,	সংবাদমাধ্যমগুলোতে,	
naran,	নরর,	নরেন,	
khizir,	খিজির,	খিজির,	
temonti,	তেমনটি,	তেমনটি,	
anodhikaar,	অনধিকার,	অনধিকার,	
potocheetrer,	পটচিত্রের,	পটচিত্রের,	
jomkaalo,	জোমকালো,	জমকালো,	
odure,	অদুরে,	অদুরে,	
imirgincy,	ইমির্জিন্সি,	এমার্জেন্সি,	
anekeri,	অনেকারী,	অনেকেরই,	
kodorer,	কদরের,	কদরের,	
sakar,	সাকার,	সাকার,	
aboshorer,	অবশরের,	অবসরের,	
qulim,	কুলিম,	কুলিং,	
ogovir,	অগোরীর,	অগভীর,	
antorbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
siramikasa,	শিরামিকাস,	সিরামিকস,	
laaishesh,	লাইসেস,	লাইসেন্স,	
guzober,	গুজবের,	গুজবের,	
skalarasipa,	স্কলারশিপ,	স্কলারশিপ,	
saras,	সারস,	সরস,	
gare,	গের,	গোর,	
notunotto,	নতুনত্ব,	নতুনত্ব,	
artillery,	আর্টিলারি,	আর্টিলারি,	
artherer,	অর্থেরের,	আর্থারের,	
neutrina,	নিউট্রিন,	নিউট্রিনো,	
akpaase,	একপাশে,	একপাশে,	
pleeto,	প্লেট,	প্লেটো,	
daakticketer,	ডাক্তিকেটের,	ডাকটিকিটের,	
infarmatian,	ইনফোরমেশন,	ইনফরমেশন,	
peterkay,	পেটারকে,	পিটারকে,	
antorvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
pathkram,	পাথ্র্ম,	পাঠক্রম,	
enginiiring,	ইঞ্জিনিপিং,	ইঞ্জিনিয়ারিং,	
somratra,	সমরর্ত্র,	সম্রাটরা,	
akshoti,	অকশটি,	একশোটি,	
damdor,	দমদর,	দামদর,	
planeti,	প্লেনটি,	প্লেনটি,	
bhabna,	ভব্ন,	ভাবনা,	
cheere,	চীরে,	চিরে,	
bagda,	বগ্দা,	বাগদা,	
lompot,	লম্পট,	লম্পট,	
shanta,	শান্ত,	সান্তা,	
talaa,	তালা,	তালা,	
nirbachaker,	নির্বাচকের,	নির্বাচকের,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
subader,	সুবাদের,	সুবাদে,	
gajiipur,	গজীপুর,	গাজীপুর,	
nathivooktir,	নথিভূক্তির,	নথিভুক্তির,	
byaboharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
sarboshaktimaan,	সর্বস্কিতাম,	সর্বশক্তিমান,	
ibhara,	ইভেরা,	এভার,	
rijur,	রিজুর,	রিজুর,	
teempaleeta,	টেম্পাইট,	টেম্পলেট,	
zeebonnogor,	জীবন্নগর,	জীবননগর,	
okhhunno,	অখুন্ন,	অক্ষুণ্ণ,	
dakteekite,	দাক্তিকিতে,	ডাকটিকিটে,	
satarkabhabe,	সতরকভাবে,	সতর্কভাবে,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
drishyoi,	দৃশ্যই,	দৃশ্যই,	
pitth,	পিঠ,	পীঠ,	
zojyota,	যোজ্যতা,	যোজ্যতা,	
asbab,	আসবাব,	আসবাব,	
ssumi,	সুমি,	সুমি,	
kalnir,	কালনীর,	কালনীর,	
sarsa,	সর্ষ,	সোর্স,	
zackson,	জ্যাকসন,	জ্যাকসন,	
tenish,	টেনিস,	টেনিস,	
saamaanyai,	সামান্যই,	সামান্যই,	
sontoshpur,	সন্তঃসপুর,	সন্তোষপুর,	
ekbakke,	একবককে,	একবাক্যে,	
zubokra,	যুবকরা,	যুবকরা,	
asthisandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
attaar,	আতার,	আত্তার,	
byaaran,	ব্যারণ,	ব্যারন,	
nirapottamulak,	নিরতপতমূলক,	নিরাপত্তামূলক,	
jarmaniteo,	জার্মানিতে,	জার্মানিতেও,	
hukar,	হুকার,	হুকার,	
dinara,	ডিনার,	ডিনার,	
dibating,	ডিবাটিং,	ডিবেটিং,	
qeyboard,	কেযোব্র্ড,	কীবোর্ড,	
aoki,	আকই,	এওকি,	
jokrit,	জকৃত,	যকৃৎ,	
iyutha,	ইউথথ,	ইয়ুথ,	
mahe,	মহে,	মাহে,	
dubate,	দুবাতে,	ডুবাতে,	
alsaar,	আলসার,	আলসার,	
kinsa,	কিন্স,	কিংস,	
alaa,	আলা,	আলা,	
baghdad,	বাগদদ,	বাগদাদ,	
koontee,	কোনটি,	কুন্তী,	
nathibhukta,	নথিভূক্ত,	নথিভুক্ত,	
bikretader,	বিক্রেতের,	বিক্রেতাদের,	
smarak,	স্মারক,	স্মারক,	
manhputo,	মানপুত,	মনঃপুত,	
nabam,	নবম,	নবম,	
biseshyer,	বিশেষ্যের,	বিশেষ্যের,	
sanghorsheek,	সংঘর্ষিক,	সাংঘর্ষিক,	
shcholastic,	স্কোাাস্টিক,	স্কলাস্টিক,	
sahozlabhbhatar,	সহজলভাতাবার,	সহজলভ্যতার,	
nilkamal,	নীলকমল,	নীলকমল,	
jaruri,	জরুরী,	জরূরী,	
tofat,	টফট,	তফাৎ,	
bohal,	বহল,	বহাল,	
turkeyder,	টার্কেডের,	তুর্কিদের,	
jadrel,	জডডে,	জাঁদরেল,	
taatey,	তাটে,	তাতে,	
deebating,	ডেবাটিং,	ডিবেটিং,	
shpredshiit,	স্প্রেডিস,	স্প্রেডশীট,	
jomaanor,	জমানোর,	জমানোর,	
roktokshoroney,	রক্তকর্ষণে,	রক্তক্ষরণে,	
antarbhuktimulak,	অন্তর্ভূত্মূলক,	অন্তর্ভুক্তিমূলক,	
chaanoo,	চানু,	চানু,	
firozer,	ফিরোজের,	ফিরোজের,	
itemer,	ইতেমের,	আইটেমের,	
monhputa,	মন্পুত,	মনঃপুত,	
pacbar,	পা্চবার,	পাঁচবার,	
doloo,	দোল,	ডলু,	
akhandata,	আখন্দতা,	অখণ্ডতা,	
omanisha,	অমানিশ,	অমানিশা,	
zyakasana,	জ্যাকাশন,	জ্যাকসন,	
saya,	সায়,	সোয়া,	
arsie,	আর্সি,	আরসিএ,	
ekshotee,	একশটি,	একশোটি,	
samle,	সামলে,	সামলে,	
digrir,	দিগ্রীর,	ডিগ্রির,	
marmaader,	মারমাদের,	মারমাদের,	
dajyo,	দজ্য,	দাহ্য,	
safi,	সফি,	সাফি,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
arakani,	আরকানী,	আরাকানী,	
uposthit,	উপস্থিত,	উপস্থিত,	
ancholsaho,	অঞ্চলসহ,	অঞ্চলসহ,	
creshcent,	ক্রেস্েন্ট,	ক্রিসেন্ট,	
samanyoi,	সামানইই,	সামান্যই,	
kaushalgata,	কৌশলগত,	কৌশলগত,	
bolovodro,	বলবদ্র,	বলভদ্র,	
chashe,	চাষে,	চেস,	
abahan,	আবাহন,	আবাহন,	
akkharkey,	অক্ষারকে,	অক্ষরকে,	
shaarthe,	সার্থে,	স্বার্থে,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
nake,	নাকে,	নেক,	
vagini,	ভাগিনী,	ভগিনী,	
bipozzonok,	বিপজজজনক,	বিপজ্জনক,	
aaeerese,	আইরেসে,	আইরেসে,	
baaiq,	বাইক,	বাইক,	
itastatah,	ইতাস্তা,	ইতস্ততঃ,	
granthei,	গ্রন্থেই,	গ্রন্থেই,	
golakriti,	গোলাকৃতি,	গোলাকৃতি,	
khanankaj,	খননকাা,	খননকাজ,	
samsher,	সমসের,	সমশের,	
chalechi,	চলেছি,	চলেছি,	
haajarer,	হাজারের,	হাজারের,	
kromo,	ক্রম,	ক্রম,	
rahee,	রহি,	রাহি,	
hilser,	হিলসের,	হিলসের,	
daver,	ডেভের,	ডোভার,	
doshider,	দশীদের,	দোষীদের,	
planee,	প্লেন,	প্লেন,	
shaleha,	সালেহ,	সালেহা,	
chalochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
hisabke,	হিসাবকে,	হিসাবকে,	
majuter,	মজুতের,	মজুতের,	
dwip,	দ্বীপ,	দীপ,	
karlosh,	কার্লস,	কার্লোস,	
chedon,	চেদন,	ছেদন,	
bikaargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
zillul,	জিলুল,	জিল্লুল,	
gujab,	গুজব,	গুজব,	
karu,	কারু,	কারু,	
protijogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
nesans,	নেএনস,	নেশনস,	
akik,	আকীক,	আকিক,	
awnurbor,	অনুর্বর,	অনুর্বর,	
taunasipa,	টাউন্সিপ,	টাউনশিপ,	
ixprission,	এক্সপ্রেশন,	এক্সপ্রেশন,	
asietic,	অসিটেটিক,	এশিয়াটিক,	
marqetim,	মার্কেটিং,	মার্কেটিং,	
doltagi,	দলতাগি,	দলত্যাগী,	
godabori,	গদাবরী,	গোদাবরী,	
debdebee,	দেবদেবী,	দেবদেবী,	
porichhonnota,	পরিচ্ধননতা,	পরিচ্ছন্নতা,	
brinda,	বৃর্ড্ড,	বৃন্দা,	
karmakarke,	কর্মকারকে,	কর্মকারকে,	
hirani,	হিরানী,	হিরানি,	
dimbacriti,	ডিম্বাক্রিটি,	ডিম্বাকৃতি,	
bitolser,	বিতলসের,	বিটলসের,	
asovyo,	অসভ্য,	অসভ্য,	
manikya,	মানিক্য,	মানিক্য,	
lotheran,	লথেরন,	লুথেরান,	
lesensa,	লেসেন্স,	লাইসেন্স,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
shenior,	সেনির,	সিনিয়র,	
kaalengaa,	কালেঙ্গ,	কালেঙ্গা,	
udbhabane,	উদ্ভবনে,	উদ্ভাবনে,	
onekeryi,	অনেকররই,	অনেকেরই,	
koreem,	করিম,	করিম,	
samashtike,	সমস্তিকে,	সমষ্টিকে,	
hajirhat,	হাজিরহাট,	হাজিরহাট,	
notti,	নটি,	নোটটি,	
plator,	প্লটটর,	প্লেটোর,	
allubokhara,	আলুল্বরা,	আলুবোখারা,	
gaafiloti,	গাফিলোটি,	গাফিলতি,	
qloud,	ক্লাড,	ক্লাউড,	
sangasthagulo,	সংস্থাগুুলো,	সংস্থাগুলো,	
hoteltite,	হটটেলটি,	হোটেলটিতে,	
graambaasee,	গ্রামবাসী,	গ্রামবাসী,	
konake,	কোনকে,	কণাকে,	
graambasio,	গ্রামবাসিও,	গ্রামবাসীও,	
noiteek,	নৈতিক,	নৈতিক,	
suparahira,	সুপারহার,	সুপারহিরো,	
shochindro,	শচীন্দ্র,	শচীন্দ্র,	
deelibhara,	ডিলিভার,	ডেলিভার,	
turkmeen,	তুরকমিন,	তুর্কমেন,	
inapharameeshana,	ইনফারমেশন,	ইনফরমেশন,	
mohisho,	মহীশ,	মহিষ,	
daacktickete,	ডাক্সিকিতে,	ডাকটিকিটে,	
