armenan,	আর্মেনন,	আর্মেনিয়ান,	
bhotara,	ভোতর,	ভোটার,	
shasankarta,	শাসনকর্তা,	শাসনকর্তা,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
bhogirath,	ভগীরাথ,	ভগীরথ,	
adhatik,	আধাতিক,	আধ্যাত্মিক,	
sbatantrota,	স্বতন্ত্রনা,	স্বতন্ত্রতা,	
taurat,	তৌরাত,	তওরাত,	
vromoner,	ভ্রমণের,	ভ্রমণের,	
pachhi,	পাঁছি,	পাচ্ছি,	
oviyojan,	অভিযোজন,	অভিযোজন,	
jaunatar,	যৌনতার,	যৌনতার,	
mataram,	মাটারাম,	মাতারাম,	
sofi,	সফি,	সোফি,	
musalmanderke,	মুসলামন্দাকে,	মুসলমানদেরকে,	
tinbhager,	তিনভাগের,	তিনভাগের,	
bisnukey,	বিষ্ণুকে,	বিষ্ণুকে,	
hotodoreedro,	হতদর্দ্র,	হতদরিদ্র,	
rohasyati,	রহস্যাটি,	রহস্যটি,	
daalu,	দালু,	ডালু,	
chhattroraai,	ছাত্ররাই,	ছাত্ররাই,	
forma,	ফরমা,	ফর্মা,	
sammatir,	সম্মতির,	সম্মতির,	
saccar,	সকচার,	সকার,	
dhauta,	ধাতো,	ধৌত,	
gyandaas,	জ্ঞান্ডাস,	জ্ঞানদাস,	
arthurer,	আর্থুরের,	আর্থারের,	
betsman,	বেটসম্যান,	ব্যাটসম্যান,	
sheramiksh,	সেরমমিক্স,	সিরামিকস,	
udvabon,	উদ্ভবন,	উদ্ভাবন,	
jathartha,	যথার্থ,	যথার্থ,	
torkarir,	তরকারির,	তরকারীর,	
bandhuke,	বন্ধুকে,	বন্ধুকে,	
somratra,	সম্রাত্র,	সম্রাটরা,	
daltagi,	দালতগি,	দলত্যাগী,	
haridware,	হারিদ্বারে,	হরিদ্বারে,	
easter,	ইস্টার,	ইস্টার,	
elakatikey,	এলাকটিকে,	এলাকাটিকে,	
patigonit,	পতিগণিত,	পাটিগণিত,	
teknokryat,	টেকন্কাক্ট,	টেকনোক্র্যাট,	
meetar,	মেতার,	মিত্র,	
dhrubak,	ধ্রবাক,	ধ্রুবক,	
sudrishya,	সুদ্রশিয,	সুদৃশ্য,	
soores,	সুরেস,	সুরেশ,	
jyaqasana,	জ্যাকাশন,	জ্যাকসন,	
mukherji,	মুখর্জি,	মুখার্জী,	
salmaaner,	সলমানের,	সালমানের,	
futanto,	ফুটন্ত,	ফুটন্ত,	
ekai,	একই,	একাই,	
utshahe,	উত্সাহে,	উৎসাহে,	
playtey,	প্লেটে,	প্লেটে,	
graambaseer,	গ্রামাবিসীর,	গ্রামবাসীর,	
masjidke,	মজসিদকে,	মসজিদকে,	
laiseens,	লাইেন্স,	লাইসেন্স,	
jaatte,	জাততে,	জাতটি,	
duplee,	ডাপলি,	ডুপ্লে,	
palbangsher,	পালবংশের,	পালবংশের,	
bolechi,	বলেছি,	বলেছি,	
pudim,	পুদিম,	পুডিং,	
gyate,	গ্ঞাতে,	গ্যেটে,	
grawth,	গ্রাথ,	গ্রোথ,	
tatey,	তাতে,	তাতে,	
jamaanor,	জামানোর,	জমানোর,	
mit,	মীত,	মিট,	
asantos,	অসন্তাস,	অসন্তোষ,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
platoo,	প্লাটো,	প্লেটো,	
kormoi,	কর্মই,	কর্মই,	
hood,	হোদ,	হুড,	
rigthter,	ঋাথটের,	রাইটের,	
jonosonjog,	জনস্বগ্য,	জনসংযোগ,	
spreadshiit,	স্প্রেস্টি,	স্প্রেডশীট,	
uponeeshoder,	উপনিদোদের,	উপনিষদের,	
shelinar,	সেলিনার,	সেলিনার,	
addhatikotar,	আধ্যাতিকতার,	আধ্যাত্মিকতার,	
smaraker,	স্মারকের,	স্মারকের,	
sharthe,	সর্থে,	স্বার্থে,	
chatrorai,	ছাত্ররাই,	ছাত্ররাই,	
aamudey,	আমুদে,	আমুদে,	
naneer,	নানীর,	নানীর,	
boney,	বনে,	বনে,	
shansthaner,	সংস্থানের,	সংস্থানের,	
nirgomon,	নির্জমন,	নির্গমন,	
ghoomato,	ঘুমত,	ঘুমাতো,	
sumoo,	সুমো,	সুমো,	
udbhabone,	উদ্ভাবনে,	উদ্ভাবনে,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
gaddafee,	গাডাডফি,	গাদ্দাফী,	
jesthaa,	জেষ্ঠা,	জ্যেষ্ঠা,	
jeerusaleem,	জিরুরিলামি,	জেরুসালেম,	
dinner,	দীনের,	ডিনার,	
lojic,	লোজিক,	লজিক,	
choudhooreeder,	চৌধুদীরের,	চৌধুরীদের,	
ghurtey,	ঘুর্তে,	ঘুরতে,	
harbor,	হারবর,	হারবার,	
gheshei,	ঘেসেই,	ঘেঁষেই,	
beildaar,	বিইল্ডার,	বিল্ডার,	
rena,	রেনা,	রেনো,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
dakhbaar,	দেকবার,	দেখবার,	
nirgoon,	নির্গুণ,	নির্গুণ,	
aksathei,	একসাথেই,	একসাথেই,	
shochindro,	সচীন্দ্র,	শচীন্দ্র,	
puroheetder,	পুরহীদতের,	পুরোহিতদের,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
beshirbhaagei,	বেশিরভাগেই,	বেশিরভাগেই,	
bi,	বিই,	বি,	
pala,	পোল,	পোলো,	
nirikho,	নিরীখ,	নিরিখ,	
assaciates,	অ্যাসোকিসেট,	এসোসিয়েটস,	
shringey,	শ্রীঙ্গে,	শৃঙ্গে,	
digrir,	ডিগ্রীর,	ডিগ্রির,	
langhaner,	লঙ্ঘনের,	লংঘনের,	
aazan,	আজন,	আজান,	
chargito,	চারগিত,	চার্জিত,	
sthapanar,	স্থাপনার,	স্থাপনার,	
naazii,	নাজী,	নাত্সি,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
jya,	জো,	জ্যা,	
obosore,	অবসরে,	অবসরে,	
bagdad,	বাগদাদ,	বাগদাদ,	
chalochchitreo,	চলচ্ছিত্রে,	চলচ্চিত্রেও,	
mukhamandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
valobase,	ভালবাসে,	ভালোবাসে,	
grambashi,	গ্রামবাসী,	গ্রামবাসী,	
kanooner,	কানুের,	কানুনের,	
parqing,	পার্কিং,	পার্কিং,	
eenasiyeenta,	ইনসায়েন্ট,	এনসিয়েন্ট,	
himi,	হিমি,	হিমি,	
matorom,	মাতরম,	মাতরম,	
marryir,	মেরির,	ম্যারির,	
bolbo,	বলবো,	বলবো,	
samajer,	সমাজের,	সমাজের,	
asociatees,	অসোসিসাইট,	এসোসিয়েটস,	
hitokar,	হিতকার,	হিতকর,	
chaloke,	চালকে,	চালকে,	
shikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
bamander,	বামান্দের,	বামনদের,	
taalal,	তালাল,	তালাল,	
kirti,	কীর্তি,	কীর্তি,	
turkider,	তুর্কীদের,	তুর্কিদের,	
kanuner,	কানুরের,	কানুনের,	
itostatoh,	ইতস্ততস,	ইতস্ততঃ,	
choudhureeder,	চৌধুদীরের,	চৌধুরীদের,	
rahee,	রহহি,	রাহি,	
spreadseet,	স্প্রোস্টিট,	স্প্রেডশীট,	
akkash,	আকাশ,	আককাস,	
ajim,	আজিম,	আজিম,	
babona,	বাবনা,	বাবনা,	
mozlish,	মজলিস,	মজলিশ,	
leetteer,	লেটার,	লেটার,	
bholapuqa,	ভোলাপুক,	ভোলাপুক,	
geejeeteeda,	গেজেটিড,	গেজেটেড,	
somudrotote,	সমুদ্রততে,	সমুদ্রতটে,	
bruklin,	ব্রুকিলিং,	ব্রুকলিন,	
canton,	ক্যান্টন,	ক্যান্টন,	
mugdhata,	মুগ্ধতা,	মুগ্ধতা,	
rayalty,	রয়েলটি,	রয়্যালটি,	
ship,	শিপ,	শিপ,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
chalachchitratike,	চলচ্চিত্রিতেকে,	চলচ্চিত্রটিকে,	
myat,	ম্যাট,	ম্যাট,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
chalochchitrei,	চলচ্ছিত্রেই,	চলচ্চিত্রেই,	
shcholashtic,	স্কলাশ্তিক,	স্কলাস্টিক,	
manushtikey,	মনুষ্টিকে,	মানুষটিকে,	
ezenda,	এজেন্ড,	এজেন্ডা,	
byakkhabyatito,	ব্যাক্ষব্যতিত,	ব্যাখ্যাতীত,	
jor,	জোর,	জ্বর,	
bhogni,	ভগ্নী,	ভগ্নী,	
horiddare,	হরিদদারে,	হরিদ্বারে,	
lotheeran,	ল্যাথেরান,	লুথেরান,	
bharson,	ভার্সন,	ভারশন,	
dwipgulo,	দ্বিপগুলো,	দ্বীপগুলো,	
barron,	বাররন,	ব্যারন,	
moshzidti,	মোশজিটি,	মসজিদটি,	
ashanka,	অসংকা,	আশঙ্কা,	
ibhila,	ইভিল,	ইভিল,	
qrita,	কৃতা,	ক্রীট,	
nagorikke,	নাগরিকে,	নাগরিককে,	
dabarer,	দববের,	দাবারের,	
russad,	রাশদদ,	রুশদ,	
monjushri,	মন্জুুর্,	মঞ্জুশ্রী,	
akeeb,	একীব,	আকিব,	
brekathru,	ব্রেক্ষরু,	ব্রেকথ্রু,	
udbhabani,	উদ্ভাবনী,	উদ্ভাবনী,	
chhooti,	ছুটি,	ছুটি,	
evaner,	ইভানের,	ইভানের,	
jerujalemer,	জিরুজামের,	জেরুজালেমের,	
soras,	সরাশ,	সরস,	
bamona,	বামনা,	বামনা,	
choity,	চৈতই,	চৈতি,	
jothartho,	যথার্থ,	যথার্থ,	
akmato,	একমত,	একমত,	
ketechila,	কেটেছিল,	কেটেছিল,	
bahya,	বহ্য,	বাহ্য,	
nikat,	নিকাত,	নিকট,	
shipa,	শিপ,	শিপ,	
bayii,	বইই,	বাঈ,	
sotteo,	সত্যেও,	সত্ত্বেও,	
masjid,	মজসিদ,	মসজিদ,	
azaan,	অজান,	আজান,	
kyathlikder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
purbancole,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
lohaar,	লোহার,	লোহার,	
parker,	পার্কের,	পার্কের,	
janosomaj,	জনসমাজ,	জনসমাজ,	
omittrakkhor,	অমিত্রকক্ষর,	অমিত্রাক্ষর,	
goteebege,	গতিবেগে,	গতিবেগে,	
thai,	ঠাই,	থাই,	
version,	ভার্সন,	ভারশন,	
ottacharito,	অত্চাচারিত,	অত্যাচারিত,	
onurbar,	অনুর্বার,	অনুর্বর,	
chhutite,	ছুটিতে,	ছুটিতে,	
cheettronnattokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
caaling,	কািন,	কুলিং,	
akritakarjo,	আক্রতকর্য,	অকৃতকার্য,	
udbhaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
uponeeshod,	উপনিষদ,	উপনিষদ,	
atok,	অটোক,	আটক,	
horiddar,	হরিদদার,	হরিদ্বার,	
eporjonta,	এপর্নটা,	এপর্যন্ত,	
soorti,	সুর্তি,	সুরটি,	
musalmanyi,	মুসল্মনি,	মুসলমানই,	
ajiban,	অজিবান,	আজীবন,	
horeepur,	হরিপুর,	হরিপুর,	
uuipoka,	উইপকো,	উইপোকা,	
ekbakke,	একবকে,	একবাক্যে,	
muscut,	মাসকাট,	মাস্কাট,	
bhaandaare,	ভান্ডারে,	ভাণ্ডারে,	
pratijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
alsaara,	আলসার,	আলসার,	
aazadir,	আজাদির,	আজাদীর,	
licencing,	লাইসেন্সিং,	লাইসেন্সিং,	
parswer,	পারস্বের,	পার্শ্বে,	
catholic,	ক্যাথলিক,	ক্যাথলিক,	
prothati,	প্রথটি,	প্রথাটি,	
alpo,	অল্প,	অল্প,	
samaptir,	সমস্তির,	সমাপ্তির,	
roi,	রো,	রায়,	
chuti,	চুটি,	ছুটি,	
hole,	হোল,	হোল,	
gyandas,	গ্যান্ডস,	জ্ঞানদাস,	
jorury,	জরুরি,	জরূরী,	
jemser,	জেমসের,	জেমসের,	
marqeting,	মার্কেটিং,	মার্কেটিং,	
mulbhitti,	মুলভিত্তি,	মূলভিত্তি,	
debdebi,	দেবদেবী,	দেবদেবী,	
ooipoka,	অইপোক,	উইপোকা,	
beenis,	বেনিস,	ভেনিস,	
chirokoomari,	চিরকুমারী,	চিরকুমারী,	
nathivooktir,	নথিযুদ্তির,	নথিভুক্তির,	
