nirmaankaj,	নির্মাঙ্জক,	নির্মাণকাজ,	
jesh,	জেশ,	জেস,	
bohoodin,	বহুদিন,	বহুদিন,	
thetcher,	তেছাের,	থ্যাচার,	
beeswasee,	বিশ্বাসী,	বিশ্বাসে,	
prokar,	প্রকার,	প্রকার,	
akkhunno,	অক্ষুণ্ণ,	অক্ষুণ্ণ,	
zerusaleme,	জারুসেমে,	জেরুসালেমে,	
prosadhoni,	প্রসাধননী,	প্রসাধনী,	
laishensha,	লেইসেন্স,	লাইসেন্স,	
coshon,	কোশন,	চোষণ,	
phiksha,	ফিক্ষা,	ফিক্স,	
bone,	বনে,	বনে,	
laiseens,	লেইসন্স,	লাইসেন্স,	
gambasi,	গাম্বাসী,	গ্রামবাসী,	
vandarey,	ভান্দারে,	ভাণ্ডারে,	
cheettronnattokar,	চিত্তন্ত্তক্তার,	চিত্রনাট্যকার,	
arunima,	আরুণিম,	অরুণিমা,	
mastarsa,	মস্তরর্স,	মাস্টার্স,	
kabutarer,	কবুতারের,	কবুতরের,	
soomi,	সুমি,	সুমি,	
obhishangson,	অভিষাংশন,	অভিশংসন,	
bolkarok,	বলারকর,	বলকারক,	
sahoocorzo,	সহচচর্য,	সাহচর্য,	
abhijojan,	অভিযোজন,	অভিযোজন,	
dorgah,	দর্গাহ,	দরগাহ,	
madhobike,	মধববীকে,	মাধবীকে,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
cheerota,	চিরতা,	চিরতা,	
artillery,	অর্টিলারি,	আর্টিলারি,	
tecnokryat,	টেকন্য্রা,	টেকনোক্র্যাট,	
sahochorjey,	সহচর্যে,	সাহচর্যে,	
wenis,	ওয়েনিস,	ভেনিস,	
neutrinoo,	নিউট্রিন,	নিউট্রিনো,	
grambaaseeo,	গ্রামবাসী,	গ্রামবাসীও,	
neker,	নেকের,	নেকের,	
gez,	জেজ,	গেজ,	
parswer,	পার্সের,	পার্শ্বে,	
chess,	চেস্স,	চেস,	
chalochchitreo,	চলচচিত্রত্রে,	চলচ্চিত্রেও,	
primoo,	প্রিমো,	প্রিমো,	
welaqama,	ওয়েলকাম,	ওয়েলকাম,	
hitoishi,	হিতোি,	হিতৈষী,	
sahopatheeke,	সহপাথিকে,	সহপাঠীকে,	
dhaleshorii,	ধালেশরী,	ধলেশ্বরী,	
keuoi,	কেই,	কেউই,	
orthanitir,	অর্থানিতির,	অর্থনীতির,	
daakticketer,	ডাক্তিকেতের,	ডাকটিকিটের,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
siddhantei,	সিধ্নন্তে,	সিদ্ধান্তেই,	
kyanela,	ক্যানেল,	ক্যানেল,	
anadhikar,	অনাধিকার,	অনধিকার,	
buffer,	বাফার,	বাফার,	
sotorkobhabe,	সততরকভাবে,	সতর্কভাবে,	
kanasharabheshhana,	কনাশারেশন,	কনসারভেশন,	
suparheiro,	সুপারেই,	সুপারহিরো,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
qoyeri,	কোয়েরি,	কোয়েরি,	
sbaajan,	সাবজান,	স্বজন,	
chenza,	চেঞ্জ,	চেঞ্জ,	
bajareo,	বাজারে,	বাজারেও,	
phareqsa,	ফারেক্স,	ফরেক্স,	
jonser,	জন্সের,	জোন্সের,	
spreeadsheet,	স্প্রিপ্েটি,	স্প্রেডশীট,	
daloo,	ডালো,	ডালু,	
setite,	স্টেতি,	সেটিতে,	
dolguloo,	দলগুলো,	দলগুলোও,	
prodip,	প্রদিপ,	প্রদীপ,	
lumbini,	লুমবিনি,	লুম্বিনী,	
anchaltikey,	অন্চালতিকে,	অঞ্চলটিকে,	
nondolal,	নন্ডলাল,	নন্দলাল,	
playto,	প্লাইট,	প্লেটো,	
abolokon,	অবলকন,	অবলোকন,	
sheat,	সিত,	সিট,	
aiieubi,	আইউবি,	আইইউবি,	
sothik,	সথিিক,	সঠিক,	
monmoth,	মন্মথ,	মন্মথ,	
maney,	মানে,	মানে,	
admiral,	আদ্মীরাল,	এডমিরাল,	
baarbadoj,	বার্ববাজ,	বার্বাডোজ,	
oncoleo,	অন্কোলে,	অঞ্চলেও,	
nirikh,	নিরিখ,	নিরিখ,	
lesensa,	লেলেন্স,	লাইসেন্স,	
shuparahiro,	সুপারাহীর,	সুপারহিরো,	
chitranattakar,	চিত্তানত্তকার,	চিত্রনাট্যকার,	
nilav,	নিলভা,	নীলাভ,	
hunayin,	হুনাইন,	হুনাইন,	
parks,	পার্কস,	পার্কস,	
puncho,	পুঁচ,	পুঞ্চ,	
besorkarikoron,	বেশররকররপণ,	বেসরকারিকরণ,	
nariikei,	নারিিকে,	নারীকেই,	
planea,	প্লেনে,	প্লেনে,	
skyirt,	স্কার্ট,	স্কার্ট,	
nilfamarir,	নিলামারির,	নীলফামারীর,	
phala,	ফালা,	পোলো,	
shaatjon,	সাতজন,	সাতজন,	
pactar,	পাঁতার,	পাঁচটার,	
asociatees,	অসায়েটিস,	এসোসিয়েটস,	
templete,	টেমপলেটে,	টেম্পলেট,	
expreshshion,	এক্সপেশেশন,	এক্সপ্রেশন,	
rupantar,	রূপন্তার,	রুপান্তর,	
score,	স্কোর,	স্কোর,	
archimedeser,	অর্চিমেদের,	আর্কিমিডিসের,	
teresha,	টেরেশ,	টেরেসা,	
purbancoler,	পূর্বাংকলের,	পূর্বাঞ্চলের,	
shringa,	শ্রীঙ্গা,	শৃঙ্গ,	
nottee,	নতটি,	নোটটি,	
dhache,	ঢাছে,	ধাঁচে,	
dhyanostho,	ধ্যান্থস্থ,	ধ্যানস্থ,	
neurologi,	নিউরোগোই,	নিউরোলজি,	
deejeejer,	ডেজিজের,	ডিজিজের,	
dharavahik,	ধারাভাহিক,	ধারাবাহিক,	
shomratder,	সম্তার্দের,	সম্রাটদের,	
shikshakder,	শিক্ষাদদের,	শিক্ষকদের,	
songasthatike,	সংস্ঠাতিতকে,	সংস্থাটিকে,	
kormosongsthaner,	কর্মসসস্থানের,	কর্মসংস্থানের,	
fulkopi,	ফুলকপি,	ফুলকপি,	
dayra,	ডারা,	ডেরা,	
narsaari,	নার্সারী,	নার্সারি,	
hajeerhat,	হাজীরা,	হাজিরহাট,	
jaak,	জাক,	জাঁক,	
doltyagi,	দল্ত্গগী,	দলত্যাগী,	
informeshon,	ইনফররমেশন,	ইনফরমেশন,	
tachnach,	তাঁচাচ,	তছনছ,	
fostar,	ফসস্টার,	ফস্টার,	
adhyatmikata,	অধ্যাতমতিকতা,	আধ্যাত্মিকতা,	
oodoore,	উদরে,	অদুরে,	
radhanogor,	রাধানগোর,	রাধানগর,	
rapto,	রাপ্ত,	রপ্ত,	
itostatoh,	ইতসসতত,	ইতস্ততঃ,	
shhikha,	শিখ্ষা,	শিখ,	
neemitte,	নিমিত্যে,	নিমিত্তে,	
sanmukh,	সন্মুখ,	সন্মুখ,	
shektor,	শেক্টর,	সেক্টর,	
giitikobitar,	গিতিবকিতার,	গীতিকবিতার,	
babylon,	ববিলন,	ব্যাবিলন,	
zones,	জনেস,	জোন্স,	
mehnoti,	মেনতি,	মেহনতি,	
ajibon,	অজীবন,	আজীবন,	
sammatitey,	সম্মতিতে,	সম্মতিতে,	
texuser,	টেকাউসের,	টেক্সাসের,	
simmons,	সিমমন্স,	সিমন্স,	
sucharita,	সুচারিত,	সুচরিতা,	
chamsky,	চাম্কি,	চমস্কি,	
grot,	গ্রত,	গ্রোথ,	
plator,	প্লাটর,	প্লেটোর,	
dharmantar,	ধর্মন্তার,	ধর্মান্তর,	
bayii,	বাই,	বাঈ,	
puroheetder,	পুরুহিতদের,	পুরোহিতদের,	
lutheereen,	লুথিরীন,	লুথেরান,	
postar,	পস্তার,	পোস্টের,	
ko,	কো,	কেও,	
hoteltee,	হটেটি,	হোটেলটি,	
commander,	কমান্ডের,	কমাণ্ডার,	
minister,	মিনিস্টের,	মিনিস্টার,	
cheentaikaree,	চিন্তাকারি,	ছিনতাইকারী,	
janosanjog,	জনসস্যগগগ,	জনসংযোগ,	
doula,	ডৌলা,	দৌলা,	
salil,	সালিল,	সলিল,	
vittiti,	ভিত্তিতি,	ভিত্তিটি,	
bloggerra,	ব্গোগ্রার্র,	ব্লগাররা,	
concerter,	কনসার্টের,	কানসাটের,	
udeechee,	উদিছি,	উদীচী,	
sekarane,	সেকারণে,	সেকারণে,	
engil,	এঙ্গিল,	ইঞ্জিল,	
wenish,	ইইনিস,	ভেনিস,	
sabbir,	সববীর,	সাব্বির,	
hizrii,	হাজ্রী,	হিজরী,	
chutite,	চুটিতে,	ছুটিতে,	
jarul,	জারুল,	জারুল,	
muktoome,	মুকতে,	মাকতুম,	
swarther,	স্বর্থের,	স্বার্থের,	
vromonkaley,	ভ্রমণ্কলে,	ভ্রমণকালে,	
bohudeen,	বহুদিন,	বহুদিন,	
bolobhodro,	বলভদ্র,	বলভদ্র,	
evar,	এভার,	এভার,	
ileeing,	ইলিং,	ইলিং,	
koieri,	কোয়েরি,	কোয়েরি,	
dweepgoolo,	দ্বীপুলো,	দ্বীপগুলো,	
cinematographar,	সিমেম্টাগ্রাফ,	সিনেমাটোগ্রাফার,	
choudhureeder,	চৌধুরীদের,	চৌধুরীদের,	
shooknaa,	শুক্ণা,	শুকনা,	
jilyanda,	জিল্যান্ড,	জিল্যান্ড,	
tinhazar,	তিনাজার,	তিনহাজার,	
amstrong,	অমস্ত্রম,	আর্মস্ট্রং,	
parisankhanbid,	পরিশংন্বিদ্য,	পরিসংখ্যানবিদ,	
laj,	লাজ,	লাজ,	
dayna,	ডানন,	ডায়না,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
jani,	জনী,	জনি,	
monjooshree,	মন্যুর্ষী,	মঞ্জুশ্রী,	
patigoniter,	পতিগনিতের,	পাটিগণিতের,	
stonaheenja,	স্টনাহন্জ্য,	স্টোনহেঞ্জ,	
patiganiter,	পতিগানিতের,	পাটিগণিতের,	
madhabike,	মধাববীকে,	মাধবীকে,	
protisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
masjidke,	মা্জিকদে,	মসজিদকে,	
lagto,	লাগ্ত,	লাগতো,	
quari,	কুরি,	কোয়েরি,	
koner,	কনের,	কনের,	
eemarjeensi,	এমার্জেন্সি,	এমার্জেন্সি,	
doonut,	ডোনুত,	ডোনাট,	
dalu,	ডালু,	ডালু,	
ojowno,	অজাও,	অযৌন,	
roktokhoron,	রক্তররণণ,	রক্তক্ষরণের,	
rokshonbhag,	রকষণভাগগ,	রক্ষণভাগ,	
maszid,	মাসজিদ,	মসজিদ,	
dobhar,	দভার,	ডোভার,	
tikto,	তিক্ত,	তিক্ত,	
biharey,	বিহাে,	বিহারে,	
ragi,	রাগী,	রাগী,	
aswastikar,	অস্বস্তিকার,	অস্বস্তিকর,	
vor,	ভর,	ভর,	
tochnochh,	তছনচচ,	তছনছ,	
bohorompurer,	বহরপমপুরের,	বহরমপুরের,	
phareksa,	ফারেক্স,	ফরেক্স,	
roomantik,	রোমান্তিক,	রোমান্টিক,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
sheshardhe,	শেশর্ধে,	শেষার্ধে,	
prabhu,	প্রভূ,	প্রভু,	
sangkulaan,	সংকুলান,	সংকুলান,	
aqabar,	একাবার,	আকাবার,	
ghumachche,	ঘোমাচ্ছে,	ঘুমাচ্ছে,	
okkhorke,	অক্ষরকে,	অক্ষরকে,	
jathon,	যথন,	যথন,	
taat,	তাত,	তাত,	
ajibooner,	অজীবুনের,	আজীবনের,	
khalidkay,	খালিিকে,	খালিদকে,	
gandhio,	গণ্ধি,	গান্ধীও,	
jonoikaa,	জননাইকা,	জনৈকা,	
dokaangulote,	দকাগাগুলতে,	দোকানগুলোতে,	
shilpojaat,	শিল্পতা,	শিল্পজাত,	
matorom,	মতরম,	মাতরম,	
phutonta,	ফুটন্ত,	ফুটন্ত,	
visnu,	ভিষ্ণু,	বিষ্ণু,	
aagost,	আগস্ত,	আগষ্ট,	
nathibhookto,	নথিভাক্ত,	নথিভুক্ত,	
jworer,	জোরের,	জ্বরের,	
forid,	ফরিড,	ফরিদ,	
elakatite,	এলাকেতিতে,	এলাকাটিকে,	
azaan,	আজান,	আজান,	
sheekarke,	শিকারকে,	শিকারকে,	
orthonitike,	অর্থননিতকে,	অর্থনীতিকে,	
elakaati,	এলাকাটি,	এলাকাটি,	
udbodhony,	উদ্বধধনী,	উদ্বোধনী,	
atyacharito,	অত্যচারিত,	অত্যাচারিত,	
mojdoor,	মজদুর,	মজদুর,	
mufti,	মুফটি,	মুফতি,	
geza,	জেজা,	গেজ,	
chilahaati,	চিলাতি,	চিলাহাটি,	
debdebee,	দেবেদী,	দেবদেবী,	
