bomkesh,	বোমকেশ,	ব্যোমকেশ,	
siddhantoi,	সিদ্ধন্তই,	সিদ্ধান্তই,	
nischay,	নিশ্চে,	নিশ্চয়,	
phising,	ফিশিং,	ফিসিং,	
sikare,	শিকারে,	শিকারে,	
nationsh,	নটিন্স,	নেশনস,	
rohasyer,	রোহাস্যের,	রহস্যের,	
sikkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
ajauno,	আজনও,	অযৌন,	
akeeb,	অকীব,	আকিব,	
ester,	এস্টার,	ইস্টার,	
aashirbaad,	আশীর্বাদ,	আশির্বাদ,	
vumir,	ভূমির,	ভূমির,	
vageri,	ভ্যাগেরি,	ভাগেরই,	
udbodhoner,	উদ্বোধনের,	উদ্বোধনের,	
developer,	ডেভেলপার,	ডেভলপার,	
lagche,	লাগছে,	লাগছে,	
uzobekeestaaner,	উজজেবেত্তানের,	উজবেকিস্তানের,	
basakey,	বাসাকে,	বাসাকে,	
kormokandeo,	কর্মকান্ডেও,	কর্মকাণ্ডেও,	
ganjana,	গঞ্জনা,	গঞ্জনা,	
lohaar,	লোহার,	লোহার,	
akten,	আঁকতেন,	অকটেন,	
inastyanta,	ইনস্টান্ন্ট,	ইনস্ট্যান্ট,	
wictor,	ভিক্টর,	ভিক্টর,	
airish,	আইরিশ,	আইরিস,	
nirupita,	নিরূপিতা,	নিরূপিত,	
judhahato,	যুদ্ধত,	যুদ্ধাহত,	
milton,	মিল্টন,	মিলটন,	
gorib,	গরীব,	গরিব,	
conphlikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
gorjon,	গর্জন,	গর্জন,	
purple,	পার্পল,	পার্পেল,	
elakaasoho,	এলাকাসহ,	এলাকাসহ,	
kobootorer,	কববূরের,	কবুতরের,	
byabaharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
lyand,	ল্যান্ড,	ল্যান্ড,	
licensin,	লিসেনশিং,	লাইসেন্সিং,	
baffer,	বাফের,	বাফার,	
cholochchitrake,	চলচিত্রাককে,	চলচ্চিত্রকে,	
modele,	মোদেলে,	মডেলে,	
janasangjog,	জনসঙ্গগ,	জনসংযোগ,	
ekroop,	একরুপ,	একরূপ,	
chhilonaa,	ছিলনা,	ছিলনা,	
breil,	ব্রেইল,	ব্রেইল,	
jacksonke,	যককশনকে,	জ্যাকসনকে,	
tuni,	তুনি,	টুনি,	
templete,	টেম্পলিট,	টেম্পলেট,	
gabhaaskar,	গাভাসকার,	গাভাস্কার,	
mase,	মেস,	মাসে,	
ashangka,	অসংককা,	আশংকা,	
jocqey,	জকে,	জকি,	
jwoluk,	জ্বলুক,	জ্বলুক,	
porishromi,	পরিস্রোমী,	পরিশ্রমী,	
neshanasa,	নেশনস,	নেশনস,	
mittrer,	মিট্রের,	মিত্রের,	
dara,	ডারা,	দারা,	
labanaktatar,	লবনাক্ততার,	লবণাক্ততার,	
konphlikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
ghosito,	ঘষিত,	ঘোষিত,	
myari,	ম্যারি,	ম্যারি,	
darjiling,	ডার্জিলিং,	দার্জিলিং,	
kkomatei,	কমাতেই,	কমাতেই,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
vip,	ভীপ,	ভিআইপি,	
langhon,	লঙ্ঘন,	লংঘন,	
karmasansthan,	কর্মসন্থান,	কর্মসংস্থান,	
iukyaliptasha,	ইউক্যিলিপ্টাস,	ইউক্যালিপ্টাস,	
anucheder,	অনুচেদের,	অনুচ্ছেদের,	
oojbekistaner,	উজ্জেকস্তানের,	উজবেকিস্তানের,	
byaboharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
songasthatir,	সংস্্তটির,	সংস্থাটির,	
safi,	সফি,	সাফি,	
cholochchitratike,	চলচ্চিত্রাতিকে,	চলচ্চিত্রটিকে,	
phalah,	ফলাল,	ফালাহ,	
uindoo,	উইন্দো,	উইন্ডো,	
shaamiijiir,	সামিজীরীর,	স্বামীজীর,	
grambaasi,	গ্রাম্বাসী,	গ্রামবাসী,	
bosben,	বসবেন,	বসবেন,	
land,	লন্ড,	ল্যান্ড,	
stonehenje,	স্টনেনেঙ্জে,	স্টোনহেঞ্জ,	
playtey,	প্লাইট,	প্লেটে,	
gaandaas,	গান্ডাস,	জ্ঞানদাস,	
vagno,	ভগ্ন,	ভগ্ন,	
netarao,	নেতারাও,	নেতারাও,	
monhputo,	মনুপত,	মনঃপুত,	
dhan,	ধন,	ধ্যান,	
futanta,	ফুটন্ত,	ফুটন্ত,	
hepara,	হেপার,	হাইপার,	
ooipoka,	উপৈকা,	উইপোকা,	
tusho,	টুসো,	তুসো,	
setan,	সেটন,	শয়তান,	
nischitorupey,	নিশ্চিতারূপে,	নিশ্চিতরূপে,	
beca,	বেকা,	বেচা,	
welaqama,	বেলকমা,	ওয়েলকাম,	
konflikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
gaze,	গজে,	গেজ,	
laiseensa,	লেইন্স,	লাইসেন্স,	
shekender,	সেকেন্দের,	সেকেন্ডের,	
showte,	শবটে,	শোতে,	
muscat,	মুসকাট,	মাস্কাট,	
admiral,	অ্যাডিরিলা,	এডমিরাল,	
hazarer,	হাজারের,	হাজারের,	
baik,	বাইক,	বাইক,	
thakeni,	থকেনি,	থাকেনি,	
zoneete,	জনিতে,	যোনীতে,	
foxkon,	ফক্ষন,	ফক্সকন,	
bhaangchur,	ভাঙচুর,	ভাংচুর,	
danckan,	দাঁকন,	ডানকান,	
foks,	ফোক্স,	ফক্স,	
mohisho,	মহীষ্,	মহিষ,	
sofi,	সফি,	সোফি,	
sausagee,	সাসজাগী,	সসেজ,	
opohoronn,	অপহরণ,	অপহরন,	
meghke,	মেঘকে,	মেঘকে,	
atarkitey,	অ্যারাকটিকে,	অতর্কিতে,	
seconder,	সেকন্ডার,	সেকেন্ডের,	
daver,	দেভর,	ডোভার,	
nesnos,	নেশনস,	নেশনস,	
naazee,	নাজী,	নাত্সি,	
ganaparibahaner,	গণপরিবাহনের,	গণপরিবহনের,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
chetanagoto,	চিটানোগত,	চেতনাগত,	
drisser,	ড্রিসের,	দৃশ্যের,	
provuder,	প্রভুদের,	প্রভুদের,	
mg,	মএজ,	এমজি,	
bhalobasake,	ভালবাসাকে,	ভালোবাসাকে,	
taunashipa,	টানসাইপ,	টাউনশিপ,	
loukeekotaa,	লুকিকতা,	লৌকিকতা,	
panthar,	পন্থর,	পন্থার,	
conflikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
ansarir,	আনসারির,	আনসারীর,	
torunke,	তরুণকে,	তরুণকে,	
nyata,	ন্যাট,	ম্যাট,	
skora,	স্কোর,	স্কোর,	
santose,	সন্ত্যাসে,	সন্তোষে,	
bhaskor,	ভাস্কোর,	ভাস্কর,	
aqabar,	একাবার,	আকাবার,	
zeebonto,	জীবন্ত,	জীবন্ত,	
cholocchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
chhed,	ছেদ,	ছেদ,	
oncolei,	অঞ্চলেই,	অঞ্চলেই,	
kark,	কার্ক,	কার্ক,	
saamaanya,	সামান্য,	সামান্য,	
rubio,	রুবিও,	রুবিও,	
gafeeloti,	গেফলতি,	গাফিলতি,	
kor,	কোর,	কর,	
vatar,	ভাটার,	ভাতার,	
cs,	এসসিসি,	সিএস,	
teemur,	তিমুর,	তিমুর,	
mmesenjarer,	মেশেনজারের,	মেসেঞ্জারের,	
adarsho,	আদর্শ,	আর্দশ,	
aalaa,	আলা,	আলা,	
agora,	আগরা,	আগোরা,	
protista,	প্রতিষ্টা,	প্রতিষ্টা,	
poshchater,	পশ্চাতের,	পশ্চাতের,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
rayalty,	রা়়লিটি,	রয়্যালটি,	
cheelona,	চিলোনা,	ছিলনা,	
seat,	সেট,	সিট,	
ojowno,	অজন্ন,	অযৌন,	
rapto,	রাপ্ত,	রপ্ত,	
jolaatanko,	জলাতনক,	জলাতঙ্ক,	
ammor,	আমর,	আমর,	
teenage,	টিনেজ,	টিনেজ,	
nirdeshika,	নির্দেশিকা,	নির্দেশিকা,	
bagichar,	বািিছার,	বাগিচার,	
rajotta,	রাজত্ব,	রাজত্ব,	
omarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
gronthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
satarkakaree,	সতকররকারী,	সতর্ককারী,	
monzhostho,	মন্যস্থ,	মঞ্চস্থ,	
aziza,	আজিজা,	আজিজা,	
emiratas,	এমিরিটাস,	এমিরেটাস,	
shringey,	শ্রীঙ্গে,	শৃঙ্গে,	
itastatah,	ইতত্তত,	ইতস্ততঃ,	
marryir,	মারীর,	ম্যারির,	
lyaandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
rajbondir,	রাজনব্দির,	রাজবন্দীর,	
seekkhaarthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
ajuhat,	অজুহত,	অজুহাত,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
pakhirai,	পাখিরাই,	পাখিরাই,	
tottoraat,	তত্তরাত,	তওরাত,	
gyandas,	জ্ঞান্ডাস,	জ্ঞানদাস,	
sangkulaan,	সংকুলন,	সংকুলান,	
beekaargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
chalesi,	চলেসি,	চলেছি,	
orthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
hooq,	হোক,	হুক,	
udiichii,	উদিছি,	উদীচী,	
chandrima,	চন্দ্রিমা,	চন্দ্রিমা,	
zins,	জিনস,	জিন্স,	
allah,	আল্লাহ,	আল্লাহ্,	
shelinar,	সেলিনার,	সেলিনার,	
bongraam,	বোনগ্রাম,	বনগ্রাম,	
mukhamandol,	মুখমন্ডল,	মুখমণ্ডল,	
lokeshon,	লোকেশন,	লোকেশন,	
jatak,	যতক,	জাতক,	
hoomes,	হোমেস,	হোমস,	
udbodhoney,	উদ্বধনে,	উদ্বোধনে,	
ashok,	অশোক,	আশোক,	
rajbondi,	রাজনব্দি,	রাজবন্দী,	
moldova,	মল্দোবা,	মলদোভা,	
hirani,	হিরণী,	হিরানি,	
kormer,	কর্মের,	কর্মের,	
note,	নোট,	নোটে,	
dhalur,	ঢালুর,	ঢালুর,	
falok,	ফালক,	ফলক,	
bagdader,	বাগদাদের,	বাগদাদের,	
taali,	টালি,	তালি,	
ishtara,	ইস্টার,	ইস্টার,	
sansthati,	সংস্থটি,	সংস্থাটি,	
kaansaat,	কাঁসাত,	কানসাট,	
khele,	খেলে,	খেলে,	
drishyagulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
khilafat,	খিলাফাত,	খিলাফত,	
khargosher,	খর্গসের,	খরগোসের,	
puding,	পুডিং,	পুডিং,	
rupart,	রূপার্ট,	রুপার্ট,	
patjato,	পা্জতা,	পাটজাত,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
jotinkey,	জটিনকে,	যতীনকে,	
agoora,	আগুরা,	আগোরা,	
monzile,	মঞ্জিলে,	মঞ্জিলে,	
victor,	ভিক্টর,	ভিক্টর,	
dipke,	ডিপ্কে,	দ্বীপকে,	
totenhamer,	টতেনহ্মামের,	টটেনহামের,	
deebating,	ডেবিটিং,	ডিবেটিং,	
nutunotto,	নতুনত্ব,	নতুনত্ব,	
dadar,	দাদার,	দাদার,	
chalchhe,	চলছে,	চলছে,	
gronthowo,	গ্রন্থও,	গ্রন্থও,	
dubaate,	দুবাতে,	ডুবাতে,	
neck,	নেক,	নেক,	
daaraa,	ডারা,	দারা,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
akritakarja,	আক্তরকার্য,	অকৃতকার্য,	
bossoben,	বসবেবন,	বসবেন,	
samany,	সমানি,	সামান্য,	
naubom,	নবম,	নবম,	
spenser,	স্পেন্সের,	স্পেন্সার,	
grantho,	গ্রান্থ,	গ্রন্থ,	
cyphy,	সিফি,	সাইফাই,	
eksathe,	একসাথে,	একসাথে,	
besooro,	বেশর,	বেসুর,	
jameske,	জমেস্কে,	জেমসকে,	
ameerika,	আমেরিকা,	আমেরিকা,	
elakaate,	এলাকাতে,	এলাকাতে,	
zubokshoho,	যুবসকসহ,	যুবকসহ,	
concert,	কনসার্ট,	কানসাট,	
treta,	ট্রেট,	ত্রেতা,	
ispreedshit,	এপ্রস্পিস,	স্প্রেডশীট,	
dharavahiktir,	ধারাভাচিক্র,	ধারাবাহিকটির,	
purbancole,	পূর্বনাচলে,	পূর্বাঞ্চলে,	
ajeeboner,	আজিবনের,	আজীবনের,	
prokolpow,	প্রকল্প,	প্রকল্পও,	
vagni,	ভাগ্নী,	ভগ্নী,	
sirameeks,	সিরামক্স,	সিরামিকস,	
tovnship,	টন্সিস,	টাউনশিপ,	
raitasa,	রাইটস,	রাইটস,	
