leta,	লত,	ল্যাটা,	
maadhoobir,	মাধুবীর,	মাধবীর,	
baharamporer,	বাহারমপপের,	বহরমপুরের,	
prodeeper,	প্রদীপের,	প্রদীপের,	
jeten,	জেতেন,	যেতেন,	
uper,	উপের,	আপের,	
yuk,	উইক,	ইয়াক,	
aalaaoler,	আলালের,	আলাওলের,	
nanir,	নানীর,	নানীর,	
satarkokari,	সতারকারী,	সতর্ককারী,	
ikbaler,	ইকবলের,	ইকবালের,	
jerushalem,	জারাসামাল,	জেরুসালেম,	
suporichita,	সুপিরিচিত,	সুপরিচিত,	
sakaar,	সাকার,	সকার,	
tempaleta,	টেম্পলেট,	টেম্পলেট,	
oncholgulote,	অঞ্চগুলোতে,	অঞ্চলগুলোতে,	
pratisthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
haphej,	হাফেজ,	হাফেয,	
cholochchitrei,	চলচিত্রে,	চলচ্চিত্রেই,	
rupdan,	রূপ্ন,	রুপদান,	
loukeek,	লৌকিক,	লৌকিক,	
madhyekar,	মধ্যেকার,	মধ্যেকার,	
mohammadi,	মহামম্দী,	মুহাম্মদী,	
chirakumari,	চিরকমূমিরা,	চিরকুমারী,	
zoojyota,	যুজ্যতা,	যোজ্যতা,	
batikromshalee,	বাতিক্রমকালী,	ব্যতিক্রমধর্মী,	
chaakaa,	চাকা,	চাকা,	
template,	টেম্পল্টে,	টেম্পলেট,	
jansa,	জানস,	জন্স,	
mulaadee,	মুলাদী,	মুলাদি,	
bibader,	বিবাদের,	বিবাদের,	
phakay,	ফোকে,	ফাকে,	
khodeza,	খোদেজ,	খোদেজা,	
parabortee,	পরবর্তী,	পরর্বতী,	
stena,	স্টেন,	স্টেন,	
iispredsheet,	ইস্স্রেপেস্ট,	স্প্রেডশীট,	
turkmen,	তুর্কমিন,	তুর্কমেন,	
kule,	কুলে,	কুলে,	
durtomo,	দূর্তম,	দূরতম,	
sofi,	সফী,	সোফি,	
hondurus,	হন্দুরুশ,	হন্ডুরাস,	
modeltigulo,	ম্যাডেটফুল,	মডেলগুলো,	
chyeta,	চ্যাট,	চ্যাট,	
aieesa,	আইএএস,	আইএএস,	
salsa,	সালস,	সালসা,	
upobaasher,	উপবাসের,	উপবাসের,	
noiteekota,	নৈতিকতা,	নৈতিকতা,	
muscut,	মুস্ক,	মাস্কাট,	
badei,	বাদেই,	বাদেই,	
firti,	ফিরটি,	ফিরতি,	
prithbir,	পৃথবীর,	পৃথবীর,	
projanankaal,	প্রজানকাল,	প্রজননকাল,	
sainyasaha,	সৈন্যসহ,	সৈন্যসহ,	
dale,	ডালে,	ডালে,	
sayeed,	সায়েড,	সাইদ,	
songasthati,	সংস্থাটি,	সংস্থাটি,	
dembakriti,	দেম্বকারি,	ডিম্বাকৃতি,	
badey,	ব্যাডে,	বাদে,	
gaddaafee,	গডডাফি,	গাদ্দাফী,	
prakalpoo,	প্রকলপ,	প্রকল্পও,	
abheedhaaner,	অভিধানের,	অভিধানের,	
bamander,	বামন্ডের,	বামনদের,	
alaul,	আলাউ,	আলাওল,	
gaziipur,	গজিপুর,	গাজীপুর,	
manonitoder,	মননীতীতদের,	মনোনীতদের,	
saurce,	সার্স,	সোর্স,	
senior,	সেনিয়ার,	সিনিয়র,	
majlishpur,	মজলিশপুর,	মজলিশপুর,	
kanaphlikta,	কনফালিক্ট,	কনফ্লিক্ট,	
sollallhu,	সল্লাল্লাহ,	সল্লাল্লাহু,	
romancha,	রোমাঞ্চ,	রোমাঞ্চ,	
gudamjato,	গুদম্যজত,	গুদামজাত,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
totokkhon,	ততক্ষণ,	ততক্ষন,	
shhooter,	শুটার,	শ্যুটার,	
bupher,	বুফের,	বাফার,	
boother,	বুঠের,	বুথের,	
wenus,	ওয়নশ,	ভেনাস,	
lidara,	লিডার,	লিডার,	
godamjato,	গদমাজ্যত,	গুদামজাত,	
aajiboner,	আজিবনের,	আজীবনের,	
bonbhumi,	বনভূমি,	বনভূমি,	
phulkapi,	ফুলকাপি,	ফুলকপি,	
somraat,	সম্রাত,	সম্রাট,	
rajtantrakey,	রাজনতন্ত্রকে,	রাজতন্ত্রকে,	
scolarship,	স্কলারশিপ,	স্কলারশিপ,	
sidharther,	সিধার্থের,	সিদ্ধার্থের,	
injiniyarim,	ইনজাইনিরিয়াম,	ইঞ্জিনিয়ারিং,	
engrejiteo,	ইংরেজিতে,	ইংরেজিতেও,	
korimpur,	করিমপুর,	করিমপুর,	
upanishad,	উপনিদাশ,	উপনিষদ,	
marier,	মেরির,	ম্যারির,	
moshzidshoho,	মস্বিশ্ব,	মসজিদসহ,	
jatti,	জাতি,	জাতটি,	
tanu,	তানু,	তনু,	
jaki,	জাকী,	জকি,	
abosaney,	আবসনে,	অবসানে,	
ivam,	ইভম,	ইভিএম,	
nilkamol,	নিলকমল,	নীলকমল,	
gandhiyo,	গান্ধিও,	গান্ধীও,	
granthatyke,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
jerusalem,	জারোসামেল,	জেরুজালেম,	
bisheshya,	বিশেষ্,	বিশেষ্য,	
elaakai,	এলাকাই,	এলাকাই,	
dalee,	ডালি,	ডালে,	
advansed,	অ্যাডভান্সেস,	অ্যাডভান্সড,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
jibanta,	জীবন্ত,	জীবন্ত,	
mahibur,	মহিবুর,	মহিবুর,	
bolovodro,	বলভর্দ,	বলভদ্র,	
ghotleo,	ঘটলেও,	ঘটলেও,	
mumtazer,	মুমাজের,	মুমতাজের,	
torunke,	তরুণকে,	তরুণকে,	
shahoshikatar,	শাহশিকাতার,	সাহসিকতার,	
jeesh,	জিস,	জেস,	
harbar,	হার্বার,	হারবার,	
edipass,	এডিপাস,	ইডিপাস,	
bahati,	বহহাটি,	বাহাতি,	
upobashee,	উপবাসী,	উপবাসী,	
chenza,	চেঞ্জা,	চেঞ্জ,	
falah,	ফলল,	ফালাহ,	
mehonnotee,	মেহনন্তি,	মেহনতি,	
notikotar,	নটিকতার,	নৈতিকতার,	
ajeempoor,	অজিমপুর,	আজিমপুর,	
phalah,	ফলা,	ফালাহ,	
nishader,	নিশাদের,	নিষাদের,	
sumi,	সুমি,	সুমি,	
tennis,	টেনিস,	টেনিস,	
plato,	প্লোটো,	প্লেটো,	
dologulo,	দলগগলো,	দলগুলো,	
shhepha,	সেফ,	শেফ,	
vandare,	ভান্ডারে,	ভাণ্ডারে,	
benke,	বেনকে,	বেঁকে,	
lecense,	লিসেন্স,	লাইসেন্স,	
pra,	প্রা,	প্রো,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
ekpase,	একপাশে,	একপাশে,	
motabolambira,	মতাবলম্বররী,	মতাবলম্বীরা,	
netherlandey,	নেথারল্যান্ডে,	নেদারল্যান্ডে,	
narider,	নারীদের,	নারীদের,	
setan,	সেতান,	শয়তান,	
wenis,	ভেনি,	ভেনিস,	
digreer,	ডিগ্রীর,	ডিগ্রির,	
cena,	সেন,	সিনা,	
hari,	হরি,	হরি,	
ekoghore,	একঘরে,	একঘরে,	
larson,	লারসন,	লারসন,	
hugheske,	হুগেশকে,	হিউজকে,	
homshke,	হমস্মকে,	হোমসকে,	
rohasyer,	রহহাস্যের,	রহস্যের,	
biharey,	বিহারে,	বিহারে,	
jeelyand,	জিল্যান্ড,	জিল্যান্ড,	
dhhaby,	ধাবি,	ঢাবি,	
promotioney,	প্রোমোশেন,	প্রোমোশনে,	
jommoo,	জম্ম,	জম্মু,	
okritakarja,	অকৃতাকর্্যা,	অকৃতকার্য,	
geejeeteeda,	গেজিটেড,	গেজেটেড,	
mmadhuri,	মাধুরী,	মাধুরী,	
saajano,	সাজানো,	সাজানো,	
categoryr,	ক্যাগেরি,	ক্যাটাগরির,	
nogore,	নগরে,	নগরে,	
jyaishtha,	জেইস্থ,	জ্যৈষ্ঠ,	
kooyartara,	কোয়ার্টার,	কোয়ার্টার,	
orghyo,	অর্ঘ্য,	অর্ঘ্য,	
dipgulo,	দিপগুলো,	দ্বীপগুলো,	
kailas,	কাইলাস,	কৈলাস,	
prrajanankaal,	প্রজানক্যাল,	প্রজননকাল,	
adhit,	অধিত,	অধীত,	
thakani,	থাকানি,	থাকেনি,	
miley,	মিলে,	মাইলি,	
naniir,	নানীর,	নানীর,	
orthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
pratool,	প্রতুল,	প্রতুল,	
protishtan,	প্রতিষ্টান,	প্রতিষ্টান,	
byaboharkari,	ব্যবহারকারি,	ব্যবহারকারীই,	
ganona,	গণনা,	গননা,	
samratder,	সাম্রাতদদের,	সম্রাটদের,	
lande,	ল্যান্ডে,	ল্যান্ডে,	
hajartee,	হজার্টি,	হাজারটি,	
siddhantao,	সিদ্ধান্ত,	সিদ্ধান্তও,	
carymb,	কার্মিব,	করিম,	
chhootee,	ছুটি,	ছুটি,	
sansthaner,	সংস্থানের,	সংস্থানের,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
satorkovabe,	সাতকরাভাবে,	সতর্কভাবে,	
jonosamaj,	জনসমা,	জনসমাজ,	
dharmee,	ধর্মী,	ধর্মী,	
bikretara,	বিক্রেটার,	বিক্রেতারা,	
tottobar,	তত্ত্ববর,	তওবার,	
netsi,	নেটসি,	নাত্সি,	
shlok,	স্লোক,	শ্লোক,	
nazad,	নজদ,	নজদ,	
laishensh,	লাইসেন্স,	লাইসেন্স,	
gonona,	গণনা,	গণনা,	
bikaargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
orbit,	অর্বিট,	অরবিট,	
brookoleen,	ব্রোকলীন,	ব্রুকলিন,	
edmiral,	এডভারল,	এডমিরাল,	
azibon,	আজিবন,	আজীবন,	
taioyana,	টায়য়ন,	তাইওয়ান,	
bhaisaho,	ভাইসহ,	ভাইসহ,	
abul,	আবুল,	আবুল,	
aiieubi,	এইউই,	আইইউবি,	
ajeemke,	আজেমকে,	আজিমকে,	
chondrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
cheef,	চিফ,	শেফ,	
garnaar,	গার্নার,	গার্নার,	
kanisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
debeting,	ডেবেটিং,	ডিবেটিং,	
gronthati,	গ্রন্থাটি,	গ্রন্থটি,	
thatcher,	থাঁচের,	থ্যাচার,	
janaalo,	জানল,	জানালো,	
shoori,	শুরী,	সুরি,	
chanje,	চা্জে,	চেঞ্জ,	
sbajaner,	স্বজনের,	স্বজনের,	
sushiksar,	সুশিক্ষর,	সুশিক্ষার,	
roktokhoron,	রক্তকরণ,	রক্তক্ষরণের,	
dharabahikvabey,	ধারাবাবিক্ষাে,	ধারাবাহিকটি,	
batikromshali,	বাতিক্রমকালী,	ব্যতিক্রমধর্মী,	
ujobekeestan,	উউজবেসক্তান,	উজবেকিস্তান,	
halding,	হাল্ডিং,	হোল্ডিং,	
rupert,	রুপার্ট,	রুপার্ট,	
bhadaqa,	ভাদাকা,	ভদকা,	
nischitabhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
konflikt,	কনফলিক্ট,	কনফ্লিক্ট,	
artilari,	অর্টিরলি,	আর্টিলারি,	
chereche,	চেরেছে,	ছেড়েছে,	
shrabastee,	শ্রব্যসসি,	শ্রাবস্তী,	
sikkhartheerao,	শিক্ষার্থীর,	শিক্ষার্থীরাও,	
amiretus,	অমেরিটাস,	এমিরেটাস,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
kalengga,	কলেঙ্গ,	কালেঙ্গা,	
anchaltikey,	অঞ্চলটিকে,	অঞ্চলটিকে,	
seelbhee,	শিলভী,	সিলভি,	
eidaning,	এইডাইং,	ইদানীং,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
niutrino,	নিউট্রিন,	নিউট্রিনো,	
chhaanake,	ছানকে,	ছানাকে,	
bilati,	বিলাটি,	বিলাতী,	
atak,	অটাক,	আটক,	
oitijhya,	ঐতিহ্য,	ঐতিহ্য,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
shodhan,	সোধন,	শোধন,	
ashshociatesh,	অ্যাসোসিয়েস্স,	এসোসিয়েটস,	
biru,	বিরু,	বীরু,	
awatar,	অবাার,	অবতার,	
krechi,	ক্রেছি,	করেছি,	
nirmolotaa,	নির্মলতা,	নির্মলতা,	
shikarey,	শিকারে,	শিকারে,	
taale,	তালে,	তালে,	
ganaparibahaner,	গণপরীবহনের,	গণপরিবহনের,	
shringga,	শৃঙ্গ,	শৃঙ্গ,	
