estoonia,	এস্টুনিয়া,	এস্তোনিয়া,	
kanasarabheshana,	কনসারেশন,	কনসারভেশন,	
udbhabani,	উদ্ভববিনী,	উদ্ভাবনী,	
temon,	তেমন,	তেমন,	
progreess,	প্রগ্রেস,	প্রগ্রেস,	
cholochchitrake,	চলচ্তিত্রকে,	চলচ্চিত্রকে,	
laaishheshh,	লাইশেস,	লাইসেন্স,	
shomrat,	সম্্ত,	সম্রাট,	
baibosthar,	ব্যবস্থার,	ব্যবস্থার,	
taffsherer,	টফফারের,	তাফসীরের,	
agamane,	আগামানে,	আগমনে,	
cholochchitrogulor,	চলচ্তিরগ্রগলর,	চলচ্চিত্রগুলোর,	
risorte,	রিসর্তে,	রিসোর্টে,	
joistha,	জৈস্থা,	জ্যৈষ্ঠ,	
bona,	বোনা,	বোনা,	
mit,	মিট,	মিট,	
shhashtra,	শাস্ত্র,	শাস্ত্র,	
tukror,	টুকরর,	টুকরোর,	
somaazeri,	সমাজারী,	সমাজেরই,	
lambate,	লম্বাতে,	লম্বাটে,	
aper,	আপের,	আপের,	
rajnaiteek,	রাজনাতিক,	রাজনৈতীক,	
krita,	ক্রীত,	ক্রীট,	
fix,	ফিক্স,	ফিক্স,	
bhabuk,	ভাবুক,	ভাবুক,	
peengna,	পিঙ্ন,	পিংনা,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
tarasa,	তরাসা,	টেরেসা,	
bishwasho,	বিশ্বাস,	বিশ্বাসও,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
koomari,	কোমারি,	কুমারী,	
korleo,	করলেও,	করলেও,	
kunty,	কুনটি,	কুন্তী,	
nathibhukta,	নথিভুক্ত,	নথিভুক্ত,	
baharampoorer,	বহরাপুরের,	বহরমপুরের,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
phimela,	ফিমেল,	ফিমেল,	
paksenaara,	পক্ষেনার,	পাকসেনারা,	
taantira,	তানটিরা,	তাঁতিরা,	
temani,	তেমানী,	তেমনই,	
masey,	মাসে,	মাসে,	
setikey,	স্তীকে,	সেটিকে,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
oncholgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
bossonte,	বসন্তে,	বসন্তে,	
soorti,	সূর্তি,	সুরটি,	
grambaaseeo,	গ্রামবাশেও,	গ্রামবাসীও,	
manhputa,	মাধপুত,	মনঃপুত,	
pujit,	পুজিত,	পুজিত,	
janaganonar,	জনগণনার,	জনগণনার,	
shaswato,	শাসবতত,	শাশ্বত,	
vorkendra,	ভোরকেন্দ্র,	ভরকেন্দ্র,	
biswashwo,	বিশ্বাস্ব,	বিশ্বাসও,	
dologuloo,	দলগুলো,	দলগুলোও,	
noitikbhabey,	নৈতিকভাবে,	নৈতিকভাবে,	
pujita,	পুজিত,	পুজিত,	
prachandota,	প্রচন্দতা,	প্রচণ্ডতা,	
graambaseeo,	গ্রামাবশেই,	গ্রামবাসীও,	
adhattikota,	আধা্তিকতা,	আধ্যাত্মিকতা,	
juktarashtrosaha,	যুক্তসরর্ষ্তভা,	যুক্তরাষ্ট্রসহ,	
governerer,	গভর্নরের,	গভর্ণরের,	
iura,	ইউরা,	ইউরো,	
moshjidtir,	মোসজিদ্তির,	মসজিদটির,	
tarokareer,	তারকারীর,	তরকারীর,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
ramantik,	রামান্তিক,	রোমান্টিক,	
taki,	তাকি,	তকি,	
priitii,	প্রীতি,	প্রিটি,	
jillool,	জিল্লুল,	জিল্লুল,	
prachin,	প্রাচীন,	প্রাচীন,	
nirvachoker,	নির্বাচকের,	নির্বাচকের,	
rutina,	রুটিন,	রুটিন,	
phaltu,	ফল্টু,	ফালতু,	
babona,	বাবনা,	বাবনা,	
bagdadi,	বাগদদী,	বাগদাদী,	
donate,	দোনাতে,	ডোনাট,	
maadhoobir,	মাধুবীর,	মাধবীর,	
kunti,	কুনটি,	কুন্তী,	
everage,	ইভারেগ,	এভারেজ,	
biswashi,	বিশ্বাসী,	বিশ্বাসী,	
keram,	কেরাম,	কেরাম,	
mail,	মেইল,	মাইল,	
vobtarini,	ভব্তারীণী,	ভবতারিণী,	
jeesh,	জিস,	জেস,	
roktokhorone,	রক্তরণকের,	রক্তক্ষরণে,	
amarica,	অমরিকা,	আমেরিকা,	
hotelteete,	হটেলটেটে,	হোটেলটিতে,	
smaroker,	স্মরকের,	স্মারকের,	
jolaatonko,	জলাতনক,	জলাতঙ্ক,	
huge,	হুগে,	হিউজ,	
prema,	প্রেম,	প্রাইম,	
harrisoner,	হারিসনের,	হ্যারিসনের,	
bhromonkale,	ভ্রমণকালে,	ভ্রমণকালে,	
bakhyateet,	ব্যাখ্যাতিত,	ব্যাখ্যাতীত,	
prabhura,	প্রভূরা,	প্রভুরা,	
istoon,	ইস্টুন,	স্টোন,	
phaksha,	ফক্স,	ফক্স,	
gudamjaato,	গুদ্মজাত,	গুদামজাত,	
archimedes,	আর্চিমেদেশ,	আর্কিমিডিস,	
shamijir,	সামিজির,	স্বামীজীর,	
sabyastha,	সবব্যস্থ,	সাব্যস্থ,	
osamarik,	অসামারিক,	অসামরিক,	
sarboshokteeman,	সর্বস্কিষীণা,	সর্বশক্তিমান,	
mookhomaundol,	মুখমানদল,	মুখমণ্ডল,	
dighol,	দিঘল,	দীঘল,	
moushumei,	মৌশূমেই,	মৌসুমেই,	
khuni,	খুনি,	খুনি,	
upanishad,	উপনিশদ,	উপনিষদ,	
ballabh,	বললাভ,	বল্লভ,	
miley,	মিলে,	মাইলি,	
karmake,	কর্মকে,	কর্মকে,	
shit,	সিট,	শীত,	
queri,	কুয়ারি,	কোয়েরি,	
antorvuktimulok,	অন্তর্বিকূতূমলক,	অন্তর্ভুক্তিমূলক,	
besur,	বেশুর,	বেসুর,	
tintikey,	তিনটিকে,	তিনটিকে,	
arthanitir,	অর্থনীতির,	অর্থনীতির,	
edmiral,	এডমাইলার,	এডমিরাল,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
juktorashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
dhruboker,	ধ্রুবকের,	ধ্রুবকের,	
alkatra,	অল্কতররা,	আলকাতরা,	
akkhunno,	অক্ষুন্ন,	অক্ষুণ্ণ,	
bharma,	ভার্ম,	ভার্মা,	
kachakachi,	কচকাছি,	কাছাকাছি,	
lishenshe,	লিসেন্সে,	লাইসেন্স,	
rilayensha,	রিলেয়ন্স,	রিলায়েন্স,	
gandhariir,	গানধারীর,	গান্ধারীর,	
utsahamulak,	উৎ্সামূূলক,	উৎসাহমূলক,	
gandhike,	গানধীকে,	গান্ধীকে,	
hizrite,	হিজরিতে,	হিজরীতে,	
agam,	আগাম,	আগম,	
saarbhaarer,	সার্ভারের,	সার্ভারের,	
bhangchur,	ভাঞচুর,	ভাংচুর,	
hipar,	হিপার,	হাইপার,	
nirabata,	নিরবতা,	নিরবতা,	
alsaara,	আলসার,	আলসার,	
shilver,	সিল্ভের,	সিলভার,	
bonduk,	বন্দুক,	বন্দুক,	
drishi,	দৃষি,	দৃশ্যই,	
hoeel,	হোল,	হইল,	
di,	দি,	দিই,	
platoo,	প্লাট,	প্লেটো,	
hisaber,	হিসাবের,	হিসাবের,	
pouchhute,	পৌঁছুতে,	পৌঁছুতে,	
nesanasa,	নেশানাস,	নেশনস,	
diznee,	ডিজনি,	ডিজনী,	
fanda,	ফান্দা,	ফান্ড,	
fareksa,	ফরেক্স,	ফরেক্স,	
bamna,	বামনা,	বামনা,	
crete,	ক্রেতে,	ক্রীট,	
bharpur,	ভারপুর,	ভরপুর,	
edmeeral,	এডমাইলার,	এডমিরাল,	
cheerota,	চিরতা,	চিরতা,	
harj,	হার্জ,	হার্জ,	
niurolaji,	নিউরোলজি,	নিউরোলজি,	
sosej,	সসেজ,	সসেজ,	
elaakaati,	এলাকাটি,	এলাকাটি,	
sausage,	সৌশাগে,	সসেজ,	
mesenzar,	মেসেজাার,	মেসেঞ্জার,	
shucre,	সুক্রে,	সাকার,	
karta,	কার্ট,	করতা,	
overviu,	অভারভিউ,	ওভারভিউ,	
rabeta,	রবেতা,	রাবেতা,	
eekbaler,	একবালের,	ইকবালের,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
rajon,	রজন,	রাজন,	
suddeen,	সাদদিন,	সাডেন,	
shten,	স্টেন,	স্টেন,	
sanbadmadhyamer,	সংবাদদম্যমের,	সংবাদমাধ্যমের,	
dozo,	দজ,	ডোজো,	
footonto,	ফুটন্ত,	ফুটন্ত,	
suchanakal,	সুচনাকাল,	সূচনাকাল,	
bizit,	বিজিত,	বিজিত,	
chetonagoto,	চেতানগত,	চেতনাগত,	
prabhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
prokolpoti,	প্রকলপটি,	প্রকল্পটি,	
associetes,	অ্যাসোসিটেস,	এসোসিয়েটস,	
basaa,	বাসা,	বাসা,	
oncholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
nagare,	নাগারে,	নগরে,	
sekarane,	সেকারণে,	সেকারণে,	
damonmulok,	দামনমূলক,	দমনমূলক,	
aziboner,	আজিবনের,	আজীবনের,	
sahajlabhbhotar,	সহজার্ভভতার,	সহজলভ্যতার,	
gotibegey,	গতিবেগে,	গতিবেগে,	
janosonjog,	জনস্যগ্য,	জনসংযোগ,	
donaat,	ডোনাত,	ডোনাট,	
beetloser,	বিতলসের,	বিটলসের,	
janasamaj,	জনসম্জ,	জনসমাজ,	
anis,	আনিশ,	আনিস,	
euro,	ইউরো,	ইউরো,	
korlei,	করলেই,	করলেই,	
sikara,	সিকার,	শিকার,	
hoteelti,	হটিলটি,	হোটেলটি,	
timur,	টিমুর,	তিমুর,	
inashtyanta,	ইনস্টান্ট,	ইনস্ট্যান্ট,	
evaner,	ইভানের,	ইভানের,	
soourse,	সার্সে,	সোর্স,	
upobaaser,	উপবাসের,	উপবাসের,	
pab,	পাব,	পাব,	
surakarder,	সুরাকরদের,	সুরকারদের,	
siddhantey,	সিদ্ধান্তে,	সিদ্ধান্তে,	
uttar,	উত্তার,	উওর,	
kaash,	কাশ,	কাস,	
bashoborty,	বাসবর্তী,	বশবর্তী,	
neermolota,	নির্মলতা,	নির্মলতা,	
codeguli,	কদেগুলি,	কোডগুলি,	
bosstonte,	বস্্তন্তে,	বসন্তে,	
kormyi,	করমি,	কর্মই,	
rohosyo,	রোহস্য,	রহস্য,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
neerbahi,	নির্বাহী,	নির্বাহি,	
taims,	টাইমস,	টাইমস্,	
marketing,	মার্কেটিং,	মার্কেটিং,	
udbhabony,	উদ্ভাবনি,	উদ্ভাবনী,	
chaiten,	চাইতেন,	চাইতেন,	
sheshardhe,	শেষার্ধে,	শেষার্ধে,	
sima,	সিম,	সীমা,	
bedanta,	বেদন্ত,	বেদান্ত,	
atto,	আত্ব,	আত্ম,	
safin,	সফীন,	সাফিন,	
chheelona,	ছিলনা,	ছিলনা,	
sayeed,	সাইয়েদ,	সাইদ,	
popke,	পপকে,	পোপকে,	
dokaangoolote,	দোকানগুলোতে,	দোকানগুলোতে,	
hondooras,	হন্দুরাস,	হন্ডুরাস,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
biphal,	বিফল,	বিফল,	
eporzonto,	এপররজন্ত,	এপর্যন্ত,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
reeno,	রেন,	রেনো,	
shoori,	সুরি,	সুরি,	
sarbhaare,	সার্ভারে,	সার্ভারে,	
hughkey,	হুগকে,	হিউজকে,	
laiseensa,	লেসেন্স,	লাইসেন্স,	
besuro,	বেশুরও,	বেসুর,	
munim,	মুনিম,	মুনিম,	
ekghorey,	একঘরে,	একঘরে,	
pothnirdeshona,	পথন্রিদেশনা,	পথনির্দেশনা,	
krisenta,	কৃষেন্ট,	ক্রিসেন্ট,	
falashrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
ashor,	আশর,	আসর,	
sahosikotaar,	সহসিক্তার,	সাহসিকতার,	
ved,	ভেদ,	বেদ,	
ixprission,	এক্সপ্রেশন,	এক্সপ্রেশন,	
sthaponakay,	স্থাপনকাকে,	স্থাপনাকে,	
alaul,	আলাল,	আলাওল,	
thare,	থেরে,	থরে,	
angkita,	অংকিতা,	অঙ্কিতা,	
ajeej,	আজীজ,	আজিজ,	
pratiyogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
damdor,	দম্দর,	দামদর,	
rajtantra,	রাজ্তন্ত্র,	রাজতন্ত্র,	
assastikar,	অস্বস্তিকার,	অস্বস্তিকর,	
