naper,	নাপের,	ন্যাপের,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
madhobike,	মাধবিকে,	মাধবীকে,	
poschimey,	পশ্চিমে,	পশ্চিমে,	
shikkhartheerao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
azijer,	অজিজের,	আজিজের,	
zibonto,	জীবন্ত,	জীবন্ত,	
masterer,	মাস্টারের,	মাস্টারের,	
drissotir,	দৃশ্যটির,	দৃশ্যটির,	
arashie,	আরসেই,	আরসিএ,	
bisnooke,	বিশ্ণুকে,	বিষ্ণুকে,	
falokti,	ফলকটি,	ফলকটি,	
veenus,	ভেনুস,	ভেনাস,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
soochonakal,	সূচনাকাল,	সূচনাকাল,	
pouchhute,	পৌঁছুতে,	পৌঁছুতে,	
directorate,	ডিরেক্টরে,	ডিরেক্টরেট,	
nottee,	নটটি,	নোটটি,	
piora,	পিরো,	পিওর,	
shhip,	শিপ,	শিপ,	
harris,	হ্যারিস,	হ্যারিস,	
amittrakkhor,	অমৃত্রকর্ষ,	অমিত্রাক্ষর,	
lajiker,	লাজিকের,	লজিকের,	
plaiin,	প্লেইন,	প্লেন,	
nartana,	নর্তন,	নর্টন,	
prakalpati,	প্রকল্পটি,	প্রকল্পটি,	
kharaar,	খারার,	খরার,	
jaqi,	জাকি,	জকি,	
bohudin,	বহুদিন,	বহুদিন,	
asamanyo,	অসমান্য,	অসামান্য,	
lendl,	লেন্ডল,	লেন্ডল,	
karor,	কারর,	কারোর,	
monohor,	মনোহর,	মনোহর,	
mail,	মেল,	মাইল,	
daaktikiter,	ডাক্তিকের,	ডাকটিকিটের,	
santani,	সন্তানী,	সনাতনী,	
dekhbar,	দেখবার,	দেখবার,	
bheenisa,	ভেনিস,	ভেনিস,	
chalaabi,	চালাবি,	চালাবে,	
seemaa,	সীমা,	সীমা,	
hamburgey,	হামবোর্গে,	হামবুর্গে,	
kor,	কোর,	কর,	
korkot,	করকত,	কর্কট,	
gujob,	গুজব,	গুজব,	
leader,	লিডার,	লিডার,	
shainyader,	সৈন্যদের,	সৈন্যদের,	
puddin,	পুদ্দিন,	পুডিং,	
hijritey,	হিজরিতে,	হিজরীতে,	
nischoy,	নিশ্চো,	নিশ্চয়,	
ruby,	রুবি,	রুবী,	
shitei,	শিতেই,	শীতেই,	
cyphy,	সিফি,	সাইফাই,	
horiner,	হরিনের,	হরিণের,	
yankee,	য্যাংক,	ইয়াংকি,	
scolarship,	স্কলারশিপ,	স্কলারশিপ,	
bissonath,	বিশ্বনাথ,	বিশ্বনাথ,	
euqalyptus,	এউকলিপ্টিস,	ইউক্যালিপ্টাস,	
modhumoti,	মধুমতি,	মধুমতী,	
shaantaa,	সান্তা,	সান্তা,	
marier,	ম্যারিয়ার,	ম্যারির,	
chootite,	চুটিতে,	ছুটিতে,	
chaaktir,	চাকটির,	চাকতির,	
laiseensee,	লাইজেন্স,	লাইসেন্স,	
biphal,	বিফল,	বিফল,	
prothati,	প্রথাটি,	প্রথাটি,	
moofti,	মুফতি,	মুফতি,	
oitihya,	ঐতিহ্যা,	ঐতিহ্য,	
osocheton,	অসচেতন,	অসচেতন,	
bohorompurer,	বহরম্পপুর,	বহরমপুরের,	
protishtan,	প্রতিষ্টান,	প্রতিষ্টান,	
procharonamulok,	প্রচারণামূলক,	প্রচারণামূলক,	
kharar,	খোরার,	খরার,	
bhittiteow,	ভিত্তিতিও,	ভিত্তিতেও,	
kloud,	ক্লাউড,	ক্লাউড,	
jarmaniteo,	জার্মানিতে,	জার্মানিতেও,	
konistho,	কনিষ্ঠ,	কনিষ্ঠ,	
kasper,	কাসপের,	ক্যাসপার,	
deool,	ডিউল,	দেউল,	
songosthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
fuda,	ফুড,	ফুড,	
samoshtigato,	সমস্তিগত,	সমষ্টিগত,	
gandagol,	গন্ডগগল,	গন্ডগোল,	
timathi,	তিমথি,	টিমোথি,	
sangosthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
vorodwaj,	ভররাদ্যাজ,	ভরদ্বাজ,	
azimpur,	অজিমপুর,	আজিমপুর,	
kara,	কার,	কারো,	
footbalarder,	ফুটবলারদের,	ফুটবলারদের,	
chomke,	চমমকে,	চমকে,	
nirvachakder,	নির্বাচকদের,	নির্বাচকদের,	
ekghore,	একঘরে,	একঘরে,	
reejur,	রিজুর,	রিজুর,	
rockibul,	রকিবিউল,	রকিবুল,	
estoonia,	এস্টোনিয়া,	এস্তোনিয়া,	
noditi,	নদীতি,	নদীটি,	
dearas,	ডেরাস,	ডিআরএস,	
militaryte,	মিলিটরীতে,	মিলিটারিতে,	
haphsa,	হাফস,	হাফসা,	
gaandas,	গ্যান্ডাস,	জ্ঞানদাস,	
heelse,	হিলসে,	হিলসে,	
qredita,	ক্রেডিট,	ক্রেডিট,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
dhan,	ধান,	ধ্যান,	
chhayi,	ছাই,	ছাই,	
natnikey,	নাতনিকে,	নাতনীকে,	
sahokari,	সহকারী,	সহকারী,	
uparjon,	উপর্জন,	উপার্জন,	
patjato,	পাটাত,	পাটজাত,	
udbodhaney,	উদ্বোধনে,	উদ্বোধনে,	
sachetanbhabe,	সেছাতনাভাবে,	সচেতনভাবে,	
potchitrer,	পথ্চিত্রের,	পটচিত্রের,	
manohputa,	মানপুপত,	মনঃপুত,	
onchalgoolir,	অঁকচলগুরির,	অঞ্চলগুলির,	
nothibhuktir,	নথিভূক্তির,	নথিভুক্তির,	
somratder,	সম্রত্তদের,	সম্রাটদের,	
aachees,	আচেস,	আছিস,	
juktarashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
protizogiider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
prastutkarak,	প্রস্তুতকতাক,	প্রস্তুতকারক,	
pakhirai,	পাখিরাই,	পাখিরাই,	
uzbekistaner,	উজবেজিস্তানের,	উজবেকিস্তানের,	
ebhara,	এভার,	এভার,	
shnaipara,	স্নাইপার,	স্নাইপার,	
shilpajata,	শিল্পজতা,	শিল্পজাত,	
aaziz,	আজিজ,	আজিজ,	
hamburg,	হাম্বারগ,	হামবুর্গ,	
jubokshoho,	যুবক্ষহ,	যুবকসহ,	
shhikar,	শিকর,	শিকার,	
jansa,	জাঁস,	জোন্স,	
mootar,	মোটার,	মুতার,	
moshjidtike,	মোষজিদ্তিকে,	মসজিদটিকে,	
lande,	ল্যান্ডে,	ল্যান্ডে,	
barbadoz,	বার্বাডগুজ,	বার্বাডোজ,	
byaboharkari,	ব্যবহারকারি,	ব্যবহারকারীই,	
protijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
balatkar,	বালাকার,	বলাৎকার,	
shuri,	শুরী,	সুরি,	
donat,	ডোনাত,	ডোনাট,	
dilam,	ডিলাম,	দিলাম,	
asovya,	অসভ্যা,	অসভ্য,	
chalachchitratike,	চলচ্চিত্রকিতে,	চলচ্চিত্রটিকে,	
oitijjer,	ঐতিজ্যের,	ঐতিহ্যের,	
abheedhaanic,	অভিধানিক,	অভিধানিক,	
laaiseensh,	লাইজেন্স,	লাইসেন্স,	
bongobondhu,	বঙ্গনবন্ধু,	বঙ্গবন্ধু,	
prapoker,	প্রপাকের,	প্রাপকের,	
elaakaai,	এলাকই,	এলাকাই,	
pader,	পাদের,	প্যাডের,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
mulgato,	মূলগত,	মূলগত,	
trend,	ট্রেন্ড,	ট্রেন্ড,	
proshtotto,	প্রস্তত্ত,	প্রস্ত্তত,	
nathivookta,	নথিভুক্ত,	নথিভুক্ত,	
harisher,	হরিসের,	হ্যারিসের,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
she,	শেই,	সে,	
sbaajan,	স্বান,	স্বজন,	
otiiteo,	অতিতেও,	অতীতেও,	
elakaasoho,	এলাকাহস,	এলাকাসহ,	
greep,	গ্রীপ,	গ্রিপ,	
claus,	ক্লাউস,	ক্লজ,	
kishti,	কিষ্টি,	কিস্তি,	
shannal,	সান্নাল,	সান্যাল,	
shartho,	শর্থ,	স্বার্থ,	
nagarikata,	নাগারিকতা,	নাগরিকতা,	
notunatwa,	নতুনত্ব,	নতুনত্ব,	
hailo,	হইল,	হইল,	
firozaa,	ফিরোজা,	ফিরোজা,	
armstrong,	আর্স্টোরেজ,	আর্মস্ট্রং,	
okritakarjo,	অকৃতকর্য,	অকৃতকার্য,	
bahal,	বহল,	বহাল,	
chamoski,	চামস্কি,	চমস্কি,	
rajbondir,	রাজবন্দীর,	রাজবন্দীর,	
pharn,	ফরনন,	ফার্ন,	
shahoshikatar,	সহসিকতার,	সাহসিকতার,	
durtomo,	দূর্তম,	দূরতম,	
relance,	রেল্যান্স,	রিলায়েন্স,	
cheere,	চিরে,	চিরে,	
jorer,	জোরের,	জ্বরের,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
khodeza,	খোদেজা,	খোদেজা,	
sorsa,	সর্ষা,	সোর্স,	
joubanbati,	যৌববনবতী,	যৌবনবতী,	
gandhikey,	গানধিকে,	গান্ধীকে,	
bosturyi,	বস্তুরই,	বস্তুরই,	
tuku,	টুকু,	টুকু,	
kantojir,	কান্তজীর,	কান্তজির,	
uzobekeestaaner,	উজবেতিস্তানের,	উজবেকিস্তানের,	
pacbar,	পাঁবার,	পাঁচবার,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
touraat,	তৌরাট,	তওরাত,	
rezidens,	রেজিডেন্স,	রেসিডেন্স,	
sharthe,	শর্থে,	স্বার্থে,	
sobrokomer,	সব্রকমের,	সবরকমের,	
porinoti,	পরিনতি,	পরিণতি,	
alympic,	অ্যালিপ্যাপিক,	অলিম্পিক,	
sushiksar,	সুশিক্ষর,	সুশিক্ষার,	
jeansh,	জিনস,	জিন্স,	
drishyagulo,	দৃশ্যগগুলো,	দৃশ্যগুলো,	
footbalarer,	ফুটবলারের,	ফুটবলারের,	
mukhbaundho,	মুখবন্ধ,	মুখবন্ধ,	
motabolombiira,	মোতাবলম্বীরা,	মতাবলম্বীরা,	
shloker,	স্লোকের,	শ্লোকের,	
agora,	আগার,	আগোরা,	
fotanor,	ফোটানোর,	ফোটানোর,	
shita,	শীতা,	সিট,	
suri,	সুরী,	সুরি,	
spreadsheet,	স্প্রেডসিট,	স্প্রেডশীট,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
daayitto,	দাত্য,	দায়িত্ব,	
ganachiner,	গণাচিনের,	গণচীনের,	
temonyi,	তেমনই,	তেমনই,	
pyatarne,	প্যাটার্নে,	প্যাটার্নে,	
mugdha,	মুগ্ধ,	মুগ্ধ,	
sohopathike,	সহপাঠিকে,	সহপাঠীকে,	
bisnuu,	বিশ্নু,	বিষ্ণু,	
doorotaumo,	দূরততম,	দূরতম,	
orthanitike,	অর্থনৈতিকে,	অর্থনীতিকে,	
bhogiroth,	ভোগীরথ,	ভগীরথ,	
archimedeser,	আর্চিমেমসের,	আর্কিমিডিসের,	
casper,	ক্যাপ্পার,	ক্যাসপার,	
choudhureeke,	চৌধুরীকে,	চৌধুরীকে,	
ajimke,	অজিমকে,	আজিমকে,	
ssumitrar,	সুমিত্রার,	সুমিত্রার,	
eokee,	ইউকে,	এওকি,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
tiunara,	টিউনার,	টিউনার,	
tolemy,	তলেমী,	টলেমির,	
danckan,	ডা্কন,	ডানকান,	
chandrimaa,	ছান্দ্রিমা,	চন্দ্রিমা,	
shima,	সিমা,	সীমা,	
yaach,	যাচ,	ইয়াক,	
dhauto,	ধাত,	ধৌত,	
ranodeep,	রণদীপ,	রণদীপ,	
heightsh,	হেইটস,	হাইটস,	
shtonahenja,	স্টোনাহেয্য,	স্টোনহেঞ্জ,	
sayatana,	স্যাটন,	শয়তান,	
mukhomaundoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
prothake,	প্রথাকে,	প্রথাকে,	
hoole,	হোলে,	হোল,	
udbodhoner,	উদ্বোধনের,	উদ্বোধনের,	
ekghorey,	একঘরে,	একঘরে,	
mosjid,	মসজিদ,	মসজিদ,	
pudinn,	পুদিন,	পুডিং,	
sabaner,	সবানের,	সাবানের,	
gaddafii,	গ্যাড্ডাফি,	গাদ্দাফী,	
kantajir,	কান্তাজীর,	কান্তজির,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
niranjon,	নিরঞ্জন,	নিরঞ্জন,	
duple,	ডুপল,	ডুপ্লে,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
baaraak,	বারাক,	বারাক,	
