mukhya,	মূখ্য,	মুখ্য,	
grip,	গ্রিপ,	গ্রিপ,	
zzojyota,	যোজ্যতা,	যোজ্যতা,	
sakar,	সকর,	সকার,	
swostir,	স্বস্তির,	স্বস্তির,	
kibord,	কাববার্ড,	কীবোর্ড,	
niranjan,	নিরঞ্জন,	নিরঞ্জন,	
eparjanta,	এপার্জন্তন,	এপর্যন্ত,	
cholochchitreei,	চলচিত্রেই,	চলচ্চিত্রেই,	
katbey,	কাট্বে,	কাটবে,	
songosthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
mukhomandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
ajeejer,	অজিজের,	আজিজের,	
bolokarok,	বলকারক,	বলকারক,	
larson,	লর্ষন,	লারসন,	
olympik,	অলিম্পিক,	অলিম্পিক,	
basatey,	বাসাতে,	বাসাতে,	
chalochchitraeer,	চলচিত্রের,	চলচ্চিত্রের,	
shastra,	শাস্ত্র,	শাস্ত্র,	
pitthey,	পিঠে,	পীঠে,	
carzer,	কার্জের,	চার্জের,	
blagarara,	ব্লগেরার,	ব্লগাররা,	
akrup,	একরুপ,	একরূপ,	
nilabho,	নীলভভ,	নীলাভ,	
sharther,	শর্থের,	স্বার্থের,	
khagen,	খাজেন,	খগেন,	
gyandas,	গ্ঞ্নাস্ড,	জ্ঞানদাস,	
songhitar,	সংঘীতর,	সংহিতার,	
sotorkota,	সতকরতা,	সতর্কতা,	
byabosthar,	ব্যবস্থার,	ব্যবস্থার,	
erina,	এরিন,	এরিনা,	
iukyaliptasa,	ইউক্লিক্সেপাস,	ইউক্যালিপ্টাস,	
pooroheetra,	পুরোহিত্রা,	পুরোহিতরা,	
prozononkal,	প্রজননক্যল,	প্রজননকাল,	
olimpik,	অলিম্পিক,	অলিম্পিক,	
sampadankaree,	সম্পাদনকারী,	সম্পাদনকারী,	
anchalkey,	আঞ্চলকে,	অঞ্চলকে,	
sarbhaare,	সর্ভারে,	সার্ভারে,	
taruner,	তরুণের,	তরুণের,	
musalmanderke,	মুসালমদন্দকে,	মুসলমানদেরকে,	
peethey,	পেঠে,	পীঠে,	
instant,	ইন্টােন্ট,	ইনস্ট্যান্ট,	
machhder,	মাছদের,	মাছদের,	
dhormee,	ধর্মী,	ধর্মী,	
definition,	ডেফিনিশন,	ডেফিনেশন,	
goroor,	গরুর,	গরুর,	
nathivookto,	নথিভুক্ত,	নথিভুক্ত,	
hoola,	হোল,	হোল,	
duplex,	ডাপ্লেস,	ডুপ্লে,	
fanda,	ফাঁদা,	ফান্ড,	
koordira,	কর্ডিরা,	কুর্দিরা,	
tukrotey,	তুক্রোতে,	টুকরোতে,	
puzito,	পুজিত,	পুজিত,	
kanasarabheshana,	কনসাবরেশন,	কনসারভেশন,	
abhidhanik,	অভিধানিক,	অভিধানিক,	
choudhoorider,	চৌধুরিদের,	চৌধুরীদের,	
jilyand,	জিল্যান্ড,	জিল্যান্ড,	
nadigulo,	নাদিগুলো,	নদীগুলো,	
atyacharita,	অত্যাচারিত,	অত্যাচারিত,	
jakkha,	যক্ষ্মা,	যক্ষ,	
gronthoty,	গ্রন্থটি,	গ্রন্থটি,	
bheenisa,	ভেনিস,	ভেনিস,	
babyloney,	বাযাবিলনে,	ব্যাবিলনে,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
yuro,	ইউর,	ইউরো,	
antarvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
mette,	মেট,	ম্যাট,	
hisaber,	হিসাবের,	হিসাবের,	
conservation,	কনসারভেশন,	কনসারভেশন,	
uchhoshito,	উচ্চশিষিত,	উচ্ছসিত,	
krom,	ক্রম,	ক্রম,	
definision,	ডেফিনিশন,	ডেফিনেশন,	
sooraarop,	সুরারাপ,	সুরারোপ,	
thishisher,	থিসিসের,	থিসিসের,	
rajshri,	রাজসরী,	রাজশ্রী,	
ghesei,	ঘেষেই,	ঘেঁষেই,	
wictor,	উইক্টর,	ভিক্টর,	
adbhanshd,	অ্যাডভান্স,	অ্যাডভান্সড,	
batikromshalee,	ব্যাতিক্রমশালী,	ব্যতিক্রমধর্মী,	
aziza,	আজিজা,	আজিজা,	
bii,	বিই,	বি,	
thaken,	থাকেন,	থাকেন,	
anodhikaar,	অনধিকার,	অনধিকার,	
hosheyin,	হোসেইন,	হোসেইন,	
sammatite,	সম্মাতিতে,	সম্মতিতে,	
moithili,	মিথিলি,	মৈথিলি,	
ancholtikey,	অঞ্চলটিকে,	অঞ্চলটিকে,	
gonna,	গণ্য,	গননা,	
chalachchitrai,	চলচিত্রেই,	চলচ্চিত্রই,	
onkar,	অঙ্কার,	ওঙ্কার,	
fatakeshto,	ফটটাক্সেট,	ফাটাকেষ্ট,	
nischitorupey,	নিশ্চিতারুর্চে,	নিশ্চিতরূপে,	
parsher,	পার্শের,	পার্শ্বের,	
puddin,	পুদ্দিন,	পুডিং,	
keyu,	কিউ,	কেউ,	
cheesa,	চিসা,	চেস,	
gorer,	গরের,	গোরের,	
eporjonta,	অপর্যন্ত,	এপর্যন্ত,	
zommu,	জম্মু,	জম্মু,	
vabanir,	ভবানীর,	ভবানীর,	
shomrat,	সমমা,	সম্রাট,	
saida,	সাইড,	সাইদা,	
shaamiijiir,	সামিজীর,	স্বামীজীর,	
minishtara,	মিনিস্টার,	মিনিস্টার,	
prachin,	প্রাচীন,	প্রাচীন,	
stonahenja,	স্টনেজ্ঞা,	স্টোনহেঞ্জ,	
noditir,	নদীতীর,	নদীটির,	
hosney,	হোসনে,	হোসনে,	
attar,	আত্মার,	আত্তার,	
hundayi,	হান্ডাই,	হুন্দাই,	
hastantar,	হস্তানটার,	হস্তান্তর,	
turbine,	তার্বিনে,	টারবাইন,	
neelkuthir,	নীলকথির,	নীলকুঠির,	
attorkite,	আত্মরিকেতে,	অতর্কিতে,	
developer,	ডেভেলপার,	ডেভলপার,	
monjeele,	মঞ্জিলে,	মঞ্জিলে,	
ipl,	ইইপেল,	আইপিএল,	
pyatarna,	প্যাটার্ন,	প্যাটার্ন,	
zuktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
hart,	হর্ট,	হার্ট,	
pratiyogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
tamplate,	টামপ্লেট,	টেম্পলেট,	
dackop,	ডাকপ,	দাকোপ,	
mane,	মনে,	মানে,	
bhardwaj,	ভার্ডজজ,	ভরদ্বাজ,	
horidware,	হরিদ্বরে,	হরিদ্বারে,	
dharer,	ধরের,	ধরের,	
ranangoney,	রণাঙ্গনে,	রণাঙ্গনে,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
waal,	ওয়াল,	উল,	
ekpase,	একপাশে,	একপাশে,	
manobsomajer,	মানবসমমাজের,	মানবসমাজের,	
tata,	তত,	তাতা,	
shamooker,	সামুকের,	শামুকের,	
jatata,	জটত,	যতোটা,	
qrisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
temanbhabe,	তেমানভাবে,	তেমনভাবে,	
hoteelti,	হটিলটি,	হোটেলটি,	
deaubande,	দিউবান্ডে,	দেওবন্দে,	
phaksa,	ফক্স,	ফক্স,	
abhigomon,	অভিগোমন,	অভিগমন,	
samaveshti,	সমবেষ্টি,	সমাবেশটি,	
dale,	ডলে,	ডালে,	
choddo,	চদ্য,	চোদ্দো,	
bagey,	বাযে,	বাগে,	
yucalyptush,	ইউকালাসিপ্টাস,	ইউক্যালিপ্টাস,	
venicey,	ভেনিসে,	ভেনিসে,	
futanta,	ফুটন্ট,	ফুটন্ত,	
kemone,	কেমনে,	কেমনে,	
chalabe,	চালাবে,	চালাবে,	
ganakantha,	গণকান্ঠ,	গণকণ্ঠ,	
akeeb,	একেব,	আকিব,	
tukrote,	টুক্রোতে,	টুকরোতে,	
dhhaaby,	ধাবি,	ঢাবি,	
gotibegey,	গতিবেগে,	গতিবেগে,	
bondhubhabapanno,	বন্ধুভাবপন্ন,	বন্ধুভাবাপন্ন,	
antorvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
korecho,	করেছ,	করেছো,	
pacbar,	পাঁচবার,	পাঁচবার,	
ponjeekaar,	পঞ্জিকার,	পঞ্জিকার,	
provritite,	প্রভৃতিতে,	প্রভৃতিতে,	
kushomva,	কুসম্ভ,	কুশুম্বা,	
sorjur,	সর্জুর,	সরযূর,	
mohammadi,	মোহাম্মদী,	মুহাম্মদী,	
chaanoo,	চানু,	চানু,	
nirapekkhotar,	নিরাপকেষতার,	নিরপেক্ষতার,	
phutantoa,	ফুটন্ট,	ফুটন্ত,	
aoki,	অকি,	এওকি,	
byaboshtha,	ব্যবস্থা,	ব্যাবস্থা,	
choudhurir,	চৌধুরির,	চৌধুরীর,	
ashamorthito,	অসমর্থিত,	অসমর্থিত,	
eideen,	এডডিন,	এইদিন,	
uponisoder,	উপনিসদের,	উপনিষদের,	
lyanda,	ল্যান্ড,	ল্যান্ড,	
vdp,	ভিডিপি,	ভিডিপি,	
parq,	পার্ক,	পার্ক,	
sinematographar,	সিনেমাত্রাফার,	সিনেমাটোগ্রাফার,	
ashonkai,	আসঙ্কেই,	আশঙ্কাই,	
dumaa,	ডমা,	দুমা,	
sangkoolan,	সংকোলন,	সংকুলান,	
dinifitian,	ডিনিফিয়েশন,	ডেফিনেশন,	
nirikhe,	নিরিখে,	নিরিখ,	
debagg,	দেবাগ্,	ডিবাগ,	
nirvahi,	নির্বাহী,	নির্বাহি,	
anano,	অনন,	আনানো,	
byabaharkareederke,	ব্যবহারীকারীদের,	ব্যবহারকারীদেরকে,	
sookkho,	সূক্ষ্ম,	সুক্ষ্ম,	
sylvi,	সিলভি,	সিলভি,	
veenis,	ভেনিস,	ভেনিস,	
mumtaj,	মুমতাজ,	মুমতাজ,	
vandar,	ভান্ডার,	ভাণ্ডার,	
gadhaa,	গাধা,	গাধা,	
bhabnake,	ভবনেে,	ভাবনাকে,	
platey,	প্লাটে,	প্লেটে,	
dokaanei,	দোকানেই,	দোকানেই,	
jonosonjog,	জনসংযোগ,	জনসংযোগ,	
pharna,	ফর্ন,	ফার্ন,	
sanaktokoroner,	শনাক্তকরণের,	সনাক্তকরণের,	
baagicar,	বাজিকার,	বাগিচার,	
orthonitike,	অর্থনিতিকে,	অর্থনীতিকে,	
kar,	কার,	কর,	
prottokhobhabe,	প্রত্যাশভাবে,	প্রত্যক্ষভাবে,	
parishromi,	পরিস্রমী,	পরিশ্রমী,	
dakticket,	ডাক্টিকেট,	ডাকটিকিট,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
ahalya,	অহল্য,	অহল্যা,	
manbe,	মানবে,	মানবে,	
schalastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
highcommissionay,	হাইকমিশনাসে,	হাইকমিশনে,	
bosante,	বসন্নে,	বসন্তে,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
joubanbati,	যৌবনবাটি,	যৌবনবতী,	
nodiike,	নদীকে,	নদীকে,	
mg,	এমএজ,	এমজি,	
udvabaney,	উদ্ভবনে,	উদ্ভাবনে,	
eparjonta,	এপার্যন্তন,	এপর্যন্ত,	
taholo,	তাহলো,	তাহলো,	
monjurul,	মন্জুরুল,	মনজুরুল,	
serup,	শেরুপ,	সেরূপ,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
moldowa,	মল্ডোও,	মলদোভা,	
bhyaatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
promotioney,	প্রমোশনের,	প্রোমোশনে,	
rakhtokkharone,	রক্তকর্ষণে,	রক্তক্ষরণে,	
aaeereshe,	আইরেশে,	আইরেসে,	
graambaasider,	গ্রামবাদীদের,	গ্রামবাসীদের,	
aazadeer,	আজাদির,	আজাদীর,	
korkotkranti,	কর্যক্রতিন্ত্,	কর্কটক্রান্তি,	
parijaner,	পরিজনের,	পরিজনের,	
maudeley,	মডডেলে,	মডেলে,	
deeputi,	দিপুি,	ডেপুটি,	
jarusalem,	জরুরাসিমেল,	জেরুসালেম,	
creedit,	ক্রিডিড,	ক্রেডিট,	
sangbadmadhyamgulote,	সংবাদ্ধমূলতে,	সংবাদমাধ্যমগুলোতে,	
teman,	টেমন,	তেমন,	
niropekkho,	নিরপ্কেষ্,	নিরপেক্ষ,	
shaalehaa,	সালেহা,	সালেহা,	
khali,	খালি,	খালি,	
manjushree,	মানজুসির,	মঞ্জুশ্রী,	
vogiroth,	ভগিরথ,	ভগীরথ,	
pratijogi,	প্রতিযোগই,	প্রতিযোগী,	
