vushi,	ভূষি,	ভুষি,	
quari,	কারি,	কোয়েরি,	
chupi,	চুপি,	চুপি,	
qyapasula,	ক্যাপুল,	ক্যাপসুল,	
bo,	বো,	বু,	
towbar,	টাবার,	তওবার,	
durotamo,	দুরতম,	দূরতম,	
soundarjo,	সৌন্দর্য,	সৌর্ন্দয্য,	
koreemke,	করিমকে,	করিমকে,	
klaud,	ক্লাউড,	ক্লাউড,	
nodigulir,	নদীগুলির,	নদীগুলির,	
proman,	প্রমান,	প্রমান,	
torkareer,	তরকারির,	তরকারীর,	
niketan,	নিকেটন,	নিকেতন,	
jillool,	জিল্লুল,	জিল্লুল,	
uttar,	উত্তর,	উওর,	
obosorer,	অবসরের,	অবসরের,	
bocchoner,	বচ্চনের,	বচ্চনের,	
orbit,	অর্বিত,	অরবিট,	
gatee,	গেট,	গ্যেটে,	
inapharameshana,	ইনফারমেশন,	ইনফরমেশন,	
batikromee,	বাতিক্রমী,	ব্যতিক্রমী,	
beetloser,	বিটলসের,	বিটলসের,	
chhotto,	ছট্ট,	ছোট্ট,	
samanwitavabe,	সমান্বিতভাবে,	সমন্বিতভাবে,	
nirapattamulak,	নিরাপত্যমালক,	নিরাপত্তামূলক,	
digreer,	ডিগ্রীর,	ডিগ্রির,	
abasarer,	আবসারের,	অবসরের,	
janapoth,	জনপথ,	জনপথ,	
koushalgato,	কৌশলগত,	কৌশলগত,	
nodiiti,	নদীতী,	নদীটি,	
bamnii,	বামনি,	বামনী,	
rahie,	রাি,	রাহি,	
chhattroraai,	ছাত্ররাই,	ছাত্ররাই,	
cheerokoomari,	চিরকামারি,	চিরকুমারী,	
craze,	ক্রেজ,	ক্রেজ,	
bufer,	বাফের,	বাফার,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
bade,	বাদে,	বাদে,	
pragresa,	প্রাগ্রেস,	প্রগ্রেস,	
bhaangchur,	ভাঙ্চুর,	ভাংচুর,	
bagdade,	বাজদাদে,	বাগদাদে,	
jhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
itastatah,	ইতস্তাহ,	ইতস্ততঃ,	
shaahaabiike,	সাহাবীকে,	সাহাবীকে,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
deepon,	ডিপন,	দীপন,	
pretii,	প্রেটি,	প্রিটি,	
ooporoshtho,	অপরস্থ,	উপরস্থ,	
cholchhee,	চলছি,	চলছে,	
modhumotii,	মধুমতি,	মধুমতী,	
esosiyetasa,	এসিসেটস,	এসোসিয়েটস,	
qrisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
shibraj,	শিবরাজ,	শিবরাজ,	
nodiiteyi,	নদীতেই,	নদীতেই,	
daayitto,	দৈত্য,	দায়িত্ব,	
beeswasi,	বিশ্বাসী,	বিশ্বাসী,	
jarmaniteo,	জার্মানিতেও,	জার্মানিতেও,	
bosstonto,	বস্তন্ত,	বসন্ত,	
nirvahi,	নির্বাহী,	নির্বাহি,	
amor,	আমর,	আমর,	
mozlishpur,	মজ্জিশপুর,	মজলিশপুর,	
parry,	প্যারি,	পেরি,	
romantik,	রোমান্তিক,	রোমান্টিক,	
dokaanei,	ডোকানেই,	দোকানেই,	
atyachari,	অত্যাচারী,	অত্যাচারী,	
sayid,	সাঈদ,	সাইদ,	
lajika,	লাজিকা,	লজিক,	
akbakye,	একবাক্যে,	একবাক্যে,	
raktaksharaney,	রক্তকরণে,	রক্তক্ষরণে,	
dhoka,	ঢোকা,	ধোঁকা,	
oncholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
tottenhamer,	তটেহহ্মামের,	টটেনহামের,	
shaamiijiir,	স্বামীজীর,	স্বামীজীর,	
roktokhorone,	রক্তকরণে,	রক্তক্ষরণে,	
shaapholler,	সাফলের,	সাফল্যের,	
asovarno,	অসর্ভ,	অসবর্ণ,	
licensedhari,	লিকেন্ডারি,	লাইসেন্সধারী,	
nothibhukto,	নথিভূক্ত,	নথিভুক্ত,	
dolguloo,	দলগুলো,	দলগুলোও,	
dhauta,	ধাউট,	ধৌত,	
bahaati,	বাহাটি,	বাহাতি,	
ekghorey,	একঘরে,	একঘরে,	
firozaa,	ফিরোজা,	ফিরোজা,	
sikarder,	শিকারদের,	শিকারদের,	
chaalaabi,	চালাবি,	চালাবে,	
toufiq,	তৌফিক,	তৌফিক,	
mosjidtir,	মজজিদদির,	মসজিদটির,	
laeshesh,	লাইসেস,	লাইসেন্স,	
dibate,	দিবাতে,	ডিবেট,	
marketin,	মার্কেটিন,	মার্কেটিং,	
bachai,	বাচাই,	বাছাই,	
nobom,	নবম,	নবম,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
funding,	ফাউন্ডিং,	ফান্ডিং,	
daktikiter,	ডাক্তিকীতের,	ডাকটিকিটের,	
boarana,	বোরান,	বোরন,	
shringga,	শ্রীঙ্গ,	শৃঙ্গ,	
blacq,	ব্লক,	ব্ল্যাক,	
valobasey,	ভালবাসে,	ভালোবাসে,	
sumoo,	সুমু,	সুমো,	
shringa,	শ্রীঙ্গ,	শৃঙ্গ,	
prakalpati,	প্রকল্পটি,	প্রকল্পটি,	
apargota,	অপরগত,	অপারগতা,	
madhoboir,	মাধবীর,	মাধবীর,	
inasiyinta,	ইনসিয়েন্ট,	এনসিয়েন্ট,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
everestey,	এভারেস্টে,	এভারেস্টে,	
sikarer,	শিকারের,	শিকারের,	
naarsari,	নার্সারী,	নার্সারি,	
setikey,	সেটিকে,	সেটিকে,	
habshee,	হাবসী,	হাবশী,	
amiretus,	অ্যামিরাটাস,	এমিরেটাস,	
chhuteer,	ছুটির,	ছুটির,	
engrezder,	ইংরেজেের,	ইংরেজদের,	
niketoner,	নিকেটনের,	নিকেতনের,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
ester,	এস্টের,	ইস্টার,	
diaraesa,	ডায়ারস,	ডিআরএস,	
choudhoorike,	চৌধুরিকে,	চৌধুরীকে,	
shotoker,	শতকের,	শতকের,	
yathaarthabhaabe,	যথার্থভাবে,	যথার্থভাবে,	
ronangane,	রণাঙ্গনে,	রণাঙ্গনে,	
sombhobonaow,	সম্ভবনাও,	সম্ভবনাও,	
durotomm,	দূরোত্ম,	দূরতম,	
habshi,	হাবসী,	হাবশী,	
bajareo,	বাজারেও,	বাজারেও,	
mashtersh,	মা্টার্স,	মাস্টার্স,	
soinyoder,	সৈন্যদের,	সৈন্যদের,	
neermolota,	নির্মলতা,	নির্মলতা,	
easter,	ইস্টের,	ইস্টের,	
conservation,	কনজারভেশন,	কনসারভেশন,	
procharona,	প্রচারনা,	প্রচারণা,	
meetar,	মিটার,	মিত্র,	
sangrahok,	সংগ্রহক,	সংগ্রাহক,	
stane,	স্টেন,	স্টোন,	
darzi,	দর্জি,	দরজি,	
gaphiloti,	গফিলাটি,	গাফিলতি,	
sansthaner,	সংস্থানের,	সংস্থানের,	
utkhat,	উৎখাট,	উত্খাত,	
phikshim,	ফিক্সিম,	ফিক্সিং,	
bbiswasho,	বিশ্বাসও,	বিশ্বাসও,	
venkatesh,	ভেনকেটেস,	ভেঙ্কটেশ,	
harano,	হরণো,	হারান,	
gronthotyke,	গ্রন্থটিকে,	গ্রন্থটিকে,	
itostata,	ইতস্তট,	ইতস্তত,	
udvaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
samanwitabhabe,	সমান্বিতভাবে,	সমন্বিতভাবে,	
teenage,	টিনেগে,	টিনেজ,	
ekoghore,	একঘরে,	একঘরে,	
assastikar,	অস্বস্তিকার,	অস্বস্তিকর,	
projanankaal,	প্রজানকাল,	প্রজননকাল,	
ayantarkatika,	অ্যান্টরটিক,	অ্যান্টার্কটিকা,	
durgotsabe,	দুর্গতসাবে,	দুর্গোৎসবে,	
alexandar,	আলেক্সান্ডার,	আলেকজান্ডার,	
difinision,	ডিফেনিশন,	ডেফিনেশন,	
sammatitey,	সম্মাটিতে,	সম্মতিতে,	
maile,	মেইল,	মাইলি,	
banger,	বঙ্গের,	ব্যাঙের,	
plainti,	প্লেন্টি,	প্লেনটি,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
krusher,	ক্রাশের,	ক্রুশের,	
laagche,	লাগছে,	লাগছে,	
kolahol,	কলাহল,	কোলাহল,	
ganaparibahan,	গণপরিবান,	গণপরিবহন,	
omarendro,	অমারেন্দ্র,	অমরেন্দ্র,	
cholochchitro,	চলচিত্র,	চলচ্চিত্র,	
bheemsen,	ভিমসেন,	ভীমসেন,	
dweepgoolotey,	দ্বীপগুলোতে,	দ্বীপগুলোতে,	
polashir,	পলাশীর,	পলাশীর,	
juktorashtrasaha,	যুক্তত্রস্তাহ,	যুক্তরাষ্ট্রসহ,	
raya,	রোয়া,	রায়,	
brekathru,	ব্রেকারু,	ব্রেকথ্রু,	
tarani,	তরণী,	তরণী,	
laisense,	লাইন্সে,	লাইসেন্স,	
dece,	ডেকে,	ডেকে,	
satthikota,	সাথিকতা,	সঠিকতা,	
ceramiks,	ক্রামিক্স,	সিরামিকস,	
jalatanko,	জলাতঙ্ক,	জলাতঙ্ক,	
arthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
madrasakey,	মাদ্রাসকে,	মাদ্রাসাকে,	
talgach,	তলগা,	তালগাছ,	
harisoner,	হরিসনের,	হ্যারিসনের,	
hajeerhat,	হজিরহাট,	হাজিরহাট,	
ddheke,	ঢেঁকে,	ঢেকে,	
graambaashi,	গ্রামবাসী,	গ্রামবাসী,	
wolapuk,	বোলাপুক,	ভোলাপুক,	
akritakarjo,	আকৃতারকয,	অকৃতকার্য,	
brekethru,	ব্রেকেরও,	ব্রেকথ্রু,	
parshwer,	পারস্বের,	পার্শ্বের,	
bishshaasho,	বিশ্বাসও,	বিশ্বাসও,	
shastra,	শাস্ত্র,	শাস্ত্র,	
yukeliptas,	যুকেলিপ্টাস,	ইউক্যালিপ্টাস,	
ekghare,	একঘারে,	একঘরে,	
brindabaner,	ব্রিন্ডবনের,	বৃন্দাবনের,	
harj,	হার্জ,	হার্জ,	
directarate,	ডিরেক্টরাতে,	ডিরেক্টরেট,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
parq,	পার্ক,	পার্ক,	
mishal,	মিশাল,	মিশাল,	
basakey,	বাসাকে,	বাসাকে,	
turkey,	তুর্কী,	তুর্কি,	
qanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
bishnu,	বিষ্ণু,	বিষ্ণু,	
sangbadmadhyamgulote,	সংবাদযুম্যগুলোতে,	সংবাদমাধ্যমগুলোতে,	
prakalpotike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
reesideensa,	রেসিডেন্স,	রেসিডেন্স,	
aoki,	আকি,	এওকি,	
vabatarini,	ভববারিনী,	ভবতারিণী,	
gora,	গর,	গোর,	
seramiks,	সারামিক্স,	সিরামিকস,	
byte,	বিটে,	বাইট,	
jerujalemer,	জেরুজ্লেমের,	জেরুজালেমের,	
qor,	কোর,	কর,	
granthaty,	গ্রন্থটি,	গ্রন্থটি,	
ishtara,	এস্টার,	ইস্টার,	
proteesthasoho,	প্রতিস্থাসহ,	প্রতিষ্ঠাসহ,	
songbadmadhyame,	সংবাদধাম্যে,	সংবাদমাধ্যমে,	
mohibur,	মহিবুর,	মহিবুর,	
engrejer,	ইংরেজের,	ইংরেজের,	
ajiban,	অজিবান,	আজীবন,	
nischay,	নিশ্চে,	নিশ্চয়,	
maadhoori,	মাধুরি,	মাধুরী,	
aamudey,	আমুদে,	আমুদে,	
naarsaari,	নার্সারী,	নার্সারি,	
dighal,	দিঘল,	দীঘল,	
booroon,	বুরুন,	বোরন,	
bhaibon,	ভাইবন,	ভাইবোন,	
futbolarer,	ফুটবলারের,	ফুটবলারের,	
elakatikey,	এলাকাটিকে,	এলাকাটিকে,	
kabutarer,	কবুতারের,	কবুতরের,	
onupater,	অনুপতের,	অনুপাতের,	
averej,	আভারেজ,	এভারেজ,	
seconder,	সেকচন্দের,	সেকেন্ডের,	
nilkamal,	নীলকামাল,	নীলকমল,	
kande,	কান্ডে,	কাণ্ডে,	
suraropito,	সুরারপিত,	সুরারোপিত,	
machsaho,	মাসসহ,	মাছসহ,	
landing,	লান্ডিং,	ল্যান্ডিং,	
location,	লোকেশন,	লোকেশন,	
nesans,	নেসন্স,	নেশনস,	
sohokari,	সহকারি,	সহকারী,	
